FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_puntmaatregelen.65,YS958a,,Y3001,Welsumerwaarden,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203526.4140000008 484847.3273999989)
rws_on_puntmaatregelen.66,YS958b,,Y3001,Welsumerwaarden,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203367.91580000147 484772.4453999996)
rws_on_puntmaatregelen.67,YS958d,,Y3001,Welsumerwaarden,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203263.54549999908 484972.9017999992)
rws_on_puntmaatregelen.68,YS958e,,Y3001,Welsumerwaarden,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203133.39220000058 485075.2738999985)
rws_on_puntmaatregelen.69,YS958f,,Y3001,Welsumerwaarden,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203046.47769999877 485201.54520000145)
rws_on_puntmaatregelen.70,YS958h,,Y3001,Welsumerwaarden,Aanbrengen houten palenrij,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203185.07470000163 485063.35770000145)
rws_on_puntmaatregelen.71,YS958g,,Y3001,Welsumerwaarden,Aanbrengen houten palenrij,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (203221.18329999968 485021.0362999998)
rws_on_puntmaatregelen.72,YS991e,,,Reevediep,Vispassage (Vertical slot) t.b.v. vismigratie IJssel-Reevediep,2,IJssel,Realisatie,Nee,RvdR,,VPRR,1,Inschatting,,POINT (193571.94790000096 504651.48580000177)
rws_on_puntmaatregelen.73,NL926a,,,Verbinding Nederrijn-Kromme Rijn,Vissluis (in de oostelijke inlaatkoker),Oud,Nederrijn en Lek,Gereed,Ja,Overig,,VPRR,1,Inschatting,,POINT (152410.0177000016 442700.1490000002)
rws_on_puntmaatregelen.74,YS933f2,,Y3001,Rammelwaard,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (209478.2190000005 465984.7034999989)
rws_on_puntmaatregelen.75,YS933f3,,Y3001,Rammelwaard,"Rivierhout in strang
N.B. Deze boom is vanaf mei 2018 niet meer aangetroffen. Lijkt volledig weggespoeld.",1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (209439.54080000147 466016.90129999816)
rws_on_puntmaatregelen.76,YS967b3,,Y3001,Buitenwaarden Wijhe,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (206005.07809999958 491626.6607000008)
rws_on_puntmaatregelen.77,YS967b5,,Y3001,Buitenwaarden Wijhe,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (205773.12200000137 490576.99760000035)
rws_on_puntmaatregelen.78,YS967b4,,Y3001,Buitenwaarden Wijhe,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (205752.70270000026 490550.72839999944)
rws_on_puntmaatregelen.79,YS967b2,,Y3001,Buitenwaarden Wijhe,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (206020.88069999963 491604.9941999987)
rws_on_puntmaatregelen.80,BW950c,,,Hondswaard,Rivierhout,Oud,"Boven-Rijn, Waal",,Nee,RWS,0,RIVH,0,,,POINT (130824.30480000004 425862.9946000017)
rws_on_puntmaatregelen.81,YS971a2,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204191.7498999983 494502.93659999967)
rws_on_puntmaatregelen.82,YS971a3,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204181.58449999988 494513.0940000005)
rws_on_puntmaatregelen.83,YS971a4,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204169.67830000073 494524.6429999992)
rws_on_puntmaatregelen.84,YS971a5,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204160.30420000106 494536.7928000018)
rws_on_puntmaatregelen.85,YS971a6,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204068.6574999988 494553.1466999985)
rws_on_puntmaatregelen.86,YS971a7,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204060.05860000104 494555.13109999895)
rws_on_puntmaatregelen.87,YS971a8,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204050.79809999838 494557.77690000087)
rws_on_puntmaatregelen.88,YS971a9,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204042.86059999838 494561.7457000017)
rws_on_puntmaatregelen.89,YS971a10,,Y3001,Marlerwaarden,Plaatsen rivierhout,2,IJssel,Planstudie,Nee,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (204034.92309999838 494567.6988000013)
rws_on_puntmaatregelen.90,YS965d2,,Y3001,Vorchterwaarden,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (205092.94750000164 489016.4145999998)
rws_on_puntmaatregelen.91,YS965d3,,Y3001,Vorchterwaarden,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,Inschatting,,POINT (205149.44150000066 489379.13500000164)
rws_on_puntmaatregelen.92,YS937a2,,Y3001,Ravenswaarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (208585.62920000032 468343.00930000097)
rws_on_puntmaatregelen.93,YS937a3,,Y3001,Ravenswaarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (208666.32730000094 468359.54580000043)
rws_on_puntmaatregelen.94,YS937a4,,Y3001,Ravenswaarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (208745.7025000006 468382.69680000097)
rws_on_puntmaatregelen.95,YS937a5,,Y3001,Ravenswaarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (208814.49430000037 468413.1240000017)
rws_on_puntmaatregelen.96,YS933f4,,Y3001,Rammelwaard,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (209915.9387000017 465719.1649999991)
rws_on_puntmaatregelen.97,YS933f5,,Y3001,Rammelwaard,"Rivierhout in strang
N.B. aug 2018: verankering lijkt niet op orde",1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (209958.27010000125 465610.683699999)
rws_on_puntmaatregelen.98,YS933f6,,Y3001,Rammelwaard,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (209983.52739999816 465507.79619999975)
rws_on_puntmaatregelen.99,YS933f7,,Y3001,Rammelwaard,Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (210011.557599999 465543.1682999991)
rws_on_puntmaatregelen.100,YS932a4,,Y3001,Rijsselsche waarden,Rivierhout in kribvak,2,IJssel,Realisatie,Nee,RWS KRW2,,RIVH,0.01,PpWw 2021,,POINT (210081.8509999998 465885.5890999995)
rws_on_puntmaatregelen.101,YS932a3,,Y3001,Rijsselsche waarden,Rivierhout in kribvak,2,IJssel,Realisatie,Nee,RWS KRW2,,RIVH,0.01,PpWw 2021,,POINT (210024.3040000014 465945.7818999998)
rws_on_puntmaatregelen.102,YS932a2,,Y3001,Rijsselsche waarden,Rivierhout in kribvak,2,IJssel,Realisatie,Nee,RWS KRW2,,RIVH,0.01,PpWw 2021,,POINT (209897.9651999995 466043.6779000014)
rws_on_puntmaatregelen.103,YS923b2,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang; is mogelijk verdwenen,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (210111.04309999943 458664.4070000015)
rws_on_puntmaatregelen.104,YS923b3,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (210437.32129999995 458621.2336000018)
rws_on_puntmaatregelen.105,YS923b4,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (210476.76940000057 458641.4384999983)
rws_on_puntmaatregelen.106,YS923b5,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (210991.50470000133 458544.8654000014)
rws_on_puntmaatregelen.107,YS923b6,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (211225.60060000047 458504.6361999996)
rws_on_puntmaatregelen.108,YS923b7,,Y3001,Reuversweerd (Cortenoever),Rivierhout in strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,RIVH,0.01,Inschatting,,POINT (211374.79019999877 458428.87049999833)
rws_on_puntmaatregelen.109,YS919b2,,Y3001,Bronkhorster waarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (209862.97360000014 456121.682599999)
rws_on_puntmaatregelen.110,YS919b3,,Y3001,Bronkhorster waarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (209938.37999999896 456131.60449999943)
rws_on_puntmaatregelen.111,YS919b4,,Y3001,Bronkhorster waarden,Rivierhout in kribvak,2,IJssel,Gereed,Ja,Stroomlijn,0,RIVH,0.01,Inschatting,,POINT (210018.4166000001 456144.83370000124)
rws_on_puntmaatregelen.112,YS901b2,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,RWS,,RIVH,0.01,PpWw 2021,,POINT (205743.3317000009 446794.3966999985)
rws_on_puntmaatregelen.113,YS901b3,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,RWS,,RIVH,0.01,PpWw2021,,POINT (205757.76209999993 446802.57770000026)
