Ministerie;Handelsnaam;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
DEF;Verkerk Utrecht B.V.;;;1;1
DEF;VHD Alarmcentrale;;;2;2
DEF;Vink Lisse B.V.;;;1;1
DEF;Visser B.V.;;;2;2
DEF;Volvo Group The Netherlands B.V.;;;4;4
DEF;Volvo Truck Center Almere;;;1;1
DEF;Vreugdenhil Berging B.V.;;;1;1
DEF;Wagon Care B.V.;;;4;4
DEF;Wash Drive In Horsterweg V.O.F.;;;1;1
DEF;Washmobile V.O.F.;;;1;1
DEF;Washplan-Ned.;;;1;1
DEF;We Share Talent B.V.;;;1;1
DEF;Weda B.V.;;;1;1
DEF;Wensink;;;2;2
DEF;Wensink Apeldoorn;;;1;1
DEF;Wensink Assen;;;1;1
DEF;Wensink Automotive B.V.;;;2;2
DEF;Werklust Holland B.V.;;;1;1
DEF;Wiba Zevenaar B.V.;;;2;2
DEF;Wiegel Transport Equipment B.V.;;;1;1
DEF;Wildkamp B.V.;;;1;1
DEF;Wiltec B.V.;;;1;1
DEF;Wurth Elektronik Nederland B.V.;;;2;2
DEF;Xerox (Nederland) B.V.;;;1;1
DEF;Yamaha Motor Europe N.V.;;;6;6
DEF;Z.A.M. Zeister Automobiel Maatschappij B.V.;;;2;2
DEF;Zanten B.V.;;;1;1
DEF;Zet Solutions B.V.;;;1;1
EZ;7AM B.V.;;1;;1
EZ;Absoluta Food and Facilities B.V.;;1;;1
EZ;Achterhoek Antennebouw Aalten B.V.;;;1;1
EZ;AJ de Geus;;1;;1
EZ;Amershof B.V.;;1;;1
EZ;Amped Concepts B.V.;;1;;1
EZ;Antropia B.V.;;1;;1
EZ;Arab. Translation Service;;1;;1
EZ;Arendshoeve B.V.;;1;;1
EZ;Arnage Horeca B.V.;;1;;1
EZ;Artikraak;;2;;2
EZ;Athlon Car Lease Nederland;;;7;7
EZ;Atoomclub Management B.V.;;1;1;1
EZ;Autobusbedrijf Doornbos B.V.;;;1;1
EZ;Automobielbedrijf Berendsen en de Graaf B.V.;;;1;1
EZ;Banketbakkerij Boheemen;;1;;1
EZ;Barbarossa Beach B.V.;;1;;1
EZ;Bastion Holding B.V.;;1;;1
EZ;Beerens & Berens Catering B.V.;;1;;1
EZ;Beheer- en Expl.mij. Westergasfabriek B.V.;;1;;1
EZ;Belgisch Biercafé Olivier B.V.;;1;;1
EZ;Berkman Energie Service BV;;;1;1
EZ;Bever Andelst;;;1;1
EZ;Bibliotheek Franeker;;1;;1
EZ;Bijl Truckwash;;;1;1
EZ;Bikeshop Amersfoort B.V.;;;1;1
EZ;Bilderberg Kasteel 't Kerckebosch;;1;;1
EZ;Bob Tweewielershop;;;1;1
EZ;Boerderij Kamps;;1;;1
EZ;Boerderij 't Dommeltje;;1;;1
EZ;bol.com B.V.;;;1;1
EZ;Boomerang Beach;;1;;1
EZ;Bouw & Infra Park B.V.;;1;;1
EZ;BP Nederland B.V.;;;1;1
EZ;BSA Schaderegeling B.V.;;;1;1
EZ;Buck Consultants International B.V.;;1;;1
EZ;Buitengoed Uylenburg B.V.;;1;;1
EZ;Bureau Van Es-RB&B;;2;;2
EZ;Café du Midi B.V.;;1;;1
EZ;Café Restaurant 'Belvédère' B.V.;;1;;1
EZ;Carrosserie Akkermans B.V.;;;1;1
EZ;Carwash & Co Ede B.V.;;;1;1
EZ;Centrale Wapenhandel Dorhout Mees B.V.;;1;;1
EZ;Centrum Quadraat;;1;;1
EZ;Century Autogroep;;;1;1
EZ;Compass Group Nederland B.V.;;1;;1
EZ;Conrad Electronic Benelux B.V.;;;1;1
EZ;Coolblue B.V.;;;1;1
EZ;CTMabc;;1;;1
EZ;C-Track Benelux B.V.;;;1;1
EZ;CW Anker;;1;;1
EZ;Cyberworks;;;1;1
EZ;Daals Traiteurs;;1;;1
EZ;De Bankarie;;1;;1
EZ;De Bierelier B.V.;;1;;1
EZ;De Butler;;1;;1
EZ;De Haan Minerale Oliën B.V.;;;1;1
EZ;De Hip;;1;;1
EZ;De Horeca Academie Zakelijk B.V.;;1;;1
EZ;De Meervaart;;2;;2
EZ;De Nieuwe Academie B.V.;;1;;1
EZ;De Overburen;;1;;1
EZ;De Rotterdam B.V.;;1;;1
EZ;De Vreugdehoeve;;1;;1
EZ;De Winkel van Sinkel B.V.;;1;;1
EZ;De Witte Vosch B.V.;;2;;2
EZ;De Zilveren Vosch B.V.;;2;;2
EZ;Dekxels B.V.;;1;;1
EZ;Delta International;1;;;1
EZ;Deskbookers;;1;;1
EZ;Dorpshuis Ten Post;;1;;1
EZ;Eden Den Haag Hotel Exploitatie I B.V.;;;1;1
EZ;Eden Hotel Exploitatie Linnaeusstraat B.V.;;1;;1
EZ;Egyptian Export Council for Handicrafts (EECH);;1;;1
EZ;EHM Hotel Breda B.V.;;1;;1
EZ;Ekoboerderij de Lingehof;;1;;1
EZ;EM Nijhuis;;1;;1
EZ;Ensing Car Rental B.V.;;;1;1
EZ;Erfgoed Perspectief Advies Bureau;;1;;1
EZ;Euromaster Bandenservice;;;1;1
EZ;F Pick;;1;;1
EZ;Feithhuis Exploitatie B.V.;;1;;1
EZ;Fietsenstalling 'Laag Catharijne';;;1;1
EZ;Fine Asian Gourmet B.V.;;1;;1
EZ;Fleetlogic B.V.;;;2;2
EZ;Fruitteeltbedrijf Theo en Martine Vernooij;;1;;1
EZ;Fruittuin van West;;1;;1
EZ;Gardepoort;;1;;1
EZ;Good Food Catering B.V.;;1;;1
EZ;Groeneveld Horeca B.V.;;2;;2
EZ;Haagse Beek organisatieadvies B.V.;;1;;1
EZ;Havenbedrijf Rotterdam N.V.;;1;;1
EZ;Henk Borkhuis;;;1;1
EZ;Herman Koetsier;;;1;1
EZ;Het Bakkertje;;1;;1
EZ;Het Kookplein;;1;;1
EZ;Het Pleidooi;;1;;1
EZ;Holding Beheermaatschappij Ropeni B.V.;;1;;1
EZ;Holland Inbouw;;;2;2
EZ;Hotel ARA B.V.;;1;;1
EZ;Hotel Contact B.V.;;7;;7
EZ;Hotel Delft Centre;;1;;1
EZ;Hotel Des Indes Beheer B.V.;;1;;1
EZ;Hotel Papendal;;1;;1
EZ;Hotel Ridderkerk B.V.;;1;;1
EZ;Hotel Rotterdam-Blijdorp B.V.;;1;;1
EZ;Hotel Spoorzicht & Spa B.V.;;1;;1
EZ;Hotel-Café-Restaurant De Biltsche Hoek;;1;;1
EZ;Hotel-Conferentiecentrum Zonne;;1;;1
EZ;Hotel-Restaurant Nol in 't Bosch B.V.;;1;;1
EZ;Huize Molenaar B.V.;;1;;1
EZ;Ibis Amsterdam City Stopera;;1;;1
EZ;Ideeaanzee B.V.;;2;;2
EZ;Igluu B.V.;;1;;1
EZ;IJsselpaviljoen Zutphen;;1;;1
EZ;In de Driehoek, congres- en vergadercentrum;;1;;1
EZ;Innopay NL B.V.;;1;;1
EZ;J. Bakker;1;;;1
EZ;Jaarbeurs B.V.;;1;;1
EZ;Jacobs Breda Electronics (J.B.E.);;;1;1
EZ;Jolanda's Keuken;;1;;1
EZ;Joost Plattel;;1;;1
EZ;Kirkman Company B.V.;;1;;1
EZ;Kiwa N.V.;;;1;1
EZ;Klein Paramaribo;;1;;1
EZ;Kluizen & Sloten - M.S. Jeuring;;;1;1
EZ;Koets B.V.;;;1;1
EZ;Kon. Nederl. Instituut voor Onderzoek der Zee;;1;;1
EZ;Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;1;;1
EZ;Koninklijke Nederl. Mij. voor Diergeneeskunde;;1;;1
EZ;Kop Oost B.V.;;2;;2
EZ;KPN Consulting B.V.;;1;;1
EZ;La Vina B.V.;;1;;1
EZ;Lambeck Tweewielers B.V.;;;1;1
EZ;Landgoed De Uitkijk;;1;;1
EZ;Lasaulec B.V.;;;1;1
EZ;Leaseplan Nederland N.V.;;;9;9
EZ;Leopold Hotel Brussels EU;;1;;1
EZ;Lloyd Hotel B.V.;;1;;1
EZ;Lumenz;;1;;1
EZ;M.M. Projects B.V.;;1;;1
EZ;M.W.B. van Roosendaal B.V.;;;1;1
EZ;Maike Thönissen Vorm;;1;;1
EZ;Manutan B.V.;;;1;1
EZ;Maria Johanna Hoeve;;1;;1
EZ;Mariënburg 30;;;1;1
EZ;Mark Bogman Safes B.V.;;;1;1
EZ;Marketing Natuurlijk;;1;;1
EZ;MCPR;;1;;1
EZ;Meet & Discover! - Station033 B.V.;;1;;1
EZ;Mobilenergy;;;1;1
EZ;Modiforce;;;3;3
EZ;Motus B.V.;;1;;1
EZ;Nefkens Noord B.V.;;;1;1
EZ;NH Den Haag;;1;;1
EZ;Online Seminar B.V.;;1;;1
EZ;Oostduinhaghe Hotel B.V.;;1;;1
EZ;Openbare Bibliotheek Amsterdam;;1;;1
EZ;Orange5 Catering & Events B.V.;;1;;1
EZ;P1 Off Street Management B.V.;;;1;1
EZ;Pandora-Produkties;;1;;1
EZ;Personenvervoer Noord Nederland Limited;;;1;1
EZ;Pieter van Geel Consultancy;;1;;1
EZ;Pims Fietsen;;;1;1
EZ;Plein 9 A B.V.;;1;;1
EZ;Pon Dealer B.V.;;;1;1
EZ;Postillion Rotterdam B.V.;;1;;1
EZ;Pree E-RF-Tech;;;1;1
EZ;Prodentfabriek;;2;;2
EZ;Projektivity;;1;;1
EZ;Protestantse Kerk in Nederland;;1;;1
EZ;Protestantse Stichting De Voorhof;;1;;1
EZ;PUUR LOKAAL U.A.;;1;;1
EZ;Q-Park Beheer B.V.;;;1;1
EZ;Q-Park Operations Netherlands I B.V.;;;1;1
EZ;R.S. Kalisvaart;1;;;1
EZ;Reed Business Information bv.;;;1;1
EZ;Regardz Business Center;;1;;1
EZ;Restaurant & Catering Mennega;;1;;1
EZ;Restaurant Christian;;1;;1
EZ;Restaurant De Nas;;1;;1
EZ;Restaurant JanZen;;1;;1
EZ;Rinze Joustra Beheer B.V.;;1;;1
EZ;Riwojo B.V.;;1;;1
EZ;ROI B.V.;;1;;1
EZ;Ruijterkade B.V.;;1;;1
EZ;S de Beer;;1;;1
EZ;S.A. Royal Warwick;;1;;1
EZ;S.B.I. Zonheuvel B.V.;;1;;1
EZ;Sawo Foodservices B.V.;;1;;1
EZ;Scania Nederland B.V.;;;1;1
EZ;Scheltema Leiden, theat.café/theat.rest. B.V.;;1;;1
EZ;Schiphol Nederland B.V.;;;1;1
EZ;Smaak Eten&Drinken;;1;;1
EZ;SpaHotel Loppersum Holding B.V.;;1;;1
EZ;Spring House B.V.;;1;;1
EZ;Stadspoort Philips Fruittuin B.V.;;1;;1
EZ;Stg. Landel. Insp.dienst Dierenbescherming;;1;;1
EZ;Stg. Wetsus, Europ. Centre of Exc. for S.W.T.;;1;;1
EZ;Stichting EURinSPECT;;1;;1
EZ;Stichting Humanity House;;1;;1
EZ;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;1
EZ;Stichting Kielzog;;1;;1
EZ;Stichting Ontmoetingshuis Veenendaal-oost;;1;;1
EZ;Stichting Restaurant van de Toekomst;;1;;1
EZ;Stichting The Beach;;1;;1
EZ;Stichting Wasvenboerderij;;1;;1
EZ;Stichting WOMEN Inc.;;1;;1
EZ;Stokman Koudum;;1;;1
EZ;Strandhotel Camperduin V.O.F.;;1;;1
EZ;Strandpaviljoen Buiten B.V.;;1;;1
EZ;Strandpaviljoen De Kwartel B.V.;;1;;1
EZ;Sunder Bromfietsen B.V.;;;1;1
EZ;SUSi;;1;;1
EZ;Take2Media;;1;;1
EZ;Teka Groep B.V.;;1;;1
EZ;Telegrootgebruik B.V.;;1;;1
EZ;Thomashuis;;2;;2
EZ;TomTom Telematics Sales B.V.;;;1;1
EZ;Truckwash Flowmar;;;1;1
EZ;TVL Advies;;1;;1
EZ;Tweewielercentrum Selwerd;;;1;1
EZ;Tweewielers van Woerden B.V.;;;1;1
EZ;Tyrilo B.V.;;1;;1
EZ;V.O.F. Alpina-van Houweninge & IJsselstijn;;1;;1
EZ;V.O.F. 'De Bolder' Partycentrum;;1;;1
EZ;V.O.F. G.J. de Wit en Zn.;;1;;1
EZ;Vallei Auto Groep B.V.;;;1;1
EZ;Van Ede & Partners;;1;;1
EZ;van Leussen Zwolle B.V.;;;1;1
EZ;Vereniging Hofwijck;;1;;1
EZ;Vergadercentrum Vredenburg;;1;;1
EZ;Vermaat Leisure B.V.;;2;;2
EZ;Villa Jongerius;;1;;1
EZ;Vita Nova;;1;;1
EZ;Waddengenot B.V.;;1;;1
EZ;Walhalla in De Meern B.V.;;1;;1
EZ;Water, S. van de;;;1;1
EZ;Watertaxi Rotterdam B.V.;;1;;1
EZ;Weide Does Hok;;1;;1
EZ;zaak.acht;;1;;1
EZ;Zalen Pakhuis de Zwijger B.V.;;1;;1
EZ;Zuid B.V.;;1;;1
EZ;Zwaan II B.V.;;1;;1
FIN;** Blue Collar Hotel;;1;;1
FIN;** HOTEL BEMELMANS;;1;;1
FIN;** NH Hotel Group;;1;;1
FIN;** Sandton Hotel De Roskam;;1;;1
FIN;** TRAVEL INN;;1;;1
FIN;1910 Restaurant;;1;;1
FIN;3 Zussen Restaurant en Lounge;;1;;1
FIN;7AM B.V.;;1;;1
FIN;A. Blijleven B.V.;;;1;1
FIN;AC Restaurant & Hotel Amsterdam;;1;;1
FIN;Accell Nederland;1;;;1
FIN;Air Products Nederland B.V.;;;1;1
FIN;Ald Venlo Brasserie Restaurant;;1;;1
FIN;Algemene Vereniging van Belastingdeurwaarders;;1;;1
FIN;Allerlei Vis en Vlees Restaurant;;1;;1
FIN;AMERSHOF RESTAURANT;;1;;1
FIN;Ames Autobedrijf B.V.;;;1;1
FIN;Antropia B.V.;;2;;2
FIN;Aparthotel Delden;;1;;1
FIN;Aparthotel 't Suyderduyn B.V.;;3;;3
FIN;Ardis Opleidingen B.V.;;1;;1
FIN;ARNEVILLE HOTEL;;1;;1
FIN;Athlon Car Lease Nederland B.V.;;;5;5
FIN;Atlantic Hotel Exploitatie B.V.;;1;;1
FIN;Atlantis wereldrestaurant;;1;;1
FIN;Auberge Navet V.O.F.;;1;;1
FIN;Auto Brink;;;1;1
FIN;Auto Herwers Apeldoorn B.V.;;;1;1
FIN;Auto materialen centrum Zeist B.V.;;;1;1
FIN;Auto Muntstad Zeist;;;1;1
FIN;Autobedrijf Bluekens B.V.;;;1;1
FIN;Autobedrijf Den Hartog B.V.;;;1;1
FIN;Autobedrijf Metz;;;1;1
FIN;Autobusbedrijf Doornbos B.V.;;;1;1
FIN;Autohaas B.V.;;;2;2
FIN;Automobielbedrijf Nijendijk B.V.;;;1;1
FIN;Automotions Opel Roosendaal;;;1;1
FIN;Autop Autoverhuur Sittard B.V.;;;1;1
FIN;Autoservice Van den Akker B.V.;;;1;1
FIN;Azisa Restaurant v.o.f.;;1;;1
FIN;B.V. International Film Services;;1;;1
FIN;B.V. Princeville Exploitatie;;1;;1
FIN;B.V. Rederij G. Doeksen en Zonen;;;1;1
FIN;Balkan Restaurant Makedonia;;1;;1
FIN;Ballon Express 2.0 B.V.;;1;;1
FIN;Banketbakkerij Maison Kelder B.V.;;;1;1
FIN;Bar Restaurant & Living Mata Hari;;1;;1
FIN;Bar Restaurant Pavlov B.V.;;1;;1
FIN;Barendregt Vastgoed B.V.;;;1;1
FIN;Bastion Holding B.V.;;1;;1
FIN;BAX B.V.;;1;;1
FIN;Bessels Tweewielers;1;;;1
FIN;Bestax;;;1;1
FIN;Betam Truck & Carwash Schiphol;;;1;1
FIN;Bier en eetcafé De Yserman;;1;;1
FIN;Biesebos Truckwash Hoogeveen B.V.;;;1;1
FIN;Bij De Nonnen;;1;;1
FIN;Bilderberg Grand Hotel Wientjes;;1;;1
FIN;Bilderberg Hotel De Klepperman;;1;;1
FIN;Bistro De Eeterij B.V.;;1;;1
FIN;BLOSSOM bloemisterij;;1;;1
FIN;BOEDDHA the Restaurant;;1;;1
FIN;Boerderij Restaurant de Rimburgerho;;1;;1
FIN;Boerderij-Restaurant 'De Kamer' B.V.;;1;;1
FIN;Borghuis Bijzonder Restaurant;;1;;1
FIN;Borrel restaurant James;;1;;1
FIN;Bras.-Restaurant Korderijnk 'sinds 1916' B.V.;;1;;1
FIN;Brasilbinkie B.V.;;1;;1
FIN;Brasserie De Vlietlanden;;1;;1
FIN;Brasserie Hermes B.V.;;1;;1
FIN;Brasserie Het Nieuwe Jachthuis B.V.;;1;;1
FIN;Brezan Automaterialen Epe;;;1;1
FIN;Broodjeslijn De Klink;;1;;1
FIN;BSA Schaderegeling B.V.;2;;2;2
FIN;BUDDE CAFE-RESTAURANT;;1;;1
FIN;Buitenpoort Gelredome B.V.;;1;;1
FIN;Caballeros Restaurant;;1;;1
FIN;Café Berentsen;;1;;1
FIN;Café de Bommel B.V.;;1;;1
FIN;Café de paris V.O.F.;;1;;1
FIN;Cafe Restaurant Vandaag B.V.;;1;;1
FIN;Cafe/Restaurant De Eeuwige Jachtvelden;;1;;1
FIN;Café-Restaurant Balk;;1;;1
FIN;Café-Restaurant De Ringweg;;1;;1
FIN;Café-Restaurant 'Stad Parijs';;1;;1
FIN;Carglass B.V.;;;1;1
FIN;Carlton Ambassador Hotel B.V.;;1;;1
FIN;Carlton Beach Club;;1;;1
FIN;Carrousel B.V.;;1;;1
FIN;CHCH Exploitatie B.V.;;1;;1
FIN;Chinees Indisch Restaurant Mei Wah;;1;;1
FIN;Company Webcast B.V.;;1;;1
FIN;CONGRESBUREAU KIVI NIRIA;;1;;1
FIN;Connexxion Taxi Services B.V.;;1;;1
FIN;Connexxion Tours;;;1;1
FIN;ContrAll Inspectie B.V.;;;1;1
FIN;Court Garden Hotel;;1;;1
FIN;D. en P. van Beek;;;1;1
FIN;De Argumentenfabriek B.V.;;2;;2
FIN;De Baak B.V.;;1;;1
FIN;De Babbel Apeldoorn B.V.;;1;;1
FIN;De Bakkerswinkel Den Haag;;1;;1
FIN;De Bazar B.V.;;1;;1
FIN;De Beente Belfort Fietsen & Scooter;1;;;1
FIN;De Boer Aanhangwagens;;;1;1
FIN;De Eekenhof B.V.;;1;;1
FIN;De Heeren Van Suylichem B.V.;;1;;1
FIN;De Hertenkamp Assen B.V.;;1;;1
FIN;De Koperen Tuin B.V.;;1;;1
FIN;De Notenkraker;;;1;1
FIN;De Oude Rechtbank BV;;1;;1
FIN;De Partyhut B.V.;;1;;1
FIN;DE POORT VAN KLEEF;;1;;1
FIN;De Poort van Kleef Utrecht B.V.;;1;;1
FIN;De Processpecialisten B.V.;;1;;1
FIN;'De Reehorst' B.V.;;1;;1
FIN;De Tombe Consultancy B.V.;;1;;1
FIN;De Veldkeuken;;1;;1
FIN;DE WAAG RESTAURANT;;1;;1
FIN;De Witte Zwaan B.V.;;1;;1
FIN;Dede & Söner V.O.F.;;1;;1
FIN;Dekxels B.V.;;1;;1
FIN;Delta Marktonderzoek B.V.;;1;;1
FIN;Dendy B.V.;;1;;1
FIN;DIONYSOS GRIEKS SPEC. RESTAURANT;;1;;1
FIN;Divinatio;;1;;1
FIN;Divino restaurant & wijnbar;;1;;1
FIN;Drieharing B.V.;;1;;1
FIN;Du Nord Rijwielen;1;;;1
FIN;Dusseldorp Apeldoorn BV;;;2;2
FIN;Eddies hotel-restaurant VOF;;1;;1
FIN;Efficient Hotel Partner B.V.;;1;;1
FIN;EHM Hotel Amsterdam Apollo B.V.;;1;;1
FIN;EHP Exploitatie Hotel De Wipselberg B.V.;;1;;1
FIN;Eindhoven Airport Hotel B.V.;;1;;1
FIN;El Olivo;;1;;1
FIN;Enginar B.V.;;1;;1
FIN;Erik Hartman Communicatie;;1;;1
FIN;ERNST SILLEM HOEVE;;1;;1
FIN;Escape Hunt Groningen;;1;;1
FIN;Esra Handelmaatschappij B.V.;;;1;1
FIN;ETV Groep Beheer B.V.;;;2;2
FIN;Exploitatie de Molenplas;;1;;1
FIN;Exploitatie Hotel Zeestraat Den Haa;;1;;1
FIN;Exploitatie Schimmelpenninckhuys B.V.;;1;;1
FIN;Exploitatiemij. Grand Hotel Karel V B.V.;;4;;4
FIN;Fazantenbos B.V.;;1;;1
FIN;Firma Rijwielhandel Tieleman en Zoon;1;;;1
FIN;First Service Business Events;;1;;1
FIN;Fletcher hotel de Zalm;;1;;1
FIN;Fletcher Hotel Nautisch Kwartier;;1;;1
FIN;FLEUR DE SEL RESTAURANT;;1;;1
FIN;Frank Aarts Automotive B.V.;;;1;1
FIN;Funquiz;;1;;1
FIN;Gasterij 'Zuidbarge';;1;;1
FIN;Gebr. Ferwerda Vastgoed B.V.;;;1;1
FIN;Gentlemen B.V.;;1;;1
FIN;GERTRUDA HOEVE DE RESTAURANT;;1;;1
FIN;Gesink Beheer B.V.;;1;;1
FIN;GOLDEN GARDEN RESTAURANT;;1;;1
FIN;Gomes Noord-Holland BV;;;1;1
FIN;Goudse Cricket- & Footballclub Olympia;;1;;1
FIN;Grand Café De Smidse;;1;;1
FIN;Grand Hotel De l'Empereur;;1;;1
FIN;Grand Theatre 1-7;;1;;1
FIN;Grieks restaurant Aphrodite;;1;;1
FIN;Grieks Restaurant Rhodos;;1;;1
FIN;Grieks Restaurant Rhodos.;;1;;1
FIN;Grieks Specialiteiten Restaurant DELPHI;;1;;1
FIN;Grieksrestaurant Onassis;;1;;1
FIN;GRIFTPARK RESTAURANT;;1;;1
FIN;Groningen Airport Eelde N.V.;;;1;1
FIN;H.R. Guest Fotografie;;1;;1
FIN;Haagse Taxi Mobilofoon Centrale B.V;;1;;1
FIN;Hamabel B.V.;;1;;1
FIN;Hamer B.V.;;;1;1
FIN;Hampshire Exploitatie I B.V.;;1;;1
FIN;Hampshire Hotel 's Gravenhof Zutphe;;1;;1
FIN;Handelsonderneming Scherpenberg B.V.;;;4;4
FIN;Haulo Berging;;;1;1
FIN;Havenvereniging Rotterdam;;1;;1
FIN;HAVIXHORST DE;;1;;1
FIN;Heinrigs Restaurant;;1;;1
FIN;Hemelse Modder;;1;;1
FIN;Henem B.V.;;1;;1
FIN;Hermantap;;1;;1
FIN;Het Balkon;;1;;1
FIN;Het Bosrestaurant Joppe;;1;;1
FIN;Het Boze Wijf Café Restaurant;;1;;1
FIN;Het Drents Kwartiertje;;1;;1
FIN;Het Kantoor van nU;;1;;1
FIN;Het Kasteel van Rhoon;;1;;1
FIN;Het Kookplein;;1;;1
FIN;Het Nutshuis;;1;;1
FIN;Het Schwarzwald B.V.;;2;;2
FIN;HET WAPEN VAN ELST RESTAURANT;;1;;1
FIN;Het Wapen van Emmen;;1;;1
FIN;Hiawatha Actief;;1;;1
FIN;HLC Management B.V.;;2;;2
FIN;HLC Wereld B.V.;;1;;1
FIN;Hofland Rotterdam B.V.;;;1;1
FIN;Hofstad Events B.V.;;1;;1
FIN;Hogeschool INHolland;;1;;1
FIN;Horeca Baarle-Nassau B.V.;;1;;1
FIN;Horeca Exploitatie Maatschappij;;1;;1
FIN;Horeca Exploitatie Maatschappij Schiphol B.V.;;1;;1
FIN;Horecabedrijf 'De Agnietenberg';;1;;1
FIN;Horecaexploitatie DRU Cultuurfabriek B.V.;;1;;1
FIN;Hostiebakkerij Klooster Sint Josephsberg;;1;;1
FIN;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;2;;2
FIN;Hotel Amersfoort B.V.;;1;;1
FIN;Hotel Apeldoorn B.V.;;1;;1
FIN;Hotel Café Restaurant 'Taverne';;1;;1
FIN;Hotel Central/Restaurant Sistermans B.V.;;1;;1
FIN;Hotel Contact B.V.;;7;;7
FIN;HOTEL DE LA BOURSE;;1;;1
FIN;Hotel De Ville B.V.;;1;;1
FIN;Hotel Ekamper B.V.;;1;;1
FIN;Hotel La Sonnerie B.V.;;1;;1
FIN;Hotel Leeuwarden Centre B.V.;;2;;2
FIN;Hotel New York B.V.;;2;;2
FIN;Hotel Parkzicht B.V.;;1;;1
FIN;Hotel Restaurant Dennenheuvel;;1;;1
FIN;Hotel Restaurant Lun;;1;;1
FIN;Hotel Ridderkerk B.V.;;1;;1
FIN;Hotel Rotterdam-Blijdorp B.V.;;1;;1
FIN;Hotel Royal B.V.;;1;;1
FIN;Hotel 't Gemeentehuis;;1;;1
FIN;Hotel ten Cate B.V. .;;1;;1
FIN;Hotel Texel B.V.;;1;;1
FIN;Hotel Vianen B.V.;;2;;2
FIN;Hotel Zaanstad B.V.;;1;;1
FIN;Hotel, Cafe, Rest. de Lantaren;;1;;1
FIN;Hotel-Café-Restaurant 'Zwolle' B.V.;;1;;1
FIN;Hotelexpl.mij. Marquette Heemskerk B.V.;;1;;1
FIN;Hotel-Restaurant De Koppelpaarden;;1;;1
FIN;Huize Molenaar B.V.;;2;;2
FIN;Humphrey's Restaurant;;1;;1
FIN;HUMPHREY'S RESTAURANTS;;1;;1
FIN;Humphrey's Zwolle B.V.;;1;;1
FIN;Hunkar Restaurant V.O.F.;;1;;1
FIN;IJsselhotel B.V.;;1;;1
FIN;Indisch Restaurant 'Bali' B.V.;;1;;1
FIN;Indisch Restaurant Istana Bali;;1;;1
FIN;inMotiv;;;1;1
FIN;Inntel Hotels Rotterdam Centre;;2;;2
FIN;Instituut voor Wijsbegeerte B.V.;;1;;1
FIN;INT. BROOKX RESTAURANT;;1;;1
FIN;J. Kos & Zoon B.V.;;1;;1
FIN;J.F. Boer Aanhangwag. en Stroomaggr. B.V.;;;1;1
FIN;Jaarbeurs B.V.;;3;;3
FIN;Jack's Car Clean;;;1;1
FIN;JANS HOTEL REST.;;1;;1
FIN;Japans Sushi&Crill restaurant YuMe;;1;;1
FIN;JOHANNAHOEVE RESTAURANT BV;;1;;1
FIN;John's Fiets en Scooterservice;1;;;1
FIN;Jonkheer Sound & Light B.V.;;1;;1
FIN;Jumbo Lemmer;;1;;1
FIN;Jungheinrich Nederland B.V.;;;2;2
FIN;JuRo Horeca;;1;;1
FIN;K.T.S. B.V.;;;1;1
FIN;Kaap Doorn B.V.;;1;;1
FIN;KAPPELLERPUT CONFERENTIE;;1;;1
FIN;KARAKTER RESTAURANT;;1;;1
FIN;Kasteel Bloemendal B.V.;;1;;1
FIN;Kasteel Oud-Poelgeest Congreshotel B.V.;;1;;1
FIN;KAV Autoverhuur B.V.;;;2;2
FIN;KC Performance B.V.;;;1;1
FIN;Kentekenplaatonline.nl;;;1;1
FIN;Kerckebosch Holding B.V.;;1;;1
FIN;Klaver Bik(e)motion B.V.;2;;;2
FIN;KLM Equipment Services B.V.;;;1;1
FIN;KOESVELD J. MOBIL STATIONS BV;;;1;1
FIN;Koninklijk Instituut van Ingenieurs;;1;;1
FIN;KPN B.V.;;1;;1
FIN;Küster Effort B.V.;;;1;1
FIN;La Stanza B.V.;;1;;1
FIN;Landgoed de Horst;;1;;1
FIN;Le Connaisseur Den Haag;;1;;1
FIN;Le Strasbourg;;2;;2
FIN;Leaseplan Nederland N.V.;;;8;8
FIN;Leeuwenhorst Beauty;;1;;1
FIN;Les Ombrelles;;1;;1
FIN;Lestari Indonesisch Restaurant;;1;;1
FIN;Leuk! Eten & Drinken;;1;;1
FIN;LIEFKENSHOEKTUNNEL;;;1;1
FIN;Lieve V.O.F.;;1;;1
FIN;LIMBRICHT KASTEEL BV;;1;;1
FIN;Liro B.V.;;1;;1
FIN;M. & R. de Monchy N.V.;;1;;1
FIN;Maison van den Boer;;2;;2
FIN;MaJe 2015 B.V.;;1;;1
FIN;MANDEMAAKER DE RESTAURANT;;1;;1
FIN;Manutan B.V.;;;1;1
FIN;Mari van Rens Tweewielerspecialist;1;;;1
FIN;Mariënhof B.V.;;2;;2
FIN;Martiniplaza;;2;;2
FIN;Mastbosch Hotel/Grand Café Heeren van Oranje;;1;;1
FIN;MAYUR INDIAN RESTAURANT BV;;1;;1
FIN;MECC Maastricht B.V.;;1;;1
FIN;Meerwold B.V.;;1;;1
FIN;Meeting Plaza Utrecht B.V.;;1;;1
