longitude,latitude,OBJECTNUMMER,Boomsoort,Wetenschappelijke_naam,Plantjaar,Stamomtrek,Stamdiameter,Beschermwaarde,Toelichting,Referentienummer_stadsdeel,Volgnummer,Groep,Weblink,COORDS,CENTERLNG2,CENTERLAT2,onbekend
4.919567,52.39433,48,Zwarte els,Alnus glu. `Laciniata`,1955,200-300 cm,,Beeldbepalende waarde,,7469,N048,Monumentale boom,,POINT(4.919567 52.39433),4,919567,52
4.918859,52.400307,49,Hollandse iep,Ulmus x hol. `Belgica`,1945,300-400 cm,,Beeldbepalende waarde,,8647,N049,Monumentale boom,,POINT(4.918859 52.400307),4,918859,52
4.920007,52.399973,50,Hollandse iep,Ulmus x hol. `Belgica`,1945,200-300 cm,,Beeldbepalende waarde,,8649,N050,Monumentale boom,,POINT(4.920007 52.399973),4,920007,52
4.916825,52.400795,51,Hollandse iep,Ulmus x hol. `Belgica`,1945,300-400 cm,,Beeldbepalende waarde,,8655,N051,Monumentale boom,,POINT(4.916825 52.400795),4,916825,52
4.916908,52.400775,52,Hollandse iep,Ulmus x hollandica,1945,200-300 cm,,Beeldbepalende waarde,,8656,N052,Monumentale boom,,POINT(4.916908 52.400775),4,916908,52
4.919546,52.400134,53,Veldiep,Ulmus carpinifolia,1945,200-300 cm,,Beeldbepalende waarde,,8669,N053,Monumentale boom,,POINT(4.919546 52.400134),4,919546,52
4.928573,52.393939,54,Gewone vleugelnoot,Pterocarya fraxinifolia,1950,300-400 cm,,Beeldbepalende waarde,,12595,N054,Monumentale boom,,POINT(4.928573 52.393939),4,928573,52
4.929888,52.392492,55,Gewone plataan,Platanus acerifolia,1950,200-300 cm,,Beeldbepalende waarde,,12615,N055,Monumentale boom,,POINT(4.929888 52.392492),4,929888,52
4.930101,52.392505,56,Gewone plataan,Platanus acerifolia,1950,100-200 cm,,Beeldbepalende waarde,,12616,N056,Monumentale boom,,POINT(4.930101 52.392505),4,930101,52
4.9303,52.392522,57,Gewone plataan,Platanus acerifolia,1950,100-200 cm,,Beeldbepalende waarde,,12617,N057,Monumentale boom,,POINT(4.9303 52.392522),4,9303,52
4.93051,52.392532,58,Gewone plataan,Platanus acerifolia,1950,100-200 cm,,Beeldbepalende waarde,,12618,N058,Monumentale boom,,POINT(4.93051 52.392532),4,93051,52
4.93071,52.392546,59,Gewone plataan,Platanus acerifolia,1950,100-200 cm,,Beeldbepalende waarde,,12619,N059,Monumentale boom,,POINT(4.93071 52.392546),4,93071,52
4.930908,52.39256,60,Gewone plataan,Platanus acerifolia,1950,200-300 cm,,Beeldbepalende waarde,,12620,N060,Monumentale boom,,POINT(4.930908 52.39256),4,930908,52
4.92151,52.396995,61,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,19988,N061,Monumentale boom,,POINT(4.92151 52.396995),4,92151,52
4.921388,52.397113,62,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,19989,N062,Monumentale boom,,POINT(4.921388 52.397113),4,921388,52
4.920759,52.397152,63,Gewone es,Fraxinus excelsior `Doorenbos`,1950,200-300 cm,,Beeldbepalende waarde,,19994,N063,Monumentale boom,,POINT(4.920759 52.397152),4,920759,52
4.918562,52.39219,64,Es,Fraxinus angust. `Monophylla`,1960,100-200 cm,,Beeldbepalende waarde,,20528,N064,Monumentale boom,,POINT(4.918562 52.39219),4,918562,52
4.918627,52.392156,65,Es,Fraxinus angust. `Monophylla`,1960,100-200 cm,,Beeldbepalende waarde,,20529,N065,Monumentale boom,,POINT(4.918627 52.392156),4,918627,52
4.918731,52.39212,66,Gewone es,Fraxinus exc. `Westhofs Glorie`,1960,200-300 cm,,Beeldbepalende waarde,,20530,N066,Monumentale boom,,POINT(4.918731 52.39212),4,918731,52
4.917561,52.391755,67,Gele treurwilg,Salix sepulcralis `Tristis`,1950,300-400 cm,,Beeldbepalende waarde,,20547,N067,Monumentale boom,,POINT(4.917561 52.391755),4,917561,52
4.919827,52.392559,68,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20619,N068,Monumentale boom,,POINT(4.919827 52.392559),4,919827,52
4.919699,52.392309,69,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20621,N069,Monumentale boom,,POINT(4.919699 52.392309),4,919699,52
4.919365,52.391667,70,Hollandse iep,Ulmus x hol. `Belgica`,1940,100-200 cm,,Beeldbepalende waarde,,20626,N070,Monumentale boom,,POINT(4.919365 52.391667),4,919365,52
4.920609,52.394308,71,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20650,N071,Monumentale boom,,POINT(4.920609 52.394308),4,920609,52
4.920537,52.394172,72,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20651,N072,Monumentale boom,,POINT(4.920537 52.394172),4,920537,52
4.920474,52.394043,73,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20652,N073,Monumentale boom,,POINT(4.920474 52.394043),4,920474,52
4.920344,52.393792,74,Hollandse iep,Ulmus x hol. `Belgica`,1940,,,,,20654,N074,Monumentale boom,,POINT(4.920344 52.393792),4,920344,52
4.920141,52.393401,75,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20657,N075,Monumentale boom,,POINT(4.920141 52.393401),4,920141,52
4.920071,52.393274,76,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20658,N076,Monumentale boom,,POINT(4.920071 52.393274),4,920071,52
4.92001,52.393151,77,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20659,N077,Monumentale boom,,POINT(4.92001 52.393151),4,92001,52
4.919619,52.392388,78,Hollandse iep,Ulmus x hol. `Belgica`,1940,200-300 cm,,Beeldbepalende waarde,,20665,N078,Monumentale boom,,POINT(4.919619 52.392388),4,919619,52
4.919488,52.392126,79,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20667,N079,Monumentale boom,,POINT(4.919488 52.392126),4,919488,52
4.919352,52.391873,80,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20669,N080,Monumentale boom,,POINT(4.919352 52.391873),4,919352,52
4.92016,52.394793,81,Zomereik,Quercus robur,1955,200-300 cm,,Beeldbepalende waarde,,20709,N081,Monumentale boom,,POINT(4.92016 52.394793),4,92016,52
4.921071,52.395211,82,Hollandse iep,Ulmus x hol. `Belgica`,1940,,,,,20716,N082,Monumentale boom,,POINT(4.921071 52.395211),4,921071,52
4.920936,52.39494,83,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,20718,N083,Monumentale boom,,POINT(4.920936 52.39494),4,920936,52
4.919176,52.394522,84,Zwarte els,Alnus glu. `Laciniata`,1955,100-200 cm,,Beeldbepalende waarde,,20798,N084,Monumentale boom,,POINT(4.919176 52.394522),4,919176,52
4.917737,52.393573,85,Trompetboom,Catalpa bignonioides,1955,200-300 cm,,Beeldbepalende waarde,,20838,N085,Monumentale boom,,POINT(4.917737 52.393573),4,917737,52
4.917971,52.392775,86,Moseik (Turkse eik),Quercus cerris,1955,100-200 cm,,Beeldbepalende waarde,,20843,N086,Monumentale boom,,POINT(4.917971 52.392775),4,917971,52
4.918106,52.39432,87,Zomereik,Quercus robur,1920,300-400 cm,,Beeldbepalende waarde,,20849,N087,Monumentale boom,,POINT(4.918106 52.39432),4,918106,52
4.917862,52.394319,88,Es,Fraxinus angustifolia,1960,100-200 cm,,Beeldbepalende waarde,,20850,N088,Monumentale boom,,POINT(4.917862 52.394319),4,917862,52
4.917997,52.394207,89,Zomereik,Quercus robur,1955,200-300 cm,,Beeldbepalende waarde,,20851,N089,Monumentale boom,,POINT(4.917997 52.394207),4,917997,52
4.91787,52.394201,90,Gewone es,Fraxinus excelsior,1940,200-300 cm,,Beeldbepalende waarde,,20852,N090,Monumentale boom,,POINT(4.91787 52.394201),4,91787,52
4.917903,52.394155,91,Gewone beuk,Fagus sylvatica,1955,200-300 cm,,Beeldbepalende waarde,,20853,N091,Monumentale boom,,POINT(4.917903 52.394155),4,917903,52
4.917258,52.39266,92,Trompetboom,Catalpa bignonioides,1940,200-300 cm,,Beeldbepalende waarde,,20857,N092,Monumentale boom,,POINT(4.917258 52.39266),4,917258,52
4.917985,52.394483,93,Gewone beuk,Fagus sylvatica,1940,200-300 cm,,Beeldbepalende waarde,,20868,N093,Monumentale boom,,POINT(4.917985 52.394483),4,917985,52
4.919167,52.395245,94,Zilveresdoorn,Acer saccharinum,1940,> 500 cm,,Beeldbepalende waarde,,20977,N094,Monumentale boom,,POINT(4.919167 52.395245),4,919167,52
4.920782,52.396278,95,Es,Fraxinus angustifolia,1940,200-300 cm,,Beeldbepalende waarde,,21039,N095,Monumentale boom,,POINT(4.920782 52.396278),4,920782,52
4.916935,52.39279,96,Gewone plataan,Platanus acerifolia,1950,200-300 cm,,Beeldbepalende waarde,,21125,N096,Monumentale boom,,POINT(4.916935 52.39279),4,916935,52
4.91705,52.392893,97,Gewone plataan,Platanus acerifolia,1950,100-200 cm,,Beeldbepalende waarde,,21126,N097,Monumentale boom,,POINT(4.91705 52.392893),4,91705,52
4.917046,52.393018,98,Gewone plataan,Platanus acerifolia,1950,200-300 cm,,Beeldbepalende waarde,,21158,N098,Monumentale boom,,POINT(4.917046 52.393018),4,917046,52
4.914496,52.396653,99,Kegelvormige haagbeuk,Carpinus bet. `Fastigiata`,1950,200-300 cm,,Beeldbepalende waarde,,21509,N099,Monumentale boom,,POINT(4.914496 52.396653),4,914496,52
4.914527,52.396624,100,Kegelvormige haagbeuk,Carpinus bet. `Fastigiata`,1950,200-300 cm,,Beeldbepalende waarde,,21510,N100,Monumentale boom,,POINT(4.914527 52.396624),4,914527,52
4.914526,52.396597,101,Kegelvormige haagbeuk,Carpinus bet. `Fastigiata`,1950,200-300 cm,,Beeldbepalende waarde,,21511,N101,Monumentale boom,,POINT(4.914526 52.396597),4,914526,52
4.914705,52.396206,102,Kegelvormige haagbeuk,Carpinus bet. `Fastigiata`,1950,200-300 cm,,Beeldbepalende waarde,,21512,N102,Monumentale boom,,POINT(4.914705 52.396206),4,914705,52
4.914558,52.39613,103,Rode paardenkastanje,Aesculus x carnea,1950,200-300 cm,,Beeldbepalende waarde,,21513,N103,Monumentale boom,,POINT(4.914558 52.39613),4,914558,52
4.912519,52.384917,104,Hollandse iep,Ulmus x hol. `Belgica`,1955,200-300 cm,,Beeldbepalende waarde,,24650,N104,Monumentale boom,,POINT(4.912519 52.384917),4,912519,52
4.912323,52.384768,105,Hollandse iep,Ulmus x hol. `Belgica`,1955,300-400 cm,,Beeldbepalende waarde,,24651,N105,Monumentale boom,,POINT(4.912323 52.384768),4,912323,52
4.911363,52.38409,106,Hollandse iep,Ulmus x hol. `Belgica`,1955,300-400 cm,,Beeldbepalende waarde,,24661,N106,Monumentale boom,,POINT(4.911363 52.38409),4,911363,52
4.915561,52.386751,107,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,24680,N107,Monumentale boom,,POINT(4.915561 52.386751),4,915561,52
4.917833,52.386039,108,Gewone plataan,Platanus acerifolia,1920,300-400 cm,,Beeldbepalende waarde,,24715,N108,Monumentale boom,,POINT(4.917833 52.386039),4,917833,52
4.923421,52.387442,109,Hollandse iep,Ulmus x hol. `Belgica`,1940,300-400 cm,,Beeldbepalende waarde,,24996,N109,Monumentale boom,,POINT(4.923421 52.387442),4,923421,52
4.923291,52.387314,110,Hollandse iep,Ulmus x hol. `Belgica`,1940,200-300 cm,,Beeldbepalende waarde,,24998,N110,Monumentale boom,,POINT(4.923291 52.387314),4,923291,52
4.923228,52.387249,111,Hollandse iep,Ulmus x hol. `Belgica`,1940,200-300 cm,,Beeldbepalende waarde,,24999,N111,Monumentale boom,,POINT(4.923228 52.387249),4,923228,52
4.923164,52.38719,112,Hollandse iep,Ulmus x hol. `Belgica`,1940,200-300 cm,,Beeldbepalende waarde,,25000,N112,Monumentale boom,,POINT(4.923164 52.38719),4,923164,52
4.944268,52.389178,113,Hollandse iep,Ulmus x hol. `Belgica`,1950,300-400 cm,,Beeldbepalende waarde,,31406,N113,Monumentale boom,,POINT(4.944268 52.389178),4,944268,52
4.944495,52.388988,114,Hollandse iep,Ulmus x hol. `Belgica`,1950,200-300 cm,,Beeldbepalende waarde,,31408,N114,Monumentale boom,,POINT(4.944495 52.388988),4,944495,52
4.944776,52.388747,115,Hollandse iep,Ulmus x hol. `Belgica`,1950,300-400 cm,,Beeldbepalende waarde,,31410,N115,Monumentale boom,,POINT(4.944776 52.388747),4,944776,52
4.944995,52.388581,116,Hollandse iep,Ulmus x hol. `Belgica`,1950,200-300 cm,,Beeldbepalende waarde,,31412,N116,Monumentale boom,,POINT(4.944995 52.388581),4,944995,52
4.945598,52.388171,117,Hollandse iep,Ulmus x hol. `Belgica`,1950,300-400 cm,,Beeldbepalende waarde,,31416,N117,Monumentale boom,,POINT(4.945598 52.388171),4,945598,52
4.94598,52.387924,118,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,31419,N118,Monumentale boom,,POINT(4.94598 52.387924),4,94598,52
4.946073,52.387862,119,Hollandse iep,Ulmus x hol. `Belgica`,1960,200-300 cm,,Beeldbepalende waarde,,31420,N119,Monumentale boom,,POINT(4.946073 52.387862),4,946073,52
4.94677,52.38735,120,Hollandse iep,Ulmus x hol. `Belgica`,1950,300-400 cm,,Beeldbepalende waarde,,31431,N120,Monumentale boom,,POINT(4.94677 52.38735),4,94677,52
4.947243,52.387021,121,Hollandse iep,Ulmus x hollandica,1960,200-300 cm,,Beeldbepalende waarde,,31437,N121,Monumentale boom,,POINT(4.947243 52.387021),4,947243,52
4.939291,52.391088,122,Hollandse iep,Ulmus x hol. `Belgica`,1950,300-400 cm,,Beeldbepalende waarde,,31444,N122,Monumentale boom,,POINT(4.939291 52.391088),4,939291,52
4.943534,52.391419,123,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,31663,N123,Monumentale boom,,POINT(4.943534 52.391419),4,943534,52
4.944805,52.391046,124,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,31666,N124,Monumentale boom,,POINT(4.944805 52.391046),4,944805,52
4.944622,52.390813,125,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,31667,N125,Monumentale boom,,POINT(4.944622 52.390813),4,944622,52
4.943655,52.390924,126,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,31669,N126,Monumentale boom,,POINT(4.943655 52.390924),4,943655,52
4.945004,52.39095,127,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,31672,N127,Monumentale boom,,POINT(4.945004 52.39095),4,945004,52
4.947609,52.390176,128,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32150,N128,Monumentale boom,,POINT(4.947609 52.390176),4,947609,52
4.947465,52.389998,129,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32151,N129,Monumentale boom,,POINT(4.947465 52.389998),4,947465,52
4.947388,52.390247,130,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32153,N130,Monumentale boom,,POINT(4.947388 52.390247),4,947388,52
4.946916,52.390001,131,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1930,300-400 cm,,Beeldbepalende waarde,,32157,N131,Monumentale boom,,POINT(4.946916 52.390001),4,946916,52
4.946266,52.390199,132,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1930,200-300 cm,,Beeldbepalende waarde,,32159,N132,Monumentale boom,,POINT(4.946266 52.390199),4,946266,52
4.945074,52.390707,133,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32209,N133,Monumentale boom,,POINT(4.945074 52.390707),4,945074,52
4.945444,52.390818,134,Paardenkastanje,Aesculus hippocastanum,1950,200-300 cm,,Beeldbepalende waarde,,32210,N134,Monumentale boom,,POINT(4.945444 52.390818),4,945444,52
4.945298,52.390641,135,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32211,N135,Monumentale boom,,POINT(4.945298 52.390641),4,945298,52
4.945519,52.390574,136,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32213,N136,Monumentale boom,,POINT(4.945519 52.390574),4,945519,52
4.946303,52.390564,137,Paardenkastanje,Aesculus hippocastanum,1950,200-300 cm,,Beeldbepalende waarde,,32218,N137,Monumentale boom,,POINT(4.946303 52.390564),4,946303,52
4.946517,52.390499,138,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,50  -100 cm,,Beeldbepalende waarde,,32219,N138,Monumentale boom,,POINT(4.946517 52.390499),4,946517,52
4.946735,52.390433,139,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32220,N139,Monumentale boom,,POINT(4.946735 52.390433),4,946735,52
4.946959,52.390369,140,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32221,N140,Monumentale boom,,POINT(4.946959 52.390369),4,946959,52
4.946375,52.390324,141,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32223,N141,Monumentale boom,,POINT(4.946375 52.390324),4,946375,52
4.946163,52.390387,142,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1950,200-300 cm,,Beeldbepalende waarde,,32224,N142,Monumentale boom,,POINT(4.946163 52.390387),4,946163,52
4.945526,52.390407,143,Dubbelbloemige paardenkastanje,Aesculus hip. `Baumannii`,1930,300-400 cm,,Beeldbepalende waarde,,32231,N143,Monumentale boom,,POINT(4.945526 52.390407),4,945526,52
