FID,ID,GEMEENTE,WOONPLAATS,POSTCODEGEBIED_6,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_POSTCODEGEBIED_6.954,954,Nijmegen,Nijmegen,6515AV,2022-04-06,2023-02-01,"POLYGON ((187792.562522483 432520.244765365, 187806.275 432528.223, 187821.244 432535.802, 187827.077 432532.254, 187853.263 432515.077, 187875.867 432503.405, 187904.677 432490.256, 187970.196 432462.406, 187998.515 432444.977, 188034.302 432421.515, 188042.394 432415.706, 188047.373 432404.533, 188050.485 432396.936, 188053.597 432394.255, 188059.82 432395.819, 188065.422 432398.947, 188095.297485513 432413.36576784, 188085.516437501 432443.436625, 188072.701312501 432513.297249999, 188071.676125001 432577.519312501, 188087.3471875 432621.310375001, 188114.442000002 432652.57925, 188150.763687499 432674.328312501, 188165.102605599 432679.573132828, 188179.2628491 432684.752598422, 188194.729414458 432690.409884126, 188201.046073517 432692.72036122, 188219.232999999 432699.3726875, 188245.810060439 432701.663397289, 188248.14318454 432701.864492148, 188274.7751875 432704.159937501, 188283.619917305 432711.506641159, 188299.223802038 432724.46770606, 188299.226187501 432724.469687499, 188332.152437501 432749.6079375, 188363.933937501 432765.498687498, 188428.302437499 432807.092875, 188472.679312501 432818.516624998, 188513.760937501 432814.269375, 188518.66725 432826.571874999, 188556.273373405 432857.99650345, 188556.250137132 432858.091148754, 188555.18 432862.45, 188553.85 432867.32, 188552.223318517 432872.328774639, 188507.858 432860.152, 188250.571 432789.533, 188254.616 432774.362, 187832.063 432778.99, 187872.626 433089.129, 187877.143 433121.933, 187904.091 433333.8, 187925.328 433430.681, 187934.49369196 433472.889219076, 187927.25092229 433475.068005974, 187926.257 433475.367, 187929.253 433487.462, 187921.483 433488.771, 187903.86785448 433479.088673661, 187868.23 433459.5, 187858.92 433453.93, 187856.79 433453.03, 187855.22 433452.8, 187850.06 433452.74, 187774.7 433460.31, 187740.91 433463.22, 187715.45 433465.08, 187697.04 433466.81, 187691.87 433466.58, 187668.94 433467.522, 187647.529 433459.68, 187637.366 433455.284, 187622.524 433421.951, 187622.133494055 433422.024205248, 187601.438165797 433425.903804689, 187596.606648404 433426.809533361, 187590.261303455 433427.999048038, 187575.382197387 433430.788323514, 187571.334399112 433431.547134186, 187570.982250001 433430.505437501, 187571.566937499 433421.815812498, 187565.228480976 433403.466123747, 187546.877 433350.339000002, 187541.155499335 433329.713335156, 187532.249309372 433297.607057457, 187515.3669375 433236.747125, 187498.147999998 433209.513999999, 187467.524 433098.857000001, 187453.221999999 433030.5, 187444.454 432934.647, 187444.813999999 432854.772999998, 187446.18 432828.006999999, 187446.050000001 432815.362, 187455.105 432817.493000001, 187471.554000001 432819.772, 187486.124000002 432819.589000002, 187485.903000001 432830.225000002, 187500.252999999 432828.953000002, 187509.677000001 432826.623, 187507.5 432815.548999999, 187509.879999999 432814.734000001, 187524.885000002 432802.541000001, 187528.123 432788.581, 187774.488000002 432783.918000002, 187780.877 432791.853, 187781.524999999 432803.634, 187829.039999999 432801.204999998, 187813.1484375 432666.558249999, 187792.562522483 432520.244765365))"
GEO_IND_POSTCODEGEBIED_6.955,955,Nijmegen,Nijmegen,6525GA,2022-04-06,2023-02-01,"POLYGON ((187849.373548508 426137.3355, 187768.56266303 425997.366940548, 187894.237385826 426059.629054343, 187849.373548508 426137.3355))"
GEO_IND_POSTCODEGEBIED_6.956,956,Nijmegen,Nijmegen,6524NV,2022-04-06,2023-02-01,"POLYGON ((187920.868230653 427071.575312044, 187923.956558965 427085.738225885, 187905.135000002 427092.015000001, 187889.193312574 427097.608928416, 187869.200200963 427065.213121792, 187868.581747867 427061.663268841, 187885.831438943 427052.392487585, 187920.868230653 427071.575312044))"
GEO_IND_POSTCODEGEBIED_6.957,957,Nijmegen,Nijmegen,6532WE,2022-04-06,2023-02-01,"POLYGON ((185459.880837517 426676.600412336, 185454.652817313 426672.128661746, 185450.672001241 426669.731925622, 185450.054721255 426669.134481535, 185446.518995836 426666.686192567, 185444.983049995 426666.008635063, 185442.70725686 426664.414103541, 185439.077521402 426662.762251258, 185438.22246126 426662.104874815, 185433.635044422 426659.672982346, 185433.429384348 426659.500126034, 185430.133615982 426657.638010928, 185428.880820809 426656.614980851, 185424.197879105 426653.941680986, 185423.775556565 426648.942363409, 185424.764630628 426642.166813869, 185431.430072815 426629.305439872, 185436.663733058 426632.527054465, 185440.392562497 426634.822360384, 185441.830679692 426635.707603049, 185442.285689483 426635.987687371, 185444.777193255 426637.521349194, 185445.865969391 426638.191552632, 185448.430881703 426639.770401573, 185449.914258615 426640.68350416, 185453.271922576 426642.750336685, 185454.154305203 426643.293493217, 185458.28144854 426645.833983922, 185459.203120968 426646.401325554, 185461.753381076 426647.971155233, 185463.935528249 426649.314390531, 185466.462037127 426650.869599981, 185467.336929375 426651.40814576, 185467.445529471 426651.474995276, 185470.365921425 426653.27266209, 185475.419963698 426656.383711639, 185478.754000001 426658.436000001, 185478.886640908 426658.570274112, 185471.397286388 426668.501622528, 185464.664049413 426674.145449525, 185459.880837517 426676.600412336))"
GEO_IND_POSTCODEGEBIED_6.958,958,Nijmegen,Nijmegen,6525EZ,2022-04-06,2023-02-01,"POLYGON ((187770.666894062 426408.291984947, 187662.806445348 426331.971557886, 187662.905903399 426327.394455759, 187507.727665887 426329.625760594, 187486.463511726 426310.527901328, 187516.063542011 426307.091169281, 187516.065 426307.091, 187613.164413682 426305.26311722, 187652.321 426304.526, 187663.396000002 426304.84, 187678.203 426296.594, 187780.992735848 426297.641435975, 187865.171827615 426233.529920965, 187885.363627086 426298.704984056, 187891.057 426298.763, 187896.568999998 426298.791999999, 187932.24154453 426297.395413714, 187983.213992554 426295.399833561, 187963.342356325 426368.899986228, 188042.879819547 426429.523576393, 187985.337960326 426443.859347631, 187975.719625 426446.255624998, 187934.407000002 426456.963125002, 187904.189203144 426458.534884128, 187931.619735963 426379.019277964, 187837.412709845 426318.811968805, 187817.221082034 426361.596704644, 187770.666894062 426408.291984947))"
GEO_IND_POSTCODEGEBIED_6.959,959,Nijmegen,Lent,6663GN,2022-04-06,2023-02-01,"POLYGON ((188077.903223601 431539.921944609, 188115.429925545 431513.477959055, 188176.103795873 431526.784097595, 188175.293843808 431529.826312701, 188173.716605141 431535.750489583, 188170.228679848 431548.851288355, 188166.717011638 431562.04126655, 188165.15896641 431567.893352044, 188164.889493719 431568.905503163, 188163.623810461 431573.659464409, 188162.680109363 431577.204046689, 188162.099785754 431579.383767351, 188160.542807877 431585.231843826, 188159.179833165 431590.351235994, 188135.580396183 431589.629556035, 188129.80430183 431588.836303197, 188124.394813924 431587.546327084, 188118.965494376 431585.628679092, 188113.883575304 431583.195998641, 188108.949062896 431580.217452848, 188104.115551971 431576.588653878, 188099.267245018 431572.210257193, 188094.739604207 431567.266993317, 188090.632580706 431562.067448953, 188086.587809932 431556.129315805, 188082.77591124 431549.680799634, 188079.142273079 431542.656951085, 188077.903223601 431539.921944609))"
GEO_IND_POSTCODEGEBIED_6.960,960,Nijmegen,Nijmegen,6525HB,2022-04-06,2023-02-01,"POLYGON ((187427.081552136 426682.473266221, 187375.231030865 426679.574694113, 187364.980896413 426671.931152043, 187366.474847828 426655.197419474, 187361.356071071 426644.741421753, 187354.103175942 426639.475145206, 187351.867979617 426637.218071733, 187346.199953052 426627.251724612, 187344.124969762 426621.885321038, 187356.650534713 426596.21918418, 187397.908354044 426607.721740207, 187416.270161458 426604.598633955, 187417.406759518 426612.785569256, 187421.005760682 426638.709236296, 187421.915792398 426645.264210334, 187424.637404184 426664.868026652, 187427.081552136 426682.473266221))"
GEO_IND_POSTCODEGEBIED_6.961,961,Nijmegen,Nijmegen,6532ZR,2022-04-06,2023-02-01,"POLYGON ((185330.304 426890.26, 185332.954331549 426891.769034155, 185349.493038893 426901.185770818, 185355.83950502 426904.799293871, 185362.14180249 426908.387668368, 185370.591250696 426913.198578136, 185378.413913154 426917.652611382, 185385.339755482 426921.596017116, 185395.380915183 426927.313208595, 185405.558072429 426933.107833759, 185413.4842636 426937.620813731, 185413.485751261 426937.621660769, 185439.067000002 426952.186999999, 185460.276000001 426956.409000002, 185475.745999309 426960.324301894, 185481.042796377 426961.664868184, 185485.90267061 426962.894853681, 185486.247000001 426962.982000001, 185496.794815374 426964.395099301, 185503.195144351 426965.252556516, 185511.590763547 426966.377324365, 185514.829865131 426966.811269406, 185519.481452729 426967.434446334, 185525.574065283 426968.250678533, 185528.966382702 426968.705150023, 185530.618515475 426968.926487578, 185539.592179407 426970.128696544, 185548.640878968 426971.340958094, 185553.726205355 426972.022243356, 185554.331470994 426972.10333128, 185559.039506738 426972.734070611, 185567.180177286 426973.824682785, 185573.904193804 426974.72550468, 185574.700068801 426974.832128692, 185579.886031005 426975.526896215, 185586.190911263 426976.371566089, 185593.141908411 426977.302796761, 185600.733574649 426978.319858386, 185603.360414871 426978.671778282, 185608.497350375 426979.359977658, 185616.709532416 426980.460170284, 185620.314830607 426980.943174979, 185626.457066668 426981.766055279, 185634.478850206 426982.840740064, 185642.503660135 426983.915830298, 185646.391042352 426984.436626016, 185647.220932336 426984.547807044, 185653.554564787 426985.396328872, 185663.114951814 426986.677141603, 185691.955450641 426990.540926402, 185691.956 426990.541, 185723.910999998 426991.84, 185737.386383104 426994.939043542, 185764.166999999 427001.098000001, 185802.133000001 427019.747000001, 185788.50521993 427042.724957406, 185786.224536961 427046.570443305, 185783.391567151 427051.347146428, 185781.212878289 427055.020658886, 185777.979392657 427060.472676363, 185772.217097495 427070.188548801, 185771.48639028 427071.420602678, 185769.90886004 427074.080494638, 185762.788197701 427086.086725664, 185761.30642616 427088.585157778, 185760.739143705 427089.541659278, 185757.864950098 427094.387870321, 185753.224495806 427102.212193909, 185751.717 427104.754000001, 185748.957065383 427115.22830527, 185742.111000001 427141.210000001, 185722.166999999 427128.342999998, 185568.133395304 427038.852839367, 185568.063904434 427038.812466689, 185503.179650024 427001.116131781, 185403.717996864 426943.331083282, 185373.82 426925.960999999, 185322.096999999 426899.484999999, 185330.304 426890.26))"
GEO_IND_POSTCODEGEBIED_6.1029,1029,Nijmegen,Nijmegen,6525RP,2022-04-06,2023-02-01,"POLYGON ((188131.843844708 425134.369390355, 188131.548315674 425133.376578206, 188126.172679814 425125.033526311, 188119.194119121 425117.36102453, 188117.99131877 425112.364393711, 188111.696477091 425108.406632495, 188107.217551948 425091.107725457, 188110.978188417 425091.632678485, 188121.342181075 425093.079404156, 188122.843568948 425093.288985198, 188127.830987 425093.985186553, 188127.830993342 425093.985187438, 188129.279539188 425094.18739218, 188131.533810998 425094.502069448, 188132.656599429 425094.658801212, 188140.981162754 425095.820839807, 188143.251087166 425096.137702046, 188143.286579165 425096.142656429, 188146.261986055 425096.557998052, 188146.261999998 425096.557999998, 188148.314982479 425097.358494196, 188151.737677623 425098.693063599, 188155.735865573 425100.25202783, 188163.459708129 425103.26369072, 188164.422985691 425103.639289687, 188166.470396779 425104.4376115, 188168.648027527 425105.286708263, 188169.086171803 425105.45754847, 188172.797910756 425106.904821168, 188172.797929506 425106.904828479, 188175.626705102 425108.007818141, 188178.082416203 425108.965343354, 188182.832713836 425110.81756846, 188184.646582943 425111.524828122, 188185.995028031 425112.050610723, 188189.861757196 425113.558316848, 188191.605684819 425114.238305088, 188196.302723893 425116.06976374, 188199.280619666 425117.230897997, 188204.839486393 425119.398398501, 188206.888316988 425120.197273804, 188208.859486186 425120.965867555, 188218.2527323 425124.628460433, 188219.293252684 425125.034177744, 188221.347828212 425125.835293099, 188223.220522812 425126.565489861, 188225.549951484 425127.473775321, 188230.250643184 425129.306658196, 188234.416847874 425130.931135128, 188236.524289206 425131.752863795, 188242.900718745 425134.239146506, 188242.906172634 425134.241273074, 188249.301306877 425136.73484908, 188249.301324144 425136.734855813, 188249.319601936 425136.741982648, 188253.258812696 425138.277950629, 188256.189317566 425139.420606335, 188260.718816668 425141.186738186, 188262.262515869 425141.788653821, 188264.45442587 425142.643318317, 188266.922588615 425143.605698647, 188269.705878885 425144.690952775, 188269.70592206 425144.69096961, 188269.705950882 425144.690980848, 188269.706 425144.691, 188270.981295026 425144.836021211, 188275.394932718 425145.337921611, 188280.184928997 425145.882619933, 188283.058329489 425146.209371007, 188288.178522507 425146.79161792, 188288.178539363 425146.791619837, 188289.409339509 425146.931581277, 188299.246780011 425148.050253824, 188299.246797436 425148.050255806, 188299.246814228 425148.050257715, 188299.74575831 425148.106995547, 188298.981383113 425164.269319744, 188297.184956895 425169.055123183, 188286.061174242 425183.908241745, 188283.786818995 425185.624097725, 188279.772951673 425189.341289936, 188277.28649706 425191.183802735, 188275.551690774 425192.23217821, 188273.081219876 425194.375141551, 188265.547800862 425192.833679595, 188263.372475339 425192.008285379, 188261.371070284 425191.026457603, 188253.140461504 425188.630132644, 188248.264719478 425186.698472622, 188247.35063706 425186.149574554, 188239.019527137 425182.857813964, 188237.265392654 425181.949898315, 188235.693078664 425181.309965122, 188235.469077565 425181.240561316, 188225.986392055 425177.209390187, 188224.738833277 425176.925739625, 188216.871242245 425173.473991064, 188216.617208993 425173.385930739, 188214.740501467 425172.521065686, 188213.236861701 425171.990507167, 188206.063578613 425168.603571389, 188205.437068411 425168.435975267, 188197.069148275 425164.517653536, 188195.649154722 425163.663036049, 188190.481884732 425161.66263914, 188184.856783352 425158.735339683, 188183.152591614 425158.206180863, 188179.311595171 425156.194136745, 188176.096679776 425154.881685249, 188175.842432046 425154.748025938, 188170.121109135 425152.462900197, 188164.538923746 425149.566222346, 188163.065181593 425149.078975348, 188161.750357686 425148.364003494, 188158.87616507 425147.148409297, 188156.795446359 425146.50058579, 188149.606833923 425143.461153072, 188147.118688251 425141.218000449, 188144.558784617 425139.694220225, 188131.843844708 425134.369390355))"
GEO_IND_POSTCODEGEBIED_6.1030,1030,Nijmegen,Nijmegen,6533WK,2022-04-06,2023-02-01,"POLYGON ((186761.109353727 425605.847592758, 186769.359999999 425634.467, 186769.35980675 425634.467086255, 186769.359770099 425634.467102614, 186769.359685052 425634.467140573, 186755.258936291 425640.760864474, 186755.143169284 425640.812535884, 186752.554741803 425641.967853816, 186752.554624968 425641.967905965, 186752.554462377 425641.967978536, 186746.906617578 425644.48883586, 186739.75773407 425647.679666344, 186739.193262713 425647.931612318, 186735.007665241 425649.799810616, 186733.208715535 425650.602753279, 186731.904024743 425651.185088569, 186728.13632587 425652.866762135, 186722.960576509 425655.176904526, 186721.500939999 425655.828398241, 186720.283586267 425656.371751534, 186718.564086344 425657.139232605, 186715.822976511 425658.362698732, 186707.81041487 425661.93902305, 186707.715664099 425661.98131408, 186706.604027304 425662.477481708, 186706.197308209 425662.659016585, 186700.584609796 425665.164186682, 186696.213077683 425667.115374992, 186692.92936746 425668.581025212, 186692.119715977 425668.942404807, 186692.119708749 425668.942408034, 186689.398248954 425670.157103568, 186688.103114544 425670.735173466, 186683.821516975 425672.646220419, 186679.903687079 425674.394903419, 186677.882646174 425675.2969742, 186672.061084673 425677.895368185, 186669.49639525 425679.040090879, 186663.879392782 425681.547182047, 186659.887386067 425683.328973106, 186658.489838734 425683.952753957, 186658.489786143 425683.95277743, 186658.489746216 425683.952795251, 186653.563179646 425686.151717471, 186648.666691252 425688.337214607, 186643.87189687 425690.477321669, 186641.743084808 425691.427494995, 186637.937747158 425693.125968241, 186636.630649051 425693.709378011, 186631.182521301 425696.14109369, 186627.057082747 425697.982440675, 186623.754564723 425699.456485562, 186617.808908395 425702.110267994, 186616.343594103 425702.764295928, 186612.352126543 425704.545846341, 186611.191585349 425705.063841944, 186603.894455589 425708.320840615, 186601.90158789 425709.210336576, 186597.433361186 425711.204683519, 186596.5597358 425711.594617208, 186593.740100371 425712.853132425, 186591.399438983 425713.897862515, 186590.438928398 425714.326576516, 186585.744317926 425716.421967522, 186583.604005241 425717.377274033, 186576.3717942 425720.605296903, 186576.201501045 425720.681305498, 186565.809087352 425725.319852255, 186545.936000001 425734.190000001, 186535.627999999 425738.791000001, 186515.161902343 425715.553089435, 186552.468144834 425697.216405745, 186560.091367285 425684.586653286, 186562.515067648 425678.961640328, 186567.028359978 425677.072909351, 186569.093482817 425675.650296222, 186571.286417336 425674.434395594, 186575.26275807 425672.850036448, 186577.133894758 425671.883608618, 186580.614153902 425669.593890374, 186586.365930295 425667.433248983, 186588.53018455 425666.092158473, 186591.209652083 425664.776684295, 186594.344469667 425665.530928821, 186600.418416905 425666.364877045, 186611.227470435 425666.485127456, 186628.14799729 425659.239789861, 186641.306138204 425642.933644533, 186642.494308524 425642.611764023, 186642.610710993 425642.59250223, 186647.628822844 425639.626740819, 186650.688698231 425638.234850036, 186655.609579207 425636.639292784, 186662.231392405 425633.631136489, 186666.1365372 425631.224239845, 186666.633556288 425631.058828585, 186670.812855116 425629.270246994, 186672.450934134 425628.758171908, 186676.479910795 425626.899215615, 186676.622435464 425626.786606626, 186680.123269441 425624.566318061, 186684.474746613 425622.421376773, 186687.912814034 425621.195628067, 186700.482111423 425615.545987683, 186700.871699984 425615.472551902, 186704.513850503 425613.935203693, 186708.962770977 425612.568048984, 186710.681078826 425611.812827951, 186712.638431596 425611.184759406, 186713.036976077 425611.014994323, 186715.812227513 425610.172618831, 186719.839070307 425608.415398156, 186721.726177192 425603.642940459, 186722.064751623 425602.370144746, 186727.544034473 425592.597400067, 186732.700931414 425586.193141241, 186737.280732921 425582.844824036, 186752.799757184 425577.02370192, 186756.434035639 425589.630095613, 186756.524988064 425589.945586596, 186760.946829201 425605.283836242, 186761.109353727 425605.847592758))"
GEO_IND_POSTCODEGEBIED_6.1031,1031,Nijmegen,Nijmegen,6524BS,2022-04-06,2023-02-01,"POLYGON ((187930.489610206 428005.622780915, 187902.850640651 427983.514995169, 187904.121057678 427981.656804582, 187907.700426174 427978.004775739, 187910.679672383 427975.833848525, 187913.065336274 427973.261726051, 187913.416520159 427972.742395209, 187913.636618213 427972.509998226, 187915.747971811 427969.489010457, 187918.775820073 427966.322498406, 187947.932634016 427984.56685387, 187945.112442549 427987.971180231, 187942.00547393 427991.721682741, 187938.881918754 427995.492207314, 187936.73461531 427998.084273067, 187933.667625908 428001.786515627, 187932.866128759 428002.754023651, 187931.831538897 428004.002903942, 187930.489610206 428005.622780915))"
GEO_IND_POSTCODEGEBIED_6.1032,1032,Nijmegen,Nijmegen,6511BL,2022-04-06,2023-02-01,"POLYGON ((187427.081540859 428866.991142212, 187448.335294202 428884.820247026, 187442.667460861 428906.051536222, 187442.8524743 428908.386478161, 187444.12789509 428912.664649716, 187438.44499114 428914.430031345, 187434.077899152 428916.837469045, 187431.412579456 428917.214231472, 187405.734668912 428898.142060481, 187406.979947613 428896.789190414, 187409.723655231 428893.808428029, 187413.261582526 428889.964825841, 187424.459139557 428877.799806295, 187425.315 428876.87, 187427.081540859 428866.991142212))"
GEO_IND_POSTCODEGEBIED_6.1033,1033,Nijmegen,Nijmegen,6535KE,2022-04-06,2023-02-01,"POLYGON ((185254.32682024 423835.414434005, 185261.089213644 423836.127483827, 185267.171843312 423838.164987794, 185272.047397743 423841.423322612, 185295.877761854 423870.068010811, 185292.557632979 423873.955610032, 185291.024060829 423875.751297525, 185287.262080311 423880.156268863, 185286.631036161 423880.895169923, 185283.452838211 423884.616579645, 185282.331469041 423885.929611181, 185280.066735881 423888.581428384, 185278.116159136 423890.865394133, 185278.116071451 423890.865496805, 185275.572511461 423893.84379741, 185275.417512376 423894.025288655, 185273.715014402 423896.018774464, 185272.08326283 423897.929422026, 185269.424551762 423901.04255512, 185268.247553156 423902.420724172, 185266.975283517 423903.910447807, 185265.438940285 423905.709380011, 185264.454075538 423906.862576036, 185261.055693641 423910.841803143, 185256.554517481 423916.112312087, 185253.013804853 423920.258196832, 185245.519000001 423929.034000002, 185245.512231965 423929.028123208, 185206.161882125 423894.859580157, 185216.415461409 423888.309235333, 185220.473204798 423883.866478926, 185223.054500086 423878.825797573, 185224.654610818 423872.323751595, 185224.843698915 423868.712024401, 185227.105604046 423866.697786565, 185229.829652709 423863.272837742, 185230.975780523 423862.253143639, 185233.760835669 423858.751938918, 185235.031188611 423857.614405256, 185237.482973825 423854.50892576, 185238.506033402 423853.586442734, 185241.337742407 423850.019154107, 185242.449987227 423849.019368875, 185245.100620807 423845.665740087, 185246.291807858 423844.601342036, 185249.02987132 423841.148799868, 185250.189476034 423840.116175919, 185252.925089693 423836.673025103, 185254.32682024 423835.414434005))"
GEO_IND_POSTCODEGEBIED_6.1034,1034,Nijmegen,Nijmegen,6544LD,2022-04-06,2023-02-01,"POLYGON ((184972.788364895 426879.6235, 184972.788364895 426879.6235, 184993.433948358 426875.983126603, 184991.045303345 426879.333673715, 184985.575499472 426887.006155591, 184972.788364895 426879.6235, 184972.788364895 426879.6235))"
GEO_IND_POSTCODEGEBIED_6.1035,1035,Nijmegen,Nijmegen,6523GC,2022-04-06,2023-02-01,"POLYGON ((189174.626376585 427063.702734552, 189178.386442559 427085.174904969, 189155.644125486 427096.188463867, 189153.741927444 427098.113595871, 189150.118772959 427105.172651635, 189149.991934042 427105.740305746, 189149.187720585 427107.453885114, 189140.313325225 427109.028109245, 189134.341834375 427111.807107068, 189133.614582291 427111.369929134, 189125.168220693 427109.115962411, 189106.703015405 427113.819140623, 189109.461308782 427125.050406265, 189109.463174175 427125.058001805, 189110.52693956 427129.389459702, 189094.399182946 427133.62801915, 189091.374666708 427135.68480371, 189086.641795849 427142.064163199, 189085.093708865 427145.609069543, 189082.889215964 427148.76633861, 189082.878332075 427148.82073458, 189079.65069332 427149.384164937, 189049.4813901 427140.021430741, 189049.278000001 427139.355, 189058.418088445 427133.329605125, 189066.852092603 427127.769680213, 189067.928999141 427127.059754135, 189069.901081225 427125.759703993, 189070.523121224 427125.349638308, 189072.210620056 427124.237193185, 189074.698228204 427122.597294241, 189074.698238182 427122.597287663, 189077.015295664 427121.069820357, 189079.382288651 427119.509434207, 189080.614750542 427118.696961811, 189086.741439035 427114.658082135, 189088.076747799 427113.777810282, 189090.975503832 427111.866871471, 189093.210977776 427110.393186251, 189093.211017839 427110.393159841, 189096.562541191 427108.183744499, 189096.638 427108.134, 189100.690121927 427107.591818072, 189101.218196282 427106.159125458, 189103.041907066 427102.854814132, 189107.292846769 427098.193350396, 189113.183025399 427093.561009172, 189117.034528382 427091.801468613, 189118.787733679 427090.391245707, 189122.780456861 427088.306922766, 189124.35933735 427086.928938599, 189128.058964644 427085.007934021, 189130.866330346 427082.627840628, 189135.50648411 427076.057910629, 189136.269078591 427074.256398961, 189140.941107862 427072.83837389, 189149.206358319 427072.352284383, 189174.626376585 427063.702734552))"
GEO_IND_POSTCODEGEBIED_6.1036,1036,Nijmegen,Nijmegen,6536DS,2022-04-06,2023-02-01,"POLYGON ((183786.211921396 423910.437599066, 183858.997876313 423894.234172065, 183862.500445516 423894.304439386, 183936.66010274 423959.398193518, 183941.942704889 423971.326831406, 183945.482228466 423986.068974343, 183932.679543664 424008.282360039, 183915.877 423997.368000001, 183909.691 424010.471999999, 183909.690839044 424010.471882199, 183900.783370295 424003.952726935, 183899.083999999 424002.708999999, 183883.081 423990.333000001, 183835.13879971 423953.257556665, 183783.890000001 423913.625, 183786.211921396 423910.437599066))"
GEO_IND_POSTCODEGEBIED_6.1037,1037,Nijmegen,Nijmegen,6512BH,2022-04-06,2023-02-01,"POLYGON ((187178.572593682 428103.72822364, 187180.606709513 428105.04972745, 187183.497076345 428106.927511753, 187184.897 428107.837000001, 187191.699899095 428113.585762978, 187192.83842063 428114.547866099, 187193.976482484 428115.509580768, 187194.371025696 428115.842987949, 187197.874418707 428118.803516358, 187199.479944965 428120.160259973, 187204.56826251 428124.460122592, 187207.408721379 428126.860441126, 187207.545491031 428126.976017779, 187211.416486333 428130.247187051, 187214.980515448 428133.25895576, 187215.375994898 428133.593154105, 187196.825588956 428154.329618715, 187197.752841426 428156.141415398, 187164.047471909 428181.689694678, 187155.672351431 428166.260319062, 187161.727826387 428149.045862742, 187159.634972275 428142.001532881, 187172.430267303 428125.354037328, 187175.535314887 428107.412153641, 187178.572593682 428103.72822364))"
GEO_IND_POSTCODEGEBIED_6.1038,1038,Nijmegen,Lent,6663LG,2022-04-06,2023-02-01,"POLYGON ((188833.884609651 431097.670086558, 188833.390000001 431118.204999998, 188827.868999999 431118.260000002, 188796.785559577 431118.734701291, 188790.527073922 431118.830279875, 188770.574000001 431119.135000002, 188770.547383927 431118.706776172, 188743.632384648 431120.248119834, 188742.34197842 431111.92888249, 188745.008251919 431102.407744932, 188748.159975242 431096.238581202, 188750.281828837 431093.380392779, 188750.430804196 431093.231984127, 188746.004175109 431086.772861167, 188739.132934124 431071.843886608, 188737.227964099 431069.24035694, 188739.569997974 431064.605587421, 188742.539141262 431054.070981306, 188740.888988252 431047.245393447, 188741.240515536 431046.097519478, 188742.224600852 431036.191854716, 188741.802081344 431035.127725906, 188743.046899453 431023.633172257, 188734.416424483 431004.728248259, 188731.858966317 431004.580794247, 188724.662562501 431004.165874999, 188715.809437498 430999.5894375, 188712.947382606 430994.629338031, 188678.390748256 430995.280371098, 188672.222034633 430973.106849593, 188674.118923968 430971.36173171, 188707.685381906 430959.545520701, 188707.811027704 430972.525778683, 188728.986334778 430977.044938772, 188742.330819396 430973.620968294, 188744.033856908 430972.538300428, 188757.724709612 430973.891343441, 188758.449480213 430973.717411342, 188767.251590739 430966.920656718, 188779.314578002 430967.560454704, 188785.689930768 430964.775397154, 188788.935772061 430964.759091271, 188799.553794632 430970.132100494, 188801.688599704 430986.921112859, 188794.835269693 431005.067072778, 188793.058958117 431005.143307369, 188794.70016221 431014.359417414, 188794.08772171 431025.700361069, 188798.454710951 431033.45614019, 188793.826677213 431047.708439037, 188787.721910455 431052.838984743, 188793.006197321 431075.207338054, 188796.927152028 431080.199106651, 188796.369461889 431087.087121898, 188793.803602914 431092.297486209, 188796.893045133 431105.354556094, 188827.241161629 431096.963433482, 188833.884609651 431097.670086558))"
GEO_IND_POSTCODEGEBIED_6.1039,1039,Nijmegen,Nijmegen,6511HK,2022-04-06,2023-02-01,"POLYGON ((187710.885917328 428526.966241734, 187695.397630114 428522.465260907, 187695.53334602 428522.204323122, 187709.043422486 428508.50708808, 187697.885869226 428501.883312278, 187700.359875085 428500.948218077, 187702.144112061 428491.803146746, 187694.208540412 428498.688837761, 187688.365809039 428496.225269717, 187686.907319232 428495.887689752, 187705.39408222 428479.060869812, 187706.334759377 428480.250862213, 187706.812885484 428480.855709935, 187708.505733346 428482.997226903, 187709.271110898 428483.965458634, 187709.471578072 428484.219057238, 187711.893315157 428487.282646812, 187715.949499998 428492.413874999, 187719.018111983 428496.305750407, 187721.371446195 428499.290449543, 187725.487105422 428504.510279554, 187726.492260955 428505.785103521, 187710.885917328 428526.966241734))"
