FID,ID,GEMEENTE,WOONPLAATS,POSTCODEGEBIED_6,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_POSTCODEGEBIED_6.748,748,Nijmegen,Nijmegen,6532SR,2022-04-06,2023-02-01,"POLYGON ((185795.717941764 425438.297252983, 185797.422206171 425428.063978503, 185797.469935546 425414.613442745, 185791.936720614 425384.995154845, 185791.857569154 425382.080339639, 185793.657769626 425376.91615379, 185796.425983527 425371.100118844, 185796.81171141 425370.967649589, 185805.586645943 425369.618822617, 185814.631553989 425369.567698639, 185822.414537495 425370.965688309, 185824.339972479 425372.191140478, 185829.685766433 425376.575442574, 185830.795661368 425377.866492167, 185836.155427214 425382.599625825, 185837.369232735 425384.011022372, 185841.429327398 425387.339274797, 185844.546961511 425386.923103499, 185849.61061319 425387.20826243, 185857.420243979 425386.299843918, 185868.170181661 425387.510684768, 185876.058855086 425392.231989945, 185885.478791416 425405.383463251, 185884.34591529 425418.379461402, 185885.06557469 425427.58966718, 185885.015557603 425429.851329884, 185884.009861889 425430.418035782, 185876.944493311 425436.029675472, 185870.652478258 425442.534489468, 185865.390114437 425450.199579593, 185851.858872016 425476.54735145, 185838.153999999 425462.355, 185802.909950863 425443.257804508, 185800.059 425441.713, 185799.589382169 425441.343482796, 185798.497223778 425440.484121653, 185797.56543033 425439.750943124, 185795.717941764 425438.297252983))"
GEO_IND_POSTCODEGEBIED_6.749,749,Nijmegen,Nijmegen,6544TG,2022-04-06,2023-02-01,"POLYGON ((184086.804165765 427259.799, 184128.275260856 427283.742347914, 184127.838094058 427284.368121856, 184127.794818393 427284.430067968, 184124.382480382 427289.314593088, 184121.044412815 427294.092805222, 184119.057291128 427296.937232054, 184119.05729011 427296.937233512, 184117.559885002 427299.080665036, 184117.503937501 427299.160750002, 184114.350785031 427304.03156752, 184111.116135393 427309.028277407, 184107.808319635 427314.138010314, 184097.918845463 427329.414729248, 184080.115249999 427356.916749999, 184078.096862978 427354.949343884, 184068.556071096 427345.649535621, 184086.804165765 427259.799))"
GEO_IND_POSTCODEGEBIED_6.750,750,Nijmegen,Nijmegen,6532VP,2022-04-06,2023-02-01,"POLYGON ((186088.598215582 427143.883965928, 186093.840683948 427132.261346309, 186096.509771093 427129.04819691, 186102.504091138 427125.114309058, 186106.665891459 427123.511428588, 186107.020792671 427123.438058192, 186110.49132719 427125.531204349, 186111.476184181 427125.917406339, 186114.058686764 427127.43404201, 186115.216091395 427128.44574204, 186118.673535099 427130.619397775, 186118.711676099 427130.651926859, 186123.193677171 427133.420642374, 186123.476073786 427133.54196507, 186126.142926214 427135.27803493, 186126.936553094 427135.618991397, 186130.973188475 427138.092083084, 186132.034598694 427138.524760811, 186134.134104639 427139.831634855, 186134.78294193 427140.104069983, 186139.524937078 427143.05064495, 186140.013313239 427143.47073881, 186142.943080317 427145.276077224, 186144.333353249 427145.830322056, 186147.95583129 427148.008095336, 186148.362983265 427148.17661057, 186151.641938251 427150.188705287, 186152.429139426 427150.500164112, 186156.518649552 427152.975582429, 186156.796862032 427153.205638642, 186159.9631791 427155.085635597, 186159.971890181 427155.09302517, 186165.252479199 427158.280697809, 186165.846514829 427162.874323698, 186165.152731883 427169.241834751, 186163.309541406 427173.915601429, 186181.605249228 427187.476836149, 186176.460999999 427196.057999998, 186154.740486151 427183.16008381, 186147.042737014 427178.589062888, 186144.382463025 427177.009358504, 186142.194783553 427175.71028673, 186140.397607073 427174.643100577, 186138.588438138 427173.568793152, 186133.99453699 427170.840876473, 186130.402263024 427168.7077387, 186125.087501208 427165.551765829, 186122.365952857 427163.935675952, 186119.667791139 427162.333473355, 186117.27617783 427160.913303085, 186113.186270811 427158.484664503, 186108.079196604 427155.452019164, 186104.579012559 427153.373565552, 186100.14553081 427150.740907944, 186099.329632063 427150.256416936, 186096.332392504 427148.476618129, 186088.598215582 427143.883965928))"
GEO_IND_POSTCODEGEBIED_6.734,734,Nijmegen,Nijmegen,6533CM,2022-04-06,2023-02-01,"POLYGON ((186896.178433883 425819.190548672, 186896.716612983 425819.849511752, 186900.431951156 425826.331245667, 186900.518297208 425826.803500917, 186899.502315622 425841.344208301, 186905.141145257 425847.604081421, 186905.488834583 425848.411543154, 186907.175454399 425855.606034759, 186906.825779757 425862.307733888, 186905.583264757 425868.039019198, 186890.723243623 425867.39550768, 186881.833153016 425870.13382401, 186873.6615032 425876.3115128, 186867.324085729 425884.430113695, 186865.917512133 425883.380878787, 186821.726639834 425862.473989615, 186823.587476935 425860.490459533, 186825.110593847 425858.866916983, 186825.110621659 425858.866887336, 186826.689010733 425857.184428294, 186827.454 425856.368999999, 186843.588 425854.717999999, 186838.633313242 425832.617121754, 186837.854386607 425829.142641215, 186852.048511261 425826.702982788, 186853.650280705 425825.935568466, 186859.46997049 425824.428670547, 186861.379335763 425824.313195831, 186865.390255812 425822.829697299, 186869.925852981 425822.102241275, 186871.200552056 425821.471481027, 186874.273584172 425820.642232035, 186879.51451209 425821.628274793, 186896.178433883 425819.190548672))"
GEO_IND_POSTCODEGEBIED_6.735,735,Nijmegen,Nijmegen,6525RG,2022-04-06,2023-02-01,"POLYGON ((188309.549291062 425033.574232292, 188294.954477308 425032.186369078, 188287.041418653 425031.433893356, 188278.891238765 425030.658869088, 188276.733253801 425030.453660033, 188251.141812369 424995.504152766, 188272.916553694 424982.9325, 188456.926226305 425089.170534015, 188456.813999999 425097.945999999, 188444.764329132 425099.388636601, 188410.992 425103.432, 188341.163424088 425118.444120069, 188330.847 425120.662, 188331.139772201 425117.43909819, 188331.907386919 425108.989023837, 188332.164833076 425106.154999006, 188332.210258344 425105.654947506, 188332.320231224 425104.444341469, 188333.619283507 425090.144083641, 188335.078515492 425074.080531859, 188335.078534338 425074.080324401, 188335.467431293 425069.799259811, 188335.987846227 425064.070415915, 188338.508000001 425036.328000002, 188309.549291062 425033.574232292))"
GEO_IND_POSTCODEGEBIED_6.736,736,Nijmegen,Nijmegen,6542LN,2022-04-06,2023-02-01,"POLYGON ((186118.141734111 427812.778327631, 186123.025414769 427812.4012066, 186128.454546624 427811.05263105, 186133.507668089 427808.602902825, 186138.924780881 427804.022886159, 186142.57034993 427796.556565351, 186165.005331935 427821.045663199, 186162.168950918 427824.655134309, 186159.500369185 427828.051070401, 186158.583661827 427829.217637484, 186156.606672297 427831.73347952, 186155.144430756 427833.594272751, 186154.062021486 427834.971705813, 186154.061992459 427834.971742752, 186154.061946836 427834.97180081, 186154.061910408 427834.971847167, 186154.061894781 427834.971867053, 186151.663929194 427838.023427284, 186151.202364271 427838.610797332, 186150.451874347 427839.5658424, 186148.115456486 427842.539079323, 186145.629664809 427845.702403711, 186145.517337545 427845.845347135, 186144.223360542 427847.492013286, 186142.222787363 427850.03786698, 186142.183566428 427850.087778057, 186140.7199942 427851.950264671, 186139.578829795 427853.402467293, 186137.515144602 427856.028634949, 186136.264267098 427855.14413275, 186104.553136691 427841.257995646, 186113.221028502 427835.716823893, 186116.763981787 427830.117597787, 186118.526926504 427824.566245553, 186118.903832669 427819.541336904, 186118.141734111 427812.778327631))"
GEO_IND_POSTCODEGEBIED_6.737,737,Nijmegen,Nijmegen,6524BT,2022-04-06,2023-02-01,"POLYGON ((187918.775820073 427966.322498406, 187920.571096135 427963.692514778, 187924.891503838 427959.288614214, 187927.508068322 427957.529437585, 187929.413911219 427955.607410792, 187929.811452229 427955.329306445, 187933.525553683 427951.539504542, 187934.371778299 427950.289709529, 187947.16024226 427937.478199336, 187968.366999999 427959.899999999, 187968.365796393 427959.901452903, 187959.74180356 427970.311698621, 187956.345387124 427974.411601108, 187955.259971676 427975.721834284, 187955.055053482 427975.969196359, 187952.400315541 427979.173799472, 187950.905735417 427980.977945955, 187948.672388042 427983.673877572, 187948.150696899 427984.3036245, 187947.932634016 427984.56685387, 187918.775820073 427966.322498406))"
GEO_IND_POSTCODEGEBIED_6.738,738,Nijmegen,Nijmegen,6521CD,2022-04-06,2023-02-01,"POLYGON ((188226.077108823 427615.01227078, 188268.581881932 427632.871815136, 188270.469666668 427634.143956003, 188271.017452127 427634.38663325, 188271.010237085 427634.419195384, 188267.079118462 427641.43391112, 188263.565746967 427651.447531787, 188263.073245235 427655.149948646, 188263.432257649 427660.576953095, 188271.410112718 427678.94072321, 188269.049849268 427680.609981606, 188263.757343661 427683.536901687, 188263.080274129 427683.774687039, 188229.11816622 427669.246310083, 188225.016122332 427669.023572204, 188225.057111834 427665.762551133, 188225.070494917 427664.697826887, 188225.193515878 427654.910590313, 188225.210610096 427653.550617523, 188225.291000001 427647.155000001, 188225.387213925 427643.220966929, 188225.494668276 427638.827330805, 188225.559118971 427636.192045247, 188225.692761121 427630.727632032, 188226.077108823 427615.01227078))"
GEO_IND_POSTCODEGEBIED_6.739,739,Nijmegen,Nijmegen,6546HE,2022-04-06,2023-02-01,"POLYGON ((182717.310062502 427250.449187499, 182706.573062502 427257.4129375, 182701.361421243 427260.181789745, 182689.166000001 427266.660999998, 182670.166000001 427254.875999998, 182665.138999999 427245.806000002, 182659.440027045 427234.646483864, 182707.796043004 427201.094688418, 182703.353 427217.151, 182711.775 427241.477, 182717.310062502 427250.449187499))"
GEO_IND_POSTCODEGEBIED_6.740,740,Nijmegen,Nijmegen,6512CA,2022-04-06,2023-02-01,"POLYGON ((187366.045726782 428221.514950417, 187413.914871717 428170.329942469, 187415.096184064 428171.332145895, 187415.096236105 428171.332190046, 187415.47681762 428171.655068325, 187420.299457244 428175.746506096, 187423.491999999 428178.454999998, 187427.655367953 428182.13396885, 187433.398484523 428187.20888589, 187436.105141556 428189.600629072, 187437.84065222 428191.134216721, 187442.86698077 428195.575742519, 187443.984310493 428196.56307328, 187447.469628021 428199.642881446, 187447.760955585 428199.900313661, 187402.547075265 428233.581459301, 187383.320362768 428226.294031832, 187367.273386711 428222.335391262, 187366.045726782 428221.514950417))"
GEO_IND_POSTCODEGEBIED_6.741,741,Nijmegen,Nijmegen,6538XR,2022-04-06,2023-02-01,"POLYGON ((183608.194567006 426005.197717739, 183607.38274251 426001.992747503, 183606.440738384 425994.161375636, 183606.475677072 425989.57258215, 183607.240683827 425984.240473598, 183607.482939286 425983.386170286, 183608.039827106 425979.353045879, 183608.424198614 425977.987532295, 183609.338512836 425971.383568563, 183609.371780859 425966.177489859, 183607.031242943 425960.882657768, 183607.007910454 425957.104746356, 183608.037069502 425949.160864707, 183608.272358183 425948.297199757, 183608.940600549 425943.508727526, 183608.942798308 425942.060163866, 183609.272520548 425939.691705381, 183609.699473473 425938.151082736, 183610.404108314 425933.027683925, 183611.676267292 425928.544419447, 183615.200838359 425926.833970963, 183622.073015434 425924.716633077, 183642.555152465 425922.168187702, 183644.385151316 425922.935651575, 183650.479770913 425926.587832752, 183655.306299113 425930.340177345, 183661.561301926 425936.420814609, 183663.870418715 425939.157249038, 183664.251645441 425945.19924296, 183664.639037728 425947.852076959, 183666.507142454 425952.27404986, 183663.216538398 425956.00613608, 183652.251245158 425966.342604548, 183647.255977893 425972.604352503, 183644.305348323 425978.075541462, 183642.792078576 425982.893789462, 183642.198053909 425988.940588625, 183643.785239519 426003.520751224, 183633.725743959 426008.449545037, 183633.516425814 426008.478026948, 183626.809438629 426008.384037997, 183608.194567006 426005.197717739))"
GEO_IND_POSTCODEGEBIED_6.742,742,Nijmegen,Nijmegen,6543ZS,2022-04-06,2023-02-01,"POLYGON ((185351.754000001 427962.2928125, 185352.972941516 427962.900844538, 185364.243853242 427968.522997317, 185368.29414632 427970.543363286, 185376.494743581 427974.633982732, 185381.804381833 427977.28253488, 185381.804562502 427977.282625001, 185388.864058908 427987.484982721, 185366.450841597 428000.562459002, 185360.043604817 427997.447650847, 185353.46130355 427996.013545005, 185344.78304194 427997.542955299, 185344.206989774 427997.751469296, 185319.574989017 428020.594501585, 185319.284737965 428021.01664497, 185316.681048281 428025.589480266, 185313.874439088 428024.778344224, 185308.489183627 428023.93158089, 185301.53230716 428020.018542877, 185283.866230452 428012.149391083, 185272.31670082 428000.867749221, 185257.875503402 428005.742807126, 185235.439130145 427989.611903463, 185236.030175164 427989.424480644, 185236.466524029 427938.931644475, 185240.347062047 427936.562274256, 185261.669622099 427908.818789925, 185282.920529409 427847.803957101, 185285.092117379 427837.631734373, 185312.043730926 427853.238356749, 185343.784221321 427867.888614531, 185326.507979204 427963.550600654, 185332.955740704 427963.229365157, 185351.754000001 427962.2928125))"
