FID,FRACTIE,GEMETEN,LONGITUDE,LATITUDE,OMSCHRIJVING,ROVACODE,STRAAT,TYPE
Afvalcontainers.73478,REST,Ja,5.37204537306585,52.1980414563015,33376-Pondspeergaarde,33376,Pondspeergaarde hk Suikerpeergaarde,Ondergronds

Afvalcontainers.73479,REST,Ja,5.37041271296742,52.2035381752467,33371-Waterdreef,33371,Waterdreef hk Watersteeg,Ondergronds

Afvalcontainers.73480,REST,Nee,5.37440008437652,52.1771483193108,33435-De Koop 3,33435,De Koop thv nr 152,Ondergronds

Afvalcontainers.73481,REST,Ja,5.37825043002122,52.1809495267826,33428-Molenaarlaan,33428,Molenaarlaan to 22,Ondergronds

Afvalcontainers.73482,REST,Ja,5.37585148422415,52.2056750707628,33359-Pitrus,33359,Pitrus thv 28,Ondergronds

Afvalcontainers.73483,REST,Ja,5.37330591461164,52.2029627469457,33374-Waterspin,33374,Waterspin thv 28,Ondergronds

Afvalcontainers.73484,REST,Ja,5.37433528507067,52.1978219818957,33377-Goudreinetgaarde,33377,Goudreinetgaarde thv 14,Ondergronds

Afvalcontainers.73485,REST,Ja,5.3700268499416,52.2017024741342,33372-Tuinslak,33372,Tuinslak thv 12,Ondergronds

Afvalcontainers.73486,REST,Ja,5.37378554839924,52.1789661751825,33433-Vierakkers hoek Heetkamp,33433,Vierakkers hoek Heetkamp,Ondergronds

Afvalcontainers.73487,REST,Ja,5.37451143699984,52.180652756534,33431-Lakenkoperstraat,33431,Lakenkoperstraat thv parkeerpl Aldi,Ondergronds

Afvalcontainers.73488,REST,Ja,5.37060350470336,52.1864621640477,33407-Kabof 2,33407,Kabof thv 12,Ondergronds

Afvalcontainers.73489,REST,Ja,5.3696882565979,52.1876619236176,33406-Kabof 1,33406,Kabof thv 56,Ondergronds

Afvalcontainers.73490,REST,Ja,5.37878914826455,52.1863478378645,33420-Acacialaan,33420,Acacialaan to voetbalveld,Ondergronds

Afvalcontainers.73491,REST,Ja,5.38101281268294,52.1885442008809,33419-Kastanjelaan,33419,Kastanjelaan hk Meidoornpad,Ondergronds

Afvalcontainers.73492,REST,Ja,5.37083377245953,52.1889423285716,33402-Fluitekamp 2,33402,Fluitekamp thv 95,Ondergronds

Afvalcontainers.73493,REST,Ja,5.38342893935355,52.194405690968,33415-Lage Geeren,33415,Lage Geeren thv 2,Ondergronds

Afvalcontainers.73494,REST,Ja,5.37148639660938,52.1790888035586,33432-De Koop 1,33432,De Koop thv 27,Ondergronds

Afvalcontainers.73495,REST,Nee,5.4064550126521,52.1622497211447,33624-Zangvogelweg,33624,Zangvogelweg thv 10,Ondergronds

Afvalcontainers.73496,REST,Nee,5.41057057406887,52.1613351681051,33620-Lageweg,33620,Lageweg hk Wiekslag,Ondergronds

Afvalcontainers.73497,REST,Nee,5.41178594264451,52.1603641341173,33619-Spreeuwenstraat 2,33619,Spreeuwenstraat nr 23,Ondergronds

Afvalcontainers.73498,REST,Ja,5.42295389014254,52.2034038106358,33079-Workumstraat 2 /2,33079,Workumstraat thv 16,Ondergronds

Afvalcontainers.73499,REST,Nee,5.40816403114456,52.1610156731778,33622-Eksterstraat,33622,Eksterstraat thv 32,Ondergronds

Afvalcontainers.73500,REST,Nee,5.41278282915207,52.1610784650856,33618-Spreeuwenstraat 1,33618,Spreeuwenstraat nr 239,Ondergronds

Afvalcontainers.73501,REST,Ja,5.37034431459418,52.1837555270235,33409-Tolick 2,33409,Tolick thv 79,Ondergronds

Afvalcontainers.73502,REST,Ja,5.37522410775879,52.1822867997359,33426-Griendwerkstraat,33426,"Griendwerkstraat, hoek van 19",Ondergronds

Afvalcontainers.73503,REST,Ja,5.37354526689079,52.2040085703189,33375-Waterspin,33375,Waterspin thv 60,Ondergronds

Afvalcontainers.73504,REST,Ja,5.37463728808027,52.1914153116734,33398-Zandkamp 3,33398,Zandkamp thv 15,Ondergronds

Afvalcontainers.73505,PMD,Ja,5.39113070068001,52.163065166612,34951-Van Nesstraat,34951,Van Nesstraat hk Evertsenstraat,Ondergronds

Afvalcontainers.73506,PMD,Ja,5.39844154325057,52.1540509333613,34952-Huzarenstraat,34952,Huzarenstraat thv 11,Ondergronds

Afvalcontainers.73507,REST,Nee,,,99930-Tijdelijke OVS Beek,99930,Tijdelijke OVS Beek,Ondergronds

Afvalcontainers.73508,REST,Nee,,,99931-Tijdelijke OVS Beek,99931,Tijdelijke OVS Beek,Ondergronds

Afvalcontainers.73509,REST,Nee,,,99929-Tijdelijke OVS Beek,99929,Tijdelijke OVS Beek,Ondergronds

Afvalcontainers.73510,REST,Ja,5.37817378615532,52.1914487675528,33400-Kolkrijst 2,33400,Kolkrijst bij T-splitsing,Ondergronds

Afvalcontainers.73511,REST,Ja,5.38360534423095,52.1926100334586,33413-Martinuslaan,33413,Martinuslaan (parkeerplaats),Ondergronds

Afvalcontainers.73512,REST,Ja,5.3860854719179,52.1920158020366,33411-Pastorielaan,33411,Pastorielaan thv 109,Ondergronds

Afvalcontainers.73513,REST,Ja,5.38413057398855,52.191355733233,33412-Leo's Oord,33412,Leo's Oord thv parkeerplaats,Ondergronds

Afvalcontainers.73514,REST,Nee,5.38974727263876,52.1686643608207,33529-Holkerweg,33529,Holkerweg thv 54,Ondergronds

Afvalcontainers.73515,REST,Nee,5.36265885716635,52.160285768291,33664-Noordewierweg,33664,Noordewierweg thv 84,Ondergronds

Afvalcontainers.73516,REST,Ja,5.40103803455894,52.1524376641363,33299-Van der Glashof,33299,Van der Glashof thv 2,Ondergronds

Afvalcontainers.73517,REST,Ja,5.40143773136611,52.1517012127915,33309-Randenbroekerweg,33309,Randenbroekerweg/Beethovenweg,Ondergronds

Afvalcontainers.73518,REST,Ja,5.40342789953894,52.1533847068941,33305-Cornelis Dopperstraat,33305,Cornelis D/J.P. Sweelinckstraat,Ondergronds

Afvalcontainers.73519,REST,Ja,5.4014308045036,52.1613686040526,33288-Magelhaenstraat 1,33288,Magelhaenstraat 10,Ondergronds

Afvalcontainers.73520,REST,Ja,5.4017196244135,52.1608461315917,33289-Magelhaenstr 2,33289,Magelhaenstraat 52,Ondergronds

Afvalcontainers.73521,REST,Nee,5.35947871351491,52.1589576245028,33665-Primulastraat 1 /2,33665,Primulastraat thv 18,Ondergronds

Afvalcontainers.73522,REST,Nee,5.37223586963753,52.1574624128224,33677-Paulus Borstraat,33677,Paulus Borstraat thv 37,Ondergronds

Afvalcontainers.73523,REST,Ja,5.38985015193577,52.1940611975671,33436-Het Kompas,33436,Het Kompas thv 25,Ondergronds

Afvalcontainers.73524,REST,Nee,5.35971781818513,52.1590427470193,33666-Primulastraat 2 /2,33666,Primulastraat thv 18,Ondergronds

Afvalcontainers.73525,REST,Nee,5.35959622003191,52.1612173405827,33660-Gouwestraat,33660,Gouwestraat thv 2,Ondergronds

Afvalcontainers.73526,REST,Nee,5.3985979449472,52.1377492370511,33747-Dorresteinseweg 1 /2,33747,Dorresteinseweg,Ondergronds

Afvalcontainers.73527,REST,Ja,5.40855159466184,52.1470715426149,33319-Gounodsstraat,33319,Gounodsstraat hk Haydenstraat,Ondergronds

Afvalcontainers.73528,REST,Ja,5.39932953116689,52.1926645392818,33443-Otheense Kreek,33443,Otheense Kreek thv 28,Ondergronds

Afvalcontainers.73529,REST,Ja,5.39358685985782,52.1940384442154,33439-Gangboord,33439,Gangboord thv 12,Ondergronds

Afvalcontainers.73530,REST,Ja,5.40321240487987,52.1541047129521,33318-Cornelis Dopperstraat,33318,C Dopperstraat thv 12,Ondergronds

Afvalcontainers.73531,REST,Ja,5.40923896547077,52.1487172551702,33349-Weberstraat,33349,Weberstraat thv 27,Ondergronds

Afvalcontainers.73532,REST,Ja,5.41426298749306,52.1567557196456,33282-Ariaweg,33282,Ariaweg thv 17,Ondergronds

Afvalcontainers.73533,REST,Ja,5.39588561495154,52.1871928293645,33266-Het Masker,33266,Het Masker/Emiclaer,Ondergronds

Afvalcontainers.73534,REST,Ja,5.3983246153143,52.1851866636218,33267-Laan naar Emiclaer 1 /1,33267,Laan naar Emiclaer thv 18,Ondergronds

Afvalcontainers.73535,REST,Ja,5.38738067938994,52.1647456130315,33225-Voerman,33225,Voerman thv 5,Ondergronds

Afvalcontainers.73536,REST,Ja,5.37282261901535,52.1392030400913,33539-Bonairelaan,33539,Bonairelaan thv 42,Ondergronds

Afvalcontainers.73537,REST,Ja,5.37448881411445,52.1873277603841,33273-Kraailandhof 1 /3,33273,Kraailandhof achter 23 t/m 81,Ondergronds

Afvalcontainers.73538,REST,Nee,5.38182694243583,52.1690105458374,33538-Beatrijspad,33538,Beatrijspad thv 23,Ondergronds

Afvalcontainers.73539,REST,Ja,5.40327068360738,52.1547788938163,33303-Jacob Obrechtstraat,33303,Jacob Obrechtstraat thv (P plaats),Ondergronds

Afvalcontainers.73540,REST,Ja,5.38183489534803,52.1568389749551,33596-Smallepad,33596,Smallepad thv 28,Ondergronds

Afvalcontainers.73541,REST,Ja,5.40054141724526,52.190854056122,33444-Het Hallehuis 1,33444,Het Hallehuis thv 7,Ondergronds

Afvalcontainers.73358,GLAS,Ja,5.39878170002193,52.161798027478,34097-Neptunesplein,34097,Neptunesplein thv P-plaats,Bovengronds

Afvalcontainers.73359,GLAS,Nee,5.37201416201699,52.1893671311781,34127-Fluitekamp,34127,Fluitekamp thv Bieshaarlaan,Bovengronds

Afvalcontainers.73360,PMD,Nee,5.40762698161733,52.182474383945,34807-Stradivariusstraat,34807,Stradivariusstraat thv A Schweitzersngl,Bovengronds

Afvalcontainers.73361,PMD,Nee,5.37633482868791,52.2000344604778,34802-Zeldersedreef,34802,Zeldersedreef thv (Boog kerk),Bovengronds

Afvalcontainers.73362,PMD,Nee,5.36805592787968,52.1524523549953,34886-Van Hoogdorplaan,34886,Van Hoogdorplaan hk BC Wuytierslaan,Bovengronds

Afvalcontainers.73363,PMD,Nee,5.37631438360426,52.200048605317,34801-Zeldersedreef,34801,Zeldersedreef thv (Boog kerk),Bovengronds

Afvalcontainers.73364,PMD,Ja,5.38660379405998,52.1523517909835,34880-Souverein,34880,Souverijn thv (Plusmarkt),Ondergronds

Afvalcontainers.73365,PMD,Nee,5.39265839509415,52.1507217853815,34879-Rubensstraat,34879,Rubensstraat thv 167,Bovengronds

Afvalcontainers.73366,PMD,Nee,5.36828025020982,52.1356318082066,34891-Arubalaan,34891,Arubalaan thv Kapelweg,Bovengronds

Afvalcontainers.73367,PMD,Nee,5.37694673719509,52.1826372081677,34844-Ambachtlaan,34844,Ambachtlaan thv Graveurstraat,Bovengronds

Afvalcontainers.73368,PMD,Ja,5.41078447070981,52.1598419159991,34977-De Velduil,34977,Velduil thv Wiekenslag,Ondergronds

Afvalcontainers.73369,PMD,Ja,5.38662256662022,52.1523382598682,34881-Souverein,34881,Souverein thv (Plusmarkt),Ondergronds

Afvalcontainers.73370,PMD,Nee,5.3814640530399,52.1368255617395,34892-Kamerling Onnesstr,34892,Kamerling Onnesstr/Einsteinstr,Bovengronds

Afvalcontainers.73371,PMD,Nee,5.38005564909028,52.1930133940097,34850-Pastoor Pieckweg,34850,Pastoor Pieckweg thv Wellensiekerf,Bovengronds

Afvalcontainers.73372,PMD,Nee,5.40856778350956,52.1660595096596,34860-Wiekslag,34860,Wiekslag thv Vogelplein,Bovengronds

Afvalcontainers.73373,PMD,Nee,5.37149141630362,52.1778507400936,34845-De Koop,34845,De Koop thv 74,Bovengronds

Afvalcontainers.73374,PMD,Nee,5.3747994167447,52.1646162054782,34848-ROVA Brengstation,34848,Nijverheidsweg Noord (Brengstation),Bovengronds

Afvalcontainers.73375,PMD,Nee,5.37682413473595,52.1908456704962,34852-Bieshaarlaan,34852,Bieshaarlaan hk Breeland,Bovengronds

Afvalcontainers.73376,PMD,Nee,5.40362861639164,52.1861853167574,34814-Tamboerijnstraat,34814,Tamboerijnstraat hk Panfluitstraat,Bovengronds

Afvalcontainers.73377,PMD,Nee,5.40328367829597,52.1680907058499,34857-Rietzangerstraat,34857,Rietzangerstraat thv 40,Bovengronds

Afvalcontainers.73378,PMD,Nee,5.3746230000855,52.180029531872,34847-Hamseweg,34847,Hamseweg thv P-plaats Aldi,Bovengronds

Afvalcontainers.73379,PMD,Nee,5.40856169973477,52.1660754911665,34859-Wiekslag,34859,Wiekslag thv Vogelplein,Bovengronds

Afvalcontainers.73380,PMD,Nee,5.35862776315997,52.1475078446778,34884-Cort van de Lindelaan,34884,Cort van de Lindelaan thv 20,Bovengronds

Afvalcontainers.73381,PMD,Nee,5.40711815796881,52.169358584724,34858-Trekvogelweg,34858,Trekvogelweg hk Havikshorst,Bovengronds

Afvalcontainers.73382,PMD,Nee,5.37989037056878,52.1877151790394,34846-Plataanweg,34846,Plataanweg thv Berkenlaan,Bovengronds

Afvalcontainers.73383,PMD,Nee,5.42979395802334,52.197238777921,34877-Laakboulevard,34877,Laakboulevard thv school,Bovengronds

Afvalcontainers.73384,PMD,Nee,5.38356307096529,52.1926143843583,34849-Martinuslaan,34849,Martinuslaan hk Pastorielaan,Bovengronds

Afvalcontainers.73385,PMD,Nee,5.40654476731471,52.162131810607,34862-Zangvogelweg,34862,Zangvogelweg hk Albatrosstraat,Bovengronds

Afvalcontainers.73386,PMD,Nee,5.37206888276505,52.1893598919618,34854-Fluitenkamp,34854,Fluitenkamp thv Bieshaarlaan,Bovengronds

Afvalcontainers.73387,PMD,Nee,5.37481445588712,52.1646300506791,34863-ROVA Brengstation,34863,Nijverheidsweg Noord (Brengstation),Bovengronds

Afvalcontainers.73388,PMD,Nee,5.40362371560788,52.1861689595742,34875-Tamboerijnstraat,34875,Tamboerijnstraat hk Panfluitstraat,Bovengronds

Afvalcontainers.73389,PMD,Nee,5.41276563977956,52.150294719521,34869-Verdiweg,34869,Verdiweg thv 185 t/m 283,Bovengronds

Afvalcontainers.73390,PMD,Nee,5.43210574002965,52.187508305081,34855-Van Tuyllstraat,34855,Van Tuyllstraat (Hooglanderveen),Bovengronds

Afvalcontainers.73391,PMD,Nee,5.37156023599854,52.1395724899901,35803-Bonairelaan,35803,Bonairelaan thv Sabapad,Bovengronds

Afvalcontainers.73392,PMD,Nee,5.3660092504571,52.1491134293907,35802-Dr. Abraham Kuiperlaan,35802,Dr. Abraham Kuiperlaan thv (School),Bovengronds

Afvalcontainers.73393,PMD,Ja,5.43056218022664,52.1965067977711,34950-Wouda,34950,Wouda thv AH,Ondergronds

Afvalcontainers.73796,REST,Ja,5.37972970649157,52.1522397192666,33067-Bloemweg 1/1,33067,Bloemweg 67 thv 67,Ondergronds

Afvalcontainers.73797,REST,Ja,5.37385220938602,52.2060224573533,33358-Gele Plomp,33358,Gele Plomp thv 68,Ondergronds

Afvalcontainers.73798,REST,Ja,5.37623486175602,52.203448091618,33379-Waterranonkel,33379,Waterranonkel hk Waterdrieblad,Ondergronds

Afvalcontainers.73799,REST,Ja,5.40214588874806,52.1522929451357,33301-Valeriushof,33301,Valeriushof,Ondergronds

Afvalcontainers.73800,REST,Ja,5.39507930855524,52.1532388825406,33297-Blekerssingel,33297,Blekerssingel thv 49 t/m 83,Ondergronds

Afvalcontainers.73801,REST,Ja,5.40309495112102,52.1519863488518,33302-Beethovenweg,33302,Beethovenweg thv 19 t/m 21,Ondergronds

Afvalcontainers.73802,REST,Ja,5.40319685541655,52.1599925427857,33293-Columbusweg 2,33293,Columbusweg/Marco Polostraat,Ondergronds

Afvalcontainers.73803,REST,Ja,5.40118400086977,52.151338834334,33300-Randenbroekerweg,33300,Randenbroekerweg (fietspad),Ondergronds

Afvalcontainers.73804,REST,Nee,5.35672081256896,52.158513392546,33667-Palmstraat,33667,Palmstraat thv 324,Ondergronds

Afvalcontainers.73805,REST,Ja,5.40389747352909,52.1600732675788,33294-Columbusweg 3,33294,Columbusweg thv 43 t/m 119,Ondergronds

Afvalcontainers.73806,REST,Ja,5.4054463783028,52.156515675739,33307-Bachweg,33307,Bachweg thv 11 t/m 27,Ondergronds

Afvalcontainers.73807,REST,Ja,5.40202742860641,52.1596757511661,33292-Columbusweg 1,33292,Columbusweg thv Magelhaenstraat,Ondergronds

Afvalcontainers.73808,REST,Ja,5.40264345129743,52.1614268619174,33291-Vasco da Gamastraat 2,33291,Vasco da Gamastraat thv 42 t/m 56,Ondergronds

Afvalcontainers.73809,REST,Ja,5.39868777347337,52.1610074018587,33296-Roggeveenstraat 2,33296,Roggeveenstraat thv 1 t/m 67,Ondergronds

Afvalcontainers.73810,REST,Ja,5.4070670515513,52.1502753770203,33313-Ringweg-Randenbroek,33313,Ringweg-Randenbroek thv 58,Ondergronds

Afvalcontainers.73811,REST,Ja,5.40040894812574,52.1618546753635,33287-Van Randwijcklaan,33287,Van Randwijcklaan/Neptunusplein,Ondergronds

Afvalcontainers.73812,REST,Ja,5.3862820661711,52.1643448385702,33284-Meridiaan,33284,Meridiaan thv Sextant,Ondergronds

Afvalcontainers.73813,REST,Ja,5.40265092081655,52.1614094874011,33290-Vasco da Gamastraat 1,33290,Vasco da Gamastraat thv 42 t/m 56,Ondergronds

Afvalcontainers.73814,GLAS,Ja,5.38656541605835,52.1523782465143,34445-Souverein,34445,Souverein thv (Plusmarkt),Ondergronds

Afvalcontainers.73815,GLAS,Ja,5.3904846121122,52.1617037835861,34454-Van Almondestraat,34454,Van Almondestraat thv Van Galenstraat,Ondergronds

Afvalcontainers.73816,GLAS,Ja,5.4305841188535,52.1965177661703,34455-Wouda,34455,Wouda thv AH,Ondergronds

Afvalcontainers.73817,GLAS,Ja,5.37715686898779,52.1588060469985,34446-Groningerstr (Dirk vd Broek),34446,Groningerstraat thv Hollandsestraat,Ondergronds

Afvalcontainers.73818,PAPIER,Ja,5.4190463578933,52.2059576485691,34767-Baak van Renesse,34767,Baak van Renesse thv nr 53,Ondergronds

Afvalcontainers.73819,PAPIER,Ja,5.39355953291351,52.1865321499628,34702-Morielje,34702,Morielje thv 309,Ondergronds

Afvalcontainers.73820,PAPIER,Ja,5.41260140408916,52.2037076030408,34765-Baak van Zierikzee,34765,Baak van Zierikzee,Ondergronds

Afvalcontainers.73821,PAPIER,Ja,5.4156519630661,52.2058212661169,34766-Hogesteeg,34766,Hogesteeg thv nr 41,Ondergronds

Afvalcontainers.73822,PAPIER,Ja,5.39495618567835,52.1443505207077,34732-Den Wijnbergh,34732,Den Wijnbergh thv De Gamskuijl 45,Ondergronds

Afvalcontainers.73823,PAPIER,Ja,5.38149673903187,52.1368505206715,34760-Kamerlingh Onnest,34760,Kamerlingh Onnestr/Einsteinstr,Ondergronds

Afvalcontainers.73824,PAPIER,Nee,5.39144135384335,52.1691499754236,34776-Paladijnenweg,34776,Paladijnenweg thv 275,Ondergronds

Afvalcontainers.73825,PAPIER,Ja,5.39922840192706,52.1578928579649,34752-Hogeweg,34752,Hogeweg thv St. Brandaenstraat,Ondergronds

Afvalcontainers.73826,PAPIER,Ja,5.40144335108031,52.151718356551,34710-Randenbroekerweg,34710,Randenbroekerweg thv Beethovenweg,Ondergronds

Afvalcontainers.73827,PAPIER,Ja,5.40541882426308,52.156521587174,34711-Bachweg,34711,Bachweg thv 11 t/m 27,Ondergronds

Afvalcontainers.73828,PAPIER,Ja,5.40006105534929,52.1589704679522,34708-Zeevaarderspad,34708,Zeevaarderspad thv Columbusweg,Ondergronds

Afvalcontainers.73829,PAPIER,Ja,5.40144356560573,52.1613533636163,34707-Magelhaenstraat,34707,Magelhaenstraat thv 1a,Ondergronds

Afvalcontainers.73830,PAPIER,Ja,5.40708658818968,52.1502880063039,34719-Ringweg-Randenbroek,34719,Ringweg-Randenbroek thv 58,Ondergronds

Afvalcontainers.73831,PAPIER,Ja,5.37718397960685,52.1588123027184,34723-Groningerstraat,34723,Groningerstraat thv Hollandsestraat,Ondergronds

Afvalcontainers.73832,PAPIER,Ja,5.40324051237201,52.154107520211,34718-Cornelis Dopperstraat,34718,Cornelis Dopperstraat thv A. Diepenbrockstraat,Ondergronds

Afvalcontainers.73833,PAPIER,Ja,5.39838807935323,52.1540591599078,34709-Huzarenstraat,34709,Huzarenstraat thv 11,Ondergronds

Afvalcontainers.73834,PAPIER,Nee,5.42974975999585,52.1972609171385,34758-Laakboulevard,34758,Laakboulevard thv school,Bovengronds

Afvalcontainers.73835,PAPIER,Ja,5.43060268397615,52.1965036148711,34755-Wouda Papier,34755,Wouda thv AH,Ondergronds

Afvalcontainers.73836,PAPIER,Ja,5.38092795178713,52.1439458397939,34724-Leusderweg,34724,Leusderweg thv (JUMBO),Ondergronds

Afvalcontainers.73837,PAPIER,Ja,5.38104446693901,52.1615499007286,34705-Grote Koppel,34705,Grote Koppel (bij de kade),Ondergronds

Afvalcontainers.73838,PAPIER,Ja,5.43062113979166,52.1964898792948,34726-Wouda,34726,Wouda thv AH,Ondergronds

Afvalcontainers.73839,PAPIER,Nee,5.42976559066797,52.1972740134767,34757-Laakboulevard,34757,Laakboulevard thv school,Bovengronds

Afvalcontainers.73840,PMD,Nee,5.35655485436243,52.1620289294654,34839-Isseltseveld,34839,Isseltseveld thv Dreef,Bovengronds

Afvalcontainers.73841,PMD,Nee,5.36581438877096,52.1601084326811,34836-Lekstraat,34836,Lekstraat thv Noorderwierweg,Bovengronds

Afvalcontainers.73842,PMD,Ja,5.39926660475442,52.1578777298513,34829-Hogeweg,34829,Hogeweg thv St. Brandaenstraat,Ondergronds

Afvalcontainers.73843,PMD,Nee,5.40114828144772,52.1790134238945,34817-Bombardonstraat,34817,Bombardonstraat hk Hobbostraat,Bovengronds

Afvalcontainers.73844,PMD,Nee,5.36461566913154,52.1629174071525,34837-Berkelstraat,34837,Berkelstraat thv Dollardstraat,Bovengronds

Afvalcontainers.73845,PMD,Nee,5.35065850468164,52.159813050575,34842-Soesterweg,34842,Soesterweg thv Enk,Bovengronds

Afvalcontainers.73846,PMD,Nee,5.40370857170735,52.177221916456,34816-Albert Sweitzersingel,34816,Albert Sweitzersingel hk Aristotelesstraat (AH),Bovengronds

Afvalcontainers.73847,PMD,Nee,5.37204060285494,52.1893637215422,34824-Fluitekamp,34824,Fluitekamp thv Bieshaarlaan,Bovengronds

Afvalcontainers.73848,PMD,Nee,5.40116145163595,52.1790044525237,34809-Bombardonstraat,34809,Bombardonstraat hk Hobbostraat,Bovengronds

Afvalcontainers.73849,PMD,Ja,5.38989714004555,52.1534585187106,34828-Kleine Haag,34828,Kleine Haag hk Grote Haag,Ondergronds

Afvalcontainers.73850,PMD,Nee,5.36581951744989,52.1601252207421,34833-Lekstraat,34833,Lekstraat thv Noorderwierweg,Bovengronds

Afvalcontainers.73851,PMD,Ja,5.41337105995856,52.1891933158665,34830-Iersepond (Deka-markt),34830,Iersepond/Valutaboulevard,Ondergronds

Afvalcontainers.73852,PMD,Nee,5.36580543420442,52.160092962885,34838-Lekstraat,34838,Lekstraat thv Noorderwierweg,Bovengronds

Afvalcontainers.73853,PMD,Nee,5.37477063909422,52.1645891466099,34840-ROVA Brengstation,34840,Nijverheidsweg Noord (Brengstation),Bovengronds

Afvalcontainers.73854,PMD,Ja,5.40038913779886,52.1618415192483,34827-Van Randwijcklaan,34827,Van Randwijkcklaan thv Neptunusplein,Ondergronds

Afvalcontainers.73855,PMD,Ja,5.39200507626574,52.1569420133548,34805-Langestraat,34805,Langestraat thv 108,Ondergronds

Afvalcontainers.73856,PMD,Nee,5.40983678085469,52.1860633455451,34808-Atlasvlinder,34808,Atlasvlinder hk Zielhorsterlaan,Bovengronds

Afvalcontainers.73857,REST,Ja,5.36841017312573,52.2065224819045,33009-Forel 5,33009,Forel thv 350,Ondergronds

Afvalcontainers.73858,REST,Ja,5.39096640183903,52.1642995523993,33063-Binckesstraat 2,33063,Binckesstraat 104,Ondergronds

Afvalcontainers.73859,REST,Ja,5.37593842780852,52.159216359903,33022-Zeeuwsestraat 2 /1,33022,Zeeuwsestraat thv 32,Ondergronds

Afvalcontainers.73860,REST,Ja,5.42264733764396,52.1895295781094,33082-Orkaden,33082,Orkaden thv 36,Ondergronds

Afvalcontainers.73861,REST,Ja,5.36587533527427,52.205858198341,33011-Forel 7,33011,Forel thv 132,Ondergronds

Afvalcontainers.73862,REST,Ja,5.42326622349501,52.2043176877097,33062-Zwartsluiskade,33062,Zwartsluiskade thv 62,Ondergronds

Afvalcontainers.73863,REST,Ja,5.3988000263997,52.1618109188602,33065-Neptunesplein,33065,Neptunesplein thv P-plaats,Ondergronds

Afvalcontainers.73864,REST,Ja,5.36901260379779,52.2055070775693,33013-Karper 1,33013,Karper thv 101-103,Ondergronds

Afvalcontainers.73865,REST,Ja,5.40826875269175,52.1505058030242,33107-Weberstraat 2,33107,Weberstraat thv 56 A,Ondergronds

Afvalcontainers.73866,REST,Ja,5.38706246699387,52.154316035552,33176-Varkensmarkt,33176,Varkensmarkt hk Westsingel,Ondergronds

Afvalcontainers.73867,REST,Ja,5.40664486878265,52.1543858669914,33308-Bachweg,33308,Bachweg thv (Telemannhof),Ondergronds

Afvalcontainers.73868,REST,Ja,5.43037230460259,52.1999055974132,33060-Markenhaven 2,33060,Markenhaven thv 26,Ondergronds

Afvalcontainers.73869,REST,Ja,5.40827719020882,52.1504892390982,33106-Weberstraat 1,33106,Weberstraat .1,Ondergronds

Afvalcontainers.73870,REST,Ja,5.39183190899273,52.1649909258903,33064-Binckesstraat 3,33064,Binckesstraat 118,Ondergronds

Afvalcontainers.73871,REST,Nee,5.38870734766778,52.1636143791542,33591-Keerkring/Evenaar 2 1/2,33591,Evenaar,Ondergronds

Afvalcontainers.73872,REST,Nee,5.35994197955012,52.163184147036,33658-Dollardstraat 1,33658,Dollardstraat thv 254,Ondergronds

Afvalcontainers.73873,REST,Ja,5.38062384781391,52.1617586514384,33077-Grote Koppel 1,33077,Grote Koppel (SRO Haven),Ondergronds

Afvalcontainers.73874,REST,Nee,5.38847374665039,52.1639331404489,33590-Evenaar,33590,Evenaar thv 89,Ondergronds

Afvalcontainers.73875,REST,Ja,5.37565292210374,52.1872955323754,33261-Kraailandhof 1 /2,33261,Kraailandhof hk Breelandhof,Ondergronds

Afvalcontainers.73876,REST,Ja,5.3756632563264,52.1873114059203,33260-Kraailandhof 1 /1,33260,Kraailandhof hk Breelandhof,Ondergronds

Afvalcontainers.73877,REST,Ja,5.39400304126534,52.1666256909435,33039-Van Obdamstraat 1,33039,Van Obdamstraat (ingang P-garage),Ondergronds

Afvalcontainers.73878,REST,Ja,5.42631926725708,52.2034955957533,33131-Spakenburgkade,33131,Spakenburgkade thv 16,Ondergronds

Afvalcontainers.73879,REST,Ja,5.3832747415626,52.1505591752381,33052-Weltevreden 1/2,33052,Weltevreden thv Bergstraat,Ondergronds

Afvalcontainers.73880,REST,Ja,5.38329459468222,52.1500284291955,33053-Weltevreden 2/1,33053,Weltevreden thv 101,Ondergronds

Afvalcontainers.73881,REST,Ja,5.40540907862686,52.1709005549774,33187-Valkenhorst 2 /1,33187,Valkenhorst thv 42 t/m 172,Ondergronds

Afvalcontainers.73882,REST,Ja,5.38137256874132,52.148613332477,33042-Graaf Adolflaan,33042,Graaf Adolflaan thv 78,Ondergronds

Afvalcontainers.73883,REST,Ja,5.40928374803802,52.1694263744852,33194-Arendshorst,33194,Arendshorst thv 42 t/m 172,Ondergronds

Afvalcontainers.73884,REST,Ja,5.43464149057072,52.1949969565516,33058-Durgerdamhaven,33058,Durgerdamhaven thv 16,Ondergronds

