FID,FRACTIE,GEMETEN,LONGITUDE,LATITUDE,OMSCHRIJVING,ROVACODE,STRAAT,TYPE
Afvalcontainers.73356,PAPIER,Ja,5.43497946684606,52.1887166974448,34569-Hoekveen,34569,Hoekveen thv Veenhorst,Ondergronds

Afvalcontainers.73357,PAPIER,Ja,5.43368442969718,52.1957474418784,34593-Blokzijlpark,34593,Blokzijlpark thv 1 t/m 25,Ondergronds

Afvalcontainers.73181,PAPIER,Ja,5.37625189937199,52.1586814092276,34570-Zeeuwsestraat,34570,Zeeuwsestraat thv Groningerstraat,Ondergronds

Afvalcontainers.73182,PAPIER,Ja,5.43161289313656,52.1981012260684,34568-Hoornplantsoen,34568,Hoornplantsoen thv 26,Ondergronds

Afvalcontainers.73183,PAPIER,Ja,5.38333825646745,52.1505885769872,34572-Weltevreden,34572,Weltevreden thv Bergstraat,Ondergronds

Afvalcontainers.73184,PAPIER,Nee,5.41511492133469,52.1894062834219,34762-Heideweg 180 t/m 236 even nrs,34762,Heideweg 180 tm 236,Bovengronds

Afvalcontainers.73185,PAPIER,Ja,5.3730229033286,52.1550485680358,34592-Piet Mondriaanplein,34592,Piet Mondriaanplein thv 187a,Ondergronds

Afvalcontainers.73186,PAPIER,Nee,5.41067970594827,52.1585857045597,34771-Salomestraat,34771,Salomestraat thv 94,Ondergronds

Afvalcontainers.73187,PAPIER,Ja,5.39325727753852,52.1581735345687,34750-Coninckstraat,34750,Coninckstraat hk Pothstraat,Ondergronds

Afvalcontainers.73188,PAPIER,Ja,5.38311371741534,52.1701636233444,34578-Kattenbroekerweg,34578,Kattenbroekerweg thv Merlijnstraat,Ondergronds

Afvalcontainers.73189,PAPIER,Nee,5.40809734377159,52.1575845088584,34772-Arabellapad,34772,Arabellapad thv 19,Ondergronds

Afvalcontainers.73190,PAPIER,Nee,5.41124730543557,52.1594345184227,34770-De Velduil,34770,De Velduil thv 161,Ondergronds

Afvalcontainers.73191,PAPIER,Ja,5.3954117262379,52.1571765325042,34746-Binnen de Veste,34746,Binnen de Veste hk Achter de Kamp,Ondergronds

Afvalcontainers.73192,PAPIER,Ja,5.38649499307162,52.1564662111698,34748-Breestraat,34748,Breestraat thv 45,Ondergronds

Afvalcontainers.73193,PAPIER,Ja,5.38816031039705,52.1540159188411,34747-Zuidsingel,34747,Zuidsingel thv 6,Ondergronds

Afvalcontainers.73194,PAPIER,Ja,5.38862390477367,52.1582702634116,34749-'t Zand,34749,'t Zand thv 18,Ondergronds

Afvalcontainers.73195,PAPIER,Ja,5.3844001847823,52.154031368484,34745-Stadsring,34745,Stadsring thv 98,Ondergronds

Afvalcontainers.73196,PAPIER,Ja,5.39316679008982,52.1593511740198,34586-Coninckstraat,34586,Coninckstraat thv Celzusterenstraat,Ondergronds

Afvalcontainers.73197,PAPIER,Ja,5.41025608382223,52.1590513991474,34729-De Steenuil,34729,Steenuil hk De Sneeuwuil,Ondergronds

Afvalcontainers.73198,PAPIER,Ja,5.38942835675128,52.1589746479161,34597-Boldershof,34597,Boldershof thv (P Plaats),Ondergronds

Afvalcontainers.73199,PAPIER,Nee,5.36890906290502,52.1815280939042,34514-Coelhorsterweg,34514,Coelhorsterweg thv Buschoterstraat,Bovengronds

Afvalcontainers.73200,PAPIER,Ja,5.40635460879596,52.1515514703331,34515-Euterpeplein,34515,Euterpeplein hk Bachweg,Ondergronds

Afvalcontainers.73201,PAPIER,Nee,5.37438558526184,52.1957270942431,34518-Gaardendreef,34518,Gaardendreef hk Coelhorsterappelgaarde,Bovengronds

Afvalcontainers.73202,PAPIER,Nee,5.37302643560231,52.197498239628,34524-Pondspeergaarde,34524,Pondspeergaarde hk Hogeboog,Bovengronds

Afvalcontainers.73203,PAPIER,Nee,5.4215074967481,52.1947067948092,34733-Gardameer,34733,Gardameer thv 1,Bovengronds

Afvalcontainers.73204,PAPIER,Ja,5.43089288320661,52.199205036218,34583-Kuinrestraat,34583,Kuinrestraat thv 53,Ondergronds

Afvalcontainers.73205,PAPIER,Nee,5.38989973399448,52.1708961472231,34526-Heemskinderenstraat,34526,Heemskinderenstr thv Holkerweg,Bovengronds

Afvalcontainers.73206,PAPIER,Nee,5.39182016761333,52.1886686726506,34534-Laan der Hoven,34534,Laan der Hoven thv Het Avontuur,Bovengronds

Afvalcontainers.73207,PAPIER,Ja,5.39830554365138,52.185199942613,34535-Laan naar Emiclaer,34535,Laan naar Emiclaer thv 18,Ondergronds

Afvalcontainers.73208,PAPIER,Nee,5.41740929651226,52.1662279753976,34557-Verzetsplein,34557,Verzetsplein hk Plompstraat,Bovengronds

Afvalcontainers.73209,PAPIER,Nee,5.38147673763868,52.1368606085796,34529-Kamerlingh Onnesstr,34529,Kamerlingh Onnesstr/Einsteinstr,Bovengronds

Afvalcontainers.73210,PAPIER,Nee,5.37788437969945,52.1458881267781,34552-Graaf Janlaan,34552,Graaf Janlaan thv V. Campenstraat,Bovengronds

Afvalcontainers.73211,PAPIER,Nee,5.41278214389864,52.1503161364283,34556-Verdiweg,34556,Verdiweg thv 185 t/m 283,Bovengronds

Afvalcontainers.73212,PAPIER,Ja,5.40036899503387,52.1618284845019,34540-Van Randwijcklaan,34540,Van Randwijcklaan thv Neptunusplein,Ondergronds

Afvalcontainers.73213,PAPIER,Nee,5.40323685280981,52.1681094989173,34544-Rietzangerstraat,34544,Rietzangerstraat thv 40,Bovengronds

Afvalcontainers.73214,PAPIER,Nee,5.36821975527833,52.1356569262916,34530-Arubalaan,34530,Arubalaan thv Kapelweg,Bovengronds

Afvalcontainers.73215,PAPIER,Nee,5.40869249865311,52.1556485144228,34545-Romeostraat,34545,Romeostraat thv 25 t/m 135,Bovengronds

Afvalcontainers.73216,PAPIER,Nee,5.38310542053778,52.1701783406475,34531-Kattenbroekerweg,34531,Kattenbroekerweg thv Merlijnstraat,Bovengronds

Afvalcontainers.73217,PAPIER,Nee,5.39275672387851,52.1928502223994,34543-Reling,34543,Reling hk Bakboord,Bovengronds

Afvalcontainers.73218,PAPIER,Nee,5.38001665572956,52.1930118837983,34542-Pastoor Pieckweg,34542,Pastoor Pieckweg thv Wellesiekerf,Bovengronds

Afvalcontainers.73219,PAPIER,Nee,5.37841615826022,52.2039260726639,34774-Melkkruid (PAPIER),34774,Melkkruid hk Kruidendreef,Bovengronds

Afvalcontainers.73220,PAPIER,Nee,5.42970874649165,52.1972827293994,34743-Wouda locatie 2,34743,Wouda locatie 2 (bij kledingbakken),Bovengronds

Afvalcontainers.73221,PAPIER,Ja,5.38291900781176,52.1652663954101,34754-Kleine/Grote Beer,34754,Kleine/Grote Beer,Ondergronds

Afvalcontainers.73222,PAPIER,Ja,5.3865856059453,52.1523656299363,34502-Souverein,34502,Souverein thv (Plusmarkt),Ondergronds

Afvalcontainers.73223,PAPIER,Ja,5.39657432871,52.1554942951571,34730-Stadsring,34730,Stadsring thv (INTIUM),Ondergronds

Afvalcontainers.73224,PAPIER,Ja,5.43089001782712,52.1931014331085,34742-Ursulapolder,34742,Ursulapolder thv (P plaats LIDL),Ondergronds

Afvalcontainers.73225,PAPIER,Nee,5.41443533623283,52.1634572201734,34559-Weg v/d Vrijheid,34559,Weg v/d Vrijheid thv Lage weg,Bovengronds

Afvalcontainers.73226,PAPIER,Nee,5.35655428981932,52.1620526573132,34528-Isseltseveld,34528,Isseltseveld thv Dreef,Bovengronds

Afvalcontainers.73227,PAPIER,Nee,5.3787516177403,52.1676017137662,34505-Balladelaan,34505,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73228,PAPIER,Nee,5.41202128427363,52.1639331964702,34550-Trekvogelweg,34550,Trekvogelweg thv Meeuwenstraat,Bovengronds

Afvalcontainers.73229,PAPIER,Nee,5.37160443819808,52.1395517608561,34509-Bonairelaan,34509,Bonairelaan thv Sabapad,Bovengronds

Afvalcontainers.73230,PAPIER,Nee,5.38707383001857,52.1417453107983,34513-Kelvinstraat,34513,Kelvinstraat thv Cartesiusstraat,Bovengronds

Afvalcontainers.73231,PAPIER,Nee,5.3909849500088,52.1643142245775,34506-Binckesstraat,34506,Binckesstraat thv 104,Bovengronds

Afvalcontainers.73232,PAPIER,Nee,5.37876224734466,52.1675848398472,34504-Balladelaan,34504,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73233,PAPIER,Nee,5.37435048606189,52.1957304023134,34517-Gaardendreef,34517,Gaardendreef hk Coelhorsterappelgaarde,Bovengronds

Afvalcontainers.73234,PAPIER,Nee,5.4135358242456,52.1698511491971,34520-Geallieerdenstraat,34520,Geallieerdenstraat hk Koerierstersweg,Bovengronds

Afvalcontainers.73235,PAPIER,Ja,5.42986567753503,52.2005854455832,34584-Scharwoudestraat,34584,Scharwoudestraat thv 13,Ondergronds

Afvalcontainers.73236,PAPIER,Nee,5.41880351882017,52.1680376693093,34546-Rustenburgweg,34546,Rustenburgweg thv Mellemastraat,Bovengronds

Afvalcontainers.73237,PAPIER,Nee,5.36971868795855,52.2028316182894,34558-Waterdreef,34558,Waterdreef hk Posthoornslak,Bovengronds

Afvalcontainers.73238,PAPIER,Nee,5.40709242847838,52.1693678105045,34549-Trekvogelweg,34549,Trekvogelweg hk Havikshorst,Bovengronds

Afvalcontainers.73239,PAPIER,Nee,5.3763831148488,52.1999982622301,34560-Zeldertsedreef,34560,Zeldertsedreef thv (Boog Kerk),Bovengronds

Afvalcontainers.73240,PAPIER,Nee,5.431544144516,52.1876057877867,34510-Brenninkmeijerlaan,34510,Brenninkmeijerlaan thv Brink,Bovengronds

Afvalcontainers.73241,PAPIER,Ja,5.3954923604278,52.1662022459103,34553-Van Obdamstraat,34553,Van Obdamstraat thv 1,Ondergronds

Afvalcontainers.73242,PAPIER,Nee,5.41094494217869,52.1603295197286,34547-Wiekslag,34547,Wiekslag hk Spreeuwenstraat,Bovengronds

Afvalcontainers.73243,PAPIER,Ja,5.39768509457251,52.1596184368283,34594-Van Goudoeverstraat,34594,Van Goudoeverstraat thv P-plaats,Ondergronds

Afvalcontainers.73244,PAPIER,Ja,5.40664524520238,52.1544034292731,34712-Bachweg,34712,Bachweg thv (Telemannhof),Ondergronds

Afvalcontainers.73245,PAPIER,Ja,5.38235441933007,52.1605779274363,34585-Kleine Koppel,34585,Kleine Koppel thv haven,Ondergronds

Afvalcontainers.73246,PAPIER,Ja,5.39760156400673,52.1455536222984,34713-Lambert Heijnricsstraat,34713,Lambert Heijnricsstraat thv 5,Ondergronds

Afvalcontainers.73247,PAPIER,Ja,5.37562558256105,52.1873022457544,34701-Kraailandhof,34701,Kraailandhof hk Breelandhof,Ondergronds

Afvalcontainers.73248,PAPIER,Ja,5.41332391956815,52.1892168876813,34753-Iersepond (Deka-markt),34753,Iersepond/Valutaboulevard,Ondergronds

Afvalcontainers.73249,PAPIER,Nee,5.38848714865705,52.1639173374262,34751-Evenaar,34751,Evenaar thv 89,Ondergronds

Afvalcontainers.73250,PAPIER,Ja,5.3935960034897,52.1622319100735,34596-Van Galenstraat,34596,Van Galenstraat hk Van Brakelstraat,Ondergronds

Afvalcontainers.73251,GLAS,Nee,5.35861186856425,52.1474948802151,34103-Cort van de Lindenlaan,34103,Cort van de Lindenlaan thv 20,Bovengronds

Afvalcontainers.73252,GLAS,Nee,5.371504299337,52.1778326515677,34109-De Koop,34109,De Koop thv 74,Bovengronds

Afvalcontainers.73253,GLAS,Nee,5.37416033225149,52.1957558747199,34130-Gaardendreef,34130,Gaardendreef hk Coelhorsterappelgaarde,Bovengronds

Afvalcontainers.73254,GLAS,Nee,5.41055702792918,52.1613452933288,34397-Wiekslag,34397,Wiekslag hk Lageweg,Bovengronds

Afvalcontainers.73255,GLAS,Nee,5.42973710985368,52.1858198555191,34106-Daan Brouwerlaan,34106,Daan Brouwerlaan hk Postloperlaan,Bovengronds

Afvalcontainers.73256,GLAS,Nee,5.37051352081357,52.1972695202832,34133-Gaardendreef,34133,Gaardendreef hk KleiPeergaarde,Bovengronds

Afvalcontainers.73257,GLAS,Ja,5.43094630383443,52.1931148088586,34467-Ursulapolder,34467,Ursulapolder thv (P plaats LIDL),Ondergronds

Afvalcontainers.73258,GLAS,Nee,5.40845807404919,52.1663081896378,34400-Wiekslag,34400,Wiekslag thv Vogelplein,Bovengronds

Afvalcontainers.73259,GLAS,Nee,5.37286003654082,52.1828013219737,34415-Tolick,34415,Tolick thv Zevenhuizerstraat,Bovengronds

Afvalcontainers.73260,GLAS,Nee,5.39524599610054,52.1706583414654,34319-Sagenlaan,34319,Sagenlaan thv Gunsterstraat,Bovengronds

Afvalcontainers.73261,GLAS,Nee,5.35655531728525,52.1620725679784,34175-Isseltseveld,34175,Isseltseveld thv Dreef,Bovengronds

Afvalcontainers.73262,GLAS,Nee,5.38992803367125,52.1708940030748,34163-Heemskinderenstraat,34163,Heemskinderenstraat thv Holkerweg,Bovengronds

Afvalcontainers.73263,GLAS,Nee,5.42501229383667,52.1890082644371,34148-Heideweg,34148,Heideweg hk Sterrebos,Bovengronds

Afvalcontainers.73264,GLAS,Nee,5.37688158332605,52.1780520808522,34142-Hamseweg (bij Boni),34142,Hamseweg thv P-plaats Boni,Bovengronds

Afvalcontainers.73265,GLAS,Nee,5.40172811797793,52.1916520164172,34154-Het Hallehuis,34154,Het Hallehuis thv Kleine Kreek,Bovengronds

Afvalcontainers.73266,GLAS,Nee,5.38371540970126,52.1746705802374,34013-Amelisweerd,34013,Amelisweerd hk Boomrijk,Bovengronds

Afvalcontainers.73267,GLAS,Nee,5.38708696423504,52.1838737508592,34055-Bedekteweg,34055,Bedekteweg thv 2,Bovengronds

Afvalcontainers.73268,GLAS,Nee,5.4036750060847,52.1766037818802,Albert Schweitzersngl,34004,A Schweitzersgnl hk Homerusstr,Bovengronds

Afvalcontainers.73269,GLAS,Nee,5.37879198673942,52.1676118191536,34046-Balladelaan,34046,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73270,GLAS,Nee,5.39056299897342,52.1730161770261,34167-Holkerweg,34167,Holkerweg thv (P plaats JUMBO),Bovengronds

Afvalcontainers.73271,GLAS,Nee,5.36819130355962,52.1356712910684,34184-Arubalaan,34184,Arubalaan thv Kapelweg,Bovengronds

Afvalcontainers.73272,GLAS,Nee,5.3830968349295,52.1701933635261,34187-Kattenbroekerweg,34187,Kattenbroekerweg thv Merlijnstraat,Bovengronds

Afvalcontainers.73273,GLAS,Nee,5.38144532947756,52.1368374180839,34181-Kamerlingh Onnesstr,34181,Kamerlingh Onnesstr/Einsteinstr,Bovengronds

Afvalcontainers.73274,GLAS,Nee,5.37224992627769,52.144435224997,34178-Jacob Catslaan,34178,Jacob Catslaan hk Tollenslaan,Bovengronds

Afvalcontainers.73275,GLAS,Nee,5.41352769506639,52.169866717952,34136-Geallieerdenstraat,34136,Geallieerdenstraat hk Koerierstersweg,Bovengronds

Afvalcontainers.73276,GLAS,Nee,5.40116659330491,52.1790252273325,34160-Bombardonstraat,34160,Bombardonstraat hk Hobbostraat,Bovengronds

Afvalcontainers.73277,GLAS,Nee,5.40653260130873,52.1621596817099,34409-Zangvogelweg,34409,Zangvogelweg hk Albatrosstraat,Bovengronds

Afvalcontainers.73278,GLAS,Ja,5.38237537793832,52.1605633005967,34433-Kleine Koppel,34433,Kleine Koppel thv haven,Ondergronds

Afvalcontainers.73279,GLAS,Nee,5.40490209775983,52.1518221011874,34118-Euterpeplein,34118,Euterpeplein thv 54 B,Bovengronds

Afvalcontainers.73280,GLAS,Ja,5.3677546867067,52.2022620177783,34406-Zalm,34406,Zalm thv 31,Bovengronds

Afvalcontainers.73281,GLAS,Nee,5.39926400323225,52.1427182917251,34112-Dorresteinseweg,34112,Dorresteinseweg thv Doresteinsesteeg,Bovengronds

Afvalcontainers.73282,GLAS,Nee,5.37880212693219,52.1675936464479,34043-Balladelaan,34043,Balladelaan thv (Lidl),Bovengronds

Afvalcontainers.73283,GLAS,Nee,5.40977630252419,52.1860797641546,34037-Atlasvlinder,34037,Atlasvlinder hk Zielhorsterlaan,Bovengronds

Afvalcontainers.73284,GLAS,Nee,5.38851458091842,52.1900405924669,34034-Assoer,34034,Assoer hk De Hortus,Bovengronds

Afvalcontainers.73285,GLAS,Nee,5.3716258929252,52.1395413377738,34076-Bonairelaan,34076,Bonairelaan thv Sabapad,Bovengronds

Afvalcontainers.73286,GLAS,Nee,5.36598047682152,52.1491171990431,34115-Dr. Abraham Kuiperlaan,34115,Dr. Abraham Kuiperlaan thv (School),Bovengronds

Afvalcontainers.73394,PMD,Ja,5.3915098433924,52.1579717232796,34980-Weverssingel,34980,Weverssingel thv 20,Ondergronds

Afvalcontainers.73395,PMD,Ja,5.41907834831885,52.205978684977,35826-Baak van Renesse,35826,Baak van Renesse naast nr 3,Ondergronds

Afvalcontainers.73396,PMD,Ja,5.4147666141639,52.2041342892758,35827-Hogesteeg,35827,Hogesteeg thv nr 85,Ondergronds

Afvalcontainers.73397,PMD,Ja,5.42628047525532,52.1870192223807,34987-Brenninkmeijerlaan,34987,Brenninkmeijerlaan hk A v Altenastraat,Ondergronds

