FID,ZOEK_POSTCODE,ZOEK_ADRES,X,Y,STRAAT,HUISNUMMER,HUISLETTER,HUIS_TOEVOEGING,POSTCODE,WOONPLAATS,WIJ_NAAM,WEBSITE,GEOM
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_288f,"9728ME, 100",A. Jacobsstraat 100 9728ME Groningen,232515,578135,A. Jacobsstraat,100,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232515 578135)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2890,"9728MP, 101",A. Jacobsstraat 101 9728MP Groningen,232539,578347,A. Jacobsstraat,101,,,9728MP,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232539 578347)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2891,"9728ME, 102",A. Jacobsstraat 102 9728ME Groningen,232512,578126,A. Jacobsstraat,102,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232512 578126)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2892,"9728MP, 103",A. Jacobsstraat 103 9728MP Groningen,232535,578334,A. Jacobsstraat,103,,,9728MP,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232535 578334)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2893,"9728ME, 104",A. Jacobsstraat 104 9728ME Groningen,232529,578100,A. Jacobsstraat,104,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232529 578100)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2894,"9728MP, 105",A. Jacobsstraat 105 9728MP Groningen,232533,578327,A. Jacobsstraat,105,,,9728MP,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232533 578327)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2895,"9728ME, 106",A. Jacobsstraat 106 9728ME Groningen,232540,578080,A. Jacobsstraat,106,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232540 578080)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2896,"9728MG, 107",A. Jacobsstraat 107 9728MG Groningen,232522,578289,A. Jacobsstraat,107,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232522 578289)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2897,"9728ME, 108",A. Jacobsstraat 108 9728ME Groningen,232550,578062,A. Jacobsstraat,108,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232550 578062)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2898,"9728MG, 109",A. Jacobsstraat 109 9728MG Groningen,232519,578280,A. Jacobsstraat,109,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232519 578280)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2899,"9728ML, 11",A. Jacobsstraat 11 9728ML Groningen,232734,578547,A. Jacobsstraat,11,,,9728ML,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232734 578547)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289a,"9728ME, 110",A. Jacobsstraat 110 9728ME Groningen,232558,578046,A. Jacobsstraat,110,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232558 578046)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289b,"9728MG, 111",A. Jacobsstraat 111 9728MG Groningen,232516,578271,A. Jacobsstraat,111,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232516 578271)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289c,"9728ME, 112",A. Jacobsstraat 112 9728ME Groningen,232570,578030,A. Jacobsstraat,112,,,9728ME,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232570 578030)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289d,"9728MG, 113",A. Jacobsstraat 113 9728MG Groningen,232513,578261,A. Jacobsstraat,113,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232513 578261)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289e,"9728MG, 115",A. Jacobsstraat 115 9728MG Groningen,232511,578252,A. Jacobsstraat,115,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232511 578252)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_289f,"9728MG, 117",A. Jacobsstraat 117 9728MG Groningen,232508,578242,A. Jacobsstraat,117,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232508 578242)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a0,"9728MG, 119",A. Jacobsstraat 119 9728MG Groningen,232505,578233,A. Jacobsstraat,119,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232505 578233)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a1,"9728MG, 121",A. Jacobsstraat 121 9728MG Groningen,232502,578224,A. Jacobsstraat,121,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232502 578224)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a2,"9728MG, 123",A. Jacobsstraat 123 9728MG Groningen,232499,578214,A. Jacobsstraat,123,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232499 578214)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a3,"9728MG, 127",A. Jacobsstraat 127 9728MG Groningen,232494,578198,A. Jacobsstraat,127,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232494 578198)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a4,"9728ML, 13",A. Jacobsstraat 13 9728ML Groningen,232724,578573,A. Jacobsstraat,13,,,9728ML,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232724 578573)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a5,"9728MG, 135",A. Jacobsstraat 135 9728MG Groningen,232488,578088,A. Jacobsstraat,135,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232488 578088)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a6,"9728MG, 137",A. Jacobsstraat 137 9728MG Groningen,232489,578090,A. Jacobsstraat,137,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232489 578090)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a7,"9728MG, 139",A. Jacobsstraat 139 9728MG Groningen,232488,578091,A. Jacobsstraat,139,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232488 578091)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a8,"9728MG, 141",A. Jacobsstraat 141 9728MG Groningen,232488,578093,A. Jacobsstraat,141,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232488 578093)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28a9,"9728MG, 143",A. Jacobsstraat 143 9728MG Groningen,232488,578095,A. Jacobsstraat,143,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232488 578095)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28aa,"9728MG, 145",A. Jacobsstraat 145 9728MG Groningen,232485,578088,A. Jacobsstraat,145,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232485 578088)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ab,"9728MG, 147",A. Jacobsstraat 147 9728MG Groningen,232485,578089,A. Jacobsstraat,147,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232485 578089)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ac,"9728MG, 149",A. Jacobsstraat 149 9728MG Groningen,232485,578091,A. Jacobsstraat,149,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232485 578091)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ad,"9728ML, 15",A. Jacobsstraat 15 9728ML Groningen,232721,578582,A. Jacobsstraat,15,,,9728ML,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232721 578582)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ae,"9728MG, 151",A. Jacobsstraat 151 9728MG Groningen,232485,578093,A. Jacobsstraat,151,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232485 578093)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28af,"9728MG, 153",A. Jacobsstraat 153 9728MG Groningen,232485,578094,A. Jacobsstraat,153,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232485 578094)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b0,"9728MG, 155",A. Jacobsstraat 155 9728MG Groningen,232482,578087,A. Jacobsstraat,155,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232482 578087)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b1,"9728MG, 157",A. Jacobsstraat 157 9728MG Groningen,232482,578089,A. Jacobsstraat,157,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232482 578089)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b2,"9728MG, 159",A. Jacobsstraat 159 9728MG Groningen,232482,578091,A. Jacobsstraat,159,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232482 578091)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b3,"9728MG, 161",A. Jacobsstraat 161 9728MG Groningen,232482,578093,A. Jacobsstraat,161,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232482 578093)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b4,"9728MG, 163",A. Jacobsstraat 163 9728MG Groningen,232482,578094,A. Jacobsstraat,163,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232482 578094)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b5,"9728MG, 165",A. Jacobsstraat 165 9728MG Groningen,232479,578087,A. Jacobsstraat,165,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232479 578087)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b6,"9728MG, 167",A. Jacobsstraat 167 9728MG Groningen,232479,578089,A. Jacobsstraat,167,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232479 578089)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b7,"9728MG, 169",A. Jacobsstraat 169 9728MG Groningen,232509,578077,A. Jacobsstraat,169,,,9728MG,Groningen,WIJ Corpus den Hoorn,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-corpusdenhoorn-hoornsemeer"" target=""_blank"">Website WIJ Corpus den Hoorn</A>",POINT (232509 578077)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b8,"9752VC, 1",'t Harde 1 9752VC Haren Gn,236656,575958,'t Harde,1,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236656 575958)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28b9,"9752VD, 10",'t Harde 10 9752VD Haren Gn,236714,575973,'t Harde,10,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236714 575973)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ba,"9752VC, 11",'t Harde 11 9752VC Haren Gn,236699,575790,'t Harde,11,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236699 575790)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28bb,"9752VD, 12",'t Harde 12 9752VD Haren Gn,236711,575933,'t Harde,12,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236711 575933)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28bc,"9752VC, 13",'t Harde 13 9752VC Haren Gn,236717,575772,'t Harde,13,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236717 575772)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28bd,"9752VD, 14",'t Harde 14 9752VD Haren Gn,236718,575892,'t Harde,14,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236718 575892)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28be,"9752VC, 15",'t Harde 15 9752VC Haren Gn,236745,575742,'t Harde,15,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236745 575742)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28bf,"9752VD, 16",'t Harde 16 9752VD Haren Gn,236732,575857,'t Harde,16,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236732 575857)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c0,"9752VC, 17",'t Harde 17 9752VC Haren Gn,236757,575697,'t Harde,17,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236757 575697)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c1,"9752VD, 18",'t Harde 18 9752VD Haren Gn,236748,575827,'t Harde,18,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236748 575827)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c2,"9752VD, 2",'t Harde 2 9752VD Haren Gn,236699,576005,'t Harde,2,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236699 576005)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c3,"9752VD, 20",'t Harde 20 9752VD Haren Gn,236774,575799,'t Harde,20,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236774 575799)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c4,"9752VC, 21",'t Harde 21 9752VC Haren Gn,236919,575540,'t Harde,21,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236919 575540)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c5,"9752VC, 21/G01",'t Harde 21/G01 9752VC Haren Gn,236928,575527,'t Harde,21,,G01,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236928 575527)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c6,"9752VC, 21/G02",'t Harde 21/G02 9752VC Haren Gn,236926,575525,'t Harde,21,,G02,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236926 575525)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c7,"9752VC, 21/G03",'t Harde 21/G03 9752VC Haren Gn,236923,575523,'t Harde,21,,G03,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236923 575523)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c8,"9752VC, 21/G04",'t Harde 21/G04 9752VC Haren Gn,236921,575522,'t Harde,21,,G04,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236921 575522)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28c9,"9752VC, 21/G05",'t Harde 21/G05 9752VC Haren Gn,236917,575521,'t Harde,21,,G05,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236917 575521)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ca,"9752VC, 21/G06",'t Harde 21/G06 9752VC Haren Gn,236914,575519,'t Harde,21,,G06,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236914 575519)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28cb,"9752VD, 22",'t Harde 22 9752VD Haren Gn,236790,575766,'t Harde,22,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236790 575766)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28cc,"9752VD, 24",'t Harde 24 9752VD Haren Gn,236797,575740,'t Harde,24,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236797 575740)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28cd,"9752VD, 26",'t Harde 26 9752VD Haren Gn,236833,575722,'t Harde,26,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236833 575722)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28ce,"9752VD, 28",'t Harde 28 9752VD Haren Gn,236871,575718,'t Harde,28,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236871 575718)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28cf,"9752VC, 3",'t Harde 3 9752VC Haren Gn,236658,575922,'t Harde,3,,,9752VC,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236658 575922)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28d0,"9752VD, 30",'t Harde 30 9752VD Haren Gn,236879,575694,'t Harde,30,,,9752VD,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236879 575694)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28d1,"9752VE, 32",'t Harde 32 9752VE Haren Gn,236885,575676,'t Harde,32,,,9752VE,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236885 575676)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28d2,"9752VE, 34",'t Harde 34 9752VE Haren Gn,236894,575660,'t Harde,34,,,9752VE,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236894 575660)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28d3,"9752VE, 36",'t Harde 36 9752VE Haren Gn,236902,575644,'t Harde,36,,,9752VE,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236902 575644)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_28d4,"9752VE, 38",'t Harde 38 9752VE Haren Gn,236910,575627,'t Harde,38,,,9752VE,Haren Gn,WIJ Haren,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-haren"" target=""_blank"">Website WIJ Haren</A>",POINT (236910 575627)
