BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;2;0;1;0;0;3
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;1;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9973;HOUWERZIJL;1966;Het Hogeland;0;0;1;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9977;KLOOSTERBUREN;1966;Het Hogeland;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9978;HORNHUIZEN;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;1;0;0;0;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;0;1;0;0;1
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;2;2;2;4;0;0;10
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9992;HUIZINGE;1979;Eemsdelta;1;0;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9994;TOORNWERD;1979;Eemsdelta;1;0;0;1;0;0;2
13ZU;02;Reitdiepcollege;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9355;MIDWOLDE;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9444;GROLLOO;1680;Aa en Hunze;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;2;2;0;0;0;0;4
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;2;1;0;0;0;0;3
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;4;2;0;0;0;0;6
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;2;2;0;0;0;0;4
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;6;2;0;0;0;0;8
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;7;2;0;0;0;0;9
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;5;1;0;0;0;0;6
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;3;1;0;0;0;0;4
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;6;1;0;0;0;0;7
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;6;1;0;0;0;0;7
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;8;3;0;0;0;0;11
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;3;1;0;0;0;0;4
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;2;1;0;0;0;0;3
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;3;2;0;0;0;0;5
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;3;0;0;0;0;0;3
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;3;0;0;0;0;0;3
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;1;1;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;1;0;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9967;EENRUM;1966;Het Hogeland;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;3;0;0;0;0;0;3
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;2;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;2;0;0;0;0;0;2
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9996;EPPENHUIZEN;1966;Het Hogeland;0;1;0;0;0;0;1
13ZU;03;Reitdiepcollege;0014;GRONINGEN;9997;ZANDEWEER;1966;Het Hogeland;1;0;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;1061;AMSTERDAM;0363;Amsterdam;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;1363;ALMERE;0034;Almere;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;0;0;1;0;0;1
14RP;00;CSG;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;0;0;1;0;0;1
14RP;00;CSG;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9463;EEXT;1680;Aa en Hunze;0;0;1;0;0;1;2
14RP;00;CSG;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;2;0;0;0;0;0;2
14RP;00;CSG;0014;GRONINGEN;9606;KROPSWOLDE;1952;Midden-Groningen;0;0;1;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;0;0;1;1;0;0;2
14RP;00;CSG;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;1;0;0;0;0;1;2
14RP;00;CSG;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;5;4;6;4;2;1;22
14RP;00;CSG;0014;GRONINGEN;9614;HARKSTEDE GN;0014;Groningen;0;1;2;2;1;1;7
14RP;00;CSG;0014;GRONINGEN;9616;SCHARMER;1952;Midden-Groningen;0;1;0;1;1;0;3
14RP;00;CSG;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;6;2;7;7;3;0;25
14RP;00;CSG;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;3;0;1;0;1;0;5
14RP;00;CSG;0014;GRONINGEN;9622;LAGELAND GN;0014;Groningen;1;0;1;1;0;0;3
14RP;00;CSG;0014;GRONINGEN;9625;OVERSCHILD;1952;Midden-Groningen;1;0;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;1;1;1;2;0;0;5
14RP;00;CSG;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9635;NOORDBROEK;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;0;1;0;2;1;0;4
14RP;00;CSG;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;6;3;5;3;1;0;18
14RP;00;CSG;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;1;1;1;2;0;5
14RP;00;CSG;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;5;2;9;9;3;1;29
14RP;00;CSG;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;2;0;3;2;0;0;7
14RP;00;CSG;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;2;0;2;0;0;0;4
14RP;00;CSG;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
14RP;00;CSG;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;1;0;1;0;1;0;3
14RP;00;CSG;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
14RP;00;CSG;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;0;6;2;0;0;9
14RP;00;CSG;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;0;1;0;1;0;0;2
14RP;00;CSG;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;21;20;13;17;9;6;86
14RP;00;CSG;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;10;11;16;15;5;3;60
14RP;00;CSG;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;6;4;5;7;1;1;24
14RP;00;CSG;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;3;5;1;11;3;0;23
14RP;00;CSG;0014;GRONINGEN;9735;GRONINGEN;0014;Groningen;1;1;0;2;0;0;4
14RP;00;CSG;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;21;17;13;16;3;1;71
14RP;00;CSG;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;15;17;18;9;8;0;67
14RP;00;CSG;0014;GRONINGEN;9738;GRONINGEN;0014;Groningen;0;1;1;1;1;0;4
14RP;00;CSG;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;3;1;3;0;0;0;7
14RP;00;CSG;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;2;1;3;2;0;0;8
14RP;00;CSG;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;1;1;1;1;2;0;6
14RP;00;CSG;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;0;0;0;0;2;0;2
14RP;00;CSG;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;2;1;4;3;1;1;12
14RP;00;CSG;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;0;1;4;4;0;0;9
14RP;00;CSG;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;1;2;2;3;0;8
14RP;00;CSG;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;15;25;32;20;21;5;118
14RP;00;CSG;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;1;0;1;0;0;0;2
14RP;00;CSG;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;3;1;3;2;2;0;11
14RP;00;CSG;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;11;15;16;10;13;4;69
14RP;00;CSG;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;1;1;2;2;2;8
14RP;00;CSG;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;2;0;1;0;1;0;4
14RP;00;CSG;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;3;0;1;0;1;0;5
14RP;00;CSG;0014;GRONINGEN;9797;THESINGE;0014;Groningen;1;1;3;4;1;0;10
14RP;00;CSG;0014;GRONINGEN;9798;GARMERWOLDE;0014;Groningen;1;2;1;1;1;0;6
14RP;00;CSG;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;0;0;1;2;0;0;3
14RP;00;CSG;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;2;0;0;0;0;0;2
14RP;00;CSG;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;1;0;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;2;0;0;0;0;0;2
14RP;00;CSG;0014;GRONINGEN;9865;OPENDE;1969;Westerkwartier;0;0;1;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9881;KOMMERZIJL;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9882;KOMMERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;00;CSG;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;0;1;2;2;0;5
14RP;00;CSG;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;0;0;1;0;1;0;2
14RP;00;CSG;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;0;0;0;1;0;0;1
14RP;00;CSG;0014;GRONINGEN;9908;GODLINZE;1979;Eemsdelta;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9912;LEERMENS;1979;Eemsdelta;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9915;'T ZANDT GN;1979;Eemsdelta;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9918;GARRELSWEER;1979;Eemsdelta;2;0;1;1;1;0;5
14RP;00;CSG;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;1;0;3;1;0;0;5
14RP;00;CSG;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;2;2;2;4;0;1;11
14RP;00;CSG;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;3;4;2;2;1;1;13
14RP;00;CSG;0014;GRONINGEN;9956;DEN ANDEL;1966;Het Hogeland;0;0;0;0;1;0;1
14RP;00;CSG;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;0;1;0;1;0;0;2
14RP;00;CSG;0014;GRONINGEN;9961;MENSINGEWEER;1966;Het Hogeland;0;0;0;1;0;2;3
14RP;00;CSG;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;1;0;0;0;1;2;4
14RP;00;CSG;0014;GRONINGEN;9973;HOUWERZIJL;1966;Het Hogeland;0;1;0;0;1;1;3
14RP;00;CSG;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;2;0;2;0;0;0;4
14RP;00;CSG;0014;GRONINGEN;9975;VIERHUIZEN;1966;Het Hogeland;0;0;0;1;1;0;2
14RP;00;CSG;0014;GRONINGEN;9978;HORNHUIZEN;1966;Het Hogeland;0;0;0;1;1;0;2
14RP;00;CSG;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;1;2;0;0;3
14RP;00;CSG;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;1;0;0;1;0;2
14RP;00;CSG;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;1;0;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;1;0;0;0;0;1
14RP;00;CSG;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;3853;ERMELO;0233;Ermelo;0;0;0;0;0;1;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9204;DRACHTEN;0090;Smallingerland;0;0;0;0;1;1;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;2;2;5;5;3;0;17
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;2;1;1;0;2;0;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9312;NIETAP;1699;Noordenveld;0;0;1;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9313;LEUTINGEWOLDE;1699;Noordenveld;1;0;1;0;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9315;RODERWOLDE;1699;Noordenveld;1;0;0;2;1;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;7;5;6;10;7;3;38
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;1;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9359;BOERAKKER;1969;Westerkwartier;0;0;1;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9365;NIEBERT;1969;Westerkwartier;1;0;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;0;2;2;0;0;2;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;0;0;0;1;0;2;3
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9481;VRIES;1730;Tynaarlo;1;0;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9493;DE PUNT;1730;Tynaarlo;1;0;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9494;YDE;1730;Tynaarlo;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9496;BUNNE;1730;Tynaarlo;0;0;0;0;1;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;0;1;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;1;1;2;0;1;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9605;KIEL-WINDEWEER;1952;Midden-Groningen;0;0;0;0;1;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;0;1;1;0;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;0;0;0;1;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;2;3;4;0;1;0;10
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;0;0;2;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9616;SCHARMER;1952;Midden-Groningen;1;0;3;0;0;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;7;3;2;6;1;1;20
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;0;1;0;1;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9622;LAGELAND GN;0014;Groningen;0;0;0;1;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9624;LUDDEWEER;1952;Midden-Groningen;1;0;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;0;2;0;1;0;2;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9627;HELLUM;1952;Midden-Groningen;0;1;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9636;ZUIDBROEK;1952;Midden-Groningen;0;4;0;1;1;0;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9651;MEEDEN;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9679;SCHEEMDA;1895;Oldambt;1;0;0;0;0;1;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;2;1;0;3
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;2;3;3;0;1;1;10
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;3;2;1;2;0;0;8
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;1;1;1;1;0;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;0;3;0;3;1;0;7
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;0;0;0;2;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;3;0;2;6;2;1;14
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;6;2;4;0;2;0;14
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;5;17;15;8;6;0;51
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;2;9;8;3;7;1;30
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;9;2;4;1;1;18
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;0;3;1;1;0;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9725;GRONINGEN;0014;Groningen;2;2;0;1;0;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;0;0;1;1;2;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;6;11;9;14;5;4;49
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;11;8;8;9;11;1;48
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;5;4;2;3;4;0;18
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;2;1;3;0;0;0;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;2;1;1;2;1;8
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;2;9;3;1;3;0;18
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9735;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;1;0;1;0;2;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;4;2;1;0;1;0;8
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;0;0;3;2;0;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;8;15;15;16;7;3;64
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;19;19;20;13;6;6;83
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;11;15;6;10;16;1;59
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;5;8;6;6;5;4;34
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;34;32;20;26;24;7;143
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;6;7;6;4;3;1;27
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;1;2;2;1;1;0;7
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;3;10;1;3;3;0;20
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9755;ONNEN;0014;Groningen;1;2;1;0;0;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;5;12;10;7;4;0;38
