FID,OVW_STARTDATUM,SENSOR_ID,SENSORTYPE,LOCATIEOMSCHRIJVING,OPMERKING,LATITUDE,LONGITUDE,MEETMOMENT,BODEMVOCHTIGHEIDPERCENTAGE,GEOMETRIE,OVW_MAX_SIZE
Bodemvocht.6200215,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 04:03:43,28,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200216,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 07:03:14,26,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200217,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 10:02:46,25,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200218,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 13:02:13,23,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200219,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 16:01:29,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200220,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 19:00:38,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200221,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,11/10/2020 21:59:51,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200222,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 00:59:10,23,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200223,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 03:58:31,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200224,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 06:57:55,23,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200225,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 09:57:21,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200226,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 12:56:41,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200227,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 15:55:50,22,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200228,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 18:55:00,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200229,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,12/10/2020 21:54:12,24,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200230,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 00:53:27,23,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200231,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 03:52:46,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200232,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 06:52:07,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200233,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 09:51:31,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200234,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 12:50:50,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200235,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 15:50:02,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200236,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 18:49:10,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200237,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,13/10/2020 21:48:22,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200238,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 00:47:39,19,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200239,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 03:47:02,19,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200240,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 06:46:31,19,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200241,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 09:46:01,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200242,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 12:45:27,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200243,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 15:44:42,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200244,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 18:43:54,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200245,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,14/10/2020 21:43:10,21,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200246,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 00:42:30,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200247,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 03:41:52,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200248,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 06:41:13,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200249,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 09:40:35,20,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200250,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 12:39:54,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200251,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 15:39:05,7,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200252,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 18:38:12,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200253,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,15/10/2020 21:37:22,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200254,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 00:36:36,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200255,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 03:35:54,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200256,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 06:35:16,6,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200257,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 09:34:39,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200258,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 12:34:02,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200259,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 15:33:16,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200260,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 18:32:25,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200261,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,16/10/2020 21:31:35,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200262,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 00:30:49,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200263,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 03:30:06,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200264,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 06:29:26,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200265,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 09:28:48,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200266,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 12:28:09,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200267,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 15:27:23,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200268,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 18:26:31,5,POINT (47.975235466892244 3.313610199241911),0

Bodemvocht.6200269,2023-02-03,50,bodemvochtigheid  40cm,Piet Mondriaanplein t.h.v. 313,gebied: Stationsgebied,52.154739,5.374832,17/10/2020 21:25:39,5,POINT (47.975235466892244 3.313610199241911),0

