FID,length,filenaam,br_links,br_rechts,vliegdatum,stroken,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2007.23,22632.984,midnorth2_0,196.80000305,-166.6000061,3-4-2007,1,,,"LINESTRING (104336.29699999839 526771.375, 110281.04699999839 548609.688000001)"
vlieglijnen_kust_2007.24,23282.773,midnorth2_0,440.6000061,-245.19999695,3-4-2007,2,,,"LINESTRING (110812.14799999818 549507.875, 104629.25800000131 527061.063000001)"
vlieglijnen_kust_2007.25,19785.508,midnorth2_0,233.30000305,-224.5,3-4-2007,3,,,"LINESTRING (104832.10200000182 526959.188000001, 110121.2809999995 546024.625)"
vlieglijnen_kust_2007.26,12206.132,midnorth2_1,238.19999695,-188.1000061,3-4-2007,4,,,"LINESTRING (109846.9059999995 544040.563000001, 106578.38300000131 532280.188000001)"
vlieglijnen_kust_2007.27,3011.394,midnorth2_1,321.8999939,-237.5,3-4-2007,5,,,"LINESTRING (110099.3440000005 549027.063000001, 109418.31300000101 546093.688000001)"
vlieglijnen_kust_2007.28,8634.68,midnorth2_1,225.30000305,-206.6000061,3-4-2007,6,,,"LINESTRING (109294.8200000003 542049.938000001, 109822.14799999818 550668.5)"
vlieglijnen_kust_2007.29,5018.764,midnorth2_1,245.19999695,-242.69999695,3-4-2007,7,,,"LINESTRING (109721.14799999818 546462.938000001, 109896.85200000182 551478.625)"
vlieglijnen_kust_2007.30,4078.946,midnorth2_1,225.69999695,-190.6000061,3-4-2007,8,,,"LINESTRING (109949.22700000182 547989.188000001, 110118.36699999869 552064.625)"
vlieglijnen_kust_2007.31,2710.354,midnorth2_1,205.1000061,-203.8999939,3-4-2007,9,,,"LINESTRING (110474.5700000003 552561.188000001, 110228.7890000008 549862)"
vlieglijnen_kust_2007.32,144.471,midnorth_01,28.89999962,-31.29999924,3-4-2007,10,,,"LINESTRING (98567.63300000131 498118.7190000005, 98711.79699999839 498128.125)"
vlieglijnen_kust_2007.33,127.732,midnorth_02,8.89999962,-9.60000038,3-4-2007,11,,,"LINESTRING (98785.97700000182 498118.2190000005, 98658.3440000005 498123.25)"
vlieglijnen_kust_2007.34,130.803,midnorth_03,9,-9.10000038,3-4-2007,12,,,"LINESTRING (98876.31300000101 498113.9690000005, 98745.64799999818 498120)"
vlieglijnen_kust_2007.35,123.512,midnorth_04,9.60000038,-9.39999962,3-4-2007,13,,,"LINESTRING (98921.4609999992 498112.25, 98798.0390000008 498116.9690000005)"
vlieglijnen_kust_2007.36,537.419,midnorth_05,46,-71.19999695,3-4-2007,14,,,"LINESTRING (99133.36699999869 498590.0940000005, 98957.45300000161 498082.2809999995)"
vlieglijnen_kust_2007.37,730.558,midnorth_06,71.5,-75.19999695,3-4-2007,15,,,"LINESTRING (99265.3200000003 498764.375, 98992.92199999839 498086.5)"
vlieglijnen_kust_2007.38,916.665,midnorth_07,78.30000305,-80,3-4-2007,16,,,"LINESTRING (99377.88300000131 498950.7190000005, 99074.8440000005 498085.5940000005)"
vlieglijnen_kust_2007.39,8375.541,midnorth_08,66.30000305,-69.90000153,3-4-2007,17,,,"LINESTRING (101593.11699999869 506097.3440000005, 99171.7809999995 498079.438000001)"
vlieglijnen_kust_2007.40,9356.354,midnorth_09,68.80000305,-74.5,3-4-2007,18,,,"LINESTRING (101796.3909999989 507077.5309999995, 99244.61699999869 498075.875)"
vlieglijnen_kust_2007.41,8048.69,midnorth_10,72.90000153,-72.69999695,3-4-2007,19,,,"LINESTRING (101540.32800000161 505808.6559999995, 99325.43800000101 498070.7190000005)"
vlieglijnen_kust_2007.42,9215.221,midnorth_11,83.80000305,-120.30000305,3-4-2007,20,,,"LINESTRING (101899.3200000003 506940.3440000005, 99391.3440000005 498072.9690000005)"
vlieglijnen_kust_2007.43,8625.921,midnorth_12,193.3999939,-116.59999847,3-4-2007,21,,,"LINESTRING (99485.74199999869 498108.3440000005, 101837.22700000182 506407.563000001)"
vlieglijnen_kust_2007.44,8228.219,midnorth_13,90.30000305,-120.90000153,3-4-2007,22,,,"LINESTRING (99569.5700000003 498136.875, 101810.7109999992 506054)"
vlieglijnen_kust_2007.45,9420.131,midnorth_14,76.80000305,-88.19999695,3-4-2007,23,,,"LINESTRING (99646.81300000101 498157.125, 102200.99199999869 507224.375)"
vlieglijnen_kust_2007.46,8085.766,midnorth_15,124.90000153,-76.30000305,3-4-2007,24,,,"LINESTRING (101931.2809999995 505970.938000001, 99734.5940000005 498189.2809999995)"
vlieglijnen_kust_2007.47,9354.923,midnorth_16,78.40000153,-80.19999695,3-4-2007,25,,,"LINESTRING (102330.1559999995 507183.9690000005, 99802.60200000182 498176.9690000005)"
vlieglijnen_kust_2007.48,8414.969,midnorth_17,139.69999695,-83.90000153,3-4-2007,26,,,"LINESTRING (102180.3440000005 506301.1559999995, 99888.88300000131 498204.188000001)"
vlieglijnen_kust_2007.49,9021.823,midnorth_18,113.90000153,-74.59999847,3-4-2007,27,,,"LINESTRING (102403.10200000182 506899.2809999995, 99964.0700000003 498213.4059999995)"
vlieglijnen_kust_2007.50,7919.062,midnorth_19,77.09999847,-97.40000153,3-4-2007,28,,,"LINESTRING (100046.5700000003 498234.5, 102194.2109999992 505856.7809999995)"
vlieglijnen_kust_2007.51,8833.425,midnorth_20,76.30000305,-140.69999695,3-4-2007,29,,,"LINESTRING (100153.54699999839 498324.5309999995, 102537.38300000131 506830.2190000005)"
vlieglijnen_kust_2007.52,6137.341,midnorth_21,91.09999847,-95.90000153,3-4-2007,30,,,"LINESTRING (101881.10200000182 504220.0309999995, 100220.25 498311.688000001)"
vlieglijnen_kust_2007.53,6049.212,midnorth_22,157.19999695,-79.90000153,3-4-2007,31,,,"LINESTRING (102123.6409999989 504851.938000001, 100502.6090000011 499023.9690000005)"
vlieglijnen_kust_2007.54,3477.992,midnorth_23,75,-86,3-4-2007,32,,,"LINESTRING (101362.85200000182 501822.25, 100417.54699999839 498475.188000001)"
vlieglijnen_kust_2007.55,2989.493,midnorth_26,84.19999695,-75.69999695,3-4-2007,33,,,"LINESTRING (101855.1090000011 507827.7809999995, 101428.3440000005 504868.9059999995)"
vlieglijnen_kust_2007.56,24286.115,midnorth_27,162.3999939,-85.59999847,3-4-2007,34,,,"LINESTRING (101269.14799999818 503200.5309999995, 104549.67199999839 527264.063000001)"
vlieglijnen_kust_2007.57,23720.236,midnorth_28,121.80000305,-62.09999847,3-4-2007,35,,,"LINESTRING (101588.49199999869 504853.2190000005, 104696.17199999839 528369)"
vlieglijnen_kust_2007.58,26423.561,midnorth_29,104,-74.5,3-4-2007,36,,,"LINESTRING (101362.36699999869 502766.1559999995, 104808.27299999818 528964.063000001)"
vlieglijnen_kust_2007.59,25706.445,midnorth_30,111.5,-74.69999695,3-4-2007,37,,,"LINESTRING (101675.4059999995 504490, 104998.02299999818 529980.813000001)"
vlieglijnen_kust_2007.60,26024.697,midnorth_31,91.69999695,-91,3-4-2007,38,,,"LINESTRING (104948.8909999989 529115.938000001, 101587.86699999869 503309.188000001)"
vlieglijnen_kust_2007.61,25541.369,midnorth_32,79.09999847,-173.8999939,3-4-2007,39,,,"LINESTRING (101864.61699999869 504674.625, 105145.67199999839 530004.375)"
vlieglijnen_kust_2007.62,25283.186,midnorth_33,92.19999695,-76.80000305,3-4-2007,40,,,"LINESTRING (105065.20300000161 528896.563000001, 101813.56300000101 503823.3440000005)"
vlieglijnen_kust_2007.63,23391.994,midnorth_34,80.5,-91.80000305,3-4-2007,41,,,"LINESTRING (102304.1799999997 507061.9690000005, 105310.29699999839 530260)"
vlieglijnen_kust_2007.64,24892.836,midnorth_35,86.90000153,-123.59999847,3-4-2007,42,,,"LINESTRING (102035.39799999818 504401.125, 105234.31300000101 529087.563000001)"
vlieglijnen_kust_2007.65,3792.896,schierm2_02,110.19999695,-119.90000153,13-4-2007,1,,,"LINESTRING (221487.4690000005 615260.875, 217714.125 614876.25)"
vlieglijnen_kust_2007.66,5497.097,schierm2_03,187.30000305,-222.80000305,13-4-2007,2,,,"LINESTRING (221655.3280000016 615078.438000001, 216188.6559999995 614500.875)"
vlieglijnen_kust_2007.67,16621.064,schierm2_04,205,-221.6000061,13-4-2007,3,,,"LINESTRING (221782.1090000011 614808.625, 205245.813000001 613132.125)"
vlieglijnen_kust_2007.68,15518.805,schierm2_05,203.1000061,-208.5,13-4-2007,4,,,"LINESTRING (221849.4059999995 614527.375, 206397.6719999984 613086.125)"
vlieglijnen_kust_2007.69,17161.418,schierm2_06,193.30000305,-191.3999939,13-4-2007,5,,,"LINESTRING (221895.188000001 614242.188000001, 204804.563000001 612685)"
vlieglijnen_kust_2007.70,15651.528,schierm2_07,194.8999939,-235.3999939,13-4-2007,6,,,"LINESTRING (221900.438000001 613970.625, 206312.9690000005 612556)"
vlieglijnen_kust_2007.71,18153.812,schierm2_08,202.1000061,-189.80000305,13-4-2007,7,,,"LINESTRING (221942.5 613694.938000001, 203864.6559999995 612035.875)"
vlieglijnen_kust_2007.72,14992.032,schierm2_09,217.8999939,-382.8999939,13-4-2007,8,,,"LINESTRING (222342.2659999989 613438.813000001, 207411.5469999984 612084.313000001)"
vlieglijnen_kust_2007.73,10846.966,schierm2_11,350.29998779,-197.30000305,13-4-2007,9,,,"LINESTRING (222341.3280000016 613186.563000001, 211541.6559999995 612174.75)"
vlieglijnen_kust_2007.74,10761.674,schierm2_12,194,-230.8999939,13-4-2007,10,,,"LINESTRING (222280.8280000016 612878.75, 211562.75 611911.063000001)"
vlieglijnen_kust_2007.75,5507.357,schierm2_13,145.80000305,-99.5,13-4-2007,11,,,"LINESTRING (222014.5940000005 612713.938000001, 216536.25 612149.375)"
vlieglijnen_kust_2007.76,17098.053,schierm2_14,227.30000305,-185.1000061,13-4-2007,12,,,"LINESTRING (221895.3280000016 614243, 204866.8440000005 612702.188000001)"
vlieglijnen_kust_2007.77,15805.833,schierm2_15,222.80000305,-208.30000305,13-4-2007,13,,,"LINESTRING (221850.563000001 614523.625, 206111.2190000005 613075.375)"
vlieglijnen_kust_2007.78,17098.053,schierm2_16,227.30000305,-185.1000061,13-4-2007,14,,,"LINESTRING (221895.3280000016 614243, 204866.8440000005 612702.188000001)"
vlieglijnen_kust_2007.79,440.072,schierm_01,18.39999962,-20.20000076,13-4-2007,15,,,"LINESTRING (203134.0940000005 608969.938000001, 203170.5159999989 609408.5)"
vlieglijnen_kust_2007.80,2947.43,schierm_02,189.1000061,-143.69999695,13-4-2007,16,,,"LINESTRING (203272.2030000016 608660.125, 203559.063000001 611593.563000001)"
vlieglijnen_kust_2007.81,3546.709,schierm_03,198.1000061,-184.80000305,13-4-2007,17,,,"LINESTRING (203505.4690000005 608406.938000001, 203775.2030000016 611943.375)"
vlieglijnen_kust_2007.82,4105.38,schierm_04,194.69999695,-189.3999939,13-4-2007,18,,,"LINESTRING (203738.1409999989 608137.313000001, 204057.5309999995 612230.25)"
vlieglijnen_kust_2007.83,4832.275,schierm_05,195.8999939,-180.6000061,13-4-2007,19,,,"LINESTRING (204032.813000001 607652.688000001, 204349.6719999984 612474.563000001)"
vlieglijnen_kust_2007.84,5390.485,schierm_06,196.30000305,-181.80000305,13-4-2007,20,,,"LINESTRING (204262.4059999995 607357.563000001, 204650.4530000016 612734.063000001)"
vlieglijnen_kust_2007.85,6021.443,schierm_07,194.5,-189.8999939,13-4-2007,21,,,"LINESTRING (204535.0780000016 607102.063000001, 204954.5780000016 613108.875)"
vlieglijnen_kust_2007.86,6243.97,schierm_08,184,-189.80000305,13-4-2007,22,,,"LINESTRING (205230.4219999984 613187, 204788.5159999989 606958.688000001)"
vlieglijnen_kust_2007.87,6328.603,schierm_09,194.30000305,-185.80000305,13-4-2007,23,,,"LINESTRING (205519.5159999989 613251.75, 205074.5 606938.813000001)"
vlieglijnen_kust_2007.88,6283.069,schierm_10,188.30000305,-191.8999939,13-4-2007,24,,,"LINESTRING (205353.0159999989 606979.5, 205798.5940000005 613246.75)"
vlieglijnen_kust_2007.89,6085.895,schierm_11,193.19999695,-190,13-4-2007,25,,,"LINESTRING (206081.2340000011 613238.688000001, 205651.2659999989 607168)"
vlieglijnen_kust_2007.90,5670.859,schierm_12,192.80000305,-184.5,13-4-2007,26,,,"LINESTRING (206366.9059999995 613229.063000001, 205942.2659999989 607574.125)"
vlieglijnen_kust_2007.91,6001.784,schierm_13,183.30000305,-188.3999939,13-4-2007,27,,,"LINESTRING (206220.7969999984 607267.25, 206645.3440000005 613254)"
vlieglijnen_kust_2007.92,4022.974,schierm_14,192.30000305,-196.8999939,13-4-2007,28,,,"LINESTRING (206928.5940000005 613299.875, 206627.4530000016 609288.188000001)"
vlieglijnen_kust_2007.93,21482.771,terschellin,99.69999695,-125.69999695,26-3-2007,1,,,"LINESTRING (163352.4059999995 606912.875, 142663.813000001 601125.688000001)"
vlieglijnen_kust_2007.94,23340.24,terschellin,191.3999939,-211,26-3-2007,2,,,"LINESTRING (164243.3440000005 606957.5, 141761.688000001 600685.188000001)"
vlieglijnen_kust_2007.95,24262.514,terschellin,194.8999939,-198.1000061,26-3-2007,3,,,"LINESTRING (164881.375 606864.313000001, 141515.9530000016 600327.75)"
vlieglijnen_kust_2007.96,24887.953,terschellin,199.1000061,-195.6000061,26-3-2007,4,,,"LINESTRING (165331.1559999995 606707.25, 141363.875 600000.563000001)"
vlieglijnen_kust_2007.97,25515.094,terschellin,188,-202.19999695,26-3-2007,5,,,"LINESTRING (165747.4840000011 606510.563000001, 141171.0940000005 599653.375)"
vlieglijnen_kust_2007.98,2657.261,terschellin,485.20001221,-211,26-3-2007,6,,,"LINESTRING (143328.7969999984 599961.063000001, 140760.563000001 599279)"
vlieglijnen_kust_2007.99,2978.634,terschellin,208.3999939,-219,26-3-2007,7,,,"LINESTRING (166036.3590000011 606322.938000001, 163175.938000001 605492.125)"
vlieglijnen_kust_2007.100,3894.507,terschellin,190.69999695,-511.6000061,26-3-2007,8,,,"LINESTRING (140314.2340000011 598822.938000001, 144060.4530000016 599887.375)"
vlieglijnen_kust_2007.101,2516.678,terschellin,409.1000061,-199.8999939,26-3-2007,9,,,"LINESTRING (166299.875 606089.438000001, 163875.7030000016 605413.375)"
vlieglijnen_kust_2007.102,3909.666,terschellin,311.70001221,-493.70001221,26-3-2007,10,,,"LINESTRING (140093.0940000005 598576.688000001, 143934.4059999995 599304.563000001)"
vlieglijnen_kust_2007.103,3574.245,terschellin,191.5,-204.8999939,26-3-2007,11,,,"LINESTRING (166466.563000001 605836.5, 163021.813000001 604883.125)"
vlieglijnen_kust_2007.104,7057.396,terschellin,216.6000061,-193.3999939,26-3-2007,12,,,"LINESTRING (143662 599236.813000001, 136895.813000001 597230.438000001)"
vlieglijnen_kust_2007.105,3258.573,terschellin,230.6000061,-183.80000305,26-3-2007,13,,,"LINESTRING (166559.938000001 605576.375, 163415.688000001 604720.813000001)"
vlieglijnen_kust_2007.106,6907.772,terschellin,210.69999695,-215.80000305,26-3-2007,14,,,"LINESTRING (136737.5309999995 596942.063000001, 143377.5940000005 598846.5)"
vlieglijnen_kust_2007.107,5491.226,terschellin,1.20000005,-835.59997559,26-3-2007,15,,,"LINESTRING (166505.6559999995 604884.5, 161024.3440000005 605214.313000001)"
vlieglijnen_kust_2007.108,8116.308,terschellin,216.30000305,-199.6000061,26-3-2007,16,,,"LINESTRING (144476.0159999989 598856.625, 136662.875 596659.063000001)"
vlieglijnen_kust_2007.109,7294.494,terschellin,581.79998779,-204.3999939,26-3-2007,17,,,"LINESTRING (143680.8440000005 598306.25, 136645.688000001 596378.5)"
vlieglijnen_kust_2007.110,8486.89,terschellin,299.1000061,-199.19999695,26-3-2007,18,,,"LINESTRING (144894.063000001 598373.875, 136720.5469999984 596088.938000001)"
vlieglijnen_kust_2007.111,7817.246,terschellin,552.5,-194,26-3-2007,19,,,"LINESTRING (144324.2969999984 597922.563000001, 136789.0940000005 595841.688000001)"
vlieglijnen_kust_2007.112,8601.084,terschellin,362,-196.1000061,26-3-2007,20,,,"LINESTRING (145183.813000001 597871.938000001, 136892.4059999995 595584.75)"
vlieglijnen_kust_2007.113,7551.104,terschellin,230.1000061,-208.1000061,26-3-2007,21,,,"LINESTRING (144264.7809999995 597348.063000001, 136993.0940000005 595312.938000001)"
vlieglijnen_kust_2007.114,8160.988,terschellin,220.1000061,-211.69999695,26-3-2007,22,,,"LINESTRING (145060.5159999989 597241.25, 137191.5780000016 595077.563000001)"
vlieglijnen_kust_2007.115,7180.832,terschellin,198.8999939,-177.8999939,26-3-2007,23,,,"LINESTRING (144454.9059999995 596811.188000001, 137536.2809999995 594888.438000001)"
vlieglijnen_kust_2007.116,6603.182,terschellin,211.69999695,-158,26-3-2007,24,,,"LINESTRING (144133.7969999984 596465.563000001, 137779.0780000016 594671.25)"
vlieglijnen_kust_2007.117,4198.628,terschellin,200.6000061,-197.6000061,26-3-2007,25,,,"LINESTRING (142415.9059999995 595810.25, 138416.188000001 594533.25)"
vlieglijnen_kust_2007.118,768.984,terschellin,192,-201.5,26-3-2007,26,,,"LINESTRING (139593.7030000016 594506.5, 138830.2340000011 594414.563000001)"
vlieglijnen_kust_2007.119,1085.937,terschellin,195.6000061,-209.3999939,26-3-2007,27,,,"LINESTRING (139939.938000001 594263.875, 138855.1409999989 594214.125)"
vlieglijnen_kust_2007.120,692.427,texel1_01,192.8999939,-167.6000061,25-3-2007,1,,,"LINESTRING (118658.6090000011 577020.688000001, 118328.29699999839 577629.25)"
vlieglijnen_kust_2007.121,2543.925,texel1_02,190.6000061,-247.1000061,25-3-2007,2,,,"LINESTRING (119915.75 575571.25, 118557.0390000008 577721.938000001)"
vlieglijnen_kust_2007.122,4258.296,texel1_03,198.30000305,-188.3999939,25-3-2007,3,,,"LINESTRING (121111.32800000161 574298.188000001, 118775.25 577858.5)"
vlieglijnen_kust_2007.123,4734.637,texel1_04,203.19999695,-203.69999695,25-3-2007,4,,,"LINESTRING (121637.2109999992 573982.75, 119014.35200000182 577924.5)"
vlieglijnen_kust_2007.124,3984.739,texel1_05,366.1000061,-199.69999695,25-3-2007,5,,,"LINESTRING (121645.0390000008 574454.375, 119475.0700000003 577796.438000001)"
vlieglijnen_kust_2007.125,3728.669,texel1_06,113.59999847,-230.19999695,25-3-2007,6,,,"LINESTRING (121856.3440000005 574587.688000001, 119688.4609999992 577621.375)"
vlieglijnen_kust_2007.126,15640.081,texel2_01,471.29998779,-117.09999847,25-3-2007,7,,,"LINESTRING (118533.68800000101 577701.25, 109951.92199999839 564625.875)"
vlieglijnen_kust_2007.127,15623.72,texel2_02,186.3999939,-239.1000061,25-3-2007,8,,,"LINESTRING (118853.6799999997 577927.688000001, 110306.45300000161 564849.25)"
vlieglijnen_kust_2007.128,15686.309,texel2_03,193.69999695,-196.1000061,25-3-2007,9,,,"LINESTRING (110496.14799999818 564716.188000001, 119077.9299999997 577846.813000001)"
vlieglijnen_kust_2007.129,17589.375,texel2_04,188.30000305,-200.8999939,25-3-2007,10,,,"LINESTRING (119300.2109999992 577669.688000001, 109666.5700000003 562953.063000001)"
vlieglijnen_kust_2007.130,13388.039,texel2_05,191.8999939,-192.30000305,25-3-2007,11,,,"LINESTRING (119648.24199999869 577695, 112316.47700000182 566493)"
vlieglijnen_kust_2007.131,660.403,texel3_01,54.59999847,-52.5,25-3-2007,12,,,"LINESTRING (110034.38300000131 555389.563000001, 109865.7109999992 556028.063000001)"
vlieglijnen_kust_2007.132,2785.005,texel3_02,259.79998779,-190.5,25-3-2007,13,,,"LINESTRING (110131.2890000008 555317.813000001, 109731.68800000101 558074)"
vlieglijnen_kust_2007.133,2801.062,texel3_02a,234.1000061,-164.30000305,25-3-2007,14,,,"LINESTRING (110166.82800000161 555319.063000001, 109704.75800000131 558081.75)"
vlieglijnen_kust_2007.134,4137.611,texel3_03,227.30000305,-200.8999939,25-3-2007,15,,,"LINESTRING (110471.8590000011 555384.75, 109331.54699999839 559362.125)"
vlieglijnen_kust_2007.135,4886.806,texel3_04,218.8999939,-205.30000305,25-3-2007,16,,,"LINESTRING (110737.1559999995 555478.313000001, 109251.29699999839 560133.75)"
vlieglijnen_kust_2007.136,5632.073,texel3_05,191.30000305,-185,25-3-2007,17,,,"LINESTRING (111003.0700000003 555551.438000001, 109276.43800000101 560912.313000001)"
vlieglijnen_kust_2007.137,6007.408,texel3_06,190.6000061,-194.69999695,25-3-2007,18,,,"LINESTRING (111287.88300000131 555631.938000001, 109421.6799999997 561342.125)"
vlieglijnen_kust_2007.138,6622.889,texel3_07,187.80000305,-191.6000061,25-3-2007,19,,,"LINESTRING (111517.6799999997 555797.813000001, 109465.74199999869 562094.813000001)"
vlieglijnen_kust_2007.139,6935.367,texel3_08,192.30000305,-196.69999695,25-3-2007,20,,,"LINESTRING (111789.06300000101 555918.063000001, 109639.0390000008 562511.75)"
vlieglijnen_kust_2007.140,7581.41,texel3_09,199.30000305,-193.69999695,25-3-2007,21,,,"LINESTRING (112045.70300000161 556032.813000001, 109690.5309999995 563239.125)"
vlieglijnen_kust_2007.141,7875.704,texel3_10,207.6000061,-211.8999939,25-3-2007,22,,,"LINESTRING (112279.1090000011 556146.438000001, 109874.4609999992 563646.063000001)"
vlieglijnen_kust_2007.142,8241.465,texel3_11,214.6000061,-199,25-3-2007,23,,,"LINESTRING (112566.6559999995 556188.938000001, 110013.0700000003 564024.813000001)"
vlieglijnen_kust_2007.143,8561.415,texel3_12,196.6000061,-195.6000061,25-3-2007,24,,,"LINESTRING (112839.75 556268.313000001, 110186.97700000182 564408.375)"
vlieglijnen_kust_2007.144,8906.557,texel3_13,209.5,-219.69999695,25-3-2007,25,,,"LINESTRING (113100 556352.625, 110355 564825.625)"
vlieglijnen_kust_2007.145,9119.69,texel3_14,193.30000305,-194.19999695,25-3-2007,26,,,"LINESTRING (113360.82800000161 556475.625, 110530.3200000003 565144.938000001)"
vlieglijnen_kust_2007.146,9485.682,texel3_15,195,-194.1000061,25-3-2007,27,,,"LINESTRING (113621.02299999818 556536.313000001, 110705.4690000005 565562.813000001)"
vlieglijnen_kust_2007.147,9699.929,texel3_16,206.5,-203.69999695,25-3-2007,28,,,"LINESTRING (113893.86699999869 556628.188000001, 110878.61699999869 565847.563000001)"
vlieglijnen_kust_2007.148,4640.246,vlieland_01,53.29999924,-113.09999847,25-3-2007,1,,,"LINESTRING (131224.4840000011 590462.188000001, 127227.72700000182 588104.688000001)"
vlieglijnen_kust_2007.149,8971.163,vlieland_02,228.1000061,-172.5,25-3-2007,2,,,"LINESTRING (125523.4609999992 586841.25, 133201.7190000005 591480.875)"
vlieglijnen_kust_2007.150,10251.403,vlieland_03,195.30000305,-202.1000061,25-3-2007,3,,,"LINESTRING (133825.7969999984 591579.938000001, 125045.4059999995 586288.813000001)"
vlieglijnen_kust_2007.151,12356.684,vlieland_04,206.3999939,-201.5,25-3-2007,4,,,"LINESTRING (134387.2969999984 591571.938000001, 123788.70300000161 585219.188000001)"
vlieglijnen_kust_2007.152,10499.159,vlieland_05,437.79998779,-528.20001221,25-3-2007,5,,,"LINESTRING (119021.02299999818 581923.938000001, 127976.1559999995 587404.625)"
vlieglijnen_kust_2007.153,1678.275,vlieland_06,196.30000305,-211.1000061,25-3-2007,6,,,"LINESTRING (134775.1559999995 591458.75, 133299.2809999995 590659.75)"
vlieglijnen_kust_2007.154,9601.287,vlieland_07,207.69999695,-273.6000061,25-3-2007,7,,,"LINESTRING (118656.4299999997 581453.125, 126855.64799999818 586448.875)"
vlieglijnen_kust_2007.155,3469.867,vlieland_08,198.1000061,-196,25-3-2007,8,,,"LINESTRING (132178.125 589603.938000001, 135164.375 591370.938000001)"
vlieglijnen_kust_2007.156,8586.256,vlieland_09,302.6000061,-201.19999695,25-3-2007,9,,,"LINESTRING (126039.1799999997 585590.5, 118676.50800000131 581172.938000001)"
