Datum,Week,Maand,Dag,Musis_Kwartier,Gelerijdersplein,Kronenburg
20170220,8,februari,maandag,202,169,262
20170221,8,februari,dinsdag,321,292,424
20170222,8,februari,woensdag,131,127,258
20170223,8,februari,donderdag,288,114,211
20170224,8,februari,vrijdag,488,370,454
20170225,8,februari,zaterdag,684,439,407
20170226,8,februari,zondag,209,171,0
20170227,9,februari,maandag,241,188,353
20170228,9,februari,dinsdag,300,180,313
20170301,9,maart,woensdag,365,364,365
20170302,9,maart,donderdag,293,250,257
20170303,9,maart,vrijdag,514,373,334
20170304,9,maart,zaterdag,800,484,448
20170305,9,maart,zondag,337,262,142
20170306,10,maart,maandag,148,173,315
20170307,10,maart,dinsdag,346,246,389
20170308,10,maart,woensdag,104,75,186
20170309,10,maart,donderdag,303,358,394
20170310,10,maart,vrijdag,563,473,488
20170311,10,maart,zaterdag,873,566,629
20170312,10,maart,zondag,272,490,0
20170313,11,maart,maandag,234,251,443
20170314,11,maart,dinsdag,376,316,582
20170315,11,maart,woensdag,395,396,571
20170316,11,maart,donderdag,527,587,581
20170317,11,maart,vrijdag,469,382,447
20170318,11,maart,zaterdag,321,218,250
20170319,11,maart,zondag,586,234,0
20170320,12,maart,maandag,131,147,226
20170321,12,maart,dinsdag,303,284,481
20170322,12,maart,woensdag,533,476,651
20170323,12,maart,donderdag,477,463,535
20170324,12,maart,vrijdag,640,669,531
20170325,12,maart,zaterdag,990,755,633
20170326,12,maart,zondag,255,484,0
20170327,13,maart,maandag,398,508,450
20170328,13,maart,dinsdag,544,506,562
20170329,13,maart,woensdag,349,388,452
20170330,13,maart,donderdag,650,653,605
20170331,13,maart,vrijdag,775,719,654
20170401,13,april,zaterdag,683,603,446
20170402,13,april,zondag,468,0,202
20170403,14,april,maandag,366,370,418
20170404,14,april,dinsdag,454,400,601
20170405,14,april,woensdag,387,427,526
20170406,14,april,donderdag,430,537,464
20170407,14,april,vrijdag,377,560,530
20170408,14,april,zaterdag,792,721,232
20170409,14,april,zondag,857,645,0
20170410,15,april,maandag,253,334,389
20170411,15,april,dinsdag,411,332,514
20170412,15,april,woensdag,290,260,447
20170413,15,april,donderdag,449,516,601
20170414,15,april,vrijdag,683,631,571
20170415,15,april,zaterdag,804,678,573
20170416,15,april,zondag,663,583,
20170417,16,april,maandag,0,0,0
20170418,16,april,dinsdag,398,360,432
20170419,16,april,woensdag,450,410,574
20170420,16,april,donderdag,580,0,648
20170421,16,april,vrijdag,549,531,427
20170422,16,april,zaterdag,661,607,548
20170423,16,april,zondag,332,350,0
20170424,17,april,maandag,321,308,396
20170425,17,april,dinsdag,437,214,459
20170426,17,april,woensdag,463,378,621
20170427,17,april,donderdag,801,680,0
20170428,17,april,vrijdag,592,377,505
20170429,17,april,zaterdag,924,660,538
20170430,17,april,zondag,603,505,216
20170501,18,mei,maandag,157,145,270
20170502,18,mei,dinsdag,256,228,380
20170503,18,mei,woensdag,324,385,533
20170504,18,mei,donderdag,468,555,571
20170505,18,mei,vrijdag,772,640,524
20170506,18,mei,zaterdag,894,843,603
20170507,18,mei,zondag,0,0,0
20170508,19,mei,maandag,243,121,414
20170509,19,mei,dinsdag,300,385,615
20170510,19,mei,woensdag,447,457,625
20170511,19,mei,donderdag,538,644,562
20170512,19,mei,vrijdag,509,453,456
20170513,19,mei,zaterdag,976,743,797
20170514,19,mei,zondag,510,429,0
20170515,20,mei,maandag,345,392,587
20170516,20,mei,dinsdag,420,462,633
20170517,20,mei,woensdag,521,531,656
20170518,20,mei,donderdag,413,403,450
20170519,20,mei,vrijdag,462,451,419
20170520,20,mei,zaterdag,918,761,1249
20170521,20,mei,zondag,331,379,0
20170522,21,mei,maandag,347,496,533
20170523,21,mei,dinsdag,539,579,671
20170524,21,mei,woensdag,671,616,729
20170525,21,mei,donderdag,1122,828,0
20170526,21,mei,vrijdag,1209,997,782
20170527,21,mei,zaterdag,917,727,750
20170528,21,mei,zondag,643,691,0
20170529,22,mei,maandag,317,343,486
20170530,22,mei,dinsdag,510,508,568
20170531,22,mei,woensdag,569,503,608
20170601,22,juni,donderdag,859,907,745
20170602,22,juni,vrijdag,671,650,582
20170603,22,juni,zaterdag,1011,899,696
20170604,22,juni,zondag,402,380,382
20170605,23,juni,maandag,0,0,0
20170606,23,juni,dinsdag,219,197,310
20170607,23,juni,woensdag,234,177,321
20170608,23,juni,donderdag,399,599,595
20170609,23,juni,vrijdag,297,296,351
20170610,23,juni,zaterdag,1054,825,654
20170611,23,juni,zondag,653,596,0
20170612,24,juni,maandag,247,301,406
20170613,24,juni,dinsdag,410,454,597
20170614,24,juni,woensdag,502,512,671
20170615,24,juni,donderdag,506,723,609
20170616,24,juni,vrijdag,614,677,625
20170617,24,juni,zaterdag,1104,823,726
20170618,24,juni,zondag,349,450,0
20170619,25,juni,maandag,306,417,434
20170620,25,juni,dinsdag,439,406,616
20170621,25,juni,woensdag,504,487,655
20170622,25,juni,donderdag,494,605,524
20170623,25,juni,vrijdag,750,797,561
20170624,25,juni,zaterdag,673,518,490
20170625,25,juni,zondag,348,397,113
20170626,26,juni,maandag,427,453,552
20170627,26,juni,dinsdag,480,494,639
20170628,26,juni,woensdag,150,135,252
20170629,26,juni,donderdag,504,572,511
20170630,26,juni,vrijdag,811,706,641
20170701,26,juli,zaterdag,711,0,443
20170702,26,juli,zondag,566,544,0
20170703,27,juli,maandag,593,548,504
20170704,27,juli,dinsdag,740,599,691
20170705,27,juli,woensdag,906,761,811
20170706,27,juli,donderdag,854,902,785
20170707,27,juli,vrijdag,776,708,653
20170708,27,juli,zaterdag,520,385,739
20170709,27,juli,zondag,1031,746,0
20170710,28,juli,maandag,523,559,530
20170711,28,juli,dinsdag,566,481,599
20170712,28,juli,woensdag,155,264,235
20170713,28,juli,donderdag,943,870,403
20170714,28,juli,vrijdag,533,396,400
20170715,28,juli,zaterdag,535,943,636
20170716,28,juli,zondag,486,442,0
20170717,29,juli,maandag,657,656,560
20170718,29,juli,dinsdag,573,614,688
20170719,29,juli,woensdag,489,467,515
20170720,29,juli,donderdag,538,637,503
20170721,29,juli,vrijdag,783,669,658
20170722,29,juli,zaterdag,837,919,577
20170723,29,juli,zondag,320,323,0
20170724,30,juli,maandag,399,367,393
20170725,30,juli,dinsdag,356,296,341
20170726,30,juli,woensdag,695,996,619
20170727,30,juli,donderdag,627,776,578
20170728,30,juli,vrijdag,606,519,479
20170729,30,juli,zaterdag,665,770,419
20170730,30,juli,zondag,298,331,201
20170731,31,juli,maandag,479,588,435
20170801,31,augustus,dinsdag,516,554,633
20170802,31,augustus,woensdag,583,587,647
20170803,31,augustus,donderdag,486,493,471
20170804,31,augustus,vrijdag,557,428,469
20170805,31,augustus,zaterdag,527,449,349
20170806,31,augustus,zondag,589,496,0
20170807,32,augustus,maandag,526,509,513
20170808,32,augustus,dinsdag,303,321,539
20170809,32,augustus,woensdag,603,610,554
20170810,32,augustus,donderdag,624,705,555
20170811,32,augustus,vrijdag,679,397,520
20170812,32,augustus,zaterdag,463,340,682
20170813,32,augustus,zondag,458,483,0
20170814,33,augustus,maandag,481,528,544
20170815,33,augustus,dinsdag,874,396,344
20170816,33,augustus,woensdag,679,655,543
20170817,33,augustus,donderdag,375,315,320
20170818,33,augustus,vrijdag,459,435,380
20170819,33,augustus,zaterdag,589,508,301
20170820,33,augustus,zondag,437,419,0
20170821,34,augustus,maandag,589,530,568
20170822,34,augustus,dinsdag,692,758,440
20170823,34,augustus,woensdag,716,773,605
20170824,34,augustus,donderdag,754,1002,656
20170825,34,augustus,vrijdag,1039,759,612
20170826,34,augustus,zaterdag,1056,911,499
20170827,34,augustus,zondag,627,515,367
20170828,35,augustus,maandag,611,655,600
20170829,35,augustus,dinsdag,0,755,622
20170830,35,augustus,woensdag,390,459,334
20170831,35,augustus,donderdag,513,731,538
20170901,35,september,vrijdag,720,516,584
20170902,35,september,zaterdag,916,948,600
20170903,35,september,zondag,717,607,0
20170904,36,september,maandag,379,473,614
20170905,36,september,dinsdag,403,453,538
20170906,36,september,woensdag,409,393,513
20170907,36,september,donderdag,599,598,567
20170908,36,september,vrijdag,412,153,300
20170909,36,september,zaterdag,572,394,356
20170910,36,september,zondag,721,575,0
20170911,37,september,maandag,560,264,475
20170912,37,september,dinsdag,399,306,441
20170913,37,september,woensdag,131,197,263
20170914,37,september,donderdag,252,231,387
20170915,37,september,vrijdag,487,353,487
20170916,37,september,zaterdag,821,580,530
20170917,37,september,zondag,655,557,0
20170918,38,september,maandag,184,228,342
20170919,38,september,dinsdag,427,386,576
20170920,38,september,woensdag,489,378,497
20170921,38,september,donderdag,696,739,713
20170922,38,september,vrijdag,674,664,625
20170923,38,september,zaterdag,1089,845,643
20170924,38,september,zondag,553,509,226
20170925,39,september,maandag,300,361,459
20170926,39,september,dinsdag,519,443,680
20170927,39,september,woensdag,381,520,568
20170928,39,september,donderdag,444,655,566
20170929,39,september,vrijdag,666,709,572
20170930,39,september,zaterdag,332,200,277
20171001,39,oktober,zondag,1004,765,0
20171002,40,oktober,maandag,300,328,383
20171003,40,oktober,dinsdag,382,388,462
20171004,40,oktober,woensdag,416,411,582
20171005,40,oktober,donderdag,316,488,279
20171006,40,oktober,vrijdag,436,347,458
20171007,40,oktober,zaterdag,462,351,320
20171008,40,oktober,zondag,530,400,0
20171009,41,oktober,maandag,252,269,386
20171010,41,oktober,dinsdag,381,316,411
20171011,41,oktober,woensdag,434,527,501
20171012,41,oktober,donderdag,512,579,577
20171013,41,oktober,vrijdag,677,713,527
20171014,41,oktober,zaterdag,1172,975,636
20171015,41,oktober,zondag,727,728,0
20171016,42,oktober,maandag,595,660,571
20171017,42,oktober,dinsdag,717,543,572
20171018,42,oktober,woensdag,586,608,577
20171019,42,oktober,donderdag,842,798,581
20171020,42,oktober,vrijdag,476,440,375
20171021,42,oktober,zaterdag,622,546,477
20171022,42,oktober,zondag,184,190,0
20171023,43,oktober,maandag,240,257,335
20171024,43,oktober,dinsdag,267,237,369
20171025,43,oktober,woensdag,363,374,472
20171026,43,oktober,donderdag,617,619,539
20171027,43,oktober,vrijdag,561,609,508
20171028,43,oktober,zaterdag,794,597,491
20171029,43,oktober,zondag,309,249,182
20171030,44,oktober,maandag,314,365,446
20171031,44,oktober,dinsdag,300,342,422
20171101,44,november,woensdag,408,246,563
20171102,44,november,donderdag,511,686,476
20171103,44,november,vrijdag,834,560,668
20171104,44,november,zaterdag,953,701,590
20171105,44,november,zondag,406,320,0
20171106,45,november,maandag,320,298,479
20171107,45,november,dinsdag,444,432,483
20171108,45,november,woensdag,458,210,523
20171109,45,november,donderdag,442,431,539
20171110,45,november,vrijdag,420,270,472
20171111,45,november,zaterdag,584,460,371
20171112,45,november,zondag,369,222,0
20171113,46,november,maandag,270,250,408
20171114,46,november,dinsdag,378,360,430
20171115,46,november,woensdag,364,310,454
20171116,46,november,donderdag,389,341,403
20171117,46,november,vrijdag,661,788,588
20171118,46,november,zaterdag,661,490,296
20171119,46,november,zondag,395,300,0
20171120,47,november,maandag,113,124,256
20171121,47,november,dinsdag,239,180,333
20171122,47,november,woensdag,362,437,551
20171123,47,november,donderdag,372,423,410
20171124,47,november,vrijdag,830,706,708
20171125,47,november,zaterdag,1078,664,341
20171126,47,november,zondag,320,226,162
20171127,48,november,maandag,107,72,223
20171128,48,november,dinsdag,305,298,478
20171129,48,november,woensdag,394,337,498
20171130,48,november,donderdag,531,519,636
20171201,48,december,vrijdag,651,600,673
20171202,48,december,zaterdag,813,513,458
20171203,48,december,zondag,250,210,154
20171204,49,december,maandag,255,283,468
20171205,49,december,dinsdag,393,475,552
20171206,49,december,woensdag,346,363,615
20171207,49,december,donderdag,275,293,347
20171208,49,december,vrijdag,258,210,400
20171209,49,december,zaterdag,305,114,129
20171210,49,december,zondag,63,21,40
20171211,50,december,maandag,58,36,115
20171212,50,december,dinsdag,244,412,238
20171213,50,december,woensdag,212,315,213
20171214,50,december,donderdag,281,259,362
20171215,50,december,vrijdag,501,411,532
20171216,50,december,zaterdag,905,946,505
20171217,50,december,zondag,1051,816,162
20171218,51,december,maandag,243,283,389
20171219,51,december,dinsdag,390,156,440
20171220,51,december,woensdag,505,476,522
20171221,51,december,donderdag,564,811,528
20171222,51,december,vrijdag,207,946,675
20171223,51,december,zaterdag,994,662,736
20171224,51,december,zondag,402,404,274
20171225,52,december,maandag,0,0,0
20171226,52,december,dinsdag,0,0,0
20171227,52,december,woensdag,426,127,380
20171228,52,december,donderdag,703,630,555
20171229,52,december,vrijdag,370,382,298
20171230,52,december,zaterdag,411,434,288
20171231,52,december,zondag,150,160,116
