OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
732,2592B,6679,2592B,385,382,285,2474944,2317653,622207,338,337,253,842718,630618,264412,2493,1871,1045,47,45,32,1632226,1687035,357795,34728,37490,11181,0,,0,,2001.9619047619,839.403174603175,33.07425,353.87865,25,25,83799.9850959778,1172.18366390003
733,2592C,6680,2592C,402,397,305,3255654,3713903,598006,306,303,255,847673,736002,232265,2770,2429,911,96,94,50,2407981,2977901,365741,25083,31680,7315,1,,0,,2582.46315789474,814.964912280702,28.83315,231.51975,25,25,72859.2675323486,2019.79573522384
734,2592E,6681,2592E,379,371,342,1187124,927939,359348,308,305,295,792356,701672,212567,2573,2301,721,71,66,47,394768,226267,146781,5560,3428,3123,6,9307.5,0,,2227.53015873016,674.815873015873,22.81965,98.84295,25,25,86660.4561386108,1980.54637114246
735,2592G,6682,2592G,331,330,302,2423650,1527930,855152,275,274,257,800161,617423,244877,2910,2253,953,56,56,45,1623489,910507,610275,28991,16259,13562,1,,0,,2058.07666666667,816.256666666667,30.16245,429.2373,25,25,71505.7897415161,1294.06437852397
736,2592H,6683,2592H,434,429,363,3238128,2171754,1099322,350,349,309,800773,953913,133688,2288,2733,433,84,80,54,2437355,1217841,965634,29016,15223,17882,2,,0,,2119.80666666667,297.084444444444,13.70445,565.9653,25,25,104089.517211914,2091.51962857847
737,2592J,6684,2592J,249,247,198,1196222,733546,428893,214,214,175,481417,520113,98062,2250,2430,560,35,33,23,714805,213433,330831,20423,6468,14384,0,,0,,2419.13023255814,456.102325581395,17.724,455.2536,25,25,12369.1426963806,457.271803221059
738,2592R,6685,2592R,355,351,298,1179592,820099,390862,269,269,255,490789,582049,82798,1824,2164,325,86,82,43,688803,238050,308064,8009,2903,7164,0,,0,,2078.74642857143,295.707142857143,10.28625,226.7406,25,25,37457.1997756958,955.822804532972
739,2592S,6686,2592S,367,367,338,2046381,1170198,761778,308,308,302,771528,825763,159735,2505,2681,529,59,59,36,1274853,344435,602043,21608,5838,16723,0,,0,,2707.41967213115,523.72131147541,16.74285,529.28295,25,25,25980.2652816772,842.325356447287
740,2592T,6687,2592T,384,381,278,1775285,1261339,579267,345,343,250,821844,694722,231437,2382,2025,926,39,38,28,953441,566617,347830,24447,14911,12423,0,,0,,2241.03870967742,746.570967741936,29.3079,393.18795,25,25,105566.615364075,1469.4828895085
741,2592V,6688,2592V,456,453,387,1677384,881738,650089,411,410,351,1004658,750808,315551,2444,1831,899,45,43,36,672726,130930,334538,14949,3045,9293,5,,0,,1766.60705882353,742.472941176471,28.45335,294.12345,25,25,49516.7927703857,994.291532690146
742,2593A,6689,2593A,440,434,392,4629002,5712132,707216,263,260,247,965576,597041,344563,3671,2296,1395,177,174,145,3663426,5115091,362653,20697,29397,2501,0,,0,,1658.44722222222,957.119444444444,44.15175,79.15665,25,25,34736.6557540894,1282.22610751037
743,2593B,6690,2593B,314,305,288,4328035,3705526,1203244,182,178,172,772290,550266,251479,4243,3091,1462,132,127,116,3555745,3155260,951765,26937,24845,8205,5,,0,,1775.05161290323,811.222580645161,46.2723,259.68825,25,25,115582.384529114,2799.01086039207
744,2593C,6691,2593C,430,413,420,2498334,2429876,598150,311,299,307,1077986,617853,400816,3466,2066,1306,119,114,113,1420348,1812023,197334,11936,15895,1746,5,,0,,1564.18481012658,1014.72405063291,41.3349,55.2609,25,25,35647.6367645264,1221.57649869134
745,2593E,6692,2593E,244,237,231,1158984,881598,358900,180,175,172,732298,454098,260888,4068,2595,1517,64,62,59,426686,427500,98012,6667,6895,1661,2,,0,,2018.21333333333,1159.50222222222,48.01305,52.57065,25,25,16674.5982513428,584.463231650359
746,2593G,6693,2593G,372,367,362,1422541,934256,489511,272,268,265,956607,562904,350839,3517,2100,1324,100,99,97,465934,371352,138672,4659,3751,1430,1,,0,,1631.60579710145,1016.92463768116,41.9046,45.2595,25,25,43199.5550918579,1213.14148359628
747,2593H,6694,2593H,290,285,276,3103709,3940847,437421,229,225,223,865994,488416,324623,3782,2171,1456,61,60,53,2237715,3452431,112798,36684,57541,2128,3,,0,,1843.07924528302,1224.99245283019,46.0824,67.3512,25,25,181428.444923401,2701.86590117139
748,2593N,6695,2593N,286,285,271,1036289,616157,377953,229,229,218,796932,445349,300099,3480,1945,1377,57,56,53,239357,170808,77854,4199,3050,1469,0,,0,,1781.396,1200.396,43.58205,46.49385,25,25,29633.9430809021,813.124585808669
749,2593P,6696,2593P,406,402,390,1705209,998561,626999,298,295,288,1091171,640002,400882,3662,2169,1392,108,107,102,614038,358559,226117,5686,3351,2217,1,,0,,1882.35882352941,1179.06470588235,44.0568,70.16805,25,25,86520.8248786926,1509.57270646772
750,2593R,6697,2593R,385,383,357,1671374,974973,615809,271,270,255,921291,509298,348767,3400,1886,1368,114,113,102,750083,465675,267042,6580,4121,2618,2,,0,,1726.43389830508,1182.26101694915,43.2972,82.8597,25,25,51816.1675109863,1174.21578274455
751,2593S,6698,2593S,345,339,327,1222717,693459,457065,246,241,235,808913,459694,302075,3288,1907,1285,99,98,92,413804,233765,154990,4180,2385,1685,3,,0,,1612.96140350877,1059.91228070175,40.67025,53.33025,25,25,24687.0491447449,680.668761165872
752,2593T,6699,2593T,460,453,446,1611099,1059078,554069,356,350,347,1127298,688532,405092,3167,1967,1167,104,103,99,483801,370546,148977,4652,3598,1505,2,,0,,1788.39480519481,1052.18701298701,36.93555,47.63325,25,25,28230.7577896118,857.671314758315
753,2593V,6700,2593V,420,417,409,1481712,826283,558542,328,325,321,1114833,605368,425655,3399,1863,1326,92,92,88,366879,220915,132887,3988,2401,1510,0,,0,,1572.38441558442,1105.5974025974,41.9679,47.7915,25,25,23940.2675552368,628.686992813793
754,2593W,6701,2593W,26,26,24,107623,118961,21031,19,19,18,49819,50036,11403,2622,2633,634,7,7,6,57804,68925,9628,8258,9846,1605,0,,0,,2501.8,570.15,20.0661,50.79825,25,25,4079.78656768799,280.838739546609
755,2593Z,6702,2593Z,415,403,402,1518242,908751,551730,325,315,318,1079956,606690,405623,3323,1926,1276,90,88,84,438286,302061,146107,4870,3433,1739,6,6196.5,0,,1662.16438356164,1111.29589041096,40.3854,55.03935,25,25,46530.1979980469,997.289803976321
756,2594A,6703,2594A,415,406,229,14846046,22563339,861616,260,258,136,823005,738948,217430,3165,2864,1599,155,148,93,14023041,21824391,644186,90471,147462,6927,2,,0,,3694.74,1087.15,50.60835,219.23955,25,25,597656.317016602,6769.52713155615
757,2594B,6704,2594B,176,171,162,4293813,2804135,1482794,102,101,95,650127,377146,240231,6374,3734,2529,74,70,67,3643686,2426989,1242563,49239,34671,18546,1,,0,,1571.44166666667,1000.9625,80.04285,586.9809,25,25,1753185.98086166,10467.0612352891
758,2594C,6705,2594C,243,233,230,2385031,2017501,671183,162,155,151,945275,536684,353164,5835,3462,2339,81,78,79,1439756,1480817,318019,17775,18985,4026,6,3886.2,0,,2617.97073170732,1722.7512195122,74.02935,127.4229,25,25,125935.726421356,3568.8377340036
759,2594N,6706,2594N,157,157,3,,547621,,129,129,0,100465,170280,,,1320,,28,28,3,,377341,,,13476,,1,,0,,1309.84615384615,,,,25,25,49763.5807762146,958.634148704278
760,2595A,6707,2595A,298,291,270,73550306,98619611,8631874,198,193,192,754465,488093,262073,3810,2529,1365,100,98,78,72795841,98131518,8369801,727958,1001342,107305,3,,2,,1914.09019607843,1027.73725490196,43.20225,3396.20325,25,25,170659.256744385,3121.45940901247
761,2595B,6708,2595B,194,193,68,23731896,37986967,741340,153,153,46,320938,373227,56592,2098,2439,1230,41,40,22,23410958,37613740,684748,570999,940344,31125,0,,0,,2764.64444444444,419.2,38.9295,985.10625,25,25,203363.383964539,3087.9210159927
762,2595C,6709,2595C,491,482,457,5229905,6790408,687396,363,357,347,1135900,754365,388104,3129,2113,1118,128,125,110,4094005,6036043,299292,31984,48288,2721,3,,0,,1714.46590909091,882.054545454545,35.3847,86.11965,25,25,64351.2016716003,2277.60591033455
763,2595E,6710,2595E,396,376,334,2017289,1255278,717233,275,260,229,1099799,702278,385087,3999,2701,1682,121,116,105,917490,553000,332146,7583,4767,3163,7,3855.6,0,,1950.77222222222,1069.68611111111,53.2353,100.10895,25,25,78258.5105781555,1633.76424417777
764,2595G,6711,2595G,293,290,250,1863744,1924966,408997,209,207,201,708925,545988,217299,3392,2638,1081,84,83,49,1154819,1378978,191698,13748,16614,3912,1,,0,,2481.76363636364,987.722727272727,34.21365,123.8148,25,25,34247.3931999207,744.278756647145
765,2595H,6712,2595H,277,273,248,1422482,1176225,409275,180,177,171,672883,440747,231934,3738,2490,1356,97,96,77,749599,735478,177341,7728,7661,2303,2,,0,,1875.51914893617,986.953191489362,42.9174,72.88995,25,25,24968.3758888245,686.755421704922
766,2526X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,9956.52847290039,419.096446390587
767,2531X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,50229.4834289551,1071.24834859096
768,2532X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,16845.386390686,577.812061713055
769,2533X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,34538.4901237488,1280.62234902088
770,2541D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,2503.99635314941,257.023048224708
771,2541X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,78069.6183357239,1305.08593971329
772,2542X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,39339.8055839539,1080.63993725638
773,2543X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,72626.2594070435,1423.74546390591
774,2544D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,45214.3130340576,1078.24920295598
775,2544X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,96785.638004303,2217.90141914893
776,2545X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,28471.2264595032,771.490501279914
777,2546X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,38439.2444496155,1163.476357676
778,2547X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,62559.002407074,1395.66495928865
779,2548L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1.5625,28325.1755104065,843.169629944265
780,2551X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,63572.9424934387,1287.54330724071
781,2552X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,44372.3986740112,1201.93295631179
782,2553D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,20015.6696472168,871.861201290905
783,2553X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,6214.16138458252,322.452566945718
784,2554C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,6392.98921585083,331.405533418777
785,2555X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,353038.002799988,4474.82248562325
786,2561X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25235.133518219,904.600301624309
787,2562X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,16798.8951759338,695.525467588262
788,2563X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,47145.9234313965,988.693139636974
789,2564X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,55641.718170166,1326.29718866188
790,2565X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,45228.4793128967,973.534276708785
791,2566X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,36031.0358390808,1166.18019369567
792,2571N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,35105.4902992249,1131.52638402075
793,2571X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,21185.5016059875,651.778831511408
794,2572X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,15097.8302459717,512.513832091825
795,2573X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,16839.1616096497,631.641852331114
796,2574X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,53718.6543693542,1233.8972841847
797,2581X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,107366.507694244,2835.35992880641
798,2582X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,18701.2256774902,646.146644115796
799,2583X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12.5,34244.442111969,1106.69729742342
800,2584X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,39100.624584198,1125.08082456849
801,2585X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,32896.8053207397,881.40437331381
802,2586X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,35387.1009674072,1055.0727384005
803,2586Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12.5,802988.202774048,8872.79259549296
804,2595R,6713,2595R,178,165,166,867887,551561,304756,111,103,106,490357,287197,180287,4418,2788,1701,67,62,60,377530,264364,124469,5635,4264,2074,8,9298.15,0,,1794.98125,1126.79375,53.83665,65.6421,25,25,20880.0744476318,825.492164870452
805,2595S,6714,2595S,353,338,201,1265139,937475,400016,256,250,134,797809,586909,253670,3116,2348,1893,97,88,67,467330,350566,146346,4818,3984,2184,13,19847.5,0,,2301.60392156863,994.78431372549,59.91345,69.1236,25,25,58977.8703956604,1445.92500883083
806,2595T,6715,2595T,509,500,427,3832753,4676204,603254,429,426,366,1150514,914311,343298,2682,2146,938,80,74,61,2682239,3761893,259956,33528,50836,4262,7,15640,0,,2176.93095238095,817.37619047619,29.6877,134.8923,25,25,68718.1961021423,1400.27010744756
807,2595V,6716,2595V,214,211,200,552344,542592,130458,169,166,166,421544,403489,103082,2494,2431,621,45,45,34,130800,139103,27376,2907,3091,805,0,,0,,2017.445,515.41,19.65465,25.47825,25,25,19491.7687263489,650.186482746415
808,2595W,6717,2595W,440,437,373,1840460,1793097,439625,389,387,347,931722,847963,242373,2395,2191,698,51,50,26,908738,945134,197252,17818,18903,7587,1,,0,,2093.73580246914,598.451851851852,22.0917,240.12855,25,25,95312.490486145,1779.05020509143
809,2596A,6718,2596A,249,239,226,11005469,15543701,1030722,150,144,137,846450,503283,308715,5643,3495,2253,99,95,89,10159019,15040418,722007,102616,158320,8112,6,9197,0,,2516.415,1543.575,71.30745,256.7448,25,25,241857.048061371,2515.58956002363
810,2596B,6719,2596B,372,351,303,4356289,2829631,1509442,204,191,160,1154875,651309,432923,5661,3410,2706,168,160,143,3201414,2178322,1076519,19056,13615,7528,8,11624.6,1,,2100.99677419355,1396.52580645161,85.6449,238.2612,25,25,87215.9415168762,3295.33571644733
811,2596C,6720,2596C,286,279,257,5263107,3128186,1919931,168,166,154,990489,553054,373139,5896,3332,2423,118,113,103,4272618,2575132,1546792,36209,22789,15017,5,,0,,1940.54035087719,1309.25964912281,76.68795,475.28805,25,25,201509.343421936,3428.72042454669
812,2596E,6721,2596E,305,291,277,7205196,7227866,1652110,167,159,147,819885,512440,290756,4909,3223,1978,138,132,130,6385311,6715426,1361354,46270,50874,10472,6,9486,0,,2329.27272727273,1321.61818181818,62.6037,331.4388,25,25,129424.534671783,2485.40424807982
813,2596G,6722,2596G,394,390,380,2356273,1706730,758035,225,222,218,906084,505517,341477,4027,2277,1566,169,168,162,1450189,1201213,416558,8581,7150,2571,1,,0,,1579.740625,1067.115625,49.5639,81.37215,25,25,41083.3890075684,953.519674195305
814,2596H,6723,2596H,298,287,260,12344248,13143906,2578283,162,159,150,845499,499841,309322,5219,3144,2062,136,128,110,11498749,12644065,2268961,84550,98782,20627,7,6903.7,0,,2126.9829787234,1316.26382978723,65.2623,652.84455,25,25,167150.098815918,2378.68135540291
815,2596J,6724,2596J,255,246,245,4211638,3159200,1318938,179,175,173,1003023,554591,379671,5603,3169,2195,76,71,72,3208615,2604609,939267,42219,36685,13045,7,10342.8,0,,2263.63673469388,1549.67755102041,69.47175,412.87425,25,25,140733.682098389,3311.94813528789
816,2596P,6725,2596P,161,156,149,830904,454898,316019,106,102,103,556129,278983,219960,5246,2735,2136,55,54,46,274775,175915,96059,4996,3258,2088,4,,0,,2425.93913043478,1912.69565217391,67.6044,66.0852,25,25,76187.9624481201,1735.51102672858
817,2596R,6726,2596R,197,192,145,1300444,1166747,343856,145,141,103,648291,394585,233419,4471,2798,2266,52,51,42,652153,772162,110437,12541,15140,2629,3,,0,,2321.08823529412,1373.05294117647,71.7189,83.20785,25,25,64865.6037979126,1721.08148435935
818,2596S,6727,2596S,242,236,231,1528727,853417,575961,178,174,169,1071896,567119,414211,6022,3259,2451,64,62,62,456831,286298,161750,7138,4618,2609,6,6349.5,0,,2835.595,2071.055,77.57415,82.57485,25,25,79719.7226409912,1225.21000465853
819,2596T,6728,2596T,347,337,289,2796668,2148210,859115,236,230,190,1215596,760607,430808,5151,3307,2267,111,107,99,1581072,1387603,428307,14244,12968,4326,5,,0,,3104.51836734694,1758.4,71.75055,136.9179,25,12.5,380266.051403046,6402.83503255161
820,2596V,6729,2596V,307,301,300,1703674,1022623,618161,187,184,182,1006124,569179,376578,5380,3093,2069,120,117,118,697550,453444,241583,5813,3876,2047,6,3884.5,0,,2032.78214285714,1344.92142857143,65.48385,64.78755,25,25,16668.6304359436,594.900045150423
821,2597A,6730,2597A,456,449,375,19612052,19759151,4468625,302,298,250,1452086,951822,500287,4808,3194,2001,154,151,125,18159966,18807329,3968338,117922,124552,31747,2,,1,,2440.56923076923,1282.78717948718,63.33165,1004.79255,25,25,849930.764583588,3687.52954721469
822,2597B,6731,2597B,287,274,239,6383843,901542,3287603,194,189,174,476871,593205,71281,2458,3139,410,93,85,65,5906972,308337,3216322,63516,3627,49482,8,15236.25,0,,2966.025,356.405,12.9765,1566.1053,25,25,335034.381885529,2465.10810249544
823,2597C,6732,2597C,340,336,287,2313041,1352103,851292,222,218,213,662351,575547,181336,2984,2640,851,118,118,74,1650690,776556,669956,13989,6581,9053,4,,0,,2302.188,725.344,26.93415,286.52745,25,25,168178.527416229,2295.13343550538
824,2597E,6733,2597E,309,297,292,2713637,1556607,1008561,192,185,184,1325603,712795,508457,6904,3853,2763,117,112,108,1388034,843812,500104,11864,7534,4631,11,14314,0,,2741.51923076923,1955.60384615385,87.44895,146.57115,25,25,61487.9886322021,1174.24560857539
825,2597G,6734,2597G,150,124,78,5124447,3411564,1748104,95,72,52,181644,149117,52621,1912,2071,1012,55,52,26,4942803,3262447,1695483,89869,62739,65211,0,,0,,505.481355932203,178.376271186441,32.0298,2063.92815,25,25,86625.5786743164,1264.03901010104
826,2597H,6735,2597H,391,356,256,3257247,1312297,1394939,279,248,176,912873,620628,307136,3272,2503,1745,112,108,80,2344374,691669,1087803,20932,6404,13598,3,,0,,2216.52857142857,1096.91428571429,55.22925,430.3767,25,25,171691.110397339,2948.54957085327
827,2597J,6736,2597J,325,308,301,19130273,21146922,3737971,190,180,175,979304,612500,347151,5154,3403,1984,135,128,126,18150969,20534422,3390820,134452,160425,26911,8,11606.75,0,,2722.22222222222,1542.89333333333,62.7936,851.73315,25,25,933377.568187714,4415.90729780072
828,2597K,6737,2597K,179,174,175,3105828,2027296,1072878,101,98,100,750224,459656,269116,7428,4690,2691,78,76,75,2355604,1567640,803762,30200,20627,10717,2,,0,,2965.52258064516,1736.23225806452,85.17015,339.19305,25,25,240097.795028687,3442.05443675038
829,2597L,6738,2597L,218,207,208,3824725,3202024,1087377,119,111,118,822330,424262,321357,6910,3822,2723,99,96,90,3002395,2777762,766020,30327,28935,8511,6,7140,0,,2293.30810810811,1737.06486486486,86.18295,269.37315,25,25,201897.785900116,2632.39092672657
830,2597N,6739,2597N,103,95,83,747824,480599,260826,59,56,45,342763,190618,129381,5810,3404,2875,44,39,38,405061,289981,131445,9206,7435,3459,8,10654.75,0,,2541.57333333333,1725.08,90.99375,109.47735,25,25,63904.3293151855,1296.91841188985
831,2597P,6740,2597P,250,244,238,7424797,10705575,622757,152,148,144,890544,490871,337601,5859,3317,2344,98,96,94,6534253,10214704,285156,66676,106403,3034,6,4795.7,0,,2283.12093023256,1570.23720930233,74.1876,96.0261,25,25,659180.732887268,5594.14887452148
832,2597R,6741,2597R,332,327,311,1586773,900779,592873,220,218,208,1018447,564234,385140,4629,2588,1852,112,109,103,568326,336545,207733,5074,3088,2017,4,,0,,2089.75555555556,1426.44444444444,58.6158,63.83805,25,25,80008.0277709961,1552.8806617922
833,2597S,6742,2597S,272,271,256,2485356,1600429,865788,190,190,188,917607,511637,345922,4830,2693,1840,82,81,68,1567749,1088792,519866,19119,13442,7645,0,,0,,2325.62272727273,1572.37272727273,58.236,241.96425,25,25,90362.7121391296,1649.37456854651
834,2597T,6743,2597T,214,212,194,2920057,1411092,1172760,155,154,142,715823,430795,259356,4618,2797,1826,59,58,52,2204234,980297,913404,37360,16902,17565,2,,0,,2003.6976744186,1206.30697674419,57.7929,555.93225,25,25,157936.709842682,2879.72796709523
835,2597V,6744,2597V,370,362,291,1984530,1213359,712724,264,260,217,706097,650107,181199,2675,2500,835,106,102,74,1278433,563252,531525,12061,5522,7183,0,,0,,2708.77916666667,754.995833333333,26.42775,227.34195,25,25,79559.4241600037,1712.93619214587
836,2587X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,193201.494255066,2496.72041012391
837,2591X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,112796.758735657,2530.34126941464
838,2592X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,189219.494915009,2509.85619560891
839,2593X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,50756.994354248,1614.50730774151
