OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
1688,54212190-f2e5-4d6f-8670-cd3efbaf06da,99cca380-064f-4aa3-abb7-5f9a78b5c944,23HR,362.249222,47369.832,365448.663,4.215,47334.083,365795.462,4.818,852,a,852,852_a,Axel Axelse Vlakte,Axa-Axi,Axel Aansl. - Axel Industrie ,156.898692,"156,898692",156.518313,"156,518313",Derden - Overig - North Sea Port,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,852_23HR_156.9
1689,26ee6106-b280-54c8-5a7e-1ee70201f12e,f6172ab2-baf3-48fe-a4a2-3328e6cdede1,407V,21.184186,182685.199,385345.184,25.422,182664.73,385350.642,25.494,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,29.463848,"29,463848",29.485068,"29,485068",ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,Zuid-Oost,055_407V_29.5
1690,b25be942-5f38-9544-7fea-3223cff9aa74,6043fff9-f05d-4d0a-b242-0b2fdce0f2a5,905L,119.07337,209853.025,523120.45,2.128,209866.393,523238.734,2.324,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.88998,"100,889980",101.008057,"101,008057",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,502_905L_100.9
1691,7932b058-44d5-4622-7ac0-12f7bb713071,1feea4c1-3a62-43c0-9707-9e19c68ed09f,1089BV,302.050559,92741.57921602,464212.64785034,4.82537185,92767.907,463921.98,1.005,534,a,534,534_a,Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,31.8,"31,800000",31.5,"31,500000",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,Zuid-Holland Noord,534_1089BV_46.0
1692,2981f397-9f74-26d8-a98f-3022f3e4323a,f583c020-526d-4b90-80a6-d998d454830a,2523AP,2.479356,121423.188,488286.216,5.592,121425.315,488284.942,5.561,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.280708,"80,280708",80.283162,"80,283162",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_2523AP_80.3
1693,b31ba57c-0154-8c34-2687-23aed8ec50f9,483deee0-2aff-47a9-befb-76dbdc33374b,23R,484.756012,124591.6,485469.151,2.584,124987.435,485189.591,2.554,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,904.483592,"904,483592",905.038832,"905,038832",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_23R_904.5
1694,74397a7d-ee02-c719-b8ea-0776d3cbccef,1feea4c1-3a62-43c0-9707-9e19c68ed09f,1089BV,909.30691,92767.907,463921.98,1.005,92962.481,463035.843,1.338,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,31.5,"31,500000",30.591531,"30,591531",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,Zuid-Holland Noord,534_1089BV_46.0
1695,ee3f7cc6-d80a-250c-38d9-e9ff1efa4fa9,67c46541-8cc6-4c9b-a7da-264ceaf9941c,135BV,46.25086,209206.019,461753.207,10.943,209163.04,461736.122,10.883,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,26.446279,"26,446279",26.400019,"26,400019",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,609_135BV_26.5
1696,d3fbd945-8870-0ae4-f5fc-46e1cce4bec4,9247dc0e-f251-4803-b2c6-a54197867c7d,95V,58.179053,79903.625,433315.964,4.557,79848.054,433298.74,4.606,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",202.615576,"202,615576",202.557728,"202,557728",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_95V_202.6
1697,928966d0-d302-8e7b-f3c8-4cf5583f2bd4,b4fe21e6-50e7-448a-be2b-87ce7e3f2fd7,161R,242.650852,161145.18460694,451353.89094281,11.92420923,161288.868,451160.534,12.289,562,a,562,562_a,De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,37.443,"37,443000",37.199981,"37,199981",ProRail,Randstad Noord,RN,Baan,Eemland,200,Maarn,16,ASSET Rail,Midden,562_161R_61.2
1698,42cb29b5-cc39-f0a0-3014-5e2e6e3e84a7,1b5d42e6-f5cc-42c5-b25a-540fbaa230ed,934L,265.763926,195777.873,322670.714,108.363,195534.082,322773.014,108.608,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,17.868182,"17,868182",17.60901,"17,609010",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,504_934L_17.9
1699,9ccc3df8-cc4e-f38c-5b86-33c3d5c7ceab,819607a7-22ae-4826-813e-d2c3a83ea404,943BV,444.4301,125737.84,482649.802,6.818,125348.83,482434.886,6.718,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.629865,"148,629865",149.075016,"149,075016",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,027_943BV_148.6
1700,8de671d8-b919-49c9-e11b-8ee2d77a1219,18f43546-cd84-404e-8f3a-0ac4e9c2f1aa,423R,731.612807,167952.046,475370.193,7.604,168424.917,475928.261,8.237,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,39.96458,"39,964580",40.695023,"40,695023",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,Oost,017_423R_39.9
1701,21b7cbeb-c234-7a86-91f5-368a7633be52,60b65e1a-e025-49fb-a32c-4956b2345cdd,904R,397.451049,117550.636,491006.045,1.241,117874.264,490775.324,0.881,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,75.491737,"75,491737",75.889168,"75,889168",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,486_904R_75.5
1702,b5f1c6cb-ece0-46a7-18fb-9b642398e05b,539bab2a-28ee-4bbd-aa7b-5422f8e5a77a,2483V,305.011583,110019.733,390080.979,6.836,109943.348,389785.687,6.836,164,,164,164__,Prinsenbeek - Hazeldonk Grens,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,253.0938,"253,093800",253.398861,"253,398861",ProRail,,,Baan,,,HSL,70,Infraspeed,Zuid-Holland Zuid,164_2483V_253.1
1703,33aff870-dd2f-0af8-4526-c5d113107400,71e038e4-35cb-4406-9c96-388634ab31cd,441R,1258.604437,146236.532,429585.475,4.069,146019.514,428369.404,4.965,666,a,666,666_a,Meteren Aansl.,Ut-Btl,Utrecht Centraal - Boxtel ,29.098181,"29,098181",30.359051,"30,359051",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,666_441R_29.0
1704,2f184bb4-ee45-6979-6a0c-7de239fb13a3,68d0553a-5784-46ea-9183-8d8a6e979061,902L,364.988597,166444.58,421671.53,5.848,166476.095,422035.058,5.971,831,a,831,831_a,Oss Racc. Elzenburg,O-Oelz,Oss - Oss Racc. Elzenburg ,101.978407,"101,978407",102.34357,"102,343570",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,831_902L_101.9
1705,b9f13301-c7bd-82e8-8008-acc0957176e6,30f31f50-1132-4d58-8c23-68683050516c,83AP,309.736773,110877.851,516785.108,2.431,110691.755,516541.705,1.529,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,42.312407,"42,312407",42.617345,"42,617345",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,620_83AP_42.3
1706,7a4d2426-a32f-c846-44d7-3c0973f248d9,d55f61b3-6a0d-4c59-98f4-005985bcbf78,931BV,228.394536,95406.724,434053.089,-0.145,95306.645,434258.369,-0.143,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,43.678014,"43,678014",43.908893,"43,908893",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,163_931BV_43.7
1707,0934db4d-2b95-471f-71c4-1cdbb33a55ee,6ba72eaf-af62-49bd-8452-e4bdd0d1d15d,960R,240.180209,101344.559,410232.009,3.398,101544.112,410365.533,3.333,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,100.813392,"100,813392",101.054998,"101,054998",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_960R_100.8
1708,2d233c00-2e44-47bc-8031-db147a0f7a15,ca66eff3-8cd8-45da-b369-fe80e4ba9376,ST_X0566,317.643829,151084.268,398377.752,8.86399963,151394.55408991,398353.97328617,8.595963,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,1.4,"1,400000",1.7091,"1,709100",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,617_ST_X0566_40.5
1709,19536bb9-285b-814d-8035-488031debafd,05b29ff4-f092-43a4-894d-1b2d5256177f,1067AR,560.011927,112495.168,480497.431,-10.096,112136.837,480067.731,-10.096,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,13.991108,"13,991108",14.550831,"14,550831",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1067AR_13.9
1710,c6745698-e85e-5cc9-76e1-b921c4e11035,f041291c-538a-4c6e-a61b-dc8963e60755,579L,427.105668,153362.127,462985.408,5.595,153783,462925.666,6.087,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,200.837453,"200,837453",201.255639,"201,255639",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_579L_200.8
1711,01c6b91c-a858-4c01-8bea-4d0821616085,db021e24-33f3-4436-9f0c-5b9161ed550f,219V,3.558792,211034.322,463108.941,10.06,211036.624,463111.655,10.071,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,28.800048,"28,800048",28.803586,"28,803586",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,609_219V_28.8
1712,1e7421c3-3445-43ad-9b51-def6c357f862,9f38f503-8710-4f86-a9e0-f41f3589cd73,563V,14.071611,147113.357,432362.812,6.289,147115.905,432348.973,6.448,513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,26.119028,"26,119028",26.133043,"26,133043",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,513_563V_26.1
1713,59e715d7-a29c-f9f4-6ed3-9250474fe367,beefcd24-101b-4da9-9410-ee997487a3a6,2147L,337.792099,101852.075,467811.198,0.105,102022.933,468102.593,1.23,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,135.33712,"135,337120",135.674928,"135,674928",ProRail,,,Baan,,,HSL,70,Infraspeed,Zuid-Holland Zuid,166_2147L_135.2
1714,79611dc4-34b9-4804-84fa-16c1a78c16a6,119d4054-44d3-4449-bde0-091a512364ef,947L,137.164544,104930.978,488421.116,0.078,104794.412,488408.4,0.077,901,,901,901__,Haarlem Hoofdwerkplaats,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,100.743454,"100,743454",100.877026,"100,877026",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,901_947L_100.7
1715,c3f7073a-2ad9-4de1-a353-ccd40dd9a0bf,3680b619-ccdb-43f3-87e9-41cf7392ab77,902R,94.236321,104082.417,499483.723,4.65,104003.076,499533.668,4.893,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,201.444052,"201,444052",201.525765,"201,525765",Strukton Rail Short Line,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,804_902R_201.4
1716,f33f201c-61ca-68d6-e67a-2f3f2b06d4ab,de8329eb-eee5-4a7d-90d9-61d2bfb73530,909P,281.174192,187174.137,427423.571,23.822,187366.279,427220.229,23.969,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,18.054943,"18,054943",18.331878,"18,331878",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,Oost,514_909P_18.0
1717,7548f213-fbb5-49e1-b25a-7b2412839690,478a3959-2322-40ca-a08e-015404b183b2,998V,18.980014,63541.351,440497.706,5.139,63560.024,440501.106,5.078,475,c,475,475_c,Rotterdam Maasvlakte,Mvt-Mvtazh,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Amazonehaven ",201.551242,"201,551242",201.57,"201,570000",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,475_998V_201.5
1718,3a5ce196-3320-4a80-a4f2-a1ddcecc518a,2ac57c2a-c8d5-48df-89bf-7e7d695ab63b,940V,39.233029,125426.819,484904.605,2.504,125458.249,484881.165,2.739,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,905.569634,"905,569634",905.611465,"905,611465",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_940V_905.6
1719,babce0b8-9092-4f7d-b8c6-171c7cd36ea8,2bdbc4db-0eac-4c92-a0be-df27f37f21b3,908L,165.68512,210789.115,462889.954,9.21,210666.532,462779.337,9.189,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,28.477337,"28,477337",28.316366,"28,316366",Derden - Overig - Strukton,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,609_908L_28.5
1720,6afe1600-2f7d-2edd-8b2e-9761aeab76b6,c8736ba3-5f23-4dec-854f-46fe420f9938,161R,24.791188,177226.802,318463.549,46.846,177219.418,318487.215,46.806,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,36.624591,"36,624591",36.649501,"36,649501",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_161R_36.6
1721,3555539f-bdb8-64d4-9788-f531a18b5d55,0e285fdc-7c7e-46f9-9177-fb4ee50cccaf,4361L,261.847891,203163.332,501971.487,1.73,203382.893,501829.143,1.73,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.219308,"3,219308",3.482149,"3,482149",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,603_4361L_3.2
1722,302e28f1-b453-03d5-4340-c9e9d89bd320,abff9881-e4ca-4245-9e0c-747f0308de3e,1005BR,65.725837,93718.495,465445.048,5.319,93759.795,465496.177,5.281,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,44.565709,"44,565709",44.499973,"44,499973",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,Zuid-Holland Noord,534_1005BR_44.6
1723,edc002f8-26f5-edd6-0059-40be46abe155,4f37cb64-d9d5-418b-940e-160f10a234bd,1221L,1583.551034,151215.791,398110.089,9.022,151997,396737.484,10.345,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,40.859825,"40,859825",42.437595,"42,437595",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,617_1221L_40.7
1724,4a3ab213-b42b-4042-a3d2-b9d2532b1cca,43596b7b-39df-405a-b020-2513b451fcd4,632R,421.845516,43291.491,374107.077,2.236,43302.535,374528.421,2.018,818,d,818,818_d,Terneuzen Dow Chemical,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,401.166792,"401,166792",401.587691,"401,587691",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,818_632R_401.1
1725,6e0c6f1f-50df-ca25-e03d-6754cd7feb0c,788f83cd-e6b6-4ebf-b1ac-c3b5c51c6c32,187AL,376.516648,84992.114,456136.351,3.268,84689.865,455911.896,5.05,563,,563,563__,Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,57.421203,"57,421203",57.799987,"57,799987",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,563_187AL_57.4
1726,9fe4b5e3-97a2-693a-7272-33086672eec4,6eb74957-2428-4904-b7d9-839178e932e5,179BV,88.131167,91129.952,437663.021,1.712,91217.315,437674.631,2.077,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.172421,"83,172421",83.258344,"83,258344",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_179BV_83.2
1727,bf4e78e9-bc96-1fc8-2b9b-b2e95dbf94b5,132533b0-9235-4d8f-b409-66822b46d481,K1305Q,95.098634,154328.15,392585.757,14.368,154380.469,392506.344,14.479,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,47.196272,"47,196272",47.291313,"47,291313",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,054_K1305Q_47.2
1728,01ede19b-2107-4678-9663-04385ebfc6a3,1fe696fa-27d3-4dca-8516-b0ea94ef0d50,931R,117.18906,258001.533,595261.614,5.203,258115.47,595268.654,5.266,803,a,803,803_a,Delfzijl Stamlijn Havenschap,Dz-Dzh,Delfzijl - Delfzijl Haven ,10.27582,"10,275820",10.394098,"10,394098",Derden - Overig - Groningen Seaports,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,803_931R_10.2
1729,b135d9d3-ff93-62de-2bd9-f07bd0245d16,b2d5f852-b9f6-44d1-80da-44ccfc9da58c,205V,1.05906,89145.563,431882.185,3.959,89144.56,431882.525,3.959,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.784265,"7,784265",7.785373,"7,785373",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_205V_7.8
1730,7579ff0c-086d-98ff-e647-f9f2d64cd54e,3677a139-d1da-4bda-8ffd-5c1afadaf138,661BV,6.58603,38547.611,391803.523,5.812,38541.043,391804.01,5.78,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,61.697564,"61,697564",61.704148,"61,704148",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,127_661BV_61.7
1731,ee758493-5523-21a0-55c0-a85950b8be21,4bd6206a-9a5d-4868-a1f9-8487b74449d3,101V,7519.045618,145878.363,453002.804,4.597,138500.117,453383.787,3.57,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,46.126044,"46,126044",38.617002,"38,617002",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Driebergen,15,ASSET Rail,Midden,035_101V_46.1
1732,bc8a6a5b-dd32-66bd-742d-5cfd992c51a4,9601a587-d82a-4c18-96c5-7c87089b7ae0,1367R,296.255643,83179.78,454324.705,0.377,82892.421,454396.762,0.642,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,100.002913,"100,002913",100.326332,"100,326332",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,564_1367R_23.8
1733,0a718dca-4276-7051-2eb7-9dfef69c40d5,02c45725-cb5e-414d-ac61-e4341c870710,3057L,321.986396,125340.373,485015.993,2.558,125572.879,484793.86,2.742,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,905.431499,"905,431499",905.753271,"905,753271",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_3057L_905.4
1734,b8502751-9532-75b1-c3ee-ea9ba4d48980,5abad409-92ff-44ab-85cd-b0fbcc54b524,231AV,251.1321,204090.407,501422.197,2.12,203859.61724679,501519.18858279,2.10558066,603,f,603,603_f,Zwolle,Zl-Lw,Zwolle - Leeuwarden ,74.900013,"74,900013",74.65,"74,650000",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,013_231AV_88.0
1735,f05280c0-679d-9fa8-cda9-c6149ed9afbd,2988397e-9371-4188-8ad3-4bd9ff1a990e,149BQ,13.806459,108061.586,504399.233,0.272,108051.295,504408.437,0.298,075,,75,075__,Alkmaar - Uitgeest,Hdr-Zd,Den Helder - Zaandam ,57.199959,"57,199959",57.186223,"57,186223",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,522_149BQ_57.4
1736,71f953e6-787e-f640-cdf8-c1cc1dd83611,69478f7c-1cd1-453c-b2ec-47b70f8d98b7,155AP,823.275803,177272.286,318346.868,46.824,177601.947,319071.1,47.551,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,0.795533,"0,795533",1.600229,"1,600229",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_155AP_0.8
1737,1b1aefb0-9216-d6b7-952a-baa89a1d6501,278892cb-4adf-4945-b401-67ebe172a513,924L,314.328836,97540.777,409753.931,3.979,97352.326,410005.502,4.082,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,11.999172,"11,999172",12.31346,"12,313460",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_924L_12.0
1738,47de1ed6-a28b-46cc-bb58-89aea349cc06,69d585b3-3020-40a7-a053-26b8f9033e8f,255bP,193.281038,81570.64,432866.023,4.437,81628.026,432681.703,4.568,470,a,470,470_a,Botlek,Bot-Odma,"Rotterdam, Botlek - Oude Maas ",101.153763,"101,153763",100.960934,"100,960934",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_261L_100.9
1739,8cc52785-b95a-6758-9086-0378f7acbf22,590f1e18-85e4-4685-ae18-ff929bfee9bc,969L,139.705603,119855.836,489233.642,2.316,119735.067,489303.243,2.34,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.448006,"78,448006",78.312021,"78,312021",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,525_969L_78.5
1740,98ba5099-5da2-fc16-4e3e-ea9ffbdc6e30,fb5eb2ee-9bb0-4e4a-82d9-cf1fefb75e33,2335L,3.117992,237098.518,579155.167,2.72,237101.302,579153.763,2.72,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,84.484786,"84,484786",84.487888,"84,487888",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,003_2335L_84.4
1741,29b94d0f-ee21-2931-a825-fd25b2af23e1,696005fe-f07e-4a99-9778-8883af924d33,61L,17.913048,36203.446,388309.107,5.836,36186.97154592,388302.07353292,5.64495793,817,j,817,817_j,Vlissingen Sloehaven,Dmkw-Eupww,Denemarkenweg - Europaweg West ,501.550851,"501,550851",501.568772,"501,568772",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_61L_501.5
1742,da96e876-4cba-7a1b-a417-3df1f7f4dbf9,db034fa6-c689-4b14-b009-923c68e45faf,512R,150.245513,104521.66,424724.27,3.473,104383.034,424782.043,3.444,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,100.039989,"100,039989",100.189929,"100,189929",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,805_512R_100.0
1743,398143db-3839-83e8-476e-04e5befa9bb1,f5a41753-d3af-4a5d-9f64-df4569608bb4,189L,22949.026914,210478.864,473929.305,8.939,231850.495,480887.31,10.8,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,2.800056,"2,800056",25.743561,"25,743561",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,503_189L_40.9
1744,12bbdcfa-8f1a-41dd-8573-9242aa6f0d23,787f9eca-0b67-41c1-abe2-b9f35b602def,JJJL,42.162967,185263.432,340300.435,30.549,185261.507,340342.554,30.508,851,a,851,851_a,Born Franciscushaven,Bon-Bonoh,Born-Born Overlaadhaven ,101.351481,"101,351481",101.393624,"101,393624",Strukton Rail Short Line,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,851_JJJL_101.3
1745,12c16d37-0a04-c595-d8eb-4df235cd0689,93c7a155-32e2-49cb-be5c-7bf379069da2,914L,60.954628,86521.425,454264.93,0.034,86564.718,454222.05,-0.19,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,17.962559,"17,962559",17.898183,"17,898183",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,922_914L_18.0
