sAssetTypeName,sAssetLocationName,sLocationIdent,latitude,longitude,sName
Valdempend Kunstgras,01.01.737 Noord en Landzigt,,0,0,Metalen schommel Ondergrond
Valdempend Kunstgras,01.01.737 Noord en Landzigt,,0,0,Klimcombinatie Ondergrond
Type 1 - Rotatie om 1 as,01.01.737 Noord en Landzigt,,51.86892,4.641334,
Combinatie - Kind,01.01.737 Noord en Landzigt,,51.86896,4.641446,
Valdempend Zand,01.01.723 Lammetjeswiel 3 volleybalveld,01.01.723,0,0,Volleybalnet ondergrond
Tafeltennistafel,01.01.723 Lammetjeswiel 3 volleybalveld,01.01.723,51.86647,4.647182,Tafeltennistafel
Gras / grond,01.01.723 Lammetjeswiel 3 volleybalveld,01.01.723,0,0,Tafeltennistafel ondergrond
Volleybal set,01.01.723 Lammetjeswiel 3 volleybalveld,01.01.723,51.86654,4.647262,Volleybalnet
Water,01.01.724 Lammetjeswiel 4 speeleiland,01.01.724,0,0,Kabelveerpont ondergrond
Valdempend Zand,01.01.724 Lammetjeswiel 4 speeleiland,01.01.724,0,0,FSC Mastklim ondergrond
Pontje,01.01.724 Lammetjeswiel 4 speeleiland,01.01.724,51.86663,4.648676,Kabelveerpont
Frame & net,01.01.724 Lammetjeswiel 4 speeleiland,01.01.724,51.86662,4.648578,FSC Mastklim
Speelhuis,01.01.728 Schrijvertje 22,01.01.728,51.87248,4.65279,Blauwhuis
Rubbertegels 30x30,01.01.728 Schrijvertje 22,01.01.728,0,0,Zeehond ondergrond
Rubbertegels 30x30,01.01.728 Schrijvertje 22,01.01.728,0,0,Blauwhuis ondergrond
Rubbertegels 50x50,01.01.728 Schrijvertje 22,01.01.728,0,0,Hondenwip ondergrond
Type 1 - wip 1 richting,01.01.728 Schrijvertje 22,01.01.728,51.87243,4.652741,Hondenwip
Type 2A - Enkelpunts - 1 richting,01.01.728 Schrijvertje 22,01.01.728,51.87244,4.652672,Zeehond
Betontegels 30 x 30,01.03.707 Cornelis Smitstraat 60,01.03.707,0,0,
Duikelrek - meerdelig,01.03.707 Cornelis Smitstraat 60,01.03.707,51.86197,4.664225,Oase Duikelrek
Rubbertegels 50x50,01.03.707 Cornelis Smitstraat 60,01.03.707,0,0,Oase ondergrond
Rubbertegels 50x50,01.03.707 Cornelis Smitstraat 60,01.03.707,0,0,Spotvogel ondergrond
Rubbertegels 50x50,01.03.707 Cornelis Smitstraat 60,01.03.707,0,0,Oase Duikelrek ondergrond
Trampoline,01.03.707 Cornelis Smitstraat 60,01.03.707,51.862,4.664358,Trampoline
Combinatietoestellen,01.03.707 Cornelis Smitstraat 60,01.03.707,51.86213,4.663787,Oase
Type 3A - Meerpunts - 1 richting,01.03.707 Cornelis Smitstraat 60,01.03.707,51.86219,4.663751,Spotvogel
Combinatietoestellen,01.02.711 Liesgras 2,01.02.711,51.87215,4.669155,FSC-Combi groot
Boomschors,01.02.711 Liesgras 2,01.02.711,0,0,FSC-Combi groot ondergrond
Duikelrek - meerdelig,01.02.720 De Drentsehof 22,01.02.720,51.86673,4.663862,Duikeltrio
Anders (Specifceer in veld),01.02.720 De Drentsehof 22,01.02.720,51.86662,4.663643,Ukkepuk
Betontegels 30 x 30,01.02.720 De Drentsehof 22,01.02.720,0,0,Zandbak ondergrond
Type 1 - wip 1 richting,01.02.720 De Drentsehof 22,01.02.720,51.86663,4.663852,Adelaar
Gesmeerde insitu rubber vloer,01.02.720 De Drentsehof 22,01.02.720,0,0,Ukkepuk ondergrond
Gesmeerde insitu rubber vloer,01.02.720 De Drentsehof 22,01.02.720,0,0,Adelaar ondergrond
Gesmeerde insitu rubber vloer,01.02.720 De Drentsehof 22,01.02.720,0,0,Duikeltrio ondergrond
Zandbak,01.02.720 De Drentsehof 22,01.02.720,51.86675,4.66375,Zandbak
Doel,01.01.704 Reigerstraat 10 trapveld,01.01.704,51.873,4.646413,Speldoel 2
Doel,01.01.704 Reigerstraat 10 trapveld,01.01.704,51.87285,4.646719,Speldoel 1
Gras / grond,01.01.704 Reigerstraat 10 trapveld,01.01.704,0,0,Speldoel 1 ondergrond
Gras / grond,01.01.704 Reigerstraat 10 trapveld,01.01.704,0,0,Speldoel 2 ondergrond
Balanceerbalk,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87185,4.645127,Twist
Type 3A - Meerpunts - 1 richting,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87191,4.645187,Koekoek
Type 2A - Enkelpunts - 1 richting,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87188,4.645144,Galoppaard
Duikelrek - enkel,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87188,4.645212,Duikelsolo
Betontegels,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Twist ondergrond
Betontegels 30 x 30,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Toverhuisje ondergrond
Rubbertegels 50x50,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Duikelsolo ondergrond
Rubbertegels 50x50,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Koekoek ondergrond
Betontegels 30 x 30,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Galoppaard ondergrond
Rubbertegels 50x50,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,0,0,Oase ondergrond
Combinatietoestellen,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87187,4.645084,Oase
Speelhuis,01.01.700 Eksterstraat 1 (achter de huizen),01.01.700,51.87189,4.645126,Toverhuisje
Gras / grond,01.03.702 Meursingstraat ,01.03.702,0,0,4 Doelpalen en 1 Korfbalpaal Ondergrond
Veiligheidsgras,01.03.702 Meursingstraat ,01.03.702,0,0,
Voetbal veld,01.03.702 Meursingstraat ,01.03.702,51.86257,4.668068,4 Doelpalen
Combinatie - Kind,01.03.702 Meursingstraat ,01.03.702,51.86254,4.66787,
Water / zand,01.03.710 Kennedy-trace 3 tien+,01.03.710,0,0,Slingertouw ondergrond
Anders (Specifceer in veld),01.03.710 Kennedy-trace 3 tien+,01.03.710,51.86755,4.668749,Tien-Plus
Water,01.03.710 Kennedy-trace 3 tien+,01.03.710,0,0,Zwerfkeien door water Ondergrond
Gras / grond,01.03.710 Kennedy-trace 3 tien+,01.03.710,0,0,Tien-Plus ondergrond
Anders (Specificeer in naam veld),01.03.710 Kennedy-trace 3 tien+,01.03.710,51.86721,4.669451,Zwerfkeien door water
Schommel touw,01.03.710 Kennedy-trace 3 tien+,01.03.710,51.86729,4.669165,Slingertouw
Type 1 - wip 1 richting,01.03.717 Van Lennepstraat 20,01.03.717,51.86492,4.670782,Paardenwip
Vrijstaand - Type 1,01.03.717 Van Lennepstraat 20,01.03.717,51.86497,4.670757,Miniplay glijbaan
Zandbak,01.03.717 Van Lennepstraat 20,01.03.717,51.86497,4.671139,Zandbak groot
Balanceerbalk,01.03.717 Van Lennepstraat 20,01.03.717,51.86493,4.671035,Jungleplay balans
Rubbertegels 50x50,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Paardenwip ondergrond
Klinkers,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Zandbak groot ondergrond
Rubbertegels 50x50,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Miniplay ondergrond
Betontegels,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Tafeltennistafel ondergrond
Betontegels,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Paard ondergrond
Klinkers,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Jungleplay balans ondergrond
Betontegels,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Boerderij ondergrond
Rubbertegels 50x50,01.03.717 Van Lennepstraat 20,01.03.717,0,0,Kleuterschommel ondergrond
Betontegels,01.03.717 Van Lennepstraat 20,01.03.717,0,0,2 Doeltjes ondergrond
Tafeltennistafel,01.03.717 Van Lennepstraat 20,01.03.717,51.86502,4.670988,Tafeltennistafel
Speelhuis,01.03.717 Van Lennepstraat 20,01.03.717,51.86481,4.671035,Boerderij
Type 2A - Enkelpunts - 1 richting,01.03.717 Van Lennepstraat 20,01.03.717,51.86494,4.6709,Paard
Type 1 - Rotatie om 1 as,01.03.717 Van Lennepstraat 20,01.03.717,51.86482,4.670938,Kleuterschommel
Doel,01.03.717 Van Lennepstraat 20,01.03.717,51.865,4.670947,2 Doeltjes
Speel boot,01.01.718 De Donken 21,01.01.718,51.87122,4.64801,Boegzit
Gesmeerde insitu rubber vloer,01.01.718 De Donken 21,01.01.718,0,0,Boegzit ondergrond
Gesmeerde insitu rubber vloer,01.01.718 De Donken 21,01.01.718,0,0,Mastklim ondergrond
Klimtoestellen,01.01.718 De Donken 21,01.01.718,51.87126,4.64796,Mastklim
Doel,01.02.731  Schoener 24 / Kraanbaan 39  (trapveld ),,51.86163,4.652369,Jeugddoel 2
Gras / grond,01.02.731  Schoener 24 / Kraanbaan 39  (trapveld ),,0,0,Jeugddoel 2 Ondergrond
Gras / grond,01.02.731  Schoener 24 / Kraanbaan 39  (trapveld ),,0,0,Jeugddoel 1 Ondergrond
Doel,01.02.731  Schoener 24 / Kraanbaan 39  (trapveld ),,51.86163,4.651918,Jeugddoel 1
Rubbertegels 50x50,01.01.716 Van Oldenbarneveldtstraat 21,01.01.716,0,0,Draaischijf ondergrond
Glijbaan aan huisje,01.01.716 Van Oldenbarneveldtstraat 21,01.01.716,51.87012,4.655801,Free Play
Anders (specificeer in naam veld),01.01.716 Van Oldenbarneveldtstraat 21,01.01.716,51.87009,4.655741,Draaischijf Spin
Rubbertegels 50x50,01.01.716 Van Oldenbarneveldtstraat 21,01.01.716,0,0,Free Play ondergrond
Water,01.01.712 Boerenpad 2 touwbrug,01.01.712,0,0,Touwbrug ondergrond
Loopbrug,01.01.712 Boerenpad 2 touwbrug,01.01.712,51.87118,4.65245,Touwbrug
Doel,01.01.721 Lammetjeswiel 1 trapveld,01.01.721,51.86805,4.649623,Speldoel 2
Doel,01.01.721 Lammetjeswiel 1 trapveld,01.01.721,51.8684,4.650047,Speldoel 1
Gras,01.01.721 Lammetjeswiel 1 trapveld,01.01.721,0,0,Speldoel 1 ondergrond
Gras,01.01.721 Lammetjeswiel 1 trapveld,01.01.721,0,0,Speldoel 2 ondergrond
Balanceerbalk,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86636,4.661215,Zig-zag Balans
Anders (Specifceer in veld),01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86634,4.660877,Vrijbuiter
Anders (specificeer in naam veld),01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86631,4.661222,Invalidehuis
Type 1 - wip 1 richting,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86643,4.661203,Adelaar
Zandbak,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86633,4.661314,Zandbak middel
Betontegels 30 x 30,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Zig-zag Balans ondergrond
Rubbertegels 50x50,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Adelaar ondergrond
Betontegels 30 x 30,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Invalidehuis ondergrond
Rubbertegels 50x50,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Swoeng dubbel ondergrond
Betontegels,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Dunk ondergrond
Rubbertegels 50x50,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Vrijbuiter ondergrond
Betontegels,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Zandbak middel ondergrond
Rubbertegels 50x50,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,0,0,Vrijstaande glijbaan Ondergrond
Basketbal bord,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86626,4.660817,Dunk
Anders (specificeer in naam veld),01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86638,4.661275,Swoeng dubbel
Vrijstaand - Type 2 uitloop - Traditioneel,01.02.719 Schoolplein de Boeg hoek Weverstr/Parallelweg,01.02.719,51.86634,4.661349,
Doel,01.01.703 Rijnstraat 434 trapveld,01.01.703,51.87244,4.642226,Speldoel (rechts)
Asfalt,01.01.703 Rijnstraat 434 trapveld,01.01.703,0,0,Basketbalpaal 2 ondergrond
Asfalt,01.01.703 Rijnstraat 434 trapveld,01.01.703,0,0,Basketbalpaal 1 ondergrond
Asfalt,01.01.703 Rijnstraat 434 trapveld,01.01.703,0,0,Speldoel 2 ondergrond
Asfalt,01.01.703 Rijnstraat 434 trapveld,01.01.703,0,0,Speldoel 1 ondergrond
Basketbalpaal,01.01.703 Rijnstraat 434 trapveld,01.01.703,51.87245,4.642283,Basketbalpaal
Doel,01.01.703 Rijnstraat 434 trapveld,01.01.703,51.87244,4.642278,Speldoel (links)
Basketbalpaal,01.01.703 Rijnstraat 434 trapveld,01.01.703,51.87248,4.642265,Basketbalpaal 1
Skateboard - Anders,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.8673,4.670941,Funbox-stairs
Skateboard - Ollie Jump,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86714,4.671161,Olliebox
Skateboard - Grind Rail,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86731,4.671079,Grindrail
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Skateboard - Spine,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86715,4.670954,Spine
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Skateboard - Half Pipe,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86726,4.670381,Halfpipe
Betontegels 30 x 30,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Halfpipe ondergrond
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Grindrail ondergrond
Skateboard - Quarter Pipe,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86726,4.67112,Quarterpipe
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Skateboard - Curved Grind Rail,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86742,4.671035,Curved rail
Skateboard - Pyramid,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,51.86715,4.671062,1/2 pyramid with ledge
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Asfaltbeton,01.03.713 Kennedy-trace 6 skateboard Roemer Visscherstraat,01.03.713,0,0,Algemeen oppervlak/Asfaltbeton
Gras / grond,01.02.704 Zwenkgras trapveld,01.02.704,0,0,Speldoel 2 ondergrond
Gras / grond,01.02.704 Zwenkgras trapveld,01.02.704,0,0,Speldoel 1 ondergrond
Doel,01.02.704 Zwenkgras trapveld,01.02.704,51.87297,4.666283,Speldoel 1
Doel,01.02.704 Zwenkgras trapveld,01.02.704,51.87277,4.666876,Speldoel 2
Type 3A - Meerpunts - 1 richting,01.03.720 Koningin Wilhelminaweg 1,01.03.720,51.86582,4.665764,Albatros
Gesmeerde insitu rubber vloer,01.03.720 Koningin Wilhelminaweg 1,01.03.720,0,0,Albatros ondergrond
Gesmeerde insitu rubber vloer,01.03.720 Koningin Wilhelminaweg 1,01.03.720,0,0,Tri-action ondergrond
Klinkers,01.03.720 Koningin Wilhelminaweg 1,01.03.720,0,0,Sprinkhaan ondergrond
Klinkers,01.03.720 Koningin Wilhelminaweg 1,01.03.720,0,0,Personenauto ondergrond
Speelaanleiding,01.03.720 Koningin Wilhelminaweg 1,01.03.720,51.86583,4.665809,Personenauto
Glijbaan,01.03.720 Koningin Wilhelminaweg 1,01.03.720,51.86573,4.665822,Tri-action
Bokspringpalen,01.03.720 Koningin Wilhelminaweg 1,01.03.720,51.86576,4.665761,Sprinkhaan
Veiligheidsgras,01.01.711 Boerenpad 1 jungleplay,01.02.711,0,0,Jungle play ondergrond
Combinatie - Kind,01.01.711 Boerenpad 1 jungleplay,01.02.711,51.87175,4.651039,Jungle play
Veiligheidsgras,01.01.731 Brasem 5,01.01.731,0,0,3 Delig-duikelrek Ondergrond
Klinkers,01.01.731 Brasem 5,01.01.731,0,0,2-Delige zigzag Balans RVS Ondergrond
Zandbak,01.01.731 Brasem 5,01.01.731,51.87235,4.657287,Zandbak middel
Bokspringpalen,01.01.731 Brasem 5,01.01.731,51.87244,4.657402,Springbokpaal 3 st
Type 3A - Meerpunts - 1 richting,01.01.731 Brasem 5,01.01.731,51.87232,4.657347,Eekhoorn
Anders (Specifceer in veld),01.01.731 Brasem 5,01.01.731,51.87236,4.657284,Boom combinatie
Balanceerbalk,01.01.731 Brasem 5,01.01.731,51.87242,4.657338,
Betontegels,01.01.731 Brasem 5,01.01.731,0,0,Springbokpaal 3 st Ondergrond
Gravel,01.01.731 Brasem 5,01.01.731,0,0,Eekhoorn ondergrond
Rubbertegels 50x50,01.01.731 Brasem 5,01.01.731,0,0,Boomcombinatie ondergrond
Gravel,01.01.731 Brasem 5,01.01.731,0,0,Hond ondergrond
Betontegels 30 x 30,01.01.731 Brasem 5,01.01.731,0,0,Zandbak middel ondergrond
Combinatie - Kind,01.01.731 Brasem 5,01.01.731,51.8724,4.65732,Climbo jungle
Type 1 - Rotatie om 1 as,01.01.731 Brasem 5,01.01.731,51.87236,4.657423,Vogelnestschommel Adelaar 2
Duikelrek - meerdelig,01.01.731 Brasem 5,01.01.731,51.87254,4.657259,Ibondo driehoogten duikelrek
Type 1 - Rotatie om 1 as,01.01.731 Brasem 5,01.01.731,51.87245,4.657265,Enkele schommel
Veiligheidsgras,01.01.731 Brasem 5,01.01.731,0,0,Vogelnestschommel Ondergrond
Valdempend Kunstgras,01.01.731 Brasem 5,01.01.731,0,0,2-Delige zigzag Balans RVS Ondergrond
Veiligheidsgras,01.01.731 Brasem 5,01.01.731,0,0,Enkele schommel Ondergrond
Type 2A - Enkelpunts - 1 richting,01.01.731 Brasem 5,01.01.731,51.8723,4.657293,Hond
Veiligheidsgras,01.01.731 Brasem 5,01.01.731,0,0,Jungle Ondergrond
Type 2A - Enkelpunts - 1 richting,01.02.703 Krabbescheer 9,01.02.703,51.87122,4.662837,Paard
Balanceerbalk,01.02.703 Krabbescheer 9,01.02.703,51.87128,4.662778,Jungleplaybalans
Betontegels 30 x 30,01.02.703 Krabbescheer 9,01.02.703,0,0,Paard ondergrond
Rubbertegels 50x50,01.02.703 Krabbescheer 9,01.02.703,0,0,Hooiberg ondergrond
Betontegels 30 x 30,01.02.703 Krabbescheer 9,01.02.703,0,0,Jungleplaybalans ondergrond
Glijbaan aan huisje,01.02.703 Krabbescheer 9,01.02.703,51.87125,4.662852,Hooiberg
Boomschors,01.01.713 Boerenpad 3 kabelbaan,01.01.713,0,0,Kabelbaan ondergrond
Kabelbaan,01.01.713 Boerenpad 3 kabelbaan,01.01.713,51.87127,4.652407,Kabelbaan
Doel,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,51.86901,4.664556,Speldoel 1
Type 3A - Meerpunts - 1 richting,01.02.713 Sportlaan bij Sportcentrum Blokweer  (geen speeltoestel aanwezig ),01.02.713,51.86887,4.664242,Combi-spotvogel
