FID,projcode,projectnaa,vo_,inr_b,nvo,spl_,ontp,fase,gerd_,fase2,opp_,lngt,m3,partijen,beheer,doel_maatr,kader,bpn_vak,km_,opmerkinge,area_meter,perimeter_,hectares,aanspr__pl,aanspr__ui,area,perimeter,id,naam,sourcethm,acres,krw,se_anno_cad_data,gdb_geomattr_data,shape
krw_projecten_planstudie.11,HOIJ33,Molendijk, , ,ja, , ,planvorm,2007,planvorm,"0,2", , , , ,sanering+herinrichting,Oeverplan,R11a,"8,90-9,10", ,3692.403,354.152,0.369,J.Mertodirjo,D.Hoogeveen (AVN),,354.152,0, , ,0, ,,,"MULTIPOLYGON (((103017.63199999928 442304.03500000015, 103008.89790000021 442312.76900000125, 102999.27270000055 442322.9290000014, 102983.76529999822 442343.24909999967, 102968.79259999841 442371.5901999995, 102960.77149999887 442388.7017999999, 102955.9589000009 442404.743999999, 102951.68100000173 442426.1334999986, 102951.1462999992 442445.9188000001, 102960.77149999887 442449.6618999988, 102974.1400000006 442454.47459999844, 102980.02210000157 442432.5502999984, 103013.17579999939 442323.9985000007, 103015.84950000048 442316.5122000016, 103020.12739999965 442304.7479999997, 103017.63199999928 442304.03500000015)), ((103016.38430000097 442303.6785000004, 103017.63199999928 442304.03500000015, 103020.12739999965 442301.5395000018, 103016.38430000097 442303.6785000004)))"
krw_projecten_planstudie.12,HOIJ40,Dikke Boom / Kromme Geer, , ,ja, , ,planvorm,2007,planvorm,"1,6", , , , ,sanering+herinrichting,Oeverplan,L12,"11,75-12,30", ,15071.178,997.252,1.507,J.Mertodirjo,D.Hoogeveen (AVN),,997.252,0, , ,0, ,,,"POLYGON ((103497.52059999853 439753.6794000007, 103528.56509999931 439863.83729999885, 103630.71150000021 440214.3398000002, 103654.74599999934 440210.33399999887, 103648.73739999905 440121.2061999999, 103641.72729999945 440080.1473999992, 103572.62829999998 439910.90480000153, 103506.53350000083 439753.6794000007, 103497.52059999853 439753.6794000007))"
krw_projecten_planstudie.13,HOIJ38,AVIA, , ,ja, , ,planvorm,2007,planvorm,"0,1", , , , ,sanering+herinrichting,Oeverplan,L13b,"12,35-12,40", ,1077.124,158.259,0.108,J.Mertodirjo,D.Hoogeveen (AVN),,158.259,0, , ,0, ,,,"POLYGON ((103438.06190000102 439493.2298000008, 103448.45259999856 439561.561900001, 103469.05790000036 439541.48490000144, 103459.7237999998 439509.60830000043, 103438.06190000102 439493.2298000008))"
krw_projecten_planstudie.14,HOIJ49,Groenendijk II, , , , , ,planvorm,2007,planvorm, , , , , , , , , , ,24400.111,684.196,2.44,J.Mertodirjo, ,,684.196,0, , ,0, ,,,"POLYGON ((103553.35269999877 440732.5377999991, 103704.16550000012 440827.7879999988, 103799.41569999978 440833.0797000006, 103831.16580000147 440769.5795999989, 103603.62370000035 440661.10020000115, 103553.35269999877 440732.5377999991))"
krw_projecten_planstudie.15,HOIJ50,Parkslik, , , , , ,realisatie,2005,uitvoering, , , , , , , , , , ,7166.757,496.38,0.717,J.Mertodirjo, ,,496.38,0, , ,0, ,,,"POLYGON ((109310.50439999998 446733.4957999997, 109345.26240000129 446741.51689999923, 109372.53400000185 446749.5379999988, 109426.00780000165 446773.60119999945, 109455.95309999958 446792.85170000046, 109475.73840000108 446806.22019999847, 109484.82899999991 446812.63699999824, 109492.85009999946 446811.56760000065, 109496.59319999814 446800.8728, 109497.12799999863 446790.71279999986, 109500.33639999852 446781.0874999985, 109506.2184999995 446769.8579999991, 109524.39959999919 446763.44110000134, 109524.85860000178 446763.59420000017, 109525.11309999973 446760.5410999991, 109507.55530000106 446755.42009999976, 109421.72989999875 446727.0789999999, 109385.90249999985 446723.87049999833, 109309.43490000069 446728.6832000017, 109312.10860000178 446732.4263000004, 109310.50439999998 446733.4957999997))"
krw_projecten_planstudie.16,HOIJ12,Begraafplaats,ja,ja,ja, , ,realisatie,2005,uitvoering,"0,5", , , ,ZHL/SBB,sanering+herinrichting,Oeverplan,R1a,"0-0,63", ,10024.949,1073.794,1.002,J.Mertodirjo,D.Hoogeveen (AVN),,1073.794,0, , ,0, ,,,"POLYGON ((109524.85860000178 446763.59420000017, 109546.85860000178 446770.92749999836, 109574.13019999862 446782.1570000015, 109600.33240000159 446795.52540000156, 109615.3049999997 446804.6160000004, 109637.76399999857 446820.123399999, 109669.3136 446834.5612999983, 109688.56410000101 446851.1381999999, 109713.16209999844 446869.3192999996, 109729.20419999957 446885.36140000075, 109808.61279999837 446945.7868000008, 109834.28020000085 446963.4331, 109856.20450000092 446975.19739999995, 109880.2677000016 446985.8920999989, 109900.58769999817 446993.37849999964, 109910.74769999832 446996.05209999904, 109935.34569999948 446998.72580000013, 109940.69310000166 447000.3299999982, 109957.26990000159 446999.7952999994, 109968.23209999874 447000.8647999987, 109973.04470000044 446992.30900000036, 109974.64889999852 446983.7531999983, 109975.71840000153 446973.0584000014, 109976.25310000032 446956.48149999976, 109975.71840000153 446946.3214999996, 109959.40890000015 446947.3909999989, 109935.34569999948 446948.4604999982, 109900.58769999817 446947.9257000014, 109871.17709999904 446945.2520000003, 109844.440200001 446937.76570000127, 109828.39809999987 446935.0920000002, 109806.74120000005 446926.53620000184, 109797.38329999894 446920.11939999834, 109783.48009999841 446905.68140000105, 109771.71590000018 446894.4519000016, 109761.02109999955 446885.36140000075, 109740.16629999876 446870.92350000143, 109727.33260000125 446866.11080000177, 109711.82519999892 446857.0203000009, 109690.43569999933 446841.5128999986, 109672.78940000013 446831.88760000095, 109612.36400000006 446794.45589999855, 109571.18919999897 446775.20540000126, 109533.2228000015 446762.9063999988, 109525.11309999973 446760.5410999991, 109524.85860000178 446763.59420000017))"
krw_projecten_planstudie.17, , , , , , , , ,0, , , , , , , , , , , ,75459.536,1709.418,7.546, , ,,0,0,Vijfsluizerhaven,Projectgebieden,18.646, ,,,"POLYGON ((85165.0073999986 435867.4305000007, 85162.36160000041 435842.2950000018, 85167.65320000052 435821.1283, 85188.8200000003 435782.76359999925, 85215.27829999849 435712.6488999985, 85228.5075000003 435661.0549999997, 85229.83049999923 435616.0758000016, 85221.89290000126 435556.5443999991, 85206.01790000126 435507.59640000015, 85172.9448999986 435438.8046000004, 85157.0698999986 435395.14829999954, 85147.80950000137 435395.14829999954, 85127.96570000052 435326.3564000018, 85121.35110000148 435329.0023000017, 85113.41360000148 435317.09600000083, 85098.99340000004 435257.99010000005, 85103.14339999855 435238.623300001, 84910.85889999941 435255.2234000005, 84916.39229999855 435285.6568999998, 84920.54230000079 435325.77380000055, 84928.8423999995 435353.4406000003, 84943.5417000018 435362.2633999996, 84988.8434999995 435361.8515999988, 85061.73820000142 435357.73319999874, 85072.44590000063 435358.55689999834, 85088.27809999883 435381.91910000145, 85082.98640000075 435405.73160000145, 85077.69469999894 435405.73160000145, 85077.69469999894 435453.3566999994, 85067.11140000075 435454.6796000004, 85079.0175999999 435601.52369999886, 85088.27809999883 435598.87779999897, 85121.35110000148 435868.7534000017, 85165.0073999986 435867.4305000007))"
krw_projecten_planstudie.18, , , , , , , , ,0, , , , , , , , , , , ,1167582.343,6026.772,116.758, , ,,0,0,Klein Profijt,Projectgebieden,288.515, ,,,"POLYGON ((88685.65309999883 428951.993999999, 88710.66330000013 428946.7884999998, 88717.33729999885 428970.53269999847, 88933.22839999944 428898.73750000075, 89122.82820000127 428841.09910000116, 89265.91290000081 428795.59519999847, 89421.63760000095 428746.0463999994, 89535.3975000009 428710.6543999985, 89611.23739999905 428685.374499999, 90052.79450000077 428531.33509999886, 90048.5810999982 428223.2564000003, 90106.72509999946 428187.35880000144, 90214.92339999974 428137.81010000035, 90292.78570000082 428106.9684999995, 90606.95270000026 428017.1614000015, 90775.22260000184 427897.87150000036, 90925.32250000164 427750.9316000007, 90914.16770000011 427736.8696000017, 90949.0540000014 427709.56720000133, 90927.8189000003 427710.07279999927, 90914.67330000177 427701.98319999874, 90910.1229000017 427678.72560000047, 90930.8524999991 427646.36719999835, 90959.16600000113 427616.03130000085, 90974.83960000053 427606.42489999905, 90963.7164000012 427592.2681000009, 90936.41409999877 427587.2120999992, 90913.66209999844 427604.40249999985, 90891.92130000144 427610.9752999991, 90868.66369999945 427610.4697000012, 90857.03489999846 427601.874499999, 90726.16209999844 427604.5164999999, 90690.69260000065 427608.9528999999, 90580.47190000117 427619.06489999965, 90560.75349999964 427633.2217000015, 90477.32959999889 427657.4904000014, 90462.6671999991 427657.65900000185, 90446.9935999997 427643.8392000012, 90435.3647999987 427643.8392000012, 90329.18890000135 427672.1528000012, 90308.45930000022 427683.27600000054, 90294.80810000002 427697.93840000033, 90152.22899999842 427751.5320000015, 90076.38910000026 427781.3623000011, 89981.33639999852 427824.8438999988, 89839.60049999878 427886.4354000017, 89770.50129999965 427911.80700000003, 89758.36690000072 427914.84059999883, 89686.57180000097 427954.27739999816, 89626.91099999845 427998.7701999992, 89580.90150000155 428012.4213999994, 89574.32869999856 428020.51099999994, 89376.63919999823 428132.2485000007, 89257.82330000028 428219.2115999982, 89246.53159999847 428229.32360000163, 89071.25710000098 428314.2642999999, 88913.51000000164 428391.62110000104, 88725.93250000104 428505.8865999989, 88625.8238000013 428574.1424999982, 88626.32939999923 428630.26410000026, 88651.60940000042 428708.12640000135, 88665.76619999856 428702.56489999965, 88697.11329999939 428780.93279999867, 88685.65309999883 428951.993999999))"
krw_projecten_planstudie.19,HOIJ17,Spuisluis, , ,ja, , ,planvorm,2007,planvorm,"0,2", , , , ,sanering+herinrichting,Oeverplan,R2b,"2,80-2,95", ,1813.604,283.528,0.181,J.Mertodirjo,D.Hoogeveen (AVN),,283.528,0, , ,0, ,,,"POLYGON ((107562.8220999986 445666.77699999884, 107595.44110000134 445673.1939000003, 107635.01170000061 445686.56230000034, 107657.47069999948 445696.1876000017, 107698.64550000057 445671.5896999985, 107641.42850000039 445666.77699999884, 107602.9274000004 445665.17280000076, 107566.03049999848 445666.24230000004, 107562.8220999986 445666.77699999884))"
krw_projecten_planstudie.20,HOIJ27,Mallegatsslik, ,ja, , , ,realisatie,2005,uitvoering,"1,5", , , , ,sanering+herinrichting,Oeverplan,L1bc,"1,30-1,45", ,14709.135,505.134,1.471,J.Mertodirjo,D.Hoogeveen (AVN),,505.134,0, , ,0, ,,,"POLYGON ((108639.24949999899 446523.42720000073, 108638.71480000019 446525.0313999988, 108671.3337999992 446577.97040000185, 108691.11910000071 446612.19370000064, 108721.06439999864 446635.7221000008, 108759.56549999863 446650.69480000064, 108762.23919999972 446642.6737000011, 108770.79500000179 446617.5410999991, 108780.95499999821 446599.3599999994, 108782.02450000122 446579.5747000016, 108799.13610000163 446569.9494000003, 108805.55299999937 446550.6988000013, 108797.53189999983 446545.8861999996, 108761.70450000092 446530.9134999998, 108737.10649999976 446506.3156000003, 108714.11279999837 446492.9470999986, 108695.39699999988 446505.24610000104, 108680.95899999887 446489.7386999987, 108639.24949999899 446523.42720000073))"
krw_projecten_planstudie.21,HOIJ43,Heuvelman, , ,ja, , ,planvorm,2009,planvorm,"0,3", , , , ,sanering+herinrichting,Oeverplan,L10f,"10,15-10,50", ,4236.146,716.266,0.424,J.Mertodirjo,D.Hoogeveen (AVN),,716.266,0, , ,0, ,,,"MULTIPOLYGON (((104108.31909999996 441096.7749999985, 104132.10310000181 441065.7523000017, 104124.89600000158 441060.9475999996, 104115.27070000023 441066.8297000006, 104105.64539999887 441080.1981000006, 104074.63060000166 441109.60869999975, 104056.44949999824 441133.1372000016, 104036.66420000046 441162.01300000027, 104022.76099999994 441188.2151999995, 104005.64939999953 441219.23000000045, 103975.7041000016 441250.2448000014, 103951.10619999841 441279.1206, 103932.92509999871 441311.20490000024, 103919.02189999819 441338.4765000008, 103925.97349999845 441339.0113000013, 103932.92509999871 441337.4070999995, 103944.68930000067 441314.41330000013, 103967.14829999954 441274.30799999833, 103989.07250000164 441253.98800000176, 104017.41369999945 441226.7162999995, 104029.1779000014 441203.1878999993, 104042.54630000144 441169.499400001, 104067.6790000014 441140.6235000007, 104108.31909999996 441096.7749999985)), ((104132.10310000181 441065.7523000017, 104132.91699999943 441066.2949000001, 104132.91699999943 441064.6906999983, 104132.10310000181 441065.7523000017)))"
krw_projecten_planstudie.22,HOIJ32,AWZI, , ,ja, , ,planvorm,2007,planvorm,"0,5", , , , ,sanering+herinrichting,Oeverplan,R10a,"8,40-8,55", ,9506.944,446.132,0.951,J.Mertodirjo,D.Hoogeveen (AVN),,446.132,0, , ,0, ,,,"POLYGON ((103209.42469999939 442883.8691000007, 103211.0289000012 442885.4732999988, 103217.98050000146 442884.4039000012, 103233.48790000007 442881.1953999996, 103292.30900000036 442858.20169999823, 103321.71959999949 442842.6942999996, 103359.15129999816 442829.3258999996, 103391.23559999838 442817.02690000087, 103382.67969999835 442811.1447999999, 103369.31129999831 442796.1721000001, 103338.2965000011 442791.8942000009, 103297.65639999881 442790.2899999991, 103258.62060000002 442793.498399999, 103237.76579999924 442807.9362999983, 103222.25840000063 442827.186900001, 103210.49410000071 442859.27120000124, 103209.42469999939 442883.8691000007))"
krw_projecten_planstudie.23,HOIJ41,IJssellaanbaai, , ,ja, , ,planvorm,2007,planvorm,"1,2", , , , ,sanering+herinrichting,Oeverplan,L9a,"8,15-8,50", ,8817.675,651.154,0.882,J.Mertodirjo,D.Hoogeveen (AVN),,651.154,0, , ,0, ,,,"POLYGON ((103357.54710000008 442656.07079999894, 103357.0122999996 442664.626600001, 103353.26920000091 442685.4814000018, 103357.54710000008 442691.36349999905, 103383.21449999884 442693.50239999965, 103411.55559999868 442696.17610000074, 103500.3220999986 442714.35720000044, 103570.90749999881 442729.86459999904, 103609.4085999988 442745.90670000017, 103640.95820000023 442754.997299999, 103645.7707999982 442748.04569999874, 103647.375 442738.4204000011, 103620.63809999824 442725.0520000011, 103568.23380000144 442703.6623999998, 103522.78110000119 442691.36349999905, 103478.93259999901 442678.52980000153, 103451.12620000169 442670.50869999826, 103429.73669999838 442662.4875999987, 103404.06929999962 442656.07079999894, 103386.42289999872 442656.07079999894, 103370.38080000132 442655.53599999845, 103358.08179999888 442655.53599999845, 103357.54710000008 442656.07079999894))"
krw_projecten_planstudie.24,HOIJ24,Kattendijk, , ,ja, , ,planvorm,2009,planvorm,"0,6", , , , ,sanering+herinrichting,Oeverplan,L6a,"5,65-6,10", ,6750.904,921.926,0.675,J.Mertodirjo,D.Hoogeveen (AVN),,921.926,0, , ,0, ,,,"MULTIPOLYGON (((105519.75979999825 443544.9561999999, 105519.75979999825 443552.8262999989, 105573.76839999855 443561.382100001, 105644.88850000128 443583.84109999985, 105706.38340000063 443623.4116999991, 105770.01720000058 443695.06650000066, 105807.98360000178 443758.7003999986, 105833.11620000005 443807.3614999987, 105838.4635999985 443816.9868000001, 105844.34569999948 443820.19519999996, 105836.85940000042 443799.87519999966, 105822.9561999999 443769.92980000004, 105803.1708999984 443731.96350000054, 105771.08669999987 443678.48970000073, 105750.23189999908 443645.3359000012, 105740.07189999893 443630.8979999982, 105710.12649999931 443597.7441999987, 105698.89699999988 443583.30629999936, 105676.43800000101 443570.47260000184, 105645.42320000008 443560.3126000017, 105599.97049999982 443553.36100000143, 105563.07360000163 443548.01359999925, 105519.75979999825 443544.9561999999)), ((105517.62090000138 443544.80519999936, 105519.75979999825 443544.9561999999, 105519.75979999825 443544.80519999936, 105517.62090000138 443544.80519999936)))"
krw_projecten_planstudie.25,HOIJ26,Middelblok-Klein, , ,ja, , ,planvorm,2009,planvorm, , , , , ,sanering+herinrichting,Oeverplan,L4a,"4,20-4,40", ,3482.495,384.49,0.348,J.Mertodirjo,D.Hoogeveen (AVN),,384.49,0, , ,0, ,,,"MULTIPOLYGON (((106437.90480000153 444895.55319999903, 106457.15540000051 444919.0815999992, 106474.26700000092 444944.74909999967, 106499.93439999968 444979.5069999993, 106529.8797999993 445018.54289999977, 106540.57449999824 445029.7723999992, 106544.63039999828 445028.75840000063, 106521.32389999926 444978.4375, 106500.46920000017 444945.28379999846, 106477.47540000081 444895.55319999903, 106465.71119999886 444876.30260000005, 106437.90480000153 444895.55319999903)), ((106544.63039999828 445028.75840000063, 106544.85240000114 445029.2375999987, 106546.99139999971 445028.1682000011, 106544.63039999828 445028.75840000063)))"
krw_projecten_planstudie.26,HOIJ19,Werf III, , ,ja, , ,planvorm,2006,planvorm,"0,1", , , , ,sanering+herinrichting,Oeverplan,L16b,"15,90-16,00", ,752.7,116.355,0.075,J.Mertodirjo,D.Hoogeveen (AVN),,116.355,0, , ,0, ,,,"POLYGON ((100953.95149999857 437801.249499999, 100998.73889999837 437806.2575000003, 100994.3845999986 437786.80799999833, 100991.77199999988 437784.1953999996, 100971.45160000026 437782.45369999856, 100966.51669999957 437783.32449999824, 100963.98490000144 437784.83680000156, 100963.32349999994 437785.93719999865, 100956.64680000022 437797.2584999986, 100956.53539999947 437797.2426000014, 100953.95149999857 437801.249499999))"
