FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_voordlta_2008.27,5052.12,Vd0303,2008-05-14T00:00:00,,,"LINESTRING (62791.44099999964 427002.563000001, 59442.75 430785.438000001)"
vlieglijnen_voordlta_2008.28,5336.26,Vd0304,2008-05-14T00:00:00,,,"LINESTRING (62302.879000000656 427915.938000001, 58717.6090000011 431868.3440000005)"
vlieglijnen_voordlta_2008.29,4678.06,Vd0305,2008-05-14T00:00:00,,,"LINESTRING (62939.6409999989 427574.188000001, 59825.789000000805 431065.3440000005)"
vlieglijnen_voordlta_2008.30,3516.62,Vd0306,2008-05-14T00:00:00,,,"LINESTRING (61708.46900000051 429285.25, 59413.6799999997 431949.938000001)"
vlieglijnen_voordlta_2008.31,4483.86,Vd0402,2008-05-14T00:00:00,,,"LINESTRING (59421.0700000003 437212.125, 57503.33999999985 433159.063000001)"
vlieglijnen_voordlta_2008.32,3143.91,Vd0403,2008-05-14T00:00:00,,,"LINESTRING (59679.78099999949 437175.813000001, 58321.01999999955 434340.688000001)"
vlieglijnen_voordlta_2008.33,7413.43,Vd0404,2008-05-14T00:00:00,,,"LINESTRING (56701.8590000011 430382.625, 59904.21900000051 437068.7190000005)"
vlieglijnen_voordlta_2008.34,7074.08,Vd0405,2008-05-14T00:00:00,,,"LINESTRING (60373.539000000805 437449.5309999995, 57304.14799999818 431076.0309999995)"
vlieglijnen_voordlta_2008.35,8060.99,Vd0406,2008-05-14T00:00:00,,,"LINESTRING (60739.05900000036 437592.0940000005, 57199.76199999824 430349.6559999995)"
vlieglijnen_voordlta_2008.36,12173.8,Vd0406r,2008-05-18T00:00:00,,,"LINESTRING (56956.66000000015 429526.438000001, 62012.76199999824 440600.5940000005)"
vlieglijnen_voordlta_2008.37,9980.97,Vd0407,2008-05-14T00:00:00,,,"LINESTRING (62103.960999999195 439934.938000001, 57783.17199999839 430937.688000001)"
vlieglijnen_voordlta_2008.38,10462.6,Vd0408r,2008-05-14T00:00:00,,,"LINESTRING (62373.5 439483.875, 57623.73800000176 430161.563000001)"
vlieglijnen_voordlta_2008.39,9635.69,Vd0409,2008-05-14T00:00:00,,,"LINESTRING (62484.3200000003 439529.375, 58299.80900000036 430849.7190000005)"
vlieglijnen_voordlta_2008.40,10512.8,Vd0410,2008-05-14T00:00:00,,,"LINESTRING (62450.76199999824 438907.875, 57889.199000000954 429436.2809999995)"
vlieglijnen_voordlta_2008.41,9729.29,Vd0411,2008-05-14T00:00:00,,,"LINESTRING (63005.449000000954 439527.313000001, 58804.42199999839 430751.75)"
vlieglijnen_voordlta_2008.42,9981.77,Vd0411r,2008-05-14T00:00:00,,,"LINESTRING (63093.91000000015 439738.7190000005, 58791.76199999824 430731.6559999995)"
vlieglijnen_voordlta_2008.43,6871.26,Vd0412,2008-05-14T00:00:00,,,"LINESTRING (59800.699000000954 432331, 62831.94099999964 438497.5)"
vlieglijnen_voordlta_2008.44,6473.92,Vd0413,2008-05-14T00:00:00,,,"LINESTRING (60767.78099999949 433675, 63552.9299999997 439519.188000001)"
vlieglijnen_voordlta_2008.45,5588.97,Vd0414,2008-05-14T00:00:00,,,"LINESTRING (63316.96900000051 438381.875, 60845.33999999985 433369.125)"
vlieglijnen_voordlta_2008.46,1729.7,Vd0414r,2008-05-14T00:00:00,,,"LINESTRING (63058.51999999955 437837.188000001, 63728.17199999839 439432)"
vlieglijnen_voordlta_2008.47,5063.43,Vd0415,2008-05-14T00:00:00,,,"LINESTRING (63943.60200000182 439009.938000001, 61461.800999999046 434596.438000001)"
vlieglijnen_voordlta_2008.48,4372.4,Vd0416,2008-05-14T00:00:00,,,"LINESTRING (63651.5700000003 437990.9690000005, 61683.69099999964 434086.438000001)"
vlieglijnen_voordlta_2008.49,1393.97,Vd0417,2008-05-14T00:00:00,,,"LINESTRING (64305.4299999997 438757.125, 63683.16000000015 437509.75)"
vlieglijnen_voordlta_2008.50,458.751,Vd0418,2008-05-14T00:00:00,,,"LINESTRING (64197.1799999997 437435.9690000005, 63782.91000000015 437633.0309999995)"
