DOSSIERNR;REGISTR_OMS;INGANGSDATUM;EINDDATUM;STRAAT;HUISNR;LOKATIE;STADSDEEL;X_KOORD;Y_KOORD;COUNTER;LONG;LAT
00053IPM19;het organiseren van een incidentele private markt genaamd braderie De Stede op 30 en 31 augustus 2019 op de locatie de Stede verleend;2019-08-30;2019-08-31;De Stede;1;De Stede 1 - De Stede (Escamp, De Stede);ESCAMP;77748.481;451040.68;231;4.261174456717656;52.042299408518375
00080IPM19;Dickensfestival Loosduinen op 21-12-2019 verleend;2019-12-21;2019-12-21;Loosduinse Hoofdstraat;2;Loosduinse Hoofdstraat 2 - Loosduinse Hoofdstraat (Loosduinen, Loosduinse Hoofdstraat);LOOSDUINEN;76456.602;452444.464;232;4.242024770421637;52.05473315542728
00089IPM19;Platenbeurs Hofplaats op 4 april 2020 verleend;2020-04-04;2020-04-04;Hofplaats;0;Hofplaats ;CENTRUM;81366.711;455029.598;233;4.313045164100644;52.07863937101913
00064IPM20;Aanvraag is ingetrokken. Platenbeurs op locatie Hofplaats op 2-5-2021 ingekomen;2021-05-02;2021-05-02;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;234;4.314887587625159;52.07995365708993
00075IPM20;Aanvraag is ingetrokken. Le Marie Marche op locatie Plein van 7-8-2021 t/m 8-8-2021 ingekomen;2021-08-07;2021-08-08;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;235;4.314887587625159;52.07995365708993
00077IPM20;Le Marie Marche op locatie Plein van 2-10-2021 t/m 3-10-2021 verleend;2021-10-02;2021-10-03;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;236;4.314887587625159;52.07995365708993
00083IPM20;Salt Market op locatie Boulevard van 11-9-2021 t/m 12-9-2021 verleend;2021-09-11;2021-09-12;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;237;4.26164952891275;52.09971864699273
00091IPM20;Jaarmarkt Scheveningen op locatie Boulevard op 24-7-2021 en 25-7-2021 verleend;0202-07-25;2020-07-25;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;238;4.26164952891275;52.09971864699273
00002IPM21;IPM Stoffenbeurs op het Lange voorhout op 2-5-2021 ingekomen;2021-04-05;2021-04-05;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;239;4.309369371428719;52.08106950617021
00020IPM21;Stoffenbeurs op 17-10-2021 verleend;2021-10-17;2021-10-17;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;240;4.309369371428719;52.08106950617021
00032IPM21;Salt Market op het Boulevard van 16-10-2021 t/m 17-10-2021 verleend;2021-10-16;2021-10-17;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;241;4.26164952891275;52.09971864699273
00042IPM21;Jaarmarkt Scheveningen van 14-5-2022 en 15-5-2022, gelegen op het Boulevard  verleend;2022-05-14;2022-05-15;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;242;4.2678088680464015;52.10437288543751
00003IPM22;IPM Hobbemamarkt op 25-5-2022 t/m 26-5-2022, gelegen op locaties Hobbemastraat en Hobbemaplein  verleend;2022-05-28;2022-05-29;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Hobbemastraat en Hobbemaplein);CENTRUM;80687.668;453969.984;243;4.303371735900522;52.06902618635213
00056IPM22;IPM Platenbeurs op 2-9-2023, gelegen op locatie Lange Voorhout ingekomen;2023-09-02;2023-09-02;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;244;4.311289744471343;52.08218654846781
00038IPM17;Le Marie Marche op 5 en 6 augustus 2017 (VERLEEND) verleend;2017-08-05;2017-08-06;Noordeinde;1;Noordeinde 1 - Noordeinde (Plein voor Paleisstraat 1);CENTRUM;81069.668;455143.587;245;4.308687951611819;52.07962418452212
00041IPM17;Festival Trek van 7 tot en met 10 september 2017 verleend;2017-09-07;2017-09-10;Cremerweg;0;Cremerweg ;SCHEVENINGEN;80126.953;457585.325;246;4.294401607383704;52.10144068183495
00044IPM17;Zondagsmarkt op 28 mei 2017 (VERLEEND) verleend;2017-05-28;2017-05-28;Loosduinse Hoofdstraat;282;Loosduinse Hoofdstraat 282 - Loosduinse Hoofdstraat (winkelcentrum Loosduinse Hoofdplein);LOOSDUINEN;76015.965;452301.874;247;4.235634398952003;52.05338912610991
00051IPM17;Home Made Market @ de Fred op 2 juli 2017 verleend;2017-07-02;2017-07-02;Frederik Hendriklaan;230;Frederik Hendriklaan 1B-2-11-30-37-38-59-79-80-87-102A-115-134-135-152-161-168-191-208-219-230B-253-260-285 / Frederik Hendrikplein 1-15-25-29-37-43 - Frederik Hendriklaan (Frederik Hendriklaan);SCHEVENINGEN;78753.98;456369.262;248;4.274638094165779;52.09032490060567
00052IPM17;Le Marie Marche op 3 en 4 maart 2018 verleend;2018-03-03;2018-03-04;Plein;1;Plein 1;CENTRUM;81495.162;455173.946;249;4.314887587625159;52.07995365708993
00082IPM17;Braderie Hofkwartier op 17 december 2017 verleend;2017-12-17;2017-12-17;Prinsestraat;0;Prinsestraat  - Prinsestraat, Kerkplein, Molenstraat, Kleine Molstraat, Nobelstraat, Papestraat, Annastraat;CENTRUM;80934.523;455001.146;250;4.306747676147629;52.07832604443808
00115IPM17;Toost Foodtruck Festival van 25 tot en met 27 mei 2017 verleend;2017-05-26;2017-05-28;Koningin Marialaan;0;Koningin Marialaan  - Theresiastraat (Haagsche Hout, Kon. Marialaan,  het geddelte gelegen tussen de Theresiastraat en de Helenastraat );HAAGSE HOUT;82804.255;455650.928;251;4.333881059835854;52.08441242335689
00130IPM17;Zondagsmarkt op 26 maart 2017 verleend;2017-03-26;2017-03-26;Loosduinse Hoofdstraat;0;Loosduinse Hoofdstraat  - Loosduinse Hoofdstraat (Winkelcentrum Loosduinse Hoofdstraat);LOOSDUINEN;76000.468;452302.981;252;4.235408243989123;52.05339686532397
00149IPM17;31 maart tot en met 2 april 2018 ter plaatse van het Lange Voorhout.  verleend;2018-03-31;2018-04-02;Lange Voorhout;1;Lange Voorhout 1;CENTRUM;81118.763;455303.686;253;4.309369371428719;52.08106950617021
00174IPM17;"Jaarmarkt Scheveningen 29 april 2018
 verleend";2018-04-29;2018-04-29;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;254;4.2678088680464015;52.10437288543751
00176IPM17;Voorjaarsmarkt Dierenselaan van 25 tot en met 27 mei 2018 verleend;2018-05-25;2018-05-25;Dierenselaan;0;Dierenselaan  - Dierenselaan (Escamp, Dierenselaan/Apeldoornselaan);ESCAMP;79247.277;453666.205;255;4.282435007849145;52.06610110487174
00024IPM18;Bezuidenhoud festival braderie op 12 en 13 mei 2018 verleend;2018-05-12;2018-05-13;Theresiastraat;0;Theresiastraat  - Theresiastraat (Haagsche Hout, Theresiastraat);HAAGSE HOUT;82840.982;455717.413;256;4.334402748241928;52.08501469851297
00025IPM18;Vanaf 1 juni 2018 tot en met 3 juni 2018 organiseert BIZ Vereniging Weimarstraat een private markt met allerlei activiteiten.  verleend;2018-06-01;2018-06-03;Weimarstraat;0;Weimarstraat  - Weimarstraat (Segbroek, Weimarstraat en Regentesseplein);SEGBROEK;79191.139;454764.606;257;4.2813724931715464;52.075964417789656
00053IPM18;Braderieverkoop ter plaatse van winkelcentrum De Stede op 20 juli & 21 juli 2018.  verleend;2018-07-20;2018-07-21;De Stede;1;De Stede 1 - De Stede (Winkelcentrum De Stede aan de Hengelolaan );ESCAMP;77748.481;451040.68;258;4.261174456717656;52.042299408518375
00058IPM18;Op 30 juni 2018 wordt er een kindervrijmarkt georganiseerd ter plaase van Winkelcentrum Ypenburg: Oude Kustlijn & de Kling.  verleend;2018-06-30;2018-06-30;Oude Kustlijn;2;Oude Kustlijn 2;LEIDSCHENVEEN-YPENBURG;85146.582;450787.266;259;4.369044824973766;52.041003602109804
00071IPM18;het plaatsen van een springkussen in het kader van de Zomerspelen die op 18 augustus 2018 op het winkelcentrum Leyweg - Hemaplein wordt georganiseerd. verleend;2018-08-18;2018-08-18;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Winkelcentrum Leyweg-Hemaplein);LOOSDUINEN;77760.078;453187.768;260;4.260858079038967;52.06159619401367
00081IPM18;Het organiseren van de Jaarmarkt op de Boulevard van Scheveningen op 30 juni 2019.  verleend;2019-06-30;2019-06-30;Gevers Deynootweg;970;Gevers Deynootweg 970;SCHEVENINGEN;79421.527;459008.24;261;4.283791792780519;52.11413202378329
00082IPM18;het organisteren van een Pasar Malam op de locatie Winkelcentrum 't Hoge Veen, Jaap Hoekdreef in Den Haag. De aanvraag is gedaan voor 1 september 2018 en 2 september 2018. verleend;2018-09-01;2018-09-02;Jaap Hoekdreef;18;Jaap Hoekdreef 18;LEIDSCHENVEEN-YPENBURG;87402.621;453441.581;262;4.4013981404563545;52.065137603838856
00085IPM18;Aanvraag incidentele private markt Le Marie Marche verleend;2019-04-06;2019-04-07;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;263;4.314887587625159;52.07995365708993
00093IPM18;het organiseren van een incidentele private markt Haags Montmartre 2019 op de locatie Lange Voorhout (korte en lange gedeelte en gedeelte voor escher) in Den Haag. De aanvraag is ingediend voor 25 en 26 mei 2019. verleend;2019-05-25;2019-05-26;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;264;4.309369371428719;52.08106950617021
00098IPM18;het organiseren van een incidentele private markt genaamd Flagship Market ter hoogte van de Prins Hendrikstraat in Den Haag. De aanvraag is ingediend op 14 oktober 2018.  verleend;2018-10-14;2018-10-14;Prins Hendrikstraat;1;Prins Hendrikstraat 1;CENTRUM;80259.505;455581.03;265;4.296775277715412;52.08344660431202
00120IPM18;Sea Side Market 29 en 30 september 2018 ingekomen;2018-09-29;2018-09-30;Gevers Deynootplein;30;Gevers Deynootplein 30 - Gevers Deynootplein (Scheveningen, Geversdeynootplein);SCHEVENINGEN;79304.166;458881.436;266;4.282106862223653;52.11297643636202
00125IPM18;het organiseren van een private markt 'Loosduinen Markt' ter hoogte van het Loosduinse Hoofdplein in Den Haag. De aanvraag is ingediend voor 21 september 2018 en 22 september 2018.  verleend;2018-09-21;2018-09-22;Loosduinse Hoofdplein;183;Loosduinse Hoofdplein 183 - Loosduinse Hoofdstraat (Loosduinse Hoofdstraat);LOOSDUINEN;75928.357;452290.954;267;4.234359869279029;52.0532784990318
00128IPM18;het organiseren van een incidentele private markt genaamd de Royal Christmas Fair 2018 ter hoogte van de Lange Voorhout in Den Haag. De aanvraag is ingediend voor 14 december 2018 tot en met 23 december 2018. verleend;2018-12-07;2018-12-28;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;268;4.309369371428719;52.08106950617021
00160IPM18;het organiseren van een incidentele private markt genaamd de Swan Market ter hoogte van Het Plein in Den Haag. De aanvraags is ingediend voor 14 april 2019. verleend;2019-04-14;2019-04-14;Plein;1;Plein 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81495.162;455173.946;269;4.314887587625159;52.07995365708993
00024IPM19;het organiseren van een incidentele private markt genaamd Marché Royal op 13 oktober 2019 op de locatie Prinsestraat, (Korte) Molenstraat, Molstraat, Nobelstraat en Kerkplein verleend;2019-10-13;2019-10-13;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;270;4.307370358016654;52.077983520227065
00034IPM19;Het organiseren van een incidentele private markt genaamd Jaarmarkt Duindorp op 8 juni 2019 op de locatie Tesselseplein, Tesselsestraat en Pluvierstraat verleend;2019-06-08;2019-06-08;Tesselseplein;1;Tesselseplein 1 - Tesselseplein (Scheveningen, Tesselseplein);SCHEVENINGEN;77655.864;456381.738;271;4.258614748812663;52.0902846817715
00041IPM19;Het organiseren van een incidentele private markt genaamd Hobbemarkt op de locatie Hobbemastraat en Hobbemaplein op 17 en 18 augustus 2019 verleend;2019-08-17;2019-08-18;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (Centrum, Hobbemastraat);CENTRUM;80968.484;454147.218;272;4.307428250211668;52.070656547563715
00094IPM19;Platenbeurs op 5-9-2020 verleend;2020-09-05;2020-09-05;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;273;4.311289744471343;52.08218654846781
00107IPM19;stoffenbeurs op 8 maart 2020 op de locatie Lange Voorhout verleend;2020-03-08;2020-03-08;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;274;4.311289744471343;52.08218654846781
00111IPM19;IPM Winterlicht 2019, 13 & 14 december. verleend;2019-12-12;2019-12-16;Regentesseplein;185;Regentesseplein 185;SEGBROEK;79342.875;454904.572;275;4.28355445427114;52.077242998635626
00050IPM20;Haagsche Kunst en Antiek        Lange Voorhout                                                29-8-2020 t/m 30-8-2020 verleend;2020-08-29;2020-08-30;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;276;4.309369371428719;52.08106950617021
00057IPM20;Le Marie Marché - 18 en 19 juli 2020 in adviesfase;2020-07-18;2020-07-19;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;277;4.314887587625159;52.07995365708993
00071IPM20;Le Marie Marche op het Plein van 2-4-2021 t/m 5-4-2021  ingekomen;2021-04-02;2021-05-04;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;278;4.314887587625159;52.07995365708993
00004IPM21;Le Marie Marche op het Plein van 6-11-2021 t/m 7-11-2021 verleend;2021-11-06;2021-11-07;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;279;4.314887587625159;52.07995365708993
00017IPM21;IPM Fahrenheitfestival, gelegen op locaties  Thomsonlaan/plein en Fahrenheitstraat op 11-9-2021 verleend;2021-09-11;2021-09-11;Fahrenheitstraat;1;Fahrenheitstraat 1 - Fahrenheitstraat (Segbroek, Thomsonlaan/plein en Fahrenheitstraat);SEGBROEK;79050.477;454075.03;280;4.27947446116903;52.069748142869045
00022IPM21;Najaarsmarkt op 30-10-2021 t/m 31-10-2021 verleend;2021-10-30;2021-10-30;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Leyweg);LOOSDUINEN;77760.078;453187.768;281;4.260858079038967;52.06159619401367
00045IPM21;Jaarmarkt Scheveningen van 24-9-20222 t/m 25-9-2022, gelegen op het Boulevard  verleend;2022-09-24;2022-09-05;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;282;4.2678088680464015;52.10437288543751
00071IPM21;53e Nationale Geraniummarkt op locatie Lange Voorhout op 27-4-2022 verleend;2022-04-27;2022-04-27;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;283;4.311289744471343;52.08218654846781
00001IPM22;Zeldzaam Mooi op 27-11-2022, gelegen op locatie Lange Voorhout verleend;2022-11-27;2022-11-27;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;284;4.311289744471343;52.08218654846781
00005IPM22;Koningsdag Frederik Hendriklaan op 27-4-2022, gelegen op locatie Frederik Hendriklaan  verleend;2022-04-27;2022-04-27;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;285;4.276781743830995;52.093881114808184
00033IPM22;IPM Braderie Hobbemarkt, gelegen op locatie Hobbemastraat en Hobbemaplein van 5-11-2022 t/m 6-11-2022  verleend;2022-11-05;2022-11-06;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Hobbemastraat en Hobbemaplein);CENTRUM;80687.668;453969.984;286;4.303371735900522;52.06902618635213
00069IPM22;IPM Historische Paaschmarkt op locaties Lange Voorhout, Lange Vijverberg en Plein van 7-4-2023 t/m 10-4-2023 ingekomen;2023-04-07;2023-04-10;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;287;4.309369371428719;52.08106950617021
00096IPM22;IPM Zeldzaam Mooi op het Lange Voorhout op 2-4-2023 verleend;2023-04-02;2023-04-02;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Lange Voorhout);CENTRUM;81252.232;455426.005;288;4.311289744471343;52.08218654846781
00016IPM17;Zomermarkt Goeverneurplein 22 en 23 Juli 2017 verleend;2017-07-22;2017-07-23;Goeverneurlaan;1;Goeverneurlaan 1 - Goeverneurplein (Goeverneurlaan van de Genestetlaan tot aan de Hildebrandstraat);LAAK;82278.801;453002.078;289;4.326780416207628;52.06053897532115
00018IPM17;Braderie Hofkwartier op 30 april 2017 (VERLEEND) verleend;2017-04-30;2017-04-30;Molenstraat;1;Annastraat 1 / Kerkplein 1 / Molenstraat 1 / Nobelstraat 1 / Papestraat 1 / Prinsestraat 1;CENTRUM;80990.434;455218.269;290;4.3075160608395455;52.08028474843215
00021IPM17;Salt Market op 5 juni 2017 in adviesfase;2017-06-05;2017-06-05;Strandweg;1;Strandweg 1B;SCHEVENINGEN;77515.316;457908.393;291;4.256217258532615;52.103984453898875
00026IPM17;Koningsdag Frederik Hendriklaan op 27 april 2017 verleend;2017-04-27;2017-02-27;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;292;4.276781743830995;52.093881114808184
00055IPM17;Sea Side Market op 27 juli 2017 ingekomen;2017-07-23;2017-07-23;Gevers Deynootplein;65;Gevers Deynootplein 65 - Gevers Deynootplein (Gevers Deynootplein);SCHEVENINGEN;79363.807;458915.667;293;4.282969814954479;52.113292215276466
00072IPM17;Haagse Wereld Hapjes van 30 juni tot en met 3 juli 2017 (VERLEEND) verleend;2017-06-30;2017-07-03;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Korte Voorhout);CENTRUM;81252.232;455426.005;294;4.311289744471343;52.08218654846781
00074IPM17;Rrrollend Den Haag Summerspecial Malieveld 3 tot en met 6 augustus 2017 (VERLEEND) verleend;2017-08-03;2017-08-06;Koningskade;1;Koningskade 1 bis;HAAGSE HOUT;81694.359;455702.987;295;4.317679377841938;52.08473442961692
00098IPM17;Braderie Snuffelmarkt op 29 en 30 september 2017 verleend;2017-09-29;2017-09-30;De Stede;1;De Stede 1 - De Stede (op stoep winkelcentrum);ESCAMP;77748.481;451040.68;296;4.261174456717656;52.042299408518375
00105IPM17;Stoffenbeurs op 5 maart 2017 verleend;2017-03-05;2017-03-05;Spuiplein;0;Spuiplein  - Spuistraat (Centrum, Spuiplein);CENTRUM;81640.326;454838.136;297;4.3170771399375365;52.07695506065687
00121IPM17;12-8-2018 t/m 12-8-2018 verleend;2018-08-12;2018-08-12;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum. pleinen);CENTRUM;81252.232;455426.005;298;4.311289744471343;52.08218654846781
00136IPM17;het organiseren van een private markt genaamd Le Marie Marché op de locatie het Plein in Den Haag. De aanvraag is ingediend voor 4 augustus en 5 augustus 2018. in adviesfase;2018-08-04;2018-08-05;Plein;0;Plein ;CENTRUM;81556.476;455170.647;299;4.315782619372681;52.0799321452457
00138IPM17;Maandmarkt in Loosduinse Hoofdstraat en plein op 29 oktober 2017, tijdstip 12:00 - 17:00 uur.  verleend;2017-10-29;2017-10-29;Loosduinse Hoofdstraat;0;Loosduinse Hoofdstraat  - Loosduinse Hoofdstraat (Loosduinse Hoofdstraat en plein, Loosduinen);LOOSDUINEN;76000.468;452302.981;300;4.235408243989123;52.05339686532397
00151IPM17;Voorjaarsmarkt Leyweg van 23 tot en met 25 maart 2018 verleend;2018-03-23;2018-03-25;Leyweg;0;Leyweg  - Leyweg (Escamp, winkelcentrum/gebied Leyweg);ESCAMP;78712.332;451806.727;301;4.275050145017823;52.0493171328947
00153IPM17;het organiseren van een private markt Le Marie Marche ter hoogte van het Plein op 6 en 7 oktober 2018. verleend;2018-10-06;2018-10-07;Plein;0;Plein ;CENTRUM;81556.476;455170.647;302;4.315782619372681;52.0799321452457
00002IPM18;Het organiseren van een private markt Le Marie Marche ter hoogte van het Plein. De aanvraag is ingediend voor 1&2 december 2018.  verleend;2018-12-01;2018-12-02;Plein;0;Plein ;CENTRUM;81556.476;455170.647;303;4.315782619372681;52.0799321452457
00022IPM18;Braderie/snuffelmarkt op 25 mei 2018 en 26 mei 2018 bij De Stede.  verleend;2018-05-25;2018-05-25;De Stede;1;De Stede 1 - De Stede (Escamp, winkelcentra de Stede);ESCAMP;77748.481;451040.68;304;4.261174456717656;52.042299408518375
00026IPM18;BIZ Vereniging Hofkwartier organiseert zaterdag 16 en zondag 17 juni 2018 een braderie in centrum.   verleend;2018-06-16;2018-06-17;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;305;4.307370358016654;52.077983520227065
00033IPM18;Braderie/snuffelmarkt op 29 juni 2018 en op 30 juni 2018 ter plaatse van Hengelolaan.   verleend;2018-06-29;2018-06-30;De Stede;0;De Stede  / Hengelolaan  - De Stede (Hengelolaan);ESCAMP;77678.393;451156.712;306;4.260126786963867;52.04333237933626
00049IPM18;"De Grootste Groentekraam is een
presentatie van boeren, tuinders en telers die
gezonde, Hollandse groenten presenteren aan
het publiek. Het gaat plaatsvinden op 5 oktober 2018 ter plaase van het Plein.  verleend";2018-10-05;2018-10-05;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;307;4.309369371428719;52.08106950617021
00072IPM18;Het plaatsen van een klimtoren in het kader van de Zomerspelen op 11 augustus 2018 in het winkelcentrum Leyweg.  verleend;2018-08-11;2018-08-11;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Winkelcentrum Leyweg-Marktplein);LOOSDUINEN;77760.078;453187.768;308;4.260858079038967;52.06159619401367
00088IPM18;3 en 4 augustus 2019 verleend;2019-08-03;2019-08-04;Plein;1;Plein 1 - Plein (Centrum, Plein);CENTRUM;81495.162;455173.946;309;4.314887587625159;52.07995365708993
00101IPM18;het organiseren van een private markt HS Markt ter hoogte van de Stationsweg in Den Haag. De aanvraag is ingediend voor 22 en 23 september 2018. in adviesfase;2018-09-22;2018-09-23;Stationsweg;1;Stationsweg 1 - Stationsplein (Stationsplein);CENTRUM;81636.797;454474.337;310;4.317103878495338;52.07368521423442
00105IPM18;het organiseren van een incidentele private markt Christmas Market aan de Reinkenstraat op 9 december 2018 verleend;2018-12-09;2018-12-09;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;311;4.2841784444892745;52.08099534911913
00109IPM18;4 mei 2019 verleend;2019-05-04;2019-05-04;Hofplaats;2;Hofplaats 2 - Plein (Hofplaats, Centrum);CENTRUM;81314.835;455082.304;312;4.312277144943558;52.07910612672167
00116IPM18;BIZ Vereniging Hofkwartier organiseert zondag 9 december 2018 een braderie in centrum.   verleend;2018-10-09;2018-10-09;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;313;4.307370358016654;52.077983520227065
00117IPM18;het organiseren van een private markt genaamd de Flagship Market ter hoogte de Prins Hendrikstraat in Den Haag. De aanvraag is ingediend op 16 september 2018. verleend;2018-09-02;2018-09-02;Prins Hendrikstraat;1;Prins Hendrikstraat 1;CENTRUM;80259.505;455581.03;314;4.296775277715412;52.08344660431202
00126IPM18;het organiseren van een incidentele private markt genaamd de International Market op de Reinkenstraat in Den Haag. De aanvraag is ingediend voor 14 oktober 2018. verleend;2018-10-14;2018-10-14;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;315;4.2841784444892745;52.08099534911913
00132IPM18;het organiseren van een incidentele private markt genaamd Historisch Paaschmarkt op Het Plein in Den Haag. De aanvraag is ingediend voor 19 april 2019 tot en met 22 april 2019. verleend;2019-04-19;2019-04-22;Plein;1;Plein 1 - Plein (Centrum, Lange Voorhout);CENTRUM;81495.162;455173.946;316;4.314887587625159;52.07995365708993
00144IPM18;Incidentele private markt Rrrollend Den Haag editie 9 t/m 11 augustus 2019 verleend;2019-08-09;2019-08-11;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorout);CENTRUM;81118.763;455303.686;317;4.309369371428719;52.08106950617021
00153IPM18;Sustainability Market 6-9-2019 t/m 9-9-2019 verleend;2019-09-06;2019-09-08;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout, Plein en Lange Vijverberg);CENTRUM;81118.763;455303.686;318;4.309369371428719;52.08106950617021
00167IPM18;het organiseren van incidentele private markt genaamd Vlaggetjesdag Braderie ter hoogte van Badhuisstraat. De aanvraag is ingediend 15 juni 2019. verleend;2019-06-15;2019-06-15;Badhuisstraat;1;Badhuisstraat 1 - Badhuisstraat (Scheveningen, Badhuisstraat);SCHEVENINGEN;79095.891;458109.105;319;4.279238850891565;52.10600724514119
00029IPM22;IPM Zomermarkt op 9-7-2022, gelegen op locatie Keizerstraat  verleend;2022-07-09;2022-07-09;Keizerstraat;0;Keizerstraat  - Keizerstraat (Scheveningen, Keizerstraat);SCHEVENINGEN;78682.188;458168.334;376;4.273187892693356;52.10648260828828
00041IPM22;IPM Le Marie Marché op 11-9-2022, gelegen op locatie Frederik Hendriklaan  verleend;2022-09-11;2022-09-11;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;377;4.276781743830995;52.093881114808184
00053IPM22;IPM Platenbeurs op 6-5-2023, gelegen op locatie Lange Voorhout ingekomen;2023-09-02;2023-09-02;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;378;4.311289744471343;52.08218654846781
00054IPM22; IPM Platenbeurs op 3-6-2023, gelegen op locatie Lange Voorhout ingekomen;2023-06-03;2023-06-03;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;379;4.311289744471343;52.08218654846781
00081IPM22;IPM Braderie Hobbemastraat, gelegen op locatie Hobbemastraat en Hobbemaplein op 25-2-2023 t/m 26-2-2023 verleend;2023-02-25;2023-02-26;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (Centrum, Hobbemastraat en Hobbemplein);CENTRUM;80968.484;454147.218;380;4.307428250211668;52.070656547563715
00087IPM22;IPM Lange Voorhout,  Le Marie Marche (4-3-2023 t/m 5-3-2023) verleend;2023-03-04;2022-03-05;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Pleinen en gehele Lange Vijverberg, Stadsdeel Centrum );CENTRUM;81252.232;455426.005;381;4.311289744471343;52.08218654846781
00002IPM23;IPM Royal Christmas Fair, gelegen op locatie Lange Voorhout van 27-11-2023 t/m 29-12-2023 ingekomen;2023-11-27;2023-12-29;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;382;4.309369371428719;52.08106950617021
