FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_vlakmaatregelen.41,VZ014c,,NL93-0132,Zwarte Water,uiterwaardverlaging Veldiger Buitenlanden,1,Vecht - Zwarte water,Gereed,Ja,provincie EHS,2015,UVER,16,MIRT 3,,"MULTIPOLYGON (((201908.811999999 515760.98860000074, 201921.0236000009 515752.84760000184, 201927.86199999973 515748.2886000015, 201955.378800001 515712.30519999936, 201887.6453000009 515682.67179999873, 201896.11199999973 515614.93829999864, 201915.16200000048 515511.22150000185, 201938.44539999962 515523.9215000011, 201980.7787999995 515530.27149999887, 202010.41220000014 515485.82140000165, 201999.82889999822 515415.97129999846, 201974.42880000174 515401.15459999815, 201949.02870000154 515356.7045000009, 201915.16200000048 515231.82090000063, 201870.71189999953 515181.0207999982, 201883.41200000048 515123.8707000017, 202046.39559999853 515168.32079999894, 202095.0789999999 514996.87040000036, 201835.4448999986 514923.381000001, 201800.51799999923 515014.2829999998, 201755.3962999992 515181.23310000077, 201734.9653000012 515342.35610000044, 201771.45329999924 515442.431499999, 201835.93560000136 515496.6345000006, 201811.44509999827 515708.07189999893, 201864.36190000176 515720.7718999982, 201908.811999999 515760.98860000074)), ((202951.80160000175 512847.65569999814, 202965.03079999983 512773.5722000003, 202970.32250000164 512720.6554999985, 202938.57239999995 512663.7699000016, 202886.97850000113 512625.4052999988, 202871.10350000113 512600.2697999999, 202744.10330000147 512651.8636999987, 202812.89510000125 512780.1867999993, 202920.05150000006 512737.85339999944, 202904.17650000006 512839.71819999814, 202939.8953000009 512946.87469999865, 202982.44449999928 512931.64119999856, 202979.58289999887 512908.51000000164, 202951.80160000175 512847.65569999814)), ((202871.10350000113 513805.4492999986, 202880.36389999837 513711.5219999999, 202865.81179999933 513703.5844999999, 202838.03049999848 513759.1471000016, 202819.5097000003 513776.3451000005, 202794.37420000136 513810.7410000004, 202777.1761999987 513834.5535000004, 202773.20749999955 513862.33480000123, 202742.78029999882 513876.8869000003, 202718.96779999882 513909.9598999992, 202712.35319999978 513924.51199999824, 202759.97830000147 513932.44959999993, 202814.21799999848 513954.939199999, 202836.70760000125 513927.15790000185, 202875.07229999825 513908.63699999824, 202890.94729999825 513884.82449999824, 202872.42639999837 513818.6785000004, 202871.10350000113 513805.4492999986)), ((201921.0236000009 515752.84760000184, 201923.6286999993 515777.9219999984, 201896.11199999973 515792.7386999987, 201874.94530000165 515813.9054000005, 201802.97850000113 515790.6220000014, 201805.0951000005 515818.13870000094, 201832.61190000176 515904.9222000018, 201836.84519999847 515949.372299999, 201902.46200000122 515919.73889999837, 201946.91209999844 515938.7890000008, 201959.61210000142 515856.2388000004, 201951.14539999887 515769.45529999956, 201921.0236000009 515752.84760000184)), ((202905.49940000102 513702.2615999989, 202934.6035999991 513653.3136, 202950.4787000008 513612.30310000107, 202975.61410000175 513554.0945999995, 203012.65590000153 513473.39660000056, 202930.63489999995 513435.0318999998, 202924.0203000009 513523.66750000045, 202908.1453000009 513555.4175999984, 202890.94729999825 513614.94889999926, 202894.9160999991 513663.8968999982, 202905.49940000102 513702.2615999989)), ((201872.41299999878 514815.38699999824, 201991.3621999994 514880.4534999989, 202031.57889999822 514816.95340000093, 201942.74870000035 514722.6272, 201872.41299999878 514815.38699999824)), ((202868.9257999994 512891.6919, 202866.2800000012 512859.9419, 202842.4673999995 512866.556499999, 202833.20699999854 512832.16059999913, 202808.01839999855 512845.3968000002, 202837.51040000096 512987.2996000014, 202882.1550000012 512956.5150000006, 202872.89460000023 512911.5357000008, 202868.9257999994 512891.6919)), ((202568.0647 512500, 202592.0896999985 512519.81109999865, 202736.16569999978 512466.6550000012, 202746.74909999967 512432.2591000013, 202766.5929000005 512419.0298999995, 202770.56159999967 512407.12359999865, 202568.0647 512500)))"
rws_on_vlakmaatregelen.42,YS978c,Y94,x9936,Scheller- en Oldeneler buitenwaarden,Aantakken strangen en uiterwaardverlaging,1,IJssel,Gereed,Ja,RvdR,2016,UVER,6,MIRT 3,,"POLYGON ((201358.17280000076 500438.9184000008, 201387.99940000102 500422.4354000017, 201421.3088000007 500409.2496000007, 201466.28810000047 500348.3953000009, 201467.61100000143 500337.811999999, 201454.38179999962 500333.84319999814, 201421.45080000162 500336.7489, 201375.00670000166 500345.749499999, 201324.73570000008 500369.561999999, 201281.07939999923 500419.83300000057, 201245.36059999838 500452.9059000015, 201214.93340000138 500472.74969999865, 201159.37079999968 500523.0207000002, 201107.77699999884 500589.1666000001, 201078.67269999906 500612.9792000018, 201050.89139999822 500639.4376000017, 201031.0476000011 500664.5729999989, 201007.2351000011 500687.06269999966, 200963.57869999856 500713.52109999955, 200898.75569999963 500750.56280000135, 200877.27389999852 500782.8438999988, 200870.97439999878 500811.4171000011, 200886.93210000172 500799.35869999975, 200904.04740000144 500804.80249999836, 200915.90780000016 500798.54729999974, 200960.14130000025 500767.20419999957, 201042.8227000013 500698.47140000015, 201118.36030000076 500630.17709999904, 201134.26419999823 500613.45059999824, 201183.4728000015 500561.6966999993, 201217.7281000018 500529.7305999994, 201257.26680000126 500495.2393999994, 201270.4411999993 500486.6607000008, 201314.15239999816 500458.1975999996, 201331.62310000136 500451.2093000002, 201358.17280000076 500438.9184000008))"
rws_on_vlakmaatregelen.43,YS979a,Y96,,Engelse werk,Geïsoleerde plas,Oud,IJssel,Gereed,Ja,Oud,1989,UVER,11,Inschatting,,"POLYGON ((201019.38419999927 500908.1149000004, 201074.94689999893 500847.2606000006, 201130.50950000063 500812.86470000073, 201252.21799999848 500844.6147999987, 201257.5097000003 500815.5104999989, 201268.09310000017 500796.98970000073, 201278.67639999837 500770.53130000085, 201260.15560000017 500746.71869999915, 201182.46930000186 500723.54100000113, 201159.86349999905 500749.76370000094, 201125.21779999882 500744.07290000096, 201069.65520000085 500728.19790000096, 201037.90509999916 500815.5104999989, 200915.90780000016 500798.54729999974, 200847.40469999984 500886.9481999986, 200805.07129999995 501085.38610000163, 200733.63369999826 501175.3445999995, 200688.6543999985 501270.59479999915, 200678.0711000003 501294.40729999915, 200696.5918999985 501289.11569999903, 200720.40450000018 501249.42810000107, 200741.57119999826 501278.53229999915, 200752.15450000018 501297.05319999903, 200786.55040000007 501312.92819999903, 200881.80059999973 501249.42810000107, 200945.3007999994 501257.36560000107, 200969.1132999994 501220.32389999926, 200953.2382999994 501177.9904000014, 200953.2382999994 501138.3029000014, 200998.2175000012 501090.6777999997, 200963.8216000013 501085.38610000163, 200987.63419999927 501048.34430000186, 201006.15509999916 501006.01089999825, 201014.09259999916 500961.03170000017, 201019.38419999927 500908.1149000004))"
rws_on_vlakmaatregelen.44,YS993a,Y104,x2318,"Reevediep, Ijsseldelta Zuid (valt wellicht onder ander waterlichaam)",natte natuur in voormalig binnendijks gebied,2,IJssel,Realisatie,Nee,RWS-RvdR,,UVER,110,Inschatting,,"MULTIPOLYGON (((193182.4888000004 504399.9193000011, 191380.09149999917 504189.09910000116, 190984.73889999837 503862.5179999992, 190682.79630000144 504101.69110000134, 190379.32930000126 504195.5760000013, 189546.81060000136 504264.0925000012, 189198.8935999982 503975.19860000163, 188810.39979999885 503631.94860000163, 188282.4915000014 503995.2329999991, 187895.6486000009 504038.85759999976, 187336.79399999976 503842.7692000009, 187289.99450000003 504497.51889999956, 188026.91340000182 504826.70380000025, 188640.89570000023 504334.45050000027, 189560.63210000098 504900.9354000017, 190157.53330000117 504482.4695999995, 190843.96950000152 504422.6521999985, 191803.83769999817 504551.30359999835, 192523.35720000044 504646.93470000103, 192982.27279999852 505019.87110000104, 193210.87319999933 504795.65210000053, 193182.4888000004 504399.9193000011)), ((187531.67590000108 504794.0011, 187222.55739999935 504735.1363000013, 186954.52320000157 506277.2371000014, 187368.9470999986 506518.3154999986, 187686.9241000004 505956.5298999995, 187631.77430000156 505249.5192999989, 187743.40740000084 504983.96189999953, 187531.67590000108 504794.0011)), ((193251.00499999896 505045.9695000015, 193122.29080000147 505000.50360000134, 192900.7388000004 505220.72199999914, 192958.2067000009 505300.6050999984, 193251.00499999896 505045.9695000015)))"
rws_on_vlakmaatregelen.45,BW873a,BW5,Nieuw20,Erlecomse Kaliwaal,"Verondieping diep put;
Waarschijnlijk realisatie voor 2027",3,"Boven-Rijn, Waal",Realisatie,Nee,Particulier,,HZWP,5,MIRT 2,,"POLYGON ((196212.9470999986 430254.8088000007, 196285.70760000125 430215.121199999, 196252.6347000003 429957.15190000087, 196150.1083999984 429795.09430000186, 196077.3478000015 429712.4118999988, 196034.35300000012 429623.1147999987, 196054.19680000097 429596.6563999988, 196156.72300000116 429570.1979999989, 196295.62950000167 429695.8753999993, 196345.23900000006 429791.7870000005, 196487.45279999822 430069.60009999946, 196563.52070000023 430109.28770000115, 196669.3542000018 430122.51689999923, 196692.5053000003 430211.81390000135, 196778.495099999 430254.8088000007, 196821.48999999836 430238.27230000123, 196748.72940000147 430092.7512000017, 196599.90100000054 429990.2248999998, 196513.91120000184 429887.6986999996, 196361.77549999952 429652.88049999997, 196090.57699999958 429447.8280000016, 195895.44640000165 429642.95859999955, 195958.28510000184 429692.56810000166, 195978.12889999896 429748.7921000011, 196100.4989 429814.938099999, 196156.72300000116 429970.38109999895, 196117.03539999947 430026.6052000001, 196212.9470999986 430254.8088000007))"
rws_on_vlakmaatregelen.46,BW881a,BW9,Y3014,Buiten Ooij,Vernatting buitenpolder door peilopzet en afgraving,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,UVER,80,MIRT 3,,"POLYGON ((190141.84930000082 430959.1207000017, 190141.84930000082 430941.6581999995, 190283.86470000073 430839.5949999988, 190389.69830000028 430875.57840000093, 190440.498399999 430884.0450000018, 190459.54839999974 430771.8614999987, 190421.44830000028 430638.5111999996, 190484.94849999994 430509.3942999989, 190453.19839999825 430306.1939000003, 190285.9814000018 430337.9439000003, 190275.39799999818 430130.5102000013, 190404.5150000006 430100.87680000067, 190398.16490000114 429914.60979999974, 190307.14809999987 429942.1264999993, 190256.34800000116 429893.44310000166, 190233.0645999983 429859.5762999989, 190271.16470000148 429836.29289999977, 190264.8147 429800.3095000014, 190156.86450000107 429789.72619999945, 190125.11439999938 429764.32609999925, 190125.11439999938 429711.40940000117, 190127.23110000044 429609.8092, 190101.83100000024 429601.3425000012, 190015.0474999994 429677.5425999984, 190053.14759999886 429749.50939999893, 190025.6308999993 429836.29289999977, 189896.5139000006 429825.7096000016, 189803.38039999828 429749.50939999893, 189758.93030000106 429749.50939999893, 189648.86340000108 429565.35909999907, 189602.29670000076 429510.32559999824, 189551.9860999994 429323.8865999989, 189456.73589999974 429244.51139999926, 189350.9023000002 429239.21979999915, 189351.27270000055 429338.2800000012, 189363.9728000015 429400.19260000065, 189343.33520000055 429428.7677000016, 189373.4978 429531.95540000126, 189278.24760000035 429565.29289999977, 189323.47289999947 429787.3352999985, 189352.3759999983 429891.561999999, 189362.38529999927 430090.7564999983, 189367.14779999852 430132.0315999985, 189735.44849999994 430289.1944000013, 189770.37359999865 430179.65670000017, 189900.54879999906 430251.09430000186, 189868.79879999906 430355.86950000003, 189968.8115000017 430425.7195999995, 189913.2489 430547.9574000016, 189873.5612999983 430593.99500000104, 189824.34870000184 430619.39499999955, 189784.66110000014 430616.2199999988, 189760.84860000014 430876.5705000013, 190124.38679999858 431017.85830000043, 190141.84930000082 430959.1207000017), (190102.62480000034 429842.9074999988, 190123.79149999842 430030.76209999993, 190155.54149999842 430042.6684000008, 190106.5934999995 430352.23149999976, 190014.11780000106 430300.1325000003, 190049.70800000057 430160.4081999995, 190057.64550000057 430037.376699999, 190051.03090000153 429909.0535000004, 190082.7809999995 429838.93879999965, 190102.62480000034 429842.9074999988))"
rws_on_vlakmaatregelen.47,BW886c,,Y3021,Oosterhoutse waarden,vasthouden water,3,"Boven-Rijn, Waal",Planstudie,Nee,Waalweelde,,UVER,15,MIRT 2,,"MULTIPOLYGON (((185506.58080000058 431890.4732999988, 185661.10700000077 431762.249499999, 185974.6389000006 431452.6862999983, 185982.5764000006 431301.8735000007, 185966.7012999989 431293.9360000007, 185680.95080000162 431222.498399999, 185427.48299999908 431407.14939999953, 185279.46299999952 431478.5379999988, 185184.54439999908 431554.5020000003, 185268.1999000013 431583.6552999988, 185419.01269999892 431532.0615000017, 185454.73160000145 431571.74909999967, 185434.8878000006 431643.18670000136, 185462.66910000145 431682.8742999993, 185534.10669999942 431702.7181000002, 185577.76309999824 431758.28069999814, 185506.58080000058 431890.4732999988)), ((185474.57539999858 431917.0309999995, 185506.58080000058 431890.4732999988, 185426.9503000006 431817.8121000007, 185315.82499999925 431762.249499999, 185252.3249000013 431670.9679999985, 185208.66860000044 431635.24920000136, 185155.99280000106 431577.3520000018, 185073.7307999991 431643.18670000136, 184998.32440000027 431837.6559000015, 185026.10570000112 431881.31219999865, 185041.98070000112 432032.125, 185474.57539999858 431917.0309999995)))"
rws_on_vlakmaatregelen.48,BW892b,BW15,MAT005-b,Ewijkse waard,"Uiterwaardverlaging, fase 1",1,"Boven-Rijn, Waal",Gereed,Ja,RWS,2015,UVER,3,MIRT 3,,"POLYGON ((179902.1592000015 432620.77219999954, 180120.04789999872 432550.0208999999, 180187.3674999997 432585.2782999985, 180219.23369999975 432575.05700000003, 180212.21759999916 432526.39180000126, 180152.95080000162 432454.42500000075, 180059.8172999993 432488.2917000018, 179844.2666000016 432545.306499999, 179842.29830000177 432545.79190000147, 179902.1592000015 432620.77219999954))"
rws_on_vlakmaatregelen.49,NL943b,NL144,,Goiberdinger en Everdinger waarden,aangetakte en geisoleerde strang,Oud,Nederrijn en Lek,Gereed,Ja,WS rivierenland en UL,200,UVER,3,Inschatting,,"POLYGON ((139384.04839999974 442055.5729999989, 139483.26740000024 442051.6042000018, 139626.1427000016 442015.88540000096, 139721.39290000126 441996.0416000001, 139995.2371999994 441984.13540000096, 140011.1121999994 442003.9791000001, 140086.5185999982 441928.5727000013, 139939.67449999973 441916.6664999984, 139689.64279999956 441968.26029999927, 139471.3610999994 442015.88540000096, 139384.04839999974 442055.5729999989))"
rws_on_vlakmaatregelen.50,BW889a,BW14,,Beuningse uiterwaard,"herinrichting Beuningse Uiterwaard, met name uiterwaardverlaging",3,"Boven-Rijn, Waal",Gereed,Ja,Waalweelde,2018,UVER,5,MIRT 2,,"MULTIPOLYGON (((183579.91369999945 431273.5784999989, 183571.97619999945 431237.0659000017, 183548.16369999945 431230.7159000002, 183510.0636 431238.6534000002, 183479.90100000054 431238.6534000002, 183444.9759999998 431241.0346000008, 183441.00719999894 431229.1284000017, 183455.29470000044 431214.8407999985, 183491.01359999925 431200.5533000007, 183513.23860000074 431194.20329999924, 183538.63870000094 431186.26579999924, 183568.8011999987 431184.6783000007, 183551.3387000002 431086.2531000003, 183484.66360000148 431102.1281000003, 183441.80099999905 431127.5282000005, 183406.87590000033 431157.6906999983, 183384.65089999884 431191.0282999985, 183381.47590000182 431218.01579999924, 183386.23840000108 431245.0034000017, 183406.87590000033 431273.5784999989, 183454.5009999983 431292.62849999964, 183479.90100000054 431294.21599999815, 183531.49489999935 431302.15349999815, 183556.10119999945 431302.94729999825, 183587.85130000114 431303.7410000004, 183579.91369999945 431273.5784999989)), ((184089.184799999 431051.11630000174, 184008.75129999965 431066.9913999997, 183722.7890000008 431073.55310000107, 183808.51419999823 431095.77809999883, 183879.95179999992 431111.65309999883, 183970.43950000033 431110.0656000003, 184057.7522 431078.3156000003, 184089.184799999 431051.11630000174)), ((183705.32649999857 431078.3156000003, 183694.21400000155 431076.7281000018, 183656.11389999837 431086.2531000003, 183573.5637000017 431091.0155999996, 183587.85130000114 431183.0907999985, 183616.4263000004 431183.0907999985, 183705.32649999857 431078.3156000003)), ((183048.89389999956 431395.8161999993, 183031.43140000105 431392.64119999856, 183018.7314000018 431408.51619999856, 182990.15630000085 431428.3599999994, 182975.86879999936 431430.74130000174, 182942.53119999915 431445.82250000164, 182926.65619999915 431462.49130000174, 182937.7686999999 431477.5725999996, 182951.26249999925 431479.16010000184, 182976.6625000015 431466.46009999886, 183008.41259999946 431445.0287999995, 183023.49390000105 431435.503800001, 183051.27519999817 431422.01000000164, 183048.89389999956 431395.8161999993)), ((183128.26909999922 431295.0097000003, 183131.44409999996 431281.5159999989, 183110.8066000007 431287.8660000004, 183073.50019999966 431312.4723000005, 183056.83150000125 431331.52230000123, 183043.33769999817 431355.3348999992, 183046.51269999892 431366.44739999995, 183057.62519999966 431365.65359999985, 183067.15019999817 431356.12860000134, 183089.37530000135 431329.1411000006, 183107.63159999996 431310.88479999825, 183128.26909999922 431295.0097000003)))"
rws_on_vlakmaatregelen.51,YS956b,Y81,,IJsseluiterwaarden Olst; Welsumer waarden zuid,Strang ten zuiden van veerweg,1,IJssel,Gereed,Ja,NURG-SBB,2016,UVER,3,MIRT 3,,"POLYGON ((203485.1922999993 483770.85660000145, 203424.9048999995 483719.8601000011, 203361.00789999962 483678.5850000009, 203345.13289999962 483675.01309999824, 203334.02039999887 483685.3319000006, 203344.73600000143 483713.5100999996, 203369.34230000153 483737.3225999996, 203425.3018000014 483763.11950000003, 203434.7969999984 483807.90900000185, 203471.66279999912 483865.0987999998, 203494.06650000066 483928.2019999996, 203524.6378000006 484000.32620000094, 203611.0813000016 483963.5557000004, 203594.98800000176 483921.99489999935, 203577.58900000155 483887.53810000047, 203560.3883999996 483849.25549999997, 203535.73840000108 483821.25989999995, 203485.1922999993 483770.85660000145))"
rws_on_vlakmaatregelen.52,NL917c,,,Amerongse Bovenpolder,"Paaikommen, kwelplasjes en moeras/inundatieoevers nabij kwelgeul",1,Nederrijn en Lek,Gereed,Ja,KRW1-SBB,2015,UVER,10,MIRT 4,,"MULTIPOLYGON (((156907.183699999 443333.19790000096, 156863.51469999924 443326.9594999999, 156821.9250999987 443341.51590000093, 157096.41629999876 443516.19209999964, 157142.16479999945 443541.1457999982, 157127.6085000001 443478.76150000095, 157077.70100000128 443443.4103000015, 156994.52180000022 443418.4565999992, 156967.48860000074 443383.10539999977, 156907.183699999 443333.19790000096)), ((160358.33669999987 444075.8451000005, 160342.63940000162 444044.45050000027, 160177.2142000012 444048.07290000096, 160149.44209999964 444132.5967999995, 160299.1700000018 444124.1444000006, 160358.33669999987 444075.8451000005)), ((157313.72179999948 443605.6097000018, 157222.22480000183 443560.90089999884, 157176.47619999945 443572.3379999995, 157402.09970000014 443738.69629999995, 157431.21240000054 443764.6898000017, 157378.18569999933 443652.3979000002, 157313.72179999948 443605.6097000018)), ((157591.99289999902 444142.25659999996, 157547.31599999964 444112.0694999993, 157585.95540000126 444236.44029999897, 157605.27519999817 444272.66479999945, 157639.08469999954 444298.0218999982, 157695.83639999852 444318.5491999984, 157637.8772 444250.9301000014, 157622.17990000173 444224.3654999994, 157591.99289999902 444142.25659999996)), ((161230.13949999958 444410.3178999983, 161221.68710000068 444401.8654999994, 161018.82990000024 444502.0865999982, 160948.7958999984 444528.6512000002, 160771.2958999984 444540.7259999998, 160768.8808999993 444558.8383000009, 160940.3434999995 444541.93349999934, 160964.49320000038 444535.89609999955, 161128.71090000123 444467.069600001, 161230.13949999958 444410.3178999983)), ((157537.6561000012 443951.4743000008, 157496.60170000046 443939.3995000012, 157538.86360000074 444075.8451000005, 157541.27859999985 444081.8825000003, 157565.42819999903 444048.07290000096, 157566.6356999986 444023.92330000177, 157537.6561000012 443951.4743000008)))"
rws_on_vlakmaatregelen.53,NL940a,,,Baarsemwaard; Culemborg,Graven geïsoleerde plassen en verlegging zomerkade en aanleg aangetakte plas,Oud,Nederrijn en Lek,Gereed,Ja,Oud,2000,UVER,6,Inschatting,,"MULTIPOLYGON (((142951.0009999983 440973.7276000008, 142866.64240000024 440945.1314999983, 142816.59910000116 440909.3863000013, 142776.56450000033 440915.10550000146, 142720.80200000107 440925.1141999997, 142665.03950000182 440935.1228, 142604.9875999987 440916.53539999947, 142529.20789999887 440899.377700001, 142441.98959999904 440890.79879999906, 142390.5166000016 440902.2373000011, 142316.1666000001 440953.7102999985, 142403.38479999825 440955.14009999856, 142429.1213000007 440943.70169999823, 142607.8473000005 440937.9825000018, 142662.17990000173 440956.5700000003, 142720.80200000107 440946.5612999983, 142840.90579999983 440955.14009999856, 142946.71159999818 441003.75360000134, 143075.3942000009 441045.2179999985, 143174.05090000108 441082.3929999992, 143182.6297999993 441072.38430000097, 143092.55189999938 441030.9199000001, 143048.22789999843 441022.34109999985, 142961.0095999986 440992.3150999993, 142951.0009999983 440973.7276000008)), ((142296.14930000156 441088.1121999994, 142281.85119999945 440920.8247999996, 142201.78200000152 440975.15740000084, 142153.16849999875 441026.63049999997, 142134.5810999982 441069.5247000009, 142141.7300999984 441099.5507000014, 142180.3348999992 441100.98050000146, 142163.17720000073 441136.72569999844, 142171.75600000098 441155.3132000007, 142241.81659999862 441142.4448999986, 142241.81659999862 441095.2613000013, 142296.14930000156 441088.1121999994)), ((142726.5212999992 441003.75360000134, 142660.7501000017 440989.4554999992, 142530.63769999892 440983.73629999906, 142502.04149999842 440973.7276000008, 142327.60500000045 441018.0516999997, 142337.6136999987 441025.2006999999, 142492.03290000185 440999.4642000012, 142553.51460000128 440996.6046000011, 142600.6981999986 441009.4728000015, 142693.6356999986 441015.19209999964, 142763.69619999826 441039.4987999983, 142845.19530000165 441050.93719999865, 142920.9750000015 441078.1035999991, 143086.8326999992 441153.88340000063, 143093.98169999942 441141.01509999856, 143075.3942000009 441123.8574000001, 143002.47410000116 441083.82279999927, 142913.82600000128 441046.6477999985, 142800.871199999 441022.34109999985, 142726.5212999992 441003.75360000134)))"
rws_on_vlakmaatregelen.70,NL938a,,Z0015_5,Redichemse Waard; Culemborg,Ontwikkeling laagdynamisch habitat Redichemse Waard,3,Nederrijn en Lek,Planstudie,Nee,,,UVER,2,MIRT 2,,"POLYGON ((144253.74219999835 442691.9561999999, 144416.30249999836 442745.2963999994, 144446.7824999988 442511.6158999987, 144218.18210000172 442448.1158000007, 144197.86190000176 442514.15579999983, 144238.5022 442582.73600000143, 144251.20219999924 442661.4761000015, 144248.66200000048 442694.4963000007, 144253.74219999835 442691.9561999999))"
rws_on_vlakmaatregelen.54,NL934a,,,Beusichemse waard,Graven geïsoleerd water,Oud,Nederrijn en Lek,Gereed,Ja,Oud,2003,UVER,9,Inschatting,,"MULTIPOLYGON (((146855.80460000038 441574.9615999982, 147094.5824000016 441493.4626000002, 147276.16789999977 441504.90100000054, 147307.62370000035 441540.64620000124, 147361.95639999956 441529.2078000009, 147350.51790000126 441489.1732000001, 147374.82459999993 441476.30490000173, 147595.0150000006 441503.4712000005, 147613.6024999991 441483.4538999982, 147416.28909999877 441414.8231999986, 147389.12269999832 441383.36740000173, 147218.97560000047 441472.0155000016, 147054.54780000076 441446.2789000012, 146991.6363000013 441451.99819999933, 147186.09010000154 441319.0260999985, 147394.8418999985 441221.7991999984, 147429.15729999915 441188.9136000015, 147397.70160000026 441167.46649999917, 147367.67559999973 441204.6414999999, 147177.5111999996 441291.85979999974, 147034.53049999848 441380.50780000165, 146901.55840000138 441484.88369999826, 146712.82389999926 441606.41739999875, 146705.67480000108 441627.8645000011, 146830.06810000166 441613.56639999896, 146855.80460000038 441574.9615999982)), ((147695.1015000008 441369.0692999996, 147625.04089999944 441347.62220000103, 147569.27840000018 441351.9116999991, 147554.98039999977 441336.1838000007, 147582.14669999853 441316.1664999984, 147675.08419999853 441273.27230000123, 147660.78610000014 441224.65879999846, 147532.10339999944 441290.42990000173, 147530.6735999994 441314.7366999984, 147499.2179000005 441331.8944000006, 147467.76209999993 441330.46460000053, 147462.04289999977 441373.35880000144, 147623.6110999994 441401.95490000024, 147626.47069999948 441401.95490000024, 147690.811999999 441386.2270000018, 147695.1015000008 441369.0692999996)))"
rws_on_vlakmaatregelen.55,BW941a,,,Breemwaard,Aanleg geïsoleerde geul en plas,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1996,UVER,13,Inschatting,,"MULTIPOLYGON (((139513.59450000152 424770.84870000184, 139370.6138000004 424690.7795000002, 139224.7734999992 424667.90260000154, 139096.0907999985 424705.07759999856, 138873.04089999944 424785.1468000002, 138752.93710000068 424799.44480000064, 138712.90249999985 424753.69099999964, 138518.4486999996 424773.7082999982, 138455.53720000014 424762.2699000016, 138321.13529999927 424773.7082999982, 138446.9582999982 424848.0582999997, 138732.9197999984 424879.51410000026, 138853.0236000009 424850.91789999977, 138927.37359999865 424859.4968000017, 139101.81010000035 424788.0064000003, 139247.65040000156 424733.6737000011, 139324.8599999994 424733.6737000011, 139430.66569999978 424773.7082999982, 139522.17339999974 424842.3390999995, 139676.59259999916 424999.617899999, 139719.48680000007 424959.5832999982, 139513.59450000152 424770.84870000184)), ((140205.6213000007 424716.5159999989, 140088.3770999983 424619.2890999988, 140036.90399999917 424665.04300000146, 140162.72700000182 424730.814100001, 140168.44629999995 424828.04100000113, 140205.6213000007 424876.6543999985, 140308.567400001 424976.7408999987, 140374.33850000054 424922.4083000012, 140205.6213000007 424716.5159999989)))"
rws_on_vlakmaatregelen.56,YS990c,,,Koppelerwaard,Graven geïsoleerde plas,Oud,IJssel,Gereed,Ja,Oud,1996,UVER,0,Memo Tijnagel okt 2021,,"POLYGON ((194113.48310000077 504359.7052000016, 194202.13109999895 504331.1090000011, 194353.6906999983 504336.82820000127, 194448.05799999833 504394.02050000057, 194428.04069999978 504125.2168000005, 194347.97140000015 504142.374400001, 194313.6561000012 504122.35709999874, 194076.30810000002 504253.89939999953, 193981.94079999998 504319.6704999991, 193953.3445999995 504391.1609000005, 193967.6427000016 504428.3359000012, 194113.48310000077 504359.7052000016))"
