FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_vlakmaatregelen.23,YS951a,Y77,,Deventer; Munnikenhank ,vergroten geïsoleerde geul ,1,IJssel,Gereed,Ja,RvdR,2015,UVER,25,MIRT 3,,"POLYGON ((204937.2664999999 477591.48039999977, 204908.20699999854 477507.20800000057, 204797.7811000012 477553.7030999996, 204733.85029999912 477632.16369999945, 204623.42430000007 477832.67390000075, 204556.5876000002 478004.12480000034, 204568.21130000055 478181.38749999925, 204489.75079999864 478410.9571999982, 204457.78539999947 478652.1506999992, 204348.54980000108 478788.79239999875, 204282.4037999995 478815.25079999864, 204295.0524000004 478997.9582999982, 204341.5476000011 479056.07719999924, 204463.5973000005 478838.13120000064, 204565.30539999902 478707.3636999987, 204640.8599999994 478559.16039999947, 204655.38969999924 478381.89770000055, 204684.4492000006 478286.0014999993, 204713.5086000003 478213.3528999984, 204768.72159999982 478152.3280000016, 204698.97890000045 478085.49120000005, 204736.75620000064 477983.7831000015, 204850.08810000122 477791.99069999903, 204908.20699999854 477789.08480000123, 204914.01889999956 477661.22309999913, 204937.2664999999 477591.48039999977))"
rws_on_vlakmaatregelen.6,OM951a,NL152,x9941,"Bossenwaard (OM952a), 't Waalse Waard (OM949a)  en Pontwaard (OM951a) en plas met duiker Bossenwaard (OM952b)","Geulen en uiterwaardvergraving Ruimte voor de Rivier Lek Vianen
",1,Oude Maas,Gereed,Ja,RvdR,2016,GTIJ,35,MIRT 3,,"MULTIPOLYGON (((135755.6783999987 446241.2465999983, 135774.1992000006 446257.1215999983, 135861.51190000027 446272.9967, 135911.78280000016 446283.5799999982, 136004.38720000163 446286.2259000018, 136038.7831000015 446275.6424999982, 136099.6374000013 446249.1840999983, 136152.55420000106 446225.3715999983, 136189.59589999914 446204.20490000024, 136229.28350000083 446172.45479999855, 136155.19999999925 446193.62150000036, 136112.86659999937 446209.49650000036, 136065.2415000014 446228.01740000024, 135988.51220000163 446249.1840999983, 135930.30370000005 446246.53830000013, 135872.09530000016 446235.95490000024, 135856.22019999847 446228.01740000024, 135848.28269999847 446212.14240000024, 135909.13699999824 446201.55900000036, 135983.22049999982 446196.26740000024, 136007.03299999982 446193.62150000036, 136049.3663999997 446185.68400000036, 136091.6999000013 446172.45479999855, 136123.4499000013 446161.87150000036, 136155.19999999925 446143.35060000047, 136184.30420000106 446127.47560000047, 136210.76260000095 446111.6004999988, 136261.03350000083 446101.0172000006, 136332.4712000005 446101.0172000006, 136366.86710000038 446101.0172000006, 136401.26300000027 446101.0172000006, 136485.92980000004 446106.3088000007, 136528.26319999993 446108.9547000006, 136591.7633999996 446106.3088000007, 136642.03429999948 446087.7879999988, 136668.49269999936 446071.9129000008, 136615.5758999996 446071.9129000008, 136573.2424999997 446071.9129000008, 136552.07580000162 446071.9129000008, 136491.22150000185 446074.5588000007, 136454.17980000004 446079.8504999988, 136409.20050000027 446074.5588000007, 136385.38800000027 446066.6213000007, 136417.13800000027 446050.746199999, 136454.17980000004 446037.5170000009, 136480.63809999824 446024.2877999991, 136517.67990000173 446000.4752999991, 136575.88830000162 445976.66270000115, 136620.8676000014 445971.37110000104, 136652.61769999936 445979.30860000104, 136671.13850000128 445989.89189999923, 136689.65940000117 446008.4127999991, 136705.53440000117 446003.12110000104, 136753.15949999914 446000.4752999991, 136766.38870000094 445981.95439999923, 136814.0137999989 445968.72520000115, 136872.2223000005 445929.03770000115, 136896.0348000005 445881.41259999946, 136898.68059999868 445860.2459000014, 136898.68059999868 445841.7250000015, 136893.38899999857 445807.3291000016, 136885.45149999857 445786.1623999998, 136869.5764000006 445764.9957000017, 136848.4096999988 445770.28730000183, 136835.18050000072 445775.5789999999, 136782.26370000094 445799.3916000016, 136742.57620000094 445836.4332999997, 136721.40949999914 445839.0791000016, 136687.01359999925 445844.3707999997, 136644.6801000014 445876.1209000014, 136612.9301000014 445897.28759999946, 136581.1799999997 445929.03770000115, 136515.03400000185 445960.78770000115, 136451.53390000015 445987.24610000104, 136395.97129999846 446005.7670000009, 136353.63789999858 446018.996199999, 136303.3669999987 446045.4545999989, 136250.45019999892 446048.1004000008, 136218.70010000095 446077.2045999989, 136210.76260000095 446085.1420999989, 136163.13749999925 446098.3713000007, 136147.26249999925 446106.3088000007, 136099.6374000013 446116.8922000006, 136044.0747999996 446145.99639999866, 135996.44970000163 446143.35060000047, 135914.42870000005 446156.57979999855, 135887.97030000016 446164.51729999855, 135835.0535000004 446177.74650000036, 135808.5951000005 446172.45479999855, 135771.5533999987 446172.45479999855, 135768.9076000005 446153.93389999866, 135671.01150000095 446177.74650000036, 135692.17819999903 446198.91319999844, 135718.63659999892 446214.78819999844, 135755.6783999987 446241.2465999983)), ((133955.30559999868 445839.7899999991, 133944.7223000005 445816.50659999996, 133997.63899999857 445839.7899999991, 134046.32250000164 445873.65680000186, 134097.12260000035 445901.17350000143, 134137.33929999918 445920.22349999845, 134186.02270000055 445935.04019999877, 134249.52290000021 445945.62359999865, 134289.73959999904 445937.1568999998, 134285.5062999986 445926.57349999994, 134247.40619999915 445918.1068000011, 134182.0540000014 445903.46649999917, 134107.97049999982 445878.06650000066, 134046.5870999992 445844.1997000016, 133972.50360000134 445789.16629999876, 133932.28680000082 445757.4162000008, 133892.07009999827 445736.249499999, 133688.8696999997 445634.64930000156, 133415.81909999996 445605.01590000093, 133233.78539999947 445463.19900000095, 133147.00189999864 445471.6656999998, 133229.58410000056 445543.41739999875, 133176.63529999927 445501.2991000004, 133218.96869999915 445577.49920000136, 133259.18549999967 445649.46599999815, 133324.8022999987 445727.78280000016, 133398.88580000028 445759.53290000185, 133504.71930000186 445763.76619999856, 133563.9860999994 445740.4829000011, 133536.46939999983 445736.249499999, 133477.20259999856 445744.71620000154, 133430.63580000028 445738.36620000005, 133472.96920000017 445725.6662000008, 133487.78590000048 445717.19949999824, 133449.685899999 445717.19949999824, 133398.88580000028 445719.3161999993, 133331.1523000002 445679.0993999988, 133282.4688999988 445630.41600000113, 133270.6202000007 445579.0716999993, 133276.11879999936 445583.8491999991, 133479.31929999962 445649.46599999815, 133732.52600000054 445672.1319999993, 133776.18230000138 445688.007100001, 133811.9012000002 445714.46550000086, 133904.50549999997 445780.52320000157, 133932.02219999954 445852.49010000005, 133995.5223999992 445911.7567999996, 134082.30590000004 445971.0236000009, 134141.5727000013 445998.54030000046, 134236.82279999927 446015.47370000184, 134287.62299999967 446002.77369999886, 134190.25609999895 445990.0736999996, 134145.80600000173 445968.9070000015, 134107.70589999855 445949.8568999991, 134071.72250000015 445918.1068000011, 134046.32250000164 445890.59010000154, 133955.30559999868 445839.7899999991)), ((133111.7199999988 445513.43180000037, 133115.6887000017 445418.1816000007, 133004.5634999983 445394.3691000007, 132897.40700000152 445414.21290000156, 132841.84439999983 445426.1191999987, 132909.31329999864 445497.55680000037, 132945.0320999995 445588.8381999992, 132968.84470000118 445672.1821999997, 133020.4386 445715.83850000054, 133091.8762000017 445648.3696000017, 133159.3451000005 445592.80700000003, 133111.7199999988 445513.43180000037)), ((134271.87189999968 445662.6174999997, 134272.746199999 445663.7624000013, 134281.3200000003 445665.9752999991, 134289.02789999917 445668.250599999, 134295.2820999995 445670.41380000114, 134299.95919999853 445672.4186999984, 134302.5912999995 445673.92709999904, 134305.1876000017 445675.8253000006, 134307.7740000002 445678.1317999996, 134310.39880000055 445680.8894000016, 134315.0117000006 445686.631000001, 134325.6196999997 445701.37579999864, 134328.6339999996 445705.01209999993, 134331.48600000143 445707.95870000124, 134334.76110000163 445710.68250000104, 134338.05950000137 445712.7025000006, 134341.44060000032 445714.05480000004, 134344.93840000033 445714.7520999983, 134350.2300999984 445715.01729999855, 134355.52180000022 445714.7520999983, 134359.30220000073 445713.9970000014, 134362.95809999853 445712.53069999814, 134366.52910000086 445710.3383000009, 134370.0859999992 445707.37689999864, 134373.05480000004 445704.3258000016, 134376.21119999886 445700.5716000013, 134386.76960000023 445686.2626999989, 134391.1196999997 445680.85720000044, 134393.5106999986 445678.2523000017, 134395.84690000117 445676.000500001, 134398.16950000077 445674.061999999, 134400.5009999983 445672.4186999984, 134406.94040000066 445668.559799999, 134414.1651000008 445664.73640000075, 134422.32539999858 445660.86250000075, 134432.2511 445656.54360000044, 134442.89919999987 445652.46730000153, 134454.26080000028 445648.9193000011, 134466.43039999902 445645.86939999834, 134479.5892000012 445643.2716999985, 134492.8685999997 445641.2252999991, 134507.75809999928 445639.436900001, 134523.03510000184 445637.9704999998, 134553.95969999954 445635.37689999864, 134574.99920000136 445633.8077000007, 134595.7366000004 445632.84149999917, 134616.08669999987 445632.4822999984, 134635.98070000112 445632.73110000044, 134648.0725999996 445633.3850999996, 134660.57119999826 445634.6801000014, 134673.57180000097 445636.625599999, 134687.24020000175 445639.2463000007, 134702.1435999982 445642.6684000008, 134718.5364000015 445646.9684000015, 134735.9219999984 445651.9572999999, 134785.3713000007 445666.7377999984, 134800.80319999903 445670.98099999875, 134814.68180000037 445674.43719999865, 134830.78020000085 445677.88060000166, 134845.8740000017 445680.4277999997, 134860.26520000026 445682.1292999983, 134874.1061999984 445683.0020000003, 134896.59470000118 445684.53559999913, 134904.9822999984 445684.8077000007, 134909.62319999933 445684.69750000164, 134913.91330000013 445684.3641999997, 134917.93560000136 445683.80099999905, 134921.7313000001 445683.0020000003, 134932.42029999942 445680.7393999994, 134937.2787999995 445679.315200001, 134939.35590000078 445678.4045000002, 134940.9728000015 445677.4004999995, 134942.15100000054 445676.2897000015, 134942.89799999818 445675.0645000003, 134943.2366000004 445673.7972000018, 134943.3022999987 445672.28400000185, 134943.09549999982 445670.51949999854, 134942.61470000073 445668.4910000004, 134940.9364 445663.8460999988, 134937.6063000001 445656.54360000044, 134936.1015000008 445653.6728999987, 134934.28449999914 445650.9748999998, 134932.15210000053 445648.4442999996, 134929.6988000013 445646.07499999925, 134926.9213999994 445643.8627000004, 134923.8066000007 445641.79619999975, 134920.3407999985 445639.86620000005, 134916.5014999993 445638.06010000035, 134909.76269999892 445635.4792999998, 134901.80959999934 445633.06540000066, 134893.29349999875 445630.9255999997, 134870.34409999847 445625.6986999996, 134863.8002000004 445623.93250000104, 134858.23110000044 445622.14770000055, 134846.2600999996 445618.1501000002, 134833.93780000135 445614.46510000154, 134821.24480000138 445611.0870999992, 134808.15579999983 445608.0091000013, 134794.6532999985 445605.2265000008, 134780.68769999966 445602.7287000008, 134766.21339999884 445600.5075000003, 134751.16450000182 445598.55260000005, 134736.36549999937 445596.9428000003, 134720.87730000168 445595.5491999984, 134704.567400001 445594.3596000001, 134687.1860000007 445593.3557000011, 134650.65909999982 445591.9034000002, 134591.00140000135 445590.39770000055, 134579.7217000015 445589.71930000186, 134553.59010000154 445587.1284000017, 134547.3077000007 445586.74810000136, 134541.66450000182 445586.6229999997, 134534.70219999924 445586.8531999998, 134528.33029999956 445587.5498000011, 134522.42280000076 445588.7269000001, 134516.91789999977 445590.39770000055, 134513.6158999987 445591.7965000011, 134510.02699999884 445593.7212000005, 134498.86019999906 445600.9208999984, 134494.95650000125 445603.2327999994, 134491.2659999989 445605.0348000005, 134487.8137000017 445606.27270000055, 134482.33260000125 445607.64020000026, 134476.6688000001 445608.64079999924, 134470.9651999995 445609.249499999, 134465.34059999883 445609.4536000006, 134459.92669999972 445609.251699999, 134454.77199999988 445608.64880000055, 134449.94139999896 445607.65260000154, 134445.4803000018 445606.27270000055, 134442.5795999989 445604.9717999995, 134439.50569999963 445603.12959999964, 134436.30939999968 445600.8233000003, 134427.27800000086 445593.74610000104, 134424.3663999997 445591.8289999999, 134421.6678000018 445590.39770000055, 134418.15309999883 445588.9193999991, 134414.45749999955 445587.63709999993, 134410.5822999999 445586.55110000074, 134406.5289000012 445585.6618000008, 134402.2987000011 445584.9697000012, 134397.89400000125 445584.47509999946, 134393.31689999998 445584.17819999903, 134388.57019999996 445584.07919999957, 134378.56500000134 445584.47630000114, 134367.92430000007 445585.6660999991, 134356.69029999897 445587.6442999989, 134344.93840000033 445590.39770000055, 134331.7842000015 445594.06230000034, 134320.87420000136 445597.63809999824, 134311.30680000037 445601.4215000011, 134303.01049999893 445605.45059999824, 134299.2674999982 445607.5973000005, 134295.82770000026 445609.818500001, 134292.68789999932 445612.11609999835, 134289.8462000005 445614.49159999937, 134287.3007999994 445616.9466000013, 134285.0513000004 445619.48149999976, 134283.0973000005 445622.09699999914, 134281.43829999864 445624.79360000044, 134277.78449999914 445631.79679999873, 134274.8049999997 445638.34149999917, 134272.56080000103 445644.2928000018, 134271.07129999995 445649.59739999846, 134270.34840000048 445654.19860000163, 134270.38709999993 445658.1013999991, 134270.69200000167 445659.78620000184, 134271.186999999 445661.29190000147, 134271.87189999968 445662.6174999997)), ((134272.746199999 445663.7624000013, 134265.2595999986 445662.0943999998, 134263.13699999824 445661.7318999991, 134262.7734999992 445661.72410000116, 134262.91739999875 445661.8352999985, 134279.21070000157 445667.4527999982, 134286.73000000045 445669.7727999985, 134277.78779999912 445666.75459999964, 134275.2162999995 445665.5865999982, 134273.50079999864 445664.48110000044, 134272.746199999 445663.7624000013)))"
rws_on_vlakmaatregelen.7,BW919b,BW28,H&I1025b-b,Stiftsche waard,Uiterwaard verlaging,3,"Boven-Rijn, Waal",Planstudie,Nee,Particulier,,UVER,30,MIRT 2,,"MULTIPOLYGON (((154889.82719999924 427334.6319000013, 154664.93100000173 427222.183699999, 154668.2382999994 427321.4026999995, 154664.93100000173 427367.70479999855, 154812.1090000011 427497.48790000007, 154825.47049999982 427635.80370000005, 155070.21059999987 427893.7729000002, 155424.09149999917 428105.44000000134, 155779.49049999937 428191.2221000008, 155928.3189000003 428207.7586000003, 156044.07429999858 428230.9096999988, 156188.0773999989 428221.1955000013, 155754.82140000165 427870.6218000017, 155463.77910000086 427592.8088000007, 155228.96090000123 427420.82930000126, 155051.88489999995 427351.1684000008, 154889.82719999924 427334.6319000013)), ((156250.9160999991 428267.49760000035, 156006.17599999905 428267.49760000035, 156102.08769999817 428340.258200001, 156267.45259999856 428383.2531000003, 156363.36419999972 428389.86769999936, 156250.9160999991 428267.49760000035)))"
rws_on_vlakmaatregelen.8,BW925b,BW31,Y3030,Heeseltsche uiterwaarden,"Herinrichting, uiterwaardverlaging",2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2018,UVER,14,MIRT 3,,"POLYGON ((150709.44729999825 426463.0529999994, 150826.46299999952 426408.65469999984, 150896.77270000055 426378.9153999984, 151022.18549999967 426297.95270000026, 151087.27309999987 426259.8526000008, 151136.48570000008 426209.05249999836, 151303.17350000143 426234.45259999856, 151485.35869999975 425946.90520000085, 151555.5865000002 425770.9015999995, 151573.0491000004 425618.50129999965, 151544.47399999946 425578.81379999965, 151504.7864000015 425702.63899999857, 151477.79890000075 425834.4017999992, 151425.4112999998 425812.1766999997, 151365.0861000009 425785.189199999, 151339.68609999865 425945.52699999884, 151277.7734999992 425997.9145999998, 151271.42350000143 425948.7019999996, 151219.0357999988 425918.5394000001, 151172.99830000103 425889.96440000087, 151130.1356999986 425864.56430000067, 151090.44810000062 425847.10179999843, 151034.88549999893 425931.2395000011, 150993.61039999872 426032.8396999985, 150876.1352000013 426080.4648000002, 150801.5225000009 426113.8022999987, 150757.07239999995 426151.90239999816, 150722.1473999992 426210.6400000006, 150733.25989999995 426272.55260000005, 150669.75979999825 426326.5278000012, 150587.20960000157 426366.2153000012, 150530.05950000137 426370.97780000046, 150537.99700000137 426423.3654000014, 150615.78460000083 426459.8779999986, 150709.44729999825 426463.0529999994))"
rws_on_vlakmaatregelen.22,YS959g,Y86,,IJsseluiterwaarden Olst; Oenerwaard/Hoge Waard,Herinrichting zandwinplas,1,IJssel,Gereed,Ja,NURG-SBB,2011,HZWP,11,MIRT 3,,"POLYGON ((203137.0223999992 485566.08570000157, 203094.02749999985 485579.31489999965, 203024.57429999858 485609.0804999992, 202968.35020000115 485592.54410000145, 202912.1261 485539.6273000017, 202915.43340000138 485496.6323999986, 202895.58960000053 485453.63749999925, 202869.1312999986 485423.8718000017, 202888.97509999946 485367.6477999985, 202918.74069999903 485327.96020000055, 202988.19399999827 485324.6528999992, 203041.11080000177 485341.18939999864, 203117.17859999835 485364.34050000086, 203163.4807999991 485407.3352999985, 203176.7100000009 485367.6477999985, 203156.86620000005 485331.2674999982, 203080.79839999974 485304.8090999983, 202961.73559999838 485288.27259999886, 202869.1312999986 485324.6528999992, 202836.05829999968 485387.49159999937, 202799.67799999937 485483.4032000005, 202789.75609999895 485576.00759999827, 202789.75609999895 485619.00239999965, 202912.1261 485744.67980000004, 202918.74069999903 485797.59650000185, 202968.35020000115 485777.75279999897, 203011.3451000005 485800.9037999995, 203060.9545999989 485767.83089999855, 203113.8713000007 485671.9191999994, 203137.0223999992 485566.08570000157))"
rws_on_vlakmaatregelen.14,BW899b,BW17,TB007 en 008,Afferdensche en Deestsche waarden,Uiterwaardverlaging,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,UVER,76,MIRT 3,,"MULTIPOLYGON (((173303.71950000152 433539.9147000015, 173484.8253000006 433595.4032999985, 173537.74210000038 433661.5491999984, 173626.9508999996 433765.1779000014, 173738.07620000094 433791.6363000013, 173808.94049999863 433773.9974000007, 173877.53269999847 433734.17020000145, 173789.0967000015 433516.02809999883, 173467.55570000038 433333.2280000001, 173469.8665000014 433330.78119999915, 173413.64240000024 433297.7082000002, 173175.51700000092 433317.5520000011, 172977.0791000016 433393.61989999935, 172815.0214000009 433572.21400000155, 172864.6308999993 433601.9796999991, 173063.0687999986 433585.44319999963, 173303.71950000152 433539.9147000015), (173412.15410000086 433396.47839999944, 173413.64240000024 433390.3126000017, 173432.38379999995 433370.46880000085, 173412.15410000086 433396.47839999944)), ((171882.3632999994 433631.74540000036, 172013.4160999991 433626.60610000044, 171938.58740000054 433684.66209999844, 171869.1341000013 433826.87590000033, 171895.5925000012 433975.70439999923, 171984.88960000128 434061.69409999996, 172070.87929999828 434055.0795000009, 172133.71799999848 433995.5482000001, 172170.0982999988 433883.1000000015, 172242.85880000144 433803.7248999998, 172263.13489999995 433724.7347000018, 172494.21350000054 433787.18840000033, 172818.32869999856 433836.79780000076, 172887.78200000152 433823.56870000064, 172934.08419999853 433790.4957000017, 172824.94330000132 433777.2664999999, 172514.05730000138 433747.50079999864, 172223.01509999856 433651.5890999995, 172021.2699000016 433555.67749999836, 171826.13929999992 433539.1409999989, 171720.30570000038 433568.90670000017, 171578.0918999985 433658.20369999856, 171390.89880000055 433783.2195999995, 171462.33639999852 433800.4175999984, 171594.62840000167 433803.7248999998, 171756.6860000007 433764.03730000183, 171836.06120000035 433681.3548000008, 171882.3632999994 433631.74540000036), (172013.4160999991 433626.60610000044, 172051.03550000116 433625.1308000013, 172150.25450000167 433673.0865999982, 172013.4160999991 433626.60610000044)), ((173337.6726000011 433742.5119000003, 173090.02210000157 433716.0535000004, 172971.48849999905 433783.7870000005, 172969.42940000072 433854.566300001, 173295.3392000012 433899.6746999994, 173397.20389999822 433903.64350000024, 173432.92280000076 433894.3830000013, 173518.9125000015 433865.2787999995, 173583.66710000113 433840.3029999994, 173575.79809999838 433828.2371000014, 173513.3563000001 433802.8370000012, 173337.6726000011 433742.5119000003)), ((172097.33769999817 433492.83879999816, 172289.16099999845 433582.13589999825, 172454.52589999884 433648.28180000186, 172557.05220000073 433664.8183000013, 172669.50030000135 433651.5890999995, 172778.64119999856 433651.5890999995, 172831.55790000036 433638.35990000144, 172894.39660000056 433635.05260000005, 172778.64119999856 433578.8286000006, 172613.2762000002 433549.0628999993, 172457.83320000023 433502.7606999986, 172312.31210000068 433463.0731000006, 172242.85880000144 433453.1512000002, 172156.8691000007 433476.3022999987, 172097.33769999817 433492.83879999816)), ((170957.6427000016 434120.5639999993, 170878.2675999999 434104.02749999985, 170782.35590000078 434123.8713000007, 170719.51729999855 434147.0223999992, 170663.29320000112 434183.4026999995, 170633.52749999985 434236.3194999993, 170583.91800000146 434292.54349999875, 170693.05889999866 434309.0799999982, 170818.7362000011 434289.2362000011, 170937.79890000075 434239.62680000067, 171076.70549999923 434127.17859999835, 170957.6427000016 434120.5639999993)), ((170947.72080000117 434004.80860000104, 171030.4032999985 433991.57939999923, 171083.32009999827 434011.4232000001, 171169.309799999 433975.04289999977, 171242.07039999962 433951.89180000126, 171354.51850000024 433935.3553000018, 171483.5031999983 433905.58960000053, 171351.21119999886 433796.4488000013, 171129.62220000103 433905.58960000053, 170994.02299999818 433968.4283000007, 170947.72080000117 434004.80860000104)), ((170910.0175999999 433909.5584000014, 171012.5439000018 433850.02699999884, 171131.60660000145 433773.9591999985, 171392.88320000097 433658.20369999856, 171525.1750999987 433592.05779999867, 171558.24810000136 433562.2921000011, 171521.86780000106 433542.4483000003, 171445.80000000075 433578.8286000006, 171151.45039999858 433684.66209999844, 170910.0175999999 433909.5584000014)))"
rws_on_vlakmaatregelen.15,NL899b,NL125,MAT001-b,Lexkesveer N (Bovenste polder Renkumse benedenwaard),Kwelmoeras,1,Nederrijn en Lek,Gereed,Ja,RWS,2013,UVER,5.1,MIRT 3,,"MULTIPOLYGON (((175035.1592000015 441569.13269999996, 175015.97690000013 441518.8618000001, 174996.13309999928 441524.1534000002, 174961.7371999994 441527.46070000157, 174933.29450000077 441539.3669999987, 174910.80480000004 441543.99720000103, 174893.60689999908 441537.38259999827, 174885.00789999962 441524.1534000002, 174871.11719999835 441475.8669000007, 174849.95050000027 441450.7314000018, 174823.90700000152 441441.8396999985, 174788.434799999 441456.0230999999, 174759.33060000092 441486.4501999989, 174744.77849999815 441508.2784000002, 174881.70059999824 441583.0234000012, 174938.5861000009 441624.03390000015, 175004.73209999874 441633.2943000011, 175038.46649999917 441624.03390000015, 175035.1592000015 441569.13269999996)), ((176402.17430000007 441817.61950000003, 176378.36180000007 441798.43719999865, 176318.83040000126 441787.1922999993, 176211.67390000075 441768.6715000011, 176079.38199999928 441757.4266999997, 176046.30900000036 441762.05689999834, 176033.07979999855 441792.4840000011, 176050.2778000012 441824.23409999907, 176081.3663999997 441830.18719999865, 176147.5122999996 441817.61950000003, 176185.87700000033 441816.95800000057, 176367.77840000018 441845.4008000009, 176402.17430000007 441817.61950000003)), ((177287.14719999954 442087.14869999886, 177253.47289999947 442068.31269999966, 177172.77479999885 442051.7762000002, 177095.3839999996 442039.86989999935, 177066.27980000153 442020.0260999985, 177027.2536999993 442015.3958999999, 176954.49309999868 441976.3698000014, 176865.8187999986 441949.62319999933, 176856.59710000083 441970.4167000018, 176988.88899999857 442023.3333999999, 177029.23809999973 442051.1147999987, 177051.0661999993 442057.0678999983, 177069.5870999992 442077.5731000006, 177112.58199999854 442069.6356000006, 177150.2851999998 442075.58879999816, 177202.54050000012 442082.20340000093, 177229.6603000015 442089.47940000147, 177264.0562000014 442106.01590000093, 177283.8999999985 442109.3231999986, 177291.8374999985 442100.06280000135, 177287.14719999954 442087.14869999886)))"
rws_on_vlakmaatregelen.16,YS982c,Y98,x9934,Westenholte,nevengeul en aantakken strangen,1,IJssel,Gereed,Ja,RvdR,2016,UVER,46,MIRT 3,,"MULTIPOLYGON (((199042.47150000185 502763.1101000011, 199090.09659999982 502718.1308000013, 199159.03009999916 502732.8830000013, 199301.9054000005 502637.63280000165, 199321.74920000136 502586.0388999991, 199468.59319999814 502498.72630000114, 199047.9048999995 502693.1953999996, 199008.21730000153 502709.0703999996, 198996.3110000007 502732.8830000013, 198968.52969999984 502764.6330000013, 198865.34200000018 502836.070700001, 198797.87310000136 502887.6645000018, 198750.24810000136 502971.0084999986, 198714.52919999883 503038.47729999945, 198654.9979000017 503117.8524999991, 198595.46649999917 503213.10269999877, 198571.6539000012 503268.66530000046, 198597.9706000015 503284.3403000012, 198682.63749999925 503189.09010000154, 198719.67920000106 503130.88159999996, 198751.42929999903 503064.7357000001, 198881.07539999858 502890.11030000076, 198941.92960000038 502826.61019999906, 199005.42980000004 502805.443500001, 199042.47150000185 502763.1101000011)), ((198516.0912999995 503510.7595000006, 198567.68519999832 503471.0720000006, 198397.02859999985 503546.47839999944, 198273.99709999934 503594.10350000113, 198285.90340000018 503685.38489999995, 198373.21599999815 503633.79100000113, 198464.49749999866 503598.0722000003, 198488.30999999866 503534.5720999986, 198516.0912999995 503510.7595000006)))"
rws_on_vlakmaatregelen.17,BW940b,BW42,Nieuw18,"Breemwaard, uiterwaardverlaging",Oevers natuur(vriende)lijk inrichten/aanleggen/oeververdediging verwijderen en uiterwaardverlaging. ,3,"Boven-Rijn, Waal",Planstudie,Nee,Waalweelde West,,UVER,5,MIRT 2,,"MULTIPOLYGON (((139327.6499999985 424763.6592000015, 139272.08740000054 424750.4299999997, 139179.48299999908 424771.5967000015, 139071.00360000134 424819.2217999995, 138973.10759999976 424861.55519999936, 139481.10860000178 424930.34699999914, 139573.71299999952 424972.680399999, 139634.5672999993 424988.5555000007, 139539.31709999964 424901.24280000106, 139422.90019999817 424803.3467999995, 139327.6499999985 424763.6592000015)), ((138420.12730000168 424897.2906000018, 138453.2003000006 424860.2487999983, 138469.0753000006 424856.28009999916, 138447.9085999988 424848.34259999916, 138383.08559999987 424858.9259000011, 138310.32499999925 424872.15509999916, 138264.02279999852 424873.4780000001, 138238.8874000013 424870.8321999982, 138197.87689999864 424868.1862999983, 138166.12680000067 424866.8634000011, 138162.1581000015 424939.6240000017, 138332.8145999983 424934.3322999999, 138365.88760000095 424926.3947999999, 138420.12730000168 424897.2906000018)))"
rws_on_vlakmaatregelen.18,BW896b,BW50,Nieuw19,Winssensche Waarden,"Nevengeul, ontgronding",3,"Boven-Rijn, Waal",Planstudie,Nee,Particulier,,UVER,10,MIRT 2,,"POLYGON ((174947.82039999962 433920.2520000003, 175397.9514000006 433833.4796999991, 175717.9241000004 433817.2098999992, 176488.0278000012 433730.43769999966, 176829.69359999895 433611.12579999864, 177214.74540000036 433415.8883000016, 177231.01520000026 433356.2324000001, 177350.32710000128 433307.4230000004, 177572.68100000173 433209.80420000106, 177930.6165000014 433036.2597000003, 178169.24020000175 432949.48739999905, 178532.59899999946 432873.56170000136, 178771.2226999998 432786.7895000018, 178836.30189999938 432748.82660000026, 178651.91090000048 432716.2870000005, 178359.0544999987 432765.09640000015, 178266.8590000011 432797.63599999994, 177995.69570000097 432862.7151999995, 177583.52749999985 432982.02699999884, 177599.79729999974 433095.9156000018, 177344.9037999995 433215.22740000114, 176509.72089999914 433377.92540000007, 175094.24859999865 433838.90300000086, 174947.82039999962 433920.2520000003))"
