Ministerie;Leveranciers;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
EZ;Federatie voor de Nederlandse Export;;1;;;2;;2
EZ;Fellini Assen B.V.;;;;1;;;1
EZ;Fiesta Verhuur V.O.F.;;;;;1;;1
EZ;Filmcafé B.V.;;;;;1;;1
EZ;Firma Hof der Muzen;;;;;1;;1
EZ;Five Spices B.V.;;;;;5;;5
EZ;Flanderijn en Verlaek Gerechtsdeurw. B.V.;;;;;1;;1
EZ;Fleurop-Interflora Nederland B.V.;;;;2;1;;2
EZ;FloraHolland;;;;;1;;1
EZ;Football Juggler Erik Borgman;;;;;1;;1
EZ;Fotobureau Roel Rozenburg;;;;;;1;1
EZ;Fotografie : Paul Voorham;;;;;1;1;1
EZ;Fotografie Jurgen Huiskes;;;;;;1;1
EZ;Fotografie Siebe Swart;;;;;;1;1
EZ;Fridays B.V.;;;;1;;;1
EZ;Fruit Consultancy Europe B.V.;;;;;2;;2
EZ;G2k Designers G1;;;;;;1;1
EZ;Gabriela Hengeveld;;;;;;1;1
EZ;Galema Cross Cultural Coaching;;;;;1;;1
EZ;Gall & Gall;;;;1;;;1
EZ;Gall & Gall (B.J. Wühl);;;;1;;;1
EZ;Gasterij De Os en het Paard;;;;;1;;1
EZ;gefeliciTAART B.V.;;;;1;;;1
EZ;Genootschap ter Bevordering van Melkkunde;;1;;;;;1
EZ;Geo-Informatie Nederland;;1;;;;;1
EZ;Geschenkbezorgen.nl B.V.;;;;1;;;1
EZ;Gielissen's Bedrijven B.V.;;;;2;5;;5
EZ;Gifts At Work;;;;1;;;1
EZ;GL events World Forum Convention Center B.V.;;;;;3;;3
EZ;Global Experience Specialists (GES) Limited;;;;;1;;1
EZ;Globally Cool B.V.;;;;;1;;1
EZ;GMI Groep B.V.;;;;;2;;2
EZ;Goan Peng International;;;;;2;;2
EZ;Governmentalicious;;;;;1;;1
EZ;Grand Catering B.V.;;;;;1;;1
EZ;Grand Hôtel Amrâth Kurhaus B.V.;;;;;1;;1
EZ;Grandcafé De Wens B.V.;;;;1;;;1
EZ;Gravioli;;;;;;1;1
EZ;Greengiving B.V.;;;;;1;;1
EZ;Groeneveld Horeca B.V.;;;;1;2;;2
EZ;Groot Vrisekoop Concept & Creatie B.V.;;;;;1;;1
EZ;Grootrus;;;1;;;;1
EZ;GroupM B.V.;;;;;;1;1
EZ;H&N Communicatie B.V.;;;;;4;1;4
EZ;H.J.M. Zonderland Fotografie;;;;;;1;1
EZ;H.Th. de With B.V.;;;;;1;;1
EZ;Hampshire Exploitatie I B.V.;;;;1;;;1
EZ;Hampshire Hotel - Babylon Den Haag;;;;;1;;1
EZ;Hans Roggen Fotografie;;;;;;2;2
EZ;HANSimprovisatie;;;;1;;;1
EZ;Happy Meat B.V.;;;;;1;;1
EZ;Harm Weken Holding B.V.;;;;;1;;1
EZ;Havenbedrijf Rotterdam N.V.;;;;;1;;1
EZ;Head Office Nederland B.V.;;2;;;;2;2
EZ;Hega Offset B.V.;;1;;;;2;2
EZ;Heliflight Holland B.V.;;;;;;1;1
EZ;HEMA;;;;;;1;1
EZ;Het Financieele Dagblad B.V.;;;;;;1;1
EZ;het Ngi: voorh. Ned. Genootsch. Informatica;;1;;;;;1
EZ;Het Notuleercentrum B.V.;;;1;;;;1
EZ;Het Pleidooi;;;;1;1;1;1
EZ;Het Postkantoor Delft;;;;;1;;1
EZ;Hiernaast Hosting;;1;;;;;1
EZ;Hoegen Fietsverhuur;;;;;1;;1
EZ;Hof van Wageningen;;;;1;;;1
EZ;Hofman Sportprijzen;;;;;1;;1
EZ;Hofstede de Nieuwe Ham B.V.;;;;;1;;1
EZ;Hokra B.V.;;1;;2;2;1;3
EZ;Holding Beheermaatschappij Ropeni B.V.;;;;;1;;1
EZ;Holland Consulting Group;;1;;;;;1
EZ;Holland Promotion B.V.;;;;2;1;;2
EZ;Hollandse Hoogte B.V.;;;;;;1;1
EZ;HOPE;;;;;2;;2
EZ;Horeca Exploitatie Hermitage B.V.;;;;;1;;1
EZ;Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;1;;1
EZ;Hosting.nl B.V.;;;;;;1;1
EZ;Hostinn;;;;;1;;1
EZ;Hotel Contact B.V.;;;;1;2;;2
EZ;Hotel De Jonge Exploitatie B.V.;;;;1;;;1
EZ;Hotel New York B.V.;;;;;1;;1
EZ;Hotel Papendal;;;;;1;;1
EZ;Hotel Zaanstad B.V.;;;;;1;;1
EZ;HowAboutYou B.V.;;1;;;;;1
EZ;HTCE Site Management B.V.;;;;;1;;1
EZ;HTM Personenvervoer N.V.;;;;;1;;1
EZ;Huize Bergen B.V.;;;;;1;;1
EZ;Huize Molenaar B.V.;;;;1;;;1
EZ;Hulskamp Audiovisueel Utrecht;;;;1;2;;2
EZ;Human Factors NL;;1;;;;;1
EZ;Huwa International Pipeline Products B.V.;;;;;1;;1
EZ;HW Cijfers B.V.;;;;;2;;2
EZ;HWM B.V.;;;;;1;;1
EZ;Hyphen Projects B.V.;;;;;1;;1
EZ;I.D. Image Development;;;;;;2;2
EZ;I2L, instituut voor innovatie en leren;;;;;1;;1
EZ;ICO Communicatie;;;;;;1;1
EZ;Idols Den Haag B.V.;;;;1;;;1
EZ;In2Content B.V.;;;;;1;2;2
EZ;in60seconds B.V.;;;;;;2;2
EZ;Indisch Restaurant Garoeda;;;;;1;;1
EZ;Infotrading B.V.;;1;;;;;1
EZ;ING Bank N.V.;;1;;;2;;2
EZ;Inge Diepman B.V.;;;;;2;;2
EZ;Inn Style;;;;;2;;2
EZ;Innovero Software Solutions B.V.;;1;;;;;1
EZ;INoffice Woerden;;;;1;;;1
EZ;Inscene Company B.V.;;;;;;1;1
EZ;Instituut van Internal Auditors Nederland;;1;;;;;1
EZ;Insyde B.V.;;;;;;1;1
EZ;Intercultural Communication B.V.;;;;;1;;1
EZ;Internet New Business Concepts B.V.;;;;;1;;1
EZ;Intraservice Dienstverlening B.V.;;;;;1;;1
EZ;Intrum Justitia Nederland B.V.;;1;;;;;1
EZ;Involvit;;;;;1;;1
EZ;IPMA - NL;;;;1;;;1
EZ;Ipsos B.V.;;;;;;1;1
EZ;IRO;;;;;2;;2
EZ;Istana Indonesisch Restaurant;;;;;1;;1
EZ;ISVWorld B.V.;;1;;;;;1
EZ;It Nova B.V.;;;;;;1;1
EZ;Italogos Vertalingen;;;1;;;;1
EZ;Iwema;;;;1;;;1
EZ;J.C.J. Ruiter - Wever;;;;;1;;1
EZ;Jaarbeurs B.V.;;;;;2;;2
EZ;Jacot Audiovisueel Rental B.V.;;;;;1;;1
EZ;JAM;;;;;;1;1
EZ;Jan Buwalda Fotografie;;;;;;1;1
EZ;Jasper Lensselink Photography;;;;;1;;1
EZ;Jazz Republic;;;;;1;;1
EZ;Jetvertising B.V.;;;;;1;;1
EZ;Jimpp Media B.V.;;;;;1;;1
EZ;Jmt International;;;;;1;;1
EZ;Job Boot Communicatie;;;;;1;;1
EZ;Job Wittens Consultancy;;1;;;;;1
EZ;Jobtraining B.V.;;;;;2;;2
EZ;JOE Global (Automotive) Support B.V.;;;;;1;;1
EZ;Joe's;;;;1;;;1
EZ;Joli V.O.F.;;;;;1;;1
EZ;Jongbloed Juridische Boekhandel;;2;;;;;2
EZ;Jopen Horeca Exploitatie B.V.;;;;;1;;1
EZ;Just Act;;;;;1;;1
EZ;K.M. van Roosmalen;;;;;;1;1
EZ;Keurslagerij G. Eidams V.O.F.;;;;1;;;1
EZ;Kick Smeets Fotografie;;;;;;1;1
EZ;Klantenservice Federatie;;1;;;;;1
EZ;Kleintje Pils;;;;;1;;1
EZ;Kluwer Law International;;1;;;;;1
EZ;Kluwer Opleidingen;;1;;;;;1
EZ;Knocom B.V.;;;;;1;;1
EZ;Knowledge Exchange B.V.;;3;;;;1;3
EZ;KNVB;;;;;1;;1
EZ;Kobalt Media Nederland B.V.;;;;;;1;1
EZ;Koffie bij Kaatje;;;;;1;;1
EZ;Kok Party-Catering Service;;;;;1;;1
EZ;Kon. Nederl. Instituut voor Onderzoek der Zee;;1;;;;;1
EZ;Koninkl. Ned. Ver. v. Afval en Reinigingsman.;;;;;1;;1
EZ;Koninkl. Nederl. Plantenziektekund. Verenig.;;1;;;;;1
EZ;Koninklijk Instituut van Ingenieurs;;1;;;;;1
EZ;Koninklijke Kampert en Helm Rotaform B.V.;;;;;;5;5
EZ;'Koninklijke Metaalunie';;;;;2;;2
EZ;Koninklijke Nederl. Mij. voor Diergeneeskunde;;3;;;;;3
EZ;Koninklijke van der Most B.V.;;;;;;1;1
EZ;Kookstudio De Kombuis;;;;;1;;1
EZ;Koppert Cress B.V.;;;;;1;;1
EZ;Korte Poten 1-3 B.V.;;;;1;;;1
EZ;Koumans & Partners B.V.;;;;;1;;1
EZ;KPN B.V.;;1;;;1;1;1
EZ;KPN Business Center;;1;;;;;1
EZ;Kreisler Import B.V.;;1;;;;;1
EZ;Krijt Moester;;;;;1;;1
EZ;Kris Kras context, content and design;;;;;1;3;3
EZ;Kris Kras Design B.V.;;;;;;3;3
EZ;La Place B.V.;;;;;1;;1
EZ;Laarhoven Design Rijssen B.V.;;;;1;;;1
EZ;Ladago;;;;1;;;1
EZ;Lambrecht de Jonge Culinair Advies;;;;;1;;1
EZ;Landwinkel De Heus;;;;1;;;1
EZ;Latorre Lainez Vertalingen;;;;;2;;2
EZ;Laverbe;;1;;;;1;1
EZ;LAZEO E-Commerce C.V.;;;;1;;;1
EZ;Lean Support;;;;;1;;1
EZ;Leene Communicatie;;;;;;1;1
EZ;Lekker Thais;;;;1;;;1
EZ;Leo van de Wouw Regisseur/Programmamaker;;;;;;1;1
EZ;LexisNexis Benelux;;2;;;;;2
EZ;Licensing Executives Society Benelux;;1;;;;;1
EZ;Lichthart Solutions;;;;;2;;2
EZ;LIFT;;1;;;;;1
EZ;Limburgse Bond-Ontwikk. afgek. LLTB-Ontwikk.;;;;;1;;1
EZ;Little V Den Haag B.V.;;;;;1;;1
EZ;Locatienet B.V.;;1;;;;;1
EZ;Log*in Consultants Nederland B.V.;;;;;1;;1
EZ;Logeion;;1;;;;1;1
EZ;LogoChoc B.V.;;;;1;1;;1
EZ;Lokaal Negen;;;;;1;;1
EZ;Louis Meulstee Photography;;;;;1;1;1
EZ;Loyens & Loeff N.V.;;;;;1;;1
EZ;Lucid Communication;;;;;;2;2
EZ;MA CAMPO;;;;;;1;1
EZ;Madurodam B.V.;;;;1;2;;2
EZ;Maesstede Catering B.V.;;;;;1;;1
EZ;Maguise Partycatering;;;;2;;;2
EZ;Mainpress B.V.;;1;;;;1;1
EZ;Maison de la Foret;;;;1;1;;1
EZ;Maison van den Boer B.V.;;;;1;1;;2
EZ;MaJe 2015 B.V.;;;;1;;;1
EZ;Man & Woord;;;;;;1;1
EZ;Manpower Project Support;;;1;;;;1
EZ;Marb Consultancy B.V.;;;;;1;;1
EZ;Marc Mijer journalistieke tekstproducties;;;;;;2;2
EZ;Marco Polo Vertaal- en Adviesbureau China;;;;;1;;1
EZ;Mare Holland B.V.;;;;;;3;3
EZ;Maren Bruin;;;;;;1;1
EZ;Mariënhof Amersfoort B.V.;;;;;1;;1
EZ;Marko Kassenaar;;;;1;1;;1
EZ;Marlous Wessels Onderwijsprofessional;;;;;1;;1
EZ;Martijn de Groot Communicatie;;;;;;1;1
EZ;Martijn Goedegebuure;;;;;;1;1
EZ;Mauritshuis;;;;;1;;1
EZ;Maxlead Services B.V.;;;;;;2;2
EZ;Media Info Groep B.V.;;2;;;;;2
EZ;Meeùs Assurantiën B.V.;;;;;1;;1
EZ;Meine Bruinsma Management B.V.;;;;;1;;1
EZ;Melkveebedrijf M. en K. Schoone;;;;;;1;1
EZ;Meltwater The Netherlands B.V.;;;;;;2;2
EZ;Meta Internat. Verhuiz. en Transporten B.V.;;;;;1;;1
EZ;MetrixLab Nederland B.V.;;;;;;2;2
EZ;Mexicaans Restaurant El Popo;;;;1;;;1
EZ;Michele Thomas Vertaalbureau;;;1;;;;1
EZ;MichielB.com;;;;;;1;1
EZ;Mikrocentrum Activiteiten B.V.;;;;;1;;1
EZ;Mill-Art;;;;;;1;1
EZ;Mischa Keijser Fotografie;;;;;;1;1
EZ;Modefabriek B.V.;;;;;1;;1
EZ;Modint B.V.;;;;;1;;1
EZ;Momice B.V.;;;;;1;;1
EZ;Moodfactory B.V.;;;;;;1;1
EZ;More Dutch Design;;;;;2;;2
EZ;Motel Assen B.V.;;;;1;;;1
EZ;Multicopy Netherlands B.V.;;;;1;;;1
EZ;Multigift Relatiegeschenken B.V.;;;;;1;;1
EZ;MultiVlaai Retail B.V.;;;;1;;;1
EZ;Multivlaai Utrecht B.V.;;;;1;;;1
EZ;Museum Boerhaave;;;;;1;;1
EZ;MWM2 B.V.;;;;;;2;2
EZ;My Productions B.V.;;;;;1;;1
EZ;MYbusinessmedia B.V.;;;;;1;1;1
EZ;N.B.C. Exploitatie B.V.;;;;;2;;2
EZ;N.V. Industriebank, L'burgs Inst. Ontw./Fin.;;;;;2;;2
EZ;Nationale Beeldbank B.V.;;;;;;1;1
EZ;NCB Naturalis;;1;;;;;1
EZ;NDC mediagroep B.V.;;;;;;1;1
EZ;NEC B.V.;;;;;4;;4
EZ;Ned. Gen.schap van Funct. Gegevensbescherming;;1;;;;;1
EZ;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;3;2;;4
EZ;Ned. Ver. 'De Rijw.- en Automobiel-Industrie';;;;;2;;2
EZ;Ned. Vereniging voor Luchtvaarttechniek;;;;1;;;1
EZ;Nederlands Debat Instituut Holding B.V.;;;;;1;;1
EZ;Nederlands Textielinstituut;;1;;;;;1
EZ;Nederlandse Klim- en Bergsport Vereniging;;;;;1;;1
EZ;Nederlandse Mediatorsvereniging;;1;;;;;1
EZ;Nederlandse Orde van Register EDP-Auditors;;1;;;;;1
EZ;Nederlandse School voor Openbaar Bestuur B.V.;;;;;;1;1
EZ;Nederlandse Uitgevers Combinatie B.V.;;;;;2;;2
EZ;Nederlandse Vereniging Van Gieterijtechnici;;1;;;;;1
EZ;Nederlandse Vereniging voor Ruimtevaart;;1;;;;;1
EZ;NEMO Science Museum;;;;1;;;1
EZ;Netherl. Facility Costs Index Coöperatie UA;;1;;;;;1
EZ;NetQuestionnaires Nederland B.V.;;1;;;;1;1
EZ;Netrex Internet Solutions;;;;;;1;1
EZ;NEVI-Purspective B.V.;;1;;;;;1
EZ;New Babylon Meeting Center B.V.;;;;1;2;;2
EZ;NewForesight Consultancy B.V.;;;;;1;;1
EZ;NewForesight Holding B.V.;;;;;;1;1
EZ;NFGD Zoetermeer B.V.;;;1;1;1;2;2
EZ;NH Den Haag;;;;;1;;1
EZ;NIC Best Deal B.V.;;1;;;;;1
EZ;Nicolas Appert;;;;;;1;1
EZ;Nicoline de Pater;;;1;;;;1
EZ;Nijgh Periodieken B.V.;;1;;;;;1
EZ;Noorderpoort;;;;;;1;1
EZ;Noordtij B.V.;;;;;2;;2
EZ;North-Holland (Publishing);;2;;;;;2
EZ;Novagraaf Nederland B.V.;;;;;;1;1
EZ;Novavision;;;;;1;;1
EZ;Novotel Den Haag;;;;;1;;1
EZ;Novu, Nederlandse Orde van Uitvinders;;1;;;;;1
EZ;Novum Foto;;;;;;1;1
EZ;NRC Handelsblad Weekeditie voor buitenland;;;;;;1;1
EZ;Nsob;;;;;;1;1
EZ;NT Publishers B.V.;;1;;;;1;1
EZ;NZH Travel Excursions;;;;;1;;1
EZ;Oase Beach Exploitatie B.V.;;;;;1;;1
EZ;OCLC B.V.;;2;;;;;2
EZ;Off-Grid Solutions B.V.;;;;1;;;1
EZ;Ond.org. Glastuinbw. LTO-N Glaskracht (OGLNG);;;;;;1;1
EZ;Onderzoek Nederland Publicaties B.V.;;1;;;;;1
EZ;One More Question (Journalism & Media);;;;;;1;1
EZ;Online Seminar B.V.;;;;;1;1;1
EZ;Onno Gerritse Produkties;;;;;;1;1
EZ;Ontwerpwerk B.V.;;;;;;1;1
EZ;Oosterhof Organizing;;;;;1;;1
EZ;Openbare Bibliotheek Amsterdam;;1;;;;;1
EZ;Oprit Duurzaamheid;;;;;1;;1
EZ;Optima Forma B.V.;;;;;;3;3
EZ;Oracle Benelux Usergroups;;1;;;;;1
EZ;Oracle Gebruikersclub Holland;;1;;;;;1
EZ;Orcavoice B.V.;;1;;;;;1
EZ;Organisatiemeester;;;;;1;;1
EZ;OSAGE communicatie en ontwerp;;;;;;2;2
EZ;Osz B.V.;;;;1;;;1
EZ;Oudaen B.V.;;;;1;1;;1
EZ;P.&P. Regisseurs;;;;;;1;1
EZ;Pan;;;;1;1;;1
EZ;Parallel Universum Photography;;;;;;1;1
EZ;Partners for Innovation B.V.;;;;;1;;1
EZ;Paul Tolenaar Fotografie;;;;;;1;1
EZ;Perfect Direct Mail B.V.;;;;;;4;4
EZ;Perfect Groep B.V.;;;;;;1;1
EZ;Personeelsvereniging Remunj;;;;1;;;1
EZ;Phaff Export Marketing B.V.;;;;;3;;3
EZ;Phenix Capital Holding B.V.;;;;;1;;1
EZ;Phonsawan B.V.;;;;;1;;1
EZ;Photo Republic;;;;;;1;1
EZ;Piet Hein Eek B.V.;;;;;1;;1
EZ;Pino Evenementen & Congressen B.V.;;;;;2;;2
EZ;Pizzeria Luca;;;;;1;;1
EZ;Pizzeria Ristorante Bella Italia B.V.;;;;1;;;1
EZ;Platform Formalities Officers;;1;;;;;1
EZ;Plein 9 A B.V.;;;;1;;;1
EZ;PMC Connect B.V.;;;1;;1;;1
EZ;Podium onder de Dom B.V.;;;;1;;;1
EZ;Point to Point Communicatie B.V.;;;;;;4;4
EZ;Pondres Direct Mail B.V.;;;;;;2;2
EZ;Prakt.ond. Plant & Omg./Plant Research Int.;;1;;;;;1
EZ;PressPage;;1;;;;;1
EZ;Pricewaterhousecoopers Advisory N.V.;;;;;1;;1
EZ;Primera Den Haag;;;;1;;;1
EZ;Proeven met de brouwer;;;;1;;;1
EZ;Profound Advisers in Development B.V.;;;;;1;;1
EZ;Promanent B.V.;;1;;;;;1
EZ;Promens Care;;;;;1;;1
EZ;Promofit;;;;;1;;1
EZ;Propertynl B.V.;;1;;;;;1
EZ;ProRail B.V.;;;;;2;;2
EZ;Prorest Catering;;;;1;;;1
EZ;Psps Consultants;;;;;3;;3
EZ;Publicount;;1;;;;;1
EZ;Publiek Denken;;1;;;;2;2
EZ;Punda Milia;;;;;2;;2
EZ;Purple Monkey;;;;;1;;1
EZ;QliQ Internet Technologies (qliq.it);;;;;;1;1
EZ;R.B. van Baaren Holding B.V.;;;;;1;;1
EZ;RAI Amsterdam B.V.;;;;;4;1;4
EZ;RDMG Uitgeverij B.V.;;1;;;;;1
EZ;Rechtnet B.V.;;1;;;;;1
EZ;Reclamebureau Haarlem;;;;;;1;1
EZ;Rederij Lovers B.V.;;;;;1;;1
EZ;Rederij 't Smidtje B.V.;;;;;1;;1
EZ;Reed Business B.V.;;1;;;;;1
EZ;Regardz Business Center;;;;;1;;1
EZ;Regardz Event Center Nw. Buitensociët. Zwolle;;;;;1;;1
EZ;Regina Bloemsierkunst;;;;1;;;1
EZ;Reijnders Advies & Ontwikkeling B.V.;;;;;1;;1
EZ;Reith  Hendriks & partners;;;;;1;;1
EZ;Rendement Uitgeverij B.V.;;1;;;;;1
EZ;Rent A Bus B.V.;;;;;1;;1
EZ;Respons Evenementen Monitor B.V.;;1;;;;;1
EZ;Restaurant Allure B.V.;;;;;1;;1
EZ;Restaurant Bij Jaap;;;;1;1;;1
EZ;Restaurant Christian;;;;1;;;1
EZ;Restaurant D en C;;;;;1;;1
EZ;Restaurant De Basiliek B.V.;;;;1;1;;1
EZ;Restaurant De Kraai B.V.;;;;;1;;1
EZ;Restaurant De Oude Sluis;;;;;1;;1
EZ;Restaurant d'Vijff Vlieghen B.V.;;;;;1;;1
EZ;Restaurant Grandcafé Liff;;;;1;;;1
EZ;Restaurant Indonesia Rotterdam B.V.;;;;;1;;1
EZ;Restaurant Indonesisch 'Srikandi';;;;;1;;1
EZ;Restaurant Sarinande;;;;1;;;1
EZ;Restaurant Spijs;;;;1;;;1
EZ;Restaurant Stork B.V.;;;;;1;;1
EZ;Restaurant Wilhelminapark B.V.;;;;;1;;1
EZ;Restaurant Wok Paradijs Jasmijn Garden;;;;1;;;1
EZ;Riesjard Schropp;;;;;;1;1
EZ;Ristorante Il Senso;;;;;1;;1
EZ;Rob Gieling Fotografie;;;;;;1;1
EZ;Robin Utrecht Fotografie;;;;;;1;1
EZ;Roland Vos Catering & Events;;;;;1;;1
EZ;Rollercoaster Enterprises B.V.;;;;;1;;1
EZ;RonilLA Snellen;;;;;;2;2
EZ;Roodbont Publishers B.V.;;1;;;;;1
EZ;Roos Meijer;;;;;1;;1
EZ;Ruben Jorksveld Fotografie;;;;;;1;1
EZ;RW Media;;;;;1;2;2
EZ;S. and S. Food Services B.V.;;;;;1;;1
EZ;Sabel Communicatie B.V.;;;;;;1;1
EZ;Salon Du Chocolat;;;;;1;;1
EZ;Scan Sys B.V.;;;;;;1;1
EZ;Schiphol Nederland B.V.;;;;;1;;1
EZ;Schippers Centrale Rotterdam;;;;;1;;1
EZ;Schwandt Infographics B.V.;;;;;;1;1
EZ;Screenhouse B.V.;;;;2;;1;2
EZ;Sdu Uitgevers B.V.;;1;;;;2;2
EZ;See you at noon;;;;;1;;1
EZ;Seesaw producties;;;;;;1;1
EZ;Sense Organisatie & Coaching B.V.;;;;1;1;;1
EZ;Showrent Holland B.V.;;;;;1;;1
EZ;SietsQo.nl;;;;;1;;1
EZ;Sifratex;;;;;1;;1
EZ;Siletsy-Asperen-Holland B.V.;;;;;1;;1
EZ;Simon Peter Been;;1;;;;;1
EZ;Si-Translations;;;;;;1;1
