Datum,Week,Maand,Dag,Musis_Kwartier,Gelerijdersplein,Kronenburg
20160417,15,april,zondag,366,295,0
20160418,16,april,maandag,370,442,487
20160419,16,april,dinsdag,372,376,497
20160420,16,april,woensdag,493,500,692
20160421,16,april,donderdag,657,703,631
20160422,16,april,vrijdag,618,600,560
20160423,16,april,zaterdag,680,539,417
20160424,16,april,zondag,252,190,108
20160425,17,april,maandag,266,215,342
20160426,17,april,dinsdag,229,204,304
20160427,17,april,woensdag,453,0,0
20160428,17,april,donderdag,471,385,488
20160429,17,april,vrijdag,327,268,322
20160430,17,april,zaterdag,969,656,500
20160501,17,mei,zondag,0,0,0
20160502,18,mei,maandag,722,507,574
20160503,18,mei,dinsdag,788,509,552
20160504,18,mei,woensdag,827,620,634
20160505,18,mei,donderdag,1031,658,0
20160506,18,mei,vrijdag,1226,827,740
20160507,18,mei,zaterdag,1476,905,779
20160508,18,mei,zondag,676,446,0
20160509,19,mei,maandag,396,386,514
20160510,19,mei,dinsdag,452,439,594
20160511,19,mei,woensdag,571,451,725
20160512,19,mei,donderdag,847,670,577
20160513,19,mei,vrijdag,715,458,585
20160514,19,mei,zaterdag,720,509,437
20160515,19,mei,zondag,662,630,0
20160516,20,mei,maandag,429,351,0
20160517,20,mei,dinsdag,320,299,503
20160518,20,mei,woensdag,403,345,552
20160519,20,mei,donderdag,537,489,646
20160520,20,mei,vrijdag,544,689,482
20160521,20,mei,zaterdag,1063,686,632
20160522,20,mei,zondag,265,205,0
20160523,21,mei,maandag,98,88,237
20160524,21,mei,dinsdag,351,368,526
20160525,21,mei,woensdag,521,458,566
20160526,21,mei,donderdag,726,709,664
20160527,21,mei,vrijdag,622,550,599
20160528,21,mei,zaterdag,978,724,602
20160529,21,mei,zondag,332,272,144
20160530,22,mei,maandag,211,226,301
20160531,22,mei,dinsdag,446,390,446
20160601,22,juni,woensdag,331,315,400
20160602,22,juni,donderdag,507,546,559
20160603,22,juni,vrijdag,431,548,498
20160604,22,juni,zaterdag,1112,780,575
20160605,22,juni,zondag,593,413,0
20160606,23,juni,maandag,372,415,554
20160607,23,juni,dinsdag,385,393,605
20160608,23,juni,woensdag,469,462,689
20160609,23,juni,donderdag,694,608,706
20160610,23,juni,vrijdag,790,605,620
20160611,23,juni,zaterdag,837,653,547
20160612,23,juni,zondag,399,258,0
20160613,24,juni,maandag,168,177,364
20160614,24,juni,dinsdag,315,278,332
20160615,24,juni,woensdag,331,224,369
20160616,24,juni,donderdag,761,746,602
20160617,24,juni,vrijdag,363,310,375
20160618,24,juni,zaterdag,918,620,513
20160619,24,juni,zondag,511,350,0
20160620,25,juni,maandag,194,136,309
20160621,25,juni,dinsdag,339,334,449
20160622,25,juni,woensdag,694,420,606
20160623,25,juni,donderdag,529,603,616
20160624,25,juni,vrijdag,654,623,551
20160625,25,juni,zaterdag,880,521,429
20160626,25,juni,zondag,223,180,115
20160627,26,juni,maandag,236,252,329
20160628,26,juni,dinsdag,461,426,631
20160629,26,juni,woensdag,418,413,509
20160630,26,juni,donderdag,437,412,443
20160701,26,juli,vrijdag,565,448,465
20160702,26,juli,zaterdag,858,651,507
20160703,26,juli,zondag,359,285,0
20160704,27,juli,maandag,435,392,601
20160705,27,juli,dinsdag,398,300,452
20160706,27,juli,woensdag,633,548,672
20160707,27,juli,donderdag,739,758,776
20160708,27,juli,vrijdag,774,543,552
20160709,27,juli,zaterdag,1201,841,655
20160710,27,juli,zondag,612,472,0
20160711,28,juli,maandag,597,404,520
20160712,28,juli,dinsdag,577,432,592
20160713,28,juli,woensdag,637,471,551
20160714,28,juli,donderdag,987,804,728
20160715,28,juli,vrijdag,704,327,558
20160716,28,juli,zaterdag,1236,846,716
20160717,28,juli,zondag,826,630,0
20160718,29,juli,maandag,674,536,648
20160719,29,juli,dinsdag,669,527,654
20160720,29,juli,woensdag,506,468,551
20160721,29,juli,donderdag,720,854,1029
20160722,29,juli,vrijdag,483,425,463
20160723,29,juli,zaterdag,1124,866,747
20160724,29,juli,zondag,657,416,0
20160725,30,juli,maandag,577,541,672
20160726,30,juli,dinsdag,734,644,572
20160727,30,juli,woensdag,648,639,664
20160728,30,juli,donderdag,611,630,661
20160729,30,juli,vrijdag,709,584,475
20160730,30,juli,zaterdag,687,404,413
20160731,30,juli,zondag,419,421,179
20160801,31,augustus,maandag,455,671,416
20160802,31,augustus,dinsdag,305,212,268
20160803,31,augustus,woensdag,259,209,297
20160804,31,augustus,donderdag,620,552,544
20160805,31,augustus,vrijdag,724,622,449
20160806,31,augustus,zaterdag,694,401,352
20160807,31,augustus,zondag,494,453,0
20160808,32,augustus,maandag,440,290,425
20160809,32,augustus,dinsdag,372,431,469
20160810,32,augustus,woensdag,437,419,464
20160811,32,augustus,donderdag,291,286,241
20160812,32,augustus,vrijdag,605,557,438
20160813,32,augustus,zaterdag,770,569,549
20160814,32,augustus,zondag,504,402,0
20160815,33,augustus,maandag,623,473,568
20160816,33,augustus,dinsdag,620,510,584
20160817,33,augustus,woensdag,557,497,566
20160818,33,augustus,donderdag,718,717,612
20160819,33,augustus,vrijdag,754,592,489
20160820,33,augustus,zaterdag,703,543,486
20160821,33,augustus,zondag,126,154,0
20160822,34,augustus,maandag,295,225,294
20160823,34,augustus,dinsdag,418,492,608
20160824,34,augustus,woensdag,560,465,547
20160825,34,augustus,donderdag,539,809,577
20160826,34,augustus,vrijdag,556,488,514
20160827,34,augustus,zaterdag,822,678,552
20160828,34,augustus,zondag,342,378,154
20160829,35,augustus,maandag,558,493,493
20160830,35,augustus,dinsdag,730,548,666
20160831,35,augustus,woensdag,692,617,628
20160901,35,september,donderdag,794,789,679
20160902,35,september,vrijdag,871,703,579
20160903,35,september,zaterdag,918,694,574
20160904,35,september,zondag,483,335,0
20160905,36,september,maandag,668,467,624
20160906,36,september,dinsdag,670,654,648
20160907,36,september,woensdag,521,485,699
20160908,36,september,donderdag,516,679,725
20160909,36,september,vrijdag,636,620,587
20160910,36,september,zaterdag,908,728,628
20160911,36,september,zondag,725,580,0
20160912,37,september,maandag,280,371,482
20160913,37,september,dinsdag,357,348,532
20160914,37,september,woensdag,413,437,715
20160915,37,september,donderdag,505,646,689
20160916,37,september,vrijdag,594,565,518
20160917,37,september,zaterdag,959,815,678
20160918,37,september,zondag,647,439,0
20160919,38,september,maandag,318,304,520
20160920,38,september,dinsdag,380,380,629
20160921,38,september,woensdag,549,445,591
20160922,38,september,donderdag,533,566,637
20160923,38,september,vrijdag,768,573,636
20160924,38,september,zaterdag,1099,754,700
20160925,38,september,zondag,571,466,0
20160926,39,september,maandag,362,345,502
20160927,39,september,dinsdag,488,422,665
20160928,39,september,woensdag,438,413,601
20160929,39,september,donderdag,445,458,495
20160930,39,september,vrijdag,569,558,540
20161001,39,oktober,zaterdag,954,662,389
20161002,39,oktober,zondag,443,295,256
20161003,40,oktober,maandag,319,404,503
20161004,40,oktober,dinsdag,426,340,560
20161005,40,oktober,woensdag,505,400,597
20161006,40,oktober,donderdag,499,508,543
20161007,40,oktober,vrijdag,652,550,546
20161008,40,oktober,zaterdag,1127,750,611
20161009,40,oktober,zondag,710,471,0
20161010,41,oktober,maandag,280,323,446
20161011,41,oktober,dinsdag,406,325,443
20161012,41,oktober,woensdag,371,634,452
20161013,41,oktober,donderdag,380,482,465
20161014,41,oktober,vrijdag,547,499,489
20161015,41,oktober,zaterdag,581,464,424
20161016,41,oktober,zondag,850,520,
20161017,42,oktober,maandag,322,293,405
20161018,42,oktober,dinsdag,241,275,362
20161019,42,oktober,woensdag,168,150,233
20161020,42,oktober,donderdag,261,285,324
20161021,42,oktober,vrijdag,652,513,575
20161022,42,oktober,zaterdag,852,641,338
20161023,42,oktober,zondag,502,405,0
20161024,43,oktober,maandag,411,364,413
20161025,43,oktober,dinsdag,485,359,465
20161026,43,oktober,woensdag,595,487,562
20161027,43,oktober,donderdag,632,563,461
20161028,43,oktober,vrijdag,675,447,431
20161029,43,oktober,zaterdag,913,547,542
20161030,43,oktober,zondag,585,412,249
20161031,44,oktober,maandag,301,310,518
20161101,44,november,dinsdag,347,330,509
20161102,44,november,woensdag,347,278,417
20161103,44,november,donderdag,381,443,443
20161104,44,november,vrijdag,554,469,493
20161105,44,november,zaterdag,696,464,470
20161106,44,november,zondag,455,261,0
20161107,45,november,maandag,231,151,289
20161108,45,november,dinsdag,418,303,480
20161109,45,november,woensdag,272,200,320
20161110,45,november,donderdag,370,276,441
20161111,45,november,vrijdag,510,510,452
20161112,45,november,zaterdag,799,461,508
20161113,45,november,zondag,251,162,0
20161114,46,november,maandag,211,179,376
20161115,46,november,dinsdag,203,160,427
20161116,46,november,woensdag,271,230,424
20161117,46,november,donderdag,339,369,441
20161118,46,november,vrijdag,451,352,455
20161119,46,november,zaterdag,695,501,484
20161120,46,november,zondag,140,133,0
20161121,47,november,maandag,233,227,419
20161122,47,november,dinsdag,395,303,544
20161123,47,november,woensdag,415,438,576
20161124,47,november,donderdag,511,483,593
20161125,47,november,vrijdag,702,502,473
20161126,47,november,zaterdag,898,715,490
20161127,47,november,zondag,511,331,0
20161128,48,november,maandag,341,278,378
20161129,48,november,dinsdag,369,300,445
20161130,48,november,woensdag,326,336,455
20161201,48,december,donderdag,569,495,592
20161202,48,december,vrijdag,742,638,562
20161203,48,december,zaterdag,1031,583,575
20161204,48,december,zondag,463,365,224
20161205,49,december,maandag,247,234,459
20161206,49,december,dinsdag,392,271,589
20161207,49,december,woensdag,342,276,422
20161208,49,december,donderdag,418,395,482
20161209,49,december,vrijdag,582,489,496
20161210,49,december,zaterdag,627,351,372
20161211,49,december,zondag,358,341,232
20161212,50,december,maandag,248,230,431
20161213,50,december,dinsdag,292,286,389
20161214,50,december,woensdag,390,364,629
20161215,50,december,donderdag,533,434,493
20161216,50,december,vrijdag,599,491,620
20161217,50,december,zaterdag,1006,634,552
20161218,50,december,zondag,1066,707,0
20161219,51,december,maandag,366,310,550
20161220,51,december,dinsdag,434,562,656
20161221,51,december,woensdag,468,400,468
20161222,51,december,donderdag,660,592,546
20161223,51,december,vrijdag,912,789,831
20161224,51,december,zaterdag,986,689,663
20161225,51,december,zondag,0,0,0
20161226,52,december,maandag,0,0,0
20161227,52,december,dinsdag,799,523,678
20161228,52,december,woensdag,578,451,423
20161229,52,december,donderdag,693,583,488
20161230,52,december,vrijdag,535,445,445
20161231,52,december,zaterdag,363,253,279
