boomnummer,lat_volledig,omtrek_cm,kiemjaar,eigendom,ned_naam,karakter,jaar_vaststelling,kwaliteit,leeftijd,omtrek,cultuurhistorie,natuurwetenschappelijk,latitude,longitude
01.50.325.0112,populus canadensis,314,1930,gemeentelijk,canadese populier,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57375212984585,5.09778662884374
01.50.325.0113,fagus sylvatica,314,1900,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.573489373651135,5.098091761739984
01.50.325.0114,fagus sylvatica,314,1900,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57345015687229,5.098139296459682
01.50.325.0115,fagus sylvatica,314,1900,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57340626023445,5.098191779789076
01.50.760.0629,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56452443795678,5.111502004928521
01.50.760.0630,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.564477289672446,5.111375015480471
01.55.330.0339,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.5608313064805,5.118648575335862
01.55.330.0340,geen beheer boom,220,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55942492343475,5.119297834145732
01.55.330.0341,geen beheer boom,220,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.559374757612275,5.119329119516091
01.55.330.0342,geen beheer boom,188,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.559189499187454,5.1194417968071795
01.55.330.0343,geen beheer boom,283,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.558907720495526,5.119601532780857
01.55.330.0344,geen beheer boom,283,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55880930515981,5.119661004837374
01.55.330.0345,geen beheer boom,283,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55875526522068,5.119692326602145
01.45.040.0524,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.58316139322251,5.106763052856136
01.45.040.0526,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.58308694824571,5.106890061040381
01.45.040.0527,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.583046446146746,5.107423442073364
01.45.040.0528,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.583050874162744,5.107309317722466
01.45.040.0529,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke  waarde aantoonbaar,51.58305459210596,5.107199006733188
01.45.040.0530,quercus robur,220,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.58306863979336,5.1070294481128045
01.45.040.0513,quercus robur,251,1930,gemeentelijk,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.58303871772925,5.107555751639645
01.45.350.0356,fagus sylvatica,314,1920,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke  waarde aantoonbaar,51.57672498931332,5.104319684218231
01.45.360.1063,fagus sylvatica,283,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.576668449856285,5.10462045828569
01.45.360.1065,fagus sylvatica,283,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57669652073514,5.104754157318723
01.45.360.1066,fagus sylvatica,251,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57672792165827,5.104893404278605
01.70.240.1850,robinia pseudoacacia,251,1910,gemeentelijk,gewone acacia,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.592980572064725,5.141187412753558
01.70.240.1881,robinia pseudoacacia,283,1910,gemeentelijk,gewone acacia,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.592596157376754,5.141115203365634
01.71.040.0596,quercus robur,314,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.565620655925585,5.114811638159663
01.71.040.0597,quercus robur,377,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56566504443686,5.114943987228457
01.71.040.0599,quercus robur,283,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56579093144464,5.115276682777472
01.71.040.0600,quercus robur,283,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56583452043195,5.115401725330274
01.71.040.0601,quercus robur,251,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56588174862758,5.1155263136913325
01.71.040.0607,quercus robur,220,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56615463483718,5.116262460176137
01.71.040.0611,quercus robur,345,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56643083002549,5.117020576117858
01.71.040.0613,quercus robur,220,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56650275592891,5.117214654262992
01.50.595.0142,quercus robur,393,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56838561731902,5.115616694039529
01.50.760.0602,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56463960456929,5.1121373252938636
01.50.760.0604,quercus robur,220,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.564547463902116,5.1118936867600295
01.50.760.0605,quercus robur,377,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56450129152473,5.111768695607589
01.55.330.0346,geen beheer boom,283,1930,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55870507611676,5.119717410479051
01.55.340.0578,geen beheer boom,314,1900,gemeentelijk,geen beheer gemeente,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55759914603708,5.124044901597935
01.55.340.0585,populus euramericana 'robusta',471,1930,gemeentelijk,canadese populier,zeldzame omvang voor soort,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.55834293353961,5.123683796949818
01.55.880.0060,quercus robur,320,1900,particulier,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.543204002886334,5.126737002985311
01.55.890.0020,fagus sylvatica,79,1907,particulier,groene beuk,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.544790265599126,5.129829321465446
01.50.760.0606,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56445321528668,5.111652124359451
01.50.760.0608,quercus robur,345,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.564340049339265,5.1113361587401265
01.50.760.0610,quercus robur,251,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56424893274222,5.1110853494414945
01.50.760.0611,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56481533522677,5.112631853686005
01.50.760.0615,quercus robur,314,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.565203597333095,5.113359208286962
01.50.760.0628,quercus robur,283,1920,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56459799198064,5.111696489008251
01.45.360.1067,fagus sylvatica,251,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57674215361857,5.10496538839949
01.45.360.1070,fagus sylvatica,314,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.576785268295964,5.104971266072859
01.45.360.1076,fagus sylvatica,377,1920,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.57682724983533,5.105178120494641
01.45.360.1192,fagus sylvatica,251,1930,gemeentelijk,groene beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.576780968342945,5.105167342989496
01.55.890.0120,robinia pseudoacacia,336,1891,particulier,gewone acacia,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54427895820534,5.131374207645276
01.55.890.0130,robinia pseudoacacia,298,1891,particulier,gewone acacia,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54434404859427,5.131314261182245
01.55.890.0140,robinia pseudoacacia,267,1891,particulier,gewone acacia,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54438351350296,5.131242536954021
01.55.890.0150,acer pseudoplatanus,239,1930,particulier,gewone esdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.544009594419066,5.1315133924005085
01.55.890.0160,fagus sylvatica 'atropurpurea',301,1881,particulier,bruine beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54382168609023,5.131443221615404
01.55.890.0170,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54354814256985,5.131225096882467
01.55.890.0180,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.543530453507266,5.131315682453025
01.55.890.0190,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54351413715958,5.131405135823523
01.55.890.0200,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54349168736953,5.131517818113699
01.55.890.0210,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54347331800361,5.131613913988463
01.55.890.0220,acer saccharinum,314,1930,particulier,zilveresdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54344678388345,5.131749770244478
01.71.060.0391,quercus robur,251,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56737574746773,5.119602716266628
01.71.060.0392,quercus robur,345,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56742878293624,5.119733466544576
01.71.060.0393,quercus robur,283,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56747433290424,5.119865169814187
01.71.060.0394,quercus robur,251,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56754876220204,5.120067247038531
01.71.060.0395,quercus robur,283,1900,gemeentelijk,inlandse eik,karakteristieke vorm,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke  waarde aantoonbaar,51.56759382209469,5.120189189406726
01.71.060.0396,quercus robur,314,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.567659992411315,5.120376445904484
01.71.060.0397,quercus robur,251,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56775261644512,5.120623043384534
01.71.060.0398,quercus robur,220,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting <10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.56782019943155,5.1208112448185865
01.71.060.0400,quercus robur,314,1900,gemeentelijk,inlandse eik,niet van toepassing,2001,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.567956027871155,5.121182914661216
01.55.890.0420,quercus robur,236,1930,particulier,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.541511390531035,5.130996813792318
01.55.890.0430,quercus robur,236,1930,particulier,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54143883695409,5.130957077271846
01.55.890.0440,quercus robur,236,1930,particulier,inlandse eik,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54145483767964,5.131043620214673
01.55.890.0030,liriodendron tulipifera,251,1950,particulier,tulpeboom,karakteristieke vorm,2014,levensverwachting >10 jaar,leeftijd < 80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54455579944285,5.129899930944568
01.55.890.0040,fagus sylvatica 'atropurpurea',317,1881,particulier,bruine beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54443585838051,5.129326357321413
01.55.890.0050,fagus sylvatica 'atropurpurea',317,1881,particulier,bruine beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54350654614135,5.12899919209687
01.55.890.0060,fagus sylvatica 'atropurpurea',251,1920,gemeentelijk,bruine beuk,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.543473135392226,5.12907246822814
01.55.890.0070,acer platanoides,267,1900,particulier,noorse esdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54466903685399,5.130430629459914
01.55.890.0080,acer platanoides,267,1900,particulier,noorse esdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54463433290418,5.13041890353124
01.55.890.0090,acer platanoides,248,1900,particulier,noorse esdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54454756023796,5.130379677992096
01.55.890.0100,acer platanoides,210,1900,particulier,noorse esdoorn,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek < 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54450294245484,5.130360065026407
01.55.890.0110,tilia tomentosa,295,1910,particulier,zilverlinde,niet van toepassing,2014,levensverwachting >10 jaar,leeftijd >80 jaar,omtrek > 250 cm,cultuurhistorische waarde niet aantoonbaar,natuurwetenschappelijke waarde niet aantoonbaar,51.54447977368581,5.131091061834552
