FID,omschr,doorrijhgt,invent_oms,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_wegvak.560,Brug,0,BRUG 'MUIDERBRUG'O/H AMSTERDAM-RIJNKANAAL (VAST),,600126098,2021-10-01T00:00:00,365,427,060012609820211001,LTK0000428765,L,I,,"LINESTRING (129760.86470000073 482796.1966000013, 129698.48479999974 482795.6486000009)"
kunstinweg_wegvak.561,Brug,0,BRUG 'MUIDERBRUG'O/H AMSTERDAM-RIJNKANAAL (VAST),,258365011,2021-10-01T00:00:00,5,228,025836501120211001,LTK0000428765,R,I,,"LINESTRING (129456.90100000054 482775.45639999956, 129679.60700000077 482778.1127999984)"
kunstinweg_wegvak.562,Brug,0,BRUG 'MUIDERBRUG'O/H AMSTERDAM-RIJNKANAAL (VAST),,259365028,2021-10-01T00:00:00,0,81,025936502820211001,LTK0000428765,R,I,,"LINESTRING (129679.60700000077 482778.1127999984, 129743.1015000008 482778.82719999924, 129760.5960999988 482778.33630000055)"
kunstinweg_wegvak.563,Tunnel,0,AQUADUCT 'VECHTZICHT 2017' (OPEN GED.),,264364003,2021-10-01T00:00:00,190,356,026436400320211001,LTK0000428768,R,I,,"LINESTRING (132651.97260000184 481928.9985000007, 132660.99590000138 481924.6900999993, 132733.3249000013 481890.5064999983, 132790.85069999844 481863.54940000176, 132802.21979999915 481858.4215000011)"
kunstinweg_wegvak.564,Tunnel,0,AQUADUCT 'VECHTZICHT 2017' (GESL.GED.),,264364003,2021-10-01T00:00:00,356,543,026436400320211001,LTK0000428769,R,I,,"LINESTRING (132802.21979999915 481858.4215000011, 132827.31969999894 481847.10060000047, 132882.22529999912 481822.90569999814, 132912.4012000002 481810.02120000124, 132949.33080000058 481794.63639999926, 132967.84580000117 481787.0731000006, 132974.02290000021 481784.6176000014)"
kunstinweg_wegvak.565,Tunnel,0,AQUADUCT 'VECHTZICHT 2017' (GESL.GED.),,268363027,2022-01-01T00:00:00,1102,1289,026836302720220101,LTK0000428769,L,I,,"LINESTRING (132987.17390000075 481817.2762000002, 132983.24190000072 481818.8561999984, 132951.26799999923 481832.0020999983, 132914.3920999989 481847.50250000134, 132877.6495999992 481863.3136, 132837.50329999998 481881.1374000013, 132819.28429999948 481889.3878000006, 132815.41849999875 481891.18989999965)"
kunstinweg_wegvak.566,Tunnel,0,AQUADUCT 'VECHTZICHT 2017' (OPEN GED.),,264364003,2021-10-01T00:00:00,543,809,026436400320211001,LTK0000428770,R,I,,"LINESTRING (132974.02290000021 481784.6176000014, 133005.01700000092 481772.2969000004, 133042.32759999856 481757.8671000004, 133064.89660000056 481749.34600000083, 133102.42240000144 481735.4941999987, 133138.32349999994 481722.6688000001, 133176.11300000176 481709.55370000005, 133205.27560000122 481699.72839999944, 133223.92130000144 481693.61890000105)"
kunstinweg_wegvak.567,Tunnel,0,AQUADUCT 'VECHTZICHT 2017' (OPEN GED.),,268363027,2022-01-01T00:00:00,840,1102,026836302720220101,LTK0000428770,L,I,,"LINESTRING (133233.2875000015 481727.5716999993, 133213.29190000147 481734.1336000003, 133157.55429999903 481753.188099999, 133119.86569999903 481766.59120000154, 133082.315200001 481780.374499999, 133044.91230000183 481794.56390000135, 133001.7996999994 481811.3988999985, 132987.17390000075 481817.2762000002)"
kunstinweg_wegvak.568,Viaduct,0,VIAD.'HOGENDIJK',,600125478,2021-10-01T00:00:00,492,508,060012547820211001,LTK0000429028,L,I,,"LINESTRING (125100.4274000004 477651.53979999945, 125084.8674999997 477651.15729999915)"
kunstinweg_wegvak.569,Brug,0,BRUG O/D,,255330060,2021-10-01T00:00:00,106,137,025533006020211001,LTK0000429039,R,I,,"LINESTRING (127590.95910000056 464940.436999999, 127592.61360000074 464909.48110000044)"
kunstinweg_wegvak.570,Brug,0,BRUG O/D,,600125947,2021-10-01T00:00:00,189,221,060012594720211001,LTK0000429041,L,I,,"LINESTRING (127724.44200000167 465185.0342999995, 127723.28409999982 465185.96499999985, 127715.7685999982 465192.5751999989, 127712.13919999823 465196.0166000016, 127703.91120000184 465204.38109999895, 127701.41569999978 465207.2082000002)"
kunstinweg_wegvak.571,Brug,0,BRUG O/D,,600426159,2021-10-01T00:00:00,204,219,060042615920211001,LTK0000429044,L,I,,"LINESTRING (127765.32629999891 465076.44359999895, 127763.94399999827 465071.8931000009, 127760.10830000043 465062.3940999992)"
kunstinweg_wegvak.572,Brug,0,BRUG O/D,,600426159,2021-10-01T00:00:00,117,133,060042615920211001,LTK0000429045,L,I,,"LINESTRING (127732.94220000133 465147.3222000003, 127737.52959999815 465145.7045999989, 127742.01639999822 465143.5236000009, 127746.26999999955 465140.89400000125, 127747.17980000004 465140.19689999893)"
kunstinweg_wegvak.573,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,600127265,2021-10-01T00:00:00,1973,1998,060012726520211001,LTK0000429049,L,I,,"LINESTRING (133103.01460000128 456806.27219999954, 133100.32620000094 456811.5843999982, 133091.5201999992 456828.4726999998)"
kunstinweg_wegvak.574,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),,600127265,2021-10-01T00:00:00,350,1973,060012726520211001,LTK0000429050,L,I,,"LINESTRING (133673.42799999937 455296.4173000008, 133672.8311999999 455301.73270000145, 133667.18349999934 455346.38589999825, 133662.28929999843 455381.0425999984, 133658.43200000003 455405.74430000037, 133650.8687000014 455450.11620000005, 133645.38019999862 455479.6319999993, 133640.52910000086 455504.18769999966, 133634.3590000011 455533.60339999944, 133630.16259999946 455552.7611999996, 133619.88870000094 455596.57719999924, 133613.79569999874 455620.82339999825, 133607.50759999827 455645.0210000016, 133602.27549999952 455664.32880000025, 133593.5326000005 455695.36740000173, 133586.47360000014 455719.3511000015, 133577.64079999924 455748.0282000005, 133568.53940000013 455776.5384000018, 133554.11659999937 455819.1667999998, 133544.0438000001 455847.4257999994, 133534.39130000025 455873.70529999956, 133523.72830000147 455901.58100000024, 133516.42870000005 455920.21130000055, 133508.90839999914 455938.74720000103, 133497.3898999989 455966.4494000003, 133485.51619999856 455993.99980000034, 133471.13120000064 456026.08889999986, 133447.96319999918 456075.9745000005, 133168.0373999998 456673.32389999926, 133153.0421999991 456704.94900000095, 133135.68450000137 456740.98739999905, 133120.17289999872 456772.3676000014, 133103.01460000128 456806.27219999954)"
kunstinweg_wegvak.575,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,600127265,2021-10-01T00:00:00,260,350,060012726520211001,LTK0000429051,L,I,,"LINESTRING (133681.9215000011 455206.82499999925, 133681.33460000157 455214.8306000009, 133679.21330000088 455239.74390000105, 133675.6224000007 455276.874400001, 133673.42799999937 455296.4173000008)"
kunstinweg_wegvak.576,Brug,0,BRUG O/D LEIDSCHE RIJN,,600127275,2021-10-01T00:00:00,679,693,060012727520211001,LTK0000429052,L,I,,"LINESTRING (133687.5159999989 454932.58100000024, 133688.0773999989 454947.01850000024)"
kunstinweg_wegvak.577,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,265315008,2021-10-01T00:00:00,860,882,026531500820211001,LTK0000429054,R,I,,"LINESTRING (133021.47549999878 456837.4138999991, 133028.81810000166 456823.8117999993, 133031.8436000012 456818.0108000003)"
kunstinweg_wegvak.578,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),,265315008,2021-10-01T00:00:00,882,2532,026531500820211001,LTK0000429056,R,I,,"LINESTRING (133031.8436000012 456818.0108000003, 133042.69249999896 456797.2089000009, 133069.96029999852 456743.7615999989, 133096.28130000085 456689.83889999986, 133113.46020000055 456653.7054999992, 133379.63259999827 456085.4252000004, 133407.02910000086 456026.4772000015, 133421.53069999814 455994.6226999983, 133433.64429999888 455967.1757000014, 133447.41270000115 455934.9893999994, 133459.6955000013 455904.9882999994, 133470.69959999993 455877.07930000126, 133479.60660000145 455853.7179999985, 133486.564100001 455834.9624999985, 133496.69370000064 455806.7083999999, 133510.8729000017 455765.18090000004, 133518.50580000132 455741.5934999995, 133526.00930000097 455717.7432000004, 133534.62000000104 455689.00549999997, 133541.96299999952 455663.4787000008, 133547.2848000005 455644.27589999884, 133555.04769999906 455615.29679999873, 133561.18169999868 455591.0604999997, 133569.60550000146 455555.9450000003, 133576.21049999818 455526.67599999905, 133582.40769999847 455497.3227000013, 133589.11050000042 455463.4076000005, 133594.55420000106 455433.8770999983, 133599.57429999858 455404.28730000183, 133604.8147 455370.8957000002, 133609.04309999943 455341.19220000133, 133609.3515000008 455336.1909000017, 133610.30099999905 455331.27160000056, 133614.63280000165 455296.5405000001, 133615.93510000035 455284.7851999998)"
kunstinweg_wegvak.579,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,265315008,2021-10-01T00:00:00,2532,2611,026531500820211001,LTK0000429058,R,I,,"LINESTRING (133615.93510000035 455284.7851999998, 133617.93659999967 455266.71869999915, 133621.35130000114 455232.2848000005, 133623.5133999996 455207.375, 133623.6035999991 455206.1616999991)"
kunstinweg_wegvak.580,Viaduct,0,VIAD.OVER VBW.q ='KP.OUDENRIJN',,266307030,2021-10-01T00:00:00,486,526,026630703020211001,LTK0000429060,R,I,,"LINESTRING (133255.8718000017 453528.49720000103, 133255.71220000088 453524.0212999992, 133255.7888999991 453509.02109999955, 133256.15689999983 453499.0249999985, 133256.63949999958 453489.0302999988, 133256.68329999968 453488.52050000057)"
kunstinweg_wegvak.581,Brug,0,BRUG O/D LEIDSCHE RIJN,,267310018,2021-10-01T00:00:00,67,93,026731001820211001,LTK0000429069,R,I,,"LINESTRING (133619.32519999892 454958.18129999936, 133619.04830000177 454954.52270000055, 133618.12779999897 454944.565200001, 133616.67669999972 454932.1777999997)"
kunstinweg_wegvak.582,Brug,0,BRUG O/D LEIDSE RIJN,,600127274,2021-10-01T00:00:00,131,147,060012727420211001,LTK0000429071,L,I,,"LINESTRING (133692.6532999985 454931.66530000046, 133688.0773999989 454947.01850000024)"
kunstinweg_wegvak.583,Viaduct,0,VIAD. O/D RW. 2,,600127310,2021-10-01T00:00:00,984,1096,060012731020211001,LTK0000429074,L,I,,"LINESTRING (133360.8740000017 453287.8531000018, 133350.379900001 453293.71719999984, 133342.34699999914 453297.76689999923, 133334.8674999997 453301.2201000005, 133323.64600000158 453305.9587999992, 133312.10280000046 453310.1196999997, 133299.71429999918 453313.86300000176, 133290.6886 453316.2135999985, 133285.80889999866 453317.304299999, 133271.3676000014 453319.9252999984, 133261.45949999988 453321.2701999992, 133255.13960000128 453321.8724000007)"
kunstinweg_wegvak.584,Viaduct,0,VIAD.O/D RW. 12,,600127310,2021-10-01T00:00:00,591,690,060012731020211001,LTK0000429075,L,I,,"LINESTRING (133455.30260000005 452945.3834999986, 133458.2109999992 452950.6842, 133464.33839999884 452963.4593999982, 133469.99549999833 452976.98699999973, 133472.04019999877 452982.3414000012, 133475.1988000013 452991.78979999945, 133479.16939999908 453006.1114999987, 133480.81500000134 453013.25890000165, 133482.7217000015 453023.0388999991, 133483.73160000145 453029.2190000005, 133485.08060000092 453039.1112000011, 133485.08300000057 453039.133200001)"
kunstinweg_wegvak.619,Viaduct,0,VIAD.O/D,,312176026,2021-10-01T00:00:00,1136,1199,031217602620211001,LTK0000429208,R,I,,"LINESTRING (156103.50620000064 387430.3077000007, 156103.59939999878 387425.76570000127, 156103.6662000008 387415.76509999856, 156103.1677000001 387386.1831, 156103.37319999933 387381.1788999997, 156103.1138000004 387367.31980000064)"
kunstinweg_wegvak.585,Viaduct,0,VIAD.OVER RW. 12,,266306029,2021-10-01T00:00:00,130,291,026630602920211001,LTK0000429081,R,I,,"LINESTRING (132971.7360999994 453302.63899999857, 132966.92990000173 453297.45340000093, 132958.0623999983 453287.1928000003, 132951.79619999975 453279.3812999986, 132945.75950000063 453271.4065999985, 132936.91950000077 453258.59380000085, 132928.98330000043 453245.8478000015, 132920.44849999994 453230.3227000013, 132916.03350000083 453221.3493999988, 132912.9598999992 453214.6666000001, 132907.1163999997 453200.8383000009, 132903.6849000007 453191.4433000013, 132900.57079999894 453182.1759000011, 132897.68890000135 453172.5976999998, 132893.91600000113 453163.4395999983)"
kunstinweg_wegvak.586,Viaduct,0,VIAD.OVER RW.  2,,266306029,2021-10-01T00:00:00,740,982,026630602920211001,LTK0000429082,R,I,,"LINESTRING (133082.94319999963 452798.64020000026, 133084.80999999866 452797.87099999934, 133098.87249999866 452792.71269999817, 133115.45279999822 452787.3088000007, 133135.41039999947 452781.7820999995, 133155.85940000042 452776.6237999983, 133170.41310000047 452773.4919000007, 133184.65989999846 452770.7899999991, 133220.33810000122 452765.75450000167, 133245.63830000162 452763.3596000001, 133275.48270000145 452761.70160000026, 133290.5276999995 452761.39449999854, 133320.51949999854 452761.7558999993)"
kunstinweg_wegvak.587,Viaduct,0,VIAD. O/D MIDDELWAARD,,267289015,2021-10-01T00:00:00,32,58,026728901520211001,LTK0000429098,R,I,,"LINESTRING (133944.6561000012 444894.61930000037, 133952.2344999984 444869.74819999933)"
kunstinweg_wegvak.588,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL,,600126456,2022-05-01T00:00:00,11,30,060012645620220501,LTK0000430019,L,I,,"LINESTRING (131526.12840000167 549554.0738999993, 131514.04470000044 549539.4116000012)"
kunstinweg_wegvak.589,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL,,262497011,2022-05-01T00:00:00,938,957,026249701120220501,LTK0000430019,R,I,,"LINESTRING (131555.11129999906 549520.9708000012, 131567.6675999984 549535.2305000015)"
kunstinweg_wegvak.590,Brug,0,DEN OEVER BRUG O/D STEVINSLUIZEN (BEW.),,263499013,2021-10-01T00:00:00,76,121,026349901320211001,LTK0000430020,R,I,,"LINESTRING (131777.2611999996 549718.678199999, 131813.00429999828 549746.0174000002)"
kunstinweg_wegvak.591,Brug,0,DEN OEVER BRUG O/D STEVINSLUIZEN (BEW.),,600127337,2021-10-01T00:00:00,5527,5577,060012733720211001,LTK0000430020,L,I,,"LINESTRING (131782.8658999987 549780.2437000014, 131743.2089000009 549749.7919000015)"
kunstinweg_wegvak.592,Brug,0,DEN OEVER BRUG O/D UITWATERINGSSLUIZEN (VAST),,263499013,2021-10-01T00:00:00,300,381,026349901320211001,LTK0000430021,R,I,,"LINESTRING (131934.70569999889 549875.8370000012, 131999.02519999817 549925.0711000003)"
kunstinweg_wegvak.593,Brug,0,DEN OEVER BRUG O/D UITWATERINGSSLUIZEN (VAST),,600127337,2021-10-01T00:00:00,5266,5346,060012733720211001,LTK0000430021,L,I,,"LINESTRING (131989.5293999985 549939.6497999988, 131925.99399999902 549891.0364000015)"
kunstinweg_wegvak.594,Brug,0,DEN OEVER BRUG O/D UITWATERINGSSLUIZEN (VAST),,263499013,2021-10-01T00:00:00,469,559,026349901320211001,LTK0000430022,R,I,,"LINESTRING (132068.90320000052 549978.5599999987, 132126.8387000002 550022.9074000008, 132140.38980000094 550033.2377999984)"
kunstinweg_wegvak.595,Brug,0,DEN OEVER BRUG O/D UITWATERINGSSLUIZEN (VAST),,263499013,2021-10-01T00:00:00,647,736,026349901320211001,LTK0000430023,R,I,,"LINESTRING (132210.33210000023 550086.6425999999, 132280.96379999816 550140.7919999994)"
kunstinweg_wegvak.596,Brug,0,DEN OEVER BRUG O/D UITWATERINGSSLUIZEN (VAST),,600127337,2021-10-01T00:00:00,4914,5003,060012733720211001,LTK0000430023,L,I,,"LINESTRING (132269.08480000123 550153.5487000011, 132198.4017000012 550099.4662999995)"
kunstinweg_wegvak.597,Brug,0,BAARN BRUG O/D EEM (VAST),,600163207,2021-10-01T00:00:00,803,872,060016320720211001,LTK0000428787,R,I,,"LINESTRING (149463.4043999985 470092.32820000127, 149528.59470000118 470069.71770000085)"
kunstinweg_wegvak.598,Brug,0,BAARN BRUG O/D EEM (VAST),,600134786,2021-10-01T00:00:00,597,667,060013478620211001,LTK0000428787,L,I,,"LINESTRING (149539.1843000017 470093.9717000015, 149473.05260000005 470116.9195000008)"
kunstinweg_wegvak.599,Viaduct,0,VIAD.O/H ZUIDEREIND,,600163208,2021-10-01T00:00:00,13,22,060016320820211001,LTK0000428788,R,I,,"LINESTRING (149685.40560000017 470015.32759999856, 149693.90819999948 470012.3770999983)"
kunstinweg_wegvak.600,Viaduct,0,VIAD.O/H ZUIDEREIND,,600134786,2021-10-01T00:00:00,422,431,060013478620211001,LTK0000428788,L,I,,"LINESTRING (149704.51350000128 470036.6020999998, 149696.01080000028 470039.55249999836)"
kunstinweg_wegvak.601,Brug,0,BRUG O/D ACHTEREEMLANDSCHE WETERING,,600163208,2021-10-01T00:00:00,1481,1490,060016320820211001,LTK0000428789,R,I,,"LINESTRING (151088.7382999994 469585.560800001, 151097.40469999984 469583.133200001)"
kunstinweg_wegvak.602,Viaduct,0,VIAD.O/D AMERFOORTSESTRAAT,,600137062,2021-10-01T00:00:00,645,682,060013706220211001,LTK0000428793,L,I,,"LINESTRING (158356.80310000107 464837.7536999993, 158327.3333999999 464860.1264999993)"
kunstinweg_wegvak.603,Viaduct,0,VIAD.O/D AMERFOORTSESTRAAT,,316330013,2021-10-01T00:00:00,338,375,031633001320211001,LTK0000428793,R,I,,"LINESTRING (158319.7151999995 464850.97520000115, 158349.1961000003 464828.61740000173)"
kunstinweg_wegvak.604,Tunnel,0,TUNNEL I/D RW.15 (GESL.GED.),,287260010,2021-10-01T00:00:00,554,617,028726001020211001,LTK0000429126,R,I,,"LINESTRING (143821.6772999987 429798.28020000085, 143821.7287000008 429798.14499999955, 143823.70320000127 429793.55860000104, 143830.0164999999 429779.94900000095, 143836.87860000134 429766.60660000145, 143840.5064000003 429760.0505999997, 143845.5463999994 429751.4290000014, 143851.08399999887 429742.6539000012)"
kunstinweg_wegvak.605,Viaduct,0,VIAD I/D WEG RW. 2,,287259027,2021-10-01T00:00:00,183,266,028725902720211001,LTK0000429127,R,I,,"LINESTRING (144121.29410000145 429618.79030000046, 144124.15399999917 429619.09270000085, 144134.01429999992 429620.63529999927, 144143.8546999991 429622.4332000017, 144153.62060000002 429624.58669999987, 144170.32119999826 429629.1468000002, 144179.7917000018 429632.2019000016, 144189.19849999994 429635.6248999983, 144201.08430000022 429640.55260000005)"
kunstinweg_wegvak.606,Tunnel,0,VIAD.'SPOORTUNNEL ROSMALEN' (OPEN GED.),,600135895,2021-10-01T00:00:00,839,949,060013589520211001,LTK0000429146,L,I,,"LINESTRING (152194.76000000164 413301.59050000086, 152176.02849999815 413330.5912999995, 152134.9208999984 413393.8903999999)"
kunstinweg_wegvak.607,Tunnel,0,VIAD.'SPOORTUNNEL ROSMALEN' (GESL.GED.),,600135895,2021-10-01T00:00:00,786,839,060013589520211001,LTK0000429147,L,I,,"LINESTRING (152223.51590000093 413257.06980000064, 152194.76000000164 413301.59050000086)"
kunstinweg_wegvak.608,Tunnel,0,VIAD.'SPOORTUNNEL ROSMALEN' (OPEN GED.),,600135895,2021-10-01T00:00:00,677,786,060013589520211001,LTK0000429148,L,I,,"LINESTRING (152281.1548999995 413164.56230000034, 152271.9299999997 413179.93079999834, 152258.84760000184 413201.2346000001, 152228.58700000122 413249.2184999995, 152223.51590000093 413257.06980000064)"
kunstinweg_wegvak.609,Viaduct,0,VIAD. O/D RW59 HFD.L,,600135862,2021-10-01T00:00:00,314,328,060013586220211001,LTK0000429150,L,I,,"LINESTRING (152587.63830000162 412161.10909999907, 152586.97709999979 412175.0934999995)"
kunstinweg_wegvak.610,Brug,0,VIAD. O/D BERLICUMSE PLAS,,600135855,2021-10-01T00:00:00,563,602,060013585520211001,LTK0000429151,L,I,,"LINESTRING (152522.07129999995 411620.632100001, 152531.88080000132 411658.3781999983)"
kunstinweg_wegvak.611,Brug,0,VIAD. O/D BURG. GODSCHALXSTRAAT,,300231037,2021-10-01T00:00:00,412,433,030023103720211001,LTK0000429154,R,I,,"LINESTRING (150339.82339999825 415302.4378999993, 150354.6561000012 415287.5720000006)"
kunstinweg_wegvak.612,Brug,0,VIAD. O/D ZUID WILLEMSVAART,,304221059,2021-10-01T00:00:00,57,170,030422105920211001,LTK0000429158,R,I,,"LINESTRING (152254.21990000084 410623.03379999846, 152232.35110000148 410512.17009999976)"
kunstinweg_wegvak.613,Brug,0,VIAD. O/D GRAAFSEBAAN,,304225055,2021-10-01T00:00:00,222,279,030422505520211001,LTK0000429166,R,I,,"LINESTRING (152431.7164000012 412580.4202999994, 152431.80959999934 412577.8568999991, 152431.82809999958 412567.8304999992, 152431.6473999992 412557.81819999963, 152431.01150000095 412542.82559999824, 152429.61620000005 412523.48739999905)"
kunstinweg_wegvak.614,Brug,0,VIAD. O/D RW.2,,304225055,2021-10-01T00:00:00,508,731,030422505520211001,LTK0000429167,R,I,,"LINESTRING (152475.807599999 412304.5661999993, 152481.98279999942 412295.71339999884, 152488.07809999958 412287.78539999947, 152495.59659999982 412278.7591000013, 152502.27540000156 412271.31489999965, 152512.76830000058 412260.58740000054, 152520.08350000158 412253.7314000018, 152529.07070000097 412245.97089999914, 152536.73580000177 412239.8561999984, 152548.8803000003 412230.99909999967, 152557.21350000054 412225.46759999916, 152570.07869999856 412217.7456, 152581.31430000067 412211.6860000007, 152590.31760000065 412207.28990000114, 152604.09750000015 412201.3605000004, 152614.2884999998 412197.4979000017, 152623.80420000106 412194.26850000024, 152633.3936999999 412191.4162000008, 152643.07559999824 412188.9134999998, 152657.70919999853 412185.7578999996)"
kunstinweg_wegvak.615,Brug,0,VIAD.,,304221046,2021-10-01T00:00:00,0,4,030422104620211001,LTK0000429172,R,I,,"LINESTRING (152120.40799999982 410678.7120000012, 152119.14820000157 410682.50840000063)"
kunstinweg_wegvak.616,Viaduct,0,VIAD.O/H FIETSPAD,,304221057,2021-10-01T00:00:00,327,335,030422105720211001,LTK0000429175,R,I,,"LINESTRING (152094.49130000174 410717.17760000005, 152094.16550000012 410714.32239999995, 152093.8590000011 410709.20529999956)"
kunstinweg_wegvak.617,Viaduct,0,VIAD.O/D BOSCHDIJK,,315178015,2021-10-01T00:00:00,580,612,031517801520211001,LTK0000429204,R,I,,"LINESTRING (157788.4061000012 388982.3957000002, 157782.4279000014 388977.35020000115, 157763.42320000008 388961.8403999992)"
kunstinweg_wegvak.618,Viaduct,0,VIAD.O/D SPOORLIJN DEN BOSCH EINDHOVEN,,313176021,2021-10-01T00:00:00,141,208,031317602120211001,LTK0000429207,R,I,,"LINESTRING (156775.85029999912 388382.2991000004, 156755.41930000111 388375.69319999963, 156731.4807999991 388368.4310000017, 156711.7388000004 388362.86459999904)"
kunstinweg_wegvak.620,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (GESL.GED.)                %4.00,,600114822,2021-10-01T00:00:00,0,13,060011482220211001,LTK0000429688,R,I,,"LINESTRING (103034.08460000157 469976.8033000007, 103029.50589999929 469964.6363000013)"
kunstinweg_wegvak.621,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (GESL.GED.)                %4.00,,206339006,2022-02-01T00:00:00,0,45,020633900620220201,LTK0000429688,L,I,,"LINESTRING (103076.54870000109 469983.8081, 103091.62860000134 470026.2061999999)"
kunstinweg_wegvak.622,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (GESL.GED.)                %4.00,,205339024,2021-10-01T00:00:00,190,225,020533902420211001,LTK0000429688,L,I,,"LINESTRING (103064.73649999872 469950.5777999982, 103076.54870000109 469983.8081)"
kunstinweg_wegvak.623,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (OPEN GED.)                %4.00,,600114822,2021-10-01T00:00:00,13,206,060011482220211001,LTK0000429689,R,I,,"LINESTRING (103029.50589999929 469964.6363000013, 103027.27100000158 469958.6977000013, 102965.0373999998 469783.03929999843)"
kunstinweg_wegvak.624,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (OPEN GED.)                %4.00,,205339024,2021-10-01T00:00:00,0,190,020533902420211001,LTK0000429689,L,I,,"LINESTRING (102999.35110000148 469772.189100001, 103013.53909999877 469809.5287999995, 103034.37269999832 469865.7982000001, 103047.97190000117 469903.4155000001, 103064.73649999872 469950.5777999982)"
kunstinweg_wegvak.625,Tunnel,4,AQUADUCT I/H HAARLEMMERMEER (OPEN GED.)                %4.00,,205339030,2021-10-01T00:00:00,138,181,020533903020211001,LTK0000429689,L,I,,"LINESTRING (102983.62070000172 469731.7395000011, 102984.36450000107 469733.6061999984, 102999.35110000148 469772.189100001)"
kunstinweg_wegvak.626,Viaduct,0,VIAD. O/E FIETSPAD,,600112983,2021-10-01T00:00:00,259,265,060011298320211001,LTK0000429690,R,I,,"LINESTRING (102287.48360000178 468478.4587999992, 102284.44900000095 468473.28280000016)"
kunstinweg_wegvak.627,Viaduct,0,VIAD. O/E FIETSPAD,,204336021,2021-10-01T00:00:00,804,820,020433602120211001,LTK0000429690,L,I,,"LINESTRING (102313.98369999975 468455.3685999997, 102322.0764000006 468469.1710000001)"
kunstinweg_wegvak.628,Viaduct,0,VIAD. O/D RIPSLAAN,,204336021,2021-10-01T00:00:00,490,509,020433602120211001,LTK0000429691,L,I,,"LINESTRING (102155.16490000114 468184.4948000014, 102164.77499999851 468200.8852000013)"
kunstinweg_wegvak.629,Viaduct,0,VIAD. O/D ZUIDWEG,,600114487,2021-10-01T00:00:00,205,256,060011448720211001,LTK0000429693,R,I,,"LINESTRING (98602.52789999917 464731.97989999875, 98580.13379999995 464700.2375999987, 98573.26639999822 464690.2105999999)"
kunstinweg_wegvak.630,Viaduct,0,VIAD. O/D ZUIDWEG,,197329007,2021-10-01T00:00:00,135,179,019732900720211001,LTK0000429693,L,I,,"LINESTRING (98605.25389999896 464675.4631000012, 98614.19339999929 464688.3680999987, 98625.7248999998 464704.7089000009, 98630.57400000095 464711.4466000013)"
kunstinweg_wegvak.631,Brug,0,BRUG O/D DWARSWATERING (VAST),,195327039,2021-10-01T00:00:00,362,402,019532703920211001,LTK0000429696,L,I,,"LINESTRING (97699.22569999844 463680.06540000066, 97730.24460000172 463705.32079999894)"
kunstinweg_wegvak.632,Tunnel,0,LIMESAQUADUCT 2014 I/D OUDE RIJN (OPEN GED.),,191324077,2021-10-01T00:00:00,14,611,019132407720211001,LTK0000429697,L,I,,"LINESTRING (95928.77279999852 462505.49540000036, 96001.48350000009 462537.87889999896, 96019.70320000127 462546.128800001, 96048.50609999895 462559.3685999997, 96084.69810000062 462576.4004999995, 96130.52479999885 462598.57820000127, 96166.32279999927 462616.42500000075, 96201.93290000036 462634.62420000136, 96237.36719999835 462653.18879999965, 96272.62970000133 462672.0716000013, 96301.00589999929 462687.61719999835, 96333.46429999918 462705.78390000015, 96377.46159999818 462730.9620000012, 96411.92430000007 462751.2707000002, 96446.19860000163 462771.90520000085, 96458.58839999884 462779.5276999995)"
kunstinweg_wegvak.633,Tunnel,0,LIMESAQUADUCT 2014 I/D OUDE RIJN (OPEN GED.),,600114459,2021-10-01T00:00:00,986,1577,060011445920211001,LTK0000429697,R,I,,"LINESTRING (96442.933699999 462804.6904999986, 96428.70309999958 462795.9411999993, 96396.85860000178 462776.7932999991, 96362.38289999962 462756.49130000174, 96327.71279999986 462736.5416000001, 96289.5848999992 462715.15509999916, 96254.49419999868 462695.9353, 96209.51909999922 462671.98959999904, 96174.01440000162 462653.55409999937, 96123.91580000147 462628.37319999933, 96087.9776000008 462610.8092, 96055.59829999879 462595.3924999982, 96019.32539999858 462578.52980000153, 95991.34569999948 462565.85229999945, 95918.29329999909 462533.7589999996)"
kunstinweg_wegvak.634,Tunnel,0,'KONING WILLEM-ALEXANDERTUNNEL' (OPEN GED.),,356037048,2021-10-01T00:00:00,62,199,035603704820211001,LTK0000429005,R,I,,"LINESTRING (178050.47210000083 318930.4116999991, 177973.03440000117 318817.3966999985)"
