FID,omschr,doorrijhgt,invent_oms,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_wegvak.635,Tunnel,0,'KONING WILLEM-ALEXANDERTUNNEL' (GESL.GED.),,355037136,2021-10-01T00:00:00,0,170,035503713620211001,LTK0000429006,L,I,,"LINESTRING (177914.33799999952 318656.0170000009, 177919.75600000098 318661.48220000044, 177927.4125000015 318667.933699999, 177964.90819999948 318697.6682000011, 177972.58159999922 318704.0733000003, 177985.2591000013 318715.48750000075, 177994.77789999917 318724.97940000147, 177998.1889999993 318728.6000000015, 178008.1064000018 318739.85830000043, 178016.26480000094 318750.2868999988, 178022.0749000013 318758.4259000011, 178028.61510000005 318768.3542999998, 178033.12900000066 318775.9472000003)"
kunstinweg_wegvak.636,Tunnel,0,'KONING WILLEM-ALEXANDERTUNNEL' (GESL.GED.),,355036126,2021-10-01T00:00:00,0,344,035503612620211001,LTK0000429006,L,I,,"LINESTRING (177787.61899999902 318346.9290000014, 177785.92399999872 318353.0159999989, 177787.74700000137 318376.65900000185, 177790.35399999842 318398.2749999985, 177794.45699999854 318421.1649999991, 177799.36499999836 318444.5769999996, 177803.40300000086 318461.9070000015, 177810.57699999958 318486.0920000002, 177816.25200000033 318504.2960000001, 177820.3299999982 318515.6240000017, 177825.86800000072 318529.61100000143, 177832.86100000143 318545.9070000015, 177842.5 318564.6220000014, 177855.96400000155 318588.186999999, 177870.59899999946 318609.2950000018, 177881.30700000003 318622.3830000013, 177894.41330000013 318637.4996000007, 177900.7536999993 318643.9897999987, 177907.98589999974 318650.9167999998, 177914.33799999952 318656.0170000009)"
kunstinweg_wegvak.637,Viaduct,0,VAID.OVER RW.044 (R.RIJB.),,600114282,2022-02-01T00:00:00,250,335,060011428220220201,LTK0000429476,R,I,,"LINESTRING (104645.45019999892 472212.42990000173, 104644.82200000063 472210.8211000003, 104635.61190000176 472188.7859000005, 104625.46299999952 472165.91899999976, 104616.69909999892 472147.27859999985, 104610.56289999932 472134.94619999826)"
kunstinweg_wegvak.638,Tunnel,0,BENELUXTUNNEL (OPEN.GED.),,600278964,2021-10-01T00:00:00,516,731,060027896420211001,LTK0000429607,R,I,,"LINESTRING (84992.60080000013 435627.4068999998, 84988.70219999924 435599.40740000084, 84985.63470000029 435574.59629999846, 84982.79259999841 435546.9202999994, 84980.7221999988 435522.0012000017, 84979.45069999993 435502.0416000001, 84978.29190000147 435477.06500000134, 84977.55070000142 435451.9888000004, 84977.38439999893 435416.98270000145, 84977.46550000086 435413.1768000014)"
kunstinweg_wegvak.639,Tunnel,4,BENELUXTUNNEL (GESL.GED.)                              %4.00,,600278964,2021-10-01T00:00:00,731,764,060027896420211001,LTK0000429608,R,I,,"LINESTRING (84977.46550000086 435413.1768000014, 84977.91699999943 435391.9877999984, 84978.30849999934 435380.6228)"
kunstinweg_wegvak.640,Tunnel,4,BENELUXTUNNEL (GESL.GED.)                              %4.00,,600278965,2021-10-01T00:00:00,0,362,060027896520211001,LTK0000429608,R,I,,"LINESTRING (84978.30849999934 435380.6228, 84979.2611999996 435356.9199000001, 84983.77959999815 435299.5854000002, 84989.3654000014 435250.0425999984, 84996.62339999899 435205.5340999998, 85002.38709999993 435172.87310000136, 85008.68450000137 435142.77380000055, 85026.08229999989 435074.3566999994, 85041.27820000052 435025.3977999985)"
kunstinweg_wegvak.641,Tunnel,4,BENELUXTUNNEL (GESL.GED.)                              %4.00,,600278962,2021-10-01T00:00:00,0,447,060027896220211001,LTK0000429608,R,I,,"LINESTRING (85041.27820000052 435025.3977999985, 85049.28339999914 435001.71400000155, 85057.76509999856 434978.18939999864, 85066.46079999954 434955.1543000005, 85076.3145999983 434930.8790999986, 85084.627700001 434911.15260000154, 85094.79960000142 434888.48050000146, 85105.40790000185 434865.8167999983, 85117.48539999872 434841.3944000006, 85129.02459999919 434819.2140999995, 85138.52490000054 434801.6052000001, 85153.36969999969 434775.49069999903, 85165.98220000044 434754.41259999946, 85176.53060000017 434737.368999999, 85189.97690000013 434716.25090000033, 85203.86659999937 434695.44949999824, 85218.15879999846 434674.93569999933, 85229.871199999 434658.72360000014, 85241.77679999918 434642.6495999992, 85249.67489999905 434632.40249999985)"
kunstinweg_wegvak.642,Tunnel,0,BENELUXTUNNEL (OPEN.GED.),,600278963,2022-02-01T00:00:00,0,217,060027896320220201,LTK0000429609,R,I,,"LINESTRING (85258.91120000184 434620.41910000145, 85280.40940000117 434592.7837000005, 85331.20769999921 434528.39649999887, 85352.59209999815 434500.683699999, 85367.59430000186 434480.6851999983, 85379.34340000153 434464.4976999983, 85382.26700000092 434460.4406999983, 85389.96310000122 434449.061900001, 85390.45320000127 434447.93360000104)"
kunstinweg_wegvak.643,Tunnel,0,BENELUXTUNNEL  (OPEN GED.),,170271027,2021-10-01T00:00:00,283,296,017027102720211001,LTK0000429616,R,I,,"LINESTRING (85045.04659999907 435624.7734000012, 85044.74199999869 435616.1259999983, 85047.62209999934 435612.6484000012)"
kunstinweg_wegvak.644,Tunnel,0,BENELUXTUNNEL  (OPEN GED.),,600106715,2021-10-01T00:00:00,0,13,060010671520211001,LTK0000429619,L,I,,"LINESTRING (85047.62209999934 435612.6484000012, 85048.9525000006 435625.5800999999)"
kunstinweg_wegvak.645,Tunnel,0,BENELUXTUNNEL  (OPEN GED.),,600278982,2022-02-01T00:00:00,0,162,060027898220220201,LTK0000429621,L,I,,"LINESTRING (85047.62209999934 435612.6484000012, 85044.52650000155 435582.78819999844, 85042.83159999922 435564.8071999997, 85041.24139999971 435544.87049999833, 85040.06269999966 435527.2382000014, 85038.67110000178 435502.2782999985, 85037.72960000113 435477.6279999986, 85037.25560000166 435459.26139999926, 85037.62530000135 435451.06819999963)"
kunstinweg_wegvak.646,Tunnel,0,BENELUXTUNNEL  (GESL. GED.),,600278983,2022-02-01T00:00:00,42,453,060027898320220201,LTK0000429622,L,I,,"LINESTRING (85037.17990000173 435409.0705999993, 85037.14799999818 435406.0661999993, 85037.23530000076 435401.8957000002, 85037.86349999905 435381.8997000009, 85038.52479999885 435366.90940000117, 85040.71719999984 435333.1475000009, 85043.40410000086 435303.2626999989, 85046.20580000058 435278.4200000018, 85048.96649999917 435257.1251000017, 85053.50290000066 435227.4695999995, 85058.73220000044 435197.9241999984, 85062.13399999961 435180.70219999924, 85068.51429999992 435151.38489999995, 85075.55180000141 435122.22199999914, 85079.36030000076 435107.7104999982, 85084.75719999894 435088.15740000084, 85091.89449999854 435064.1977000013, 85097.74139999971 435045.6882000007, 85102.45279999822 435031.4351999983, 85111.14420000091 435006.55150000006)"
kunstinweg_wegvak.647,Tunnel,0,BENELUXTUNNEL  (GESL. GED.),,600278972,2022-02-01T00:00:00,0,280,060027897220220201,LTK0000429622,L,I,,"LINESTRING (85111.14420000091 435006.55150000006, 85120.56340000033 434981.3231999986, 85126.06199999899 434967.36560000107, 85131.76249999925 434953.48409999907, 85143.66730000079 434925.84629999846, 85149.85410000011 434912.1812000014, 85158.33449999988 434894.0678000003, 85168.96319999918 434872.32090000063, 85178.08320000023 434854.51689999923, 85185.09369999915 434841.25560000166, 85194.62810000032 434823.80790000036, 85209.56370000169 434797.7820000015, 85226.0091000013 434770.693500001, 85235.19920000061 434756.1779999994)"
kunstinweg_wegvak.648,Tunnel,0,BENELUXTUNNEL  (OPEN GED.),,600278972,2022-02-01T00:00:00,280,499,060027897220220201,LTK0000429623,L,I,,"LINESTRING (85235.19920000061 434756.1779999994, 85236.71130000055 434753.78979999945, 85253.32220000029 434728.80799999833, 85266.1966000013 434710.1898000017, 85283.62060000002 434685.7679999992, 85295.40450000018 434669.60819999874, 85343.22659999877 434605.28510000184, 85360.96700000018 434581.0914000012, 85362.93549999967 434578.33949999884)"
kunstinweg_wegvak.649,Viaduct,0,VIAD. O/D SPOORLIJN ROTTERDAM-EUROPOORT,,600106690,2021-10-01T00:00:00,151,202,060010669020211001,LTK0000429627,R,I,,"LINESTRING (85938.80680000037 432657.8145999983, 85940.16250000149 432648.51619999856, 85941.66220000014 432635.00400000066, 85942.43679999933 432625.0340999998, 85943.02470000088 432611.65129999816, 85943.10390000045 432607.0395999998)"
kunstinweg_wegvak.650,Brug,0,VIAD. O/D ROOSTENLAAN,,600138437,2021-10-01T00:00:00,763,821,060013843720211001,LTK0000428940,L,I,,"LINESTRING (161531.03400000185 379588.1372999996, 161473.10300000012 379590.96559999883)"
kunstinweg_wegvak.651,Viaduct,0,VIAD.O/D KERKSTRAAT,,600140030,2021-10-01T00:00:00,1673,1687,060014003020211001,LTK0000428948,L,I,,"LINESTRING (170473.15430000052 368945.49340000004, 170465.72839999944 368957.3616999984)"
kunstinweg_wegvak.652,Viaduct,0,VIAD.'ROSVELD'O/D MOLENWEG,,600142454,2021-10-01T00:00:00,788,797,060014245420211001,LTK0000428951,L,I,,"LINESTRING (179093.5214000009 365628.48409999907, 179087.1031000018 365634.7932000011)"
kunstinweg_wegvak.653,Tunnel,0,SCHIPHOLTUNNEL (OPEN GED.),,223362006,2021-10-01T00:00:00,720,794,022336200620211001,LTK0000429442,R,I,,"LINESTRING (111597.11950000003 480849.88809999824, 111569.72080000117 480781.14719999954)"
kunstinweg_wegvak.654,Tunnel,0,LIMESAQUADUCT 2014 I/D OUDE RIJN (OPEN GED.),,600115199,2021-10-01T00:00:00,556,560,060011519920211001,LTK0000429496,L,I,,"LINESTRING (95261.58830000088 462111.11470000073, 95264.48180000111 462113.9726999998)"
kunstinweg_wegvak.655,Viaduct,0,VIAD.O/D INDUSTRIEWEG,,600115198,2021-10-01T00:00:00,99,148,060011519820211001,LTK0000429505,L,I,,"LINESTRING (94895.3123999983 461632.77439999953, 94895.88910000026 461633.6970999986, 94901.32510000095 461642.09099999815, 94918.09499999881 461667.0566000007, 94918.80160000175 461674.65740000084)"
kunstinweg_wegvak.656,Brug,0,BRUG.O/H WATER,,189322009,2021-10-01T00:00:00,22,30,018932200920211001,LTK0000429507,L,I,,"LINESTRING (94797.98079999909 461462.6748000011, 94799.71460000053 461463.3924999982, 94804.41649999842 461465.09329999983, 94805.49159999937 461465.4193000011)"
kunstinweg_wegvak.657,Brug,0,BRUG.O/D ZUIDERBUURTSEVAART,,187321086,2021-10-01T00:00:00,0,23,018732108620211001,LTK0000429513,L,I,,"LINESTRING (93738.91340000182 460505.8154999986, 93736.40720000118 460514.0267999992, 93735.3909999989 460518.85709999874, 93734.1453000009 460528.25360000134)"
kunstinweg_wegvak.658,Brug,0,BRUG.O/D ZUIDERBUURTSEVAART,,600113433,2021-10-01T00:00:00,196,213,060011343320211001,LTK0000429513,L,I,,"LINESTRING (93746.41420000046 460491.0918999985, 93745.28979999945 460492.77529999986, 93742.79340000078 460497.11989999935, 93740.61980000138 460501.6229000017, 93738.91340000182 460505.8154999986)"
kunstinweg_wegvak.659,Brug,0,BRUG O/H WATER,,172307022,2021-10-01T00:00:00,738,743,017230702220211001,LTK0000429519,L,I,,"LINESTRING (86882.66189999878 454284.2201000005, 86883.58229999989 454284.7840999998, 86887.15170000121 454286.4059999995)"
kunstinweg_wegvak.660,Viaduct,0,VIAD. O/D RW12 VBW. a,,171305003,2021-10-01T00:00:00,75,256,017130500320211001,LTK0000429528,R,I,,"LINESTRING (85951.3060999997 452872.750500001, 86089.41270000115 452790.3178000003, 86103.28249999881 452784.2729999982, 86107.60489999875 452781.6944999993)"
kunstinweg_wegvak.661,Viaduct,0,VIAD. O/D ROTTERDAMSEBAAN,,600105964,2021-10-01T00:00:00,530,563,060010596420211001,LTK0000429538,R,I,,"LINESTRING (84068.25200000033 451476.7184000015, 84035.67370000109 451471.4594999999)"
kunstinweg_wegvak.662,Viaduct,0,VIAD.OVER VBW. c & d,,165300043,2021-10-01T00:00:00,174,207,016530004320211001,LTK0000429551,L,I,,"LINESTRING (83010.37559999898 450378.5727000013, 83034.1565000005 450401.89350000024)"
kunstinweg_wegvak.663,Viaduct,0,'WATERWEG',,162293022,2021-10-01T00:00:00,220,228,016229302220211001,LTK0000429568,L,I,,"LINESTRING (81131.25620000064 446729.3209999986, 81129.77919999883 446737.32009999827)"
kunstinweg_wegvak.664,Viaduct,0,VIAD. O/D LAAN VAN BOL'ES,,169276042,2021-10-01T00:00:00,0,20,016927604220211001,LTK0000429582,R,I,,"LINESTRING (84675.1158999987 438198.95749999955, 84675.59149999917 438178.9631999992)"
kunstinweg_wegvak.665,Viaduct,0,VIAD.O/D HARGALAAN,,169275042,2021-10-01T00:00:00,43,111,016927504220211001,LTK0000429594,L,I,,"LINESTRING (84797.54140000045 437642.12040000036, 84815.78200000152 437679.8680000007, 84830.79529999942 437701.1887000017)"
kunstinweg_wegvak.666,Tunnel,0,BENELUXTUNNEL (GESL.GED),,600278987,2021-10-01T00:00:00,0,21,060027898720211001,LTK0000429600,L,I,,"LINESTRING (85058.08029999956 435408.8341999985, 85057.8841000013 435429.8332999982)"
kunstinweg_wegvak.667,Viaduct,0,VIAD.O/D  MR L.A. KESPERWEG,,600278964,2021-10-01T00:00:00,28,90,060027896420211001,LTK0000429606,R,I,,"LINESTRING (85005.40929999948 436112.4365000017, 85007.56019999832 436100.6352000013, 85011.92339999974 436072.6041000001, 85014.77230000123 436051.1568999998)"
kunstinweg_wegvak.668,Tunnel,0,BENELUXTUNNEL (OPEN.GED.),,600278962,2021-10-01T00:00:00,447,462,060027896220211001,LTK0000429609,R,I,,"LINESTRING (85249.67489999905 434632.40249999985, 85258.91120000184 434620.41910000145)"
kunstinweg_wegvak.669,Tunnel,0,BENELUXTUNNEL  (OPEN GED.),,600278983,2022-02-01T00:00:00,0,42,060027898320220201,LTK0000429621,L,I,,"LINESTRING (85037.62530000135 435451.06819999963, 85037.17990000173 435409.0705999993)"
kunstinweg_wegvak.670,Brug,0,BRUG,,600106771,2021-10-01T00:00:00,114,184,060010677120211001,LTK0000429630,R,I,,"LINESTRING (85392.11410000175 432385.6671000011, 85333.68059999868 432407.8847000003, 85327.04300000146 432411.2320000008)"
kunstinweg_wegvak.671,Viaduct,0,VIAD.O/D RW. 11,,190323030,2021-10-01T00:00:00,283,303,019032303020211001,LTK0000429502,R,I,,"LINESTRING (94861.85300000012 461699.2082999982, 94851.03550000116 461682.7195000015)"
kunstinweg_wegvak.672,Viaduct,0,VIAD.O/D RW. 11,,189323064,2022-07-01T00:00:00,0,29,018932306420220701,LTK0000429502,R,I,,"LINESTRING (94851.03550000116 461682.7195000015, 94835.15150000155 461658.45639999956)"
kunstinweg_wegvak.673,Viaduct,0,VIAD.O/D RW. 11,,600115162,2021-10-01T00:00:00,0,36,060011516220211001,LTK0000429509,R,I,,"LINESTRING (94851.03550000116 461682.7195000015, 94834.46070000157 461669.58300000057, 94825.63069999963 461657.6424999982)"
kunstinweg_wegvak.674,Viaduct,0,VIAD. O/D AUSTRALIEHAVENWEG,,228379041,2021-10-01T00:00:00,546,588,022837904120211001,LTK0000429799,R,I,,"LINESTRING (114629.07840000093 489666.4070999995, 114671.44409999996 489666.11840000004)"
kunstinweg_wegvak.675,Viaduct,0,VIAD. O/D AUSTRALIEHAVENWEG,,229379039,2021-10-01T00:00:00,0,22,022937903920211001,LTK0000429799,R,I,,"LINESTRING (114671.44409999996 489666.11840000004, 114693.44359999895 489665.96460000053)"
kunstinweg_wegvak.676,Viaduct,0,VIAD.,,230379021,2021-10-01T00:00:00,44,3411,023037902120211001,LTK0000429800,R,I,,"LINESTRING (115176.40269999951 489657.6898000017, 115190.6090000011 489656.79520000145, 115199.1864 489656.12739999965, 115219.11149999872 489654.3968999982, 115247.92399999872 489651.43019999936, 115267.78799999878 489649.1174999997, 115307.44179999828 489643.8509000018, 115346.97250000015 489637.72370000184, 115375.99419999868 489632.68879999965, 115415.26429999992 489625.07019999996, 115434.84420000017 489620.9598999992, 115459.07660000026 489615.58399999887, 115478.56379999965 489611.0826999992, 115498.00530000031 489606.37889999896, 115523.71180000156 489599.9382000007, 115562.43620000035 489589.91699999943, 115679.07629999891 489558.73889999837, 115729.03880000114 489545.804299999, 115767.90560000017 489536.24020000175, 115787.37990000099 489531.684799999, 115819.87860000134 489524.5031999983, 115839.45589999855 489520.41050000116, 115867.6435999982 489514.9582999982, 115907.08559999987 489508.0769999996, 115926.84050000086 489504.94900000095, 115957.3348999992 489500.6074000001, 115977.16739999875 489498.02430000156, 116014.96880000085 489493.7014000006, 116034.90199999884 489491.7335000001, 116058.14539999887 489489.7437000014, 116078.11620000005 489488.23589999974, 116119.95800000057 489485.8071000017, 116139.96649999917 489484.9428000003, 116189.0661999993 489483.52259999886, 116209.07600000128 489483.12779999897, 116249.07339999825 489482.6458999999, 117206.64039999992 489476.36499999836, 117260.65069999918 489475.6460000016, 117282.37189999968 489475.5954999998, 117302.39779999852 489476.07079999894, 117318.45499999821 489476.8757000007, 117338.45100000128 489478.47940000147, 117358.31830000132 489480.7800000012, 117378.12009999901 489483.7991000004, 117397.84070000052 489487.49020000175, 117417.35610000044 489491.86740000173, 117424.9822999984 489493.78599999845, 117444.32620000094 489499.0815999992, 117463.41250000149 489505.063000001, 117470.2498999983 489507.3825000003, 117489.1110999994 489514.2355000004, 117507.64570000023 489521.750599999, 117521.12719999999 489527.68299999833, 117539.25730000064 489536.3403999992, 117556.98690000176 489545.59699999914, 117574.42080000043 489555.40949999914, 117581.19530000165 489559.5150000006, 117598.1462999992 489570.2360999994, 117611.87990000099 489579.5104999989, 117628.14809999987 489591.2989999987, 117643.94649999961 489603.57009999827, 117659.29520000145 489616.39620000124, 117677.2511 489632.56269999966, 117691.61969999969 489646.5436999984, 117705.55739999935 489660.89550000057, 117747.39020000026 489705.50989999995, 117768.81280000135 489727.4732000008, 117783.18829999864 489741.40150000155, 117797.98840000108 489754.8553000018, 117809.62319999933 489764.84739999846, 117825.15419999883 489777.500500001, 117841.05380000174 489789.63379999995, 117857.24949999899 489801.35020000115, 117873.78280000016 489812.64400000125, 117924.08999999985 489845.70380000025, 117940.65709999949 489856.90790000185, 117957.00589999929 489868.43569999933, 117967.67960000038 489876.3990000002, 117983.2809999995 489888.7848000005, 118002.6873999983 489905.23330000043, 118017.3751000017 489918.7679999992, 118031.62950000167 489932.80209999904, 118045.43699999899 489947.27329999954, 118052.60330000147 489955.1420999989, 118065.6099999994 489970.3200000003, 118076.90529999882 489984.3269999996, 118088.93730000034 490000.27490000054, 118099.67480000108 490015.4199000001, 118113.1671999991 490035.9690999985, 118125.27470000088 490056.1004999988, 118135.17819999903 490073.4787000008, 118164.066300001 490126.06870000064, 118173.81819999963 490143.53009999916, 118189.24549999833 490170.4261999987, 118199.49269999936 490187.6057000011, 118210.05730000138 490204.58779999986, 118218.6548999995 490217.9090999998)"
kunstinweg_wegvak.677,Viaduct,0,VIAD.,,600219401,2021-10-01T00:00:00,372,3712,060021940120211001,LTK0000429800,L,I,,"LINESTRING (118193.86059999838 490237.59540000185, 118186.71939999983 490226.82229999825, 118175.9364 490209.9668000005, 118166.53379999846 490194.66330000013, 118156.35889999941 490177.4367999993, 118148.50019999966 490163.59530000016, 118135.49960000068 490139.9836000018, 118098.49940000102 490069.95219999924, 118088.9701000005 490052.36840000004, 118079.97540000081 490036.5777999982, 118069.52930000052 490019.53350000083, 118057.96719999984 490002.03400000185, 118046.41569999978 489985.6994000003, 118034.27360000089 489969.7943000011, 118023.83080000058 489956.8797999993, 118010.81179999933 489941.76839999855, 117999.03240000084 489928.9807999991, 117985.06120000035 489914.73160000145, 117974.61430000141 489904.65349999815, 117959.85920000076 489891.22030000016, 117944.62519999966 489878.2611999996, 117937.27340000123 489872.27589999884, 117921.47049999982 489860.0837999992, 117905.30820000172 489848.3007999994, 117863.8685999997 489819.19469999894, 117838.61569999903 489801.0982999988, 117819.66259999946 489786.7325000018, 117804.09769999981 489774.1085000001, 117792.73959999904 489764.41690000147, 117777.82820000127 489751.008200001, 117763.36129999906 489737.19849999994, 117751.85099999979 489725.64229999855, 117737.94409999996 489711.23900000006, 117701.25090000033 489671.95340000093, 117687.35159999877 489657.53830000013, 117673.10610000044 489643.4959000014, 117658.7511 489630.24269999936, 117641.08150000125 489615.09430000186, 117625.3414000012 489602.66699999943, 117609.2228000015 489590.82649999857, 117601.10289999843 489585.1689000018, 117584.36190000176 489574.13809999824, 117571.3489000015 489566.1350999996, 117553.94519999996 489556.1975999996, 117534.6735999994 489546.09629999846, 117516.56410000101 489537.4743000008, 117498.22410000116 489529.49650000036, 117491.39039999992 489526.7344999984, 117472.6345999986 489519.623399999, 117451.43519999832 489512.5053000003, 117432.19970000163 489506.83410000056, 117412.83080000058 489501.8343000002, 117404.32339999825 489499.873399999, 117384.65329999849 489495.8691000007, 117364.92029999942 489492.6121000014, 117355.57930000126 489491.28240000084, 117333.01089999825 489488.7263999991, 117313.0011 489487.30750000104, 117293.01469999924 489486.554299999, 117284.52749999985 489486.38980000094, 117244.48009999841 489486.3969999999, 116254.9560999982 489492.9006000012, 116194.96130000055 489493.7082000002, 116146.55920000002 489495.02910000086, 116126.5747999996 489495.82360000163, 116106.60040000081 489496.8438999988, 116087.10209999979 489497.9937000014, 116067.13639999926 489499.4129000008, 116047.19799999893 489501.0229999982, 116027.27309999987 489502.8484000005, 116002.51170000061 489505.4600000009, 115982.6350999996 489507.7591999993, 115955.44350000098 489511.30480000004, 115935.63949999958 489514.1068000011, 115915.23840000108 489517.24709999934, 115895.46119999886 489520.4946000017, 115875.76240000129 489523.95650000125, 115856.10590000078 489527.64770000055, 115834.59739999846 489531.9508000016, 115814.97830000147 489536.0777999982, 115795.45030000061 489540.3971000016, 115761.56340000033 489548.3310999982, 115742.1136999987 489553.1425999999, 115703.3583999984 489563.04410000145, 115568.4208999984 489599.0007000007, 115529.71409999952 489609.08999999985, 115480.33619999886 489621.22850000113, 115460.86059999838 489625.7895000018, 115435.04679999873 489631.5282999985, 115395.86870000139 489639.5912999995, 115376.20190000162 489643.2386999987, 115353.82059999928 489647.1506000012, 115314.33159999922 489653.4028999992, 115275.9712000005 489658.66220000014, 115250.02699999884 489661.73330000043, 115230.15230000019 489663.8306000009, 115192.05490000173 489667.2217000015)"
