OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
12,9a6c8922-9421-477e-8aa8-fb4a412be447,60,Bestaand,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,"127,781271",4.673891,"4,673891",ProRail,Noord-Oost,NO,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,196207.804,544343.14099999,2.45,Wolvega,WV,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,52.8846529,5.99939608,127.781271
13,b5c27456-8a5b-4197-a7a9-8fec1dc3743f,60,Bestaand,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,"127,721192",-4.173042,"-4,173042",ProRail,Noord-Oost,NO,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,196236.514,544289.557,2.722,Wolvega,WV,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,52.88416921,5.99981583,127.721192
14,a8284124-b4d5-44ae-91bc-af1e4982d4e9,60,Bestaand,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,"114,197672",3.985861,"3,985861",ProRail,Noord-Oost,NO,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,204584.473,533915.486,2.834,Steenwijk,SWK,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,52.79024714,6.12225598,114.197672
15,13805b92-e07b-4edc-80e5-3f835c655fed,60,Bestaand,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,"114,141018",4.761121,"4,761121",ProRail,Noord-Oost,NO,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,204639.733,533902.03399999,3.05299999,Steenwijk,SWK,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,52.7901212,6.12307306,114.141018
16,42cc3a9a-b75a-4c32-ad44-efd97f2edf66,60,Bestaand,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,"114,081586",-4.664247,"-4,664247",ProRail,Noord-Oost,NO,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,204695.08199999,533878.153,2.99,Steenwijk,SWK,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord,52.78990153,6.12388989,114.081586
17,d9a7764f-80e5-44b6-be19-edbd8c36cb29,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,301777",-4.815912,"-4,815912",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112999.52,551698.631,1.864,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95069008,4.76229442,1.301777
18,10318d48-8959-4c4c-8ca0-5c8c270bff87,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,363978",4.725931,"4,725931",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112998.94899999,551635.76599999,1.80099999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95012513,4.76229402,1.363978
19,8bee76fd-0dc1-4345-8335-ce95da6b3b02,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"12,950306",-1.025317,"-1,025317",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,116081.394,541609.19799999,0.682,Anna Paulowna,ANA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.86025666,4.80934745,12.950306
20,e77f5d22-67ed-40fd-a5c7-21ad2b8103a8,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"20,891121",-2.362743,"-2,362743",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115718.03999999,533699.96699999,1.27299999,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78915608,4.80489923,20.891121
21,f0b415bb-27e8-4d42-99cf-e7da11ca95d5,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,017632",-4.678813,"-4,678813",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115728.73699999,533574.165,1.354,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78802636,4.80507281,21.017632
22,41fdfff8-9775-46f3-9364-13517d2a84fa,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,178692",-14.132167,"-14,132167",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115745.837,533414.995,1.32,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78659725,4.80534527,21.178692
23,ab7d7110-67d0-4c82-bca6-c5fcdad3ebb3,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,649930",-4.30022,"-4,300220",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115759.623,532944.339,1.149,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78236878,4.80560574,21.64993
24,0818ed42-6743-4b6d-856b-1ec3c2a9044c,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,755735",4.911831,"4,911831",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115755.43399999,532838.633,1.114,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78141857,4.80555626,21.755735
25,3a2f3b93-a76f-4781-92d0-4dde2e67a713,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,759769",-4.327298,"-4,327298",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115764.83,532835.023,1.15199999,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78138681,4.80569594,21.759769
26,fe62d11c-b4f0-493e-94e3-a7afaf4f4251,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,785721",-4.714008,"-4,714008",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115766.276,532809.36699999,1.15199999,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78115636,4.80572043,21.785721
27,c3bd1cfb-9d27-4831-8623-b0045848cee9,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,891808",4.772198,"4,772198",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115762.37,532703.402,1.195,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.78020385,4.80567517,21.891808
28,4c89c313-b5c4-47bf-8a4d-6d2cb3578526,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"21,918181",4.470901,"4,470901",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115763.922,532677.785,1.195,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.77997376,4.80570123,21.918181
29,1f39e1a0-5154-4fc7-ba7a-2bc790b255c9,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"22,026430",-4.806892,"-4,806892",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,115778.236,532572.783,1.153,Schagen,SGN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.77903121,4.80592587,22.02643
30,3e91c7ba-583e-426b-bea5-bc70c6df5c93,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"0,984167",1.813165,"1,813165",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112948.273,552008.598,1.516,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95347143,4.76149199,0.984167
31,d299c687-d0ea-4076-9fa7-31ca1ea0f203,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"0,987961",-21.905783,"-21,905783",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112972.288,552009.398,1.984,Den Helder,HDR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95348048,4.7618492,0.987961
32,c91f188e-cd0a-4be4-8d4a-dee5f63bacbd,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,000000",-24.561003,"-24,561003",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112977.25999999,551997.85999999,1.984,Den Helder,HDR,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95337719,4.76192466,1
33,ba4e23b6-1a70-463b-b2a9-1c4ae29565f7,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,046330",-0.20049,"-0,200490",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112961.613,551947.72499999,1.67799999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95292546,4.76169832,1.04633
34,b1feb3f8-3dc9-4ce4-8d85-a65490142406,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,057524",9.363305,"9,363305",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112954.202,551935.01699999,1.67799999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95281069,4.7615897,1.057524
35,c17430d1-5e1e-43be-bf88-699c83348ab5,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,067580",-12.432227,"-12,432227",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112977.442,551929.033,2.206,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95275873,4.76193624,1.06758
36,fa7435f9-b067-40d9-91bf-efb7939e89a6,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,155250",-3.327904,"-3,327904",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112980.437,551840.292,2.00199999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95196155,4.76199225,1.15525
37,c2934611-5150-4885-85d2-72e37cf6ee52,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,118505",6.761915,"6,761915",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112966.33199999,551875.775,1.88199999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.9522793,4.76177781,1.118505
38,da19ff48-04c5-4e58-9141-92520815855d,60,Bestaand,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,"1,109352",-6.278902,"-6,278902",ProRail,Randstad Noord,RN,Seinwezen,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112978.277,551886.336,2.42499999,Den Helder,HDR,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Noord-West,52.95237512,4.76195417,1.109352
39,0ecb6f8b-d223-40c2-a48f-6e744662ead4,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"31,084381",-5.968445,"-5,968445",ProRail,Noord-Oost,NO,Seinwezen,Gelre,400,Maas en Waal,28,ASSET Rail,158834.885,434610.73999999,11.688,Tiel - Kesteren,TL-KTR,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.89999305,5.44292107,31.084381
40,3cca1933-2706-46ca-86eb-280531f3f567,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"31,147114",-1.972609,"-1,972609",ProRail,Noord-Oost,NO,Seinwezen,Gelre,400,Maas en Waal,28,ASSET Rail,158780,434580.07299999,11.66,Tiel - Kesteren,TL-KTR,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.89971779,5.44212328,31.147114
41,9758af31-9c17-4e70-9c97-37c49e38debb,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"32,746629",1.705106,"1,705106",ProRail,Zuid,Z,Seinwezen,Betuwe,320,Geldermalsen,22,Strukton Rail,157539.73,433532.10399999,7.472,Tiel,TL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.89030543,5.42409506,32.746629
42,cd63b8c4-5787-4847-923e-9f187c6eb277,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"33,194593",10.060487,"10,060487",ProRail,Zuid,Z,Seinwezen,Betuwe,320,Geldermalsen,22,Strukton Rail,157195.16099999,433245.878,7.29,Tiel,TL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.88773423,5.41908788,33.194593
43,036bd5b1-b75b-4a26-b244-6f32b535653a,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"33,200841",0.816676,"0,816676",ProRail,Zuid,Z,Seinwezen,Betuwe,320,Geldermalsen,22,Strukton Rail,157196.628,433234.85399999,7.352,Tiel,TL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.88763514,5.41910912,33.200841
44,65cb280a-314a-4def-8ad0-c15edad3c2b8,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"33,263672",10.622379,"10,622379",ProRail,Zuid,Z,Seinwezen,Betuwe,320,Geldermalsen,22,Strukton Rail,157141.334,433201.49699999,7.205,Tiel,TL,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.88733554,5.41830574,33.263672
45,43cc7314-2db2-4e55-a9c5-f8c590221579,60,Bestaand,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,"37,007310",-1.457303,"-1,457303",ProRail,Zuid,Z,Seinwezen,Betuwe,320,Geldermalsen,22,Strukton Rail,154084.556,431107.395,4.65,Wadenoijen,WNN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.86851666,5.37391027,37.00731
46,e8e94b2f-2c5b-4671-b3d8-597327656c59,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,710052",8.107664,"8,107664",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,131022.592,428048.628,1.095,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84050932,5.0392792,30.710052
47,b07fc80a-9add-4629-bdc3-885707ffe006,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,703702",8.068231,"8,068231",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,131016.317,428049.601,1.099,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84051779,5.03918808,30.703702
48,f3d939f2-6e37-4455-9aa8-89f58dd45256,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,698894",8.0817,"8,081700",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,131011.542,428050.29999999,1.153,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84052387,5.03911875,30.698894
49,1332f95c-ead8-4615-a873-7167d7038daa,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,553993",-7.871387,"-7,871387",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,130870.648,428087.71,1.036,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84085404,5.03707174,30.553993
50,d2101472-efd3-4114-bf67-8511276bd554,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,549305",-7.871386,"-7,871386",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,130866.012,428088.40999999,1.024,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84086013,5.03700443,30.549305
51,fa029e66-7aa2-4417-8443-8fa3bea23038,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"30,542962",-7.843077,"-7,843077",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,130859.736,428089.329,1.052,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84086812,5.0369133,30.542962
52,ac2c56de-7531-4d28-a107-ce764e1ff487,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,379204",-8.043538,"-8,043538",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129705.43399999,428238.781,1.306,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.84216024,5.02015317,29.379204
53,ee7604fb-7b3b-4058-bd1d-435a55a5633d,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,373302",-7.956702,"-7,956702",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129699.556,428239.318,1.248,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.8421648,5.02006783,29.373302
54,ee58b20c-7b37-465d-9ee2-7e92e24ce921,60,Bestaand,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,152,b,152,152_b,Kijfhoek - Meteren Aansl.,"29,368524",-7.908713,"-7,908713",ProRail,Randstad Zuid,RZ,Seinwezen,Zee-Zevenaar,130,A15trace,71,VolkerRail,129694.799,428239.775,1.215,Betuweroute Giessendam,BRGND,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.8421687,5.01999877,29.368524
