FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,loodsregio,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
loodsregio.11,139a,"Brabantsche Vaarwater, noordwestelijke uitloop naar het Keeten",,0,4.139,,SCHELDEMONDING,,16501510,,,"LINESTRING (51.580200002000026 3.96070000200001, 51.58670000000001 3.9582999979999727, 51.59380000099998 3.9532000010000274, 51.60000000100001 3.947700000999987, 51.60430000000002 3.9440999999999917, 51.606699999 3.9415000010000085, 51.614300001000004 3.937899999000024)"
loodsregio.12,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,0,22.247,,ROTTERDAM,,16498294,,,"LINESTRING (51.702300001000026 4.436199999999985, 51.699999999 4.430300000999978, 51.69720000000001 4.423400000000015, 51.69240000100001 4.414700001000028, 51.690800000000024 4.411600001000011, 51.687899999000024 4.406199999000023, 51.681299998999975 4.392600000000016, 51.68090000000001 4.392000000999985, 51.678800002 4.387999999999977, 51.67450000000002 4.384199998999975, 51.670799999999986 4.380399997999973, 51.668799999999976 4.377099998000006, 51.667300001 4.373799997999981, 51.66380000100003 4.362500001000001, 51.66160000100001 4.354400000999988, 51.65900000200003 4.342199999999991, 51.65859999899999 4.326299999000014, 51.65690000000001 4.316199998999991, 51.655099999000015 4.306000002000019, 51.65379999999999 4.29989999899999, 51.65179999899999 4.293400001000009, 51.650199998000005 4.28860000100002, 51.644299999 4.270799997999973, 51.63929999999999 4.25490000100001, 51.63870000100002 4.253199998000014, 51.63850000100001 4.244500000000016, 51.63870000100002 4.234299998999973, 51.64009999899997 4.224699999999984, 51.642700002000026 4.219700000999978, 51.64629999900001 4.214200000999995, 51.64889999899998 4.209100001000024, 51.654800002 4.200599997999973, 51.659299998999984 4.194200002000002, 51.66099999800002 4.191399998999998, 51.66189999900001 4.183299999999974)"
loodsregio.13,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,22.246,23.886,,SCHELDEMONDING,,16501336,,,"LINESTRING (51.66189999900001 4.183299999999974, 51.66189999900001 4.182900000000018, 51.66189999900001 4.161899999000013, 51.66180000100002 4.157299998999974, 51.66129999999998 4.145599999000012, 51.66099999800002 4.142299998999988, 51.66070000100001 4.1378999990000125)"
loodsregio.14,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,0,6.043,,EEMSMONDING,,16498892,,,"LINESTRING (53.324000001 7.262999999999977, 53.32669999799998 7.253300000000024, 53.32849999899997 7.245200001000001, 53.329399998999975 7.237500001000001, 53.33030000000002 7.230200000000025, 53.330899998999996 7.221299998000006, 53.33109999800001 7.211599997999997, 53.331200000000024 7.20780000100001, 53.331200000000024 7.204999998000005, 53.331200000000024 7.204500000999985, 53.331999999000004 7.197700000999987, 53.33249999999998 7.186000001000025, 53.33280000100001 7.180000000000007, 53.332899999000006 7.175000001000001)"
loodsregio.15,401a1,Vlieter,,0,7.713,,TEXEL,,16499630,,,"LINESTRING (52.97410000100001 5.104499998999984, 52.98470000200001 5.098299999000005, 52.984999999000024 5.098099998999999, 52.99209999999999 5.093800000999977, 52.99630000100001 5.091200001999994, 53.00169999899998 5.087200000999985, 53.005600001999994 5.084399997999981, 53.010600001 5.0806999989999895, 53.0145 5.079200000000014, 53.016100000999984 5.078899997999997, 53.01790000099999 5.078600000999984, 53.020199999 5.078800000000001, 53.021799999999985 5.079000000000008, 53.02560000099999 5.079599998999981, 53.028200001000016 5.079900000000009, 53.03799999900002 5.079100002000018)"
loodsregio.16,401a,Vaarwater benoorden langs Afsluitdijk,,0,5.579,,TEXEL,,16498378,,,"LINESTRING (52.93990000000002 5.039700001000028, 52.94119999899999 5.042899999999975, 52.941899999999976 5.045499999000015, 52.94279999999998 5.048700000999986, 52.944499999000016 5.057500000999994, 52.94530000200001 5.060099999999977, 52.946199998 5.062299999999993, 52.95100000100001 5.0715000000000146, 52.95259999899997 5.074000001000002, 52.954200000000014 5.075499999999977, 52.95569999899999 5.0764000010000245, 52.956799999 5.077500000999976, 52.958000001000016 5.079300000999979, 52.96409999999997 5.088799998000013, 52.964999999999975 5.090199999999982, 52.96640000100001 5.092500001000019, 52.96940000000001 5.098700001999987, 52.972399998000014 5.102699998999981, 52.97410000100001 5.104499998999984)"
loodsregio.45,875,Zevenaarhaven,,0,1.025,,SCHELDEMONDING,,16498236,,,"LINESTRING (51.30590000000001 3.8313999999999737, 51.306100000000015 3.832699998999999, 51.299800000999994 3.841499999000007)"
loodsregio.17,134,Kanaal door Walcheren,,0,16.049,,SCHELDEMONDING,,16501084,,,"LINESTRING (51.43290000000002 3.602400000999978, 51.43919999899998 3.6030000000000086, 51.440499999 3.6031000020000192, 51.440800000000024 3.602699998999981, 51.441100000999995 3.602100000000007, 51.44179999800002 3.5994999999999777, 51.442499999000006 3.5962999980000063, 51.443100001999994 3.593800000999977, 51.443599999000014 3.591499999000007, 51.444499999000016 3.587699998000005, 51.44499999999999 3.58570000200001, 51.44530000200001 3.5852999989999716, 51.445599999000024 3.584899999000015, 51.446199998 3.584899999000015, 51.44689999899998 3.585000001000026, 51.44760000000002 3.5852000009999756, 51.449400000000026 3.5859999990000233, 51.45049999999998 3.586599997999997, 51.45400000000001 3.588500001, 51.45630000199998 3.589600001000008, 51.45859999999999 3.5907999980000227, 51.4615 3.5927000010000256, 51.465100001999986 3.5943000020000113, 51.47430000100002 3.5991999990000068, 51.48119999800002 3.602699998999981, 51.487599999 3.605999999000005, 51.489399999 3.607099999000013, 51.49060000100002 3.6079000010000186, 51.491900000999976 3.6092999989999726, 51.49280000099998 3.6107000000000085, 51.49399999899998 3.6130999999999744, 51.498699999999985 3.626100000000008, 51.49949999900002 3.628800001000002, 51.500700000999984 3.632199999000022, 51.50169999899998 3.634199998999975, 51.504399999999976 3.638099997999973, 51.50629999900002 3.641100000999984, 51.518399998999996 3.657499998999981, 51.521600001000024 3.6620999979999738, 51.522700000999976 3.6636000010000203, 51.52389999899998 3.6647999990000244, 51.52550000000002 3.6657000000000153, 51.526999999 3.666200000999993, 51.52859999999998 3.666299998999989, 51.53759999900001 3.6671999989999904, 51.54060000200002 3.667500000000018, 51.542100000999994 3.6675999980000142, 51.54369999800002 3.6678999999999746, 51.54439999900001 3.6682000010000024, 51.54459999900001 3.6682999989999985, 51.54520000100001 3.6686999980000223, 51.54760000099998 3.6719999979999898, 51.54960000099999 3.675000001000001)"
loodsregio.18,134b,Zijkanaal naar Arnemuiden of Kanaal door de Oude Arne,,0,0.961,,SCHELDEMONDING,,16501858,,,"LINESTRING (51.50629999900002 3.641100000999984, 51.503600000999995 3.645199998999999, 51.502200000000016 3.647199999999998, 51.500399999000024 3.6492000000000075, 51.49949999900002 3.6506999989999827, 51.499000002 3.6517000009999947, 51.49859999900002 3.652499999999975, 51.498500001000025 3.6530999990000055, 51.498399999000014 3.653599999999983, 51.498399999000014 3.6541999990000136, 51.498500001000025 3.6548000020000018, 51.49859999900002 3.6554000009999754, 51.49889999999999 3.656300000999977, 51.499000002 3.6569000000000074, 51.499000002 3.657499998999981, 51.499000002 3.658199998999976, 51.49889999999999 3.658599998999989, 51.498699999999985 3.658900000000017, 51.49819999900001 3.6594000009999945, 51.49799999999999 3.6598000000000184, 51.49749999900001 3.660199999999975)"
loodsregio.19,233y2,Zuidersluis en Kleine Sluis met toeleidingskanalen,,0,2.521,,AMSTERDAM,,16501166,,,"LINESTRING (52.46370000000002 4.579999998000005, 52.46409999999997 4.590300001000003, 52.46409999999997 4.591899997999974, 52.46409999999997 4.59340000200001, 52.464200000999995 4.610500000000002, 52.46460000100001 4.6170999999999935)"
loodsregio.20,233y4,Vissershaven te IJmuiden,,0,1.147,,AMSTERDAM,,16501006,,,"LINESTRING (52.46370000000002 4.580100000000016, 52.462900002000026 4.581900001000008, 52.462800000000016 4.582100000000025, 52.45829999799997 4.594400000000007)"
loodsregio.21,1009,Haringhaven,,0,0.962,,AMSTERDAM,,16500952,,,"LINESTRING (52.46370000000002 4.579999998000005, 52.46099999900002 4.579399998999975, 52.458999999000014 4.581099998000013, 52.457100000000025 4.586199998999973)"
loodsregio.22,989,1e Rijksbinnenhaven te Velsen-Noord,,0,0.819,,AMSTERDAM,,16498044,,,"LINESTRING (52.469599999000025 4.625200000000007, 52.46970000099998 4.623799997999981, 52.47040000200002 4.61930000000001, 52.47109999899999 4.613400001000002)"
loodsregio.23,233b,"1e Rijksbinnenhaven, Binnenkanaal en Staalhaven",,0,1.97,,AMSTERDAM,,16500955,,,"LINESTRING (52.465700001000016 4.624400001000026, 52.467700001000026 4.625399999000024, 52.469599999000025 4.625200000000007, 52.47100000099999 4.625, 52.47370000199999 4.624499999000022, 52.475299999000015 4.6240999999999985, 52.47569999799998 4.6240000020000025, 52.475900002 4.623699999999985, 52.476 4.623599999000021, 52.476199999000016 4.6229999999999905, 52.47769999899998 4.612199998999984)"
loodsregio.24,233c,Zijkanaal A en de haven van Beverwijk (De Pijp),,0,2.12,,AMSTERDAM,,16501319,,,"LINESTRING (52.46110000099998 4.662300001999995, 52.46300000000002 4.663499999999999, 52.467900000999975 4.667599998000014, 52.46840000200001 4.667899999999975, 52.46909999799999 4.668000000999996, 52.46970000099998 4.668000000999996, 52.470199998 4.667700000000025, 52.470600002000026 4.667300001000001, 52.473599999999976 4.664099998999973, 52.47520000100002 4.662799999000015, 52.475900002 4.662399999999991, 52.47639999900002 4.662099997999974, 52.478200000000015 4.660300001999985)"
loodsregio.25,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,0,7.541,,AMSTERDAM,,16497586,,,"LINESTRING (52.433600001 4.721600000000024, 52.43259999899999 4.720300000000009, 52.431899998000006 4.71909999799999, 52.43000000000001 4.715399998999999, 52.428300001000025 4.712200000999985, 52.42749999799997 4.710000001000026, 52.42660000199999 4.706599998999991, 52.425999999 4.703200001000027, 52.425400000000025 4.700599997999973, 52.425099999 4.699999998999999, 52.424699998999984 4.699400000000026, 52.42320000000001 4.697400000000016, 52.42020000100001 4.693500001000018, 52.41930000100001 4.692299998999999, 52.41780000199998 4.689700000000016, 52.416499998000006 4.687100000999976, 52.415100000999985 4.684300001999986, 52.413400002 4.682100002000027, 52.41259999900001 4.681000002000019, 52.41189999900001 4.679900002000011, 52.410599999 4.677499997999973, 52.40980000000002 4.675500001999978, 52.409400000999995 4.6732000000000085, 52.409400000999995 4.671599999000023, 52.40920000199998 4.670000001999995, 52.408799998000006 4.668499999000005, 52.408199998999976 4.667300001000001, 52.407699998 4.666000000999986, 52.40690000000001 4.664799999000024, 52.4058 4.663800001000027, 52.40459999799998 4.661999999999978, 52.403700001999994 4.660199999999975, 52.403099999000005 4.658100002000026, 52.402600001999986 4.6559999990000165, 52.40159999999997 4.654899999000008, 52.399 4.653200001000016, 52.39620000100001 4.6515000019999775, 52.39530000100001 4.6515000019999775, 52.39229999899999 4.650500000000022, 52.39009999899997 4.650100000000009, 52.387499999 4.649700000999985)"
loodsregio.26,991,Sonthaven,,0,0.981,,AMSTERDAM,,16499526,,,"LINESTRING (52.405400000999975 4.819299999999998, 52.40590000200001 4.821300000000008, 52.40590000200001 4.83359999999999)"
loodsregio.27,993,Suezhaven,,0,0.933,,AMSTERDAM,,16501028,,,"LINESTRING (52.399 4.821300000000008, 52.399 4.835000001000026)"
loodsregio.28,995,Moezelhaven,,0,0.516,,AMSTERDAM,,16500107,,,"LINESTRING (52.39499999999998 4.821100000000001, 52.394900001999986 4.817899997999973, 52.39229999899999 4.817899997999973)"
loodsregio.29,233o,Wim Thomassenhaven,,0,0.703,,AMSTERDAM,,16500942,,,"LINESTRING (52.42179999899997 4.812399997999989, 52.42390000099999 4.813800000000015, 52.425599999999974 4.815000000999987, 52.42660000199999 4.816199998999991, 52.42739999999998 4.817699999000013, 52.42779999999999 4.818100001999994, 52.43160000099999 4.8194000010000195, 52.431899998000006 4.819499999000016, 52.43230000099999 4.8194000010000195, 52.432799999 4.819099999999992, 52.434000000000026 4.817600001000017)"
loodsregio.30,1192,Adenhaven,,0,0.398,,AMSTERDAM,,16499802,,,"LINESTRING (52.41090000000003 4.844700000999978, 52.410500001 4.843199997999989, 52.40850000099999 4.840700001000016)"
loodsregio.31,1013,Dirk Metselaarhaven,,0,0.755,,AMSTERDAM,,16500131,,,"LINESTRING (52.42069999900002 4.840899999999976, 52.420799999999986 4.844300002000011, 52.42089999799998 4.851599998999973)"
loodsregio.32,233e,Jan van Riebeeckhaven met aanliggende havens,,0,0.9,,AMSTERDAM,,16497513,,,"LINESTRING (52.41809999899999 4.8405999990000055, 52.41640000000001 4.842300002000002, 52.41519999899998 4.842900000999975, 52.41429999799999 4.843299999999999, 52.41090000000003 4.844700000999978, 52.409600001 4.845300000000009, 52.40839999899998 4.846299998000006)"
loodsregio.33,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,0,2.5,,AMSTERDAM,,16499420,,,"LINESTRING (52.41809999899999 4.8405999990000055, 52.42069999900002 4.840899999999976, 52.421899999999994 4.840300001000003, 52.42289999899998 4.8390000019999775, 52.426899999 4.835299998999972, 52.42779999999999 4.834399997999981, 52.43120000099998 4.832100000000025, 52.43169999899999 4.8317000010000015, 52.43549999999999 4.82869999899998, 52.4366 4.8279, 52.438800000000015 4.826299999000014, 52.440499999 4.824700001999986, 52.440999999999974 4.824299999000004)"
loodsregio.34,997,Havenkom A,,0,0.773,,AMSTERDAM,,16500745,,,"LINESTRING (52.409400000999995 4.8641000019999865, 52.409100000000024 4.8621000009999875, 52.40569999799999 4.858100001000025)"
loodsregio.35,233f,Coenhaven met aanliggende havens,,0,1,,AMSTERDAM,,16499284,,,"LINESTRING (52.412099997999974 4.867600001000028, 52.41120000199999 4.866399999999999, 52.409400000999995 4.8641000019999865, 52.40790000200002 4.8670999999999935, 52.4067 4.8691000009999925, 52.40549999799998 4.868799998999975)"
loodsregio.36,233g,Mercuriushaven met aanliggende havens,,0,1.501,,AMSTERDAM,,16499753,,,"LINESTRING (52.405099999000015 4.87779999899999, 52.40379999999999 4.875300001000028, 52.401999999 4.871399999000005, 52.400199998000005 4.867600001000028, 52.39849999900002 4.8641999999999825, 52.39669999900002 4.860599997999998)"
loodsregio.37,1001,Houtveemkanaal,,0,0.356,,AMSTERDAM,,16500264,,,"LINESTRING (52.400199998000005 4.867600001000028, 52.39930000200002 4.868799998999975, 52.397500001000026 4.869800000999987)"
loodsregio.38,1003,Neptunushaven,,0,0.404,,AMSTERDAM,,16498963,,,"LINESTRING (52.39669999900002 4.860500000000002, 52.39759999900002 4.858499999999992, 52.39889999899998 4.855700001000002)"
loodsregio.39,225,Amsterdam-Rijnkanaal,,0,1.104,,AMSTERDAM,,16500578,,,"LINESTRING (52.38190000100002 4.952300001000026, 52.376600000999986 4.95300000200001, 52.374400001000026 4.954200000000014, 52.37379999799998 4.955200002000026, 52.37359999900002 4.955400000999987, 52.372099999 4.956000000000017, 52.36919999899999 4.956599998999991, 52.3682 4.9567000010000015)"
loodsregio.40,001b,Toeleidingskanaal Oosterhornhaven,,0,0.932,,EEMSMONDING,,16498370,,,"LINESTRING (53.31500000099999 6.934999999000013, 53.31480000200003 6.9384999979999975, 53.314599998000006 6.943100001999994, 53.314599998000006 6.944200002000002, 53.31509999899998 6.9464000020000185, 53.31590000199998 6.9483999980000135)"
loodsregio.41,001b1,Oosterhornhaven,,0,4.711,,EEMSMONDING,,16501393,,,"LINESTRING (53.318599999000014 6.942999999999984, 53.31590000199998 6.9483999980000135, 53.3134 6.953200001000027, 53.312899999000024 6.954700000999992, 53.31280000100003 6.956099998000013, 53.3125 6.959600002000002, 53.31199999900002 6.960900001000027, 53.31109999900002 6.961199998999973, 53.308299999999974 6.960900001000027, 53.30759999899999 6.961100000999977, 53.307000000000016 6.961300000999984, 53.30660000099999 6.9620000009999785, 53.306400000999986 6.962900002000026, 53.30600000200002 6.9684999990000165, 53.29960000099999 6.993299997999998, 53.297699998999974 6.998399999000014)"
loodsregio.42,132,Havens Vlissingen-Oost (Sloehaven),,0,5.04,,SCHELDEMONDING,,16499246,,,"LINESTRING (51.439100000999986 3.6686999980000223, 51.44660000099998 3.671199999999999, 51.447900000999994 3.6718999999999937, 51.45059999799997 3.6735999989999755, 51.453100000000006 3.6757999989999917, 51.45530000000002 3.678300001000025, 51.457299999999975 3.6823999989999834, 51.459299999999985 3.6872999999999934, 51.461599998 3.6929999999999836, 51.46489999800002 3.701900002000002, 51.46709999799998 3.7078999990000057, 51.46819999799999 3.710800000000006, 51.46940000000001 3.7144999989999974, 51.46999999899998 3.7159999979999725)"
loodsregio.43,132a,Van Cittershaven,,0,2.776,,SCHELDEMONDING,,16501366,,,"LINESTRING (51.459299999999985 3.6872999999999934, 51.451400001000025 3.705800001, 51.450300001000016 3.7078000010000096, 51.448699999999974 3.7105999999999995, 51.4443 3.7192000000000007)"
loodsregio.44,884,Kraayerthaven,,0,0.385,,SCHELDEMONDING,,16500747,,,"LINESTRING (51.451400001000025 3.705899998999996, 51.45269999999999 3.707699998999999, 51.45349999899997 3.710099999000022)"
loodsregio.46,130b,Route via Middensluis/Westbuitenhaven naar de Westerschelde,,0,2.636,,SCHELDEMONDING,,16498939,,,"LINESTRING (51.31899999799998 3.82510000100001, 51.32040000000001 3.8253999990000125, 51.32160000099998 3.8260000010000113, 51.32220000000001 3.82589999999999, 51.32420000100001 3.824900001000003, 51.32539999900001 3.823500000000024, 51.32840000099998 3.820900000999984, 51.329500000999985 3.819800000999976, 51.33049999899998 3.8192000020000023, 51.33390000100002 3.8176000010000166, 51.334899999000015 3.8172999989999994, 51.33549999799999 3.817000001999986, 51.336300000999984 3.8167000000000257, 51.33700000099998 3.816399998999998, 51.33729999899998 3.8161999989999913, 51.33760000000001 3.815999999999974, 51.339800000000025 3.8112999979999813)"
loodsregio.47,131f,Braakmanhaven,,0,2.493,,SCHELDEMONDING,,16500520,,,"LINESTRING (51.35819999900002 3.767999998999983, 51.350599999999986 3.765099998999972, 51.348000001 3.7646000010000193, 51.34239999900001 3.7620999999999754, 51.340599999000005 3.762499998999999, 51.33839999899999 3.7685000000000173)"
