FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,zout_zoet,eu_2013,eu_2014,eu_2015,eu_2016,eu_2017,eu_actueel,blauwalg,krw_code,krw_systee,gdb_geomattr_data,shape
zwemlocaties_rws_2019.218,219,NLBW94_STADAHHRBSD,STADAHHRVBSD,STAD AAN 'T HARINGVLIET,75885,417980,51.7449,4.2416,West-Nederland zuid,ZUID-HOLLAND,STAD AAN 'T HARINGVLIET,zout,Goed,Goed,Goed,Goed,Uitstekend,Uitstekend,ja,NL94_1,"Haringvliet oost, Hollandsch Diep",,POINT (75885 417980)
zwemlocaties_rws_2019.219,220,NLBW95_SCHEVNGZD,SCHEVNGNZD,SCHEVENINGEN ZUIDERSTRAND,76857,456547,52.0917,4.2469,Zee en Delta,ZUID-HOLLAND,"SCHEVENINGEN, ZUIDERSTRAND",zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (76856.625 456546.67500000075)
zwemlocaties_rws_2019.220,221,NLBW91_VEENBSD,VEENBSD,BADSTRAND VEEN,135533,421788,51.7844,5.1051,Zuid-Nederland,NOORD-BRABANT,"VEEN, BADSTRAND",zoet,geen,geen,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,,POINT (135533 421788)
zwemlocaties_rws_2019.221,222,NLBW93_VAKTPELVMRK,VAKTPELVMRK,VAKANTIEPARK EILAND VAN MAURIK,157861,442990,51.9753,5.4288,Oost-Nederland,GELDERLAND,VAKANTIEPARK EILAND VAN MAURIK,zoet,geen,geen,geen,Nieuw,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,,POINT (157861 442990)
zwemlocaties_rws_2019.222,223,NLBW92_WESTMDSD,WESTMDSD,DIJKSTRAND URK,168895,519567,52.6634,5.5926,Midden-Nederland,FLEVOLAND,DIJKSTRAND URK,zoet,geen,geen,geen,Nieuw,Goed,Goed,ja,NL92_IJSSELMEER,IJsselmeer,,POINT (168895 519567)
zwemlocaties_rws_2019.223,224,NLBW89_VEERBTSD,VEERBTSD,VEERE BASTIONSTRAND,35565,397200,51.5511,3.6651,Zee en Delta,ZEELAND,VEERE BASTIONSTRAND,zoet,geen,geen,geen,Nieuw,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (35565 397200)
zwemlocaties_rws_2019.224,225,NLBW89_KORTGNWBWBSD,KORTGNWBWBSD,KORTGENE (WESTBERMWEG) BADSTRAND,44066,396925,51.5503,3.7877,Zee en Delta,ZEELAND,KORTGENE WESTBERMWEG BADSTRAND,zoet,geen,geen,geen,Nieuw,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,,POINT (44066 396925)
zwemlocaties_rws_2019.225,226,NLBW95_TWEEDMVTBSD,TWEEDMVTBSD,TWEEDE MAASVLAKTE,58100,438510,51.9266,3.9784,Zee en Delta,ZUID-HOLLAND,MAASVLAKTE II,zout,geen,geen,geen,geen,nieuw,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (58100 438510)
zwemlocaties_rws_2019.226,227,NLBW94_BIESBMRNA,BIESBMRNA,"BIESBOSCH MARINA, BADZONE STRAND",115977,413153,51.7058,4.8226,West-Nederland zuid,NOORD-BRABANT,BIESBOSCH MARINA,zoet,geen,geen,geen,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",,POINT (115977 413153)
zwemlocaties_rws_2019.227,228,NLBW92_KOOPMPDR2,KOOPMPDR2,ANDIJK ZWEMSTRAND,140703,528057,52.7397,5.1755,Midden-Nederland,NOORD-HOLLAND,ANDIJK ZWEMSTRAND,zoet,geen,geen,geen,geen,nieuw,Slecht,ja,NL92_IJSSELMEER,IJsselmeer,,POINT (140703 528057)
zwemlocaties_rws_2019.228,229,NLBW92_EEMHOFSTR,EEMHOFSTR,BEACHSTRAND EEMHOF,155197,474653,52.2599,5.3901,Midden-Nederland,FLEVOLAND,BEACHSTRAND EEMHOF,zoet,geen,geen,geen,geen,nieuw,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (155197 474653)
zwemlocaties_rws_2019.229,230,NLBW92_RCNZWMSTR,RCNZWMSTR,RCN STRAND,165890,480218,52.3098,5.5469,Midden-Nederland,FLEVOLAND,RCN STRAND,zoet,geen,geen,geen,geen,nieuw,Aanvaardbaar,nee,NL92_RANDMEREN_ZUID,Randmeren-Oost,,POINT (165890 480218)
zwemlocaties_rws_2019.230,231,NLBW93_SPIEGWLLT,SPIEGWLLT,SPIEGELWAAL,187568,429715,51.85504928,5.8599309,Oost-Nederland,GELDERLAND,DE SPIEGELWAAL LENT,zoet,geen,geen,geen,geen,geen,Nieuw,nee,NL93_8,"Bovenrijn, Waal",,POINT (187568 429715)
zwemlocaties_rws_2019.231,232,NLBW89_BROUWHVBSD,BROUWHVBSD,BROUWERSHAVEN BADSTRAND,53320,416885,51.73143871,3.91528156,Zee en Delta,ZEELAND,BROUWERSHAVEN,zoet,geen,geen,geen,geen,geen,Nieuw,nee,nl89_grevlemr,Grevelingenmeer,,POINT (53320 416885)
zwemlocaties_rws_2019.232,233,NLBW92_BREMBSD,BREMBSD,BREMERBAAI,178207,492114,52.41634906,5.72831865,Midden-Nederland,FLEVOLAND,BREMERBAAISTRAND BIDDINGHUIZEN,zoet,geen,geen,geen,geen,geen,Nieuw,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,,POINT (178207 492114)
zwemlocaties_rws_2019.233,145,NLBW89_BRAAKMHVBBSD,BRAAKMHVBBSD,BRAAKMAN HAVEN BUITENZIJDE BADSTRAND,39680,374610,51.3489,3.7318,Zee en Delta,ZEELAND,BRAAKMAN HAVEN BUITENZIJDE,zout,Goed,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,POINT (39680 374610)
zwemlocaties_rws_2019.234,237,NLBW92_YBGBSD2019,YBGBSD2019,STRAND IJBURG,129601,485393,52.35585,5.01438,Midden-Nederland,NOORD-HOLLAND,STRAND IJBURG,zoet,geen,geen,geen,geen,geen,geen,ja,NL92_MARKERMEER,Markermeer,,POINT (129600.89799999818 485392.6889999993)
zwemlocaties_rws_2019.235,235,NLBW91_KRAAIJBSPLBS,KRAAIJBSPLBS,KRAAIJENBERGSE PLAS BEERS,185312,415622,51.72851,5.82595,Zuid-Nederland,NOORD-BRABANT,KRAAIJENBERGSE PLASSEN BEERS,zoet,geen,geen,geen,geen,geen,geen,nee,NL91BM,Bedijkte Maas,,POINT (185310 415618.0001000017)
zwemlocaties_rws_2019.236,236,NLBW91_KRAAIJBSPLDD,KRAAIJBSPLDD,KRAAIJENBERGSE PLAS OP DEN DRUL,186252,416901,51.73995,5.83968,Zuid-Nederland,NOORD-BRABANT,KRAAIJENBERGSE PLASSEN OP DEN DRUL,zoet,geen,geen,geen,geen,geen,geen,nee,NL91BM,Bedijkte Maas,,POINT (186260 416895.53290000185)
zwemlocaties_rws_2019.237,234,NLBW92_NULDBSDZ,NULDBSDZ,STRAND NULDE ZUID,164799,475412,52.26664,5.53075,Midden-Nederland,GELDERLAND,STRAND NULDE ZUID,zoet,geen,geen,geen,geen,geen,geen,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,,POINT (164798.7087999992 475411.88500000164)
