FID,PUTNUMMER,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_KOLKEN.1879,K38325,2021-03-08,,POINT (187560.23 427701.97)
BOR_RIO_KOLKEN.1880,K38326,2021-03-08,,POINT (187562.78 427720.56)
BOR_RIO_KOLKEN.1881,K38327,2021-03-08,,POINT (187548.84 427625.12)
BOR_RIO_KOLKEN.1882,K6881,2021-03-08,,POINT (186737.86 428449.62)
BOR_RIO_KOLKEN.1883,K6882,2021-03-08,,POINT (186622.97 428484.2)
BOR_RIO_KOLKEN.1884,K6883,2021-03-08,,POINT (186572.55 428498.97)
BOR_RIO_KOLKEN.1885,K6884,2021-03-08,,POINT (186714.7 428456.56)
BOR_RIO_KOLKEN.1886,K6885,2021-03-08,,POINT (186688.78 428464.5)
BOR_RIO_KOLKEN.1887,K6889,2021-03-08,,POINT (186596.67 428484.75)
BOR_RIO_KOLKEN.1888,K6890,2021-03-08,,POINT (186734.84 428438.38)
BOR_RIO_KOLKEN.1889,K6891,2021-03-08,,POINT (186714 428448.88)
BOR_RIO_KOLKEN.1890,K6892,2021-03-08,,POINT (186617.64 428478.5)
BOR_RIO_KOLKEN.1891,K6893,2021-03-08,,POINT (186669 428470.34)
BOR_RIO_KOLKEN.1892,K6894,2021-03-08,,POINT (186643.88 428477.88)
BOR_RIO_KOLKEN.1893,K6895,2021-03-08,,POINT (186560.31 428502.53)
BOR_RIO_KOLKEN.1894,K6896,2021-03-08,,POINT (186487.75 428518)
BOR_RIO_KOLKEN.1895,K22424,2021-03-08,,POINT (188106.44 424704.66)
BOR_RIO_KOLKEN.1896,K22425,2021-03-08,,POINT (188305.28 424715.44)
BOR_RIO_KOLKEN.1897,K3383,2021-03-08,,POINT (182076.02 426172.75)
BOR_RIO_KOLKEN.1898,K6898,2021-03-08,,POINT (182913.97 426162.62)
BOR_RIO_KOLKEN.1899,K828,2021-03-08,,POINT (182914.1 426111.56)
BOR_RIO_KOLKEN.1900,K6899,2021-03-08,,POINT (183618.38 425375.2)
BOR_RIO_KOLKEN.1901,K6900,2021-03-08,,POINT (183644.45 425285.3)
BOR_RIO_KOLKEN.1902,K6901,2021-03-08,,POINT (183645.89 425225.5)
BOR_RIO_KOLKEN.1903,K4829,2021-03-08,,POINT (185159.39 426447.44)
BOR_RIO_KOLKEN.1904,K41747,2021-03-08,,POINT (183191.22 426880)
BOR_RIO_KOLKEN.1905,K41748,2021-03-08,,POINT (183202.48 427099.5)
BOR_RIO_KOLKEN.1906,K41749,2021-03-08,,POINT (183202.42 427039.72)
BOR_RIO_KOLKEN.1907,K41750,2021-03-08,,POINT (183005.34 426695.5)
BOR_RIO_KOLKEN.1908,K41751,2021-03-08,,POINT (183195.1 426900.97)
BOR_RIO_KOLKEN.1909,K41752,2021-03-08,,POINT (183195.3 426920.6)
BOR_RIO_KOLKEN.1910,K3384,2021-03-08,,POINT (183148.9 426808.62)
BOR_RIO_KOLKEN.1911,K41754,2021-03-08,,POINT (183343.77 427426.2)
BOR_RIO_KOLKEN.1912,K3385,2021-03-08,,POINT (183200.77 427284.1)
BOR_RIO_KOLKEN.1913,K3386,2021-03-08,,POINT (183193.44 427265.2)
BOR_RIO_KOLKEN.1914,K3387,2021-03-08,,POINT (183189.81 427246.16)
BOR_RIO_KOLKEN.1915,K832,2021-03-08,,POINT (183946.52 426425.44)
BOR_RIO_KOLKEN.1916,K39159,2021-03-08,,POINT (183474.31 426402.84)
BOR_RIO_KOLKEN.1917,K833,2021-03-08,,POINT (184124.19 426464.12)
BOR_RIO_KOLKEN.1918,K834,2021-03-08,,POINT (184131.14 426464.6)
BOR_RIO_KOLKEN.1919,K39160,2021-03-08,,POINT (184354.73 425567.78)
BOR_RIO_KOLKEN.1920,K39161,2021-03-08,,POINT (182600.97 425705.5)
BOR_RIO_KOLKEN.1921,K38511,2021-03-08,,POINT (183848.48 426468.47)
BOR_RIO_KOLKEN.1922,K38512,2021-03-08,,POINT (183910.45 426472.7)
BOR_RIO_KOLKEN.1923,K39162,2021-03-08,,POINT (183875.89 426440.53)
BOR_RIO_KOLKEN.1924,K39163,2021-03-08,,POINT (183826.27 426428.38)
BOR_RIO_KOLKEN.1925,K39164,2021-03-08,,POINT (183423.61 426402)
BOR_RIO_KOLKEN.1926,K39165,2021-03-08,,POINT (183399.75 426401.66)
BOR_RIO_KOLKEN.1927,K39166,2021-03-08,,POINT (183373.14 426401.2)
BOR_RIO_KOLKEN.1928,K39167,2021-03-08,,POINT (183349.02 426400.16)
BOR_RIO_KOLKEN.1929,K39168,2021-03-08,,POINT (183322.4 426398.53)
BOR_RIO_KOLKEN.1930,K39169,2021-03-08,,POINT (183740.72 426423.25)
BOR_RIO_KOLKEN.1931,K39170,2021-03-08,,POINT (183715.31 426421.56)
BOR_RIO_KOLKEN.1932,K39171,2021-03-08,,POINT (183690.9 426420.4)
BOR_RIO_KOLKEN.1933,K39172,2021-03-08,,POINT (183639.31 426419.38)
BOR_RIO_KOLKEN.1934,K39173,2021-03-08,,POINT (183616.14 426417.84)
BOR_RIO_KOLKEN.1935,K39174,2021-03-08,,POINT (183590.61 426416.16)
BOR_RIO_KOLKEN.1936,K39175,2021-03-08,,POINT (183566.78 426414.5)
BOR_RIO_KOLKEN.1937,K39176,2021-03-08,,POINT (183665.62 426420.53)
BOR_RIO_KOLKEN.1938,K39177,2021-03-08,,POINT (183541.61 426411.8)
BOR_RIO_KOLKEN.1939,K38867,2021-03-08,,POINT (183261.77 426314.62)
BOR_RIO_KOLKEN.1940,K38868,2021-03-08,,POINT (183258.86 426329.28)
BOR_RIO_KOLKEN.1941,K38869,2021-03-08,,POINT (183255.98 426343.78)
BOR_RIO_KOLKEN.1942,K39178,2021-03-08,,POINT (183296.81 426396.72)
BOR_RIO_KOLKEN.1943,K39179,2021-03-08,,POINT (183274.78 426389.12)
BOR_RIO_KOLKEN.1944,K38870,2021-03-08,,POINT (183252.66 426360.47)
BOR_RIO_KOLKEN.1945,K39180,2021-03-08,,POINT (183207.27 424569.72)
BOR_RIO_KOLKEN.1946,K39181,2021-03-08,,POINT (183047.44 424909.22)
BOR_RIO_KOLKEN.1947,K39182,2021-03-08,,POINT (183029.05 424902.22)
BOR_RIO_KOLKEN.1948,K39183,2021-03-08,,POINT (183015.02 424911.28)
BOR_RIO_KOLKEN.1949,K39184,2021-03-08,,POINT (182959.94 424983.53)
BOR_RIO_KOLKEN.1950,K39185,2021-03-08,,POINT (182997.48 424915.34)
BOR_RIO_KOLKEN.1951,K39186,2021-03-08,,POINT (182964.73 424969.12)
BOR_RIO_KOLKEN.1952,K39187,2021-03-08,,POINT (182960.86 424959.94)
BOR_RIO_KOLKEN.1953,K39188,2021-03-08,,POINT (183931.89 425636.53)
BOR_RIO_KOLKEN.1954,K39189,2021-03-08,,POINT (183936.42 425617.25)
BOR_RIO_KOLKEN.1955,K39190,2021-03-08,,POINT (183942.23 425595.88)
BOR_RIO_KOLKEN.1956,K38871,2021-03-08,,POINT (182752.19 426333.25)
BOR_RIO_KOLKEN.1957,K39191,2021-03-08,,POINT (183855.11 424833.62)
BOR_RIO_KOLKEN.1958,K2185,2021-03-08,,POINT (183767.62 424656.62)
BOR_RIO_KOLKEN.1959,K39192,2021-03-08,,POINT (183770.36 424670.75)
BOR_RIO_KOLKEN.1960,K39193,2021-03-08,,POINT (183469.84 426209.6)
BOR_RIO_KOLKEN.1961,K2186,2021-03-08,,POINT (182842.8 425174.5)
BOR_RIO_KOLKEN.1962,K2187,2021-03-08,,POINT (182861.66 425181.75)
BOR_RIO_KOLKEN.1963,K2188,2021-03-08,,POINT (182876.55 425088.66)
BOR_RIO_KOLKEN.1964,K2189,2021-03-08,,POINT (182894.33 425095.3)
BOR_RIO_KOLKEN.1965,K2190,2021-03-08,,POINT (182834.3 425171.5)
BOR_RIO_KOLKEN.1966,K2191,2021-03-08,,POINT (182804.47 425074.38)
BOR_RIO_KOLKEN.1967,K14200,2021-03-08,,POINT (182864.36 425037.75)
BOR_RIO_KOLKEN.1968,K39195,2021-03-08,,POINT (183083.31 424688.56)
BOR_RIO_KOLKEN.1969,K39196,2021-03-08,,POINT (183078.64 424701.4)
BOR_RIO_KOLKEN.1970,K39197,2021-03-08,,POINT (183047.22 425021.6)
BOR_RIO_KOLKEN.1971,K2192,2021-03-08,,POINT (182816.81 425078.9)
BOR_RIO_KOLKEN.1972,K39198,2021-03-08,,POINT (183223.72 425045.78)
BOR_RIO_KOLKEN.1973,K835,2021-03-08,,POINT (183834.44 424500.12)
BOR_RIO_KOLKEN.1974,K39199,2021-03-08,,POINT (183853.44 424507.22)
BOR_RIO_KOLKEN.1975,K2193,2021-03-08,,POINT (184383.16 423485.47)
BOR_RIO_KOLKEN.1976,K39200,2021-03-08,,POINT (184362.97 425540.3)
BOR_RIO_KOLKEN.1977,K39201,2021-03-08,,POINT (184355.69 425568.06)
BOR_RIO_KOLKEN.1978,K39202,2021-03-08,,POINT (184361.94 425540)
BOR_RIO_KOLKEN.1979,K836,2021-03-08,,POINT (186299.25 427504.5)
BOR_RIO_KOLKEN.1980,K837,2021-03-08,,POINT (186323.58 427518.8)
BOR_RIO_KOLKEN.1981,K838,2021-03-08,,POINT (186277.33 427491.12)
BOR_RIO_KOLKEN.1982,K39203,2021-03-08,,POINT (182931.22 424882.4)
BOR_RIO_KOLKEN.1983,K39204,2021-03-08,,POINT (183032.53 424851.4)
BOR_RIO_KOLKEN.1984,K39206,2021-03-08,,POINT (183477.84 425068.03)
BOR_RIO_KOLKEN.1985,K39207,2021-03-08,,POINT (183491.94 425070.56)
BOR_RIO_KOLKEN.1986,K39208,2021-03-08,,POINT (182970.84 425372.78)
BOR_RIO_KOLKEN.1987,K39209,2021-03-08,,POINT (182864.52 425358.47)
BOR_RIO_KOLKEN.1988,K39210,2021-03-08,,POINT (182745.08 425310.34)
BOR_RIO_KOLKEN.1989,K39211,2021-03-08,,POINT (182746.89 425276.03)
BOR_RIO_KOLKEN.1990,K39212,2021-03-08,,POINT (182699.83 425198.28)
BOR_RIO_KOLKEN.1991,K39213,2021-03-08,,POINT (182722.05 425277.9)
BOR_RIO_KOLKEN.1992,K39214,2021-03-08,,POINT (182736.94 425259.38)
BOR_RIO_KOLKEN.1993,K39215,2021-03-08,,POINT (182825.45 425288.5)
BOR_RIO_KOLKEN.1994,K39216,2021-03-08,,POINT (182847.27 425319.8)
BOR_RIO_KOLKEN.1995,K39217,2021-03-08,,POINT (187591.464 430690.278)
BOR_RIO_KOLKEN.770,K2782,2021-03-08,,POINT (181005.33 426664.25)
BOR_RIO_KOLKEN.771,K2783,2021-03-08,,POINT (181372.95 426300.6)
BOR_RIO_KOLKEN.772,K2784,2021-03-08,,POINT (181315.75 426493.72)
BOR_RIO_KOLKEN.773,K2785,2021-03-08,,POINT (181378.34 426332.34)
BOR_RIO_KOLKEN.774,K2786,2021-03-08,,POINT (181407.86 426433.16)
BOR_RIO_KOLKEN.775,K2787,2021-03-08,,POINT (181386.02 426358.97)
BOR_RIO_KOLKEN.776,K2788,2021-03-08,,POINT (180900.78 426718.75)
BOR_RIO_KOLKEN.777,K2789,2021-03-08,,POINT (180868.97 426739.06)
BOR_RIO_KOLKEN.778,K2790,2021-03-08,,POINT (180851.73 426749.2)
BOR_RIO_KOLKEN.779,K2791,2021-03-08,,POINT (180833.95 426758.6)
BOR_RIO_KOLKEN.780,K2792,2021-03-08,,POINT (180934.78 426691.22)
BOR_RIO_KOLKEN.781,K2793,2021-03-08,,POINT (180953.73 426679.22)
BOR_RIO_KOLKEN.782,K2794,2021-03-08,,POINT (181402.58 426424.16)
BOR_RIO_KOLKEN.783,K2795,2021-03-08,,POINT (181259.58 426306.22)
BOR_RIO_KOLKEN.784,K2796,2021-03-08,,POINT (181232.3 426306.94)
BOR_RIO_KOLKEN.785,K2797,2021-03-08,,POINT (181206.23 426307.6)
BOR_RIO_KOLKEN.786,K2798,2021-03-08,,POINT (181126.8 426317.28)
BOR_RIO_KOLKEN.787,K2799,2021-03-08,,POINT (181112.9 426318.97)
BOR_RIO_KOLKEN.788,K2800,2021-03-08,,POINT (181065.17 426316.25)
BOR_RIO_KOLKEN.789,K2801,2021-03-08,,POINT (180789.84 426353.9)
BOR_RIO_KOLKEN.790,K2802,2021-03-08,,POINT (180790.11 426379.72)
BOR_RIO_KOLKEN.791,K2803,2021-03-08,,POINT (180783.1 426382.5)
BOR_RIO_KOLKEN.792,K2804,2021-03-08,,POINT (180754.92 426360.3)
BOR_RIO_KOLKEN.793,K2805,2021-03-08,,POINT (180806.48 426343.94)
BOR_RIO_KOLKEN.794,K2806,2021-03-08,,POINT (180928.72 426644.62)
BOR_RIO_KOLKEN.795,K2807,2021-03-08,,POINT (180915.52 426619.3)
BOR_RIO_KOLKEN.796,K2808,2021-03-08,,POINT (180904.42 426598.12)
BOR_RIO_KOLKEN.797,K2809,2021-03-08,,POINT (180891.5 426573.44)
BOR_RIO_KOLKEN.798,K2810,2021-03-08,,POINT (180878.77 426549.2)
BOR_RIO_KOLKEN.799,K2811,2021-03-08,,POINT (180869.72 426531.8)
BOR_RIO_KOLKEN.800,K2812,2021-03-08,,POINT (180857.48 426508.44)
BOR_RIO_KOLKEN.801,K2813,2021-03-08,,POINT (180847.08 426488.6)
BOR_RIO_KOLKEN.802,K2814,2021-03-08,,POINT (180835.8 426467.03)
BOR_RIO_KOLKEN.803,K2815,2021-03-08,,POINT (180822.81 426442.16)
BOR_RIO_KOLKEN.804,K2816,2021-03-08,,POINT (180933.9 426670.9)
BOR_RIO_KOLKEN.805,K2817,2021-03-08,,POINT (180921.58 426647.2)
BOR_RIO_KOLKEN.806,K2818,2021-03-08,,POINT (180908.3 426621.8)
BOR_RIO_KOLKEN.807,K2819,2021-03-08,,POINT (180897.05 426600.25)
BOR_RIO_KOLKEN.808,K2820,2021-03-08,,POINT (180872.56 426553.53)
BOR_RIO_KOLKEN.809,K2821,2021-03-08,,POINT (180862.52 426534.28)
BOR_RIO_KOLKEN.810,K2822,2021-03-08,,POINT (180851.25 426512.88)
BOR_RIO_KOLKEN.811,K2823,2021-03-08,,POINT (180840.8 426492.8)
BOR_RIO_KOLKEN.812,K2824,2021-03-08,,POINT (180828.48 426469.28)
BOR_RIO_KOLKEN.813,K2825,2021-03-08,,POINT (180817.17 426447.7)
BOR_RIO_KOLKEN.814,K2826,2021-03-08,,POINT (180806.9 426428.06)
BOR_RIO_KOLKEN.815,K2827,2021-03-08,,POINT (180796.03 426407.16)
BOR_RIO_KOLKEN.816,K2828,2021-03-08,,POINT (181344.39 426467.8)
BOR_RIO_KOLKEN.817,K2829,2021-03-08,,POINT (181365.47 426455.22)
BOR_RIO_KOLKEN.818,K2830,2021-03-08,,POINT (181387.36 426442.1)
BOR_RIO_KOLKEN.819,K2831,2021-03-08,,POINT (181216.39 426542.22)
BOR_RIO_KOLKEN.820,K2832,2021-03-08,,POINT (181191.84 426555.8)
BOR_RIO_KOLKEN.821,K2833,2021-03-08,,POINT (181176.11 426564.53)
BOR_RIO_KOLKEN.822,K2834,2021-03-08,,POINT (181152.1 426577.8)
BOR_RIO_KOLKEN.823,K2835,2021-03-08,,POINT (181126.1 426591.94)
BOR_RIO_KOLKEN.824,K2836,2021-03-08,,POINT (181103.95 426603.7)
BOR_RIO_KOLKEN.825,K2837,2021-03-08,,POINT (181085.28 426613.5)
BOR_RIO_KOLKEN.826,K2838,2021-03-08,,POINT (181067.47 426622.84)
BOR_RIO_KOLKEN.827,K2839,2021-03-08,,POINT (181042.81 426635.72)
BOR_RIO_KOLKEN.828,K2840,2021-03-08,,POINT (181023.48 426645.84)
BOR_RIO_KOLKEN.829,K2841,2021-03-08,,POINT (180908.84 426705.9)
BOR_RIO_KOLKEN.830,K2842,2021-03-08,,POINT (180881.61 426719.84)
BOR_RIO_KOLKEN.831,K2843,2021-03-08,,POINT (180862.03 426728.88)
BOR_RIO_KOLKEN.832,K2844,2021-03-08,,POINT (180841.58 426738.34)
BOR_RIO_KOLKEN.833,K2845,2021-03-08,,POINT (181394.88 426446.53)
BOR_RIO_KOLKEN.834,K2846,2021-03-08,,POINT (181367.19 426463.12)
BOR_RIO_KOLKEN.835,K2847,2021-03-08,,POINT (181215.19 426551.7)
BOR_RIO_KOLKEN.836,K2848,2021-03-08,,POINT (181094.83 426617.16)
BOR_RIO_KOLKEN.837,K2849,2021-03-08,,POINT (181071.83 426629.25)
BOR_RIO_KOLKEN.838,K2850,2021-03-08,,POINT (181025.83 426653.28)
BOR_RIO_KOLKEN.839,K2851,2021-03-08,,POINT (180981.38 426676.53)
BOR_RIO_KOLKEN.840,K2852,2021-03-08,,POINT (180960.7 426687.34)
BOR_RIO_KOLKEN.841,K2853,2021-03-08,,POINT (180939.11 426698.7)
BOR_RIO_KOLKEN.842,K2854,2021-03-08,,POINT (180920.9 426708.2)
BOR_RIO_KOLKEN.843,K2855,2021-03-08,,POINT (181226.5 426519.3)
BOR_RIO_KOLKEN.844,K2856,2021-03-08,,POINT (181212.05 426491.66)
BOR_RIO_KOLKEN.845,K2857,2021-03-08,,POINT (181199.19 426467.03)
BOR_RIO_KOLKEN.846,K2858,2021-03-08,,POINT (181185.81 426441.44)
BOR_RIO_KOLKEN.847,K2859,2021-03-08,,POINT (181174.02 426418.88)
BOR_RIO_KOLKEN.848,K2860,2021-03-08,,POINT (181220.61 426524.2)
BOR_RIO_KOLKEN.849,K2861,2021-03-08,,POINT (181193.5 426472.53)
BOR_RIO_KOLKEN.850,K2862,2021-03-08,,POINT (181179.86 426446.4)
BOR_RIO_KOLKEN.851,K2863,2021-03-08,,POINT (181166.33 426420.53)
BOR_RIO_KOLKEN.852,K2864,2021-03-08,,POINT (181152.3 426393.66)
BOR_RIO_KOLKEN.853,K2865,2021-03-08,,POINT (181140.38 426370.84)
BOR_RIO_KOLKEN.854,K2866,2021-03-08,,POINT (181128.05 426347.3)
BOR_RIO_KOLKEN.855,K2867,2021-03-08,,POINT (181180.7 426308.6)
BOR_RIO_KOLKEN.856,K2868,2021-03-08,,POINT (181145.12 426310.5)
BOR_RIO_KOLKEN.857,K2869,2021-03-08,,POINT (181099.92 426313.5)
BOR_RIO_KOLKEN.858,K2870,2021-03-08,,POINT (180991.3 426323.62)
BOR_RIO_KOLKEN.859,K2871,2021-03-08,,POINT (180930.98 426331.03)
BOR_RIO_KOLKEN.860,K2872,2021-03-08,,POINT (180907.98 426334.12)
BOR_RIO_KOLKEN.861,K2873,2021-03-08,,POINT (180873.27 426339.38)
BOR_RIO_KOLKEN.862,K2874,2021-03-08,,POINT (180843.05 426344.22)
BOR_RIO_KOLKEN.863,K2875,2021-03-08,,POINT (180814.81 426348.97)
BOR_RIO_KOLKEN.864,K2876,2021-03-08,,POINT (181134.22 426342.84)
BOR_RIO_KOLKEN.865,K2877,2021-03-08,,POINT (181394.16 426358.84)
BOR_RIO_KOLKEN.866,K2878,2021-03-08,,POINT (181394.58 426389.12)
BOR_RIO_KOLKEN.867,K2879,2021-03-08,,POINT (181402.48 426388.75)
BOR_RIO_KOLKEN.868,K2880,2021-03-08,,POINT (181384.94 426325.62)
BOR_RIO_KOLKEN.869,K2881,2021-03-08,,POINT (181367.61 426308.7)
BOR_RIO_KOLKEN.870,K2882,2021-03-08,,POINT (181353.4 426305.94)
BOR_RIO_KOLKEN.871,K2883,2021-03-08,,POINT (181326.81 426298.44)
BOR_RIO_KOLKEN.872,K2884,2021-03-08,,POINT (181324.89 426306.03)
BOR_RIO_KOLKEN.873,K2885,2021-03-08,,POINT (181294.03 426298.34)
BOR_RIO_KOLKEN.874,K2886,2021-03-08,,POINT (181292.62 426306.1)
BOR_RIO_KOLKEN.875,K2887,2021-03-08,,POINT (181288.2 426501.03)
BOR_RIO_KOLKEN.876,K2888,2021-03-08,,POINT (181244.58 426526.28)
BOR_RIO_KOLKEN.877,K2889,2021-03-08,,POINT (181021.75 426320.38)
BOR_RIO_KOLKEN.878,K2890,2021-03-08,,POINT (181233.69 426299.3)
BOR_RIO_KOLKEN.879,K2891,2021-03-08,,POINT (181261.08 426298.6)
BOR_RIO_KOLKEN.880,K2892,2021-03-08,,POINT (180825.45 426745.75)
BOR_RIO_KOLKEN.881,K2893,2021-03-08,,POINT (181050.47 426310.28)
BOR_RIO_KOLKEN.882,K2895,2021-03-08,,POINT (180901.69 426327.53)
BOR_RIO_KOLKEN.883,K2896,2021-03-08,,POINT (181111.22 426608.47)
BOR_RIO_KOLKEN.884,K2897,2021-03-08,,POINT (180941.17 426668.44)
BOR_RIO_KOLKEN.885,K2899,2021-03-08,,POINT (180701.6 426363.47)
BOR_RIO_KOLKEN.886,K2900,2021-03-08,,POINT (180677.73 426368.94)
BOR_RIO_KOLKEN.887,K2901,2021-03-08,,POINT (180681.19 426379)
BOR_RIO_KOLKEN.888,K2902,2021-03-08,,POINT (180651.02 426373.97)
BOR_RIO_KOLKEN.889,K2903,2021-03-08,,POINT (181315.5 426484.9)
BOR_RIO_KOLKEN.890,K2904,2021-03-08,,POINT (181290.19 426508.66)
BOR_RIO_KOLKEN.891,K2905,2021-03-08,,POINT (181264.67 426514.62)
BOR_RIO_KOLKEN.892,K2906,2021-03-08,,POINT (181264.69 426523.44)
BOR_RIO_KOLKEN.893,K2907,2021-03-08,,POINT (180871.36 426332.2)
BOR_RIO_KOLKEN.894,K2908,2021-03-08,,POINT (180962.994 426319.179)
BOR_RIO_KOLKEN.895,K2910,2021-03-08,,POINT (180654.5 426385.88)
BOR_RIO_KOLKEN.896,K2911,2021-03-08,,POINT (180634.493 426391.068)
BOR_RIO_KOLKEN.897,K2912,2021-03-08,,POINT (180999.95 426658.12)
BOR_RIO_KOLKEN.898,K4758,2021-03-08,,POINT (182787.1 427053.72)
BOR_RIO_KOLKEN.899,K6695,2021-03-08,,POINT (183913.12 428758.72)
BOR_RIO_KOLKEN.900,K6696,2021-03-08,,POINT (182186.62 426912.8)
BOR_RIO_KOLKEN.901,K2914,2021-03-08,,POINT (182907.61 426015.44)
BOR_RIO_KOLKEN.902,K2915,2021-03-08,,POINT (182830.1 426000.44)
BOR_RIO_KOLKEN.903,K2916,2021-03-08,,POINT (182849.44 426004.25)
BOR_RIO_KOLKEN.904,K2917,2021-03-08,,POINT (182868.72 426008)
BOR_RIO_KOLKEN.905,K2918,2021-03-08,,POINT (182888.22 426011.72)
BOR_RIO_KOLKEN.906,K2919,2021-03-08,,POINT (182639.48 425944)
BOR_RIO_KOLKEN.907,K2920,2021-03-08,,POINT (182658.78 425950.06)
BOR_RIO_KOLKEN.908,K2921,2021-03-08,,POINT (182677.95 425956.06)
BOR_RIO_KOLKEN.909,K2922,2021-03-08,,POINT (182697 425962.03)
BOR_RIO_KOLKEN.910,K2923,2021-03-08,,POINT (182716.12 425968.03)
BOR_RIO_KOLKEN.911,K2924,2021-03-08,,POINT (182734.75 425973.9)
BOR_RIO_KOLKEN.912,K2925,2021-03-08,,POINT (182753.53 425979.8)
BOR_RIO_KOLKEN.913,K2926,2021-03-08,,POINT (182772.5 425985.72)
BOR_RIO_KOLKEN.914,K2927,2021-03-08,,POINT (182791.38 425991.44)
BOR_RIO_KOLKEN.915,K2928,2021-03-08,,POINT (182810.3 425996.34)
BOR_RIO_KOLKEN.916,K33616,2021-03-08,,POINT (184964.25 424412.2)
BOR_RIO_KOLKEN.917,K4762,2021-03-08,,POINT (183603.72 423762.1)
BOR_RIO_KOLKEN.918,K4764,2021-03-08,,POINT (183638.33 423788.1)
BOR_RIO_KOLKEN.919,K4765,2021-03-08,,POINT (183667.33 423809.8)
BOR_RIO_KOLKEN.920,K4766,2021-03-08,,POINT (183653.11 423799.2)
BOR_RIO_KOLKEN.921,K4767,2021-03-08,,POINT (183714.33 423844.97)
BOR_RIO_KOLKEN.922,K4768,2021-03-08,,POINT (183730.61 423855.5)
BOR_RIO_KOLKEN.923,K4770,2021-03-08,,POINT (183762.2 423877.34)
BOR_RIO_KOLKEN.924,K4771,2021-03-08,,POINT (183509.53 423691.3)
BOR_RIO_KOLKEN.925,K4772,2021-03-08,,POINT (183541.84 423715.6)
BOR_RIO_KOLKEN.926,K4773,2021-03-08,,POINT (183557.47 423727.34)
BOR_RIO_KOLKEN.927,K4774,2021-03-08,,POINT (183571.42 423737.9)
BOR_RIO_KOLKEN.928,K4775,2021-03-08,,POINT (183587.3 423749.8)
BOR_RIO_KOLKEN.929,K33617,2021-03-08,,POINT (183982.92 424029.94)
BOR_RIO_KOLKEN.930,K33618,2021-03-08,,POINT (183964.86 424021.12)
BOR_RIO_KOLKEN.931,K33619,2021-03-08,,POINT (183947.8 424012.28)
BOR_RIO_KOLKEN.932,K4776,2021-03-08,,POINT (183930.12 424002.5)
BOR_RIO_KOLKEN.933,K33620,2021-03-08,,POINT (184001.06 424038.03)
BOR_RIO_KOLKEN.934,K33621,2021-03-08,,POINT (184018.58 424045.56)
BOR_RIO_KOLKEN.935,K2929,2021-03-08,,POINT (184092.72 424070.94)
BOR_RIO_KOLKEN.936,K33622,2021-03-08,,POINT (184036.64 424052.62)
BOR_RIO_KOLKEN.937,K33623,2021-03-08,,POINT (184055.94 424059.22)
BOR_RIO_KOLKEN.938,K33624,2021-03-08,,POINT (184074.53 424063.97)
BOR_RIO_KOLKEN.939,K6698,2021-03-08,,POINT (183805.03 423912.72)
BOR_RIO_KOLKEN.940,K6699,2021-03-08,,POINT (183820.4 423925.97)
BOR_RIO_KOLKEN.941,K6700,2021-03-08,,POINT (183835.94 423937.62)
BOR_RIO_KOLKEN.942,K4777,2021-03-08,,POINT (183851.62 423949.44)
BOR_RIO_KOLKEN.943,K4778,2021-03-08,,POINT (183867.45 423961.28)
BOR_RIO_KOLKEN.944,K4779,2021-03-08,,POINT (183883.3 423972.5)
BOR_RIO_KOLKEN.945,K4780,2021-03-08,,POINT (183895.94 423981.4)
BOR_RIO_KOLKEN.946,K4781,2021-03-08,,POINT (183911.11 423992.1)
BOR_RIO_KOLKEN.947,K33627,2021-03-08,,POINT (184358.81 424174.72)
BOR_RIO_KOLKEN.948,K33628,2021-03-08,,POINT (184378.19 424181.78)
BOR_RIO_KOLKEN.949,K33629,2021-03-08,,POINT (184397.5 424188.88)
BOR_RIO_KOLKEN.950,K33630,2021-03-08,,POINT (184280.38 424145.6)
BOR_RIO_KOLKEN.951,K33631,2021-03-08,,POINT (184242.98 424131.62)
BOR_RIO_KOLKEN.952,K33632,2021-03-08,,POINT (184228.67 424126.25)
BOR_RIO_KOLKEN.953,K33633,2021-03-08,,POINT (184417.05 424196.28)
BOR_RIO_KOLKEN.954,K33634,2021-03-08,,POINT (184436.08 424203.34)
BOR_RIO_KOLKEN.955,K33635,2021-03-08,,POINT (184454.62 424210.2)
BOR_RIO_KOLKEN.956,K33636,2021-03-08,,POINT (184472.86 424217.5)
BOR_RIO_KOLKEN.957,K2930,2021-03-08,,POINT (184491.03 424224.2)
BOR_RIO_KOLKEN.958,K33637,2021-03-08,,POINT (184706.3 424303.44)
BOR_RIO_KOLKEN.959,K33638,2021-03-08,,POINT (184832.42 424355.84)
BOR_RIO_KOLKEN.960,K33639,2021-03-08,,POINT (184813.56 424347.8)
BOR_RIO_KOLKEN.961,K33640,2021-03-08,,POINT (184794.62 424339.84)
BOR_RIO_KOLKEN.962,K33641,2021-03-08,,POINT (184775.73 424331.78)
BOR_RIO_KOLKEN.963,K33642,2021-03-08,,POINT (184723.95 424310.38)
BOR_RIO_KOLKEN.964,K33643,2021-03-08,,POINT (184758.796 424323.956)
BOR_RIO_KOLKEN.965,K33644,2021-03-08,,POINT (184741.1 424317.3)
BOR_RIO_KOLKEN.966,K33645,2021-03-08,,POINT (184983.1 424420.12)
BOR_RIO_KOLKEN.967,K33646,2021-03-08,,POINT (184945.58 424404.34)
