AreaManagerId,AreaId,Location,AreaDesc,StartDataArea,EndDataArea,UsageId,Aantal parkeer plaatsen,Aantal laad punten,Toegankelijk voor gehandicapten,Maximale doorrijhoogte
1921,1921_CPBAL,"(52.879320695, 5.61060699)",Carpool Balk/Wijckel N359 (Wijckel),20150617,29991231,CARPOOL,12,0,0,0
1721,1721_CPOSS,"(51.735059881, 5.509989528)",Carpool Oss A59 (Heesch),20150512,29991231,CARPOOL,64,0,,0
1921,1921_CPSNO,"(52.914152266, 5.777539954)",Carpool Sint Nicolaasga A6/N927,20150617,29991231,CARPOOL,56,0,0,0
1921,1921_CPSPA,"(52.911503893, 5.69930354)",Carpool Spannenburg (Tjerkgaast),20150617,29991231,CARPOOL,10,0,0,0
307,307_CPBUN,"(52.209554592, 5.364317329)",Carpool Bunschoten A1 (Hoogland),20150505,29991231,CARPOOL,100,0,0,0
114,114_CPZWA,"(52.730731148, 7.041069031)",Carpool Zwartemeer (Zwartemeer),20150622,29991231,CARPOOL,12,0,0,0
327,327_CPLEU,"(52.142612647, 5.41328712)",Carpool Leusden A28 (Leusden),20150805,29991231,CARPOOL,75,0,0,0
797,797_CPHEU,"(51.696666194, 5.162943302)",Carpool Ei van Drunen A59 (Drunen),20150903,29991231,CARPOOL,60,0,1,0
1904,1904_CPBRE,"(52.170186883, 4.985808642)",Carpool Breukelen A2 (Breukelen),20150902,29991231,CARPOOL,85,0,1,0
321,321_CPHOU,"(52.027555967, 5.128257616)",Carpool Houten A27 (Houten),20150722,29991231,CARPOOL,115,0,0,0
756,756_CPBOX,"(51.665934793, 5.943427875)",Carpool Boxmeer A77 (Beugen),20150526,29991231,CARPOOL,16,0,,0
743,743_CPAST,"(51.416708298, 5.753630845)",Carpool Asten A67 (Asten),20150506,29991231,CARPOOL,30,0,,0
770,770_CPEER,"(51.376864575, 5.317217533)",Carpool Eersel A67 (Duizel),20150810,29991231,CARPOOL,32,0,,0
736,736_CPABC,"(52.267004061, 4.963856318)",Carpool Abcoude A2 (Abcoude),20150610,29991231,CARPOOL,69,0,,0
1680,1680_CPGAS,"(52.97535526, 6.778858994)",Carpool knooppunt N34/N378 (Gasselte),20150421,29991231,CARPOOL,14,0,,0
148,148_CPNIE,"(52.592131368, 6.282721804)",Carpool Nieuwleusen (Nieuwleusen),20150612,29991231,CARPOOL,16,0,,0
2001,501_BRIELL,"(51.8672, 4.224426)",Brielle N494 Wellebrug Groene Kruisweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,14,0,0,0
1598,1598_CPLEE,"(52.648723149, 5.033233811)",Carpool Hoorn De Leekerlanden A7 (Berkhout),20150723,29991231,CARPOOL,175,0,,0
1681,1681_CPBOR,"(52.924135919, 6.785439012)",Carpool Borger (Borger),20150522,29991231,CARPOOL,67,0,,0
230,230_CPHAR,"(52.411232054, 5.88915019)",Carpool 't Harde A28 ('t Harde),20150810,29991231,CARPOOL,33,0,0,0
342,342_PRSBG,"(52.116528346, 5.304996541)",Carpool Soesterberg (Soesterberg),20150831,29991231,CARPOOL,192,0,,0
1598,1598_CPHAV,"(52.629354409, 5.01111355)",Carpool Hoorn Avenhorn A7 (Scharwoude),20150723,29991231,CARPOOL,26,0,,0
1680,1680_CPROL,"(52.976289475, 6.650824035)",Carpool Rolde (Rolde),20150421,29991231,CARPOOL,10,0,,0
777,777_CPCOU,"(51.569548861, 4.649364875)",Carpool Couperuslaan (Etten-Leur),20150811,29991231,CARPOOL,15,0,0,0
202,202_CPANO,"(52.017957206, 5.926542844)",Carpool Arnhem-Noord A12 (Arnhem),20150505,29991231,CARPOOL,235,0,,0
148,148_CPLEM,"(52.4419791, 6.339498745)",Carpool Lemelerveld N348 (Lemelerveld),20150612,29991231,CARPOOL,7,0,,0
59,59_CPKOO,"(53.225554741, 6.084655473)",Carpool N355/N369 (Kootstertille),20150422,29991231,CARPOOL,20,0,0,0
1680,1680_CPEEX,"(53.042489491, 6.821954115)",Carpool Eexterveen (Gieterveen),20150421,29991231,CARPOOL,10,0,,0
1904,1904_CPVIN,"(52.22372234, 4.983579952)",Carpool Vinkeveen A2 (Loenersloot),20150901,29991231,CARPOOL,147,0,1,0
1924,1924_CPDEN,"(51.697877823, 4.294196263)",Carpool Den Bommel (Ooltgensplaat),20150626,29991231,CARPOOL,66,0,,0
1680,1680_CPGSS,"(52.976644742, 6.791797815)",Carpool Jan Hugeslaan (Gasselte),20150421,29991231,CARPOOL,10,0,,0
1927,1927_CPPAP,"(51.84134885, 4.71339177)",Carpool Papendrecht-Graafstroom A15 (Oud-Alblas),20150811,29991231,CARPOOL,100,0,,0
1655,1655_CPOUD,"(51.585951294, 4.490243768)",Carpool Oudenbosch A17 (Oud Gastel),20150820,29991231,CARPOOL,30,0,0,0
1924,1924_CPSTE,"(51.811586146, 4.02396278)",Carpool Stellendam (Stellendam),20150626,29991231,CARPOOL,50,0,,0
1904,1904_CPMAA,"(52.121641536, 5.035816422)",Carpool Maarssen A2 (Maarssen),20150901,29991231,CARPOOL,28,0,0,0
1680,1680_CPGIE,"(53.001713352, 6.750880844)",Carpool Gieten (Gieten),20150421,29991231,CARPOOL,25,0,,0
1924,1924_CPPRO,"(51.798356944, 4.01971166)",Carpool Provincialweg N215 (Stellendam),20150626,29991231,CARPOOL,20,0,,0
1771,1771_CPGEL,"(51.405209153, 5.563261936)",Carpool Geldrop A67 (Geldrop),20150623,29991231,CARPOOL,0,0,0,0
1680,1680_CPBAR,"(53.049955343, 6.846679317)",Carpool Bareveld (Bareveld),20150421,29991231,CARPOOL,20,0,,200
1680,1680_CPANN,"(53.04896287, 6.714175965)",Carpool Annen-Anloo (Annen),20150421,29991231,CARPOOL,17,0,,0
1924,1924_CPOUD,"(51.69652971, 4.211243798)",Carpool Oude-Tonge (Oude-Tonge),20150626,29991231,CARPOOL,50,0,,0
2001,1931_BERKW,"(51.929218, 4.717472)",Berkenwoude N210 Zuidbroekse Opweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,15,0,0,0
1680,1680_CPNIE,"(53.048502627, 6.847262346)",Carpool Nieuwediep (Nieuwediep),20150421,29991231,CARPOOL,20,0,,0
546,546_CPWIL,"(52.147493886, 4.521682545)",Carpool Willem van der Madeweg (Leiden),20150728,29991231,CARPOOL,53,0,0,0
888,888_CPGEL,"(50.954285996, 5.812333346)",Carpool Geleen Neerbeek A76 (Neerbeek),20150512,29991231,CARPOOL,16,0,0,200
118,118_CPTOLD,"(52.739046518, 6.473108793)",Carpoolplaats Toldijk,20160101,29991231,CARPOOL,18,0,0,0
2001,1931_LEKKE,"(51.911677, 4.642861)",Lekkerkerk N210 N476 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,8,0,0,0
2001,1884_LEIMU,"(52.224759, 4.676405)",Leimuiden N207 Dr. Stapenseastraat (Provincie Zuid-Holland),20170101,29991231,CARPOOL,6,0,0,0
2001,1842_SCHIP,"(51.994025, 4.316115)",Schipluiden N468 A4 afslag 13 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,30,0,0,0
2001,1930_BERNH,"(51.860065, 4.238574)",Bernisse N218 Heenvliet/Verdouwenhoeck (Provincie Zuid-Holland),20170101,29991231,CARPOOL,20,0,0,0
2001,1892_NIEUW,"(51.981184, 4.613447)",Nieuwerkerk a/d Ijsel N219 A20 afslag 17 1e Tochtweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,15,0,0,0
2001,1924_STELL,"(51.798319, 4.019943)",Stellendam N215 N215 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,20,0,0,0
2001,627_WADDIN,"(52.020512, 4.61797)",Waddinxveen N453 A12 afslag 10 Beijerrincklaan (Provincie Zuid-Holland),20170101,29991231,CARPOOL,63,0,0,0
2001,484_HAZRIJ,"(52.120271, 4.584234)",Hazerswoude-Rijndijk N209 N11 Gemeneweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,30,0,0,0
2001,569_NIEUWV,"(52.188857, 4.761171)",Nieuwveen N231 N462 Schoterweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,5,0,0,0
2001,1884_RIJPW,"(52.186539, 4.587953)",Rijpwetering N445 Zuidweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,12,0,0,0
2001,611_NUMANS,"(51.75139, 4.421783)",Numansdorp-O N487 A29 afslag 22 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,51,0,0,0
2001,599_ROTDAM,"(51.952021, 4.420328)",Rotterdam N209 A13 Doenkadeweg Schieveensedijk (Provincie Zuid-Holland),20170101,29991231,CARPOOL,30,0,0,0
2001,569_TERAAR,"(52.176309, 4.769646)",Ter Aar N231 Nieuwveenseweg Zevenhovenseweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,14,0,0,0
356,356_CPNZU,"(52.001986941, 5.077647681)",Carpool Nieuwegein-Zuid A2 (Nieuwegein),20150812,29991231,CARPOOL,63,0,0,0
203,203_CPBNO,"(52.161430227, 5.598075363)",Carpool Barneveld-Noord (Barneveld),20150507,29991231,CARPOOL,12,0,0,0
34,34_CPSTI,"(52.313928826, 5.333893014)",Carpool A27 Stichtse Brug (Almere),20150428,29991231,CARPOOL,30,0,0,0
34,34_CPALM,"(52.373927251, 5.291433053)",Carpool A6 Almere Buiten-West (Almere),20150428,29991231,CARPOOL,371,0,0,0
74,74_CPHEE,"(52.971821471, 5.912723832)",Carpool Heerenveen A7/A32 (Heerenveen),20150831,29991231,CARPOOL,40,0,0,0
74,74_CPCEN,"(52.965578086, 5.930716116)",Carpool Heerenveen-Centrum A32 (Heerenveen),20150831,29991231,CARPOOL,140,0,0,0
74,74_CPTJA,"(52.987069265, 5.950056244)",Carpool Tjalleberd (Tjalleberd),20150831,29991231,CARPOOL,20,0,0,0
74,74_CPZUI,"(52.93166411, 5.96385348)",Carpool Heerenveen-Zuid (Oudeschoot),20150831,29991231,CARPOOL,40,0,0,0
74,74_CPAKK,"(53.047830486, 5.844221068)",Carpool Akkrum A32 (Akkrum),20150831,29991231,CARPOOL,20,0,0,0
995,995_CPLNO,"(52.548163981, 5.52977348)",Carpool Lelystad-Noord A6 (Lelystad),20150729,29991231,CARPOOL,27,0,,0
2001,1931_KRIMP,"(51.922775, 4.685567)",Krimpen a.d. Lek N210 N477 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,9,0,0,0
2001,534_HILLEG,"(52.277165, 4.571132)","Hillegom N207 N208 hmp 13,5 (Provincie Zuid-Holland)",20170101,29991231,CARPOOL,29,0,0,0
2001,1884_WOUBR,"(52.167508, 4.667156)","Woubrugge N207 N446 hmp 11,1 Kruisweg (Provincie Zuid-Holland)",20170101,29991231,CARPOOL,36,0,0,0
2001,1930_BERNG,"(51.85826, 4.262096)",Bernisse N218 Geervliet/Oude Singel (Provincie Zuid-Holland),20170101,29991231,CARPOOL,15,0,0,0
2001,530_HELLEV,"(51.857804, 4.12027)",Hellevoetsluis N496 Zwartedijk N57 hmp 11.9 Noorddijk (Provincie Zuid-Holland),20170101,29991231,CARPOOL,38,0,0,0
2001,537_KATWIJ,"(52.211467, 4.437492)","Katwijk N206 N449 hmp 2,9 (Provincie Zuid-Holland)",20170101,29991231,CARPOOL,12,0,0,0
995,995_CPLEL,"(52.481866042, 5.50279388)",Carpool Lelystad A6 (Lelystad),20150729,29991231,CARPOOL,118,0,,0
2001,638_ZOETER,"(52.127544, 4.495047)",Zoeterwoude N206 A4 afslag 7 (Provincie Zuid-Holland),20170101,29991231,CARPOOL,186,1,0,0
2001,484_ALPHEN,"(52.135566, 4.693441)",Alphen aan den Rijn N231 N207 Nieuwkoopseweg (Provincie Zuid-Holland),20170101,29991231,CARPOOL,16,0,0,0
788,788_CPHAA,"(51.601843102, 5.186990624)",Carpool Haaren-Oisterwijk N65 (Haaren),20150820,29991231,CARPOOL,18,0,,0
779,779_CPRZU,"(51.684548677, 4.877205913)",Carpool Raamsdonkveer A59 Zuid (Raamsdonkveer),20150813,29991231,CARPOOL,75,0,,0
957,957_CPROE,"(51.164093904, 5.95944496)",Carpool Roermond-Zuid A73/N271 (Herten),20150824,29991231,CARPOOL,44,0,0,0
779,779_CPRNO,"(51.688798198, 4.875579825)",Carpool Raamsdonkveer A59 Noord (Raamsdonkveer),20150813,29991231,CARPOOL,200,0,,0
762,762_CPDEU,"(51.465962097, 5.771947349)",Carpool Deurne (Deurne),20150615,29991231,CARPOOL,20,0,,0
779,779_CPGEE,"(51.715381759, 4.89006366)",Carpool Geertruidenberg (Raamsdonkveer),20150813,29991231,CARPOOL,34,0,,0
753,753_CPBWE,"(51.520980377, 5.394301366)",Carpool Best-West/De Wilg A2 (Best),20150519,29991231,CARPOOL,40,0,,0
784,784_CPGIL,"(51.554524165, 4.952765575)",Carpool Gilze A58 (Gilze),20150814,29991231,CARPOOL,77,0,,0
689,689_CPMEE,"(51.899603153, 4.984130492)",Carpool Meerkerk (Meerkerk),20150623,29991231,CARPOOL,82,0,,240
738,738_CPAAL,"(51.744334558, 5.113575487)",Carpool Aalburg (Wijk en Aalburg),20150421,29991231,CARPOOL,40,0,,0
753,753_CPBES,"(51.506608496, 5.410085865)",Carpool Best A2 (Best),20150519,29991231,CARPOOL,50,0,,0
59,59_CPBUI,"(53.259755341, 6.166314093)",Carpool Buitenpost (Buitenpost),20150422,29991231,CARPOOL,10,0,,0
575,575_CPKAT,"(52.211619136, 4.437579152)",Carpool Katwijk (Noordwijk),20150814,29991231,CARPOOL,12,0,,0
611,611_CPNWE,"(51.752746223, 4.411974896)",Carpool Numansdorp-West A29 (Numansdorp),20150604,29991231,CARPOOL,18,0,,0
585,585_CPOBO,"(51.814972993, 4.496983357)",Carpool Oud-Beijerland-Oost (Heinenoord),20150520,29991231,CARPOOL,125,0,,0
523,523_CPHAR,"(51.8236724, 4.844555117)",Carpool Hardinxveld-Giessendam (Hardinxveld-Giessendam),20150707,29991231,CARPOOL,42,0,,0
1931,1931_CPKRI,"(51.922634571, 4.685654654)",Carpool Krimpen aan de Lek (Krimpen aan de Lek),20150812,29991231,CARPOOL,12,0,,0
794,794_CPBAK,"(51.488202346, 5.70654854)",Carpool Bakel-Helmond (Helmond),20150710,29991231,CARPOOL,24,0,0,0
268,268_CPOOS,"(51.890733638, 5.838540294)",Carpool Oosterhout Nijmegen A15 (Nijmegen),20150813,29991231,CARPOOL,25,0,0,0
226,226_CPDUI,"(51.953042931, 6.035798829)",Carpool Duiven A12/N810 (Duiven),20150729,29991231,CARPOOL,28,0,,0
1931,1931_CPKRI,"(51.911643243, 4.642594383)",Carpool Krimpen aan de Lek (Krimpen aan de Lek),20150812,29991231,CARPOOL,12,0,,0
232,232_CPVAA,"(52.290818417, 6.008843694)",Carpool Vaassen A50 (Vaassen),20150811,29991231,CARPOOL,39,0,,0
1674,1674_CPHEE,"(51.508263458, 4.360497255)",Carpool Heerle A58 (Heerle),20150824,29991231,CARPOOL,14,0,0,200
503,503_CPDNO,"(52.02686113, 4.362980793)",Carpool Delft-Noord (Delft),20150610,29991231,CARPOOL,95,0,0,0
222,222_CPDOE,"(51.948952781, 6.278015035)",Carpool Doetinchem A18/N316 (Doetinchem),20150722,29991231,CARPOOL,23,0,0,0
244,244_CPHAT,"(52.4649125, 6.040362205)",Carpool Hattem A50 (Hattem),20150826,29991231,CARPOOL,59,0,,0
310,310_CPMAA,"(52.140500589, 5.16526567)",Carpool Maartensdijk A27 (Groenekan),20150609,29991231,CARPOOL,63,0,0,0
308,308_CPBAA,"(52.22224782, 5.252571834)",Carpool Baarn A1 (Baarn),20150506,29991231,CARPOOL,52,0,,0
376,376_CPHUI,"(52.282050268, 5.267127607)",Carpool Huizen A27 (Blaricum),20150521,29991231,CARPOOL,21,0,,0
420,420_CPABB,"(52.720109343, 5.022411568)",Carpool Abbekerk A7 (Abbekerk),20150810,29991231,CARPOOL,26,0,,0
398,398_CPOOS,"(52.638315945, 4.807573004)",Carpool Oosttangent (Heerhugowaard),20150708,29991231,CARPOOL,260,0,,0
420,420_CPWOG,"(52.695320668, 5.027388691)",Carpool Wognum A7 (Wognum),20150810,29991231,CARPOOL,16,0,,0
416,416_CPWAR,"(52.71936956, 4.773113582)",Carpool Warmenhuizen (Oudkarspel),20150727,29991231,CARPOOL,10,0,,0
489,489_CPBAR,"(51.844517245, 4.518303489)",Carpool Barendrecht (Barendrecht),20150507,29991231,CARPOOL,45,0,,0
664,664_CPWOL,"(51.530565767, 3.867378382)",Carpool Wolphaartsdijk (Wilhelminadorp),20150817,29991231,CARPOOL,26,0,0,0
353,353_CPIJS,"(52.015953989, 5.065261693)",Carpool IJsselstein A2 (IJsselstein),20150722,29991231,CARPOOL,69,0,0,250
109,109_CPCOO,"(52.658063216, 6.757233315)",Carpool Coevorden-Oost (Coevorden),20150603,29991231,CARPOOL,7,0,,0
109,109_CPERM,"(52.751050521, 6.81864066)",Carpool Erm (Erm),20150603,29991231,CARPOOL,29,0,,0
109,109_CPNSL,"(52.799250576, 6.7965438)",Carpool Noord-Sleen (Noord-Sleen),20150603,29991231,CARPOOL,20,0,,0
109,109_CPHOO,"(52.716203441, 6.611437254)",Carpool Hoogeveen Nieuwlande A37 (Geesbrug),20150603,29991231,CARPOOL,24,0,,0
109,109_CPZWE,"(52.803023811, 6.731598563)",Carpool Zweeloo (Zweeloo),20150603,29991231,CARPOOL,10,0,,0
147,147_CPBOR,"(52.296671481, 6.731795628)",Carpool Borne A35 (Borne),20150526,29991231,CARPOOL,63,0,0,0
1949,1949_CPFRA,"(53.201549634, 5.540646747)",Carpool Franeker A31 (Dongjum),20180101,29991231,CARPOOL,20,0,0,0
1681,1681_CPNWB,"(52.965074943, 6.889696108)",Carpool Nieuw-Buinen/Stadskanaal (Drouwenermond),20150522,29991231,CARPOOL,0,0,0,0
406,406_CPBUS,"(52.278162638, 5.18615739)",Carpool Bussum A1 (Huizen),20150812,29991231,CARPOOL,21,0,0,0
317,317_CPBAA,"(52.220269877, 5.306859025)",Carpool Baarn Eembrugge A1 (Eemnes),20150619,29991231,CARPOOL,30,0,,0
1681,1681_CPEXL,"(52.883135009, 6.826108996)",Carpool Exloo (Exloo),20150522,29991231,CARPOOL,12,0,0,0
