OBJECTID,AGEMATERIAAL,AGEGEBRUIKSTATUS,AGELABELCODE,AGEOPMERKING,MBSDIAMETERBINNEN,MBSDIAMETERBUITEN,AGEIDENT,GLOBALID,LDG_LDG_ID,AGE_AGE_ID,SHAPE_Length
1,,300,,Mantelbuis PVC ø400,,,BC1103,{6850EA15-4BC7-47D6-B6EB-604866A5D972},{19BB15B3-95F5-9AFD-E053-07011EAC467A},,6.98595493968943e-05
2,,300,,Mantelbuis spoorkruising,,,BC1318,{0FE296FD-9C67-4E54-95F7-D5ECF66F905C},{19BB15B3-95DC-9AFD-E053-07011EAC467A},,0.000448821856315192
3,,300,,Mantelbuis staal ø152.4,,,BC522,{E473E1BA-C849-4B69-B43C-519559568D3A},{19BB15B3-95E8-9AFD-E053-07011EAC467A},,5.67324974538049e-05
4,,300,,Mantelbuis staal Trompetterspad,,244,BC386,{0B0647F8-B332-4E3C-8792-6B8373E43B12},{19BB15B3-9612-9AFD-E053-07011EAC467A},,5.21607069795643e-05
5,,300,,Mantelbuis geen gegevens,,,BC876,{96E0F5A9-EF22-4B9F-A786-D26F33AE6337},{19BB15B3-9603-9AFD-E053-07011EAC467A},,9.94579199084689e-05
6,,300,,Mantelbuis PVC,,250,BC882,{B9901F3C-5575-440E-9ADF-E7D6BA04C792},{19BB15B3-9603-9AFD-E053-07011EAC467A},,0.000116254621501615
7,,300,,Mantelbuis PVC kl.34,,250,BC878,{4073DD4F-E406-4BB1-90FF-C125A582A025},{19BB15B3-9603-9AFD-E053-07011EAC467A},,8.42264691262723e-05
8,,300,,"Mantelbuis staal
",,315,BC944,{EC5B306D-0DE3-482A-B6A8-6E90F95129AC},{19BB15B3-95F2-9AFD-E053-07011EAC467A},,6.3896529307349e-05
9,6,300,,Mantelbuis Kreuleweg,,600,BC142,{17AE535F-CDA4-4A57-9995-7F4B15768393},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,0.000141707987415797
10,,,,,,,BC1454,{F913FA78-8B02-4973-9D69-C8E433AF7DB6},,{19BB13D3-F778-92C6-E053-07011EAC2355},8.79113748314172e-05
11,,,,,,,BC1455,{3954DDFC-73F3-4DAE-A504-BA610D8ACBE7},,{19BB13D3-F779-92C6-E053-07011EAC2355},5.41997973355587e-05
12,,300,,Mantelbuis PVC,,315,BC248,{6C31149E-326E-4EAF-A0B4-B4B3FA4904B3},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000293676831312468
13,,300,,Mantelbuis PVC,,315,BC255,{812F7410-A668-430A-A9D4-CCE47B980DD3},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146992369513264
14,,,,,,,BC1456,{5FBC3652-99C0-48BA-9975-A1FB05F996B8},,{19BB13D3-F77A-92C6-E053-07011EAC2355},0.000210581224347812
15,,300,,Mantelbuis staal,,300,BC261,{B53A7600-A764-4229-A87D-2FE0AFFF1926},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000220080730895885
16,,,,,,,BC1457,{87D8AF07-9044-46F4-BB55-56386EB8CE2E},,{19BB13D3-F77B-92C6-E053-07011EAC2355},0.000247846548685586
17,,,,,,,BC1458,{CF77B58F-1A2C-4B8F-B7B4-1DC45CFFF1F5},,{19BB13D3-F77C-92C6-E053-07011EAC2355},0.000114628819038886
18,,,,,,,BC1459,{1A06A6B6-C329-4856-8018-BE6DA31E2FD6},,{19BB13D3-F77D-92C6-E053-07011EAC2355},0.000194751701140406
19,,,,,,,BC1435,{15D52317-8DC4-4098-9106-97D43FD7CB52},,{19BB13D3-F765-92C6-E053-07011EAC2355},0.000375468360172507
20,,300,,Mantelbuis PVC kl.34,,250,BC877,{6B766005-6BB2-4F4D-8F72-977098613AC6},{19BB15B3-9603-9AFD-E053-07011EAC467A},,8.4333594912403e-05
21,,300,,Mantelbuis PVC,,315,BC247,{0DC1000B-509A-4CE1-B9C0-F89FB4FC4577},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146793808301009
22,,400,,Mantelbuis staal verder geen gegevens op tekening,,,BC414,{C91E4C1A-D183-497F-BF03-5C4000E8323D},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000120980743611776
23,,400,,Mantelbuis staal verder geen gegevens op tekening,,,BC413,{3772CDE9-B7A5-4F33-B306-F89CADB38420},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000111833687524668
24,,400,,Mantelbuis staal verder geen gegevens op tekening,,,BC411,{DAC6415C-BDEA-41C5-A40C-AF88379B617A},{D56613D9-51D3-4855-92C1-A52B4B23B325},,8.35563215157193e-05
25,,400,,Mantelbuis staal verder geen gegevens op tekening,,,BC412,{D99341A2-33CB-46B4-976F-182512506B6A},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000162926506262911
26,,300,,"Mantelbuis geen gegevens
",,,BC783,{9B6D9A0D-DA37-4B13-A9CE-BEFF06D1DB5D},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,3.38266545766635e-05
27,10,300,,,,250,36279,{5D1D9ED2-E7B2-4065-A106-7A1371B41994},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,6.10094398767215e-05
28,10,300,,,,315,36280,{C59F096B-00DB-49C0-9A57-099D53259FB2},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.00012579455765712
29,10,300,,,,315,36281,{8CF8389A-21FA-4EAD-8E42-7A9F90710A54},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000131159072702347
30,10,300,,,,315,36282,{57F75F99-DA17-423A-A985-3249D5FC2ECA},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,5.09218510532747e-05
31,,300,,Mantelbuis staal,,300,BC257,{73494EE2-2E57-4A28-BAB4-61B63BE95B10},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000321381292053402
32,,300,,Mantelbuis geen gegevens,,,BC775,{1A3CD118-2A09-45BC-BD5C-78DDAA0BC68A},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,0.000108476280655322
33,,400,,Geen gegevens,,,BC780,{A24B3E28-8736-47DC-84DF-1DE8277A131A},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000163581388197668
34,,400,,Mantelbuis Nijverdalseweg,,,BC984,{81E9A195-EC7B-4A9C-934D-4D90A262CC4C},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000444968441125799
35,,400,,Geen gegevens,,,BC779,{566298FE-AAD1-40CE-850D-A921956DB65B},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000218810939772838
36,,400,,Geen gegevens,,500,BC778,{A5ABB2E1-A963-44D1-9A77-3A57516DAC1A},{D56613D9-51D3-4855-92C1-A52B4B23B325},,6.789221636581e-05
37,,300,,Mantelbuis staal,,,BC782,{AE90409B-DF42-4425-953C-90E511DF2203},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,6.11482348364747e-05
38,,,,,,,BC1436,{613ED6BF-130D-4568-9D6C-5E4D0731ABCD},,{19BB13D3-F766-92C6-E053-07011EAC2355},0.000196609537872266
39,,300,,Mantelbuis pvc ø160,,160,BC1164,{ED1966E3-108A-44B4-BC64-5C3D159B7BCC},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000114235389166766
40,,300,,"Mantelbuis pvc ø160
",,160,BC1167,{3611E57A-16E6-4EAC-A4B1-AE72660E5C25},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000112224344309866
41,,300,,"Mantelbuis staal ø146
",,146,BC1171,{ED635EFF-18BE-4410-A254-A63B9A1BBA7C},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000189606553920611
42,,300,,"Mantelbuis pvc ø160
",,,BC1175,{34A9E3A7-E088-44BC-86DB-4226F168495F},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.50066688031853e-05
43,,300,,Mantelbuis PVC,,250,BC1062,{FE86A83E-F2CB-4816-8AD4-4DD85E6EB5D4},{19BB15B3-95F4-9AFD-E053-07011EAC467A},,8.66249973480589e-05
44,,,,,,,BC1437,{A0D16307-991A-4A2C-A7D5-0337180F282C},,{19BB13D3-F767-92C6-E053-07011EAC2355},0.000175972048886185
45,,300,,"Mantelbuis pvc ø273
",,273,BC1177,{591F886C-11B3-4841-8A36-4A9B9C6B7BA6},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.79113748314172e-05
46,,,,,,,BC1440,{204F9EE2-0692-40BB-A49A-A9E3E5EB5646},,{19BB13D3-F76A-92C6-E053-07011EAC2355},9.03391420859667e-05
47,6,300,,Geen lengte bekend,,200,BC199,{92A24D8A-F28A-44E6-9ACB-4AB6D3C6B804},{19BB15B3-95D8-9AFD-E053-07011EAC467A},,0.000114350376837385
48,,300,,Mantelbuis staal  ø457x8,,,BC960,{0326CE36-751C-45EA-83C4-B5668A2C960B},{19BB15B3-960C-9AFD-E053-07011EAC467A},,0.000279845775678668
49,,300,,Mantelbuis staal,,300,BC262,{25A32173-8852-426D-979A-C989E0DE52DC},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,7.5038552877793e-05
50,,300,,"Mantelbuis staal  273 x 10
",,273,BC1063,{7E84CB31-AB21-4ABE-96D7-A4EAEB5D651A},{19BB15B3-95F4-9AFD-E053-07011EAC467A},,0.00015004486602519
51,,300,,"Mantelbuis pvc ø160
",,160,BC1174,{A7B26FD9-6E54-41BF-A6B7-872357A990F0},{19BB15B3-9606-9AFD-E053-07011EAC467A},,9.90874799980971e-05
52,,300,,"Geen gegevens
",,,BC1178,{947E83C1-A9A5-4D3A-BF7B-DAD0A08B8E21},{19BB15B3-9606-9AFD-E053-07011EAC467A},,5.41997973355587e-05
53,,300,,Geen gegevens,,,BC1183,{85818AC5-38CA-40E3-A0FE-962CADF9540E},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000114628819038886
54,,,,,,,BC1441,{922CEF2B-4F19-4D23-A211-0B40D09C37F9},,{19BB13D3-F76B-92C6-E053-07011EAC2355},0.000114235389166766
55,,,,,,,BC1442,{13D8D9AC-DB98-4404-9E79-18E107C8EF9A},,{19BB13D3-F76C-92C6-E053-07011EAC2355},7.65909426718743e-05
56,,,,,,,BC1443,{2525693A-E40B-4286-AEA3-24F63EDC311C},,{19BB13D3-F76D-92C6-E053-07011EAC2355},0.00115821524690273
57,,,,,,,BC1444,{EDD6A0FA-C918-4E1A-8EA6-BE35B7A15C14},,{19BB13D3-F76E-92C6-E053-07011EAC2355},0.000112224344309866
58,,,,,,,BC1445,{26122C43-BBD3-46BD-A8CE-BA23C1F87EDF},,{19BB13D3-F76F-92C6-E053-07011EAC2355},8.76777304801854e-05
59,,,,,,,BC1446,{6A3E1D9E-117C-4965-AB9F-AB8B00BF6024},,{19BB13D3-F770-92C6-E053-07011EAC2355},8.79312992349621e-05
60,,,,,,,BC1447,{10EF001A-B03B-40D8-805B-55F16E450B62},,{19BB13D3-F771-92C6-E053-07011EAC2355},4.31890772827257e-05
61,,300,,Mantelbuis PVC ø160,,160,BC1159,{799497ED-C133-4A94-8288-DC732D47B3A5},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.75581970899e-05
62,,300,,,,160,BC1236,{C118447D-62A9-44DD-A206-0CB23B4A0BB1},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,0.000141654302267928
63,,300,,,,125,BC1241,{6B182862-43B2-44EC-94A8-C9A2A8E96EEA},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,0.000137343797234516
64,,300,,Mantelbuis staal,,,BC765,{29243D84-C868-41E8-9BC9-14E4ABE89939},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,0.000137552222889483
65,,300,,Mantelbuis geen gegevens,,400,BC773,{FEF0F929-EB92-4C57-AB1C-D9E44C6ED550},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,6.74025867622456e-05
66,,300,,Mantelbuis staal,,400,BC781,{6A9E1033-1DEA-4D2A-9FFD-012677B5C227},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,0.000185308274798292
67,,300,,Mantelbuis staal ø457x8,,,BC1104,{8AC06C2F-4150-46A1-ADE0-D9A8891A7EDD},{19BB15B3-95F5-9AFD-E053-07011EAC467A},,0.000215088653875382
68,,300,,Geen gegevens,,,BC1182,{B5548026-CCAF-42F9-A992-7502115ED24B},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000100158904931113
69,,300,,"Mantelbuis ø500 KL34 L=12m.
transportleiding in mantelbuis trekvast
",,,BC1107,{D232D866-8E36-437F-89CD-A708B6D8E684},{19BB15B3-95F5-9AFD-E053-07011EAC467A},,0.000175972048886185
70,,300,,,,125,BC1239,{E9699D28-18B4-45C9-8703-5DC3B90493BA},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,9.33454366300928e-05
71,,,,,,,BC1448,{93881C48-30EB-4A3B-B1F3-070434EF2C81},,{19BB13D3-F772-92C6-E053-07011EAC2355},8.79291567115628e-05
72,,,,,,,BC1449,{6A5596CF-9658-4F13-BD0C-F6692B3150AD},,{19BB13D3-F773-92C6-E053-07011EAC2355},0.000189606553920611
73,,300,,Mantelbuis PVC,,315,BC242,{7F1E06EC-B1DE-4BE5-969E-5DFA631D6163},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146758721380878
74,,300,,Mantelbuis staal ø406,,,BC959,{75D79B20-8B82-4270-8038-74F4C4BD7248},{19BB15B3-960C-9AFD-E053-07011EAC467A},,0.000136280469054954
75,98,300,,Staal,,,BC332,{BCD78BFA-96FB-45BE-9283-8814912D9FDF},{19BB15B3-95E1-9AFD-E053-07011EAC467A},,8.16244409432596e-05
76,,,,,,,BC1460,{0D08BA85-D51D-44D1-B7D9-849929E0D8A7},,{19BB13D3-F77E-92C6-E053-07011EAC2355},0
77,,300,,,,,BC696,{ACDAA1C1-F994-489F-B9BB-9763EDD81002},{19BB15B3-960A-9AFD-E053-07011EAC467A},,0.000285932034132272
78,,300,,Mantelbuis Horstweg,,,BC1043,{FDD60918-C742-42C0-9192-2D98AC7DAB21},{19BB15B3-95F4-9AFD-E053-07011EAC467A},,0.000101625071722729
79,,300,,Mantelbuis PVC,,250,BC1060,{07DF9313-F319-4349-88CD-21BDB3666941},{19BB15B3-95F4-9AFD-E053-07011EAC467A},,7.21768674332473e-05
80,,300,,Mantelbuis PVC ø160,,160,BC1163,{D7FDE50F-A753-491C-8D1D-4BBD9B13EE21},{19BB15B3-9606-9AFD-E053-07011EAC467A},,9.03391420859667e-05
81,,300,,"Mantelbuis pvc ø160
",,160,BC1169,{678EC00B-A250-408D-AA88-2043AF399544},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.79312992349621e-05
82,,300,,"Mantelbuis pvc ø193
",,193,BC1176,{30C36411-7582-4EFA-B5C2-1A4D450D9807},{19BB15B3-9606-9AFD-E053-07011EAC467A},,7.27300478082775e-05
83,,300,,"Mantelbuis pvc ø273
",,273,BC1179,{AEF8F01A-7635-474F-9AA7-00A3B156AB94},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000194751701140406
84,,300,,,,160,BC1235,{A1A2DD6B-C810-4B25-9C1A-CCD76E490EB8},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,0.00014379802364372
85,,300,,,,125,BC1240,{3A0D2150-020A-44BA-A470-D5EEA3FAC0ED},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,0.000144779997955796
86,98,300,,Staal,,160,BC333,{EF464649-A08A-486F-917F-63F6C094FA45},{19BB15B3-95E1-9AFD-E053-07011EAC467A},,0.000109415115957139
87,,300,,Mantelbuis staal geen lengte bekend,,250,BC350,{D36704B1-2B3A-412D-959B-3F41A172A498},{19BB15B3-95DF-9AFD-E053-07011EAC467A},,6.29130105963683e-05
88,,300,,,,200,BC360,{8CB67AF9-4E53-4186-909A-EB85565E3FBB},{19BB15B3-95E2-9AFD-E053-07011EAC467A},,0.000215347643523743
89,,300,,Mantelbuis staal ø193.7x 5,,,BC361,{B057B592-FD6C-4845-BCB0-AF743B7292D8},{19BB15B3-95E2-9AFD-E053-07011EAC467A},,3.62764228157532e-05
90,,300,,Mantelbuis,,,BC757,{E71DA3A3-6EFB-4E4B-8C97-A68740B165C0},{19BB15B3-95FA-9AFD-E053-07011EAC467A},,0.000116372491800416
91,,300,,Mantelbuis,,,BC759,{0D923F4E-ED5A-4F15-8F32-C273D7B3F74B},{19BB15B3-95FA-9AFD-E053-07011EAC467A},,0.000199267157793293
92,,300,,Mantelbuis staal ø193.7x 5,,,BC362,{5CC7F8E8-560E-4058-A06B-2BEF5633A248},{19BB15B3-95E2-9AFD-E053-07011EAC467A},,8.81405163678509e-05
93,,300,,Mantelbuis,,,BC758,{1F4CEE4A-BF96-4256-A8D4-C1C5E6AFED89},{19BB15B3-95FA-9AFD-E053-07011EAC467A},,0.000180951772825156
94,,300,,Mantelbuis spoorkruising,,,BC1319,{191D72A5-D2A5-4AA4-A9E5-C3F250134D68},{19BB15B3-95DC-9AFD-E053-07011EAC467A},,0.00083813242307933
95,,300,,Mantelbuis staal Zalkerveerweg,,244,BC385,{4460D1C8-536F-4A92-855A-1954C7B86661},{19BB15B3-9612-9AFD-E053-07011EAC467A},,7.38974670919778e-05
96,,300,,Mantelbuis PVC,,250,BC880,{062710E1-DD36-4FB7-B9DB-1E9BA67E841D},{19BB15B3-9603-9AFD-E053-07011EAC467A},,0.00011177151166266
97,6,300,,Mantelbuis Jachthuisweg,,600,BC143,{1FAB6B75-E374-45D2-A3F9-E89C8E61E0C7},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,0.000120669095518473
98,18,300,,,,323,32755,{46960AB5-B8F0-48CA-BA7C-CBB9CF683955},{4DC777AB-790C-47B3-94DE-A69D7C74AEEF},,0.000177025740678261
99,,300,,Mantelbuis PVC,,250,BC885,{C6D889A2-C59C-47DF-B767-F50C3BEBCAD3},{19BB15B3-9603-9AFD-E053-07011EAC467A},,6.57341730724608e-05
100,,300,,Mantelbuis geen aanvullende gegevens,,,BC246,{F0166BEE-5527-4859-9001-A8904D8AC8EC},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146784305245522
101,,300,,Mantelbuis PVC,,315,BC251,{98B32A8C-3F05-43C0-993C-8B7E4414FD67},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000294053134113159
102,,300,,Mantelbuis PVC,,160,BC281,{7F163119-9C27-4356-9610-771C515F7D02},{19BB15B3-95DA-9AFD-E053-07011EAC467A},,0.000117816841319932
103,,300,,,400,,BC640,{7AF1E03C-D8CA-487A-9F65-4F6EE069FEF6},{19BB15B3-95F9-9AFD-E053-07011EAC467A},,0.000111458725393191
104,6,300,,,,250,BC181,{28058F57-3059-4F38-A348-6712EC4E9479},{19BB15B3-960E-9AFD-E053-07011EAC467A},,9.52483875316197e-05
105,,300,,Mantelbuis Raalterweg,,,BC677,{98859E93-E22C-42A7-8121-6A26DE2E4501},{19BB15B3-95FB-9AFD-E053-07011EAC467A},,6.32130811318657e-05
106,,300,,Mantelbuis kruising Enkweg,,,BC680,{42EE255C-D1A2-4B2B-81E8-DC8568FEEEB0},{19BB15B3-95FB-9AFD-E053-07011EAC467A},,0.000256862376008408
107,,300,,Mantelbuis PVC,,315,BC243,{686C4BF9-B66F-42BA-91A6-141FCC63C0ED},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146758088410719
108,,300,,Mantelbuis PVC,,315,BC249,{94548D51-A791-487B-A11E-578ADD31E9A9},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146950211355377
109,,300,,Mantelbuis PVC,,315,BC254,{BCE5AFD0-AE6C-465C-B726-6C156AA3EAAD},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146731604332689
110,,300,,Mantelbuis staal,,300,BC256,{4EA61DA2-6EC6-4C8E-83AD-9394364A9E8D},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,7.3679274136256e-05
111,,300,,Mantelbuis spoorkruising,,,BC679,{EDC3BB3F-2D31-41F5-A29F-D6A0CA006158},{19BB15B3-95FB-9AFD-E053-07011EAC467A},,0.000280481257134586
112,,300,,"Mantelbuis PVC
Eigen weg",,315,BC939,{083F4949-AE7C-47C4-9A7F-8B7C850E7CD3},{19BB15B3-95F2-9AFD-E053-07011EAC467A},,5.59906813101934e-05
113,,300,,Mantelbuis A.C. ø250,,250,BC1154,{E58519B7-8B4E-4C1F-95D0-3B123D4A89DF},{19BB15B3-95F6-9AFD-E053-07011EAC467A},,0.000175198674049341
114,,300,,"Mantelbuis pvc ø160
",,160,BC1166,{3F987F58-CF53-41D5-9BDF-DD690A437709},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.00115821524690273
115,,300,,"Mantelbuis staal ø146
",,146,BC1172,{97C01726-A4BB-45EA-8C54-A2FAB41C899A},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.79291567115628e-05
116,,300,,"Mantelbuis staal ø200
",,200,BC1181,{B9994D8D-4DB1-4AE1-BD95-1AB41D544810},{19BB15B3-9606-9AFD-E053-07011EAC467A},,0.000210581224347812
117,,300,,Mantelbuis PVC ø160,,160,BC1160,{F15030EE-5A2B-4590-8283-99496857179A},{19BB15B3-9606-9AFD-E053-07011EAC467A},,8.74862393205909e-05
118,,300,,,,160,BC1238,{05A28D68-4BB4-4694-A16A-16E1BCE01D98},{19BB15B3-95F8-9AFD-E053-07011EAC467A},,0.000126468698637519
119,6,300,,Mantelbuis Engellandweg,,600,BC146,{710D79BF-4C8B-42BA-9AE0-3C65FD4F696A},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,0.000101251145003057
120,6,300,,Mantelbuis Ruitenborghweg,,600,BC147,{270584FA-47E5-44BF-A303-16F44F051D7C},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,9.90940280814404e-05
121,6,300,,Mantelbuis Westeinde,,600,BC141,{E4006CA0-0E94-449E-A1AB-9685C1BFA503},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,0.000258945148617457
122,,300,,Mantelbuis staal lengte op tek is 80 meter,,200,BC349,{D8EE6EA2-AEDA-4D5E-908B-42B2F0254236},{19BB15B3-95DF-9AFD-E053-07011EAC467A},,0.00106983851749882
123,,300,,Mantelbuis staal ø193.7x 5,194,200,BC359,{2B5E0B8B-AF0C-4F1A-B975-D500351B51F5},{19BB15B3-95E2-9AFD-E053-07011EAC467A},,3.35624379249864e-05
124,,300,,Mantelbuis staal ø193.7x 5,,,BC364,{DE960EE9-6952-4AF6-92C5-FAE4F2D674D8},{19BB15B3-95E2-9AFD-E053-07011EAC467A},,9.75530819735693e-05
125,1,300,,,400,,BC479,{9B22EFD4-077B-4471-9112-F77ED6ABB4A8},{19BB15B3-95E6-9AFD-E053-07011EAC467A},,0.000568521398329997
126,,300,,Mantelbuis,,,BC760,{63D812EC-F2E9-4BB0-8D78-572C7F31F32D},{19BB15B3-95FA-9AFD-E053-07011EAC467A},,0.000191854482489839
127,,300,,Geen gegevens diameter,,,BC906,{1D17F5E3-64FF-4A45-92EB-1F43D714AFD7},{19BB15B3-95F2-9AFD-E053-07011EAC467A},,9.06599460764171e-05
128,6,,,Geen lengte bekend,,200,BC198,{4CE6D135-D518-4BD6-821D-0C7D0E20DDED},{19BB15B3-95D8-9AFD-E053-07011EAC467A},,0.000108027829017835
129,,300,,Mantelbuis staal Vreugderijkerweg,,244,BC384,{628C256A-93A3-4566-AD61-3125AB79CD46},{19BB15B3-9612-9AFD-E053-07011EAC467A},,0.000117347964141184
130,,300,,Mantelbuis PVC,,250,BC881,{D676FA9C-2DEE-42AE-8DDA-CDD37C07A4CF},{19BB15B3-9603-9AFD-E053-07011EAC467A},,0.000243169094230817
131,,300,,Mantelbuis PVC,,250,BC883,{99169B7B-7C95-4D99-8539-5C85261D8997},{19BB15B3-9603-9AFD-E053-07011EAC467A},,0.000116082685562515
132,,300,,Mantelbuis staal ø406,,,BC958,{2484DF05-ED65-4198-9E97-022DB3AC1DB3},{19BB15B3-960C-9AFD-E053-07011EAC467A},,8.84990848532048e-05
133,,300,,,,,BC1038,{432DE73E-05E1-40B9-987B-A1BA4699DC81},{19BB15B3-95F3-9AFD-E053-07011EAC467A},,8.09752703254584e-05
134,6,300,,Mantelbuis Hessenweg,,600,BC144,{4749EE7F-C83F-40A6-BE85-C6FBA59C8F46},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,0.000389057528979679
135,6,300,,Mantelbuis Ankummer Es,,600,BC145,{98435A07-55DE-43B7-B00B-0DC120CE5483},{19BB15B3-95D5-9AFD-E053-07011EAC467A},,9.5224181043083e-05
136,,300,,Mantelbuis,,,BC755,{98BF5CE4-3F62-4261-9B68-B2D0093324C7},{38FFF602-EE7F-49E9-B235-3254E5E41934},,0.000136189005600361
137,,300,,Mantelbuis,,,BC754,{5E0CA1FB-EADD-4E47-B913-24CA0D652D26},{38FFF602-EE7F-49E9-B235-3254E5E41934},,9.92026740849289e-05
138,6,300,,Mantelbuis Landskroon,,200,BC234,{2AB6E274-2F69-49F7-814D-8A8691BAE61E},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000209207176701266
139,,300,,,400,,BC641,{D7DAACD6-D1D8-4A9F-8493-E889B0516E16},{19BB15B3-95F9-9AFD-E053-07011EAC467A},,0.000168313207269704
140,,300,,Mantelbuis PVC,,315,BC239,{D9236163-5B89-4C0B-B7CF-6D76DB14F31A},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000145857972859383
141,,300,,Mantelbuis PVC,,315,BC240,{282C1BFE-50DA-4E38-A953-6EE0D4BCAD77},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146206530295762
142,,300,,Mantelbuis PVC,,315,BC250,{FFC9BC7A-9EBA-4F5E-8432-F4F7FBA59382},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000102830188647499
143,,300,,Mantelbuis PVC,,315,BC253,{82FB5ACC-DA51-4E6F-9641-639B2B4B7F76},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146732458426338
144,,300,,,400,,BC642,{BF2798AD-9C36-4AC7-B6D8-76A8CA8D87FE},{19BB15B3-95F9-9AFD-E053-07011EAC467A},,0.00021118023627227
145,,300,,Mantelbuis staal,,300,BC260,{728E67B9-0CA2-4C7C-B9E7-C14C5A39B782},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146833610634329
146,,300,,"Mantelbuis PVC
de Hagebelt",,315,BC938,{3266D81B-106A-4020-A73F-AB6B3D088C4F},{19BB15B3-95F2-9AFD-E053-07011EAC467A},,7.25246772207675e-05
147,,300,,"Mantelbuis PVC
",,300,BC945,{B666CE1E-B472-46BE-9E0D-396A41101FBE},{19BB15B3-95F2-9AFD-E053-07011EAC467A},,7.31178309064383e-05
148,,300,,Mantelbuis PVC,,250,BC1059,{F4F32242-D6FE-4DDD-A937-DC2FF1CC57D4},{19BB15B3-95F4-9AFD-E053-07011EAC467A},,7.21765566265151e-05
149,,300,,Mantelbuis staal ø250,,250,BC1156,{8AAF014E-D507-4FD4-A6CF-A629A6023281},{19BB15B3-95F6-9AFD-E053-07011EAC467A},,0.000107858116818543
150,15,300,,,1800,2140,BC294,{342B7C91-954A-48B4-8856-01A041552768},{19BB15B3-95DE-9AFD-E053-07011EAC467A},,0.000533692947840293
151,,300,,"Mantelbuis Molenweg
Geen gegevens",,,BC599,{2AF19F1B-1BBC-4E9B-8BEA-4E0596475BC8},{19BB15B3-95ED-9AFD-E053-07011EAC467A},,0.000250811572109725
152,,300,,,400,,BC650,{CB8C7782-A4C5-4219-8C08-6AC9488EC2E6},{19BB15B3-95F9-9AFD-E053-07011EAC467A},,5.5621340565231e-05
153,,300,,,430,,BC643,{A867190B-77EC-4142-B413-9F4910A66D31},{19BB15B3-95F9-9AFD-E053-07011EAC467A},,0.000218852918891813
