Ministerie;Leveranciers;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;Persy Control Services B.V.;;2;;;;2
BZK;Peutz B.V.;;6;;;1;6
BZK;Pharmatech Consultancy B.V.;;1;;;;1
BZK;PHB Facility;;7;;;;7
BZK;Pi2 B.V.;;7;;;;7
BZK;Pieters Bouwtechniek Delft B.V.;;1;;;;1
BZK;Pijl-Plus B.V.;;2;;;;2
BZK;PINGPROPERTIES CORPORATE OFFICE FUND I C.V.;;;;;6;6
BZK;PingProperties Corporate Office Fund IV C.V.;;4;;;8;8
BZK;Plaatwerkindustrie Tol B.V.;;;;;2;2
BZK;Platina Argenta Events & Business Company;;;;;6;6
BZK;Plieger B.V.;;1;;;;1
BZK;Ploegmakers Cultuurtechniek B.V.;;2;;;;2
BZK;Polomnis B.V.;;1;;;2;2
BZK;Polygon Nederland B.V.;;1;;;;1
BZK;Polypla B.V.;;2;;;;2
BZK;Poolster B.V.;;1;;;;1
BZK;Poort van Den Haag B.V.;;9;;;5;9
BZK;PoortCentraal B.V.;;2;;;;2
BZK;Portakabin B.V.;;1;;;2;2
BZK;Porto Kali Kantoren 6 B.V.;;2;;;;2
BZK;Posad B.V.;;3;;;;3
BZK;Possehl Aannemingsmaatschappij B.V.;;4;;;1;4
BZK;Post & Eger Hang- en Sluitwerk B.V.;;1;;;;1
BZK;Powerhouse Company International B.V.;;3;;;;3
BZK;Powertec Diesel Services B.V.;;3;;;;3
BZK;PP10 B.V.;;1;;;;1
BZK;Pranger-Rosier Installaties B.V.;;7;;;;7
BZK;Praxair B.V.;;1;;;;1
BZK;Pricewaterhousecoopers Advisory N.V.;;5;;;;5
BZK;Primagaz Nederland B.V.;;1;2;;;2
BZK;Primakabin B.V.;;;;;1;1
BZK;Prime Advice B.V.;;2;;;;2
BZK;Prins Bouw B.V.;;3;;;7;7
BZK;Prins Schilderwerken Ede B.V.;;2;;;;2
BZK;Pritech B.V.;;1;;;;1
BZK;ProGoDo;;1;;;;1
BZK;Project PVS B.V.;;2;;;9;9
BZK;Project Team Energy B.V.;;2;;;;2
BZK;Projectvloeren Nederland;;3;;;;3
BZK;Proliad LED Lighting B.V.;;1;;;;1
BZK;Promad;;;;;2;2
BZK;Promosana B.V.;;;;;4;4
BZK;Pronam Aurora B.V.;;;;;5;5
BZK;Propertize B.V.;;;;;7;7
BZK;Propertunity NL N.V.;;;;;5;5
BZK;Protinus IT B.V.;;1;;;;1
BZK;Provada B.V.;;2;;;;2
BZK;Provato Techniek B.V.;;5;;;;5
BZK;Provian Bouwadvies & Projectbegeleiding;;2;;;;2
BZK;ProXYZ Consultancy B.V.;;2;;;;2
BZK;Purgo Milieutechniek;;2;;;;2
BZK;PVM Eindhoven B.V.;;4;;;;4
BZK;QBTEC B.V.;;1;;;;1
BZK;Q-Estate B.V.;;2;;;;2
BZK;QM Environmental Services;;1;;;;1
BZK;QP Amsterdam Property I B.V.;;;;;3;3
BZK;Q-Park Beheer B.V.;;6;;;5;6
BZK;Q-Park Nederland;;1;;;;1
BZK;Quadraat Infraprojecten B.V.;;1;;;;1
BZK;Quality Reclame B.V.;;5;;;;5
BZK;Quaron B.V.;;1;;;;1
BZK;Quatro Systems B.V.;;4;;;;4
BZK;Quist Wintermans Architekten B.V.;;4;;;;4
BZK;Quooker B.V.;;1;;;;1
BZK;R.A.B. Rest. Adv. en Begeleidingsbureau B.V.;;1;;;;1
BZK;R.E.C. Real Estate Consulting;;2;;;;2
BZK;R2B Inspecties B.V.;;2;;;2;2
BZK;Raadg. Ingenieursbur. Wiertsema & Partn. B.V.;;1;;;2;2
BZK;Raadg. Techn. Bur. Huisman en v. Muijen B.V.;;2;;;;2
BZK;Raadgevend Ingenieursbureau Beekink B.V.;;3;;;;3
BZK;Raadgevend Ingenieursbureau Dijkoraad B.V.;;7;;;;7
BZK;Raak Engineering B.V.;;1;;;;1
BZK;RAAP Archeolog. Adviesbureau Oost Nederland;;;;;3;3
BZK;Rack Inspecs;;;;;1;1
BZK;Rada Sanitairtechniek B.V.;;1;;;;1
BZK;Rademaker Vastgoed B.V.;;;;;7;7
BZK;Rademakers;;1;;;;1
BZK;RAI Amsterdam B.V.;;1;;;;1
BZK;Railtechniek Van Herwijnen B.V.;;1;;;;1
BZK;Ramselaar Light Solutions B.V.;;2;;;;2
BZK;RaNo+ Advies en projectmanagement;;2;;;;2
BZK;Rapenburg Plaza B.V.;;1;;;;1
BZK;Rappange & Partners Architecten B.V.;;2;;;;2
BZK;Rasenberg Bouwbedrijf B.V.;;2;;;;2
BZK;RD Bouw B.V.;;6;;;;6
BZK;Re3com Solutions B.V.;;3;;;;3
BZK;Realher Groep;;3;;;;3
BZK;Reaseuro;;2;;;2;2
BZK;Reclamestudio Guthschmidt B.V.;;;;;1;1
BZK;Record Automatische Deuren B.V.;;2;;;;2
BZK;Record Toegangstechniek;;2;;;;2
BZK;Redefine International Den Haag B.V.;;;;;7;7
BZK;Reflect Glasfilm B.V.;;1;;;;1
BZK;Reflex Nederland B.V.;;1;;;;1
BZK;Regel Partners B.V.;;2;;;;2
BZK;Regelink Ecologie B.V.;;2;;;1;2
BZK;Reisswolf Heesch B.V.;;1;;;;1
BZK;Reisswolf Scheemda B.V.;1;;1;;;1
BZK;REKO Service;;;;;5;5
BZK;ReMe Techniek Uden B.V.;;1;;;;1
BZK;Remeha B.V.;;2;;;;2
BZK;REMONDIS Nederland;;1;;;;1
BZK;Renaud-Delft Horecabenodigdheden B.V.;1;;;;;1
BZK;Rene Verleg Fotografie;;1;;;;1
BZK;Renpart Vastgoed Holding N.V.;;;;;5;5
BZK;Rensen Regeltechniek B.V.;;6;;;1;6
BZK;Rent-a-Plant Almelo B.V.;;1;;;;1
BZK;Rentokil pest control;;1;;;;1
BZK;Repro Service Lemmen;;1;;;;1
BZK;Restaurant Meneer Buscourr;;1;;;;1
BZK;Restauratie Atelier Oude Delft;;2;;;;2
BZK;Restauratiearchitectuur BBM B.V.;;2;;;;2
BZK;Rever B.V.;;2;;;;2
BZK;Rexel Nederland B.V.;;2;;;;2
BZK;Reym Amsterdam;;3;;;;3
BZK;Rhine Group B.V.;;2;;;;2
BZK;Ricoh Nederland B.V.;;1;;;;1
BZK;Riekelt Slot Holding B.V.;;;;;2;2
BZK;Rietdekkersbedrijf Konink;;4;;;;4
BZK;Rijkaart;;5;;;2;5
BZK;Rijksmuseum Volkenkunde;;2;;;;2
BZK;Rijsbergen Beveiliging;;4;;;;4
BZK;Rion B.V.;;1;;;;1
BZK;Riool.nl;;2;;;;2
BZK;Riooladvies Maas en Waal B.V.;;2;;;;2
BZK;Risc²on B.V.;;1;;;;1
BZK;Riskcontrol B.V.;;1;;;;1
BZK;Riweltie B.V.;;2;;;;2
BZK;Riwema Technische Groothandel B.V.;;1;;;;1
BZK;RJ Beveiliging B.V.;;1;;;;1
BZK;RN Project B.V.;;3;;;;3
BZK;Roac B.V.;;1;;;;1
BZK;Roc Vastgoed I C.V.;;;;;5;5
BZK;Rockview V.O.F.;;2;;;;2
BZK;Roelofs Wegenbouw B.V.;;4;;;;4
BZK;Roessen & Roessen Bedrijfsdiensten B.V.;;1;;;;1
BZK;Romijnders Arnhem B.V.;;1;;;;1
BZK;Romijnders Service B.V.;;4;;;;4
BZK;Rommers Dakwerken B.V.;;1;;;;1
BZK;ROOD;;2;;;;2
BZK;Roofing Service Nederland B.V.;;1;;;;1
BZK;Rooijakkers Installatietechnieken B.V.;;2;;;2;2
BZK;Root B.V.;;4;;;;4
BZK;Roozeboom & Van den Bos Instrument B.V.;;1;;;;1
BZK;Rosenberg Ventilatoren B.V.;;1;;;;1
BZK;Rosmalen Dakbedekkingen B.V.;;6;;;;6
BZK;Rotterdam Airport B.V.;;1;;;;1
BZK;ROVC Certificeringen B.V.;;;1;;;1
BZK;Royal Electronics B.V.;;1;;;;1
BZK;Royal Invest Europe B.V.;;;;;2;2
BZK;Rozemond;;1;;;;1
BZK;RpG Vastgoed B.V.;;;;;2;2
BZK;RPS advies- en ingenieursbureau;;3;;;4;4
BZK;RPS advies- en ingenieursbureau B.V.;;1;;;;1
BZK;RPS Analyse B.V.;;1;;;4;4
BZK;RRM;;1;;;;1
BZK;RRS Nederland B.V.;;2;;;;2
BZK;RS Vloeren en Interieurverzorging B.V.;;2;;;;2
BZK;Ruissen Installatie- en Koeltechniek B.V.;;4;;;;4
BZK;S.B.R. Vloeren en Interieur B.V.;;3;;;;3
BZK;Saan Horizontaal & Verticaal Transport B.V.;;1;;;;1
BZK;Saan Verhuizingen B.V.;;1;;;;1
BZK;Safety Control Real Estate B.V.;;1;;;1;1
BZK;Safire B.V.;1;;;;9;9
BZK;Sajoscha;;2;;;;2
BZK;Salland Parket B.V.;;2;;;;2
BZK;San Sebastian;;;;;5;5
BZK;Sandee Hoveniers B.V.;;1;;;;1
BZK;Sanitas Milieukundig Adviesbureau B.V.;;1;;;;1
BZK;Saricon B.V.;;2;;;2;2
BZK;Satellietkantoor Utrecht;;1;3;;;3
BZK;SATIJNplus Architecten B.V.;;3;;;;3
BZK;Saval B.V.;;2;;;;2
BZK;Saver N.V.;;1;;;;1
BZK;Savills Nederland Holding B.V.;;1;;;;1
BZK;SB4 Bureau Historische Tuinen, Parken B.V.;;1;;;;1
BZK;SBN Schilderwerken;;2;;;;2
BZK;SC Safety Combinatie B.V.;;2;;;;2
BZK;Schakel & Schrale Maastricht;;3;;;;3
BZK;Schaufeli Vastgoed B.V.;;;;;4;4
BZK;Schekman Elektrotechniek B.V.;;1;;;;1
BZK;Schermer Installatietechniek;;6;;;2;6
BZK;Schildersbedrijf Ben;;1;;;;1
BZK;Schildersbedrijf Greuters;;2;;;;2
BZK;Schildersbedrijf Hoogstraten Haarzuilens B.V.;;2;;;;2
BZK;Schildersbedrijf Keijzer;;1;;;;1
BZK;Schildersbedrijf Salet B.V.;;2;;;;2
BZK;Schildersbedrijf Sikkens B.V.;;3;;;;3
BZK;Schildersbedrijf van Lingen B.V.;;2;;;;2
BZK;Schildersbedrijf Wolters B.V.;;7;;;;7
BZK;Schilderwerken de Kruyf B.V.;;3;;;1;3
BZK;Schindler Liften B.V.;;4;;;;4
BZK;Schiphol Nederland B.V.;;4;;;;4
BZK;Schiphol Real Estate B.V.;;5;;;7;7
BZK;Schiphol Telematics B.V.;;1;;;;1
BZK;Schmidt Watertechniek B.V.;;2;;;;2
BZK;Schneider Electric IT Benelux B.V.;;2;;;;2
BZK;Scholten Bloemen en Planten;;1;;;;1
BZK;Schoonmaakbedrijf Argo B.V.;;1;;;;1
BZK;Schoonmaakbedrijf Jeurcrama B.V.;;2;;;;2
BZK;Schoonmaakbedrijf Vlietstra B.V.;;1;;;;1
BZK;Schoorsteenvegersbedrijf Fa. Centraal;;1;;;;1
BZK;Schouten & De Jong Projectontwikkeling B.V.;;;;;2;2
BZK;Schuiteman Elspeet;;5;;;;5
BZK;Schuttevaer B.V.;;1;;;;1
BZK;SDR Electrotechniek;;3;;;;3
BZK;Seal Force B.V.;;1;;;;1
BZK;Search Laboratorium B.V.;;1;;;;1
BZK;Search Milieu;;2;;;2;3
BZK;SEB.;;;;;7;7
BZK;Securitas Beveiliging B.V.;;1;;;;1
BZK;Security Monitoring Centre;;1;;;;1
BZK;Selecta Olland;;1;;;;1
BZK;Sellox B.V.;;;;;2;2
BZK;SEM Waterbehandeling;;1;;;;1
BZK;Semmtech B.V.;;2;;;;2
BZK;Serco Dakspecialisten B.V.;;6;;;;6
BZK;Service Glasherstel Hermans;;1;;;;1
BZK;Service Support B.V.;;2;;;;2
BZK;Services United B.V.;;5;;;;5
BZK;SFA-Testsystemen;;1;;;;1
BZK;SGS Intron B.V.;;2;;;;2
BZK;SH Producties;;1;;;;1
BZK;Siemens Nederland N.V.;;7;;;2;7
BZK;Siers Leid.-Mont. Projekten, Oldenzaal, B.V.;;1;;;;1
BZK;Siers Telecom B.V.;;2;;;;2
BZK;SIGHT Landscaping B.V.;;6;;;;6
BZK;SIGN by FRED;;1;;;;1
BZK;SILLIKER NL B.V.;;1;;;;1
BZK;Sima;;;;;1;1
BZK;Simson Applicatie B.V.;;1;;;;1
BZK;Sinis;;4;;;;4
BZK;Sita Ecoservice;;2;;;3;3
BZK;Sita Recycling Services;;1;;;;1
BZK;SITE Urban Development B.V.;;2;;;;2
BZK;Sitex Electronics B.V.;;1;;;;1
BZK;Six' Handelsonderneming B.V.;;1;;;;1
BZK;Skymaster C.V.;;;;;6;6
BZK;Slingerland Bouw B.V.;;;;;6;6
BZK;Sloop en Grondwerken M. Heezen B.V.;;2;;;;2
BZK;Slopen en Saneren B.V.;;2;;;;2
BZK;Slot Zeefdruk B.V.;;1;;;;1
BZK;Smeba Brandbeveiliging B.V.;;3;;;;3
BZK;Smederij Oldenhave;;2;;;;2
BZK;Smederij Van Zuiden;;1;;;;1
BZK;Smezo Handelsonderneming B.V.;;1;;;;1
BZK;Smits B.V.;;1;;;;1
BZK;Smits Van Burgst Beheer en Onderhoud B.V.;;6;;;;6
BZK;Smits Van Burgst Beveiliging B.V.;;6;;;;6
BZK;Smits van Burgst Groep B.V.;;7;;;;7
BZK;Smits van Burgst Raadgevend Ingenieursbureau;;4;;;;4
BZK;SmitsRinsma;;2;;;;2
BZK;SMS Metaal Service B.V.;;2;;;;2
BZK;Snaterse Civiele Techniek & Management B.V.;;2;;;;2
BZK;Snoeren Bouwmanagement Dongen B.V.;;1;;;;1
BZK;Sodexo B.V.;;1;;;;1
BZK;Solar Nederland B.V.;;2;;;;2
BZK;Solidé Projectadvies B.V.;;2;;;;2
BZK;Soloan B.V.;;1;;;;1
BZK;SolutionLab B.V.;;1;;;;1
BZK;Somultishop;;1;;;;1
BZK;SP 20 B.V.;;;;;6;6
BZK;Spaces Rode Olifant B.V.;;1;;;;1
BZK;Spanningsvrij;;2;;;;2
BZK;Spark B.V.;;2;;;;2
BZK;SPIE Nederland B.V.;;1;;;;1
BZK;sprikk;;1;;;;1
BZK;SPX Flow Technology Assen B.V.;;1;;;;1
BZK;Squizzo Architecten B.V.;;1;;;;1
BZK;SRLEV N.V.;;;;;7;7
BZK;St.stg. Ver. v. Zoogdierk. en Zoogdierbesch.;;2;;;2;3
BZK;Stam + De Koning Bouw B.V.;;;;;1;1
BZK;Standard Fasel B.V.;;1;;;;1
BZK;Stanley Security Nederland B.V.;;2;;;6;6
BZK;Stas Picture Hanging Systems B.V.;;1;;;;1
BZK;Statafelshop.nl;;;;;1;1
BZK;Stationslocaties O.G. C.V.;;;;;2;2
BZK;Stavast Bewaar B.V.;;;;;7;7
BZK;Stedin;;4;6;;;7
BZK;Stedin Infradiensten;;;2;;;2
BZK;Stedin Meetbedrijf B.V.;;1;2;;;2
BZK;Stedin Netbeheer B.V.;;;2;;;2
BZK;Stedin Netwerk Gas B.V.;;;5;;;5
BZK;Steegman Elektrotechniek B.V.;;7;;;;7
BZK;Steenhouwerij Zederik B.V.;;2;;;;2
BZK;Stena Realty B.V.;;;;;5;5
BZK;Stg. Bedr.takpens.fnds voor de Bouwnijverheid;;;;;8;8
BZK;Stg. Beveiliging Industrieterrein Moerdijk;;;;;1;1
BZK;Stg. Burg.weesh.-Roomsch Cath. Jong. Weesh.;;;;;6;6
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;2;;;;2
BZK;Stg. Derdengeld. Weermeijer & Roelink Advoc.;;2;;;;2
BZK;Sticht. Administr.kant. Staro Onroerend Goed;;2;;;;2
BZK;Sticht. Administratiekantoor Orange Portfolio;;;;;6;6
BZK;Sticht. Bedrijfspens.fds. voor de Landbouw;;;;;5;5
BZK;Sticht. ROI v/h het Rijks Opleidingsinstituut;;;;;3;3
BZK;Stichting Amsterdam Economic Board;;1;;;;1
BZK;Stichting Architectuur Lokaal;;2;;;;2
BZK;Stichting Bewaarder Hanzevast Fonds 27 C.V.;;;;;4;4
BZK;Stichting Collectief Beheer Winkelcentra;;2;;;;2
BZK;Stichting Dbf;;1;;;;1
BZK;Stichting De Alliantie;;;;;4;4
BZK;Stichting De Ooievaart;;1;;;;1
BZK;Stichting Drakenburg;;1;;;;1
BZK;Stichting Dutch Green Building Council;;1;;;;1
BZK;Stichting Edese Schaapskudde;;2;;;;2
BZK;Stichting Fonds Collectieve Kennis-CT;;3;;;2;3
BZK;Stichting Groennetwerk;;1;;;;1
BZK;Stichting Herstelling;;4;;;;4
BZK;Stichting Het Discours;;1;;;;1
BZK;Stichting Het Utrechts Landschap;;;;;1;1
BZK;Stichting Hogeschool Utrecht;;2;;;;2
BZK;Stichting Huis der Kunsten Breda;;1;;;;1
BZK;Stichting ISSO;;1;;;;1
BZK;Stichting Kunstpassage;;1;;;;1
BZK;Stichting Lucas Onderwijs;;2;;;;2
BZK;Stichting Monument 'De Witte';;;;;5;5
BZK;Stichting Paleis Het Loo, Nationaal Museum;;2;;;;2
BZK;Stichting Pensioenfonds Openbaar Vervoer;;2;;;;2
BZK;Stichting R.O.C. (Horizon College);;;;;7;7
BZK;Stichting Raad van Arbitrage voor de Bouw;;1;;;;1
BZK;Stichting Restauratie Atelier Limburg (SRAL);;5;;;;5
BZK;Stichting Salvage;;1;;;;1
BZK;Stichting Spoorwegpensioenfonds;;;;;3;3
BZK;Stichting Urban Resort Works;;1;;;;1
BZK;Stichting Verkadefabriek;;1;;;;1
BZK;Stichting Waternet;;2;;;1;2
BZK;Stichting Zoogdierenwerkgroep Zuid Holland;;1;;;;1
BZK;Stichting Zuiderzeemuseum;;1;;;;1
BZK;Stöbich B.V.;;4;;;;4
BZK;Stoke B.V.;;1;;;;1
BZK;Stokvis Service B.V.;;1;;;;1
BZK;Stöpler Instrumenten en Apparaten B.V.;;;;;1;1
BZK;Stork Technical Services Group B.V.;;2;;;;2
BZK;Strandpaviljoen De Kwartel;;1;;;;1
BZK;Strukton Integrale Projecten B.V.;;6;;;;6
BZK;Strukton Systems B.V.;;7;;;;7
BZK;Strukton Worksphere B.V.;;9;;;;9
BZK;STU Project - Naritaweg Amsterdam B.V.;;;;;4;4
BZK;Stucadoorsbedrijf Fa. Delstuc;;2;;;;2
BZK;Studio 4D;;1;;;;1
BZK;Studio EMM;;2;;;;2
BZK;Studio M10 B.V.;;2;;;;2
BZK;Studio Seven Architecten;;2;;;;2
BZK;Studio-RO;;3;;;;3
BZK;Stulz Groep B.V.;;2;;;;2
BZK;Sulzer Pumps Wastewater Netherlands B.V.;;3;;;;3
BZK;Summit Dis B.V.;;1;;;;1
BZK;Sun Solutions B.V.;;2;;;;2
BZK;Sunchar Beheer B.V.;;2;;;;2
BZK;SUPAIR Intermediairs;;3;;;;3
BZK;Surcom International B.V.;;2;;;;2
BZK;SW;;3;;;;3
BZK;Swisslog B.V.;;4;;;;4
BZK;Synto Installatiebedrijf Goes B.V.;;1;;;;1
BZK;Syntrus Achmea Vastgoed;;;;;7;7
BZK;Systeembouw 2000 B.V.;;1;;;;1
BZK;Systemair B.V.;;1;;;;1
BZK;Sytec B.V.;;1;;;;1
BZK;T & A Survey B.V.;;2;;;;2
BZK;T & G Terrein- en Groenvoorziening B.V.;;3;;;;3
BZK;'t Hoogt B.V.;;1;;;;1
BZK;'t Schoutenhuis B.V.;;;;;4;4
BZK;T.H. Klimaatbeheersing B.V.;;2;;;;2
BZK;Tab B.V.;;4;;;;4
BZK;TAC Technisch Adv. Centr., Brandveiligh. B.V.;;1;;;;1
BZK;Tango Properties Management B.V.;;;;;5;5
BZK;Tankinstallatiebedrijf Mokobouw B.V.;;2;;;1;2
BZK;Tappan Communicatie B.V.;;1;;;;1
BZK;Tapwacht Service B.V.;;1;;;;1
BZK;Tasman Properties C.V.;;;;;7;7
BZK;Tauw B.V.;;4;;;4;5
BZK;Taylor Elektrotechniek Den Helder B.V.;;1;;;1;1
BZK;TBI Concessies B.V.;;3;;;;3
BZK;TCN SIG Telehousing Exploitatie B.V.;;;;;6;6
BZK;TDS Engineering B.V.;;1;;;;1
BZK;Tebodin Netherlands B.V.;;;;;2;2
BZK;Technical Inspection Services B.V.;;1;;;;1
BZK;Technikeur Inspectie B.V.;;1;;;;1
BZK;Technion Zuid B.V.;;2;;;;2
BZK;Technisch Bureau Swart B.V.;;2;;;;2
BZK;Technisch Bureau Tigwelding B.V.;;1;;;;1
BZK;Technisch Bureau W. Janssen B.V.;;2;1;;;2
BZK;Technisch Buro J. Zoet;;1;;;;1
BZK;Technisch Commercieel Adviesburo Vogels B.V.;;3;;;;3
BZK;Technisch Handelsbureau 'Rensa' B.V.;;2;;;;2
BZK;Technisch Installatiebureau Bakker B.V.;;1;;;2;2
BZK;Technisch Teken- en Adviesbureau BORST;;1;;;;1
BZK;Technische Handelsonderneming Emmink;;1;;;;1
BZK;Technische Handelsonderneming Weeflex;;1;;;;1
BZK;Technische Unie;;;;;1;1
BZK;Technische Unie B.V.;;5;;;;5
BZK;Techno Security Systems TSS;;1;;;;1
BZK;Technoconsult B.V.;;1;;;;1
BZK;Technofil B.V.;;1;;;;1
BZK;Technotron B.V.;;1;;;;1
BZK;Techtrans Vertalingen;;;;;1;1
BZK;Teeuwissen Rioolreiniging Huizen B.V.;;5;;;1;5
BZK;Tekenbureau Peerdeman;;2;;;;2
BZK;Tekst & Beeld;;1;;;;1
BZK;Tele2 Nederland B.V.;;2;;;;2
BZK;Telesignal Europe B.V.;;1;;;;1
BZK;Tereco B.V.;;2;;;;2
BZK;Terra Milieu B.V.;;;;;2;2
BZK;Terwen Consultancy;;3;;;;3
BZK;TES Install.techn. Service & Onderhoud B.V.;;7;;;4;7
BZK;TES Installatietechniek Tilburg B.V.;;5;;;;5
BZK;Tes Installatietechniek Utiliteit B.V.;;2;;;;2
BZK;Teunis Industrietechniek B.V.;;1;;;;1
BZK;Texplor Benelux B.V.;;1;;;;1
BZK;Th. Draisma Holding B.V.;;;;;4;4
BZK;theateradvies B.V.;;1;;;;1
BZK;Thermatras B.V.;;1;;;;1
BZK;Thermica B.V.;;1;;;;1
BZK;Thermofrost B.V.;;4;;;;4
BZK;Thole Access Systems B.V.;;1;;;;1
BZK;Thomas & Betts Netherlands B.V.;;1;;;;1
BZK;THT Elektrotechniek B.V.;;4;;;;4
BZK;ThyssenKrupp Encasa B.V.;;1;;;;1
BZK;Thyssenkrupp Encasa N.V.;1;;;;;1
BZK;ThyssenKrupp Liften Branch Noord;;5;;;;5
BZK;TIBN Technisch Beheer & Onderhoud B.V.;;6;;;;6
BZK;Tijdhof Consulting;;1;;;;1
BZK;Tijssens Electrotechniek B.V.;;4;;;;4
BZK;Tilkema Horeca B.V.;;1;;;;1
BZK;Timmers Elektrotechniek B.V.;;1;;;;1
BZK;Tjaden B.V.;;2;;;;2
BZK;TNO B.V.;;;;;3;3
BZK;ToekomstService;;4;;;;4
BZK;Toes Dakbeheer B.V.;;1;;;;1
BZK;Toes Montage B.V.;;5;;;;5
BZK;Tolhuis Rioolinspecties B.V.;;;;;3;3
BZK;Top Movers Nederland B.V.;;;;7;;7
