Ministerie;Handelsnaam;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
DEF;Igo-Post B.V.;;;;2;;1;2
DEF;IJzerhandel Staphorst B.V.;;;;;;1;1
DEF;Imhotep Promotions B.V.;;;;3;;;3
DEF;In Good Company;;1;;;;;1
DEF;In2Content B.V.;;;;;;5;5
DEF;Incentive Promotions B.V.;;;;1;;;1
DEF;Indisch Restaurant Garoeda;;;;1;;;1
DEF;Indische Genealogische Vereniging;;;;1;;;1
DEF;Ingenieurs Bureau Jac. van der Veen B.V.;;;;;;1;1
DEF;Ingressus B.V.;;2;;;;;2
DEF;Innosell;;;;1;;;1
DEF;Innuendo;;;;;;1;1
DEF;Inofec B.V.;;;;;;1;1
DEF;Inpakcentrale ICN B.V.;;;;1;;;1
DEF;Intercédé B.V.;;;;3;;2;4
DEF;Intersafe Groeneveld B.V.;;;;1;;;1
DEF;Intertoys;;;;;;1;1
DEF;J. & C. Productions B.V.;;;;1;;1;1
DEF;Jan Terpstra & Zn. Tweewielerspecialisten;;;;;;1;1
DEF;Jelle Bijlsma B.V.;;;;;;1;1
DEF;JOCO BEHEER B.V.;;;;1;;;1
DEF;Jorny Products;;;;;;1;1
DEF;Kamera Express;;;;;;1;1
DEF;Kamera Express Arnhem B.V.;;;;;;1;1
DEF;Kenniscampus Leeuwarden;;;;;;1;1
DEF;Keramiekland;;;;1;;;1
DEF;Kerkeböske B.V.;;;;;;1;1
DEF;Kesco B.V.;;;;1;;;1
DEF;Key Music Nederland B.V.;;;;;;1;1
DEF;Knikkers B.V.;;;;;;1;1
DEF;KNRM B.V.;;1;;;;;1
DEF;Kon. Ned. Veren. van Informatieprofessionals;;;;1;;;1
DEF;Kon. Nederlandse Politiehond Vereniging;;;;;;1;1
DEF;Koninklijke Begeer B.V.;;;;2;;;2
DEF;Koninklijke Burgers' Zoo;;;;1;;3;3
DEF;Koninklijke Wegener N.V.;;;;;;1;1
DEF;KPN B.V.;;;;;;1;1
DEF;KPN Consulting B.V.;;1;;;;;1
DEF;Kuipers Gassen Eemnes V.O.F.;;;;;;1;1
DEF;Kumpulan Congres- en Reuniecentrum;;;;3;;;3
DEF;L(ucht) S(trijd) K(rachten) Zweefvliegclub;;;;;;2;2
DEF;La Carte Internet B.V.;;;;1;;;1
DEF;La Moustache B.V.;;;;;;1;1
DEF;Laagsteprijsgarantie B.V.;;;;;;1;1
DEF;Labolutions B.V.;;;;1;;;1
DEF;Landg. Hotel-Restaurant Groot Warnsborn B.V.;;;;2;;;2
DEF;Landgoed Hoenderdaell B.V.;;;;;;1;1
DEF;Leerhotel 'Het Klooster';;;;2;;;2
DEF;Leeskring en Videoshop Demob B.V.;;1;;;;;1
DEF;Lex van Diepen Music Productions;;;;;2;;2
DEF;Lichtendonk Lijsten;;;;;;1;1
DEF;Lindbergh Excursions Amsterdam B.V.;;;;1;;;1
DEF;Linnenatwork B.V.;;;;1;;;1
DEF;Lotuskring Lange Jaap;;1;;;;;1
DEF;Louwman Musea B.V.;;;;1;;;1
DEF;LTC-Leiden B.V.;;;;1;;;1
DEF;Maatschap A. en L. Keegstra;;;;;;1;1
DEF;Mainpress B.V.;;1;;;;;1
DEF;Manpower Project Support;;;;;;1;1
DEF;Manutan B.V.;;1;;1;;1;1
DEF;Maqutos B.V.;;;;1;;;1
DEF;Marechausseemuseum;;;;1;;;1
DEF;Mariënhof Amersfoort B.V.;;;;2;;;2
DEF;Marijn Kroese Bloem en Plant B.V.;;;;1;;;1
DEF;Martin Brinkhuis Kunstenaarsbenodigdh. B.V.;;;;1;;;1
DEF;Martin Remmers Relatiegeschenken;;;;2;;;2
DEF;Mastermate Brinkman B.V.;;;;;;1;1
DEF;Mauritshuis;;;;1;;;1
DEF;Maxilia B.V.;;;;1;;;1
DEF;MB Business Promotion B.V.;;;;1;;;1
DEF;MECgroep B.V.;;;;;;1;1
DEF;Media Markt Utrecht Hoog Catharijne B.V.;;;;;;1;1
DEF;Melitta Professional Coff. Sol. Benelux B.V.;;;;;;1;1
DEF;Merkenbureau Knijff & Partners B.V.;;;;;;1;1
DEF;Meubelstoffeerderij Didam;;;;1;;;1
DEF;Miedema Bouwmaterialen B.V.;;;;;;1;1
DEF;Militaire Ruitersport Vereniging 'te Paard!';;;;1;;;1
DEF;Misco Nederland B.V.;;3;;;;;3
DEF;Moesson Tjalie Robinson;;;;1;;;1
DEF;Molenaar Edition B.V.;;;;;;1;1
DEF;Monuta Uitvaartverzorging;;;;1;;;1
DEF;Moon Music B.V.;;;;;;1;1
DEF;Mts. Tamminga;;;;;;1;1
DEF;Museum Catering Den Haag B.V.;;;;2;;;2
DEF;Muta Holding B.V.;;;;;;1;1
DEF;NDC mediagroep B.V.;;;;1;;1;1
DEF;Ned. Maatschappij voor Nijverheid en Handel;;;;1;;;1
DEF;Nederl. Ver. van Commissariss. en Directeuren;;;;1;;;1
DEF;Nederlands Israëlitisch Kerkgenootschap;;1;;;;;1
DEF;Nederlands Rekencentrum Letselschade B.V.;;;;1;;;1
DEF;Nederlandse Orde van Register EDP-Auditors;;1;;;;;1
DEF;NH Grand Hotel Krasnapolsky;;;;2;;;2
DEF;NHL Hogeschool;;;;;;1;1
DEF;nhow Rotterdam;;;;1;;;1
DEF;NIVO Plus;;;;1;;;1
DEF;Notrot Mediafaciliteiten;;;;1;;;1
DEF;NRC Handelsblad Weekeditie voor buitenland;;;;;;1;1
DEF;NT Publishers B.V.;;1;;;;;1
DEF;Nunspeets Mannenkoor;;;;1;;;1
DEF;OBT B.V.;;;;;;1;1
DEF;Onderhoud Enschede B.V.;;;;;;1;1
DEF;Online Tapijttegels;;;;;1;;1
DEF;Onlyhuman B.V.;;;;;;4;4
DEF;OnlyHuman ProjectTeam B.V.;;;;;;2;2
DEF;Optisport Schiedam B.V.;;;;;;1;1
DEF;Oudaen B.V.;;;;1;;;1
DEF;Oudshoorn Bloemen;;;;1;;;1
DEF;Owello;;;;;;1;1
DEF;P. Peters Bloemenhal B.V.;;;;;;1;1
DEF;Paagman Den Haag B.V.;;;;1;;;1
DEF;Paradis Private Boat Tours B.V.;;;;;;1;1
DEF;Party Centrum Duinoord;;;;1;;;1
DEF;Partycentrum 'De Molen' V.O.F.;;;;1;;;1
DEF;Pasar Malam Besar B.V.;;;;1;;;1
DEF;Paul van Empel Presentatiesystemen;;;;;4;4;4
DEF;PCextreme B.V.;;;;;;1;1
DEF;PDSI B.V.;;;;;;1;1
DEF;Pennen Party World;;;;1;1;;1
DEF;People & Print Group;;;;;;1;1
DEF;Pinkcube B.V.;;;;1;;;1
DEF;PontMeyer Den Helder;;;;;;1;1
DEF;PontMeyer Handelsbedrijven B.V.;;;;;;1;1
DEF;Premium Cards B.V.;;;;1;;;1
DEF;Presenter B.V.;;;;1;;3;3
DEF;Preston Palace B.V.;;;;;;3;3
DEF;Primera Van den Berg;;;;;;1;1
DEF;Primera Westra Kerschoten;;;;;;1;1
DEF;Print Point Totaalreclame B.V.;;;;;;1;1
DEF;Production Partners B.V.;;;;;;1;1
DEF;Promofit;;;;;;1;1
DEF;Promothing B.V.;;;;1;;;1
DEF;Pro-Shar Europe B.V.;;;;;;1;1
DEF;Publi House Publishers B.V.;;;;1;;;1
DEF;Publieke Werken B.V.;;;;1;;;1
DEF;Publistat B.V.;;;;;;2;2
DEF;Puurgroenten;;;;;;1;1
DEF;PWJ Digital Repair Services;;;;;;1;1
DEF;Quattro-Expertise B.V.;;;;;;1;1
DEF;Quick Graveerservice;;;;;;1;1
DEF;Randstad Resource Bedrijf Zakelijk B.V.;;;;;;1;1
DEF;Rapenburg Plaza B.V.;;;;1;;;1
DEF;Rappange Verzekeringen B.V.;;;;;;1;1
DEF;RaySan Mobiele Attracties V.O.F.;;;;;;1;1
DEF;reclameXperts;;;;;;1;1
DEF;Rederij Belle B.V.;;;;1;;;1
DEF;Reg. Bur. vr Toerisme Knpp. Arnhem Nijm. B.V.;;;;1;;;1
DEF;Regardz Business Center;;;;1;;;1
DEF;Regina Bloemsierkunst;;;;1;;;1
DEF;Restaurant De Spitsheuvel V.O.F.;;;;1;;;1
DEF;Restaurant Kasteel Heemstede B.V.;;;;1;;;1
DEF;Restaurant Vice Versa;;;;1;;;1
DEF;Reüniecommissie 432e Bataljon Infanterie;;;;1;;;1
DEF;RH Marine Netherlands B.V.;;;;;;2;2
DEF;Ricoh;;3;;;;;3
DEF;Rijnja Repro B.V.;;;;1;;;1
DEF;Rijsemus & De Frel;;;;1;;;1
DEF;Rillstab Nederland B.V.;;;;1;;;1
DEF;Rima Benelux B.V.;;;;1;;;1
DEF;Rituals Cosmetics Arnhem Centrum B.V.;;;;1;;;1
DEF;Rituals Cosmetics Netherlands B.V.;;;;;;2;2
DEF;Rivafoam B.V.;;;;1;;;1
DEF;Riwal Hoogwerkers B.V.;;;;;;1;1
DEF;Robbers en van den Hoogen B.V.;;;;1;;;1
DEF;Robitex B.V.;;;;1;;4;4
DEF;ROC Friese Poort Leeuwarden;;;;1;;;1
DEF;ROCmedia B.V.;;;;;;1;1
DEF;Rongen Aktief B.V.;;;;;;1;1
DEF;Rotterdam Marathon B.V.;;;;;;1;1
DEF;Royal Delft;;;;1;;;1
DEF;Ruud Verschoor Verhuur;;;;;;1;1
DEF;S.B.I. Zonheuvel B.V.;;;;1;;;1
DEF;S.s.b. Nijmegen&C.g. De Vereeniging Hor. B.V.;;;;;;1;1
DEF;Santecraem V.O.F.;;;;1;;;1
DEF;SAP Advocaten B.V.;;;;2;;;2
DEF;Sas Institute B.V.;;2;;;;;2
DEF;Schaap De With rijplatenverh. en transp. B.V.;;;;;4;;4
DEF;Schietsportver. Koninklijke Militaire School;;;;1;;;1
DEF;Schiphol Nederland B.V.;;;;;;1;1
DEF;Script Ease B.V.;;;;;;1;1
DEF;Secumar Benelux B.V.;;;;1;;;1
DEF;Seleniet Kunst;;;;1;;;1
DEF;Set in Motion;;;;;;1;1
DEF;Shopclub Nederland B.V.;;;;;;1;1
DEF;Sijperda Verhuur B.V.;;;;;;1;1
DEF;Simultime Data Engineering B.V.;;;;;;1;1
DEF;Sligro B.V.;;;;3;;;3
DEF;Souvenir Industrie Buis B.V.;;;;1;;;1
DEF;Spac Sport Defensie B.V.;;;;;;1;1
DEF;Spandex Benelux B.V.;;;;;;1;1
DEF;Sport Café Rijen;;;;1;;;1
DEF;St. Trad. Jachthoornkorps vh Gardereg. Jagers;;;;1;;;1
DEF;Stagelight Verhuur B.V.;;;;;;1;1
DEF;Start People;;;;1;;;1
DEF;Steam Advertising;;;;;;2;2
DEF;Steelwood B.V.;;;;;;1;1
DEF;Steenhauer B.V.;;1;;;;;1
DEF;Sterko B.V.;;;;;2;;2
DEF;Stern Partyservice;;;;1;;;1
DEF;Stg. Beh. Derd.geld. Van Zeijl Bijl  Adv.;;;;2;;;2
DEF;Stg. Derdenrek. Aartsen & v.d. Biezen Adv.;;;;2;;;2
DEF;Stg. Geschiedkundige Verz. Expl. Opr. Dienst;;;;1;;;1
DEF;Stg. Hist. Coll. Reg. Stoottr. Prins Bernhard;;;;1;;;1
DEF;Stg. Hist. Doc.centr. van het Ned. Protest.;;1;;;;;1
DEF;Stg. Kenniscentrum Center People & Buildings;;1;;;;;1
DEF;Stg. Kon. Luchtmacht Historische Vlucht;;;;;;4;4
DEF;Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;1
DEF;Stg. Recreatiecomplex Nieuwe Haven Witte Raaf;;;;2;;1;2
DEF;Stg. St. Prot. Geestel. Verz. b.d. Krijgsm.;;;;1;;1;1
DEF;Stg. Vriend. v/h Indiemonument te Tilburg;;;;1;;;1
DEF;Stg.Trad. Tamb.korps Gardereg. Grenad./Jagers;;;;1;;;1
DEF;Sticht. Beheer Derdengelden Joosten Advocaten;;;;1;;;1
DEF;Sticht. Beheer Schadevergoedingen Pals Groep;;;;1;;;1
DEF;Sticht. Nederl. Inst. voor Beeld en Geluid;;;;;;1;1
DEF;Stichting 43 Bevocie;;;;1;;;1
DEF;Stichting Bedrijfshockey Haagse Regio;;;;;;1;1
DEF;Stichting Benteng;;;;1;;;1
DEF;Stichting Brigade der voorm. Prinses Irene;;;;1;;1;1
DEF;Stichting Cultuurhuis De Klinker;;;;1;;;1
DEF;Stichting de Basis;;;;1;;1;1
DEF;Stichting de Bredase Singelloop;;;;;;1;1
DEF;Stichting De Marineclub;;;;1;;1;1
DEF;Stichting De Meenthe;;;;1;;2;2
DEF;Stichting Delfsail;;;;1;;;1
DEF;Stichting Den Haag Marketing;;;;1;;;1
DEF;Stichting Derdengelden Knoops' Advocaten;;;;2;;;2
DEF;Stichting Enschede Promotie;;;;;;1;1
DEF;Stichting Eureducation;;;;;;1;1
DEF;Stichting Exploitatie Catalina Ph.-Pby;;;;;;1;1
DEF;Stichting Geneeskundige Troepen;;;;1;;;1
DEF;Stichting Herdenking 15 Augustus 1945;;;;1;;;1
DEF;Stichting het Fries Museum;;;;1;;;1
DEF;Stichting Het Gelders Orkest;;;;;;1;1
DEF;Stichting 'Het Veteraneninstituut';;;;6;;;6
DEF;Stichting 'Historische Verzameling Mid';;;;1;;;1
DEF;Stichting Hogeschool van Arnhem en Nijmegen;;;;1;;;1
DEF;Stichting IndoFILMCafé;;;;1;;;1
DEF;Stichting Iskcon SRI Krishna Dhaam;;1;;;;;1
DEF;Stichting Jazz at the Castle;;;;1;;;1
DEF;Stichting Kaboem;;;;1;;;1
DEF;Stichting Kampong Hockey;;;;;1;;1
DEF;Stichting Kloosterkerk;;;;1;;;1
DEF;Stichting Korps Veldartillerie;;;;1;;;1
DEF;Stichting Marechaussee Contact;;;;;;2;2
DEF;Stichting Marine Cantine Dienst (Marcandi);;;;1;;;1
DEF;Stichting Matrijs;;;;1;;;1
DEF;Stichting Meeting Service Point (MSP);;;;1;;;1
DEF;Stichting Metropole Orkest;;;;;;1;1
DEF;Stichting Militaire Prestatietocht Te Paard;;;;1;;;1
DEF;Stichting Nationaal Indie-Monument 1945-1962;;;;1;;1;1
DEF;Stichting Nationaal Monument Kamp Vught;;;;1;;;1
DEF;Stichting Nederland Beweegt;;;;1;;2;2
DEF;Stichting Nederlands Artillerie Museum;;;;1;;;1
DEF;Stichting Nederlandse Veteranendag;;;;;;1;1
DEF;Stichting R.K. Mytylschool Roosendaal;;;;1;;;1
DEF;Stichting Raakvlak;;;;;;1;1
DEF;Stichting Regiment Technische Troepen;;;;2;;;2
DEF;Stichting Restaurant Paleis Het Loo;;;;;;1;1
DEF;Stichting Roparun Evenementen;;;;;;1;1
DEF;'Stichting Samen Werken';;;;1;;;1
DEF;Stichting Schrijvers School Samenleving;;;;1;;;1
DEF;Stichting Spanjaardsgat;;;;;;2;2
DEF;'Stichting Sportevenementen Le Champion';;;;;;1;1
DEF;Stichting Toerisme Utrecht;;;;1;;;1
DEF;Stichting Tong Tong;;;;2;;;2
DEF;Stichting VVV Breda;;;;1;;;1
DEF;Stichting Zeekadetkorps Harlingen;;;;;1;;1
DEF;Stichting Zevenheuvelenloop;;;;1;;1;1
DEF;Sticker.nl B.V.;;;;;;1;1
DEF;Story Sound;;;;1;3;3;4
DEF;Strijbosch B.V.;;;;;;1;1
DEF;Struiksma t.h.o.d.n. Bakker Bart;;;;1;;;1
DEF;Studio 38C;;;;;;3;3
DEF;SvO B.V.;;;;;;1;1
DEF;T + T Systems;;;;1;;;1
DEF;'t Oude Ambacht Tin C.V.;;;;;;1;1
DEF;'t Oude Tolhuys B.V.;;;;1;;;1
DEF;Tapes Amsterdam B.V.;;;;3;;2;4
DEF;Taxon Groep B.V.;;;;;;1;1
DEF;TeamJOS B.V.;;;;1;;;1
DEF;Technisch Bureau Magema B.V.;;;;;;1;1
DEF;Technische Unie B.V.;;;;;;2;2
DEF;Tempo-Team Professionals B.V.;;;;1;;;1
DEF;Tentenverhuur De Weerd Voorst;;;;2;2;6;6
DEF;Tenwolde Transport en Repair B.V.;;;;;;1;1
DEF;Teunis Industrietechniek B.V.;;;;1;;;1
DEF;The Dj Company;;;;;;1;1
DEF;The Future Store;;;;;;1;1
DEF;The Lardon Company B.V.;;;;;;1;1
DEF;The Letterfreak B.V.;;;;;;1;1
DEF;TheaterHangaar B.V.;;;;;;1;1
DEF;Theehuis Rhijnauwen B.V.;;;;1;;;1
DEF;TheNextShop Group B.V.;;;;;;1;1
DEF;Theo de Ridder Produkties B.V.;;;;;1;;1
DEF;Theo Groothuizen;;;;1;;;1
DEF;Theunisse Sportprijzen;;;;;;1;1
DEF;Timmerman Natuursteen B.V.;;;;;;1;1
DEF;TMG Landelijke Media B.V.;;1;;;;3;3
DEF;Toko Eddo B.V.;;;;1;;;1
DEF;Top Catering V.O.F.;;;;1;;;1
DEF;Topbloemen Nederland B.V.;;;;1;;2;2
DEF;Triskontakten Stichting Trismonument;;1;;;;;1
DEF;TVCN;;;3;;;;3
DEF;Uitgeverij Smit B.V.;;1;;;;;1
DEF;UNIT4 IT Solutions B.V.;;;;;;1;1
DEF;United4all;;;;;;6;6
DEF;UNSPOKEN Creative Management Agency;;;;;;1;1
DEF;Usernet Benelux;;1;;;;;1
DEF;V.d. Valk Hotel Apeldoorn de Cantharel B.V.;;;;1;;1;1
DEF;V.O.F. Antiquariaat A.G. van der Steur;;;;1;;;1
DEF;V.O.F. Bloemenatelier Rob Martin;;;;1;;;1
DEF;V.O.F. Bloemenhandel Slagmoolen;;;;1;;;1
DEF;V.O.F. Bloemsierkunst J. van Amesfoort;;;;1;;1;1
DEF;V.O.F. Boet Schouwink Producties;;;;;;1;1
DEF;V.O.F. De Rijk;;;;1;;;1
DEF;V.O.F. Rinico;;;;;;1;1
DEF;V.O.F. W. Hazeleger;;;;;;1;1
DEF;Vader Verhuur B.V.;;;;;;1;1
DEF;Vakmedianet Food & Horeca B.V.;;1;;;;;1
DEF;van Amerongen facilitair bedrijf B.V.;;;;1;;;1
DEF;VAN AS print & sign B.V.;;;;;;1;1
DEF;Van den Berg Bros Takeltechniek B.V.;;;;1;;;1
DEF;Van den Corput All Office B.V.;;;;1;;;1
DEF;Van den Eijnde Nettenverkoop B.V.;;;;;;1;1
DEF;Van den Hout Promotion;;;;2;1;2;3
DEF;Van der Laan B.V.;;;;1;;;1
DEF;van Deuveren Traffic B.V.;;;;;;1;1
DEF;Van Dijk Zakelijk B.V.;;7;;;;;7
DEF;Van Dongen Offset B.V.;;;;1;;;1
DEF;Van Drimmelen Toelevering B.V.;;;;;;1;1
DEF;Van Hanswijk Marktkramen B.V.;;;;;;1;1
DEF;Van Kralingen B.V.;;;;1;;;1
DEF;Van Luyken Communicatie Adviseurs;;;;;;2;2
DEF;Van Straalen;;;;1;;;1
DEF;Van Vlier Media B.V.;;;;;;2;2
DEF;VanDoClean B.V.;;;;;;1;1
DEF;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;2;;;2
DEF;Ver. Behart. Bel. Nederl. Neth. Aerospace Gr.;;;;1;;;1
DEF;Ver. Veter. & Oud-militair. Korps Milit. Adm.;;;;1;;;1
DEF;Verag Vloerenbedr. en Handelsonderneming B.V.;;;;1;;;1
DEF;Vereniging Buma;;;;;;1;1
DEF;Vereniging Verticaal Transport;;1;;;;;1
DEF;Verhagen Leiden B.V.;;;;1;;;1
DEF;Verhuurbedrijf Zuid-Holland;;;;;;1;1
DEF;Verjo B.V.;;1;;;;;1
DEF;Vermaat Leisure B.V.;;;;1;;3;3
DEF;Villa Thalia;;;;;;1;1
DEF;Vink Lisse B.V.;;;;;;1;1
DEF;Violien bloemen en interieur;;;;1;;;1
DEF;Virtumedia B.V.;;;;1;;;1
DEF;Vito Dordrecht B.V.;;;;;;1;1
DEF;V-Nix B.V.;;;;;;1;1
DEF;VNO-NCW Noord;;;;1;;;1
DEF;VNSG Diensten B.V.;;;;;1;;1
DEF;Voogd Promotions B.V.;;;;1;;;1
DEF;VR Composers;;;;;;1;1
DEF;VVV Business B.V.;;;;1;;;1
DEF;'W. van Veluw B.V.'.;;;;1;;;1
DEF;Walrus Leeuwarden B.V.;;;;1;;;1
DEF;Wave Technics B.V.;;;;;;1;1
DEF;Wijnkoperij De Gouden Ton;;;;1;;;1
DEF;Wijnkoperij Henri Bloem;;;;1;;;1
DEF;Wildkamp B.V.;;1;;;;;1
DEF;Wildlands Adventure Zoo Emmen B.V.;;;;;;1;1
DEF;WishWish NL B.V.;;;;;;1;1
DEF;Wisseloord B.V.;;;;;;1;1
DEF;Woertman Nederland;;;;;1;;1
DEF;Wowww B.V.;;1;;;;;1
DEF;WTC Expo B.V.;;;;;2;;2
DEF;Xerox (Nederland) B.V.;;;;;;4;4
DEF;XL;;;;1;;;1
DEF;Yacht;;;;;;3;3
DEF;Ynnovate;;;;1;;;1
DEF;Yune B.V.;;;;;;2;2
DEF;Zandbedrijf regio Rotterdam V.O.F.;;;;;;1;1
DEF;ZCC-IT B.V.;;;;1;;;1
DEF;Zeeman Reclame Groep B.V.;;;;;;1;1
DEF;ZHZActueel.nl;;;;;;1;1
DEF;Zie Displays;;;;1;;;1
DEF;Ziggo Services B.V.;;;;1;;;1
DEF;Zijlmans Produkt Presentatie/ ZPP;;;;;;1;1
DEF;ZOS B.V.;;;;;;1;1
EZ;(BBP) Beerens-Business Press B.V.;;1;;;;;1
EZ;2 Maal Ee;;;;;;2;2
EZ;3D Medical Solutions B.V.;;;;;;1;1
EZ;54Events B.V.;;;;;3;;3
EZ;7Zebra's;;;;;;1;1
EZ;87seconds SA/NV;;;;;;1;1
EZ;A Solution;;;;;2;;2
EZ;A&C Media;;;;;;1;1
EZ;A. Terlouw Consult;;;;;;1;1
EZ;A. van Helden Relatiegeschenken B.V.;;;;1;;;1
EZ;A.R. Paul;;;;;1;;1
EZ;Aaaaha! The Actor Factory B.V.;;;;;2;;2
EZ;Aart Geesink IDZ B.V.;;;;;;2;2
EZ;Abeng Taal & Tekst;;2;;;;;2
EZ;Abonnementenland;;1;;;;;1
EZ;Abrikoos Utrecht B.V.;;;;1;;;1
EZ;Absoluta Food and Facilities B.V.;;;;;1;;1
EZ;Absolute Delicious;;;;1;;;1
EZ;Access;;;;1;;;1
EZ;Accountant General;;;;;1;;1
EZ;Accres Uitgevers;;;;1;;;1
EZ;AD NieuwsMedia B.V.;;1;;;;;1
EZ;Adfo Groep B.V.;;1;;;;;1
EZ;Aeneas B.V.;;1;;;;;1
EZ;AFC Ajax N.V.;;;;;1;;1
EZ;Africa Coffee Academy;;;;;1;;1
EZ;AG Connect B.V.;;1;;;;;1
EZ;AGF Primeur B.V.;;;;;1;;1
EZ;Agriculture Fisheries and Food Authority (AFFA);;;;;3;;3
EZ;AgriHolland B.V.;;1;;;;;1
EZ;Agrip Advies;;;;1;;;1
EZ;Agripers B.V.;;1;;;;;1
EZ;AgroConnect;;1;;;;;1
EZ;AH Design Reclame & Belettering;;;;;1;;1
EZ;Ahoy Rotterdam N.V.;;;;;1;;1
EZ;Aided-Trade Limited;;;;;2;;2
EZ;Airtec GmbH & Co. KG;;;;;2;;2
EZ;Alex Aalders Bloemist;;;;1;;;1
EZ;Alexios Party Catering B.V.;;;;;2;;2
EZ;Allegra Events Ltd;;;;;1;;1
EZ;allesin1studio.nl;;;;;1;;1
EZ;Alter Ego Development;;;;;1;;1
EZ;Alt-Tab Bedrijfsondersteuning;;;2;;;;2
EZ;Ambachtelijke Slagerij Kevelam;;;;;1;;1
EZ;Amigos International B.V.;;;;;1;;1
EZ;Amsterdam Media B.V.;;;;;;1;1
EZ;ANP Photo;;;;;;1;1
EZ;ANP Video;;;;;;1;1
EZ;Anwendungszentrum GmbH Oberpfaffenhofen;;1;;;;;1
EZ;Apeldoornse Bierbrouwerij De Vlijt B.V.;;;;;1;;1
EZ;Apricot;;;;1;;;1
EZ;Arcgis Gebruikersgroep Nederland;;1;;;;;1
EZ;Ardis Opleidingen B.V.;;1;;;;;1
EZ;Arenda Oomen Fotografie;;;;;;1;1
EZ;Argentum Hallintopalvelut Oy;;;;;1;;1
EZ;Arjan Klopstra;;;;;2;;2
EZ;Arko Sports Media B.V.;;1;;;;;1
EZ;Arnage Horeca B.V.;;;;1;;;1
EZ;Aroq Ltd.;;1;;;;;1
EZ;Art 4 You Decorations;;;;;;2;2
EZ;ASEPEX;;;;;1;;1
EZ;Associación Nicaragüense de Turismo Receptivo ANTUR;;;;;1;;1
EZ;ATP Business Travel B.V.;;;;;2;;2
EZ;Attentio;;;;;;1;1
EZ;Aumacon;;1;;;;;1
EZ;Automotive Publishing B.V.;;;;;;2;2
EZ;AutomotiveNL B.V.;;;;;1;;1
EZ;Autoridade da Concorrencia;;;;;1;;1
EZ;Autorita Garante Della Concorrenza e del Mercato;;;;;1;;1
EZ;Autorite de la Concurrence;;;;;1;;1
EZ;AvdR Webinars B.V.;;1;;;;;1
EZ;Avex B.V.;;;;;;1;1
EZ;Axon Connect B.V.;;1;;;;;1
EZ;B&F Palace Amsterdam B.V.;;;;;1;;1
EZ;B. Vitolina;;;;;1;;1
EZ;B.V. Algemeen Nederlands Persbureau ANP;;;;;;1;1
EZ;B.V. Rederij G. Doeksen en Zonen;;;;;;1;1
EZ;B+B Vakmedianet B.V.;;1;;;;;1
EZ;B2Match GmbH;;;;;1;;1
EZ;BAJ Productions;;;;;1;;1
EZ;Bajol tekst en interpretatie;;;1;;;;1
EZ;Banketbakkerij Boheemen;;;;1;;;1
EZ;Banketbakkerij Gosselaar;;;;1;;;1
EZ;Banketbakkerij Tearoom Müller;;;;;;1;1
EZ;Banketbakkerij-Chocolaterie Lentelink;;;;1;;;1
EZ;Bar Aandacht;;;;;1;;1
EZ;Bar Restaurant Pavlov B.V.;;;;1;1;;1
EZ;Barbarossa Beach B.V.;;;;;1;;1
EZ;Bart van Vliet Freelance Fotograaf;;;;;;1;1
EZ;Bas Westerweel Produkties;;;;;1;;1
EZ;Bayerische Staatsbibliothek;;1;;;;;1
EZ;Belgische Mededingings Autoriteit BMA;;;;;1;;1
EZ;Berg en Ideeën;;;;;1;;1
EZ;Beroepsvereniging Vide;;1;;;;;1
EZ;BeuseCOMM;;;;;;4;4
EZ;Bewonersbedrijf Kamperpoorterij (Wijkcentrum Ons Eigen Huis);;;;;1;;1
EZ;BIJ12;;1;;;;;1
EZ;BIM Media B.V.;;;;;;2;2
EZ;bioPress Verlag KG;;1;;;;;1
EZ;Blaauw Space Affairs;;;;;;2;2
EZ;Blendle B.V.;;1;;;;;1
EZ;Blinker B.V.;;;;;;1;1
EZ;Blitz Communicatie;;;;;;1;1
EZ;Bloemenboetiek Abutilon;;;;1;;;1
EZ;Bloemstylist Hans Zijlstra;;;;1;;;1
EZ;Blokland Agrarische Administratie & Advies;;;;1;;;1
EZ;Bloomberg L.P.;;2;;;;;2
EZ;BLOS Horeca B.V.;;;;;1;;1
EZ;BlueCity010 B.V.;;;;;1;;1
EZ;Bobbe International B.V.;;4;;;;;4
EZ;Boca's Rotterdam B.V.;;;;;1;;1
EZ;Boekhandel Van Stockum Belinfante & Coebergh;;2;;;;;2
EZ;Boels Verleih GmbH;;;;;1;;1
EZ;Boenders Catering B.V.;;;;;1;;1
EZ;Boerengilde B.V.;;;;;1;;1
EZ;bol.com B.V.;;1;;1;;;1
EZ;Boomerang Beach;;;;;1;;1
EZ;Boosty II B.V.;;;;;1;;1
EZ;Bos & Bos Catering TT B.V.;;;;;1;;1
EZ;Bos Vlaggen B.V.;;;;;;1;1
EZ;Bowling Scheveningen B.V.;;;;1;;;1
EZ;Brainport Development N.V.;;;;;2;;2
EZ;Branchever. Particul. Org. Int. Samenwerk.;;1;;;;;1
EZ;Brandwise B.V.;;;;;1;;1
