objectid;straat;type_en_merk;aantal;geo_shape;geo_point_2d
130;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484099792428469, 51.44452725815476], ""type"": ""Point""}";51.44452725815476, 5.484099792428469
132;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484109597760943, 51.44447766849911], ""type"": ""Point""}";51.44447766849911, 5.484109597760943
146;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484230658150917, 51.44466863979336], ""type"": ""Point""}";51.44466863979336, 5.484230658150917
149;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484212641298827, 51.44474611914978], ""type"": ""Point""}";51.44474611914978, 5.484212641298827
153;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484261762121052, 51.444529181645045], ""type"": ""Point""}";51.444529181645045, 5.484261762121052
154;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.473592724980929, 51.464409729996646], ""type"": ""Point""}";51.464409729996646, 5.473592724980929
156;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.473749976284599, 51.464413442384526], ""type"": ""Point""}";51.464413442384526, 5.473749976284599
158;Michelangelolaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.473547800531344, 51.464411039709105], ""type"": ""Point""}";51.464411039709105, 5.473547800531344
159;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.472596160303673, 51.464387508121355], ""type"": ""Point""}";51.464387508121355, 5.472596160303673
164;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.473016835033399, 51.4643948481797], ""type"": ""Point""}";51.4643948481797, 5.473016835033399
165;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.47311486970672, 51.46439860505227], ""type"": ""Point""}";51.46439860505227, 5.47311486970672
168;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.473425270901313, 51.46440602495267], ""type"": ""Point""}";51.46440602495267, 5.473425270901313
171;Michelangelolaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.4720713352312655, 51.464376413342755], ""type"": ""Point""}";51.464376413342755, 5.4720713352312655
173;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.471597553157907, 51.464365279215976], ""type"": ""Point""}";51.464365279215976, 5.471597553157907
174;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.4716588154334005, 51.46436650219388], ""type"": ""Point""}";51.46436650219388, 5.4716588154334005
176;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.471801757636523, 51.464367674807626], ""type"": ""Point""}";51.464367674807626, 5.471801757636523
294;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478446176050558, 51.47230898746374], ""type"": ""Point""}";51.47230898746374, 5.478446176050558
295;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478481769723154, 51.472308959572544], ""type"": ""Point""}";51.472308959572544, 5.478481769723154
297;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478565357954287, 51.47230599968431], ""type"": ""Point""}";51.47230599968431, 5.478565357954287
299;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478656675149421, 51.472303024678595], ""type"": ""Point""}";51.472303024678595, 5.478656675149421
300;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.4786953776858995, 51.472302994281], ""type"": ""Point""}";51.472302994281, 5.4786953776858995
305;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478438606359441, 51.47166267337411], ""type"": ""Point""}";51.47166267337411, 5.478438606359441
307;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478535621697009, 51.47165964905507], ""type"": ""Point""}";51.47165964905507, 5.478535621697009
310;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478687067241574, 51.471655089795846], ""type"": ""Point""}";51.471655089795846, 5.478687067241574
317;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.478541416477898, 51.47101082561638], ""type"": ""Point""}";51.47101082561638, 5.478541416477898
321;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.4787330898885145, 51.47100771786687], ""type"": ""Point""}";51.47100771786687, 5.4787330898885145
322;Luxemburglaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477693740332237, 51.47076467693479], ""type"": ""Point""}";51.47076467693479, 5.477693740332237
325;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.477696226921046, 51.470828224775474], ""type"": ""Point""}";51.470828224775474, 5.477696226921046
329;Luxemburglaan;Parkeerplaats;1.0;"{""coordinates"": [5.477705929087048, 51.47094497084208], ""type"": ""Point""}";51.47094497084208, 5.477705929087048
331;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476872780865343, 51.470289452682756], ""type"": ""Point""}";51.470289452682756, 5.476872780865343
332;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476841379484095, 51.47029078021188], ""type"": ""Point""}";51.47029078021188, 5.476841379484095
335;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476738799059224, 51.47029478716616], ""type"": ""Point""}";51.47029478716616, 5.476738799059224
338;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4766383198713, 51.470298783427936], ""type"": ""Point""}";51.470298783427936, 5.4766383198713
339;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476604817221622, 51.470300121495754], ""type"": ""Point""}";51.470300121495754, 5.476604817221622
340;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47658178957494, 51.47030013917161], ""type"": ""Point""}";51.47030013917161, 5.47658178957494
341;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476556663211692, 51.47030146180789], ""type"": ""Point""}";51.47030146180789, 5.476556663211692
342;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476525259257525, 51.4703014858993], ""type"": ""Point""}";51.4703014858993, 5.476525259257525
343;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477379428423411, 51.47027991102153], ""type"": ""Point""}";51.47027991102153, 5.477379428423411
346;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476985844014719, 51.47028806221598], ""type"": ""Point""}";51.47028806221598, 5.476985844014719
385;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476571046789892, 51.47015761435073], ""type"": ""Point""}";51.47015761435073, 5.476571046789892
386;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476602450644971, 51.470157590247055], ""type"": ""Point""}";51.470157590247055, 5.476602450644971
387;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476640126955457, 51.47015625796317], ""type"": ""Point""}";51.47015625796317, 5.476640126955457
389;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4767029346636145, 51.47015620971016], ""type"": ""Point""}";51.47015620971016, 5.4767029346636145
391;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476769925369211, 51.47015354250831], ""type"": ""Point""}";51.47015354250831, 5.476769925369211
392;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476807618627098, 51.47015351351202], ""type"": ""Point""}";51.47015351351202, 5.476807618627098
394;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476882988184884, 51.47015215214128], ""type"": ""Point""}";51.47015215214128, 5.476882988184884
399;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477067212832343, 51.470146778732634], ""type"": ""Point""}";51.470146778732634, 5.477067212832343
403;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477182357311599, 51.47014276178258], ""type"": ""Point""}";51.47014276178258, 5.477182357311599
404;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477211674282728, 51.47014273912732], ""type"": ""Point""}";51.47014273912732, 5.477211674282728
405;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477238889988427, 51.470142718089285], ""type"": ""Point""}";51.470142718089285, 5.477238889988427
411;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4765497398522855, 51.47006628801066], ""type"": ""Point""}";51.47006628801066, 5.4765497398522855
413;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476624215175064, 51.4700640196391], ""type"": ""Point""}";51.4700640196391, 5.476624215175064
415;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476689824892822, 51.4700617580329], ""type"": ""Point""}";51.4700617580329, 5.476689824892822
418;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476789126734108, 51.47005946148758], ""type"": ""Point""}";51.47005946148758, 5.476789126734108
420;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4768476598244, 51.47005941644485], ""type"": ""Point""}";51.47005941644485, 5.4768476598244
421;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476927443648638, 51.470056029200364], ""type"": ""Point""}";51.470056029200364, 5.476927443648638
422;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4769682267924855, 51.47005378656288], ""type"": ""Point""}";51.47005378656288, 5.4769682267924855
431;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477276782454367, 51.47004690570289], ""type"": ""Point""}";51.47004690570289, 5.477276782454367
439;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476622336238693, 51.47000864199201], ""type"": ""Point""}";51.47000864199201, 5.476622336238693
442;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476728735505965, 51.47000745464094], ""type"": ""Point""}";51.47000745464094, 5.476728735505965
443;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4767659680931615, 51.47000742601218], ""type"": ""Point""}";51.47000742601218, 5.4767659680931615
350;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477136583541903, 51.470285330206906], ""type"": ""Point""}";51.470285330206906, 5.477136583541903
357;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4765146063764325, 51.470204731223916], ""type"": ""Point""}";51.470204731223916, 5.4765146063764325
359;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476573226007011, 51.4702046862526], ""type"": ""Point""}";51.4702046862526, 5.476573226007011
364;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476749091587189, 51.47020063210423], ""type"": ""Point""}";51.47020063210423, 5.476749091587189
372;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477002408463566, 51.470192589952525], ""type"": ""Point""}";51.470192589952525, 5.477002408463566
373;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477040087361307, 51.47019256089223], ""type"": ""Point""}";51.47019256089223, 5.477040087361307
376;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477134293834304, 51.47018987248315], ""type"": ""Point""}";51.47018987248315, 5.477134293834304
381;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4773017804262745, 51.47018451162876], ""type"": ""Point""}";51.47018451162876, 5.4773017804262745
444;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476813848723871, 51.47000628357416], ""type"": ""Point""}";51.47000628357416, 5.476813848723871
445;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476835134767587, 51.47000626719289], ""type"": ""Point""}";51.47000626719289, 5.476835134767587
447;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476895419265338, 51.470004000580914], ""type"": ""Point""}";51.470004000580914, 5.476895419265338
450;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477000048275689, 51.470002814345925], ""type"": ""Point""}";51.470002814345925, 5.477000048275689
451;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477040835728646, 51.470002782888294], ""type"": ""Point""}";51.470002782888294, 5.477040835728646
452;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477076312465209, 51.47000275551502], ""type"": ""Point""}";51.47000275551502, 5.477076312465209
455;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477175614176134, 51.47000046762945], ""type"": ""Point""}";51.47000046762945, 5.477175614176134
457;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4772500937305955, 51.47000041006372], ""type"": ""Point""}";51.47000041006372, 5.4772500937305955
458;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47728378583426, 51.47000038400726], ""type"": ""Point""}";51.47000038400726, 5.47728378583426
489;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476480199776591, 51.46987695042782], ""type"": ""Point""}";51.46987695042782, 5.476480199776591
491;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4765440411667425, 51.46987579586335], ""type"": ""Point""}";51.46987579586335, 5.4765440411667425
492;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476572422477281, 51.46987577408643], ""type"": ""Point""}";51.46987577408643, 5.476572422477281
493;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476604339916422, 51.46987353837934], ""type"": ""Point""}";51.46987353837934, 5.476604339916422
494;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47664334262818, 51.4698735084307], ""type"": ""Point""}";51.4698735084307, 5.47664334262818
495;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476673494171062, 51.46987348526961], ""type"": ""Point""}";51.46987348526961, 5.476673494171062
502;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476893385199213, 51.4698699903217], ""type"": ""Point""}";51.4698699903217, 5.476893385199213
506;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477061855267685, 51.46986764924085], ""type"": ""Point""}";51.46986764924085, 5.477061855267685
509;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477182440461598, 51.469864230331765], ""type"": ""Point""}";51.469864230331765, 5.477182440461598
511;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477242724754255, 51.46986196354041], ""type"": ""Point""}";51.46986196354041, 5.477242724754255
513;Winkelcentrum Woensel;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.477695730015133, 51.46975204073324], ""type"": ""Point""}";51.46975204073324, 5.477695730015133
514;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477730377190045, 51.46975471939016], ""type"": ""Point""}";51.46975471939016, 5.477730377190045
518;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47801372212994, 51.46959220865697], ""type"": ""Point""}";51.46959220865697, 5.47801372212994
522;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4781652965647, 51.46959074206674], ""type"": ""Point""}";51.46959074206674, 5.4781652965647
524;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478223754379815, 51.46958933910567], ""type"": ""Point""}";51.46958933910567, 5.478223754379815
526;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478280053401219, 51.46958794679228], ""type"": ""Point""}";51.46958794679228, 5.478280053401219
528;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.478167744280201, 51.469735439493796], ""type"": ""Point""}";51.469735439493796, 5.478167744280201
529;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.478165499071164, 51.46969216987122], ""type"": ""Point""}";51.46969216987122, 5.478165499071164
530;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477767084652207, 51.46970058814705], ""type"": ""Point""}";51.46970058814705, 5.477767084652207
531;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47780823163643, 51.46970055614149], ""type"": ""Point""}";51.46970055614149, 5.47780823163643
532;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4778493759380265, 51.46969917582555], ""type"": ""Point""}";51.46969917582555, 5.4778493759380265
533;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477892679032517, 51.4696977848253], ""type"": ""Point""}";51.4696977848253, 5.477892679032517
534;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477925147584662, 51.46969775953639], ""type"": ""Point""}";51.46969775953639, 5.477925147584662
536;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4779792879358205, 51.469696369049764], ""type"": ""Point""}";51.469696369049764, 5.4779792879358205
459;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.47731038038655, 51.46999924884002], ""type"": ""Point""}";51.46999924884002, 5.47731038038655
462;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477345664277711, 51.469901757570426], ""type"": ""Point""}";51.469901757570426, 5.477345664277711
463;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477345556910254, 51.46984749315556], ""type"": ""Point""}";51.46984749315556, 5.477345556910254
464;Winkelcentrum Woensel;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477311867106242, 51.469848624832444], ""type"": ""Point""}";51.469848624832444, 5.477311867106242
465;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476451921816984, 51.46992238277732], ""type"": ""Point""}";51.46992238277732, 5.476451921816984
466;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476485613863658, 51.46992235695131], ""type"": ""Point""}";51.46992235695131, 5.476485613863658
467;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476513976476293, 51.46992012399436], ""type"": ""Point""}";51.46992012399436, 5.476513976476293
469;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476565416222226, 51.469921190137235], ""type"": ""Point""}";51.469921190137235, 5.476565416222226
471;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4766310213793785, 51.469916708370256], ""type"": ""Point""}";51.469916708370256, 5.4766310213793785
472;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476668256063758, 51.469917785375294], ""type"": ""Point""}";51.469917785375294, 5.476668256063758
475;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476764017139513, 51.46991550055984], ""type"": ""Point""}";51.46991550055984, 5.476764017139513
479;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.476889929756919, 51.46991318346014], ""type"": ""Point""}";51.46991318346014, 5.476889929756919
485;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477147046918554, 51.46990634254618], ""type"": ""Point""}";51.46990634254618, 5.477147046918554
486;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477178968717781, 51.46990631788721], ""type"": ""Point""}";51.46990631788721, 5.477178968717781
540;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478100535880999, 51.46969356889212], ""type"": ""Point""}";51.46969356889212, 5.478100535880999
547;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477951242072887, 51.46974913632404], ""type"": ""Point""}";51.46974913632404, 5.477951242072887
548;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477981549141345, 51.4697477554171], ""type"": ""Point""}";51.4697477554171, 5.477981549141345
610;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.453870289719167, 51.44120384433647], ""type"": ""Point""}";51.44120384433647, 5.453870289719167
614;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.454316431021814, 51.441315973158495], ""type"": ""Point""}";51.441315973158495, 5.454316431021814
615;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.454415721968198, 51.44133838751164], ""type"": ""Point""}";51.44133838751164, 5.454415721968198
616;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.454497746648081, 51.441356326422685], ""type"": ""Point""}";51.441356326422685, 5.454497746648081
618;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.453132039533527, 51.44102805117009], ""type"": ""Point""}";51.44102805117009, 5.453132039533527
620;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.453314793870961, 51.44107020319393], ""type"": ""Point""}";51.44107020319393, 5.453314793870961
626;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.453303152049632, 51.44097670966647], ""type"": ""Point""}";51.44097670966647, 5.453303152049632
628;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.453470100706872, 51.44101976929351], ""type"": ""Point""}";51.44101976929351, 5.453470100706872
634;Strijpsestraat;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.455765694545043, 51.44123347504428], ""type"": ""Point""}";51.44123347504428, 5.455765694545043
637;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.456084295792638, 51.44113898672965], ""type"": ""Point""}";51.44113898672965, 5.456084295792638
638;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.456014149511044, 51.44115803028383], ""type"": ""Point""}";51.44115803028383, 5.456014149511044
639;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.455951005531531, 51.44117561349407], ""type"": ""Point""}";51.44117561349407, 5.455951005531531
640;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.4563789590720875, 51.441061320591515], ""type"": ""Point""}";51.441061320591515, 5.4563789590720875
641;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.456458463955002, 51.4410393409417], ""type"": ""Point""}";51.4410393409417, 5.456458463955002
642;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.4565590188327775, 51.44101296222121], ""type"": ""Point""}";51.44101296222121, 5.4565590188327775
644;Strijpsestraat;Parkeerplaats;1.0;"{""coordinates"": [5.456718042575609, 51.44096901160235], ""type"": ""Point""}";51.44096901160235, 5.456718042575609
648;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.393329525983253, 51.458063596907756], ""type"": ""Point""}";51.458063596907756, 5.393329525983253
650;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.393504117034662, 51.45808429701816], ""type"": ""Point""}";51.45808429701816, 5.393504117034662
651;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.393594736233401, 51.45809395465737], ""type"": ""Point""}";51.45809395465737, 5.393594736233401
653;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.3945155642178655, 51.45819615312234], ""type"": ""Point""}";51.45819615312234, 5.3945155642178655
654;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.394620198430082, 51.45820756183665], ""type"": ""Point""}";51.45820756183665, 5.394620198430082
656;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.394804545957255, 51.45822829530734], ""type"": ""Point""}";51.45822829530734, 5.394804545957255
657;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.3948958852578475, 51.45823867097936], ""type"": ""Point""}";51.45823867097936, 5.3948958852578475
659;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.395047023699689, 51.45825421988307], ""type"": ""Point""}";51.45825421988307, 5.395047023699689
664;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.395759451165633, 51.457946018597916], ""type"": ""Point""}";51.457946018597916, 5.395759451165633
665;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.39580927202515, 51.4579148960532], ""type"": ""Point""}";51.4579148960532, 5.39580927202515
667;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396103189447711, 51.45773226855245], ""type"": ""Point""}";51.45773226855245, 5.396103189447711
552;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478102811615058, 51.469744955245865], ""type"": ""Point""}";51.469744955245865, 5.478102811615058
554;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477706747259477, 51.46984263779456], ""type"": ""Point""}";51.46984263779456, 5.477706747259477
556;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477786851181243, 51.469841218228446], ""type"": ""Point""}";51.469841218228446, 5.477786851181243
562;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478022871409042, 51.469835632226435], ""type"": ""Point""}";51.469835632226435, 5.478022871409042
564;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4780921524254875, 51.46983422089051], ""type"": ""Point""}";51.46983422089051, 5.4780921524254875
567;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.477711158934411, 51.46988996861273], ""type"": ""Point""}";51.46988996861273, 5.477711158934411
