FID,omschr,type_div,hectobord,afritnr,afritnaam,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_wegvak.986,Halfklaverblad-aansluiting,D,33.2a,1,'OUDERKERK A/D AMSTEL'VBW. a,246361009,2021-10-01T00:00:00,0,024636100920211001,KPK0001123635,I,,POINT (123366.03920000046 480583.6581999995)
divergenties_wegvak.987,,U,43.6q,,PPL.'LEIKANT',256188006,2021-10-01T00:00:00,0,025618800620211001,KPK0001142717,I,,POINT (128011.07079999894 394423.93299999833)
divergenties_wegvak.988,Haarlemmermeer-aansluiting,U,72.4a,11,'VIANEN'VBW. a,267291041,2021-10-01T00:00:00,609,026729104120211001,KPK0001124154,I,,POINT (133942.8123999983 444925.80999999866)
divergenties_wegvak.989,Halfklaverblad-aansluiting,D,81.1a,13,'CULEMBORG'VBW. a,277277006,2021-10-01T00:00:00,745,027727700620211001,KPK0001124265,I,,POINT (139436.42179999873 438225.79289999977)
divergenties_wegvak.990,Pseudo Haarlemmermeer-aansluiting,U,82.2c,30,'VEEMARKT'VBW. c,277315031,2021-10-01T00:00:00,0,027731503120211001,KPK0001464408,I,,POINT (138743.15239999816 458038.92379999906)
divergenties_wegvak.991,Halfklaverblad-aansluiting,U,70.6a,,'IND. DE HAVEN'VBW. a,402545007,2021-10-01T00:00:00,0,040254500720211001,KPK0001140693,I,,POINT (201323.87049999833 572542.5318999998)
divergenties_wegvak.992,Pseudo Haarlemmermeer-aansluiting,U,93.2a,19,'ZWOLLE-CENTRUM'VBW. a,403406045,2021-10-01T00:00:00,0,040340604520211001,KPK0001140349,I,,POINT (201867.13450000063 503072.0789999999)
divergenties_wegvak.993,,U,126.4m,,BS.PPL.'LAGEVEEN',441443004,2021-10-01T00:00:00,0,044144300420211001,KPK0001140120,I,,POINT (220428.78319999948 521719.9508000016)
divergenties_wegvak.994,Haarlemmermeer-aansluiting,U,195.8c,38,'HAREN'VBW. c,470553011,2021-10-01T00:00:00,0,047055301120211001,KPK0001203148,I,,POINT (235465.1596999988 576613.6092999987)
divergenties_wegvak.995,Haarlemmermeer-aansluiting,U,199.0a,38,'GRONINGEN-CENTRUM'VBW. a,470562064,2021-10-01T00:00:00,0,047056206420211001,KPK0001454043,I,,POINT (235077.14339999855 581098.5397000015)
divergenties_wegvak.996,Niet indeelbaar,U,0.0#,,'EUROBORG',470562085,2021-10-01T00:00:00,5,047056208520211001,KPK0001454126,I,,POINT (235260.9803000018 581135.556499999)
divergenties_wegvak.997,Niet indeelbaar,U,0.0#,,'EUROBORG',470562088,2021-10-01T00:00:00,5,047056208820211001,KPK0001454126,I,,POINT (235260.3007999994 581138.5502000004)
divergenties_wegvak.998,Klaverbladknooppunt,U,22.3r,,'KP.HOLSLOOT'COEVORDEN VBW. r,492454012,2021-10-01T00:00:00,2740,049245401220211001,KPK0001141122,I,,POINT (249000.91750000045 527854.1816999987)
divergenties_wegvak.999,Halfklaverblad-aansluiting,U,214.3a,41,'HOOGEZAND'VBW. a,492553021,2021-10-01T00:00:00,0,049255302120211001,KPK0001129690,I,,POINT (246007.26110000163 576970.7390000001)
divergenties_wegvak.1000,Haarlemmermeer-aansluiting,U,39.4a,39,'VEENDAM-NOORD'VBW. a,512545038,2021-10-01T00:00:00,0,051254503820211001,KPK0001140902,I,,POINT (256209.91789999977 572614.6865999997)
divergenties_wegvak.1001,Halfklaverblad-aansluiting,U,71.1a,25,'ENSCHEDE'VBW. a,514338051,2021-10-01T00:00:00,0,051433805120211001,KPK0001141031,I,,POINT (257226.9200000018 469130.6937999986)
divergenties_wegvak.1002,T-knooppunt,U,57.5s,,'KP.SABINA'AMSTERDAM VBW. s,600106217,2021-10-01T00:00:00,0,060010621720211001,KPK0001208689,I,,POINT (88541.10429999977 408012.313099999)
divergenties_wegvak.1003,Niet indeelbaar,D,74.1n,,'BENELUXTUNNEL'RANGEERBAAN VBW. n,600106266,2021-10-01T00:00:00,0,060010626620211001,KPK0001128109,I,,POINT (85601.1875 433883.65249999985)
divergenties_wegvak.1004,Halfklaverblad-aansluiting,U,229.4c,26,'THOLEN'VBW. c,600107282,2021-10-01T00:00:00,0,060010728220211001,KPK0001128311,I,,POINT (79249.2377000004 394963.55629999936)
divergenties_wegvak.1005,Halfklaverblad-aansluiting,U,223.9c,25,'STEENBERGEN'VBW. c,600107288,2021-10-01T00:00:00,0,060010728820211001,KPK0001128305,I,,POINT (79011.91730000079 400224.73800000176)
divergenties_wegvak.1006,Pseudo Haarlemmermeer-aansluiting,U,55.3c,19,'ROTTERDAM-CHARLOIS'VBW. c,600107306,2021-10-01T00:00:00,0,060010730620211001,KPK0001135956,I,,POINT (90750.49769999832 431106.64020000026)
divergenties_wegvak.1007,Pseudo Overig volledig knooppunt,D,57.2u,,'KP.EVERDINGEN''S-HERTOGENBOSCH VBW. u,600126327,2021-10-01T00:00:00,0,060012632720211001,KPK0001138847,I,,POINT (135830.53409999982 443968.23699999973)
divergenties_wegvak.1008,,U,83.7n,,BS.PPL.'LINGEHORST',600128286,2021-10-01T00:00:00,0,060012828620211001,KPK0001471887,I,,POINT (140913.00670000166 435591.4979000017)
divergenties_wegvak.1009,Pseudo Haarlemmermeer-aansluiting,U,85.0c,14,'BEESD'VBW. c,600128289,2021-10-01T00:00:00,0,060012828920211001,KPK0001471888,I,,POINT (141499.73220000044 434470.45710000023)
divergenties_wegvak.1010,Halfklaverblad-aansluiting,U,121.4c,30,'GELDERMALSEN'VBW. c,600135472,2021-10-01T00:00:00,0,060013547220211001,KPK0001475711,I,,POINT (150304.74799999967 430540.6477999985)
divergenties_wegvak.1011,Halfklaverblad-aansluiting,U,127.4c,32,'TIEL-WEST'VBW. c,600135495,2021-10-01T00:00:00,0,060013549520211001,KPK0001135368,I,,POINT (155008.7221999988 433934.6356999986)
divergenties_wegvak.1012,Halfklaverblad-aansluiting,U,123.8c,31,'WADENOIJEN'VBW. c,600135503,2021-10-01T00:00:00,0,060013550320211001,KPK0001475715,I,,POINT (152334.6699000001 431858.1695000008)
divergenties_wegvak.1013,,U,0.0#,,PPL.'OLDENALLER',600136982,2021-10-01T00:00:00,0,060013698220211001,KPK0001139764,I,,POINT (162417.77059999853 473485.90129999816)
divergenties_wegvak.1014,Halfklaverblad-aansluiting,U,81.4c,22,'MAARSBERGEN'VBW. c,600137035,2021-10-01T00:00:00,0,060013703520211001,KPK0001132879,I,,POINT (156501.67210000008 451707.2884000018)
divergenties_wegvak.1015,T-aansluiting halfklaverblad,U,42.3c,13,'AMERSFOORT-NOORD'VBW. c,600137053,2021-10-01T00:00:00,0,060013705320211001,KPK0001123169,I,,POINT (156431.62310000136 466925.63430000097)
divergenties_wegvak.1016,Klaverbladknooppunt,U,45.7n,,'KP.HOEVELAKEN'HOEVELAKEN RANG.BAAN n,600137062,2021-10-01T00:00:00,0,060013706220211001,KPK0001123211,I,,POINT (158887.01449999958 464473.98409999907)
divergenties_wegvak.1017,Haarlemmermeer-aansluiting,U,41.1c,10,'STRAND NULDE'VBW. c,600137110,2021-10-01T00:00:00,0,060013711020211001,KPK0001139781,I,,POINT (165267.80970000103 475779.35500000045)
divergenties_wegvak.1018,Pseudo T-knooppunt,U,11.7#,,'KP.BATADORP'BREDA (RW58),600138325,2021-10-01T00:00:00,0,060013832520211001,KPK0001124961,I,,POINT (156226.46240000054 386779.45329999924)
divergenties_wegvak.1019,T-knooppunt,D,156.9q,,'KP.BATADORP'BREDA VBW. q,600138326,2021-10-01T00:00:00,0,060013832620211001,KPK0001126409,I,,POINT (156262.12640000135 387060.19530000165)
divergenties_wegvak.1020,Haarlemmermeer-aansluiting,U,243.3c,49,'ELSLOO'VBW. c,600141486,2021-10-01T00:00:00,0,060014148620211001,KPK0001149303,I,,POINT (183205.05999999866 328964.1479000002)
divergenties_wegvak.1021,Haarlemmermeer-aansluiting,U,5.3c,2,'GELEEN'VBW. c,600141501,2021-10-01T00:00:00,0,060014150120211001,KPK0001150477,I,,POINT (185332.77849999815 329316.1072999984)
divergenties_wegvak.1022,Halfklaverblad-aansluiting,U,296.4a,17,'LEMMER'VBW. a,600141506,2021-10-01T00:00:00,0,060014150620211001,KPK0001128937,I,,POINT (177746.86890000105 539514.7474999987)
divergenties_wegvak.1023,Halfklaverblad-aansluiting,U,297.3c,17,'LEMMER'VBW. c,600141508,2021-10-01T00:00:00,0,060014150820211001,KPK0001128942,I,,POINT (177524.51539999992 540654.5909000002)
divergenties_wegvak.1024,Halfklaverblad-aansluiting,U,300.2c,18,'OOSTERZEE'VBW. c,600141510,2021-10-01T00:00:00,0,060014151020211001,KPK0001128943,I,,POINT (179114.46709999815 543004.9145999998)
divergenties_wegvak.1025,,U,302.6q,,PPL.'DE WIEL',600141514,2021-10-01T00:00:00,0,060014151420211001,KPK0001202389,I,,POINT (180272.56560000032 545108.3048)
divergenties_wegvak.1026,Pseudo Klaverbladknooppunt,U,148.0f,,'KP.EWIJK'DRUTEN VBW. f,600143245,2021-10-01T00:00:00,411,060014324520211001,KPK0001142093,I,,POINT (177331.16679999977 430262.5240000002)
divergenties_wegvak.1027,T-knooppunt,U,128.7c,,'KP.WATERBERG'ARNHEM-NOORD VBW. c,600144897,2021-10-01T00:00:00,0,060014489720211001,KPK0001133806,I,,POINT (192360.0487000011 447521.3905000016)
divergenties_wegvak.1028,Haarlemmermeer-aansluiting,U,224.2a,45,'ECHT'VBW. a,600145345,2021-10-01T00:00:00,2045,060014534520211001,KPK0001125307,I,,POINT (187859.45320000127 346540.8161999993)
divergenties_wegvak.1029,Halfklaverblad-aansluiting,U,21.0c,19,'ROERMOND'VBW. c,600147462,2021-10-01T00:00:00,0,060014746220211001,KPK0001144000,I,,POINT (199221.62409999967 358321.90260000154)
divergenties_wegvak.1030,Halfklaverblad-aansluiting,U,28.5c,18,'BEESEL'VBW. c,600147471,2021-10-01T00:00:00,0,060014747120211001,KPK0001144014,I,,POINT (203123.88379999995 364342.00620000064)
divergenties_wegvak.1031,Klaverbladknooppunt,U,46.8y,,'KP.ZAARDERHEIKEN'RANG.BAAN y,600149101,2021-10-01T00:00:00,0,060014910120211001,KPK0001163421,I,,POINT (206470.17449999973 379413.1206)
divergenties_wegvak.1032,Halfklaverblad-aansluiting,U,45.1c,13,'VENLO-WEST'VBW. c,600149103,2021-10-01T00:00:00,0,060014910320211001,KPK0001163500,I,,POINT (206268.41699999943 377584.0560999997)
divergenties_wegvak.1033,Niet indeelbaar,U,0.0#,,'VENLO-WEST',600149112,2021-10-01T00:00:00,392,060014911220211001,KPK0001163512,I,,POINT (206190.60300000012 377756.0219999999)
divergenties_wegvak.1034,Niet indeelbaar,U,0.0#,,'LEEUWARDEN',600465939,2021-10-01T00:00:00,517,060046593920211001,KPK0001140719,I,,POINT (184616.47360000014 575825.3856000006)
divergenties_wegvak.1035,Niet indeelbaar,U,0.0#,,'LEEUWARDEN',600465940,2021-10-01T00:00:00,0,060046594020211001,KPK0001140719,I,,POINT (184616.47360000014 575825.3856000006)
divergenties_wegvak.1036,Niet indeelbaar,U,0.0#,,'LEEUWARDEN',600143654,2021-10-01T00:00:00,345,060014365420211001,KPK0001140720,I,,POINT (184698.20120000094 575534.2303000018)
divergenties_wegvak.1037,Haarlemmermeer-aansluiting,U,12.3a,6,'MAASDIJK-OOST'VBW. a,151282030,2021-10-01T00:00:00,0,015128203020211001,KPK0001137415,I,,POINT (75511.51480000094 441538.3231000006)
divergenties_wegvak.1038,,U,120.5q,,PPL.'HET RAK',152165011,2021-10-01T00:00:00,0,015216501120211001,KPK0001143028,I,,POINT (76186.09629999846 382845.0001000017)
divergenties_wegvak.1039,T-knooppunt,U,119.3s,,'KP.MARKIEZAAT'ANTWERPEN VBW. s,154165021,2021-10-01T00:00:00,0,015416502120211001,KPK0001143027,I,,POINT (77334.80710000172 382972.82869999856)
divergenties_wegvak.1040,Pseudo T-knooppunt,D,50.2t,,'KP.BENELUX'RING-WEST ROTTERDAM-NOORD VBW. t,169264016,2021-10-01T00:00:00,866,016926401620211001,KPK0001135858,I,,POINT (85562.9550999999 432129.84789999947)
divergenties_wegvak.1041,Pseudo Haarlemmermeer-aansluiting,U,71.9a,16,'VLAARDINGEN-OOST'VBW. a,169273042,2021-10-01T00:00:00,0,016927304220211001,KPK0001431421,I,,POINT (84910.85779999942 436435.55779999867)
divergenties_wegvak.1042,Pseudo T-knooppunt,U,24.2c,19,'KP.DE STOK'ROOSENDAAL-WEST VBW. c,177188006,2021-10-01T00:00:00,0,017718800620211001,KPK0001137325,I,,POINT (88869.78880000114 394239.2408999987)
divergenties_wegvak.1043,Haarlemmermeer-aansluiting,U,32.5a,22,'ZWIJNDRECHT'VBW. a,205251037,2021-10-01T00:00:00,0,020525103720211001,KPK0001136812,I,,POINT (102726.47800000012 425782.7622999996)
divergenties_wegvak.1044,Haarlemmermeer-aansluiting,U,72.5b,21,'HENDRIK-IDO-AMBACHT'VBW. b (RW15),205259010,2021-10-01T00:00:00,0,020525901020211001,KPK0001144741,I,,POINT (102776.00890000165 429899.5846000016)
divergenties_wegvak.1045,Pseudo Overig volledig knooppunt,U,72.5s,,'KP.PRINCEVILLE'BREDA VBW. s,215197007,2021-10-01T00:00:00,0,021519700720211001,KPK0001142956,I,,POINT (107926.89559999853 398691.4144000001)
divergenties_wegvak.1046,Pseudo Klaverbladknooppunt,U,7.7g,,'KP.RAASDORP'ALKMAAR VBW. g,221369010,2021-10-01T00:00:00,0,022136901020211001,KPK0001128387,I,,POINT (110650.95109999925 484803.0742000006)
divergenties_wegvak.1047,Pseudo Klaverbladknooppunt,U,8.1e,,'KP.RAASDORP'AMSTELVEEN VBW. e,221370018,2021-10-01T00:00:00,0,022137001820211001,KPK0001128591,I,,POINT (110920.9776000008 485302.39070000127)
divergenties_wegvak.1048,Pseudo Klaverbladknooppunt,U,38.7w,,'KP.RAASDORP'ZAANSTAD VBW. w,221371010,2021-10-01T00:00:00,195,022137101020211001,KPK0001155881,I,,POINT (110984.7087999992 485544.875500001)
divergenties_wegvak.1049,,U,50.5n,,BS.PPL.'RAAKEIND'+ REST.,243192016,2021-10-01T00:00:00,0,024319201620211001,KPK0001142812,I,,POINT (121583.9087000005 396406.8229999989)
divergenties_wegvak.1050,Halfklaverblad-aansluiting,U,1.8a,17,'KADOELEN'VBW. a,243385089,2021-10-01T00:00:00,672,024338508920211001,KPK0001131168,I,,POINT (122442.85550000146 492586.2159000002)
divergenties_wegvak.1051,Pseudo Halfklaverblad-aansluiting,U,10.9a,3,'WIJDEWORMER'VBW. a,243401024,2021-10-01T00:00:00,0,024340102420211001,KPK0001218033,I,,POINT (121706.32539999858 500840.74340000004)
divergenties_wegvak.1052,,U,44.4m,,BS.PPL.'BLOMMENDAAL',254271012,2021-10-01T00:00:00,0,025427101220211001,KPK0001138686,I,,POINT (127187.81549999863 435649.1501000002)
divergenties_wegvak.1053,Pseudo Overig volledig knooppunt,D,57.1r,,'KP.OUDENRIJN'S-HERTOGENBOSCH VBW. r,264306033,2021-10-01T00:00:00,383,026430603320211001,KPK0001133624,I,,POINT (132788.26350000128 453244.440200001)
divergenties_wegvak.1054,,U,13.1p,,BS.PPL.'HONSWIJCK',264364003,2021-10-01T00:00:00,1202,026436400320211001,KPK0001122788,I,,POINT (133602.95450000092 481588.8783)
divergenties_wegvak.1055,Niet indeelbaar,U,0.0#,14a,'KORNWERDERZAND'VBW. a,286519006,2021-10-01T00:00:00,10240,028651900620211001,KPK0001129480,I,,POINT (151718.29360000044 565264.5628000014)
divergenties_wegvak.1056,T-knooppunt,U,117.9r,,'KP.ALMERE'GRONINGEN VBW. r,298375006,2021-10-01T00:00:00,0,029837500620211001,KPK0001139210,I,,POINT (149428.3376000002 487746.0661999993)
divergenties_wegvak.1057,Haarlemmermeer-aansluiting,D,111.3m,,'RING 'S HERTOGENBOSCH'RANG.BAAN m,299231047,2021-10-01T00:00:00,0,029923104720211001,KPK0001124539,I,,POINT (149992.94350000098 415701.9090999998)
divergenties_wegvak.1058,Halfklaverblad-aansluiting,U,109.0a,36,'ZEEWOLDE'VBW. a,299358013,2021-10-01T00:00:00,1176,029935801320211001,KPK0001149828,I,,POINT (150860.29940000176 480259.7419999987)
divergenties_wegvak.1059,T-aansluiting Haarlemmermeer,U,140.7a,28,'BEST'VBW. a,312182049,2021-10-01T00:00:00,0,031218204920211001,KPK0001124867,I,,POINT (156491.94689999893 391130.25869999826)
divergenties_wegvak.1060,Halfklaverblad-aansluiting,U,151.9a,52,'OSS'VBW. a,322231011,2021-10-01T00:00:00,2274,032223101120211001,KPK0001143483,I,,POINT (163514.03599999845 416507.2637999989)
divergenties_wegvak.1061,Haarlemmermeer-aansluiting,U,15.3c,3,'LUNTEREN'VBW. c,338311013,2021-10-01T00:00:00,0,033831101320211001,KPK0001140596,I,,POINT (169274.41330000013 455839.4952000007)
divergenties_wegvak.1062,Halfklaverblad-aansluiting,U,300.1a,18,'OOSTERZEE'VBW. a,355479011,2021-10-01T00:00:00,3339,035547901120211001,KPK0001128941,I,,POINT (178992.60170000046 542726.5390999988)
divergenties_wegvak.1063,Halfklaverblad-aansluiting,U,43.0a,23,'LEEUWARDEN-NOORD'VBW. a,355560042,2021-10-01T00:00:00,547,035556004220211001,KPK0001140658,I,,POINT (178253.4877000004 580067.8671999983)
divergenties_wegvak.1064,Haarlemmermeer-aansluiting,U,264.8a,56,'GRONSVELD'VBW. a,356028050,2021-10-01T00:00:00,0,035602805020211001,KPK0001125758,I,,POINT (178459.66200000048 314361.06700000167)
divergenties_wegvak.1065,Pseudo Overig volledig knooppunt,U,154.9j,,'KP.VALBURG'OBERHAUSEN VBW. j,362271006,2021-10-01T00:00:00,179,036227100620211001,KPK0001136263,I,,POINT (181252.0773999989 435519.2595000006)
divergenties_wegvak.1066,,U,157.8n,,BS.PPL.'WEERBROEK',362277007,2021-10-01T00:00:00,0,036227700720211001,KPK0001141536,I,,POINT (181148.01410000026 438707.5945000015)
divergenties_wegvak.1067,Halfklaverblad-aansluiting,U,159.0c,18,'HETEREN'VBW. c,362279003,2021-10-01T00:00:00,0,036227900320211001,KPK0001476069,I,,POINT (181008.7718999982 439668.30370000005)
divergenties_wegvak.1068,Halfklaverblad-aansluiting,U,261.8a,33,'ENS'VBW. a,368433060,2021-10-01T00:00:00,0,036843306020211001,KPK0001142020,I,,POINT (184042.2292000018 516757.51579999924)
divergenties_wegvak.1069,Haarlemmermeer-aansluiting,U,63.3c,14,'GROU'VBW. c,368535007,2021-10-01T00:00:00,0,036853500720211001,KPK0001140849,I,,POINT (184102.2071999982 567610.4690999985)
divergenties_wegvak.1070,Haarlemmermeer-aansluiting,U,4.6a,2,'GELEEN'VBW. a,369059030,2021-10-01T00:00:00,0,036905903020211001,KPK0001144323,I,,POINT (184543.9001000002 329893.7969999984)
divergenties_wegvak.1071,Haarlemmermeer-aansluiting,U,220.3c,44,'ST.JOOST'VBW. c,381098018,2021-10-01T00:00:00,0,038109801820211001,KPK0001125259,I,,POINT (190532.21460000053 349182.8117999993)
divergenties_wegvak.1072,Niet indeelbaar,U,0.0#,,'IND. DE HAVEN',403544067,2021-10-01T00:00:00,1,040354406720211001,KPK0001438356,I,,POINT (201666.15830000117 572202.7635000013)
divergenties_wegvak.1073,Halfklaverblad-aansluiting,U,27.4a,18,'BEESEL'VBW. a,404126009,2021-10-01T00:00:00,0,040412600920211001,KPK0001144013,I,,POINT (202031.13549999893 363477.90349999815)
divergenties_wegvak.1074,Halfklaverblad-aansluiting,U,169.7a,31,'FRIESCHEPALEN'VBW. a,416543053,2021-10-01T00:00:00,0,041654305320211001,KPK0001129609,I,,POINT (208390.0634999983 571677.2829999998)
divergenties_wegvak.1075,Pseudo Halfklaverblad-aansluiting,U,40.8a,16,'VENLO-ZUID'VBW. a,417146031,2021-10-01T00:00:00,962,041714603120211001,KPK0001144051,I,,POINT (208201.67300000042 374041.70589999855)
divergenties_wegvak.1076,Pseudo Haarlemmermeer-aansluiting,U,128.4a,25,'ZUIDWOLDE'VBW. a,444444019,2021-10-01T00:00:00,0,044444401920211001,KPK0001140123,I,,POINT (222289.84329999983 522399.2617999986)
divergenties_wegvak.1077,Pseudo Haarlemmermeer-aansluiting,U,24.2c,,'BEERZERVELD'VBW. c,471404009,2021-10-01T00:00:00,5,047140400920211001,KPK0001141094,I,,POINT (235839.54610000178 502020.0493000001)
divergenties_wegvak.1078,,U,226.6m,,BS.PPL.'MEEDENERTOL',514555006,2021-10-01T00:00:00,1316,051455500620211001,KPK0001454087,I,,POINT (258027.86560000107 578094.9853999987)
divergenties_wegvak.1079,Halfklaverblad-aansluiting,U,169.5a,33,'OLDENZAAL-ZUID'VBW. a,519357018,2021-10-01T00:00:00,0,051935701820211001,KPK0001123594,I,,POINT (259701.65249999985 478946.51000000164)
divergenties_wegvak.1080,Pseudo Halfklaverblad-aansluiting,U,37.5c,,'ROZENBURG'VBW. c,600106377,2021-10-01T00:00:00,0,060010637720211001,KPK0001135738,I,,POINT (75736.8610999994 435249.6732000001)
divergenties_wegvak.1081,Pseudo Overig volledig knooppunt,D,24.4u,,'KP.KETHELPLEIN'RING-WEST ROTTERDAM-ZUID VBW. u,600107494,2021-10-01T00:00:00,0,060010749420211001,KPK0001137525,I,,POINT (85824.71689999849 438011.0931000002)
divergenties_wegvak.1082,Pseudo Overig volledig knooppunt,U,70.4h,,'KP.KETHELPLEIN'HOEK VAN HOLLAND VBW. h,600107498,2021-10-01T00:00:00,0,060010749820211001,KPK0001128049,I,,POINT (84779.09750000015 437458.43019999936)
divergenties_wegvak.1083,Halfklaverblad-aansluiting,U,215.1c,24,'DINTELOORD'VBW. c,600107519,2021-10-01T00:00:00,0,060010751920211001,KPK0001207675,I,,POINT (85324.50539999828 404296.25620000064)
divergenties_wegvak.1084,Halfklaverblad-aansluiting,U,80.1a,19,'ETTEN-LEUR-WEST'VBW. a,600113620,2021-10-01T00:00:00,0,060011362020211001,KPK0001444284,I,,POINT (101614.72340000048 396338.38529999927)
divergenties_wegvak.1085,Halfklaverblad-aansluiting,U,53.8c,8,'BEVERWIJK-OOST'VBW. c,600120137,2021-10-01T00:00:00,0,060012013720211001,KPK0001155780,I,,POINT (107175.75510000065 498784.2996999994)
divergenties_wegvak.1086,Halfklaverblad-aansluiting,U,60.3c,17,'TRANSFERIUM WESTRAVEN'VBW. c,600128319,2021-10-01T00:00:00,0,060012831920211001,KPK0001133732,I,,POINT (136025.4321999997 452371.2468000017)
divergenties_wegvak.1087,Pseudo T-aansluiting Haarlemmermeer,U,127.2f,44,'VLIJMEN'VBW. f,600128375,2021-10-01T00:00:00,0,060012837520211001,KPK0001203499,I,,POINT (144242.0727000013 411737.21709999815)
divergenties_wegvak.1088,Pseudo Klaverbladknooppunt,U,80.3j,,'KP.RIJNSWEERD'UTRECHT-RIJNSWEERD VBW. j,600128449,2021-10-01T00:00:00,0,060012844920211001,KPK0001464545,I,,POINT (139497.9186999984 456055.30519999936)
divergenties_wegvak.1089,Halfklaverblad-aansluiting,U,152.0c,52,'OSS'VBW. c,600137261,2021-10-01T00:00:00,0,060013726120211001,KPK0001143485,I,,POINT (163866.7501000017 416621.86840000004)
divergenties_wegvak.1090,,U,0.0#,,BS.PPL.'OUDENHORST',600137446,2021-10-01T00:00:00,0,060013744620211001,KPK0001132888,I,,POINT (160691.1499999985 451344.88599999994)
divergenties_wegvak.1091,Haarlemmermeer-aansluiting,U,168.7c,33,'WAALRE'VBW. c,600138351,2021-10-01T00:00:00,0,060013835120211001,KPK0001126477,I,,POINT (161778.76159999892 379606.70710000023)
divergenties_wegvak.1092,Klaverbladknooppunt,U,2.5w,,'KP.KERENSHEIDE'MAASTRICHT VBW. w,600142295,2021-10-01T00:00:00,0,060014229520211001,KPK0001144245,I,,POINT (183056.1911999993 330957.7217000015)
divergenties_wegvak.1093,,U,244.8m,,BS.PPL.'VOSSEDAL',600142297,2021-10-01T00:00:00,1181,060014229720211001,KPK0001149305,I,,POINT (183014.15700000152 327680.13800000027)
divergenties_wegvak.1094,,U,0.0#,,BS.PPL.'MANDELAN',600142325,2021-10-01T00:00:00,0,060014232520211001,KPK0001140847,I,,POINT (183002.17240000144 571086.3537999988)
divergenties_wegvak.1095,Pseudo Overig volledig knooppunt,D,155.5s,,'KP.VALBURG'ROTTERDAM VBW. s,600143264,2021-10-01T00:00:00,0,060014326420211001,KPK0001142146,I,,POINT (181393.36439999938 436130.23429999873)
divergenties_wegvak.1096,Pseudo Overig volledig knooppunt,U,155.7h,,'KP.VALBURG'VENLO VBW. h,600143266,2021-10-01T00:00:00,3995,060014326620211001,KPK0001475768,I,,POINT (182153.0780000016 434951.4624999985)
divergenties_wegvak.1097,Halfklaverblad-aansluiting,U,94.2a,3,'MALDEN'VBW. a,600144186,2021-10-01T00:00:00,0,060014418620211001,KPK0001421532,I,,POINT (186060.36070000008 419770.1303000003)
divergenties_wegvak.1098,Pseudo Halfklaverblad-aansluiting,U,184.8c,21,'SCHAARSBERGEN'VBW. c,600144328,2021-10-01T00:00:00,0,060014432820211001,KPK0001141704,I,,POINT (192276.76260000095 450054.07559999824)
divergenties_wegvak.1099,T-knooppunt,U,114.7f,,'KP.LANKHORST'LEEUWARDEN VBW. f,600149185,2021-10-01T00:00:00,0,060014918520211001,KPK0001140100,I,,POINT (209955.38120000064 520589.2162999995)
divergenties_wegvak.1100,Halfklaverblad-aansluiting,U,10.3c,2,'NIEUWLANDE'VBW. c,600151100,2021-10-01T00:00:00,0,060015110020211001,KPK0001444147,I,,POINT (237617.1112000011 525714.2648999989)
divergenties_wegvak.1101,,U,13.0n,,BS.PPL.'ZWINDERSCHEVELD',600151121,2021-10-01T00:00:00,0,060015112120211001,KPK0001444148,I,,POINT (240176.997299999 526245.0577000007)
divergenties_wegvak.1102,Haarlemmermeer-aansluiting,U,19.2c,3,'OOSTERHESSELEN'VBW. c,600151124,2021-10-01T00:00:00,0,060015112420211001,KPK0001141123,I,,POINT (246338.35810000077 527379.0232999995)
divergenties_wegvak.1103,Haarlemmermeer-aansluiting,D,0.0#,,'RUST EN VREUGDLAAN',600424894,2021-10-01T00:00:00,2,060042489420211001,KPK0001141269,I,,POINT (86611.35289999843 460127.6063000001)
divergenties_wegvak.1104,Haarlemmermeer-aansluiting,D,0.0#,,'RUST EN VREUGDLAAN',600424901,2021-10-01T00:00:00,2,060042490120211001,KPK0001141269,I,,POINT (86610.95580000058 460128.05359999835)
divergenties_wegvak.1105,Niet indeelbaar,U,0.0#,,BUSBAAN,600424904,2021-10-01T00:00:00,143,060042490420211001,KPK0001141270,I,,POINT (86441.88300000131 459954.5769999996)
divergenties_wegvak.1106,Halfklaverblad-aansluiting,U,136.2c,27,'WESTERVOORT'VBW. c,600426777,2021-10-01T00:00:00,0,060042677720211001,KPK0001133377,I,,POINT (197186.28959999979 442261.5219999999)
divergenties_wegvak.1107,Niet indeelbaar,U,0.0#,,'BUSBAAN',600429839,2021-10-01T00:00:00,139,060042983920211001,KPK0001126167,I,,POINT (133989.81870000064 444720.77650000155)
divergenties_wegvak.1108,Klaverbladknooppunt,U,114.5r,,'KP.DEIL''s-HERTOGENBOSCH VBW. r,600432532,2021-10-01T00:00:00,0,060043253220211001,KPK0001135338,I,,POINT (143120.97300000116 429363.8999999985)
divergenties_wegvak.1109,Klaverbladknooppunt,U,116.2y,,'KP.DEIL'UTRECHT RANG.BAAN y,600432534,2021-10-01T00:00:00,0,060043253420211001,KPK0001135339,I,,POINT (145065.84299999848 429989.7109000012)
divergenties_wegvak.1110,Pseudo Overig volledig knooppunt,U,64.2a,,'KP.KETHELPLEIN'SCHIEDAM-NOORD'VBW. a,169276042,2021-10-01T00:00:00,568,016927604220211001,KPK0001127004,I,,POINT (84784.3134999983 437756.58139999956)
