objectid;naam_zone;zone_code;type_zone;aanbieder_deelauto;aantal_voertuigen;status;geo_shape;geo_point_2d
69;Autodateplaats Tramstraat 14;111AUTOTRA;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.483266383874592, 51.44089933443161], ""type"": ""Point""}";51.44089933443161, 5.483266383874592
70;Autodateplaats Molenveld;111AUTOMOL;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.483574239367456, 51.436047642885576], ""type"": ""Point""}";51.436047642885576, 5.483574239367456
72;Autodateplaats Prins Hendrikstraat;112AUTOHEN;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.474262148206827, 51.4362517385393], ""type"": ""Point""}";51.4362517385393, 5.474262148206827
77;Autodateplaats Hyacinthstraat;222AUTOGER;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.491541479476262, 51.41778855108065], ""type"": ""Point""}";51.41778855108065, 5.491541479476262
82;Autodateplaats Havensingel 33;211AUTOHAV;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.488527241813204, 51.43624953918574], ""type"": ""Point""}";51.43624953918574, 5.488527241813204
85;Autodateplaats Kerstrooslaan 7;221AUTOKER;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.494780755940584, 51.419911089716464], ""type"": ""Point""}";51.419911089716464, 5.494780755940584
87;Autodateplaats Lodewijk Napoleonlaan;611AUTONAP;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.46764009321142, 51.43770958943751], ""type"": ""Point""}";51.43770958943751, 5.46764009321142
91;Autodateplaats terrein Hoogstraat 2e vak;712AUTOHO2;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.471156079434342, 51.43337860014509], ""type"": ""Point""}";51.43337860014509, 5.471156079434342
2;Autodateplaats Rembrandtplein;312AUTOREM;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.501773538333711, 51.43880900482539], ""type"": ""Point""}";51.43880900482539, 5.501773538333711
3;Autodateplaats Kalverstraat;321AUTOKAL;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.512393241272785, 51.443623269325116], ""type"": ""Point""}";51.443623269325116, 5.512393241272785
4;Autodateplaats Boschdijk 260;412AUTOBOS;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.4655589210549484, 51.45089804490256], ""type"": ""Point""}";51.45089804490256, 5.4655589210549484
6;Autodateplaats Gen. van Dedemlaan;431AUTOGVD;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.479674448881302, 51.465271688783595], ""type"": ""Point""}";51.465271688783595, 5.479674448881302
17;Autodeelplaats Ambonplein;335AUITOAMB;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.516182680930115, 51.44741987744912], ""type"": ""Point""}";51.44741987744912, 5.516182680930115
59;Autodateplaats Koenraadlaan;624AUTOKOE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.444328702788044, 51.448049848437606], ""type"": ""Point""}";51.448049848437606, 5.444328702788044
9;Amber - free floating;;Free floating;Amber;;Aanwezig;"{""coordinates"": [[[5.429379834345386, 51.4883351453733], [5.437167997945484, 51.491726845173304], [5.4431779427308475, 51.49317034106743], [5.450853572259921, 51.49448766546719], [5.451168701091363, 51.49075980147429], [5.4524517297306465, 51.48701761776734], [5.455549216161109, 51.47916353807463], [5.459662643919087, 51.47477552410447], [5.4672436003334175, 51.46744844871375], [5.467800506794237, 51.46685117018638], [5.4691199130980275, 51.464524618180185], [5.470413257459109, 51.45216678582442], [5.470777204971051, 51.451676280721905], [5.470502702218168, 51.4515793702895], [5.472792268075232, 51.450219697411065], [5.47300697492872, 51.45032724419235], [5.47203391111281, 51.45201054172448], [5.470796254755457, 51.451680610363304], [5.470430227622492, 51.45217218127001], [5.46912920467071, 51.464524421981444], [5.473211469227938, 51.46455391613316], [5.474956549087564, 51.46456641160662], [5.474285656179653, 51.46719944426689], [5.47661136252347, 51.46785419512623], [5.475985197791762, 51.47054275881484], [5.479138325076133, 51.470500968103686], [5.478825261474786, 51.46775667865977], [5.486920523288745, 51.4678541918979], [5.497620984848978, 51.467321990762805], [5.497697954244886, 51.466135400488504], [5.50189225604989, 51.46492580204267], [5.501087207653485, 51.46390877726638], [5.495653129394114, 51.45777829001881], [5.503189326881201, 51.457945492413494], [5.506521357851569, 51.457262728937366], [5.50992048226865, 51.45546520315887], [5.512961819919434, 51.45173058376181], [5.500908400960161, 51.44763330401681], [5.503093754998467, 51.444557502599096], [5.506202158822568, 51.44409754861188], [5.51264258711206, 51.443818784233606], [5.516019341361467, 51.44306611747316], [5.519418462323091, 51.4420346664564], [5.5221467049537, 51.440766227558676], [5.5306221497865105, 51.43481385771663], [5.528206993288423, 51.43421439701768], [5.526350901669958, 51.4333779271205], [5.5260154661600405, 51.43270873900847], [5.504272238043611, 51.434897514852096], [5.5031317667187745, 51.43089631466227], [5.510192456148337, 51.429978426981435], [5.51780585993335, 51.42881184365512], [5.516614771742975, 51.427161282502055], [5.519731947840607, 51.42564958534645], [5.516466350048842, 51.42293457817513], [5.514833550500611, 51.42151530483433], [5.5093414041907325, 51.416856079604614], [5.50760964259345, 51.41589949034704], [5.505482054779614, 51.41515889227574], [5.499940419058828, 51.41444914259962], [5.4981096989571885, 51.41410969113965], [5.498992203548112, 51.412450093778], [5.501071124675267, 51.40785175164211], [5.49083543545096, 51.40667886484728], [5.484731093772955, 51.40565462887299], [5.480247822589903, 51.40599298779297], [5.480297303821993, 51.4071966980716], [5.4746940219087525, 51.40596025089588], [5.472932898902189, 51.405985031093344], [5.47207219805819, 51.40824821844425], [5.470403754306579, 51.41363316135584], [5.470483197096107, 51.41663920270063], [5.471608722367848, 51.41791918657343], [5.4730520387991195, 51.42060290889261], [5.472641547255129, 51.42138735065667], [5.471052561696071, 51.42207269537085], [5.469874063575831, 51.422667202518475], [5.468854462269976, 51.4235094080346], [5.4667358225617715, 51.4223369223399], [5.466868240168913, 51.421833238808716], [5.465676512356069, 51.41943034770819], [5.463054688232831, 51.419859740187825], [5.4625515153752575, 51.41905049821134], [5.457824285668339, 51.4201404952777], [5.455824817842615, 51.419867998024], [5.451812638883348, 51.41968633326116], [5.448489015701972, 51.41985148375679], [5.448078527909566, 51.42027261453396], [5.447416451577584, 51.42028087209178], [5.444953531695185, 51.41998360477635], [5.439749620293246, 51.41952944248265], [5.43634655361256, 51.41914959361152], [5.433565841810158, 51.41775403361062], [5.432241693497311, 51.417308105295746], [5.430851336240282, 51.41729159012979], [5.430745400806835, 51.41801828548603], [5.429659592125689, 51.419347777739134], [5.428971016976809, 51.42331125065552], [5.428408076042273, 51.42831097925696], [5.428598011614028, 51.429292992519855], [5.425422519476875, 51.43124491293423], [5.4199213228041225, 51.43301551386511], [5.416007867120973, 51.43499515649198], [5.415761875704693, 51.435929183189124], [5.410148884003116, 51.435134569356634], [5.403535025545926, 51.43281834483028], [5.401986573928848, 51.43284822733147], [5.394517488579251, 51.43454906485997], [5.394137324027922, 51.43481394217454], [5.388546682849401, 51.43822933837334], [5.3779692394957195, 51.43478607442471], [5.377924487039435, 51.441853568655475], [5.397648173335229, 51.44752626341716], [5.39697729491783, 51.44840428879762], [5.397156187795637, 51.44975613129595], [5.401069614040044, 51.451748979801806], [5.399571316032811, 51.45367207055268], [5.399537154358894, 51.45464972024966], [5.398878073206303, 51.45480080387626], [5.394987024005798, 51.45020209475452], [5.38684706401666, 51.453727825514356], [5.392504745802763, 51.45900892317773], [5.396529985639146, 51.46045797985643], [5.4032599669162735, 51.45699095431883], [5.421520794388158, 51.44348992563037], [5.4242937890239125, 51.43646451076036], [5.429057004519541, 51.4380815637391], [5.427357442482667, 51.43941977441952], [5.427804677127537, 51.4421657693376], [5.4313470697201724, 51.44478615636176], [5.440918209141086, 51.450151903683356], [5.4450552628348, 51.453858780446815], [5.448814741670357, 51.45662449704474], [5.449932861797725, 51.45828263914425], [5.453801565560751, 51.46191919213066], [5.454564045201398, 51.462098670030265], [5.448526115150946, 51.468186788474505], [5.440251930160387, 51.47648873066447], [5.433402448828831, 51.483416638703545], [5.430707268788353, 51.48637288387143], [5.429379834345386, 51.4883351453733]]], ""type"": ""Polygon""}";51.44263051175034, 5.462654812156055
12;Autodateplaats Stratumsedijk 14;111AUTOSTR;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.483762977999309, 51.43416336209768], ""type"": ""Point""}";51.43416336209768, 5.483762977999309
20;Autodateplaats Frederiklaan to 59;612AUTOFRE;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.464884600384401, 51.442144674181364], ""type"": ""Point""}";51.442144674181364, 5.464884600384401
33;Autodeelparkeerplaats Steenstraat t/o 9;411AUTOSTE;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.4660660491869555, 51.446479755739304], ""type"": ""Point""}";51.446479755739304, 5.4660660491869555
49;Autodeelparkeerplaats Doctor Berlagelaan (thv Drijfhoutstr 1);424AUTOBER;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.465202637520387, 51.45932647408289], ""type"": ""Point""}";51.45932647408289, 5.465202637520387
53;Roostenlaan 107 - autodeelparkeerplaats;221AUTOROO;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.492180510617829, 51.41927592025089], ""type"": ""Point""}";51.41927592025089, 5.492180510617829
90;Autodateplaats terrein Hoogstraat 1e vak;712AUTOHOO;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.47118302238556, 51.433360305829076], ""type"": ""Point""}";51.433360305829076, 5.47118302238556
107;Autodeelparkeerplaats Robbenstraat (hoek Wezelstraat);422AUTOROB;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.469451087974369, 51.453894118778315], ""type"": ""Point""}";51.453894118778315, 5.469451087974369
111;autodeelparkeerplaats Kempensebaan 105a;312AUTOKEM;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.498340120746257, 51.43864940801339], ""type"": ""Point""}";51.43864940801339, 5.498340120746257
113;Autodeelparkeerplaats Boschdijk thv 148;412AUTOBO2;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.469564613164112, 51.44682490596908], ""type"": ""Point""}";51.44682490596908, 5.469564613164112
75;Autodateplaats Neckerspoel;114AUTONEC`;Vast;Greenwheels;2;Aanwezig;"{""coordinates"": [[[5.479287636430649, 51.444167000511385], [5.479369043620084, 51.44417946269821], [5.479450451361494, 51.4439382295542], [5.479374757532736, 51.443928437928484], [5.479287636430649, 51.444167000511385]]], ""type"": ""Polygon""}";51.4440549021045, 5.479369954195105
51;Genderbeemd;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.433229076010586, 51.42199870537447], [5.435351534435027, 51.4229104547258], [5.439376349927719, 51.42393002332508], [5.441137206158906, 51.42415550147734], [5.441357311606412, 51.424596651744025], [5.443401161817397, 51.425233861701095], [5.4444073720950765, 51.42401825285562], [5.444580315195667, 51.423528079283415], [5.44451781334804, 51.42248611551847], [5.444392909077458, 51.421385930289894], [5.444330459339316, 51.42092832355272], [5.442175815022682, 51.420977006297484], [5.438131960185101, 51.42040255802193], [5.433479184927953, 51.42034414002103], [5.433229076010586, 51.42199870537447]]], ""type"": ""Polygon""}";51.42229422856718, 5.439512413079829
61;Grasrijk Noord;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.41405515254144, 51.437017303707506], [5.411987663239545, 51.43666666887661], [5.410257669550825, 51.43647897694407], [5.4090624831995635, 51.43999206597124], [5.411790314825415, 51.44153495032297], [5.418496241761098, 51.44298332091641], [5.41878299223481, 51.44311036261357], [5.419558305365477, 51.442503934579506], [5.419968770137124, 51.44131948351815], [5.420242414260617, 51.44047613529548], [5.420744090797999, 51.439215822250844], [5.42082010388537, 51.43894101286586], [5.421017734050783, 51.438344006723085], [5.421108947787381, 51.43804076242078], [5.420531265968559, 51.43795547475689], [5.420014393443368, 51.43787018769148], [5.418904637358335, 51.43773751838058], [5.41741482727256, 51.43751008264433], [5.416715529453292, 51.43740584164976], [5.415651378300421, 51.43721631056683], [5.41405515254144, 51.437017303707506]]], ""type"": ""Polygon""}";51.439613054871366, 5.415124933868329
62;Irisbuurt;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.484835782121883, 51.436383352528686], [5.485440394045263, 51.43740098844176], [5.485924087421089, 51.43748390613061], [5.491595402901678, 51.43663210865144], [5.492877199781895, 51.43504154438833], [5.495452871531531, 51.434657087120165], [5.494957091680261, 51.43347354055089], [5.494425033091079, 51.43277998356798], [5.493639033114399, 51.43216180355689], [5.490869882733669, 51.43283275541747], [5.489406706078982, 51.4333453850799], [5.487895158010893, 51.43414447316871], [5.486879398641789, 51.434634473177375], [5.486274779472389, 51.43474754901551], [5.486274778106012, 51.43513954426982], [5.486057112602278, 51.43561445719147], [5.485331570259981, 51.43608936469469], [5.484835782121883, 51.436383352528686]]], ""type"": ""Polygon""}";51.43493525363269, 5.490202442749211
63;Tongelre-Zuid;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.490108040307107, 51.43704670221534], [5.499552134664396, 51.442119503747634], [5.501003214247208, 51.442353155731034], [5.503603071783253, 51.44187831246359], [5.504473734317532, 51.43939849886854], [5.504594662559161, 51.43840352139552], [5.504497931044115, 51.43700147103625], [5.503977965007532, 51.43627027592972], [5.496383967406142, 51.43725022627126], [5.496033287187313, 51.43769496624593], [5.494424998241294, 51.43879548803259], [5.492852998709313, 51.43794371730028], [5.493832486241561, 51.43652657528497], [5.490108040307107, 51.43704670221534]]], ""type"": ""Polygon""}";51.4390760766013, 5.4995734770625955
67;Wouter Hollemanplein e.o.;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.465610134557883, 51.43886522562944], [5.4655244920487425, 51.43870862513408], [5.4649364005831345, 51.438359832049876], [5.464662339293557, 51.43809645615051], [5.464496762635976, 51.43743444982844], [5.463440481476849, 51.43681870438461], [5.462064461892973, 51.435982273202036], [5.461670496525833, 51.43598583294599], [5.459409467796661, 51.4373917411797], [5.45921533923174, 51.43762664746348], [5.459009788776325, 51.43804307055683], [5.4583303388501205, 51.438505758364805], [5.458792817896168, 51.43873354068756], [5.459009784372999, 51.4387869273234], [5.461424965135568, 51.4387904856404], [5.462041606407525, 51.43891505384038], [5.463154985450197, 51.439285196875204], [5.463651723307442, 51.43935281871639], [5.464987782379595, 51.43910724266386], [5.465610134557883, 51.43886522562944]]], ""type"": ""Polygon""}";51.43786753575683, 5.462063538498482
68;Pinkstraat e.o.;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.452234247785834, 51.436307899975475], [5.451538159783849, 51.437818949554874], [5.45086663912313, 51.439273797660604], [5.450637338187084, 51.440024174988444], [5.4527665165018355, 51.44099913715076], [5.455026724382179, 51.44150957897768], [5.455149563030842, 51.44140749129972], [5.457663643516223, 51.44076943457678], [5.459031247920393, 51.43861018687061], [5.458523520147609, 51.4383753699417], [5.458294221564601, 51.438518301664324], [5.456787419512947, 51.437798529573826], [5.45585385455481, 51.43748713499057], [5.455141397902377, 51.43731356937588], [5.454854776953538, 51.43726762541539], [5.454224212750337, 51.43706343067698], [5.452234247785834, 51.436307899975475]]], ""type"": ""Polygon""}";51.43914714950245, 5.454526547598914
95;Zandreiger;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.40914362672144, 51.440080638447846], [5.408144051196969, 51.44093224418906], [5.407130903697551, 51.441522212116226], [5.406680750091661, 51.442048870756246], [5.406570094017041, 51.44242701857451], [5.4067875845841975, 51.44264581993743], [5.407585048317627, 51.44265771008218], [5.407993226614542, 51.44313944424106], [5.409015811655625, 51.44365551865763], [5.410744288344916, 51.443736377100066], [5.408856809726211, 51.44522222257538], [5.4073792799947835, 51.444458664230666], [5.399509002293374, 51.44498159529703], [5.399583248849639, 51.44527776125181], [5.403318646207717, 51.447477192897196], [5.406852835625472, 51.4493419790615], [5.408218105095827, 51.44991238523138], [5.41059109151721, 51.45123248565784], [5.4132374242491075, 51.44933942203819], [5.416703748129664, 51.44684618814669], [5.418443127209628, 51.44507683968456], [5.4195923588188615, 51.4440430739727], [5.418691097247924, 51.44312402795666], [5.41849242995924, 51.442997819773936], [5.411745394541266, 51.44156663955576], [5.40914362672144, 51.440080638447846]]], ""type"": ""Polygon""}";51.445690092364416, 5.4104906395663255
101;Rapenland;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.475099946798149, 51.46189713442884], [5.476059150940236, 51.45726307360003], [5.471451964435056, 51.45708671654666], [5.470964514449281, 51.45711610975327], [5.469187650691362, 51.462240019078685], [5.471389035565062, 51.46249472902389], [5.474329463374903, 51.46187754117449], [5.475099946798149, 51.46189713442884]]], ""type"": ""Polygon""}";51.45975039085542, 5.472725135530153
102;Groenewoud;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.457329257882759, 51.45867511008208], [5.461637713063113, 51.45449144209996], [5.459153305353902, 51.45231617708798], [5.458838829510293, 51.45102272744569], [5.457580894305718, 51.45120890887747], [5.454420322081259, 51.452894301300894], [5.4511182286072515, 51.45540267565299], [5.453036567389761, 51.456999731726924], [5.457329257882759, 51.45867511008208]]], ""type"": ""Polygon""}";51.454926760382584, 5.456605215627574
103;Ontginning e.o.;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.464191636743596, 51.47029584512355], [5.467270435541783, 51.46743919981117], [5.459719330430336, 51.46438047793662], [5.4571428604392125, 51.46700514060941], [5.464191636743596, 51.47029584512355]]], ""type"": ""Polygon""}";51.46730450095457, 5.462155940884052
105;Boschdijk e.o.;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.467958642095031, 51.448093359694255], [5.4683953338518245, 51.4482457660704], [5.47035172501574, 51.446235408833225], [5.469297844483281, 51.445828972220234], [5.469769474943096, 51.445339066321615], [5.47038084635712, 51.444707623828116], [5.468768003371364, 51.444163270104156], [5.46746957533065, 51.44377496178906], [5.4670969297596885, 51.444174157784396], [5.465833434837884, 51.44423948154016], [5.464051726409704, 51.44549148366024], [5.464895992778561, 51.445981387808615], [5.463696540171966, 51.44706278831966], [5.465059013459572, 51.447792174223004], [5.465256978908206, 51.447857491670746], [5.4663225049327915, 51.448216736672556], [5.466811602188494, 51.44769782628922], [5.467958642095031, 51.448093359694255]]], ""type"": ""Polygon""}";51.4460642004665, 5.467144949569598
110;Waterrijk;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.403448756218065, 51.43578596229526], [5.398511258715032, 51.43686000617652], [5.394996028291176, 51.44026217127237], [5.397574618593273, 51.44128565060372], [5.398360916081431, 51.44132168731738], [5.401136090079095, 51.44074507903353], [5.402546807419868, 51.439505349492805], [5.402974646214319, 51.439620674580674], [5.403229037762933, 51.4393179456429], [5.404327548125302, 51.43823675393014], [5.404986651215598, 51.43838812198123], [5.4054144903692185, 51.43800609554792], [5.403448756218065, 51.43578596229526]]], ""type"": ""Polygon""}";51.4386472641086, 5.4002567737278815
10;Gildebuurt;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.47646862511342, 51.44762931078396], [5.475223112842452, 51.44762177477855], [5.47499335401475, 51.44829249823246], [5.4738324816873805, 51.4494379810004], [5.472804627741122, 51.4501840356854], [5.47050707307141, 51.45154800571778], [5.471111688357173, 51.45180421659549], [5.4716679359191005, 51.45193232067574], [5.47138980812137, 51.45246734219199], [5.4716195616315435, 51.452565303216375], [5.473082734815733, 51.45280643687834], [5.474424984109961, 51.45279890051171], [5.4752714497548345, 51.45273861717916], [5.477145761408556, 51.45274615225536], [5.477363429149226, 51.45203028135934], [5.4773392515875186, 51.45117875632669], [5.476903939545768, 51.449106396388785], [5.476637915580697, 51.447749890544046], [5.47646862511342, 51.44762931078396]]], ""type"": ""Polygon""}";51.4507740000885, 5.474722755698885
24;Tuindorp;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.4888779185293926, 51.430409256734606], [5.4895163388660855, 51.430704937406375], [5.490291563618849, 51.43117119754098], [5.492352755599943, 51.43155216347706], [5.4934198327622115, 51.43193312585137], [5.494833483854707, 51.43155784847481], [5.495006773740382, 51.43074473935058], [5.495663441116179, 51.429840635009164], [5.496548116095741, 51.42914122167814], [5.499065331353886, 51.42762294503158], [5.496128594114049, 51.42616717347864], [5.495061519477348, 51.42549045165413], [5.4925078240915735, 51.42682114058548], [5.491668750679948, 51.42744666468051], [5.489051211853662, 51.42883416004033], [5.489060325274115, 51.43019886827738], [5.4888779185293926, 51.430409256734606]]], ""type"": ""Polygon""}";51.42881852639528, 5.493581915769752
