FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2008.349,9850.35,eems_71,2008-07-28T00:00:00,,,"LINESTRING (265843.688000001 611893.438000001, 263245.875 621395.063000001)"
vlieglijnen_wadden_2008.350,8950.37,eems_72,2008-07-28T00:00:00,,,"LINESTRING (266154.5940000005 611748.5, 263730.375 620364.313000001)"
vlieglijnen_wadden_2008.351,8692.91,eems_73,2008-07-28T00:00:00,,,"LINESTRING (266037.438000001 613127.438000001, 263722.7190000005 621506.5)"
vlieglijnen_wadden_2008.352,8113.94,eems_74,2008-07-28T00:00:00,,,"LINESTRING (266484.75 612644.875, 264312.688000001 620462.688000001)"
vlieglijnen_wadden_2008.353,7964.35,eems_75,2008-07-28T00:00:00,,,"LINESTRING (266515.813000001 613589, 264353.9059999995 621254.313000001)"
vlieglijnen_wadden_2008.354,7864.61,eems_76,2008-07-28T00:00:00,,,"LINESTRING (266893 613096.875, 264786.938000001 620674.25)"
vlieglijnen_wadden_2008.355,7661.26,eems_77,2008-07-28T00:00:00,,,"LINESTRING (266878.3440000005 614106.625, 264840.9059999995 621492)"
vlieglijnen_wadden_2008.356,6416.84,eems_78,2008-07-28T00:00:00,,,"LINESTRING (267066.313000001 614447.813000001, 265355.9059999995 620632.5)"
vlieglijnen_wadden_2008.357,6340.95,eems_79,2008-07-28T00:00:00,,,"LINESTRING (267161.75 615093.938000001, 265451 621199.75)"
vlieglijnen_wadden_2008.358,5122.75,eems_80,2008-07-28T00:00:00,,,"LINESTRING (267354.8440000005 615444.5, 265978.438000001 620378.875)"
vlieglijnen_wadden_2008.359,4506.07,eems_81,2008-07-28T00:00:00,,,"LINESTRING (267226.563000001 616892.563000001, 266005.375 621230)"
vlieglijnen_wadden_2008.360,3883.4,eems_82,2008-07-28T00:00:00,,,"LINESTRING (267505.813000001 616848, 266471.063000001 620591)"
vlieglijnen_wadden_2008.361,3144.27,eems_83,2008-07-28T00:00:00,,,"LINESTRING (267350.875 618329.063000001, 266512.938000001 621359.625)"
vlieglijnen_wadden_2008.362,3525.35,eems_87,2008-07-28T00:00:00,,,"LINESTRING (257362.9059999995 595882.25, 253849.2030000016 595595.875)"
