FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2008.30,22644.3,zee2_23,2008-06-24T00:00:00,,,"LINESTRING (166209.1719999984 605957.375, 148984.2969999984 591258.125)"
vlieglijnen_wadden_2008.31,22766.2,zee2_24,2008-06-24T00:00:00,,,"LINESTRING (149030.125 591014.188000001, 166387 605746.438000001)"
vlieglijnen_wadden_2008.32,22842.5,zee2_25,2008-06-24T00:00:00,,,"LINESTRING (166412.5780000016 605508.625, 149125.0940000005 590578)"
vlieglijnen_wadden_2008.33,23544,zee2_26,2008-06-24T00:00:00,,,"LINESTRING (148623.1559999995 589897.5, 166479.625 605242.375)"
vlieglijnen_wadden_2008.34,21964.2,zee2_27,2008-06-24T00:00:00,,,"LINESTRING (165982.188000001 604316.375, 149209.438000001 590135.313000001)"
vlieglijnen_wadden_2008.35,23459.1,zee2_28,2008-06-24T00:00:00,,,"LINESTRING (148213.4219999984 588997.875, 166137.0309999995 604133)"
vlieglijnen_wadden_2008.36,25627.7,zee2_29,2008-06-25T00:00:00,,,"LINESTRING (168518.4530000016 605751.563000001, 148900.7969999984 589261.313000001)"
vlieglijnen_wadden_2008.37,26272.8,zee2_30,2008-06-25T00:00:00,,,"LINESTRING (168844.875 605614.25, 148701.0159999989 588747.5)"
vlieglijnen_wadden_2008.38,25873.5,zee2_31,2008-06-25T00:00:00,,,"LINESTRING (168980.6719999984 605470.313000001, 149226.375 588760.938000001)"
vlieglijnen_wadden_2008.39,25640,zee2_32,2008-06-25T00:00:00,,,"LINESTRING (168875.8440000005 604985.313000001, 149256.188000001 588478.438000001)"
vlieglijnen_wadden_2008.40,26259.3,zee2_33,2008-06-25T00:00:00,,,"LINESTRING (169316.2030000016 605037.875, 149227.5940000005 588126.375)"
vlieglijnen_wadden_2008.41,26429.2,zee2_34,2008-06-25T00:00:00,,,"LINESTRING (169136.7030000016 604592.188000001, 148970.4840000011 587509.25)"
vlieglijnen_wadden_2008.42,26972.9,zee2_35,2008-06-25T00:00:00,,,"LINESTRING (169599.6409999989 604691.25, 149072.4530000016 587193.438000001)"
vlieglijnen_wadden_2008.43,26588.7,zee2_36,2008-06-25T00:00:00,,,"LINESTRING (169159.3280000016 603889.5, 148856.7190000005 586720.875)"
vlieglijnen_wadden_2008.44,27314.5,zee2_37,2008-06-25T00:00:00,,,"LINESTRING (169876.25 604171.188000001, 149003.4059999995 586552.875)"
vlieglijnen_wadden_2008.45,27593.9,zee2_38,2008-06-25T00:00:00,,,"LINESTRING (148351.875 585633.188000001, 169427.2969999984 603444.625)"
vlieglijnen_wadden_2008.46,27535.8,zee2_39,2008-06-25T00:00:00,,,"LINESTRING (170112.7340000011 603684.688000001, 149109.813000001 585877.438000001)"
vlieglijnen_wadden_2008.47,27273.7,zee2_40,2008-06-25T00:00:00,,,"LINESTRING (169413.7809999995 602697.438000001, 148552.4840000011 585128.688000001)"
vlieglijnen_wadden_2008.48,27779.2,zee2_41,2008-06-25T00:00:00,,,"LINESTRING (170473.3909999989 603234.875, 149222.0469999984 585344.5)"
vlieglijnen_wadden_2008.49,27304.3,zee2_42,2008-06-25T00:00:00,,,"LINESTRING (169456.8280000016 602072.313000001, 148599.1409999989 584451.875)"
vlieglijnen_wadden_2008.50,27594.3,zee2_43,2008-06-25T00:00:00,,,"LINESTRING (149245.9059999995 584616.25, 170303.188000001 602449.813000001)"
vlieglijnen_wadden_2008.51,27606.7,zee2_44,2008-06-25T00:00:00,,,"LINESTRING (169778.6409999989 601723.125, 148750.0159999989 583836.688000001)"
vlieglijnen_wadden_2008.52,28125.7,zee2_45,2008-07-05T00:00:00,,,"LINESTRING (170537.0780000016 602003, 149095.063000001 583801.563000001)"
vlieglijnen_wadden_2008.53,27694.5,zee2_46,2008-07-05T00:00:00,,,"LINESTRING (169873.0309999995 601007.313000001, 148679.2659999989 583180.063000001)"
vlieglijnen_wadden_2008.54,27474.3,zee2_47a,2008-07-05T00:00:00,,,"LINESTRING (170423.2340000011 601130.75, 149442.7659999989 583392.125)"
vlieglijnen_wadden_2008.55,1258.04,zee2_47b,2008-07-05T00:00:00,,,"LINESTRING (170560.5469999984 600874.625, 169597.125 600065.625)"
vlieglijnen_wadden_2008.56,26271.7,zee2_48,2008-07-05T00:00:00,,,"LINESTRING (150348.2659999989 583830.75, 170400.0940000005 600805.063000001)"
vlieglijnen_wadden_2008.57,24831,zee2_49,2008-07-05T00:00:00,,,"LINESTRING (149770.438000001 583004, 168735.4059999995 599032.438000001)"
vlieglijnen_wadden_2008.58,26403,zee2_50,2008-07-05T00:00:00,,,"LINESTRING (151227.375 583857.5, 171354.6559999995 600945.875)"
vlieglijnen_wadden_2008.59,24096.8,zee2_51,2008-07-05T00:00:00,,,"LINESTRING (150770.8440000005 583200.313000001, 169210.7190000005 598712.5)"
vlieglijnen_wadden_2008.60,25069.6,zee2_52,2008-07-05T00:00:00,,,"LINESTRING (171163 600019.313000001, 152000.8440000005 583854.625)"
vlieglijnen_wadden_2008.61,24582.8,zee2_53,2008-07-05T00:00:00,,,"LINESTRING (170686.2030000016 599253.25, 151855.9059999995 583450.25)"
vlieglijnen_wadden_2008.62,24497.1,zee2_54,2008-07-05T00:00:00,,,"LINESTRING (171449.2190000005 599561.25, 152724.2659999989 583766.188000001)"
vlieglijnen_wadden_2008.63,23700,zee2_55,2008-07-05T00:00:00,,,"LINESTRING (170781.7809999995 598687.188000001, 152700.9840000011 583364.875)"
vlieglijnen_wadden_2008.64,23541.2,zee2_56,2008-07-05T00:00:00,,,"LINESTRING (171724.9840000011 599157.25, 153772.5469999984 583929)"
vlieglijnen_wadden_2008.65,22955.3,zee2_57,2008-07-05T00:00:00,,,"LINESTRING (170827.6409999989 598058.625, 153301.4840000011 583233.688000001)"
vlieglijnen_wadden_2008.66,22666.4,zee2_58,2008-07-05T00:00:00,,,"LINESTRING (171687.6559999995 598416.188000001, 154393.5159999989 583764.25)"
vlieglijnen_wadden_2008.67,21324.6,zee2_59_1,2008-07-05T00:00:00,,,"LINESTRING (170955.7340000011 597445.063000001, 154707.9840000011 583633.813000001)"
vlieglijnen_wadden_2008.68,21526.6,zee2_60,2008-07-05T00:00:00,,,"LINESTRING (171752.313000001 597785.313000001, 155343.7030000016 583851.5)"
vlieglijnen_wadden_2008.69,21193.5,zee2_61,2008-07-05T00:00:00,,,"LINESTRING (171213.9840000011 596980.813000001, 155037.1719999984 583288.688000001)"
vlieglijnen_wadden_2008.70,19600.3,zee2_62,2008-07-05T00:00:00,,,"LINESTRING (170943.125 596389.25, 155970.0309999995 583741)"
vlieglijnen_wadden_2008.71,20672.3,zee2_63,2008-07-05T00:00:00,,,"LINESTRING (155581.3440000005 583106.938000001, 171396.7030000016 596419.313000001)"
vlieglijnen_wadden_2008.72,20241.3,zee2_64,2008-07-05T00:00:00,,,"LINESTRING (156681.2659999989 583643.25, 172143.7030000016 596705.5)"
vlieglijnen_wadden_2008.73,20217.4,zee2_65,2008-07-05T00:00:00,,,"LINESTRING (156366.2659999989 583005.25, 171777.7969999984 596090.625)"
vlieglijnen_wadden_2008.74,18669.5,zee2_66,2008-07-05T00:00:00,,,"LINESTRING (157550.5 583632.625, 171772.4840000011 595727.5)"
vlieglijnen_wadden_2008.75,18946,zee2_67,2008-07-05T00:00:00,,,"LINESTRING (171707.4530000016 595313.938000001, 157246.063000001 583073.813000001)"
vlieglijnen_wadden_2008.76,18033.4,zee2_68,2008-07-05T00:00:00,,,"LINESTRING (172133.7340000011 595315.125, 158367.0940000005 583666.813000001)"
vlieglijnen_wadden_2008.77,17900.3,zee2_69,2008-07-05T00:00:00,,,"LINESTRING (171971.875 594839.625, 158307.625 583276.313000001)"
vlieglijnen_wadden_2008.78,16623.9,zee2_70,2008-07-05T00:00:00,,,"LINESTRING (172333.7659999989 594772.688000001, 159686.438000001 583983.813000001)"
vlieglijnen_wadden_2008.79,17178.3,zee2_71,2008-07-05T00:00:00,,,"LINESTRING (172177.3440000005 594236.188000001, 159020.6559999995 583191)"
vlieglijnen_wadden_2008.80,16561.8,zee2_72,2008-07-05T00:00:00,,,"LINESTRING (172781.6559999995 594345.313000001, 160065.5159999989 583734.375)"
vlieglijnen_wadden_2008.81,16893.3,zee2_73,2008-07-05T00:00:00,,,"LINESTRING (173142.2030000016 594312.625, 160197.2969999984 583458.438000001)"
vlieglijnen_wadden_2008.82,15302.8,zee2_74,2008-07-05T00:00:00,,,"LINESTRING (172306.9059999995 593324.25, 160617.2969999984 583448.563000001)"
vlieglijnen_wadden_2008.83,22853.5,zee2_74b,2008-07-05T00:00:00,,,"LINESTRING (172518.563000001 593268.5, 154490.375 579223.375)"
vlieglijnen_wadden_2008.84,15731.5,zee2_75,2008-07-05T00:00:00,,,"LINESTRING (172932.313000001 593594.188000001, 161020.0780000016 583319)"
vlieglijnen_wadden_2008.85,15463,zee2_76,2008-07-05T00:00:00,,,"LINESTRING (160846.75 582918.875, 172627.9219999984 592934.313000001)"
vlieglijnen_wadden_2008.86,14412.5,zee2_77,2008-07-05T00:00:00,,,"LINESTRING (161957.0469999984 583526.188000001, 172921.125 592880.75)"
vlieglijnen_wadden_2008.87,14383.4,zee2_78,2008-07-05T00:00:00,,,"LINESTRING (172823.625 592393.813000001, 161815.7969999984 583135.875)"
vlieglijnen_wadden_2008.88,12922.6,zee2_80,2008-07-05T00:00:00,,,"LINESTRING (162849.1559999995 583631.563000001, 172730.875 591958.938000001)"
vlieglijnen_wadden_2008.89,21635.3,zee1_01,2008-05-18T00:00:00,,,"LINESTRING (149791.625 564593.813000001, 149687.7030000016 586228.813000001)"
vlieglijnen_wadden_2008.90,20066.7,zee1_02,2008-05-18T00:00:00,,,"LINESTRING (150008.938000001 564734.375, 149969.2659999989 584801)"
vlieglijnen_wadden_2008.91,21601.2,zee1_03,2008-05-18T00:00:00,,,"LINESTRING (150229.3909999989 564796.438000001, 150260.7340000011 586397.625)"
vlieglijnen_wadden_2008.92,19946,zee1_04,2008-05-18T00:00:00,,,"LINESTRING (150540.0309999995 564876.25, 150486.125 584822.188000001)"
vlieglijnen_wadden_2008.93,21852.4,zee1_05,2008-05-18T00:00:00,,,"LINESTRING (150771.6409999989 564618.813000001, 150754.2809999995 586471.188000001)"
vlieglijnen_wadden_2008.94,20222,zee1_06,2008-05-18T00:00:00,,,"LINESTRING (151004.9690000005 564619.563000001, 151046.0940000005 584841.5)"
vlieglijnen_wadden_2008.95,22011.7,zee1_07,2008-05-18T00:00:00,,,"LINESTRING (151374.875 564207.25, 151300.188000001 586218.813000001)"
vlieglijnen_wadden_2008.96,20768.3,zee1_08,2008-05-18T00:00:00,,,"LINESTRING (151584.2969999984 564057.5, 151564.9690000005 584825.75)"
vlieglijnen_wadden_2008.97,22216.7,zee1_09,2008-05-18T00:00:00,,,"LINESTRING (151746.9219999984 564057.125, 151811.9840000011 586273.75)"
vlieglijnen_wadden_2008.98,20702.1,zee1_10,2008-05-18T00:00:00,,,"LINESTRING (152087.5469999984 564057.125, 152084.3280000016 584759.25)"
vlieglijnen_wadden_2008.99,20785,zee1_11,2008-05-18T00:00:00,,,"LINESTRING (152360.5159999989 565192.5, 152360.3440000005 585977.5)"
vlieglijnen_wadden_2008.100,19382.2,zee1_12,2008-05-18T00:00:00,,,"LINESTRING (152613.1409999989 565424.375, 152615.0469999984 584806.563000001)"
vlieglijnen_wadden_2008.101,20569.5,zee1_13,2008-05-18T00:00:00,,,"LINESTRING (152904.7969999984 565606.563000001, 152875.2969999984 586176.063000001)"
vlieglijnen_wadden_2008.102,21137.7,zee1_14,2008-05-18T00:00:00,,,"LINESTRING (153166.9690000005 563649.688000001, 153145.1409999989 584787.375)"
vlieglijnen_wadden_2008.103,21054.6,zee1_15,2008-05-18T00:00:00,,,"LINESTRING (153406.4840000011 565346.375, 153409.6559999995 586401)"
vlieglijnen_wadden_2008.104,20640.6,zee1_16,2008-05-18T00:00:00,,,"LINESTRING (153704.4840000011 564092.5, 153673.5940000005 584733.063000001)"
vlieglijnen_wadden_2008.105,19704.9,zee1_17,2008-05-18T00:00:00,,,"LINESTRING (153952.7809999995 566608.813000001, 153963.188000001 586313.75)"
vlieglijnen_wadden_2008.106,20128.2,zee1_18,2008-05-18T00:00:00,,,"LINESTRING (154258.8440000005 564593.125, 154220.8280000016 584721.313000001)"
vlieglijnen_wadden_2008.107,19983.7,zee1_19,2008-05-18T00:00:00,,,"LINESTRING (154627.7969999984 566366.5, 154435.625 586349.25)"
vlieglijnen_wadden_2008.108,19681.4,zee1_20,2008-05-18T00:00:00,,,"LINESTRING (154807.4530000016 566345, 154736.625 586026.25)"
vlieglijnen_wadden_2008.109,20004.3,zee1_21,2008-06-24T00:00:00,,,"LINESTRING (155034.4530000016 565361.813000001, 154981.25 585366)"
vlieglijnen_wadden_2008.110,19500.7,zee1_22,2008-06-24T00:00:00,,,"LINESTRING (155340.5159999989 566679.313000001, 155255.9530000016 586179.813000001)"
vlieglijnen_wadden_2008.111,18682.2,zee1_23,2008-06-24T00:00:00,,,"LINESTRING (155530.7340000011 566714.813000001, 155567.188000001 585396.938000001)"
vlieglijnen_wadden_2008.112,17540,zee1_24,2008-06-24T00:00:00,,,"LINESTRING (155869.063000001 568204.875, 155786.2030000016 585744.688000001)"
vlieglijnen_wadden_2008.113,17908.3,zee1_25,2008-06-24T00:00:00,,,"LINESTRING (156111.6409999989 567408.375, 156014.1559999995 585316.438000001)"
vlieglijnen_wadden_2008.114,16959.3,zee1_26,2008-06-24T00:00:00,,,"LINESTRING (156476.2190000005 568733.438000001, 156301.5159999989 585691.875)"
vlieglijnen_wadden_2008.115,16536.7,zee1_27,2008-06-24T00:00:00,,,"LINESTRING (156639.0309999995 568926.75, 156693.875 585463.313000001)"
vlieglijnen_wadden_2008.116,15659.2,zee1_28,2008-06-24T00:00:00,,,"LINESTRING (156908.9059999995 570283.938000001, 156882.4690000005 585943.125)"
vlieglijnen_wadden_2008.117,15173.2,zee1_29,2008-06-24T00:00:00,,,"LINESTRING (157189.7030000016 585302.438000001, 157127.313000001 570129.375)"
vlieglijnen_wadden_2008.118,12942.5,zee1_30,2008-06-24T00:00:00,,,"LINESTRING (157431.313000001 573371.063000001, 157399.063000001 586313.563000001)"
vlieglijnen_wadden_2008.119,11098.3,zee1_31,2008-06-24T00:00:00,,,"LINESTRING (157658.3909999989 585112.25, 157678.1559999995 574013.938000001)"
vlieglijnen_wadden_2008.120,9955.38,zee1_32,2008-06-24T00:00:00,,,"LINESTRING (158009.1559999995 576397.563000001, 157851.3590000011 586351.688000001)"
vlieglijnen_wadden_2008.121,8421.32,zee1_33,2008-06-24T00:00:00,,,"LINESTRING (158220.313000001 576851.5, 158232.9690000005 585272.813000001)"
vlieglijnen_wadden_2008.122,11101.9,zee1_34,2008-06-24T00:00:00,,,"LINESTRING (158900.4530000016 586274.188000001, 158265.125 575190.438000001)"
vlieglijnen_wadden_2008.123,11101.9,zee1_35,2008-06-24T00:00:00,,,"LINESTRING (158900.4530000016 586274.188000001, 158265.125 575190.438000001)"
vlieglijnen_wadden_2008.124,7192.23,zee1_36,2008-06-24T00:00:00,,,"LINESTRING (159036.063000001 579158.5, 158937.7030000016 586350.063000001)"
vlieglijnen_wadden_2008.125,6210.02,zee1_37,2008-06-24T00:00:00,,,"LINESTRING (159235.8909999989 578812.625, 159394.313000001 585020.625)"
vlieglijnen_wadden_2008.126,5819.36,zee1_38,2008-06-24T00:00:00,,,"LINESTRING (159622.9059999995 580121, 159397.7190000005 585936)"
vlieglijnen_wadden_2008.127,4046.55,zee1_39,2008-06-24T00:00:00,,,"LINESTRING (159779.6559999995 580757.75, 159997.313000001 584798.438000001)"
vlieglijnen_wadden_2008.128,5698.97,zee1_40,2008-06-24T00:00:00,,,"LINESTRING (160165.1559999995 580581.5, 159927.2969999984 586275.5)"
vlieglijnen_wadden_2008.129,4936.96,zee1_41,2008-06-24T00:00:00,,,"LINESTRING (160313.75 580161, 160401.2030000016 585097.188000001)"
vlieglijnen_wadden_2008.130,5385.17,zee1_42,2008-06-24T00:00:00,,,"LINESTRING (160749.2969999984 580916.625, 160475.0940000005 586294.813000001)"
vlieglijnen_wadden_2008.131,4304.19,zee1_43,2008-06-24T00:00:00,,,"LINESTRING (160790.4530000016 580691.938000001, 160984.4059999995 584991.75)"
vlieglijnen_wadden_2008.132,5010,zee1_44,2008-06-24T00:00:00,,,"LINESTRING (161258.4840000011 581385.313000001, 160990.1559999995 586388.125)"
vlieglijnen_wadden_2008.133,3542.02,zee1_45,2008-06-24T00:00:00,,,"LINESTRING (161375.9840000011 581015.625, 161413.9530000016 584557.438000001)"
vlieglijnen_wadden_2008.134,4112.62,zee1_46,2008-06-24T00:00:00,,,"LINESTRING (161780.7969999984 582016.125, 161521.5309999995 586120.563000001)"
vlieglijnen_wadden_2008.135,3425.96,zee1_47,2008-06-24T00:00:00,,,"LINESTRING (162009.7969999984 585271.938000001, 161851.7030000016 581849.625)"
vlieglijnen_wadden_2008.136,3289.17,zee1_48,2008-06-24T00:00:00,,,"LINESTRING (162328.1719999984 582637.938000001, 162032.0780000016 585913.75)"
vlieglijnen_wadden_2008.137,2986.2,zee1_49,2008-06-24T00:00:00,,,"LINESTRING (162521.8440000005 585281.5, 162396.2969999984 582297.938000001)"
vlieglijnen_wadden_2008.138,3652.77,zee1_50,2008-06-24T00:00:00,,,"LINESTRING (162836.0309999995 583137.063000001, 162539.9059999995 586777.813000001)"
vlieglijnen_wadden_2008.139,2574.36,zee1_51,2008-06-24T00:00:00,,,"LINESTRING (163036.125 582673.563000001, 162863.3909999989 585242.125)"
vlieglijnen_wadden_2008.140,2818.66,zee3_01_1,2008-07-05T00:00:00,,,"LINESTRING (172309.5159999989 608019.563000001, 169709.6409999989 606930.75)"
vlieglijnen_wadden_2008.141,3764.22,zee3_01_2,2008-07-05T00:00:00,,,"LINESTRING (169708.1409999989 606928.375, 173208.5940000005 608312.625)"
vlieglijnen_wadden_2008.142,2940.82,zee3_02_1,2008-07-05T00:00:00,,,"LINESTRING (172581.3280000016 607668, 169777.4690000005 606781)"
vlieglijnen_wadden_2008.143,6893.09,zee3_02_2,2008-07-05T00:00:00,,,"LINESTRING (172478.0469999984 607705.5, 165978.5159999989 605409.688000001)"
vlieglijnen_wadden_2008.144,6080.74,zee3_03_1,2008-07-05T00:00:00,,,"LINESTRING (167341.4059999995 605513.5, 173021.7190000005 607683.625)"
vlieglijnen_wadden_2008.145,6628.51,zee3_03_2,2008-07-05T00:00:00,,,"LINESTRING (173368.0469999984 607860.438000001, 167230.4840000011 605356.938000001)"
vlieglijnen_wadden_2008.146,6818.8,zee3_04,2008-07-05T00:00:00,,,"LINESTRING (172868.8909999989 607266.188000001, 166432.2030000016 605015.625)"
vlieglijnen_wadden_2008.147,6399.54,zee3_05,2008-07-05T00:00:00,,,"LINESTRING (167330.5159999989 604819.375, 173266.313000001 607211.125)"
vlieglijnen_wadden_2008.148,11058.1,zee3_06,2008-07-05T00:00:00,,,"LINESTRING (167394.2969999984 604647.688000001, 177711.625 608627)"
vlieglijnen_wadden_2008.149,6220.86,zee3_07,2008-07-05T00:00:00,,,"LINESTRING (173213.0159999989 606562.75, 167371.688000001 604423.125)"
vlieglijnen_wadden_2008.150,6704.87,zee3_08,2008-05-18T00:00:00,,,"LINESTRING (167468.4840000011 604045.5, 173692.7030000016 606538.375)"
vlieglijnen_wadden_2008.151,7923.66,zee3_09,2008-05-18T00:00:00,,,"LINESTRING (174868.3280000016 606645.5, 167436.1409999989 603898.313000001)"
vlieglijnen_wadden_2008.152,9921.84,zee3_10,2008-05-18T00:00:00,,,"LINESTRING (176863.125 607142.375, 167575.7659999989 603651.25)"
vlieglijnen_wadden_2008.153,10775.7,zee3_11,2008-07-05T00:00:00,,,"LINESTRING (177684.188000001 607209, 167596.0780000016 603421.5)"
vlieglijnen_wadden_2008.154,12830.6,zee3_12,2008-07-05T00:00:00,,,"LINESTRING (179852.0159999989 607721.625, 167860.3590000011 603158.188000001)"
vlieglijnen_wadden_2008.155,13564.6,zee3_13,2008-07-05T00:00:00,,,"LINESTRING (179512.063000001 607342.438000001, 166825.9059999995 602540.313000001)"
vlieglijnen_wadden_2008.156,13697.5,zee3_14,2008-07-05T00:00:00,,,"LINESTRING (180966.0309999995 607599.313000001, 168168.5940000005 602715.875)"
vlieglijnen_wadden_2008.157,14157.4,zee3_15,2008-07-05T00:00:00,,,"LINESTRING (180296.6719999984 607085.75, 167059.2030000016 602065.563000001)"
vlieglijnen_wadden_2008.158,14521.1,zee3_16,2008-07-05T00:00:00,,,"LINESTRING (181606.7340000011 607285, 168023.2659999989 602151.688000001)"
vlieglijnen_wadden_2008.159,16990.4,zee3_17,2008-07-05T00:00:00,,,"LINESTRING (183074.2340000011 607556.313000001, 167167.563000001 601585.375)"
vlieglijnen_wadden_2008.160,16769.4,zee3_18,2008-07-05T00:00:00,,,"LINESTRING (183807.7190000005 607590.813000001, 168154.0780000016 601576.125)"
vlieglijnen_wadden_2008.161,10809.8,zee3_19a,2008-07-05T00:00:00,,,"LINESTRING (177522.7340000011 604930.063000001, 167451.7340000011 601002.5)"
vlieglijnen_wadden_2008.162,5854.84,zee3_19b,2008-07-05T00:00:00,,,"LINESTRING (183006.5940000005 606883.5, 177457.0940000005 605017.438000001)"
vlieglijnen_wadden_2008.163,17094.8,zee3_20,2008-07-05T00:00:00,,,"LINESTRING (184371.4690000005 607193.75, 168410.75 601070.938000001)"
vlieglijnen_wadden_2008.164,20176.4,zee3_21,2008-07-05T00:00:00,,,"LINESTRING (186446.2340000011 607758.25, 167611.25 600524.188000001)"
vlieglijnen_wadden_2008.165,23550.7,zee3_22,2008-07-05T00:00:00,,,"LINESTRING (168180.8590000011 600479.813000001, 190178.4530000016 608890.5)"
vlieglijnen_wadden_2008.166,24547.3,zee3_23,2008-07-05T00:00:00,,,"LINESTRING (167275.7340000011 599893.875, 190214.938000001 608632.563000001)"
vlieglijnen_wadden_2008.167,22783.8,zee3_24,2008-07-05T00:00:00,,,"LINESTRING (169640.6409999989 600496.625, 190912.7340000011 608657.375)"
vlieglijnen_wadden_2008.168,22387.3,zee3_25,2008-07-05T00:00:00,,,"LINESTRING (190443.0940000005 608271.188000001, 169603.938000001 600090.625)"
vlieglijnen_wadden_2008.169,22918.9,zee3_26,2008-07-05T00:00:00,,,"LINESTRING (191058.8440000005 608154.563000001, 169691.3280000016 599865.813000001)"
vlieglijnen_wadden_2008.170,22235.3,zee3_27,2008-07-05T00:00:00,,,"LINESTRING (169874.688000001 599627.688000001, 190624.2659999989 607619.063000001)"
vlieglijnen_wadden_2008.171,25182.5,zee3_28,2008-07-05T00:00:00,,,"LINESTRING (191875.625 607867.875, 168406.3909999989 598738.063000001)"
vlieglijnen_wadden_2008.172,24246.4,zee3_29,2008-07-05T00:00:00,,,"LINESTRING (190946.438000001 607201.75, 168331.563000001 598458)"
