VERHFUNC;VERHTYPE;VERHSRT;WVO;STRAAT;OPPERVLAK;OMTREK;LENGTE;X;Y;LONGITUDE;LATITUDE
Speelplaats;Kunststof Sportaccommodatie;Overige;1160.A SP L1;Karel Doormanlaan;23.347;20.181;6.497;107366.314;426616.268;4.69622759924732;51.8261129421154
Speelplaats;Oppervlakbehandeling;Oppervlakbehandeling;2460.A SP L1;Zernikelaan;88.822;36.202;9.050;108115.640;426890.457;4.70705953588241;51.8286407196018
Speelplaats;Kunststof Sportaccommodatie;Overige;1565.A SP L1;Oostkil;1184.415;144.063;46.633;109441.914;427234.685;4.72625313615752;51.8318443556965
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G2;Andoornlaan;3282.982;881.283;433.061;108715.627;427759.738;4.71564668053328;51.8365038214639
Speelplaats;Kunstgras speelplaatsen;Overige;1305.A SP R1;Lijsterbeshof;77.287;35.425;9.926;107647.117;427978.918;4.70011426190465;51.8383842455675
Speelplaats;Rubbertegels;Elementen;0026.A SP R1;Anemoonhof;11.470;13.750;4.026;108248.748;427980.855;4.70884310672653;51.8384523332897
Speelplaats;Kunstgras speelplaatsen;Overige;1245.A SP L1;Lancasterplein;112.338;49.621;18.851;109235.531;427555.155;4.72321676243865;51.8347078683536
Speelplaats;Betonstraatstenen Dikformaat;Elementen;0277.A SP L1;Boegspriet;124.691;77.119;34.996;108785.323;427570.598;4.71668312196379;51.8348096064073
Speelplaats;Rubbertegels;Elementen;1150.A SP R2;Kamperfoeliestraat;9.145;12.097;3.035;107005.862;427236.602;4.6909132133221;51.8316576279917
Speelplaats;Betonstraatstenen Keiformaat;Elementen;0645.A SP L2;Giebelhof;111.592;51.068;19.937;108961.532;427608.361;4.7192345295967;51.8351635690663
Speelplaats;Rubbertegels;Elementen;2030.A SP R4;Staringlaan;25.442;20.201;5.300;106279.768;427174.818;4.68038857620761;51.8310394727667
Speelplaats;Rubbertegels;Elementen;2070.A SP R2;Tesselschadestraat;17.526;19.048;7.032;106347.289;426947.469;4.68140003111342;51.8290019597377
Speelplaats;Betonstraatstenen Keiformaat;Elementen;1840.A SP G1;Randwijk;129.260;81.270;37.156;106246.818;428045.999;4.67978786263748;51.8388667030582
Speelplaats;Gemengde Bestrating;Elementen;1760.B SP L2;P.J. Troelstrastraat;36.015;24.006;6.037;107567.070;427093.893;4.69907414855967;51.8304228937651
Speelplaats;Onverhard;Overige;0720.A SP R4;Haagbeukhof;29.893;20.698;5.175;107454.858;427685.367;4.69736509900847;51.8357294945632
Speelplaats;Rubbertegels;Elementen;1440.A SP R2;Merwedesingel;29.662;22.137;6.518;107207.095;426409.520;4.69394664864843;51.8242411047676
Speelplaats;Tegels 300x300x45;Elementen;2000.A SP R;Spinbolmolen;93.731;37.343;9.336;107343.446;428461.020;4.69564188254304;51.8426915214872
Speelplaats;Tegels 300x300x45;Elementen;2095.A SP R2;Tjalk;2.663;8.466;3.465;108664.259;427224.836;4.71497302123747;51.8316918774992
Speelplaats;Rubbertegels;Elementen;0273.A SP R;Blauw druifje;12.500;14.999;5.000;106935.611;427227.034;4.68989542004865;51.8315655921846
Speelplaats;Tegels 300x300x45;Elementen;2130.A SP R1;Trasmolen;171.039;74.380;31.814;106572.505;428132.139;4.68450125365479;51.8396692532045
Speelplaats;Tegels 300x300x45;Elementen;1220.A SP R1;Korenbloemstraat;30.597;22.402;6.476;107203.663;427250.626;4.69378075111209;51.8318006316857
Speelplaats;Tegels 300x300x45;Elementen;1410.A SP L1;Meindert Hobbemastraat;174.696;54.250;16.603;106441.389;427787.843;4.68264715030473;51.8365633658898
Speelplaats;Rubbertegels;Elementen;1285.A SP L1;Ligusterhof;35.812;24.023;6.514;108136.583;427798.953;4.70724032907478;51.8368080068653
Speelplaats;Rubbertegels;Elementen;0455.A SP L5;Duindoornhof;13.067;14.598;4.151;108364.021;427914.761;4.71052452180978;51.8378679190302
Speelplaats;Tegels 300x300x45;Elementen;2410.A SP R1;Willem Roelofsstraat;139.067;92.073;42.786;106330.506;427876.538;4.68102593928181;51.8373508997583
Speelplaats;Gemengde Bestrating;Elementen;0651.C SP L2;Groen v Prinstererstraat;23.856;19.543;5.011;107463.156;426925.299;4.69758987207821;51.8288987468732
Speelplaats;Rubbertegels;Elementen;0150.A SP G2;Anton Mauvestraat;8.713;11.980;3.502;106262.341;427766.307;4.68005248016474;51.8363542096683
Speelplaats;Gemengde Bestrating;Elementen;1410.A SP L2;Meindert Hobbemastraat;117.022;78.444;35.969;106446.023;427812.098;4.68271097928699;51.8367817707054
Speelplaats;Rubbertegels;Elementen;0870.A SP R1;Hortensiastraat;30.872;22.225;5.574;107077.915;427202.658;4.69196317610939;51.8313587261687
Speelplaats;Rubbertegels;Elementen;0620.A SP R3;Gerard Dousingel;28.086;22.027;7.003;106726.596;427782.713;4.68678577233095;51.8365419767172
Speelplaats;Gemengde Bestrating;Elementen;0460.A SP L;Duivenstraat;2037.928;191.249;63.563;106942.479;426664.264;4.69007317402855;51.8265080373888
Speelplaats;Rubbertegels;Elementen;2470.A SP R1;Zilverschoonstraat;39.050;25.016;6.503;107069.107;427339.384;4.69181646793089;51.8325868560588
Speelplaats;Betonstraatstenen Keiformaat;Elementen;1060.A SP G3;J.J. Vorrinkstraat;56.424;30.146;8.150;107883.429;427014.633;4.70367419866184;51.8297372759594
Speelplaats;Tegels 300x300x45;Elementen;0230.A SP L1;Beltmolen;180.146;102.659;47.540;106965.479;427953.192;4.69022792683568;51.8380948223092
Speelplaats;Gemengde Bestrating;Elementen;0080.A SP L;Aert de Gelderstraat;128.742;88.290;41.005;106485.430;427899.915;4.68327040421553;51.837574486733
Speelplaats;Tegels 300x300x60/80;Elementen;0761.A SP R2;Wiardi Beckmanstraat;134.762;79.021;35.740;107846.344;427167.481;4.70311541291567;51.8311079394826
Speelplaats;Rubbertegels;Elementen;0470.A SP L2;Dijkstraat;13.748;15.999;5.500;107108.542;426480.633;4.69250735235266;51.824871827835
Speelplaats;Rubbertegels;Elementen;1375.A SP R3;Meelbeshof;65.384;31.708;7.927;107896.951;427787.002;4.70376524169466;51.8366804370161
Speelplaats;Kunstgras speelplaatsen;Overige;1840.A SP R3;Randwijk;28.712;22.442;7.274;106359.018;428126.147;4.68140452370683;51.8395968478971
Speelplaats;Kunstgras speelplaatsen;Overige;0115.B SP G;Amberdreef;45.792;28.621;9.480;108158.972;427475.561;4.70760893154356;51.8339032499261
Speelplaats;Kunstgras speelplaatsen;Overige;0651.C SP L3;Groen v Prinstererstraat;22.130;19.470;6.117;107451.226;426917.730;4.69741785508873;51.8288297019197
Speelplaats;Kunstgras speelplaatsen;Overige;2120.A SP L2;Torenmolen;27.892;22.752;7.800;106903.331;428545.384;4.68924390425291;51.8434120517346
Speelplaats;Rubbertegels;Elementen;1868.A SP R2;Rietdreef;6.727;11.777;4.338;108067.414;428055.316;4.70620201601395;51.8391063789031
Speelplaats;Gemengde Bestrating;Elementen;1900.A SP R4;Rozenstraat;136.398;57.496;22.754;106857.753;426998.489;4.68879773086294;51.8295047399361
Speelplaats;Gemengde Bestrating;Elementen;0645.A SP L1;Giebelhof;328.245;132.565;60.892;108933.803;427635.874;4.71882857329543;51.8354085693831
Speelplaats;Kunstgras speelplaatsen;Overige;0645.A SP L3;Giebelhof;253.995;101.312;45.014;108924.451;427640.327;4.71869230030314;51.835447821571
Speelplaats;Tegels 300x300x45;Elementen;0540.A SP L1;Evertsenstraat;55.155;37.460;15.070;107363.305;426634.607;4.69618143031271;51.826277515779
Speelplaats;Rubbertegels;Elementen;2095.A SP R1;Tjalk;50.456;31.943;11.635;108662.500;427219.433;4.71494822682326;51.8316431695642
Speelplaats;Rubbertegels;Elementen;0455.A SP L4;Duindoornhof;13.018;14.572;4.147;108372.426;427931.461;4.71064421890449;51.8380187196503
Speelplaats;Onverhard;Overige;1375.A SP R1;Meelbeshof;106.538;36.909;9.227;107906.912;427822.937;4.7039048707634;51.837004258956
Speelplaats;Rubbertegels;Elementen;1060.A SP G1;J.J. Vorrinkstraat;21.090;19.060;6.036;107882.973;427004.112;4.70366901575622;51.8296426751314
Speelplaats;Rubbertegels;Elementen;2330.A SP R2;Watermolen;25.504;21.390;7.106;107246.375;428429.196;4.69423773418781;51.8423971984723
Speelplaats;Tegels 300x300x45;Elementen;1170.A SP G3;Kazernestraat;26.271;20.503;5.177;106452.837;426430.284;4.68300362525612;51.824362713903
Speelplaats;Rubbertegels;Elementen;0811.C SP L;Hoefbladlaan;87.331;38.725;12.210;107427.426;428109.525;4.696908798875;51.8395394664194
Speelplaats;Rubbertegels;Elementen;1200.A SP R1;Kievitsbloemstraat;30.691;22.160;5.554;107134.126;427154.647;4.6927852553261;51.8309320245074
Speelplaats;Tegels 300x300x45;Elementen;0455.A SP L1;Duindoornhof;748.876;198.535;91.042;108373.689;427918.353;4.71066430996165;51.8379010108745
Speelplaats;Gemengde Bestrating;Elementen;0930.A SP R;Jacob Catslaan;2102.963;363.261;169.202;106296.682;427465.062;4.68059310332024;51.8336496386269
Speelplaats;Rubbertegels;Elementen;1510.A SP R1;Nicolaas Beetsstraat;58.535;34.184;12.354;105823.136;427338.057;4.67374119487479;51.8324666460737
Speelplaats;Tegels 300x300x45;Elementen;2040.E SP L1;Stellingmolen;59.863;67.355;31.795;107150.715;428223.056;4.69287818620822;51.8405362397287
Speelplaats;Tegels 300x300x45;Elementen;2040.E SP L3;Stellingmolen;294.226;78.449;29.121;107142.710;428163.382;4.69277028976635;51.8399992081332
Speelplaats;Kunstgras speelplaatsen;Overige;0646.A SP G;Graskarper;81.536;35.821;8.955;109603.191;427392.335;4.72857210748512;51.8332744416705
Speelplaats;Tegels 300x300x45;Elementen;0660.A SP R;Goudenregenstraat;116.069;43.835;12.965;107015.951;427028.492;4.69108842029641;51.8297880136483
Speelplaats;Onverhard;Overige;1375.A SP R2;Meelbeshof;263.859;63.309;15.827;107899.797;427800.829;4.70380465099416;51.8368049534185
Speelplaats;Kunststof Sportaccommodatie;Overige;2355.D SP G1;Westkil;52.181;43.024;18.726;108383.928;427394.620;4.71088341316922;51.8331945711185
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G4;Andoornlaan;57.898;94.590;46.037;108728.596;427781.703;4.71583190411986;51.8367023166751
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G1;Andoornlaan;2173.095;195.877;63.965;108665.691;427792.631;4.71491778075327;51.8367953230181
Speelplaats;Kunstgras speelplaatsen;Overige;0345.A SP L3;Campanulahof;11.495;13.714;3.938;108045.529;427929.431;4.70590156224823;51.8379730911068
Speelplaats;Kunstgras speelplaatsen;Overige;0345.A SP L1;Campanulahof;13.812;15.135;4.493;108044.754;427925.259;4.70589088394497;51.8379355282144
Speelplaats;Kunstgras speelplaatsen;Overige;1170.A SP G2;Kazernestraat;50.925;28.546;7.214;106459.058;426425.520;4.68309452558971;51.8243204357595
Speelplaats;Kunststof Sportaccommodatie;Overige;2355.D SP G8;Westkil;7595.444;355.905;106.901;108351.220;427298.701;4.71042183223296;51.8323297238798
Speelplaats;Kunstgras speelplaatsen;Overige;2020.B SP L1;Standerdmolen;15.156;15.776;4.575;107073.985;428435.576;4.69173541612131;51.8424397756157
Speelplaats;Kunstgras speelplaatsen;Overige;1868.A SP R3;Rietdreef;27.959;23.296;8.265;108066.849;428057.728;4.70619349109801;51.8391280103731
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G7;Andoornlaan;57.385;94.320;45.910;108787.181;427722.144;4.71668984114226;51.8361718517254
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G6;Andoornlaan;72.911;118.278;57.879;108780.190;427717.734;4.71658900204702;51.8361316363698
Speelplaats;Kunstgras speelplaatsen;Overige;0220.A SP G;Beatrixstraat;175.517;65.879;26.254;106328.347;426504.231;4.68118756611287;51.8250165161331
Speelplaats;Tegels 300x300x45;Elementen;0110.A SP R1;Alfred Nobelstraat;180.307;119.131;56.367;108518.429;427055.791;4.7128801743269;51.830160391347
Speelplaats;Rubbertegels;Elementen;2040.H SP L2;Stellingmolen;96.423;72.315;33.258;107072.153;427940.261;4.69177744423643;51.8379877622096
Speelplaats;Tegels 300x300x45;Elementen;2280.A SP R;Vondellaan;15.997;15.999;4.029;106562.501;427138.007;4.68449523627085;51.8307332008966
