FID,id,soort,systeem,status,land,se_anno_cad_data,gdb_geomattr_data,shape
symbolen.34,1111,Vast,VSS,Actief,Engeland,,,"POLYGON ((320418.40139999986 5932483.7018, 320552.88329999987 5932676.6088, 322454.97759999987 5931267.7127, 322456.9594999999 5931266.317600001, 322459.7383000003 5931264.5897, 322462.62409999967 5931263.0472, 322465.60390000045 5931261.6964, 322468.6662999997 5931260.544600001, 322471.7971000001 5931259.5945999995, 322474.9835999999 5931258.851399999, 322478.2122999998 5931258.318499999, 322481.4682 5931257.998, 322484.73819999956 5931257.890900001, 322488.00769999996 5931257.998, 322491.2644999996 5931258.318499999, 322494.4928000001 5931258.851399999, 322497.6788999997 5931259.5945999995, 322500.8097000001 5931260.544600001, 322503.87200000044 5931261.6964, 322506.8518000003 5931263.0472, 322509.7385 5931264.5897, 322512.5164000001 5931266.317600001, 322515.17619999964 5931268.223200001, 322517.7056 5931270.2991, 322520.0932 5931272.5353, 322522.3298000004 5931274.923800001, 322524.40529999975 5931277.4527, 322525.2455000002 5931278.58, 322669.96169999987 5931478.5779, 323089.43759999983 5930636.637599999, 322170.08889999986 5930796.801100001, 322320.52770000044 5931007.233899999, 322321.4263000004 5931008.5338, 322323.1546 5931011.312100001, 322324.6972000003 5931014.1984, 322326.04700000025 5931017.1786, 322327.19930000044 5931020.240900001, 322328.1489000004 5931023.3717, 322328.8925000001 5931026.5578000005, 322329.4249999998 5931029.785599999, 322329.74590000045 5931033.0416, 322329.85250000004 5931036.3127999995, 322329.74590000045 5931039.581900001, 322329.4249999998 5931042.838300001, 322328.8925000001 5931046.067, 322328.1489000004 5931049.2531, 322327.19930000044 5931052.384299999, 322326.04700000025 5931055.4462, 322324.6972000003 5931058.4264, 322323.1546 5931061.311899999, 322321.4263000004 5931064.091, 322319.5203 5931066.7499, 322317.44519999996 5931069.2793000005, 322315.20859999955 5931071.667400001, 322312.8206000002 5931073.903999999, 322310.29119999986 5931075.979900001, 322309.7012 5931076.425899999, 320418.40139999986 5932483.7018))"
symbolen.35,60,Vast,VSS,Actief,Engeland,,,"POLYGON ((418395.37129999977 5753690.2228999995, 418682.8205000004 5752616.407500001, 418350.49619999994 5752679.1535, 418000.5705000004 5751001.7413, 417672.7637 5751078.017100001, 418017.93790000025 5752750.831, 417694.5462999996 5752813.811799999, 418395.37129999977 5753690.2228999995))"
symbolen.36,68,Vast,VSS,Actief,Belgie,,,"POLYGON ((442349.5673000002 5685162.046599999, 446305.1392999999 5684564.9881, 446350.6798999999 5684891.293099999, 447263.4285000004 5684238.498299999, 446206.58220000006 5683893.8518, 446251.4082000004 5684229.0627999995, 442295.12200000044 5684835.027799999, 442349.5673000002 5685162.046599999))"
symbolen.37,68,Vast,VSS,Actief,Belgie,,,"POLYGON ((439784.0105999997 5676919.680199999, 443140.3602999998 5679096.3628, 442958.02130000014 5679370.7743, 444074.0872999998 5679487.5995000005, 443511.7279000003 5678528.716, 443322.94859999977 5678809.318399999, 439960.1573000001 5676638.827099999, 439784.0105999997 5676919.680199999))"
symbolen.38,83,Vast,VSS,Actief,Belgie,,,"POLYGON ((428076.97919999994 5695512.972200001, 431069.3371000001 5692858.0088, 431285.2374 5693106.8783, 431695.2410000004 5692062.2984, 430621.1738999998 5692348.806399999, 430841.32579999976 5692605.5327, 427853.2198999999 5695268.353399999, 428076.97919999994 5695512.972200001))"
symbolen.39,29,Vast,VSS,Actief,Nederland,,,"POLYGON ((643891.1073000003 5990931.8697999995, 643843.1013000002 5991259.896500001, 647792.0806999998 5991899.1282, 647735.8136 5992223.7568, 648804.2959000003 5991880.8298, 647903.1513999999 5991229.948899999, 647843.4847999997 5991562.8386, 643891.1073000003 5990931.8697999995))"
symbolen.40,30,Vast,VSS,Actief,Nederland,,,"POLYGON ((618216.8827 5986428.480900001, 618168.8767999997 5986756.5085, 622117.8562000003 5987395.7389, 622061.5886000004 5987720.3674, 623130.0705000004 5987377.441299999, 622228.9264000002 5986726.5594999995, 622169.2593999999 5987059.450099999, 618216.8827 5986428.480900001))"
symbolen.41,31,Vast,VSS,Actief,Nederland,,,"POLYGON ((619120.5252999999 5992649.5197, 620028.8717999998 5993290.3133000005, 620084.8224 5992956.777799999, 624043.9896 5993543.6393, 624088.3339999998 5993215.097200001, 620132.4736000001 5992619.936899999, 620185.1173999999 5992294.7016, 619120.5252999999 5992649.5197))"
symbolen.42,32,Vast,VSS,Actief,Nederland,,,"POLYGON ((594166.7423 5982576.0525, 594123.0444999998 5982904.681, 598080.0669 5983492.0635, 598028.0623000003 5983817.400599999, 599091.9545999998 5983460.4904, 598182.3509 5982821.485200001, 598127.0562000005 5983155.129000001, 594166.7423 5982576.0525))"
symbolen.43,33,Vast,VSS,Actief,Nederland,,,"POLYGON ((609052.1381999999 5979199.7466, 608807.8711000001 5979423.888900001, 611467.5202000001 5982412.084799999, 611218.9892999995 5982628.375, 612264.2120000003 5983036.741599999, 611976.0214999998 5981963.124600001, 611719.6398999998 5982183.6789, 609052.1381999999 5979199.7466))"
symbolen.44,34,Vast,VSS,Actief,Nederland,,,"POLYGON ((595405.1469999999 5965219.771199999, 595174.0404000003 5965457.4603, 597999.5407999996 5968289.348200001, 597763.7309999997 5968519.4416000005, 598830.5118000004 5968867.6228, 598481.6494000005 5967812.1602, 598238.2439000001 5968046.956800001, 595405.1469999999 5965219.771199999))"
symbolen.45,35,Vast,VSS,Actief,Nederland,,,"POLYGON ((587642.8439999996 5985301.138599999, 587990.3306 5986375.920299999, 588232.7620000001 5986149.65, 589768.1664000005 5987782.0263, 587675.1682000002 5987483.0276, 587715.5736999996 5987159.784399999, 586672.5850999998 5987520.518200001, 587586.2769999998 5988145.6754, 587626.682 5987822.432600001, 591602.5700000003 5988371.9452, 591626.8130999999 5988016.377800001, 590269.1933000004 5987838.5941, 588459.0328000002 5985923.3805, 588701.4645999996 5985689.0298999995, 587642.8439999996 5985301.138599999))"
symbolen.46,36,Vast,VSS,Actief,Nederland,,,"POLYGON ((542046.8315000003 5944676.7293, 541878.6474000001 5945775.557, 542202.1061000004 5945676.812000001, 543443.4112 5949481.884199999, 543757.2229000004 5949374.9803, 542524.8207 5945569.1645, 542839.3765000002 5945471.1645, 542046.8315000003 5944676.7293))"
symbolen.47,37,Vast,VSS,Actief,Nederland,,,"POLYGON ((554643.5536000002 5960375.637599999, 555125.6797000002 5961377.267200001, 555336.7565000001 5961113.027799999, 558510.9472000003 5963551.0438, 558709.4556 5963285.5243, 555542.1897999998 5960841.8639, 555746.3416999998 5960583.2688, 554643.5536000002 5960375.637599999))"
symbolen.48,38,Vast,VSS,Actief,Nederland,,,"POLYGON ((572348.6649000002 5945664.255899999, 571852.6366999997 5944669.4383000005, 571645.2596000005 5944936.591700001, 568437.4228999997 5942543.019300001, 568242.6327 5942811.276699999, 571443.6234999998 5945210.590600001, 571243.0922999997 5945472.003799999, 572348.6649000002 5945664.255899999))"
symbolen.49,39,Vast,VSS,Actief,Nederland,,,"POLYGON ((535726.5504999999 5922027.2969, 534494.1482999995 5918221.4811, 534808.7040999997 5918123.480599999, 534016.1590999998 5917329.0463, 533847.9754999997 5918427.8736000005, 534171.4346000003 5918329.129000001, 535412.7379000001 5922134.199899999, 535726.5504999999 5922027.2969))"
symbolen.50,40,Vast,VSS,Actief,Nederland,,,"POLYGON ((543985.0111999996 5913063.7794, 543686.0366000002 5913207.0298999995, 545359.6946 5916840.474199999, 545058.9289999995 5916974.9723000005, 545939.8287000004 5917670.146299999, 545976.9378000004 5916559.143100001, 545667.4210999999 5916695.432700001, 543985.0111999996 5913063.7794))"
symbolen.51,41,Vast,VSS,Actief,Nederland,,,"POLYGON ((524830.2537000002 5867141.6591, 524515.4433000004 5867245.5866, 525711.7499000002 5871062.9015, 525396.2811000003 5871157.9187, 526181.2668000003 5871959.823100001, 526359.8481999999 5870862.637700001, 526035.4698000001 5870958.3146, 524830.2537000002 5867141.6591))"
symbolen.52,42,Vast,VSS,Actief,Nederland,,,"POLYGON ((521035.5234000003 5873704.232799999, 519803.12260000035 5869898.4178, 520117.6782999998 5869800.417400001, 519325.13379999995 5869005.983899999, 519156.94969999976 5870104.809900001, 519480.40749999974 5870006.0649, 520721.71219999995 5873811.136600001, 521035.5234000003 5873704.232799999))"
symbolen.53,43,Vast,VSS,Actief,Nederland,,,"POLYGON ((528916.9238 5980481.881899999, 528957.3583000004 5980152.836300001, 524994.6984999999 5979604.771, 525043.4704999998 5979278.9322, 523983.17339999974 5979646.388499999, 524899.0765000004 5980276.3314, 524951.0574000003 5979942.1555, 528916.9238 5980481.881899999))"
symbolen.54,44,Vast,VSS,Actief,Nederland,,,"POLYGON ((541541.0071 5982434.67, 541592.9862000002 5982100.492699999, 545558.8531 5982640.220000001, 545599.2874999996 5982311.1744, 541636.6273999996 5981763.1087, 541685.3992999997 5981437.270300001, 540625.1021999996 5981804.727, 541541.0071 5982434.67))"
symbolen.55,45,Vast,VSS,Actief,Nederland,,,"POLYGON ((541582.1047999999 5974937.155099999, 541514.6292000003 5975261.736199999, 545418.4736000001 5976135.262, 545342.9523999998 5976455.9586, 546429.9789000005 5976177.343, 545569.2411000002 5975473.895099999, 545489.8359000003 5975802.6361, 541582.1047999999 5974937.155099999))"
symbolen.56,46,Vast,VSS,Actief,Nederland,,,"POLYGON ((511104.4648000002 5966611.0726, 511231.8997999998 5967715.367799999, 511517.88630000036 5967534.846100001, 513718.36730000004 5970878.092800001, 513992.8973000003 5970692.244100001, 511800.8074000003 5967345.9333999995, 512078.40189999994 5967168.4767, 511104.4648000002 5966611.0726))"
symbolen.57,47,Vast,VSS,Actief,Nederland,,,"POLYGON ((520361.26109999977 5959828.4586, 520100.2684000004 5960032.8826, 522518.9548000004 5963219.2599, 522254.32469999976 5963415.5251, 523264.5429999996 5963904.1055, 523060.89719999954 5962811.2941, 522788.10730000027 5963011.1976, 520361.26109999977 5959828.4586))"
symbolen.58,48,Vast,VSS,Actief,Nederland,,,"POLYGON ((500472.12650000025 5948672.9495, 500781.0954 5948552.7634, 499387.54200000037 5944802.9553, 499697.6328999996 5944691.632300001, 498871.93620000035 5943931.713199999, 498750.75629999954 5945036.7116, 499069.7105999999 5944924.2652, 500472.12650000025 5948672.9495))"
symbolen.59,49,Vast,VSS,Actief,Nederland,,,"POLYGON ((506775.6810999997 5940634.8004, 506486.68099999987 5940797.2347, 508393.6180999996 5944313.858200001, 508102.26020000037 5944467.674000001, 509026.59920000006 5945103.950999999, 508991.2112999996 5943992.891100001, 508691.2357999999 5944149.065199999, 506775.6810999997 5940634.8004))"
symbolen.60,56,Vast,VSS,Actief,Nederland,,,"POLYGON ((498020.5038999999 5779918.477399999, 498287.5444 5780997.547499999, 498548.2105999999 5780782.0747, 501156.56790000014 5783817.839299999, 501405.1919 5783598.539999999, 498804.76740000024 5780558.6665, 499057.5007999996 5780347.300899999, 498020.5038999999 5779918.477399999))"
symbolen.61,57,Vast,VSS,Actief,Nederland,,,"POLYGON ((505684.0619000001 5773513.033399999, 505436.06819999963 5773733.0461, 508045.2148000002 5776765.4366999995, 507793.0903000003 5776977.528899999, 508831.3141999999 5777403.3708, 508561.1743999999 5776325.0712, 508301.1289999997 5776541.2937, 505684.0619000001 5773513.033399999))"
symbolen.62,60,Vast,VSS,Actief,Belgie,,,"POLYGON ((459062.3978000004 5732961.315300001, 459320.87210000027 5734042.4705, 459583.2388000004 5733829.069800001, 462167.4391000001 5736885.4252, 462417.79449999984 5736668.1043, 459841.56039999984 5733607.704600001, 460095.9605999999 5733398.3495000005, 459062.3978000004 5732961.315300001))"
symbolen.66,66,Vast,VSS,Actief,Belgie,,,"POLYGON ((439757.1146999998 5688077.890699999, 439454.4395000003 5688213.147, 441030.9661999997 5691889.7754, 440726.7344000004 5692016.2345, 441588.8524000002 5692734.5691, 441655.46669999976 5691624.943399999, 441342.43730000034 5691752.9608, 439757.1146999998 5688077.890699999))"
symbolen.67,68,Vast,VSS,Actief,Belgie,,,"POLYGON ((448794.4506000001 5687930.6324000005, 445189.1238000002 5689664.0254, 445049.68099999987 5689365.521, 444369.1387 5690257.7731, 445480.60280000046 5690276.542099999, 445339.2249999996 5689969.316, 448942.6162999999 5688227.201400001, 448794.4506000001 5687930.6324000005))"
symbolen.68,69,Vast,VSS,Actief,Belgie,,,"POLYGON ((413404.6571000004 5675602.1818, 413626.40809999965 5676691.462099999, 413895.8437999999 5676487.0604, 416375.1673999997 5679629.0879999995, 416632.7320999997 5679420.3606, 414161.50600000005 5676274.559599999, 414422.8428999996 5676073.930500001, 413404.6571000004 5675602.1818))"
symbolen.69,70,Vast,VSS,Actief,Belgie,,,"POLYGON ((418891.94909999985 5675253.1613, 418648.7706000004 5675478.4835, 421322.8633000003 5678453.7576, 421075.38329999987 5678671.2491999995, 422122.5711000003 5679074.5473, 421829.1825000001 5678002.339400001, 421573.87239999976 5678224.132999999, 418891.94909999985 5675253.1613))"
symbolen.70,71,Vast,VSS,Actief,Belgie,,,"POLYGON ((423605.8682000004 5668406.4387, 423458.40830000024 5668703.3598, 427013.8722000001 5670536.8551, 426859.6129999999 5670827.979800001, 427981.7622999996 5670833.6721, 427327.1816999996 5669935.212300001, 427167.12789999973 5670233.135600001, 423605.8682000004 5668406.4387))"
symbolen.71,72,Vast,VSS,Actief,Belgie,,,"POLYGON ((396504.1520999996 5659463.309699999, 393424.6667999998 5656909.921399999, 393637.7739000004 5656658.6565000005, 392542.95990000013 5656412.4231, 392989.6090000002 5657430.3661, 393209.8362999996 5657173.7039, 396296.4413999999 5659721.6953, 396504.1520999996 5659463.309699999))"
symbolen.72,73,Vast,VSS,Actief,Belgie,,,"POLYGON ((399271.3914999999 5649394.26, 399028.21300000045 5649619.583000001, 401702.3053000001 5652594.856699999, 401454.8256000001 5652812.349199999, 402502.0131000001 5653215.6468, 402208.62490000017 5652143.4388999995, 401953.31429999974 5652365.232999999, 399271.3914999999 5649394.26))"
symbolen.73,74,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((387731.12590000033 5626670.052200001, 387409.8678000001 5626751.903899999, 388338.6584999999 5630642.9683, 388017.36089999974 5630715.8872, 388744.8652999997 5631570.279999999, 388999.08110000007 5630488.116, 388668.84979999997 5630561.075300001, 387731.12590000033 5626670.052200001))"
symbolen.74,75,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((355458.9238 5625634.9244, 356044.37129999977 5626579.887499999, 356226.2910000002 5626294.789999999, 359640.7301000003 5628383.0875, 359810.0155999996 5628098.045700001, 356401.8635999998 5626003.401799999, 356577.49370000046 5625724.6493, 355458.9238 5625634.9244))"
symbolen.75,76,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((358883.69770000037 5596465.0779, 358684.1787999999 5596729.8379999995, 361842.1023000004 5599185.555500001, 361636.9661999997 5599443.369100001, 362738.95359999966 5599655.204, 362260.65050000045 5598651.743799999, 362048.5675999997 5598915.1756, 358883.69770000037 5596465.0779))"
symbolen.76,77,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((318420.26240000036 5605795.943299999, 319232.31429999974 5606555.073100001, 319333.4056000002 5606232.340399999, 323174.9271 5607355.7707, 323263.83889999986 5607036.395, 319426.72919999994 5605905.1965, 319523.40919999965 5605590.232999999, 318420.26240000036 5605795.943299999))"
symbolen.77,78,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((322681.17810000014 5586624.458799999, 322600.58889999986 5586946.0352, 326465.7775999997 5587977.220000001, 326377.30819999985 5588294.588300001, 327474.7421000004 5588060.303099999, 326643.2539999997 5587322.5151, 326550.5744000003 5587647.763499999, 322681.17810000014 5586624.458799999))"
symbolen.78,79,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((285293.6398 5598056.0633000005, 286105.6908 5598815.1931, 286206.7829999998 5598492.460100001, 290048.3044999996 5599615.8903, 290137.2167999996 5599296.514599999, 286300.10649999976 5598165.3166000005, 286396.7866000002 5597850.3521, 285293.6398 5598056.0633000005))"
symbolen.79,80,Vast,VSS,Actief,Frankrijk,,,"POLYGON ((290276.9444000004 5578678.1829, 290196.35610000044 5578999.759199999, 294061.54389999993 5580030.9441, 293973.07459999993 5580348.311899999, 295070.50850000046 5580114.0276, 294239.0198999997 5579376.2392, 294146.3411999997 5579701.4867, 290276.9444000004 5578678.1829))"
symbolen.80,81,Vast,VSS,Actief,Noorwegen,,,"POLYGON ((629105.8448999999 6502280.0166, 629358.1814000001 6501197.410499999, 629028.0769999996 6501270.9432, 628083.5985000003 6497381.5474, 627762.4822000004 6497463.956599999, 628698.0283000004 6501353.409, 628376.8575999998 6501426.886299999, 629105.8448999999 6502280.0166))"
symbolen.81,82,Vast,VSS,Actief,Noorwegen,,,"POLYGON ((618848.5919000003 6499681.9279, 618604.5661000004 6500766.4374, 618934.0968000004 6500690.3749, 619908.3810999999 6504572.413000001, 620228.8551000003 6504487.5419, 619263.5037000002 6500605.3796999995, 619584.1014999999 6500529.441, 618848.5919000003 6499681.9279))"
symbolen.82,83,Vast,VSS,Actief,Belgie,,,"POLYGON ((434146.1138000004 5695534.6907, 431152.4386 5698188.1676, 430936.6621000003 5697939.192399999, 430526.1397000002 5698983.569, 431600.3476 5698697.5934999995, 431380.3239000002 5698440.7579, 434369.75069999974 5695779.4197, 434146.1138000004 5695534.6907))"
symbolen.83,84,Vast,VSS,Actief,Belgie,,,"POLYGON ((434038.45270000026 5706690.322699999, 431154.46970000025 5703918.017000001, 431385.4275000002 5703683.054, 430311.6124999998 5703357.209899999, 430682.4252000004 5704405.1624, 430920.8781000003 5704165.338199999, 433812.3562000003 5706932.7826000005, 434038.45270000026 5706690.322699999))"
symbolen.84,85,Vast,VSS,Actief,Belgie,,,"POLYGON ((426152.3328 5683042.9559, 425921.2706000004 5683280.687100001, 428747.2982000001 5686112.045700001, 428511.5301000001 5686342.182499999, 429578.37679999974 5686690.1657, 429229.31850000005 5685634.7689, 428985.9556 5685869.6099, 426152.3328 5683042.9559))"
