FID,id,soort,systeem,status,land,se_anno_cad_data,gdb_geomattr_data,shape
symbolen.11,7,Vast,VSS,Actief,Duitsland,,,"POLYGON ((773505.4096999997 6014360.3573, 773528.2072999999 6014029.6208, 769541.926 6013694.0362, 769573.2209000001 6013366.0572999995, 768534.0698999995 6013789.6337, 769482.3186999997 6014369.746200001, 769516.3712999998 6014033.270500001, 773505.4096999997 6014360.3573))"
symbolen.12,8,Vast,VSS,Actief,Duitsland,,,"POLYGON ((768884.2796 6008001.7436999995, 768858.2011000002 6008332.2379, 772840.9556 6008707.3697999995, 772806.4064999996 6009035.0221, 773849.7106999997 6008621.7806, 772907.2664999999 6008032.2848000005, 772869.8750999998 6008368.407199999, 768884.2796 6008001.7436999995))"
symbolen.13,9,Vast,VSS,Actief,Duitsland,,,"POLYGON ((732416.6284999996 6005602.105, 736399.3825000003 6005977.237299999, 736364.8339 6006304.889599999, 737408.1376999998 6005891.6481, 736465.6939000003 6005302.1524, 736428.3025000002 6005638.2739, 732442.7065000003 6005271.6108, 732416.6284999996 6005602.105))"
symbolen.14,10,Vast,VSS,Actief,Duitsland,,,"POLYGON ((732033.1414999999 6011000.1512, 732981.3903999999 6011580.2633, 733015.4437999995 6011243.7875, 737004.4818000002 6011570.8752999995, 737027.2792999996 6011240.1383, 733040.9981000004 6010904.5537, 733072.2938000001 6010576.5748, 732033.1414999999 6011000.1512))"
symbolen.15,11,Vast,VSS,Actief,Duitsland,,,"POLYGON ((737317.1776 5974999.067, 738117.5372000001 5975770.514599999, 738223.5486000003 5975449.3641, 742047.4614000004 5976631.353399999, 742141.2418999998 5976313.3736000005, 738321.8595000003 5975123.6841, 738423.3397000004 5974810.2333, 737317.1776 5974999.067))"
symbolen.16,12,Vast,VSS,Actief,Duitsland,,,"POLYGON ((740082.8028999995 5965952.897600001, 739984.8551000003 5966269.618799999, 743788.2862999998 5967509.362500001, 743682.6977000004 5967821.453400001, 744791.2439000001 5967647.1622, 744001.0839 5966865.271299999, 743890.8645000001 5967185.0013, 740082.8028999995 5965952.897600001))"
symbolen.17,13,Vast,VSS,Actief,Nederland,,,"POLYGON ((699878.7583999997 5962319.941500001, 700622.9475999996 5963145.7075, 700751.2582999999 5962832.798, 704482.6902999999 5964280.4933, 704598.5769999996 5963969.8862, 700872.2041999996 5962514.828299999, 700995.4534999998 5962209.2808, 699878.7583999997 5962319.941500001))"
symbolen.18,14,Vast,VSS,Actief,Nederland,,,"POLYGON ((703178.8310000002 5953566.804199999, 703064.6133000003 5953878.0285, 706798.7445999999 5955313.0593, 706677.1375000002 5955619.2643, 707793.2215 5955502.6094, 707044.6101000002 5954680.851299999, 706917.9824000001 5954994.444800001, 703178.8310000002 5953566.804199999))"
symbolen.19,15,Vast,VSS,Actief,Nederland,,,"POLYGON ((664772.3931 5949356.529999999, 665516.5817999998 5950182.295600001, 665644.8915999997 5949869.385600001, 669376.3240999999 5951317.080600001, 669492.2111999998 5951006.4748, 665765.8380000005 5949551.4168, 665889.0877 5949245.8694, 664772.3931 5949356.529999999))"
symbolen.20,16,Vast,VSS,Actief,Nederland,,,"POLYGON ((668142.5378 5940533.319700001, 668028.3201000001 5940844.544500001, 671762.4508999996 5942279.5757, 671640.8430000003 5942585.7794, 672756.9274000004 5942469.1263, 672008.3169 5941647.366800001, 671881.6884000003 5941960.9616, 668142.5378 5940533.319700001))"
symbolen.21,17,Vast,VSS,Actief,Nederland,,,"POLYGON ((627277.8925000001 5934603.8311, 627952.0893999999 5935487.6676, 628105.5475000003 5935186.294, 631706.1508 5936934.1676, 631847.0400999999 5936634.0737, 628252.0816000002 5934879.2751, 628399.8953 5934584.8255, 627277.8925000001 5934603.8311))"
symbolen.22,18,Vast,VSS,Actief,Nederland,,,"POLYGON ((623173.1763000004 5923122.3805, 626779.6562999999 5924853.3785, 626633.7917 5925148.797800001, 627755.6447000001 5925122.375600001, 627075.6207999997 5924243.0154, 626924.1573999999 5924545.3982, 623312.0791999996 5922821.3616, 623173.1763000004 5923122.3805))"
symbolen.23,19,Vast,VSS,Actief,Nederland,,,"POLYGON ((618846.5049999999 5935205.671, 620258.6698000003 5938948.509, 619949.1354999999 5939061.372400001, 620778.5969000002 5939817.1796, 620894.2856000001 5938711.593, 620575.8941000002 5938825.6228, 619154.8733000001 5935083.951099999, 618846.5049999999 5935205.671))"
symbolen.24,20,Vast,VSS,Actief,Nederland,,,"POLYGON ((600798.1086999997 5908234.220799999, 600625.4009999996 5909332.3456999995, 600949.2635000004 5909234.9333999995, 602174.8874000004 5913045.0846, 602489.1376 5912939.474400001, 601272.4179999996 5909128.6165, 601587.3754000003 5909031.911, 600798.1086999997 5908234.220799999))"
symbolen.25,21,Vast,VSS,Actief,Nederland,,,"POLYGON ((609775.5686999997 5910057.264, 609849.6106000002 5908948.1094, 609535.7313000001 5909074.0285, 607975.0455999998 5905388.426000001, 607671.4722999996 5905521.6533, 609223.3510999996 5909208.754000001, 608918.2790999999 5909333.1745, 609775.5686999997 5910057.264))"
symbolen.26,22,Vast,VSS,Actief,Nederland,,,"POLYGON ((589424.5308999997 5888480.6589, 589853.5673000002 5889506.1511, 590078.1870999997 5889253.322899999, 593120.4129999997 5891854.1425, 593332.5472999997 5891599.3758000005, 590297.5316000003 5888993.2828, 590514.9397999998 5888745.728499999, 589424.5308999997 5888480.6589))"
symbolen.27,23,Vast,VSS,Actief,Nederland,,,"POLYGON ((598100.1347000003 5885738.1296999995, 598023.2803999996 5884629.1669, 597729.3460999997 5884796.434800001, 595683.8930000002 5881356.1544, 595401.1596999997 5881529.2678, 597438.0900999997 5884972.225099999, 597152.6791000003 5885136.8157, 598100.1347000003 5885738.1296999995))"
symbolen.28,26,Vast,VSS,Actief,Nederland,,,"POLYGON ((695221.9331 6005796.058599999, 696103.7594999997 6006472.880999999, 696173.0857999995 6006141.868799999, 700105.4335000003 6006887.556600001, 700162.9614000004 6006561.0649999995, 696234.2514000004 6005807.216499999, 696299.9403999997 6005484.363600001, 695221.9331 6005796.058599999))"
symbolen.29,27,Vast,VSS,Actief,Nederland,,,"POLYGON ((696152.6169999996 6000222.784, 696104.6111000003 6000550.8112, 700053.5904999999 6001190.041999999, 699997.3233000003 6001514.670600001, 701065.8052000003 6001171.7436, 700164.6611000001 6000520.863500001, 700104.9945 6000853.752800001, 696152.6169999996 6000222.784))"
symbolen.30,28,Vast,VSS,Actief,Nederland,,,"POLYGON ((643795.1042 5996543.411499999, 643847.7483999999 5996218.1763, 642783.1567000002 5996572.9947999995, 643691.5032000002 5997213.7884, 643747.4538000003 5996880.2524999995, 647706.6210000003 5997467.113, 647750.9654000001 5997138.570499999, 643795.1042 5996543.411499999))"
symbolen.31,1111,Vast,VSS,Actief,Engeland,,,"POLYGON ((322119.91530000046 5937148.103499999, 322967.24930000026 5937539.0978999995, 322963.1509999996 5937280.4542, 322963.1453 5937279.661800001, 322963.25239999965 5937276.3914, 322963.57239999995 5937273.1359, 322964.1058 5937269.9077, 322964.8485000003 5937266.721100001, 322965.7988999998 5937263.589400001, 322966.95040000044 5937260.5276, 322968.3010999998 5937257.5473, 322969.8432 5937254.661900001, 322971.5711000003 5937251.8827, 322973.47759999987 5937249.224300001, 322975.55310000014 5937246.6949000005, 322977.78920000046 5937244.3068, 322980.17729999963 5937242.069800001, 322982.7067 5937239.9947, 322985.3663999997 5937238.088199999, 322988.14470000006 5937236.3608, 322991.02969999984 5937234.818700001, 322994.0099999998 5937233.4684, 322997.07270000037 5937232.315199999, 323000.2034999998 5937231.366599999, 323003.3901000004 5937230.623400001, 323006.61789999995 5937230.090500001, 323009.8742000004 5937229.769099999, 323011.4006000003 5937229.6927000005, 325054.92310000025 5937158.3642, 325050.6791000003 5936922.637800001, 323000.6601 5936989.732799999, 322999.02529999986 5936989.759199999, 322995.7558000004 5936989.6525, 322992.49899999984 5936989.3325, 322989.2707000002 5936988.798699999, 322986.0842000004 5936988.056399999, 322982.9534 5936987.106000001, 322979.89109999966 5936985.953199999, 322976.9112999998 5936984.6029, 322974.0250000004 5936983.060799999, 322971.2467 5936981.332900001, 322968.58690000046 5936979.4278, 322966.05879999977 5936977.3518, 322963.67080000043 5936975.114800001, 322961.43369999994 5936972.7272, 322959.35780000035 5936970.1982, 322957.4522000002 5936967.5384, 322955.72479999997 5936964.759299999, 322954.18259999994 5936961.874299999, 322952.83189999964 5936958.8936, 322951.67870000005 5936955.831700001, 322950.72919999994 5936952.7005, 322949.9868999999 5936949.5144, 322949.4530999996 5936946.2870000005, 322949.1326000001 5936943.0298, 322949.0368999997 5936940.838400001, 322943.71169999987 5936694.0308, 322119.91530000046 5937148.103499999))"
symbolen.32,1111,Vast,VSS,Actief,Engeland,,,"POLYGON ((322005.57600000035 5935415.9120000005, 322015.04310000036 5935651.486099999, 324063.0708999997 5935538.969900001, 324065.81400000025 5935538.894300001, 324069.08359999955 5935539.001499999, 324072.33949999977 5935539.322799999, 324075.56819999963 5935539.8553, 324078.75430000015 5935540.5989, 324081.88549999986 5935541.5484, 324084.94739999995 5935542.7007, 324087.92810000014 5935544.051000001, 324090.8130999999 5935545.5932, 324093.59219999984 5935547.321, 324096.2520000003 5935549.227499999, 324098.7810000004 5935551.3025, 324101.16860000044 5935553.5396, 324103.4056000002 5935555.927200001, 324105.4815999996 5935558.456599999, 324107.3866999997 5935561.1164, 324109.1146 5935563.8947, 324110.65670000017 5935566.7797, 324112.00739999954 5935569.7599, 324113.15979999956 5935572.8222, 324114.1096999999 5935575.953, 324114.85199999996 5935579.1404, 324115.38630000036 5935582.3686999995, 324115.7062999997 5935585.6241999995, 324115.7659999998 5935586.708000001, 324126.55960000027 5935833.3365, 324940.0904000001 5935361.1163, 324084.2977 5934988.998500001, 324094.1272999998 5935247.4882, 324094.16420000046 5935249.3894, 324094.0566999996 5935252.659399999, 324093.73670000024 5935255.914899999, 324093.20330000017 5935259.143999999, 324092.4600999998 5935262.3301, 324091.5105999997 5935265.460899999, 324090.35780000035 5935268.5232, 324089.00710000005 5935271.503900001, 324087.46499999985 5935274.3884, 324085.7379999999 5935277.1676, 324083.8323999997 5935279.8265, 324081.75600000005 5935282.3564, 324079.51939999964 5935284.744000001, 324077.1314000003 5935286.980599999, 324074.60199999996 5935289.0569, 324071.9430999998 5935290.962099999, 324069.16390000004 5935292.690400001, 324066.2785 5935294.232100001, 324063.2982000001 5935295.5824, 324060.2368000001 5935296.7356, 324057.1051000003 5935297.6855, 324053.91899999976 5935298.4278, 324050.6902999999 5935298.961200001, 324047.4343999997 5935299.2817, 324047.0155999996 5935299.3071, 322005.57600000035 5935415.9120000005))"
symbolen.33,1111,Vast,VSS,Actief,Engeland,,,"POLYGON ((321392.1831 5933773.789000001, 322312.2533999998 5933617.834000001, 322162.7803999996 5933406.715, 322162.01350000035 5933405.6022, 322160.28610000014 5933402.8226, 322158.74349999987 5933399.9372000005, 322157.39360000007 5933396.957, 322156.2412999999 5933393.895099999, 322155.2917999998 5933390.7643, 322154.54860000033 5933387.5777, 322154.01570000034 5933384.348999999, 322153.6939000003 5933381.092700001, 322153.5872999998 5933377.823100001, 322153.6939000003 5933374.552300001, 322154.01570000034 5933371.296399999, 322154.54860000033 5933368.068600001, 322155.2917999998 5933364.8825, 322156.2412999999 5933361.751700001, 322157.39360000007 5933358.689300001, 322158.74349999987 5933355.709100001, 322160.28610000014 5933352.8232, 322162.01350000035 5933350.0449, 322163.9204000002 5933347.3847, 322165.9950000001 5933344.8562, 322168.2320999997 5933342.467700001, 322170.62009999994 5933340.2316, 322173.1495000003 5933338.156099999, 322173.92339999974 5933337.5735, 324071.64279999956 5931938.966600001, 323938.04420000035 5931745.445900001, 322029.5236999998 5933145.6239, 322027.72559999954 5933146.8829, 322024.9478000002 5933148.610300001, 322022.06060000043 5933150.1537999995, 322019.0811999999 5933151.5032, 322016.01889999956 5933152.6559999995, 322012.8881000001 5933153.605900001, 322009.7019999996 5933154.349099999, 322006.47420000006 5933154.881999999, 322003.2170000002 5933155.202500001, 321999.94739999995 5933155.3092, 321996.6775000002 5933155.202500001, 321993.4216 5933154.881999999, 321990.19240000006 5933154.349099999, 321987.00629999954 5933153.605900001, 321983.8755000001 5933152.6559999995, 321980.81269999966 5933151.5032, 321977.83299999963 5933150.1537999995, 321974.9474999998 5933148.610300001, 321972.1688000001 5933146.8829, 321969.5103000002 5933144.977299999, 321966.9804999996 5933142.901799999, 321964.5928999996 5933140.6657, 321962.35539999977 5933138.2763, 321960.27990000043 5933135.748199999, 321959.3058000002 5933134.4352, 321815.5070000002 5932933.7776, 321392.1831 5933773.789000001))"
symbolen.63,61,Vast,VSS,Actief,Belgie,,,"POLYGON ((465221.0437000003 5726634.194399999, 464967.6102 5726847.917400001, 467499.8663999997 5729944.8047, 467242.50090000033 5730150.504000001, 468269.7148000002 5730602.2576, 468026.7100999998 5729517.5211, 467761.32270000037 5729727.1515, 465221.0437000003 5726634.194399999))"
symbolen.64,62,Vast,VSS,Actief,Belgie,,,"POLYGON ((444370.0473999996 5717103.096100001, 444628.5217000004 5718184.2513, 444890.88800000027 5717970.851399999, 447475.08829999994 5721027.2064, 447725.4436999997 5720809.885500001, 445149.2092000004 5717749.485400001, 445403.6096999999 5717540.1307, 444370.0473999996 5717103.096100001))"
symbolen.65,63,Vast,VSS,Actief,Belgie,,,"POLYGON ((453182.47589999996 5710926.8583, 452929.04200000037 5711140.580399999, 455461.2982000001 5714237.4673, 455203.9326999998 5714443.166999999, 456231.14740000013 5714894.920600001, 455988.1431999998 5713810.183700001, 455722.7544999998 5714019.8145, 453182.47589999996 5710926.8583))"
