Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9510 - BZ specifiek;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
DEF;Anoniem_DEF_485;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_487;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_492;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_497;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_502;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_503;;;;;;;;;;;6;;;;;;;;6
DEF;Anoniem_DEF_511;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_512;;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem_DEF_517;;;;;;;;;;;7;;;;;;;;7
DEF;Anoniem_DEF_526;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_527;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_529;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_537;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_538;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_544;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_545;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_546;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_549;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_551;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_556;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_559;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_562;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_564;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_567;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_569;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_574;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_575;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_576;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_580;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_581;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_586;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_594;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_597;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_601;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_604;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_606;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_608;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_610;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_611;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_612;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_615;;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem_DEF_620;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_622;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_624;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_63;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_65;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_658;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_663;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_675;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_687;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_698;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_703;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_714;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_716;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_726;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_738;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_739;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_742;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_776;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_780;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_785;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_789;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_801;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_805;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_810;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_824;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_828;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_831;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_834;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_838;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_845;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_85;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_879;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_894;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_910;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_918;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_92;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_942;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_948;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_949;;;;;;;;;;;5;;;;;;;;5
DEF;Anoniem_DEF_957;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_978;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_980;;;;;;;;;;;1;;;;;;;;1
DEF;ANSUL Solutions B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Anthos Labtec B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Antonides;;;;;;;;;;;1;;;;;;;;1
DEF;Aon Risk Solutions;;;;;;;;;;;1;;;;;;;;1
DEF;Apotheekhoudende Huisartsenpraktijk Koudum;;;;;;;;;;;1;;;;;;;;1
DEF;APS Squadron Patches B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Argus Etiketten B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Arion;;;;;;;;;;;1;;;;;;;;1
DEF;Arion Slide Solutions B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Arjo Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Arseus Dental Nederland;;;;;;;;;;;1;;;;;;;;1
DEF;Arsis Medical B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Arthrex Nederland B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;Artihove Regina B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Artisan;;;;;;;;;;;2;;;;;;;;2
DEF;Ask Roger!;;;;;;;;;;;1;;;;;;;;1
DEF;Aspenal B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;ATIS;;;;;;;;;;;1;;;;;;;;1
DEF;Audion Elektro B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Audmet B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Aurobindo Pharma B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Aurora Borealis Control B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Auto Rega B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Autobedrijf Hooymans B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Autocentrum Castricum B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;Autoplex Zevenaar B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Aveant B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Aviation War Books;;;;;;;;;;;1;;;;;;;;1
DEF;Aviocom B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Axflow B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Adviesbur. Mach. en Werktuigen 'A.M.W.';;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Aluglas Verenigde Bedrijven;;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Hillegomsche Houthandel;;;;;;;;;;;1;;;;;;;;1
DEF;B.V. MSB-A Plus;;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Mytri;;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Twentsche Kabelfabriek;;;;;;;;;;;1;;;;;;;;1
DEF;B+B Vakmedianet B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Baars & Bloemhoff;;;;;;;;;;;1;;;;;;;;1
DEF;BAASIMMEDIA;;;;;;;;;;;1;;;;;;;;1
DEF;Bakker Bedrijfswagens Amersfoort;;;;;;;;;;;2;;;;;;;;2
DEF;Basko Healthcare;;;;;;;;;;;1;;;;;;;;1
DEF;Bauerfeind Benelux B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;BBO-ergo B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;BE Kerkhof;;;;;;;;;;;1;;;;;;;;1
DEF;Bechtle direct B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Becton Dickinson;;;;;;;;;;;2;;;;;;;;2
DEF;Bee-Line B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;BeeTronics B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Beginnen met Overwinnen;;;;;;;;;;;1;;;;;;;;1
DEF;BekkerLaGram Waalwijk B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Belimed B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;BENETEC Medical Systems;;;;;;;;;;;1;;;;;;;;1
DEF;BijzOndergoed;;;;;;;;;;;1;;;;;;;;1
DEF;Biomet 3i Netherlands B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Bio-Rad Laboratories B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Biotrack B.V.;;;;;;;;;;;5;;;;;;;;5
DEF;BirdView Expertises B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;BKV Groep B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Blanks & Centralfab;;;;;;;;;;;1;;;;;;;;1
DEF;BMC Advies B.V.;;;;;;;;;;;5;;;;;;;;5
DEF;Boekbinderij Mulder;;;;;;;;;;;1;;;;;;;;1
DEF;Boekhandel Kettenis;;;;;;;;;;;1;;;;;;;;1
DEF;Bogaard Tegels en Sanitair B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Bogra Uitvaartkisten B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Boom B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Boom uitgevers Amsterdam B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Bovomed;;;;;;;;;;;1;;;;;;;;1
DEF;BP Europa SE - BP Nederland;;;;;;;;;;;1;;;;;;;;1
DEF;Brands Structural Products B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Brandsma B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Breeland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Brezan Automaterialen Goes;;;;;;;;;;;1;;;;;;;;1
DEF;Brocacef B.V.;;;;;;;;;;;7;;;;;;;;7
DEF;Brocacef Healthcare Services B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Broshuis B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Brouwer Projectstoffering B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Brunschwig Chemie B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Brush HMA;;;;;;;;;;;1;;;;;;;;1
DEF;Buckaroo B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Burg Service B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Bus' Handelmaatschappij B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Buveco Gasdetection B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Byourbrand;;;;;;;;;;;2;;;;;;;;2
DEF;C.V. Marsdiep Dreijer;;;;;;;;;;;1;;;;;;;;1
DEF;Caparis Foodpack;;;;;;;;;;;1;;;;;;;;1
DEF;Caparis N.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Car Cool Center;;;;;;;;;;;1;;;;;;;;1
DEF;Cardinal Health Netherlands 502 B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Cardio Solutions B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;CareFirst B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;CareFusion Netherlands 238 B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;CarePack Holland B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Carl Zeiss B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Carrosserie Akkermans B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;CARU Containers B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Ceban B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Cekumed B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Celgene B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Cemex Trescon B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Central Point Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Chess-Steps;;;;;;;;;;;1;;;;;;;;1
DEF;Chikara Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;CHS Special Products B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Cinnova B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Cirkel Cleaning B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Climalife Dehon;;;;;;;;;;;1;;;;;;;;1
DEF;Clindia Benelux B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;C-Mark B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Codan B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Coloplast B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Columbus Medical B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Combigas B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Combiglas Glashandel en Zetbedrijf;;;;;;;;;;;1;;;;;;;;1
DEF;Complete Store Van Dijk B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Compositespoint B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Compressor Service Techniek B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Computersystemen 2000;;;;;;;;;;;1;;;;;;;;1
DEF;Conducto B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Confectiefabriek 'De Berkel' B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Conrad Electronic Benelux B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Consolit B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Convet B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Cook Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Coolblue B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Coolmark B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Coöp. Med. Special. Bedrijf Midden-Brabant UA;;;;;;;;;;;1;;;;;;;;1
DEF;Coöperatie Medisch Specialisten Gelre U.A.;;;;;;;;;;;1;;;;;;;;1
DEF;Coöperatief MSB Alrijne UA;;;;;;;;;;;4;;;;;;;;4
DEF;Copijn Realisatie B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Copoint Electronics B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Corlido Project Supply B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Corpuls Benelux;;;;;;;;;;;3;;;;;;;;3
DEF;Corpus Plus B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Correctbook Europe B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;COSMED Benelux B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Da Vinci Kliniek;;;;;;;;;;;1;;;;;;;;1
DEF;Dag en Nacht Media B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Damme Kunststoffen B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Datec;;;;;;;;;;;1;;;;;;;;1
DEF;Daxtrio B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;D-Care;;;;;;;;;;;1;;;;;;;;1
DEF;De Borduurshop B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Burgh Eindhoven B.V.;;;;;;;;;;;4;;;;;;;;4
DEF;De Firma Frank;;;;;;;;;;;1;;;;;;;;1
DEF;De Heffer;;;;;;;;;;;1;;;;;;;;1
DEF;De Kwast B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Looper NDO B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Maat en Willemen 4Dental;;;;;;;;;;;2;;;;;;;;2
DEF;De Ploeg Techniek B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Ridder B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Sikkens Grossier Alkmaar;;;;;;;;;;;1;;;;;;;;1
DEF;De Sleutelspecialist Van den Acker;;;;;;;;;;;1;;;;;;;;1
DEF;De Vries Projekt Design B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;De Wolf Maritime Safety;;;;;;;;;;;1;;;;;;;;1
DEF;Delhor Holding B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;DELTA Comfort B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Delta International Promotioneel B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Delta International Uniformuitrustingen B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Dencor Medical;;;;;;;;;;;1;;;;;;;;1
DEF;Denios B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;dental bauer Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Dental International B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Dental Union B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Dentalair Consumables B.V.;;;;;;;;;;;7;;;;;;;;7
DEF;Dentalair Group B.V.;;;;;;;;;;;4;;;;;;;;4
DEF;Dentalair Products Nederland B.V.;;;;;;;;;;;4;;;;;;;;4
DEF;Dent-Med Materials B.V.;;;;;;;;;;;1;;;;;;;;1
