FID,strook_id,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2014.36,36,L0037_r,2014-03-27T00:00:00,9716.15806528,,,"LINESTRING (255046.58639999852 596745.3062999994, 264148.7168000005 600144.5637999997)"
vlieglijnen_wadden_2014.37,37,L0038_r,2014-03-20T00:00:00,9218.16081145,,,"LINESTRING (255412.2932999991 596106.193500001, 264025.43030000106 599390.757100001)"
vlieglijnen_wadden_2014.38,38,L0039_r,2014-03-20T00:00:00,8246.45765507,,,"LINESTRING (255670.434799999 595410.6843000017, 263364.32030000165 598378.5434000008)"
vlieglijnen_wadden_2014.39,39,L0040_r,2014-03-20T00:00:00,8253.86816225,,,"LINESTRING (255947.53350000083 594642.5095000006, 263573.1134000011 597801.1279999986)"
vlieglijnen_wadden_2014.40,40,L0041_r,2014-03-20T00:00:00,8298.64983714,,,"LINESTRING (256126.51429999992 594187.6504999995, 263935.76089999825 596995.3640000001)"
vlieglijnen_wadden_2014.41,41,L0042_r,2014-03-20T00:00:00,7909.18085963,,,"LINESTRING (256551.63179999962 593537.9068999998, 263930.84059999883 596384.3817999996)"
vlieglijnen_wadden_2014.42,42,L0043_r,2014-03-27T00:00:00,4252.25584313,,,"LINESTRING (273756.70430000126 597020.9732999988, 278008.71489999816 596975.3139999993)"
vlieglijnen_wadden_2014.43,43,L0044_r,2014-03-27T00:00:00,13368.0983223,,,"LINESTRING (262808.45050000027 596097.1447999999, 276173.1270999983 596399.5883999988)"
vlieglijnen_wadden_2014.44,44,L0045_r,2014-03-27T00:00:00,19599.8161201,,,"LINESTRING (260955.52529999986 595456.6876000017, 280554.5789999999 595629.5632999986)"
vlieglijnen_wadden_2014.45,45,L0046_r,2014-03-27T00:00:00,21615.5527196,,,"LINESTRING (258935.64229999855 594747.0733000003, 280550.20160000026 594954.3066000007)"
vlieglijnen_wadden_2014.46,46,L0047_r,2014-03-27T00:00:00,23023.9477412,,,"LINESTRING (257499.72239999846 594004.3011000007, 280522.3663999997 594249.3170999996)"
vlieglijnen_wadden_2014.47,47,L0048_r,2014-03-27T00:00:00,23652.2753038,,,"LINESTRING (256360.16580000147 593318.6535999998, 280011.1730999984 593563.5535999984)"
vlieglijnen_wadden_2014.48,48,L0049_r,2014-03-27T00:00:00,23266.2763079,,,"LINESTRING (256528.7648999989 592599.0982999988, 279793.6999000013 592848.9235000014)"
vlieglijnen_wadden_2014.49,49,L0050_r,2014-03-27T00:00:00,22828.9870746,,,"LINESTRING (256774.747299999 591872.4723000005, 279601.1810000017 592213.8968999982)"
vlieglijnen_wadden_2014.50,50,L0051_r,2014-03-27T00:00:00,16663.5436396,,,"LINESTRING (262893.95329999924 591260.1184, 279556.3192999996 591458.2157999985)"
vlieglijnen_wadden_2014.51,51,L0052_r,2014-03-27T00:00:00,11477.7194885,,,"LINESTRING (267552.4763999991 590664.9318000004, 279029.2628000006 590811.2828000002)"
vlieglijnen_wadden_2014.52,52,L0053_r,2014-03-27T00:00:00,11602.5992335,,,"LINESTRING (267470.8249000013 589918.8370000012, 279072.93279999867 590025.624499999)"
vlieglijnen_wadden_2014.53,53,L0054_r,2014-03-27T00:00:00,12224.3871766,,,"LINESTRING (266860.7485000007 589229.3115999997, 279084.3797999993 589365.2606000006)"
vlieglijnen_wadden_2014.54,54,L0055_r,2014-03-27T00:00:00,14639.5793152,,,"LINESTRING (264443.56529999897 588474.7228000015, 279082.53730000183 588608.0582999997)"
vlieglijnen_wadden_2014.55,55,L0056_r,2014-03-27T00:00:00,12164.354539,,,"LINESTRING (266824.8958999999 587836.4723999985, 278988.4453999996 587976.4184999987)"
vlieglijnen_wadden_2014.56,56,L0057_r,2014-03-28T00:00:00,12113.1535978,,,"LINESTRING (266694.22129999846 587137.6909999996, 278806.46279999986 587286.3379999995)"
vlieglijnen_wadden_2014.57,57,L0058_r,2014-03-28T00:00:00,11130.2923651,,,"LINESTRING (267410.16479999945 586431.5549000017, 278539.81540000066 586551.0683000013)"
vlieglijnen_wadden_2014.58,58,L0059_r,2014-03-28T00:00:00,9627.87260355,,,"LINESTRING (268667.62310000136 585746.7996000014, 278294.90029999986 585853.8724000007)"
vlieglijnen_wadden_2014.59,59,L0060_r,2014-03-28T00:00:00,8100.12348239,,,"LINESTRING (269694.9354999997 585068.8031000011, 277794.9065000005 585118.5045000017)"
vlieglijnen_wadden_2014.60,60,L0061_r,2014-03-28T00:00:00,6130.85724167,,,"LINESTRING (271113.33879999816 584369.5361000001, 277243.73429999873 584444.7710999995)"
vlieglijnen_wadden_2014.61,61,L0062_r,2014-03-28T00:00:00,3140.8791453,,,"LINESTRING (274204.85929999873 583663.2162999995, 277344.82180000097 583739.0932999998)"
vlieglijnen_wadden_2014.62,62,L0020_r,2014-03-27T00:00:00,18755.1557518,,,"LINESTRING (248637.21590000018 606994.9043000005, 266171.62849999964 613650.7470000014)"
