FID,cte,datum,dtm,layer,omschr,thema,themb,se_anno_cad_data
dtb2000_2000_2007_lijn.34,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.35,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.36,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.37,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.38,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.39,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.40,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.41,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.42,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.43,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.44,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.66,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.67,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.45,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.46,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.47,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.48,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.49,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.50,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.51,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.52,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.53,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.54,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.55,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.56,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.57,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.58,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.59,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.60,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.61,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.62,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.63,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.64,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.65,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.68,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.69,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.70,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.71,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.72,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.73,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.74,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.75,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.76,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.77,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.78,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.79,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.80,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.81,B0553,1999-12-23T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.82,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.83,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.84,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.85,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.86,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.87,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.88,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.89,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.90,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.91,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.92,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.93,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.94,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.95,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.96,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.97,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.98,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.99,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
dtb2000_2000_2007_lijn.100,B0553,2000-05-05T00:00:00,N,1,dakrand geb/kunstw/instal, , ,
