IMGEO_LOKAALID;ID;IMGEO_OBJECTBEGIN;IMGEO_TYPE_PLUS;IMGEO_BRONHOUDER;IMGEO_KLASSE;X;Y;LONG;LAT;STADSDEELCODE;STADSDEELNAAM;WIJKCODE;WIJKNAAM;BUURTCODE;BUURTNAAM;STRAAT
G0518.93ABF8BF-F00E-4BF2-BAD2-807E3AB9F452;66561017;2021-04-29;bank;'s-Gravenhage (G);Straatmeubilair;80164.854;451399.745;4.296311066955072;52.04585801274787;2;Escamp;36;Moerwijk;39;Moerwijk-Zuid;Westhovenplein
G0518.40B41103-138E-4B3B-9C94-056A496BB354;66733915;2022-07-25;bank;'s-Gravenhage (G);Straatmeubilair;85179.742;456835.924;4.3682908724225635;52.09536691413794;7;Haagse Hout;25;Mariahoeve en Marlot;61;Landen;Catharinaland
P0028.CE6EFFF8-3A89-4B78-822E-972966F36B35;66082207;2019-03-25;bank;Zuid-Holland (P);Straatmeubilair;73700.933;452748.288;4.201782241981064;52.05706611717725;1;Loosduinen;15;Kijkduin en Ockenburgh;90;Ockenburgh;Zandmotorpad
G0518.8739C952-09F4-4BDD-9537-17BFF4981C07;66082267;2017-02-16;bank;Zuid-Holland (P);Straatmeubilair;74451.387;453548.776;4.212533612531883;52.0643693807991;1;Loosduinen;15;Kijkduin en Ockenburgh;90;Ockenburgh;Zandmotorpad
G0518.FA62B1FD-7725-43EA-902E-087C4723D5EC;66061628;2018-12-05;bank;'s-Gravenhage (G);Straatmeubilair;79457.566;456002.952;4.284983926577493;52.087129836514755;4;Scheveningen;10;Zorgvliet;41;Zorgvliet;Alexander Gogelweg
G0518.6F1FE711-FE8B-4E6E-BD9A-310E93C59622;66061631;2018-12-05;bank;'s-Gravenhage (G);Straatmeubilair;79464.86;456165.73;4.285054273282248;52.088593667274445;4;Scheveningen;10;Zorgvliet;41;Zorgvliet;Johan de Wittlaan
G0518.14280CBE-C583-0772-E053-530A0B0AF16A;55613113;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80942.544;451903.466;4.307536556132368;52.05048933281604;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Weldamstraat
G0518.14280CBE-C585-0772-E053-530A0B0AF16A;55613115;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80943.476;451901.006;4.307550674431651;52.05046734981394;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Weldamstraat
G0518.14280CBE-C593-0772-E053-530A0B0AF16A;55613129;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80883.444;452181.211;4.306614844216195;52.052977472293534;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Rechterenstraat
G0518.14280CBE-C685-0772-E053-530A0B0AF16A;55612318;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78069.945;453282.266;4.265354586787687;52.06248881239903;2;Escamp;32;Leyenburg;84;Leyenburg;Volendamlaan
G0518.14280CBE-C661-0772-E053-530A0B0AF16A;55612282;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78032.583;453140.063;4.264841900824016;52.06120568746474;2;Escamp;32;Leyenburg;84;Leyenburg;Nieuwendamlaan
G0518.14280CBE-C66B-0772-E053-530A0B0AF16A;55612292;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78095.92;450976.433;4.266252337728354;52.04177055610246;2;Escamp;33;Bouwlust;96;Zijden, Steden en Zichten;Veldzicht
G0518.14280CBE-C673-0772-E053-530A0B0AF16A;55612300;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78215.847;450493.849;4.268108455100782;52.03745032660877;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Drapeniersgaarde
G0518.14280CBE-C6AC-0772-E053-530A0B0AF16A;55613164;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80590.911;452037.22;4.302381930693685;52.05164424830966;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Erasmusweg
G0518.14280CBE-C6AD-0772-E053-530A0B0AF16A;55613165;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80552.983;451622.305;4.30191947021471;52.0479103946329;2;Escamp;36;Moerwijk;39;Moerwijk-Zuid;Raaphorstlaan
G0518.FCB8EA56-5ADB-B4FA-E040-2A0A313C2F1B;394120;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76290.078;452547.043;4.239573647483256;52.05563155017149;1;Loosduinen;18;Waldeck;40;Nieuw Waldeck;Glenn Millerhof
G0518.FCB8EA56-5AE0-B4FA-E040-2A0A313C2F1B;394125;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76343.53;453665.336;4.240095273682396;52.06568882993148;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Laan van Meerdervoort
G0518.FCB8EA56-649C-B4FA-E040-2A0A313C2F1B;394381;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77426.972;451960.772;4.256280156337947;52.05052328649881;1;Loosduinen;17;Loosduinen;85;Kerketuinen en Zichtenburg;Kerketuinenweg
G0518.FCB8EA56-64A8-B4FA-E040-2A0A313C2F1B;394393;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77582.124;452570.103;4.258403586556656;52.05602085809267;1;Loosduinen;17;Loosduinen;86;Houtwijk;Buurtpark t Kleine Hout
G0518.FCB8EA56-5EBA-B4FA-E040-2A0A313C2F1B;394195;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76619.645;453058.358;4.244260645254749;52.060273287456134;1;Loosduinen;18;Waldeck;40;Nieuw Waldeck;Toscaninistraat
G0518.FCB8EA56-5ECB-B4FA-E040-2A0A313C2F1B;394212;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76605.904;452648.591;4.244154367905383;52.05658891096645;1;Loosduinen;18;Waldeck;40;Nieuw Waldeck;Oude Haagweg
G0518.FCB8EA56-5ED3-B4FA-E040-2A0A313C2F1B;394220;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76659.697;452271.426;4.245025062437833;52.05320706926284;1;Loosduinen;17;Loosduinen;86;Houtwijk;Van Elburgstraat
G0518.FCB8EA56-625F-B4FA-E040-2A0A313C2F1B;393519;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74369.216;451030.777;4.211929810805674;52.04172925478726;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Bertus de Harderweg
G0518.FCB8EA56-58D7-B4FA-E040-2A0A313C2F1B;394064;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76083.744;451806.054;4.2367369307586635;52.048943195356856;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Kraayensteinlaan
G0518.FCB8EA56-58DB-B4FA-E040-2A0A313C2F1B;394068;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76103.842;451682.415;4.237058414780715;52.04783495708587;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Forellendaal
G0518.FCB8EA56-58E2-B4FA-E040-2A0A313C2F1B;394075;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76055.151;454611.317;4.235671620287208;52.07414895129919;1;Loosduinen;15;Kijkduin en Ockenburgh;91;Kijkduin;Westduinpark
G0518.FCB8EA56-628D-B4FA-E040-2A0A313C2F1B;394291;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76927.834;453628.626;4.248623418947055;52.06544161127437;1;Loosduinen;18;Waldeck;82;Rosenburg;Donker Curtiusstraat
G0518.FCB8EA56-6271-B4FA-E040-2A0A313C2F1B;393537;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74275.977;451348.398;4.210496020682863;52.04457000897647;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Monsterseweg
G0518.FCB8EA56-6275-B4FA-E040-2A0A313C2F1B;393541;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74184.091;451567.805;4.2091049923007;52.04652833372247;1;Loosduinen;15;Kijkduin en Ockenburgh;90;Ockenburgh;Machiel Vrijenhoeklaan
G0518.FCB8EA56-627C-B4FA-E040-2A0A313C2F1B;393548;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74091.864;451552.607;4.207764414494271;52.046378297350955;1;Loosduinen;15;Kijkduin en Ockenburgh;90;Ockenburgh;Machiel Vrijenhoeklaan
G0518.FCB8EA56-629F-B4FA-E040-2A0A313C2F1B;394309;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76998.268;452931.818;4.2498095923444525;52.05918956496339;1;Loosduinen;18;Waldeck;82;Rosenburg;Nectarinestraat
G0518.FCB8EA56-62A3-B4FA-E040-2A0A313C2F1B;394313;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77049.744;453104.712;4.250520592908242;52.06075055154604;1;Loosduinen;18;Waldeck;82;Rosenburg;Rozenbottelstraat
G0518.FCB8EA56-62B6-B4FA-E040-2A0A313C2F1B;394332;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77116.693;453002.835;4.251519905426432;52.05984443518409;1;Loosduinen;18;Waldeck;82;Rosenburg;Papajastraat
G0518.FCB8EA56-62A5-B4FA-E040-2A0A313C2F1B;394315;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77041.575;452390.561;4.250564498253575;52.05433156548728;1;Loosduinen;17;Loosduinen;86;Houtwijk;Hildo Kroplaan
G0518.FCB8EA56-62B1-B4FA-E040-2A0A313C2F1B;394327;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77120.475;452941.375;4.251589059204059;52.05929264648665;1;Loosduinen;18;Waldeck;82;Rosenburg;Papajastraat
G0518.FCB8EA56-62B5-B4FA-E040-2A0A313C2F1B;394331;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77120.012;453213.098;4.25152034112128;52.061734464595645;1;Loosduinen;18;Waldeck;82;Rosenburg;Passievruchtstraat
G0518.FCB8EA56-6626-B4FA-E040-2A0A313C2F1B;393624;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74805.212;450655.912;4.218371567599393;52.0384237502083;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Madestein west
G0518.14280CBE-C783-0772-E053-530A0B0AF16A;55612340;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78301.622;450415.993;4.269375824598232;52.03676253034515;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Bontwerkersgaarde
G0518.14280CBE-C79A-0772-E053-530A0B0AF16A;55612363;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78363.15;450539.792;4.270244643864684;52.03788359189583;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
G0518.14280CBE-C87C-0772-E053-530A0B0AF16A;55612383;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78478.866;450596.93;4.27191807653445;52.03841306512184;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
G0518.14280CBE-C79F-0772-E053-530A0B0AF16A;55612368;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78419.858;453265.04;4.270460202905367;52.062382498567324;2;Escamp;32;Leyenburg;84;Leyenburg;Monnickendamplein
G0518.14280CBE-C88D-0772-E053-530A0B0AF16A;55612400;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78585.864;450568.366;4.273483660789354;52.03817112956516;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Zwaardvegersgaarde
G0518.14280CBE-C892-0772-E053-530A0B0AF16A;55612405;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78635.492;451340.669;4.2740343248948856;52.04511846787016;2;Escamp;34;Morgenstond;88;Morgenstond-West;Drentheplantsoen
G0518.14280CBE-C98A-0772-E053-530A0B0AF16A;55612446;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78685.543;452372.007;4.274533448030661;52.054393729646414;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Kuinrestraat
G0518.14280CBE-C8B0-0772-E053-530A0B0AF16A;55612435;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78601.02;453534.879;4.2730411711182;52.06483248061419;2;Escamp;31;Rustenburg en Oostbroek;30;Rustenburg;Bunschotensestraat
G0518.14280CBE-C982-0772-E053-530A0B0AF16A;55612438;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78702.608;452678.908;4.274713660566882;52.057154115953026;2;Escamp;32;Leyenburg;84;Leyenburg;Driebergenstraat
G0518.14280CBE-C985-0772-E053-530A0B0AF16A;55612441;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78717.198;452383.278;4.274992380121192;52.05449937877412;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Kuinrestraat
G0518.14280CBE-C98E-0772-E053-530A0B0AF16A;55612450;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78739.371;452361.625;4.275320440485143;52.05430784179362;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Kuinrestraat
G0518.14280CBE-5391-0772-E053-530A0B0AF16A;55611950;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76916.501;450328.039;4.249212453723206;52.03577871517764;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-C99B-0772-E053-530A0B0AF16A;55612463;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78725.933;450838.388;4.27546452842763;52.04061704662744;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Steenwijklaan
G0518.14280CBE-C9A0-0772-E053-530A0B0AF16A;55612468;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78747.789;450852.678;4.275779847785119;52.04074847498284;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Steenwijklaan
G0518.14280CBE-CA99-0772-E053-530A0B0AF16A;55612511;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78752.697;453708.218;4.27521403567181;52.06641112999553;2;Escamp;31;Rustenburg en Oostbroek;30;Rustenburg;Gooilaan
G0518.14280CBE-CCA3-0772-E053-530A0B0AF16A;55612621;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79224.136;452007.266;4.2824656719641006;52.05118982335726;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Zuiderpark
G0518.14280CBE-56DE-0772-E053-530A0B0AF16A;55611986;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76978.452;450915.309;4.249981148520715;52.04106505793597;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Rietveen
G0518.14280CBE-C78C-0772-E053-530A0B0AF16A;55612349;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78305.561;451840.978;4.2691134976053515;52.04956904668211;2;Escamp;34;Morgenstond;88;Morgenstond-West;Exloostraat
G0518.14280CBE-C798-0772-E053-530A0B0AF16A;55612361;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78410.38;450517.089;4.270937967594435;52.037686094139;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
G0518.FCB8EA56-6F86-B4FA-E040-2A0A313C2F1B;393917;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75713.32;453847.508;4.230863889315697;52.06723606725123;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Meer en Bos
G0518.FCB8EA56-6F7D-B4FA-E040-2A0A313C2F1B;393908;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75711.795;453524.704;4.230916624914674;52.064334939824626;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Meer en Bos
G0518.FCB8EA56-6F82-B4FA-E040-2A0A313C2F1B;393913;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75713.917;453664.513;4.230915095911695;52.0655916507798;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Meer en Bos
G0518.FCB8EA56-6446-B4FA-E040-2A0A313C2F1B;393569;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74137.578;451263.313;4.2084991214456915;52.04378520848436;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Fenny ten Boschstraat
G0518.FCB8EA56-69E2-B4FA-E040-2A0A313C2F1B;393745;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75185.165;450551.616;4.223932612044068;52.03754132519446;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Madestein west
G0518.FCB8EA56-69ED-B4FA-E040-2A0A313C2F1B;393756;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75445.638;450847.795;4.227659252343073;52.04024042510054;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Madestein west
G0518.FCB8EA56-69F2-B4FA-E040-2A0A313C2F1B;393761;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75272.714;454399.243;4.224310338574499;52.07213101431767;1;Loosduinen;15;Kijkduin en Ockenburgh;91;Kijkduin;Pieter Pauluspad
G0518.FCB8EA56-60D8-B4FA-E040-2A0A313C2F1B;394286;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76996.247;452293.343;4.249925935575732;52.053451518883804;1;Loosduinen;17;Loosduinen;86;Houtwijk;Wijkpark Bokkefort
G0518.FCB8EA56-6447-B4FA-E040-2A0A313C2F1B;393570;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74236.117;451199.189;4.209950356414626;52.04322332265986;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Monsterseweg
G0518.FCB8EA56-646E-B4FA-E040-2A0A313C2F1B;393609;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74903.411;450717.968;4.2197879909241625;52.038995622903215;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Madestein west
G0518.FCB8EA56-6453-B4FA-E040-2A0A313C2F1B;393582;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74619.418;453312.23;4.2150392742424785;52.06226806038868;1;Loosduinen;15;Kijkduin en Ockenburgh;90;Ockenburgh;Wijndaelerduin
G0518.FCB8EA56-5AC5-B4FA-E040-2A0A313C2F1B;394098;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76176.289;454224.834;4.237527533538485;52.07069304150024;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Machiel Vrijenhoeklaan
G0518.FCB8EA56-5AD3-B4FA-E040-2A0A313C2F1B;394112;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76317.888;452536.495;4.239981483569091;52.05554070978024;1;Loosduinen;17;Loosduinen;95;Kom Loosduinen;Lisztstraat
G0518.FCB8EA56-646A-B4FA-E040-2A0A313C2F1B;393605;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;74882.239;450511.358;4.219527881179352;52.037135838272114;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Madestein west
G0518.FCB8EA56-6487-B4FA-E040-2A0A313C2F1B;394360;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77095.983;454622.926;4.250848245130903;52.0744007082277;1;Loosduinen;14;Bohemen en Meer en Bos;81;Bosjes van Pex;Bosjes van Pex
G0518.FCB8EA56-6495-B4FA-E040-2A0A313C2F1B;394374;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77403.528;452853.021;4.255735755143474;52.0585383630734;1;Loosduinen;17;Loosduinen;86;Houtwijk;Architect Jan Wilsstraat
G0518.FCB8EA56-649A-B4FA-E040-2A0A313C2F1B;394379;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77369.877;451903.122;4.255461031246501;52.04999720694977;1;Loosduinen;17;Loosduinen;85;Kerketuinen en Zichtenburg;Kerketuinenweg
G0518.FCB8EA56-54DC-B4FA-E040-2A0A313C2F1B;393942;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75755.254;451942.199;4.23191744368484;52.05011979610864;1;Loosduinen;16;Kraayenstein en Vroondaal;97;Kraayenstein en Vroondaal;Zuiderbrink
G0518.FCB8EA56-54ED-B4FA-E040-2A0A313C2F1B;393959;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75833.288;453233.176;4.232755652640937;52.06173247346416;1;Loosduinen;18;Waldeck;94;Waldeck-Noord;Robert Stolzplantsoen
G0518.FCB8EA56-54F7-B4FA-E040-2A0A313C2F1B;393969;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75750.977;453505.694;4.231492331772945;52.06416971276087;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Meer en Bos
G0518.14280CBE-C377-0772-E053-530A0B0AF16A;55612998;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80172.108;448185.987;4.297119863549463;52.016977483106814;2;Escamp;40;Wateringse Veld;105;Zonne Veld;Ko van Dijkplein
G0518.14280CBE-D1C3-0772-E053-530A0B0AF16A;55612905;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79989.683;451137.809;4.293815481667883;52.04348036314616;2;Escamp;36;Moerwijk;39;Moerwijk-Zuid;Hardenbroekstraat
G0518.14280CBE-D1C4-0772-E053-530A0B0AF16A;55612906;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80027.612;448763.605;4.294888704786504;52.02214893846548;2;Escamp;40;Wateringse Veld;104;Lage Veld;Laan van Wateringse Veld
G0518.14280CBE-C470-0772-E053-530A0B0AF16A;55613043;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80216.484;451252.396;4.297095801950995;52.04454078580887;2;Escamp;36;Moerwijk;39;Moerwijk-Zuid;Guntersteinweg
G0518.14280CBE-C484-0772-E053-530A0B0AF16A;55613063;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80914.321;451671.875;4.307175383510284;52.04840429468186;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Guntersteinweg
G0518.14280CBE-C487-0772-E053-530A0B0AF16A;55613066;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80952.343;452103.862;4.307635956479213;52.05229156318886;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Assumburgweg
G0518.14280CBE-C488-0772-E053-530A0B0AF16A;55613067;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80802.306;451887.658;4.305495841408768;52.050328509812026;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Lockhorststraat
G0518.14280CBE-C491-0772-E053-530A0B0AF16A;55613076;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80807.562;452426.822;4.305455362260695;52.0551745745958;2;Escamp;36;Moerwijk;38;Moerwijk-Noord;Reviusstraat
G0518.14280CBE-C56C-0772-E053-530A0B0AF16A;55613090;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80925.369;451784.101;4.30731208647231;52.04941432644734;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Guntersteinweg
G0518.14280CBE-C57E-0772-E053-530A0B0AF16A;55613108;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80919.018;451924.494;4.30718907521064;52.05067516288716;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Weldamstraat
G0518.14280CBE-C57F-0772-E053-530A0B0AF16A;55613109;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80915.821;451923.7;4.307142646814579;52.050667599956085;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Weldamstraat
G0518.14280CBE-C581-0772-E053-530A0B0AF16A;55613111;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80915.369;451939.866;4.3071325529553555;52.05081282030219;2;Escamp;36;Moerwijk;20;Moerwijk-Oost;Weldamstraat
G0518.FCB8EA56-54FD-B4FA-E040-2A0A313C2F1B;393975;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;75837.595;453804.647;4.232685941931754;52.06686867201533;1;Loosduinen;14;Bohemen en Meer en Bos;92;Bohemen en Meer en Bos;Meer en Bos
G0518.14280CBE-C7AD-0772-E053-530A0B0AF16A;55612382;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78540.337;450585.956;4.27281630055083;52.03832292795883;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
G0518.14280CBE-C888-0772-E053-530A0B0AF16A;55612395;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78525.305;450659.873;4.2725807177117625;52.03898512809442;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
