FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,datumaanleg,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,boom_id,gdb_geomattr_data,shape
groen_punten.1547,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137342.12099999934 444866.9849999994)
groen_punten.1548,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137341.18100000173 444870.93299999833)
groen_punten.1549,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727731,,,gr,,,,50727731,,POINT (238974.93820000067 484942.65579999983)
groen_punten.1550,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137336.7659999989 444875.4459999986)
groen_punten.1551,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137332.45199999958 444878.80000000075)
groen_punten.1552,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740103,,,gr,,,,50740103,,POINT (239697.68459999934 482540.61659999937)
groen_punten.1553,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741081,,,gr,,,,50741081,,POINT (239957.81419999897 481390.7467)
groen_punten.1554,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50739832,,,gr,,,,50739832,,POINT (239964.8925999999 481365.64090000093)
groen_punten.1555,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740240,,,gr,,,,50740240,,POINT (239971.4026999995 481337.3467999995)
groen_punten.1556,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (124378.58399999887 441673.8929999992)
groen_punten.1557,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122319.5940000005 439522.0379999988)
groen_punten.1558,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122286.77499999851 439521.0639999993)
groen_punten.1559,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122286.3200000003 439519.4600000009)
groen_punten.1560,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (167113.11800000072 440744.5529999994)
groen_punten.1561,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (152180.98600000143 441820.14499999955)
groen_punten.1562,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741123,,,gr,,,,50741123,,POINT (239822.45820000023 482004.9466999993)
groen_punten.1563,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741052,,,gr,,,,50741052,,POINT (239831.88060000166 481927.49450000003)
groen_punten.1564,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740024,,,gr,,,,50740024,,POINT (239838.8889000006 481897.25939999893)
groen_punten.1565,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50739930,,,gr,,,,50739930,,POINT (239845.34519999847 481903.9065000005)
groen_punten.1566,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740195,,,gr,,,,50740195,,POINT (239847.47320000082 481893.7564000003)
groen_punten.1567,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156345.10300000012 443086.9120000005)
groen_punten.1568,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (195314.23200000077 437760.368999999)
groen_punten.1569,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196010.66000000015 436490.6339999996)
groen_punten.1570,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196002.0309999995 436502.98600000143)
groen_punten.1571,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (195294.7039999999 437777.35599999875)
groen_punten.1572,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (194986.52899999917 437738.08900000155)
groen_punten.1573,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741016,,,gr,,,,50741016,,POINT (239629.40850000083 482417.87750000134)
groen_punten.1574,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (194983.3740000017 437735.2109999992)
groen_punten.1575,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196287.72399999946 436087.3839999996)
groen_punten.1576,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727698,,,gr,,,,50727698,,POINT (238979.07090000063 484857.44680000097)
groen_punten.1577,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137308.42300000042 444904.0240000002)
groen_punten.1578,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137316.9750000015 444901.811999999)
groen_punten.1579,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137313.57400000095 444903.1030000001)
groen_punten.1580,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137312.06799999997 444902.6099999994)
groen_punten.1581,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50726851,,,gr,,,,50726851,,POINT (238949.1992000006 485087.0042999983)
groen_punten.1582,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50726821,,,gr,,,,50726821,,POINT (238854.7366000004 485552.0192000009)
groen_punten.1583,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137304.74799999967 444906.1009999998)
groen_punten.1584,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122290.64400000125 439520.1559999995)
groen_punten.1585,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (124321.79800000042 441655.125)
groen_punten.1586,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (124339.75200000033 441661.59099999815)
groen_punten.1587,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (126293.75800000131 441153.9609999992)
groen_punten.1588,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122896.70399999991 439796.2950000018)
groen_punten.1589,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122900.83199999854 439799.18400000036)
groen_punten.1590,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122905.72599999979 439804.59099999815)
groen_punten.1591,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122909.25499999896 439806.69999999925)
groen_punten.1592,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122904.0309999995 439800.5390000008)
groen_punten.1593,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (152618.91600000113 442435.08100000024)
groen_punten.1594,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741170,,,gr,,,,50741170,,POINT (239667.90850000083 482362.4814000018)
groen_punten.1595,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (166726.3200000003 440687.9299999997)
groen_punten.1596,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156311.83199999854 443078.09699999914)
groen_punten.1597,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (164806.2580000013 442269.0219999999)
groen_punten.1598,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156745.5249999985 443114.21499999985)
groen_punten.1599,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156678.28200000152 442872.48000000045)
groen_punten.1600,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156680.0009999983 443090.25400000066)
groen_punten.1601,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156673.26799999923 443085.8420000002)
groen_punten.1602,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727606,,,gr,,,,50727606,,POINT (239394.69090000167 483180.5799999982)
groen_punten.1603,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196287.99700000137 436092.3420000002)
groen_punten.1604,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196443.99799999967 436201.2289999984)
groen_punten.1605,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196481.1550000012 436158.0489999987)
groen_punten.1606,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196574.6160000004 436062.37099999934)
groen_punten.1607,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196584.3209999986 436053.5320000015)
groen_punten.1608,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196596.0390000008 436043.12099999934)
groen_punten.1609,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196604.9389999993 436035.83900000155)
groen_punten.1610,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (196615.09899999946 436026.6420000009)
groen_punten.1611,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727335,,,gr,,,,50727335,,POINT (238856.16299999878 485557.4732000008)
groen_punten.1612,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137303.50299999863 444919.8139999993)
groen_punten.1613,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137307.22300000116 444921.86499999836)
groen_punten.1614,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137346.49500000104 444873.26099999994)
groen_punten.1615,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137349.67599999905 444867.9210000001)
groen_punten.1616,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (137353.15700000152 444866.09600000083)
groen_punten.1617,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122151.31500000134 439481.29199999943)
groen_punten.1618,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (125158.9600000009 441800.1860000007)
groen_punten.1619,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (124796.76799999923 441931.59099999815)
groen_punten.1620,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122870.75699999928 439770.1009999998)
groen_punten.1621,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122876.98299999908 439776.5639999993)
groen_punten.1622,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122877.67599999905 439771.436999999)
groen_punten.1623,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122869.61699999869 439764.76099999994)
groen_punten.1624,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122849.23800000176 439747.21400000155)
groen_punten.1625,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122861.95399999991 439761.0399999991)
groen_punten.1626,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122841.95600000024 439738.76999999955)
groen_punten.1627,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122801.96799999848 439707.0249999985)
groen_punten.1628,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740135,,,gr,,,,50740135,,POINT (239950.81940000132 481436.1596000008)
groen_punten.1629,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50741117,,,gr,,,,50741117,,POINT (239956.37900000066 481405.5155999996)
groen_punten.1630,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50740209,,,gr,,,,50740209,,POINT (239984.2501000017 481285.8414000012)
groen_punten.1631,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156645.35399999842 442849.36100000143)
groen_punten.1632,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156647.57200000063 442851.0780000016)
groen_punten.1633,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156577.53599999845 442785.89400000125)
groen_punten.1634,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156575.25499999896 442785.05900000036)
groen_punten.1635,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (135944.7976000011 447136.58089999855)
groen_punten.1636,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (135940.16750000045 447139.31529999897)
groen_punten.1637,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193680.5850000009 441070.9129999988)
groen_punten.1638,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193698.61400000006 440997.9120000005)
groen_punten.1639,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50739960,,,gr,,,,50739960,,POINT (239930.12260000035 481534.3280999996)
groen_punten.1640,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193695.89699999988 440964.8449999988)
groen_punten.1641,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192735.94999999925 441495.1270000003)
groen_punten.1642,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192637.99300000072 441351.7980000004)
groen_punten.1643,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192639.47300000116 441356.3779999986)
groen_punten.1644,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184701.49500000104 442543.0150000006)
groen_punten.1645,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184667.22399999946 442781.72199999914)
groen_punten.1646,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184644.36300000176 442820.66099999845)
groen_punten.1647,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184610.37700000033 442459.5769999996)
groen_punten.1648,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50726794,,,gr,,,,50726794,,POINT (238892.43050000072 486557.4448999986)
groen_punten.1649,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184627.01199999824 442468.92500000075)
groen_punten.1650,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184575.35599999875 442429.2659999989)
groen_punten.1651,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184552.1799999997 442413.26099999994)
groen_punten.1652,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122846.66699999943 439741.3220000006)
groen_punten.1653,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122796.82299999893 439705.2490000017)
groen_punten.1654,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122818.15700000152 439719.5089999996)
groen_punten.1655,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122822.73099999875 439721.4219999984)
groen_punten.1656,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122794.47700000182 439686.08100000024)
groen_punten.1657,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122790.97300000116 439690.79199999943)
groen_punten.1658,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727569,,,gr,,,,50727569,,POINT (238820.65300000086 485494.2767999992)
groen_punten.1660,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122794.91899999976 439697.438000001)
groen_punten.1661,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (143640.23800000176 442156.3060000017)
groen_punten.1662,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (143639.33999999985 442152.9930000007)
groen_punten.1663,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (143404.77199999988 441919.59099999815)
groen_punten.1664,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (143434.89499999955 441896.0520000011)
groen_punten.1665,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (143443.0009999983 441889.51199999824)
groen_punten.1666,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156278.16600000113 443074.41099999845)
groen_punten.1667,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156911.63699999824 443316.48600000143)
groen_punten.1668,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (156800.75400000066 442925.4299999997)
groen_punten.1669,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155669.33399999887 442746.05900000036)
groen_punten.1670,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727751,,,gr,,,,50727751,,POINT (238949.06650000066 485150.9189000018)
groen_punten.1671,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193601.4990000017 441315.2250000015)
groen_punten.1672,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192718.40199999884 441273.79100000113)
groen_punten.1673,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192713.96200000122 441275.4479999989)
groen_punten.1674,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727514,,,gr,,,,50727514,,POINT (238853.33790000156 485671.60649999976)
groen_punten.1675,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192614.55600000173 441456.1460000016)
groen_punten.1676,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192614.05700000003 441460.1259999983)
groen_punten.1677,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192608.26799999923 441468.9539999999)
groen_punten.1678,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192609.89499999955 441472.2969999984)
groen_punten.1679,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (189428.1169999987 444056.6270000003)
groen_punten.1680,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184658.97700000182 442801.73900000006)
groen_punten.1681,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184656.59699999914 442806.72199999914)
groen_punten.1682,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184558.13800000027 442761.9780000001)
groen_punten.1683,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184165.40700000152 442078.186999999)
groen_punten.1684,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50726855,,,gr,,,,50726855,,POINT (238896.1436999999 486572.39350000024)
groen_punten.1685,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184161.5949999988 442082.78599999845)
groen_punten.1686,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184047.19000000134 442288.13800000027)
groen_punten.1687,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184060.5300000012 442276.34800000116)
groen_punten.1688,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727678,,,gr,,,,50727678,,POINT (238859.47879999876 485591.7082000002)
groen_punten.1689,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122798.31300000101 439701.89400000125)
groen_punten.1690,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122768.14600000158 439674.8040000014)
groen_punten.1691,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727336,,,gr,,,,50727336,,POINT (238872.62840000167 486027.9792999998)
groen_punten.1692,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122775.94999999925 439673.57400000095)
groen_punten.1693,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122782.39999999851 439675.938000001)
groen_punten.1694,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50726705,,,gr,,,,50726705,,POINT (238875.2564000003 486283.86630000174)
groen_punten.1695,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122354.10700000077 439523.73600000143)
groen_punten.1696,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155654.21299999952 442747.56599999964)
groen_punten.1697,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155651.9389999993 442737.8920000009)
groen_punten.1698,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155671.4459999986 442760.1339999996)
groen_punten.1699,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155650.0799999982 442744.3920000009)
groen_punten.1700,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155865.34899999946 442853.1739999987)
groen_punten.1701,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155804.23099999875 442809.90900000185)
groen_punten.1702,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155804.12999999896 442818.16099999845)
groen_punten.1703,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155342.10500000045 442244.63899999857)
groen_punten.1704,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192608.1490000002 441475.56500000134)
groen_punten.1705,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192607.4919999987 441477.1779999994)
groen_punten.1706,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192602.9609999992 441481.49500000104)
groen_punten.1707,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727601,,,gr,,,,50727601,,POINT (238870.88540000096 485991.5267999992)
groen_punten.1708,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192604.36499999836 441484.57499999925)
groen_punten.1709,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727603,,,gr,,,,50727603,,POINT (238889.26300000027 486042.7335000001)
groen_punten.1710,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727769,,,gr,,,,50727769,,POINT (238972.5324999988 486101.59540000185)
groen_punten.1711,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192601.67799999937 441485.506000001)
groen_punten.1712,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727398,,,gr,,,,50727398,,POINT (239353.24049999937 483337.84750000015)
groen_punten.1713,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184077.34600000083 442280.5309999995)
groen_punten.1714,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184068.36899999902 442039.938000001)
groen_punten.1715,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (177775.36800000072 441763.8200000003)
groen_punten.1716,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (188032.7199999988 443490.55700000003)
groen_punten.1717,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (122344.99599999934 439522.4750000015)
groen_punten.1718,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (127031.93499999866 441915.33199999854)
groen_punten.1719,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727424,,,gr,,,,50727424,,POINT (238895.22839999944 486540.79630000144)
groen_punten.1720,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (127029.0399999991 441917.5799999982)
groen_punten.1721,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (127029.51799999923 441915.09600000083)
groen_punten.1722,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (123869.59200000018 441648)
groen_punten.1723,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (123246.96200000122 440263.97300000116)
groen_punten.1724,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (123397.625 440627.17599999905)
groen_punten.1725,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (129947.78299999982 442240.7019999996)
groen_punten.1726,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155243.6400000006 442309.01000000164)
groen_punten.1727,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (155690.25499999896 442754.22399999946)
groen_punten.1728,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (174334.875 440479.95699999854)
groen_punten.1729,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193518.6719999984 440698.0329999998)
groen_punten.1730,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192732.69099999964 441276.43200000003)
groen_punten.1731,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (193739.20699999854 440836.1220000014)
groen_punten.1732,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (140138.7950000018 442270.0150000006)
groen_punten.1733,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (129241.63500000164 442833.4849999994)
groen_punten.1734,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,50727530,,,gr,,,,50727530,,POINT (238875.14449999854 486264.84899999946)
groen_punten.1735,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (192600.12799999863 441488.53599999845)
