FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,datumaanleg,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,boom_id,gdb_geomattr_data,shape
groen_punten.59,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186122.5 422249)
groen_punten.60,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186119.1000000015 422254.1000000015)
groen_punten.61,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186062.8999999985 422323.1000000015)
groen_punten.62,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186052.80000000075 422337.80000000075)
groen_punten.63,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186056 422332.80000000075)
groen_punten.64,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186059.5 422328)
groen_punten.65,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186069.8999999985 422313.30000000075)
groen_punten.66,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186073.19999999925 422308.3999999985)
groen_punten.67,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186076.6000000015 422303.5)
groen_punten.68,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186080.3999999985 422298.30000000075)
groen_punten.69,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186083.3999999985 422293.6000000015)
groen_punten.70,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186086.8999999985 422288.6000000015)
groen_punten.71,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186105.3999999985 422274.1000000015)
groen_punten.72,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186115.5 422259)
groen_punten.73,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186112.19999999925 422263.8999999985)
groen_punten.74,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186108.8999999985 422269.1000000015)
groen_punten.75,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186102.19999999925 422279)
groen_punten.76,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186097 422274.1000000015)
groen_punten.77,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186100.3999999985 422269.19999999925)
groen_punten.78,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186103.8999999985 422264.30000000075)
groen_punten.79,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186107.3999999985 422259.1000000015)
groen_punten.80,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186110.5 422254.19999999925)
groen_punten.81,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186123.80000000075 422234.5)
groen_punten.82,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186113.8999999985 422249.1000000015)
groen_punten.83,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186117.19999999925 422244.30000000075)
groen_punten.84,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186120.6000000015 422239.3999999985)
groen_punten.85,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186127.19999999925 422229.3999999985)
groen_punten.86,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186130.5 422224.6000000015)
groen_punten.87,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186133.69999999925 422219.80000000075)
groen_punten.88,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186137.1000000015 422214.5)
groen_punten.89,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186143.80000000075 422204.69999999925)
groen_punten.90,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186147.1000000015 422199.6000000015)
groen_punten.91,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186028.63899999857 422193.006000001)
groen_punten.92,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186150.19999999925 422194.5)
groen_punten.93,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186024.6889999993 422196.868999999)
groen_punten.94,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186021.8359999992 422202.3229999989)
groen_punten.95,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186043.80799999833 422169.1409999989)
groen_punten.96,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186010.58700000122 422217.2980000004)
groen_punten.97,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186019.26099999994 422205.9230000004)
groen_punten.98,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186015.7109999992 422211.6790000014)
groen_punten.99,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186035.43200000003 422181.625)
groen_punten.100,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184563.6000000015 428877.5)
groen_punten.101,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184590.19999999925 428935.1000000015)
groen_punten.102,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184573.1000000015 428898)
groen_punten.103,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184586.1000000015 428926.3999999985)
groen_punten.104,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184586.3999999985 428931.1000000015)
groen_punten.105,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184581.80000000075 428922.30000000075)
groen_punten.106,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184577.6000000015 428912.5)
groen_punten.107,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184573.5 428903.1000000015)
groen_punten.108,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184569.80000000075 428894)
groen_punten.109,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185485.11300000176 422895.79399999976)
groen_punten.110,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184564.30000000075 428883)
groen_punten.111,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185492.36499999836 422886.6559999995)
groen_punten.112,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185497.79300000146 422879.0940000005)
groen_punten.113,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185479.53400000185 422901.7329999991)
groen_punten.114,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185482.6950000003 422898.36499999836)
groen_punten.115,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185461.77699999884 422923.7109999992)
groen_punten.116,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185515.96400000155 422857.73999999836)
groen_punten.117,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184979.3999999985 429438.19999999925)
groen_punten.118,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184980.1000000015 429427.80000000075)
groen_punten.119,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184972.5 429424.6000000015)
groen_punten.120,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184965.8999999985 429411.30000000075)
groen_punten.121,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184978.5 429423.80000000075)
groen_punten.122,,,,,,,,,,,Platanoides 'Faassen's Black',4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185034.19999999925 429392.69999999925)
groen_punten.123,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185031 429386.80000000075)
groen_punten.124,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184978.3999999985 429410.5)
groen_punten.125,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184985.30000000075 429407.19999999925)
groen_punten.126,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184987.1000000015 429406.3999999985)
groen_punten.127,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185002.69999999925 429398.1000000015)
groen_punten.128,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184990 429404.19999999925)
groen_punten.129,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184992 429403)
groen_punten.130,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184995.5 429401.3999999985)
groen_punten.131,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185005.80000000075 429396.3999999985)
groen_punten.132,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185008.19999999925 429395.30000000075)
groen_punten.133,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184973.69999999925 429405.6000000015)
groen_punten.134,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184982.80000000075 429401)
groen_punten.135,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184991.3999999985 429396.6000000015)
groen_punten.136,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185001.6000000015 429391.5)
groen_punten.137,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184886.13500000164 429388.5379999988)
groen_punten.138,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185012.6000000015 429385.6000000015)
groen_punten.139,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185018.80000000075 429382.6000000015)
groen_punten.140,,,,,,,,,,,Platanoides,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185024.3999999985 429379.6000000015)
groen_punten.141,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184884.2899999991 429391.12099999934)
groen_punten.142,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184885.39699999988 429394.1970000006)
groen_punten.143,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184887.48900000006 429391.61400000006)
groen_punten.144,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184887.24300000072 429400.1030000001)
groen_punten.145,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184890.8110000007 429399.61100000143)
groen_punten.146,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184896.30000000075 429540.69999999925)
groen_punten.147,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184897.8999999985 429530.80000000075)
groen_punten.148,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184896 429534)
groen_punten.149,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184899.6000000015 429535)
groen_punten.150,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184891.3999999985 429540)
groen_punten.151,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184890.5 429545.80000000075)
groen_punten.152,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184875.80000000075 429546.1000000015)
groen_punten.153,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186283.1000000015 421763.69999999925)
groen_punten.154,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186294.3999999985 421743)
groen_punten.155,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186291.30000000075 421749)
groen_punten.156,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186288.5 421753.8999999985)
groen_punten.157,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186280.3999999985 421768.8999999985)
groen_punten.158,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186277.1000000015 421774.80000000075)
groen_punten.159,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186268.5 421790)
groen_punten.160,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184477.80000000075 428690.6000000015)
groen_punten.161,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184485.3999999985 428707.19999999925)
groen_punten.162,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184891.3999999985 429577.6000000015)
groen_punten.163,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184887.59099999815 429505.5529999994)
groen_punten.164,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186343.69999999925 421651.3999999985)
groen_punten.165,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186352 421635.1000000015)
groen_punten.166,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186349.30000000075 421640.3999999985)
groen_punten.167,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186346.5 421646)
groen_punten.168,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186341 421656.6000000015)
groen_punten.169,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186338 421662.5)
groen_punten.170,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186335.30000000075 421667.1000000015)
groen_punten.171,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186332.5 421672.6000000015)
groen_punten.172,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187057 420103)
groen_punten.173,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187044.30000000075 420130.19999999925)
groen_punten.174,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187048.19999999925 420121.30000000075)
groen_punten.175,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187052.19999999925 420112.30000000075)
groen_punten.176,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187061.19999999925 420094)
groen_punten.177,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187065.19999999925 420084.6000000015)
groen_punten.178,,,,,,,,,,,Sylvestris,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187028.1000000015 420162.5)
groen_punten.179,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187013.80000000075 420156.80000000075)
groen_punten.180,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187032.69999999925 420138.5)
groen_punten.181,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186441.6000000015 421455)
groen_punten.182,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186253.80000000075 421815.80000000075)
groen_punten.183,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186446.8999999985 421444.19999999925)
groen_punten.184,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186444.19999999925 421449.80000000075)
groen_punten.185,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186439 421460.6000000015)
groen_punten.186,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186436.5 421466.30000000075)
groen_punten.187,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186433.80000000075 421471.6000000015)
groen_punten.188,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186431.1000000015 421477.1000000015)
