Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
AZ;Fotografie : Paul Voorham;;;;;;1;1
AZ;Frank van Beek Fotografie;;;;;;1;1
AZ;Fred Plug Beheer B.V.;;;;1;;;1
AZ;FRESH! Catering;;;;;;1;1
AZ;Gabriel van den Brink;;;;;;1;1
AZ;Geert Maarse;;;;;1;;1
AZ;gefeliciTAART B.V.;;;;;1;;1
AZ;Geitenkwark;;;;;1;;1
AZ;Genootschap Onze Taal;;;;;;1;1
AZ;Global Talk Netherlands;;;1;;;;1
AZ;GroupM B.V.;;;;;;2;2
AZ;H.J.M. Zonderland Fotografie;;;;;;1;1
AZ;H.R. Guest Fotografie;;;;;;1;1
AZ;Haags Historisch Museum;;1;;;;;1
AZ;Harbers & Van Goethem;;;;;2;;2
AZ;Het Financieele Dagblad B.V.;;1;;;;;1
AZ;Het Parool B.V.;;1;;;;;1
AZ;Hogeschool Utrecht;;;;;1;;1
AZ;Hollandse Hoogte B.V.;;;;;;2;2
AZ;Hotel Indigo The Haque - Palace Noordeinde;;;;1;;;1
AZ;House of Lords B.V.;;;;3;;;3
AZ;Igor Design B.V.;;;;2;;;2
AZ;Ilse Wolf Fotografie;;;;;1;;1
AZ;ING Bank N.V.;;1;;;;1;1
AZ;Initiative Media B.V.;;;;;;7;7
AZ;Inspiratiebrigade;;;;;1;;1
AZ;Irma Sluis Tolk Gebarentaal;;;;;1;;1
AZ;J. Wiley & Sons;;1;;;;;1
AZ;Jan-Dirk V.D. Burg Fotografie;;;;;1;;1
AZ;Jenny van den Broeke;;;;;1;;1
AZ;Jump Legal B.V.;;;;;;1;1
AZ;Kessels & Smit Something B.V.;;;;;;1;1
AZ;Kessels & Smit, Development Centers B.V.;;;;;1;;1
AZ;Kicces;;;;;1;;1
AZ;Kluwer;;1;;;;;1
AZ;Kon. Verenig. van Archivarissen in Nederland;;1;;;;;1
AZ;La Galleria Plein;;;;1;;;1
AZ;Learning Vision;;;;;;1;1
AZ;Lijm & Cultuur B.V.;;;;;;1;1
AZ;Logeion;;;;;;1;1
AZ;Lotte Willemsen Advies;;;;;1;;1
AZ;Ludo de Boo Mediastrategie;;;;;1;;1
AZ;Maessen Tenten B.V.;;;;2;;;2
AZ;Mainpress B.V.;;1;;1;;;1
AZ;Marjan Slob;;;;;;1;1
AZ;Marketresponse Nederland B.V.;;;;;;2;2
AZ;Martijn Beekman Fotografie;;;;;;1;1
AZ;Maters en Hermsen Communicatie Journalistiek;;;;;1;;1
AZ;Meetingselect B.V.;;;;1;2;1;2
AZ;Motivaction International B.V.;;;;;;1;1
AZ;Museum Catering Den Haag B.V.;;;;;2;;2
AZ;MW Consulting & Training B.V.;;;;;1;;1
AZ;Nancy Olthoff;;;;;1;;1
AZ;NDC mediagroep B.V.;;1;;;;;1
AZ;Nederlands Dagblad B.V.;;1;;;;;1
AZ;NIBHV B.V.;;1;;;;;1
AZ;NRC Handelsblad Weekeditie voor buitenland;;1;;;;;1
AZ;OCLC B.V.;;1;;;;;1
AZ;Office Depot B.V.;;1;;;;;1
AZ;Olivier Middendorp Fotografie;;;;;;1;1
AZ;OmnicomMediaGroup Nederland B.V.;;;;;;2;2
AZ;ONE Business B.V.;;1;;;;;1
AZ;Ontwerpwerk B.V.;;;;;;2;2
AZ;Owello B.V.;;;;;;1;1
AZ;P.W. Akkerman B.V.;;;;1;;;1
AZ;Paagman Den Haag B.V.;;1;;1;;;1
AZ;Paul Grijpma Media;;;;;;1;1
AZ;Plaatwerk, Fotografen;;;;;;1;1
AZ;Primera Van der Zwaan;;1;;;;;1
AZ;promo2000;;;;;1;;1
AZ;Publiek Denken;;1;;;;;1
AZ;Rasul Sarwary t.h.o.d.n. Simon Levelt;;;;1;;;1
AZ;Ready for take-off;;;;;;2;2
AZ;Reed Business B.V.;;1;;;;;1
AZ;Regina Bloemsierkunst;;;;1;;;1
AZ;Reijnders;;;;;1;;1
AZ;Restaurant Fouquet;;;;1;;1;1
AZ;Rijksoverheid;;;;;;2;2
AZ;Ristorante Trattoria Impero Romano;;;;1;;;1
AZ;Room for Beauty;;;;;;1;1
AZ;Rooymans Neckwear B.V.;;;;1;;;1
AZ;Royal Press Europe;;;;;;1;1
AZ;Schwandt Information Design;;;;;1;;1
AZ;Sdu Uitgevers B.V.;;1;;;;;1
AZ;Socialistische Partij;;1;;;;;1
AZ;Soundfocus B.V.;;;;;;2;2
AZ;Speakers Academy®;;;;;1;;1
AZ;Springer Media B.V.;;1;;;;;1
AZ;Standard verlagsgesellschaft m.b.H;;1;;;;;1
AZ;Stichting Hogeschool van Arnhem en Nijmegen;;;;;1;;1
AZ;Stichting Lenthe;;1;;;;;1
AZ;Stichting Nexus Instituut;;1;;;;;1
AZ;Stichting Njcm-Boekerij;;1;;;;;1
AZ;Stichting Reclame Code;;;;;;2;2
AZ;Studio 38C;;;;;;1;1
AZ;Swink;;;;;;3;3
AZ;Taalstrategie;;;;;1;;1
AZ;TalentOn B.V.;;;;;;1;1
AZ;Tappan B.V.;;;;;2;;2
AZ;The Herald Daily;;1;;;;;1
AZ;Things To Make And Do B.V.;;;;;;1;1
AZ;Tint, Buro voor Grafische Vormgeving;;;;;;1;1
AZ;TMG Landelijke Media B.V.;;1;;;;;1
AZ;Tonco Modderman Training & Advies;;;;;1;;1
AZ;Tony's Chocolonely Nederland B.V.;;;;1;1;;1
AZ;Traiteur Délicat B.V.;;;;1;;;1
AZ;Trois Cannetons B.V.;;;;;;1;1
AZ;Trouw B.V.;;1;;;;;1
AZ;Twynstra Gudde;;;;;1;;1
AZ;Uitgeverij Paris B.V.;;1;;;;;1
AZ;United B.V.;;;;;1;;1
AZ;Vakmedianet Management B.V.;;1;;;;;1
AZ;van Emst Vakfotografie;;;;;;1;1
AZ;Van Es Communicatie;;;;;1;;1
AZ;Van Stockum, Belinfante & Coebergh B.V.;;1;;;;;1
AZ;Veen media;;1;;;;;1
AZ;Vereniging voor Overheidsmanagement;;;;;;1;1
AZ;Villamedia Uitgeverij B.V.;;1;;;;;1
AZ;Virtumedia B.V.;;1;;;;;1
AZ;Vorm Vijf Ontwerpteam B.V.;;;;;;1;1
AZ;Vrije Universiteit;;1;;;;;1
AZ;VVV Cadeaubonnen B.V.;;;;1;;;1
AZ;Waag Society;;;;;;1;1
AZ;Wepublic B.V.;;;;;1;;1
AZ;Wiebe Kiestra Fotografie;;;;;;1;1
AZ;Wijnkoperij De Gouden Ton;;;;1;;;1
AZ;Winkwaves B.V.;;;;;;2;2
AZ;Wirtz, Film & Experience Agency B.V.;;;;;;3;3
AZ;Wolf Legal Publishers;;1;;;;;1
AZ;Xerox (Nederland) B.V.;;;;1;;1;1
AZ;Zalen Pakhuis de Zwijger B.V.;;;;;1;;1
AZ;ZE Entertainment;;;;;1;;1
AZ;Zebedeus Café-Restaurant;;;;;;1;1
BZ;&Samhoud Nederland B.V.;;;;;1;1;1
BZ;2BEMOVED B.V.;;;;;;1;1
BZ;7AM Den Haag B.V.;;;;;1;;1
BZ;Abonnementenland;;1;;;;;1
BZ;Academie voor de Rechtspraktijk B.V.;;1;;;;;1
BZ;ACE Translations B.V.;;;;;;1;1
BZ;Adwise;;;;;;1;1
BZ;Affix International;;;;;1;;1
BZ;Andries was hier;;;;;;1;1
BZ;ANNE;;;;;1;;1
BZ;Arabisch Vertaalbureau Abdellatif (Ava);;;;;;1;1
BZ;Atrium Vastgoedmanagement B.V.;;;;;2;;2
BZ;August Purple;;1;;;;;1
BZ;Avex B.V.;;;;;;1;1
BZ;B+B Vakmedianet B.V.;;1;;;;;1
BZ;Bamberg Media Productions;;;;;;1;1
BZ;Barbarossa Beach B.V.;;;;;1;;1
BZ;BBK/Door Vriendschap Sterker B.V.;;;;;;1;1
BZ;Beachclub Indigo B.V.;;;;;1;;1
BZ;Beautiful Minds;;;;;;3;3
BZ;Bixmile Performance B.V.;;;;;;1;1
BZ;Blauvelt;;;;;;1;1
BZ;Bobbe International B.V.;;6;;;;;6
BZ;Bodhi by Becca;;;;;1;;1
BZ;Boekmanstichting;;;;;;2;2
BZ;Bord aan Tafel;;;;;;1;1
BZ;Brink Management & Advies B.V.;;;;;1;;1
BZ;Broekhuizen Communicatie;;;;;;3;3
BZ;BSB Media;;;;;1;;1
BZ;BTS;;;;;;3;3
BZ;Bulgaars Vertaalbureau Ani;;;;;;1;1
BZ;Bureau Boudewijn Boer;;1;;;;;1
BZ;Bureau Daalder Tekst en Communicatie;;;;;1;;1
BZ;Bureau G.I.T.;;;;;1;;1
BZ;Bureau Integriteit B.V.;;;;;;1;1
BZ;Bureau Opwelling;;;;;1;;1
BZ;Buro BRAND Creative Factory B.V.;;;;;;1;1
BZ;Buro Buchner;;;;;;2;2
BZ;Buyitdirect.com B.V.;;;;;1;;1
BZ;Carlton Hotel Collection;;;;;;1;1
BZ;Circlefied;;;;;1;;1
BZ;Citymar Consultancy;;;;;;2;2
BZ;Clarice Gargard;;;;;1;;1
BZ;Claudia Kamergorodski;;;;;;1;1
BZ;Colorful Penguins;;;;;;2;2
BZ;Communicatiebureau De Walvis;;;;;1;;1
BZ;Constructief Tegendenken - Strategisch Advies;;;;;1;;1
BZ;Coöperatief Congrestolkensecretariaat UA;;;;;;1;1
BZ;Creator Meeting Support B.V.;;;;;;1;1
BZ;Curltalk;;;;;;1;1
BZ;Dag en Nacht Media B.V.;;;;;;1;1
BZ;De Birkt Vergaderen;;;;;1;;1
BZ;De Denksmederij;;;;;1;;1
BZ;De Nieuwe Pelgrim;;;;;1;;1
BZ;De V van Ver;;;;;;1;1
BZ;De Veldkeuken Restaurant B.V.;;;;;1;;1
BZ;Debra Barraud;;;;;;1;1
BZ;Dekker & Van Velzen;;;;;1;;1
BZ;Deloitte Consulting B.V.;;;;;;2;2
BZ;DelRosso Studio;;;;;;1;1
BZ;Diner Thuis;;;;;1;;1
BZ;Disco Media;;;;;;2;2
BZ;Dokkumer Vlaggen Centrale B.V.;;;;;;1;1
BZ;DPI;;;;;;1;1
BZ;Drukwerk-Centrum.nl;;;;;;1;1
BZ;Duoprint t.h.o.d.n. Multicopy Den Haag Centr.;;;;;;1;1
BZ;EMMA Communicatie B.V.;;;;;;1;1
BZ;Employee Performance Group B.V.;;;;;;2;2
BZ;English Translation Service;;;;;;1;1
BZ;Entopic Expert Services B.V.;;;;;;2;2
BZ;Esther Meijer Fotografie;;;;;;1;1
BZ;Esther van Rijswijk;;;;;;1;1
BZ;every media;;;;;;2;2
BZ;Evite Services B.V.;;;;;;1;1
BZ;Evolve B.V.;;;;;;1;1
BZ;Expl. Mij. De Nieuwe Poort Amsterdam B.V.;;;;;1;;1
BZ;Expl.mij. Automobielmusea in Nederland B.V.;;;;;1;;1
BZ;Exploitatie Hotel Zeestraat Den Haag B.V.;;;;;1;;1
BZ;FaberExposize B.V.;;;;;;1;1
BZ;Facilion B.V.;;;;;;2;2
BZ;Fair Price;;;;;1;;1
BZ;FEDDE VERTAALT;;;;;;2;2
BZ;Ferro Explore B.V.;;;;;;2;2
BZ;Fibre Concepts B.V.;;;;;;1;1
BZ;Film Atelier Den Haag;;;;;1;;1
BZ;Flexa Media;;;;;;1;1
BZ;Flow Artist Label B.V.;;;;;1;1;1
BZ;Fotografie : Paul Voorham;;;;;;1;1
BZ;Fotografie Jurgen Huiskes;;;;;;1;1
BZ;Frank van der Burg Fotografie;;;;;;1;1
BZ;Frankwatching B.V.;;;;;1;;1
BZ;Future Motions;;;;;1;;1
BZ;Galerij De Hamer;;;;;;1;1
BZ;Genootschap Onze Taal;;1;;;;;1
BZ;GH+O;;;;;2;4;4
BZ;Grijspaardt Web- en Multimediadesign;;;;;;1;1
BZ;GW Cross Media B.V.;;1;;;;1;1
BZ;Hafo B.V.;;;;;;1;1
BZ;Hajar Yagkoubi;;;;;;1;1
BZ;Hampshire Exploitatie I B.V.;;;;;1;;1
BZ;Happy Parents Coaching;;;;;1;;1
BZ;Healthplus.ai B.V.;;;;;1;;1
BZ;HERMAN KUIJPER ZAND & STRAND B.V.;;;;;1;;1
BZ;Het Nutshuis;;;;;1;;1
BZ;Hollandse Hoogte B.V.;;;;;;1;1
BZ;Hooghiemstra & Partners B.V.;;;;;;1;1
BZ;Hotel 96 B.V.;;;;;1;;1
BZ;Hotel Indigo The Haque - Palace Noordeinde;;;;;1;;1
BZ;House of Lords B.V.;;;;;1;;1
BZ;IBFD;;;;;;1;1
BZ;Ibis Den Haag City Centre;;;;;1;;1
BZ;IKAN Consultancy;;;;;;1;1
BZ;Ilse van Marrewijk Vormcommunicatie;;;;;;1;1
BZ;Image Building B.V.;;;;;;1;1
BZ;Imagine People;;;;;1;1;1
BZ;in60seconds B.V.;;;;;;2;2
BZ;ING Bank;;1;;;;1;1
BZ;ING Bank N.V.;;;;;;1;1
BZ;Innovero Software Solutions B.V.;;1;;;;;1
BZ;Int. Air Trans. Association (Netherl.) B.V.;;1;;;;;1
BZ;Intact;;;;;;1;1
BZ;inVision Ondertiteling;;;;;;1;1
BZ;Jollof Rice Productions;;;;;1;1;2
BZ;Kick Smeets Fotografie;;;;;;1;1
BZ;Knyfe Ealdormann B.V.;;;;;1;;1
BZ;Koninklijk Instituut van Ingenieurs;;;;;1;;1
BZ;Kramer Fotografie;;;;;;1;1
BZ;Le Montrachet B.V.;;;;;1;;1
BZ;Lewis Communications B.V.;;;;;;2;2
BZ;LexisNexis Benelux;;4;;;;2;4
BZ;Lexyca;;;;;;1;1
BZ;Linguist Link Europe;;;;;;2;2
BZ;Little Bigfoot by MKS;;;;;;1;1
BZ;Locatie Marketing en Management Company B.V.;;;;;;1;1
BZ;Logeion;;1;;;;;1
BZ;Made by Thijmen;;;;;;1;1
BZ;Mainpress B.V.;;3;;;;;3
BZ;Maison de France Den Haag B.V.;;;;;;1;1
BZ;MaMa Aad B.V.;;;;;1;;1
BZ;Marianne Zuur;;;;;;1;1
BZ;Marketresponse International Group B.V.;;;;;1;1;2
BZ;MarktOnderzoekAssociatie.nl;;1;;;;;1
BZ;Marlink B.V.;;1;;;;;1
BZ;Martijn Beekman Fotografie;;;;;;1;1
BZ;Martijn Schroevers Produkties;;;;;;1;1
BZ;Maters & Hermsen Journalistiek B.V.;;;;;;2;2
BZ;Mauritshuis;;;;;1;;1
BZ;Max Douw;;;;;;1;1
BZ;Meetingselect B.V.;;;;;4;;4
BZ;Melodi Tamarzians;;;;;;1;1
BZ;Mensen met een Missie;;;;;;1;1
BZ;MichielB.com;;;;;;1;1
BZ;MMS Communications;;;;;;2;2
BZ;Moduli Print B.V.;;;;;;2;2
BZ;Molen De Ster;;;;;1;;1
BZ;Momice B.V.;;;;;;1;1
BZ;MP Management;;;;;2;;2
BZ;Multigift Relatiegeschenken B.V.;;;;;;1;1
BZ;Munckhof Taxi B.V.;;;;;1;;1
BZ;Museum Meermanno - Huis van het Boek;;;;;1;;1
BZ;MWM2 B.V.;;;;;2;;2
BZ;Nalta Software B.V.;;1;;;;1;1
BZ;Nederlandse Vereniging voor Burgerzaken;;1;;;;;1
BZ;New Babylon Meeting Center B.V.;;;;;2;;2
BZ;NFGD Zoetermeer B.V.;;;;;;1;1
BZ;NGFG;;1;;;;;1
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;;1;;1
BZ;NLMTD B.V.;;;;;2;;2
BZ;Notuleerservice Nederland B.V.;;;;;;1;1
BZ;OBT B.V.;;;;;;1;1
BZ;Öner Vertaaldiensten B.V.;;;;;;1;1
BZ;Ontwerpwerk B.V.;;;;;;1;1
BZ;Oscars Scheveningen B.V.;;;;;1;;1
BZ;Partycentrum Dekker's Hoeve;;;;;1;;1
BZ;Pascalle Karthaus;;;;;;1;1
BZ;Paul van Elk;;;;;;1;1
BZ;PinsandMore.nl;;;;;;1;1
BZ;Plein 20 Den Haag B.V.;;;;;1;;1
BZ;Printerette;;;;;;1;1
BZ;Propfun B.V.;;;;;;1;1
BZ;Proven Therapies;;;;;1;;1
BZ;Publiquest, de Communicatie Coöperatie U.A.;;;;;;1;1
BZ;Quantes B.V.;;;;;;1;1
BZ;Ready for take-off;;;;;;1;1
BZ;RechtNet B.V.;;;;;;1;1
BZ;Regus Amsterdam B.V.;;;;;1;;1
BZ;Restaurant Luden Den Haag Kiosk;;;;;1;;1
BZ;Rho-producties B.V.;;;;;;1;1
BZ;Robert van de Roer;;;;;1;;1
BZ;S. and S. Food Services B.V.;;;;;1;;1
BZ;S.S. Walker;;;;;;1;1
BZ;Sabiel;;;;;1;;1
BZ;Savant Learning Partners B.V.;;;;;;1;1
BZ;SaySimple B.V.;;1;;;;;1
BZ;Scenarios 4 Summits B.V.;;;;;1;;1
BZ;Schenker Logistics Nederland B.V.;;;;;1;;1
BZ;Scherzo Theaterprodukties B.V.;;;;;;2;2
BZ;Script Ease B.V.;;;;;;1;1
BZ;Semaphore Signs B.V.;;;;;1;1;1
BZ;SEO Economisch Onderzoek;;;;;;1;1
BZ;Shared Business B.V.;;;;;2;1;2
BZ;Shot By Sylla;;;;;;1;1
BZ;Simone Langeweg Tekst- en Communicatieadvies;;;;;;1;1
BZ;Soenar Chamid Sportfotografie;;;;;;1;1
BZ;Soundfocus B.V.;;;;;;1;1
BZ;Speakers Academy®;;;;;;1;1
BZ;Speer Publications;;;;;;1;1
BZ;St. De Balie Centr. Th. Polit. & Litteratuur;;;;;1;;1
BZ;Stairway Productions;;;;;;1;1
BZ;Starsound Productions Exploitatie B.V.;;;;;;1;1
BZ;Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;;1;;1
BZ;Stg. voor Haagse Jeugd Clubhuizen De Mussen;;;;;1;;1
BZ;Sticht. Info.voorzien. Ontwikkel.sam.werk.;;1;;;;;1
BZ;Stichting Beheer Synagoge;;;;;1;;1
BZ;Stichting Both ENDS;;;;;1;;1
BZ;Stichting connectbymusic.com;;;;;1;;1
BZ;Stichting De Nieuwe Regentes;;;;;1;;1
BZ;Stichting De Schrijverscentrale;;;;;1;;1
BZ;Stichting Dutch Government Pride;;;;;1;;1
BZ;Stichting Fonds Instituut Clingendael;;1;;;1;1;2
BZ;Stichting Humanity House;;;;;1;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;1;;2
BZ;Stichting Jonge Klimaatbeweging;;;;;;1;1
BZ;Stichting Movies that Matter;;;;;;2;2
BZ;Stichting Museum voor Communicatie;;;;;2;;2
BZ;Stichting Nederlands Fotomuseum;;;;;1;;1
BZ;Stichting Netherlands Water Partnership (Nwp);;;;;2;;2
BZ;Stichting OneWorld;;;;;;2;2
BZ;Stichting Oranjehotel;;;;;2;;2
BZ;Stichting Raakvlak;;;;;1;;1
BZ;Stichting Stemra;;;;;;1;1
BZ;Stichting Steunfonds Museum Bredius;;;;;1;;1
BZ;Stichting Sustainable Scale Up Foundation;;;;;2;;2
BZ;Stichting The Hague Humanity Hub;;;;;1;;1
BZ;Stichting Voorlinden;;;;;1;;1
BZ;Stichting World Press Photo;;;;;;2;2
BZ;Stone & Sand;;;;;;1;1
BZ;Stop! Ander Woord;;;;;;1;1
BZ;StorySquare;;;;;;1;1
BZ;Studio Aprili;;;;;1;;1
BZ;Studio Beng Beng B.V.;;;;;;1;1
BZ;t Goude Hooft Exploitatie B.V.;;;;;1;;1
BZ;T. Antonakos;;;;;;1;1
BZ;Talent123;;;;;;1;1
BZ;Tele'Train Education II B.V.;;;;;1;1;1
BZ;Tezet Business Gifts B.V.;;;;;;1;1
BZ;The Oddshop B.V.;;;;;;1;1
BZ;The Video Content Agency B.V.;;;;;;1;1
BZ;Things To Make And Do B.V.;;;;;;2;2
BZ;Thomas Latcham;;;;;;1;1
BZ;Tigrinja Tolk Diensten;;;;;;1;1
BZ;Tilkema Horeca B.V.;;;;;1;;1
BZ;Tineke Dijkstra Fotografie;;;;;;1;1
BZ;T-local;;;;;;2;2
BZ;TODAY DESIGNERS B.V.;;;;;;1;1
BZ;Tolk-, vertaal- en bemiddelingsbureau Shani;;;;;;1;1
BZ;Tony's Chocolonely Nederland B.V.;;;;;1;;1
BZ;TRIBES Holding B.V.;;;;;1;1;1
BZ;T-Wise B.V.;;;;;;1;1
BZ;Uitjesbazen B.V.;;;;;1;;1
BZ;Unclogged English;;;;;;1;1
BZ;Uno Automatiseringdiensten B.V.;;;;;;1;1
BZ;UTS ABBINK Den Haag;;;;;1;1;1
BZ;Van Wolfswinkel Interim en Advies B.V.;;;;;;2;2
BZ;Van Zomeren CMC;;;;;1;2;2
BZ;Videonieuwsbericht B.V.;;;;;;1;1
BZ;VisualiZeur;;;;;;1;1
BZ;Vital Change B.V.;;;;;1;;1
BZ;VJM B.V.;;;;;;1;1
BZ;Vorm Vijf Ontwerpteam B.V.;;;;;;2;2
BZ;Voxx Communicatie-Adviseurs B.V.;;;;;;2;2
BZ;Web Services Consulting B.V.;;;;;;1;1
BZ;Wizzconcept Holding B.V.;;;;;1;;1
BZ;WNDY Events;;;;;1;;1
BZ;World Forum Convention Center N.V.;;;;;4;;4
BZ;Worldmeetings.com B.V.;;;;;1;;1
BZ;Xerox (Nederland) B.V.;;;;;;4;4
BZ;Yvonne Zonderop Journalistieke Producties;;;;;;1;1
BZ;Zebedeus Café-Restaurant;;;;;1;;1
BZ;Zeewaardig;;;;;;2;2
BZK;&Maes B.V.;;;;;1;;1
BZK;.FABRIC;;;;;;2;2
BZK;2Xplain V.O.F.;;1;;;;;1
BZK;3MegaWatt Ontwerpers;;;;;;1;1
BZK;4Power B.V.;;;;;3;;3
BZK;7AM Den Haag B.V.;;;;;1;;1
BZK;A. Terlouw Consult;;;;;;1;1
BZK;Academy Pictures B.V.;;;;;;1;1
BZK;Adventure Valley Zoetermeer B.V.;;;;;1;;1
BZK;Adviesbureau Reit;;1;;;;;1
BZK;Advocatenkantoor Van de Loo;;;;;;1;1
BZK;Aeneas B.V.;;;;;;1;1
BZK;Aerophoto-Schiphol.nl;;;;;;1;1
BZK;Ag8 Productieservice;;;;;1;;1
BZK;Algemeen Groninger Persbureau Tammeling;;;;;;1;1
BZK;Aminata Cairo Consultancy;;;;;1;;1
BZK;Amsterdam University Press AUP B.V.;;;;;;1;1
BZK;Amsterdamse Carrière Dagen;;;;;1;;1
BZK;AnalitiQs B.V.;;;;;1;;1
BZK;Andale;;;;;;1;1
BZK;Andries was hier;;;;;1;;1
BZK;Anoniem_BZK_10;;2;;;;;2
BZK;Anoniem_BZK_141;;;;;;1;1
BZK;Anoniem_BZK_142;;;;;;1;1
BZK;Anoniem_BZK_149;;;;;;1;1
BZK;Anoniem_BZK_151;;;;;;1;1
BZK;Anoniem_BZK_157;;;;;;1;1
BZK;Anoniem_BZK_158;;;;;;2;2
BZK;Anoniem_BZK_159;;;;;;1;1
BZK;Anoniem_BZK_165;;;;;;1;1
BZK;Anoniem_BZK_188;;;;;;1;1
BZK;Anoniem_BZK_189;;;;;;1;1
BZK;Anoniem_BZK_190;;;;;;1;1
BZK;Anoniem_BZK_192;;;;;;1;1
BZK;Anoniem_BZK_193;;;;;;1;1
BZK;Anoniem_BZK_194;;;;;;1;1
BZK;Anoniem_BZK_196;;;;;;1;1
BZK;Anoniem_BZK_213;;;;;;2;2
BZK;Anoniem_BZK_228;;;;1;;;1
BZK;Anoniem_BZK_250;;;;;;1;1
BZK;Anoniem_BZK_252;;;;;;1;1
BZK;Anoniem_BZK_254;;1;;;;;1
BZK;Anoniem_BZK_255;;;;;1;;1
BZK;Anoniem_BZK_264;;;;;;1;1
BZK;Anoniem_BZK_265;;;;;;1;1
BZK;Anoniem_BZK_266;;;;;;1;1
BZK;Anoniem_BZK_279;;;;;;1;1
BZK;Anoniem_BZK_283;;;;;;1;1
BZK;Anoniem_BZK_29;;;;;;2;2
BZK;Anoniem_BZK_296;;1;;;;;1
BZK;Anoniem_BZK_298;;;;;2;;2
BZK;Anoniem_BZK_299;;;;;;1;1
BZK;Anoniem_BZK_301;;;;;;1;1
BZK;Anoniem_BZK_309;;;;;;2;2
BZK;Anoniem_BZK_314;;;;;;1;1
BZK;Anoniem_BZK_316;;;;;;1;1
BZK;Anoniem_BZK_318;;;;;3;;3
BZK;Anoniem_BZK_342;;;;;;1;1
BZK;Anoniem_BZK_344;;;;;;1;1
BZK;Anoniem_BZK_346;;;;;;2;2
BZK;Anoniem_BZK_371;;;;;;1;1
BZK;Anoniem_BZK_382;;;;;;2;2
BZK;Anoniem_BZK_402;;1;;;;;1
BZK;Anoniem_BZK_421;;;;;;1;1
BZK;Anoniem_BZK_428;;;;;1;;1
BZK;Anoniem_BZK_447;;;;;;1;1
BZK;Anoniem_BZK_62;;;;;;1;1
BZK;Anoniem_BZK_67;;;;;;1;1
BZK;Anoniem_BZK_68;;;;;;1;1
BZK;Anoniem_BZK_7;;;;;2;;2
BZK;Anoniem_BZK_70;;;;;;1;1
BZK;Anoniem_BZK_71;;;;;;1;1
