Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
DEF;Anoniem_DEF_203;;;;;1;;1
DEF;Anoniem_DEF_205;;;;;;1;1
DEF;Anoniem_DEF_21;;;;1;;;1
DEF;Anoniem_DEF_210;;;;1;;;1
DEF;Anoniem_DEF_214;;;;;;1;1
DEF;Anoniem_DEF_218;;;;;;2;2
DEF;Anoniem_DEF_225;;;;;;1;1
DEF;Anoniem_DEF_233;;;;;;1;1
DEF;Anoniem_DEF_234;;;;;1;;1
DEF;Anoniem_DEF_24;;;;;;1;1
DEF;Anoniem_DEF_246;;;;1;;;1
DEF;Anoniem_DEF_252;;;;;1;1;1
DEF;Anoniem_DEF_258;;1;;;;;1
DEF;Anoniem_DEF_263;;;;1;;;1
DEF;Anoniem_DEF_266;;;;;;1;1
DEF;Anoniem_DEF_267;;;;;2;2;2
DEF;Anoniem_DEF_279;;;;1;;;1
DEF;Anoniem_DEF_280;;;;;1;1;1
DEF;Anoniem_DEF_285;;;;;1;;1
DEF;Anoniem_DEF_288;;;;;;1;1
DEF;Anoniem_DEF_29;;;;2;;;2
DEF;Anoniem_DEF_299;;;;;;1;1
DEF;Anoniem_DEF_305;;;;1;;;1
DEF;Anoniem_DEF_31;;;;;;1;1
DEF;Anoniem_DEF_313;;;;;;1;1
DEF;Anoniem_DEF_314;;;;;;1;1
DEF;Anoniem_DEF_315;;;;;1;;1
DEF;Anoniem_DEF_319;;;;;;1;1
DEF;Anoniem_DEF_320;;;;;;1;1
DEF;Anoniem_DEF_321;;;;;;1;1
DEF;Anoniem_DEF_327;;;;1;;;1
DEF;Anoniem_DEF_330;;;;;1;;1
DEF;Anoniem_DEF_341;;;;1;;;1
DEF;Anoniem_DEF_349;;;;1;;;1
DEF;Anoniem_DEF_351;;;;1;;;1
DEF;Anoniem_DEF_362;;;;;1;;1
DEF;Anoniem_DEF_364;;;;1;;;1
DEF;Anoniem_DEF_365;;;;;;1;1
DEF;Anoniem_DEF_366;;;;1;;;1
DEF;Anoniem_DEF_373;;;;1;;;1
DEF;Anoniem_DEF_382;;;;1;;;1
DEF;Anoniem_DEF_387;;;;;;2;2
DEF;Anoniem_DEF_39;;;;1;;;1
DEF;Anoniem_DEF_391;;;;1;2;1;2
DEF;Anoniem_DEF_405;;;;1;;;1
DEF;Anoniem_DEF_409;;;;;;1;1
DEF;Anoniem_DEF_41;;;;;;1;1
DEF;Anoniem_DEF_411;;;;1;;;1
DEF;Anoniem_DEF_423;;;;;1;;1
DEF;Anoniem_DEF_426;;;;1;;;1
DEF;Anoniem_DEF_429;;;;1;;;1
DEF;Anoniem_DEF_431;;;;;1;;1
DEF;Anoniem_DEF_435;;;;1;;;1
DEF;Anoniem_DEF_438;;;;1;;;1
DEF;Anoniem_DEF_444;;;;1;;;1
DEF;Anoniem_DEF_46;;;;;;1;1
DEF;Anoniem_DEF_479;;;;1;;;1
DEF;Anoniem_DEF_490;;;;1;;;1
DEF;Anoniem_DEF_509;;;;;2;;2
DEF;Anoniem_DEF_510;;;;;2;;2
DEF;Anoniem_DEF_518;;;;1;;;1
DEF;Anoniem_DEF_521;;;;1;;;1
DEF;Anoniem_DEF_531;;;;;1;;1
DEF;Anoniem_DEF_533;;;;;;1;1
DEF;Anoniem_DEF_543;;;;1;;;1
DEF;Anoniem_DEF_546;;;;1;;;1
DEF;Anoniem_DEF_563;;;;1;;;1
DEF;Anoniem_DEF_57;;;;;;1;1
DEF;Anoniem_DEF_577;;1;;;;;1
DEF;Anoniem_DEF_583;;;;;2;;2
DEF;Anoniem_DEF_6;;;;1;;;1
DEF;Anoniem_DEF_60;;;;;;1;1
DEF;Anoniem_DEF_609;;;;1;;;1
DEF;Anoniem_DEF_61;;;;;;1;1
DEF;Anoniem_DEF_617;;;;1;;;1
DEF;Anoniem_DEF_621;;;;;1;;1
DEF;Anoniem_DEF_649;;;;1;;;1
DEF;Anoniem_DEF_655;;;;;;1;1
DEF;Anoniem_DEF_656;;;;1;;;1
DEF;Anoniem_DEF_659;;1;;;;;1
DEF;Anoniem_DEF_660;;;;;;1;1
DEF;Anoniem_DEF_664;;;;;1;;1
DEF;Anoniem_DEF_67;;;;;;1;1
DEF;Anoniem_DEF_670;;1;;;;;1
DEF;Anoniem_DEF_673;;;;1;;;1
DEF;Anoniem_DEF_674;;;;1;;;1
DEF;Anoniem_DEF_679;;;;1;;;1
DEF;Anoniem_DEF_686;;;;2;;;2
DEF;Anoniem_DEF_702;;;;1;;;1
DEF;Anoniem_DEF_705;;;;1;;;1
DEF;Anoniem_DEF_711;;;;1;;;1
DEF;Anoniem_DEF_72;;;;;;4;4
DEF;Anoniem_DEF_728;;;;1;;;1
DEF;Anoniem_DEF_729;;1;;;;;1
DEF;Anoniem_DEF_733;;;;1;;;1
DEF;Anoniem_DEF_740;;;;;2;;2
DEF;Anoniem_DEF_741;;;;1;;;1
DEF;Anoniem_DEF_753;;;;;1;;1
DEF;Anoniem_DEF_754;;;;;1;;1
DEF;Anoniem_DEF_755;;;;;;1;1
DEF;Anoniem_DEF_769;;;;1;;;1
DEF;Anoniem_DEF_792;;;;;1;;1
DEF;Anoniem_DEF_795;;;;;2;;2
DEF;Anoniem_DEF_799;;;;1;;;1
DEF;Anoniem_DEF_807;;;;;1;;1
DEF;Anoniem_DEF_813;;;;;;1;1
DEF;Anoniem_DEF_826;;;;;1;;1
DEF;Anoniem_DEF_827;;;;2;;;2
DEF;Anoniem_DEF_829;;;;1;;;1
DEF;Anoniem_DEF_833;;;;1;;;1
DEF;Anoniem_DEF_839;;;;;;1;1
DEF;Anoniem_DEF_851;;;;;;1;1
DEF;Anoniem_DEF_854;;;;;;1;1
DEF;Anoniem_DEF_86;;;;;;1;1
DEF;Anoniem_DEF_865;;;;1;;;1
DEF;Anoniem_DEF_867;;;;;;1;1
DEF;Anoniem_DEF_87;;;;;2;;2
DEF;Anoniem_DEF_876;;;;;;1;1
DEF;Anoniem_DEF_877;;;;;;2;2
DEF;Anoniem_DEF_89;;;;1;;;1
DEF;Anoniem_DEF_898;;;;1;;;1
DEF;Anoniem_DEF_9;;1;;;;;1
DEF;Anoniem_DEF_90;;;;;;1;1
DEF;Anoniem_DEF_901;;;;2;;;2
DEF;Anoniem_DEF_912;;;;;1;1;1
DEF;Anoniem_DEF_913;;;;1;;;1
DEF;Anoniem_DEF_914;;;;;;1;1
DEF;Anoniem_DEF_940;;;;;1;;1
DEF;Anoniem_DEF_95;;;;;;1;1
DEF;Anoniem_DEF_952;;;;;1;;1
DEF;Anoniem_DEF_967;;;;;1;;1
DEF;Anoniem_DEF_972;;;;1;;;1
DEF;Anoniem_DEF_973;;;;;;3;3
DEF;Anoniem_DEF_976;;;;;2;;2
DEF;Anoniem_DEF_98;;;;;;1;1
DEF;Anoniem_DEF_981;;;;1;;;1
DEF;Anoniem_DEF_983;;;;;1;;1
DEF;Anoniem_DEF_99;;;;;;1;1
DEF;Antiquariaat Minerva;;;;1;;;1
DEF;APS Squadron Patches B.V.;;;;1;;;1
DEF;Arendse Health Club Dongen B.V.;;;;;1;;1
DEF;ARGOS Security B.V.;;;;;2;;2
DEF;Arnhemse Fijnhouthandel B.V.;;;;1;;;1
DEF;Artiestenverloningen B.V.;;;;;;1;1
DEF;Artifac B.V.;;;;;;1;1
DEF;Artihove Regina B.V.;;;;1;;;1
DEF;ASP Adventure B.V.;;;;;1;;1
DEF;Attractiepark Toverland;;;;1;;;1
DEF;Axiell ALM Netherlands B.V.;;;;1;;;1
DEF;Axitraxi B.V.;;;;1;;;1
DEF;B.V. Algemeen Nederlands Persbureau ANP;;;;;;1;1
DEF;Bad Boekelo Appartments B.V.;;;;;1;;1
DEF;Bakkerij Dunselman;;;;1;;;1
DEF;Baptist Arnhem;;;;1;;;1
DEF;Bar Bistro Joseph Aalsmeer B.V.;;;;;1;;1
DEF;Bar Company B.V.;;;;;1;;1
DEF;Bassmaniac;;;;;;1;1
DEF;BC Sharwhan;;;;;;2;2
DEF;BelevenisTafel;;;;1;;;1
DEF;Bema Trading B.V.;;;;1;;;1
DEF;Berk Music Productions B.V.;;;;1;;;1
DEF;Bever B.V.;;;;2;;;2
DEF;Big Fish Media;;;;;;1;1
DEF;bijzonderdruk B.V.;;;;1;;1;1
DEF;Bilderberg Hotel 't Speulderbos;;;;1;;;1
DEF;Bloei & ZO;;;;1;;;1
DEF;BLOEM!;;;;1;;;1
DEF;Bloemboetiek Dille;;;;1;;;1
DEF;Bloemen van Iris;;;;1;;;1
DEF;Bloemenboutique Nicole V.O.F.;;;;1;;;1
DEF;Bloemerie 88;;;;;;1;1
DEF;Bloemisterij Gaal;;;;1;;;1
DEF;Bloemisterij Labberton B.V.;;;;1;;;1
DEF;Bloemsierkunst 'Baccara';;;;;;1;1
DEF;Bloemsierkunst HE-AS;;;;1;;;1
DEF;BloemZ;;;;1;;;1
DEF;Bloomingdale B.V.;;;;;1;;1
DEF;BLOSSOM bloemisterij;;;;1;;;1
DEF;BMN Bouwmaterialen B.V.;;;;1;;;1
DEF;Bobbe International B.V.;;5;;;;;5
DEF;Bob's Bloemen en Zo;;;;1;;1;1
DEF;Boeketterie Binnenweg;;;;1;;;1
DEF;Boels Verhuur;;;;;;1;1
DEF;Boels Verhuur B.V.;;;;;3;;3
DEF;Bogart B.V.;;;;1;;;1
DEF;bol.com B.V.;;;;4;;;4
DEF;Borduurstudio Ricky's Fashion;;;;1;;;1
DEF;Bos Vlaggen B.V.;;;;1;;;1
DEF;Bouman Coaching & Therapie;;;;;1;;1
DEF;Bovomed;;;;1;;;1
DEF;Brasserie Wings;;;;1;;;1
DEF;Broekhuizen Communicatie;;;;;;3;3
DEF;Brondool B.V.;;;;1;;;1
DEF;BugetCopy Signs & Prints B.V.;;;;1;;;1
DEF;Buitenomme;;;;1;;;1
DEF;Bureau Beeld;;;;1;;;1
DEF;Burger Ferry Agencies B.V.;;;;1;;;1
DEF;Buro Helder;;;;;1;;1
DEF;BURO2010 B.V.;;;;;1;;1
DEF;Business Fashion;;;;1;;;1
DEF;Cadeaubonnen.nl B.V.;;;;3;;;3
DEF;CameraNU.nl;;;;1;;2;2
DEF;CARU Containers B.V.;;;;1;;;1
DEF;Chartervaart Harderwijk B.V.;;;;;1;;1
DEF;Christinahoeve Logies;;;;;;1;1
DEF;City Outdoor Signs B.V.;;;;1;;;1
DEF;Click Animated;;;;;;1;1
DEF;Cloose;;;;;1;;1
DEF;CN Trading;;;;1;;;1
DEF;COBBS Industries B.V.;;;;;;1;1
DEF;Coin Design;;;;1;;;1
DEF;Colins B.V.;;;;1;;;1
DEF;College of Multimedia;;;;;;1;1
DEF;Combat Havelte;;;;;1;;1
DEF;Comic House Amsterdam B.V.;;;;;1;;1
DEF;Compacon B.V.;;;;6;;;6
DEF;Con Fuego Management & Boekingen;;;;;;1;1
DEF;Congress Care B.V.;;;;;1;;1
DEF;Cookson Drijfhout B.V.;;;;1;;;1
DEF;Coolblue B.V.;;1;;;;;1
DEF;Coolworld Nederland B.V.;;;;;2;;2
DEF;Coöperatie Eendracht films B.A.;;;;;;2;2
DEF;Coöperatie Primera BA;;;;3;2;;3
DEF;Coöperatief Rekreatie-Oord Klein Vaarwater BA;;;;;2;;2
DEF;Cryotrans;;;;1;;;1
DEF;CuliNice;;;;;1;;1
DEF;Cultuurschip Thor;;;;;;1;1
DEF;Dazzling Stitches;;;;1;;;1
DEF;De Bloemenkraam;;;;;2;;2
DEF;De Bloemerij;;;;1;;;1
DEF;De Bloemerije;;;;1;;;1
DEF;De Efteling B.V.;;;;2;1;;2
DEF;De Haaknaald;;;;1;;;1
DEF;De Holland Winkel;;;;1;;;1
DEF;De Kookfabriek Utrecht B.V.;;;;;1;;1
DEF;De Lisdodde;;;;1;;;1
DEF;de Meisjes met de Wijsjes;;;;;1;;1
DEF;De Nieuwe Pelgrim;;;;;1;;1
DEF;De Oranjerie;;;;;;1;1
DEF;De PlaatPraters;;;;;1;;1
DEF;De Rotterdam B.V.;;;;1;1;;2
DEF;De Schaapskooi B.V.;;;;1;;;1
DEF;De Schenker B.V.;;;;1;;;1
DEF;De Smelt B.V.;;;;;1;;1
DEF;De Smidse B.V.;;;;1;;;1
DEF;De Smockelaer B.V.;;;;;1;;1
DEF;De Uytdhaaging;;;;;1;;1
DEF;De Wijnzaak B.V.;;;;1;;;1
DEF;Deal It;;;;;;1;1
DEF;Defabrique Evenementen B.V.;;;;;2;;2
DEF;Dell Co;;;;;1;;1
DEF;Delta International Promotioneel B.V.;;;;1;;;1
DEF;Deventrade B.V.;;;;1;;;1
DEF;Dickens Horecabedrijven B.V.;;;;1;;;1
DEF;Discountoffice.nl B.V.;;1;;;;;1
DEF;Doenederland.nl B.V.;;;;;1;;1
DEF;Dokkumer Vlaggen Centrale B.V.;;;;;;1;1
DEF;Dopper;;;;1;;;1
DEF;Douwe Egberts Horeca;;;;;2;;2
DEF;DPI Animation House B.V.;;;;;;3;3
DEF;Drukbedrijf.nl B.V.;;;;;;2;2
DEF;Drukkerij De Bunschoter B.V.;;;;1;;;1
DEF;DSL-Reclame B.V.;;;;;;1;1
DEF;DW Sound;;;;1;;;1
DEF;Edelburijn;;;;1;;;1
DEF;Edialux Nederland B.V.;;;;1;;;1
DEF;Eerste Overijsselse Gereedschapslijperij B.V.;;1;;;;;1
DEF;Eggink Merchandise;;;;1;;;1
DEF;Egner kantoorspecialisten;;1;;;;;1
DEF;Emblemen.net;;;;1;;;1
DEF;EMP Grafimedia;;;;2;;;2
DEF;Entertainmentservice Langenberg E.S.L.;;;;1;;;1
DEF;ERWU-projects B.V.;;;;1;;;1
DEF;Euro Events B.V.;;;;1;1;;1
DEF;Event@Home Box;;;;;1;;1
DEF;Excellent videoproducties;;;;;;1;1
DEF;Expert Dieren B.V.;;;;1;;;1
DEF;Exploitatiemaatschappij Fort Vechten B.V.;;;;;1;;1
DEF;Exploitatiemaatschappij Polfermolen B.V.;;;;;1;;1
DEF;Exploitatiemij. Grand Hotel Karel V B.V.;;;;;1;;1
DEF;FaberExposize B.V.;;1;;;;;1
DEF;Factor Vijf;;;;;1;;1
DEF;Fade Out;;;;;1;;1
DEF;Fast Feet t.h.o.d.n. Runnersworld Hoorn;;;;1;;;1
DEF;Fico Urban Italian;;;;;;1;1
DEF;Fifth NRE B.V.;;;;1;;;1
DEF;finalmente;;1;;;;;1
DEF;Fisher Emergo B.V.;;;;1;;;1
DEF;Fletcher Hotel Exploitaties B.V.;;;;;;1;1
DEF;Fleuri Bloemen;;;;1;;;1
DEF;Flexwebhosting B.V.;;;;;;1;1
DEF;Flora Bloemisten;;;;1;;;1
DEF;FlyermanNL B.V.;;;;1;;;1
DEF;Flying Focus;;;;1;;;1
DEF;Flying Pencil NL B.V.;;;;1;;;1
DEF;Fofic;;;;;;2;2
DEF;food for sport;;;;1;;;1
DEF;Foto van Dijk;;;;1;;;1
DEF;Foto Willemz;;;;;;1;1
DEF;Frankwatching B.V.;;;;;;1;1
DEF;Freedom Hotel Exploitatie B.V.;;;;;1;;1
DEF;Fuse Business;;;;;;1;1
DEF;G.V. Stage Equipment B.V.;;;;;1;1;1
DEF;Gall & Gall;;;;1;;;1
DEF;Gasterij 't Karrewiel B.V.;;;;;1;;1
DEF;GBB B.V.;;;;1;;;1
DEF;Geef een Boompje.nl;;;;;;1;1
DEF;Generatiedynamiek;;;;1;;;1
DEF;GH+O;;;;1;;;1
DEF;Ghold B.V.;;;;;;1;1
DEF;Giftcards B.V.;;;;2;;;2
DEF;Global Leaders Academy NL;;;;;1;;1
DEF;Goldviz;;;;;;2;2
DEF;Golfschool de Haar;;;;1;;;1
DEF;Grafi-fix;;1;;;;;1
DEF;Grand Café Rutgers;;;;;2;;2
DEF;Grand Hotel Huis Ter Duin B.V.;;;;;4;;4
DEF;Graveertechniek Nederland B.V.;;;;;;1;1
DEF;Gravure Den Helder;;;;1;;;1
DEF;Greenleaf Academy;;;;;2;;2
DEF;Hanneke's Workshops;;;;1;;;1
DEF;Haver Zonwering;;;;1;;;1
DEF;Heemskerk Bloemisten;;;;1;;;1
DEF;Heijnen B.V.;;;;;;2;2
DEF;Heineken Nederland B.V.;;;;;1;;1
DEF;HenceForth B.V.;;;;1;;;1
DEF;Heras Mobile Fencing & Security;;;;;2;;2
DEF;Het Kontakt Edities B.V.;;;;;;1;1
DEF;Het Oude Stadhuis;;;;;1;;1
DEF;Het Scheepvaartmuseum Enterprise B.V.;;;;;2;;2
DEF;Hilton Royal Parc Soest;;;;2;;;2
DEF;Historiek;;;;1;;;1
DEF;Hoffman Outdoor Media B.V.;;;;1;;;1
DEF;Hollandse Hoogte B.V.;;;;;;1;1
DEF;Honebecke Gr./Fruit thodn De Gezonde Apoteker;;;;1;;;1
DEF;Hoock Holding B.V.;;;;;1;;1
DEF;Horeca non food trading;;;;1;;;1
DEF;Horeca Veluwestrandbad De Waterman;;;;;1;;1
DEF;Hospitality Consultants B.V.;;;;;;1;1
DEF;Hotel Café Restaurant Nijmegen Lent B.V.;;;;;2;;2
DEF;Hotel-Café-Rest. 'West-End' Exploitatie B.V.;;;;1;;;1
DEF;Hotel-Café-Restaurant De Biltsche Hoek;;;;;2;;2
DEF;House of Bloomz;;;;1;;;1
DEF;House of Sports;;;;;1;;1
DEF;HSG Nederland B.V.;;;;2;;;2
DEF;Humor werkt producties;;;;;1;;1
DEF;Hurricane Textile & Sportswear B.V.;;;;1;;;1
DEF;I Fiori;;;;1;;;1
DEF;I.M.B. International Music Business B.V.;;;;;1;;1
DEF;IC Promotions;;;;1;;;1
DEF;Iconoco;;;;1;;;1
DEF;Igo-Post B.V.;;;;1;;;1
DEF;Imaging People;;;;1;;;1
DEF;Infiled Europe B.V.;;;;;3;;3
DEF;Ing.bur. en Techn. Hand.ondernem. Autron B.V.;;;;1;;;1
DEF;Ingressus B.V.;;2;;;;;2
DEF;Innosell;;;;1;;;1
DEF;Intercédé B.V.;;;;1;;;1
DEF;InterDuinen B.V.;;;;;;1;1
DEF;Interlabshop B.V.;;;;1;;;1
DEF;Intersafe Netherlands B.V.;;;;1;;;1
DEF;iUsed B.V.;;;;;;1;1
DEF;J.M.W. Productions;;;;;;1;1
DEF;Jaarbeurs B.V.;;;;;4;;4
DEF;Ja-maar® B.V.;;;;;1;;1
DEF;Janssen Music;;;;;1;;1
DEF;JD Productions;;;;;;1;1
DEF;JENS brand support;;;;2;;;2
DEF;jij bent beter dan je denkt;;;;;;1;1
DEF;JNR Advies B.V.;;;;;1;;1
DEF;Jongsma Impresariaat;;;;;;1;1
DEF;JouwWeb B.V.;;1;;;;;1
DEF;Kamera Express;;;;;;2;2
DEF;Kamera Express Arnhem B.V.;;;;1;;;1
DEF;Karting Plaza Vastgoed B.V.;;;;;1;;1
DEF;Kentie Rotaform;;1;;;;;1
DEF;Kerst Company B.V.;;;;2;;;2
DEF;Ketelaar Sport Zevenaar B.V.;;;;1;;;1
DEF;Kicks Promo B.V.;;;;1;;;1
DEF;KijkDaan B.V.;;;;2;;;2
DEF;Kijkem;;;;;;1;1
DEF;Kinepolis Exploitatie B.V.;;;;;;1;1
DEF;Kisamova.com;;;;1;;;1
DEF;Klant & Zo;;;;1;;;1
DEF;Klimbos Brabantse Wal B.V.;;;;;1;;1
DEF;Klimcentrum Neoliet Utrecht B.V.;;;;;1;;1
DEF;Koninklijke Begeer B.V.;;;;1;;;1
DEF;Koninklijke Burgers' Zoo;;;;;2;;2
DEF;Krotech Benelux B.V.;;;;1;;;1
DEF;La Baraque B.V.;;;;;1;;1
DEF;Laguna Light Design B.V.;;;;;1;;1
DEF;Lalleman 3D Visuals;;;;;;2;2
DEF;Leeskring en Videoshop Demob B.V.;;1;;;;;1
DEF;Lennart Films;;;;;;2;2
DEF;Lex Lijstenmakerij;;;;1;;;1
DEF;Libéma Exploitatie B.V.;;;;1;;;1
DEF;Lijstenatelier Driebergen;;;;1;;;1
DEF;LiveWall;;;;;;3;3
DEF;Loyalty Makers B.V.;;;;7;;;7
DEF;LT Insights B.V.;;;;;1;;1
DEF;Luctra;;;;1;;;1
DEF;Luijten Duidelijk;;;;;2;;2
DEF;LV Equipment B.V.;;;;1;;;1
DEF;maak de ander beter;;;;;2;;2
DEF;Maas;;;;;;1;1
DEF;Maashof Exploitatie B.V.;;;;;1;;1
DEF;Madame Laurine;;;;;1;;1
DEF;Maepa;;;;2;;;2
DEF;Mainpress B.V.;;7;;;;;7
DEF;Manutan B.V.;;1;;1;;;1
DEF;Margrietbloembinders B.V.;;;;2;;;2
DEF;Marinjo B.V.;;;;1;;;1
DEF;MAV Techniek B.V.;;;;1;;;1
DEF;MC4U B.V.;;;;1;;;1
DEF;MEProductions;;;;;;1;1
DEF;Merkenbureau Knijff & Partners B.V.;;;;;;1;1
DEF;Metro Cash & Carry Nederland B.V.;;;;1;;;1
DEF;Mg Books Media;;;;;1;;1
DEF;Mika op Missie;;;;;;1;1
DEF;Mind Cultivation;;;;1;;;1
DEF;Miniatuurwereld.com;;;;1;;;1
DEF;Minkowski B.V.;;;;2;2;;2
DEF;Mitra Rialto Slijterijen B.V.;;;;1;;1;1
DEF;Modestus Management B.V.;;;;;1;;1
DEF;Moesson Tjalie Robinson;;;;1;;;1
DEF;Monuta Uitvaartverzorging;;;;1;;1;1
DEF;Motel Spier Exploitatie B.V.;;;;;1;;1
DEF;MR Fotografie;;;;1;;;1
DEF;Multitools;;;;1;;;1
DEF;Museum Catering Den Haag B.V.;;;;3;;;3
DEF;Myler B.V.;;;;;;;
DEF;NDC mediagroep B.V.;;;;1;;;1
DEF;NEP ENG Services B.V.;;;;;;1;1
DEF;NeVeTe;;;;1;;;1
DEF;NEVI-Purspective B.V.;;2;;;;;2
DEF;NIHO B.V.;;;;;1;;1
DEF;Nilfisk B.V.;;1;;;;;1
DEF;NLTactical;;;;;;1;1
DEF;NMP;;;;;1;1;1
DEF;Noyz Boyz Advanced Audio Services B.V.;;;;;;1;1
DEF;NRC Handelsblad Weekeditie voor buitenland;;;;1;;1;1
DEF;Odyssey Hotel Breda B.V.;;;;1;;;1
DEF;Office Centre;;;;1;;;1
DEF;Old Dutch Sports Bar & Grill B.V.;;;;;1;;1
DEF;Online Seminar The Netherlands B.V.;;;;;1;;1
DEF;Ontwerpstudio VanArt;;;;;;1;1
DEF;Orange Otters;;;;;;1;1
DEF;Orenda Design;;;;2;;;2
DEF;Osinga Boek en Kantoor B.V.;;1;;;;;1
DEF;Papyrus Groep Nederland B.V.;;1;;;;;1
DEF;Paracentrum Texel B.V.;;;;2;;;2
DEF;Party Select;;;;;1;;1
DEF;PCextreme B.V.;;;;;;1;1
DEF;Pennen Party World;;;;;1;;1
DEF;People & Print Group;;;;1;;;1
DEF;Persolog Nederland;;1;;;;;1
DEF;Pii B.V.;;;;;1;;1
DEF;Pinkcube B.V.;;;;1;;;1
DEF;Plezant Producties;;;;;;2;2
DEF;Pluk Bloemen;;;;1;;;1
DEF;PnP Media B.V.;;;;;1;;1
DEF;postema-media;;;;1;;;1
DEF;Primera Van Elzakker;;;;1;;;1
DEF;Production Partners B.V.;;;;;2;;2
DEF;ProMedia MBM B.V.;;1;;;;;1
DEF;Promostore Merchandising B.V.;;;;1;;;1
DEF;PS in foodservice;;1;;;;;1
DEF;Publi House Publishers B.V.;;;;1;;;1
DEF;Q&A - Communicatie B.V.;;;;;;1;1
DEF;Quaintrelle;;;;;1;1;1
DEF;RB&W;;1;;;;;1
DEF;RDM Makerspace B.V.;;;;;;1;1
DEF;Ready for take-off;;;;;;1;1
DEF;Rederij P. Kooy B.V.;;;;;1;;1
DEF;Regina Bloemsierkunst;;;;1;;;1
DEF;Reptielen- en Amfibieënhuis De Aarde;;;;;1;;1
DEF;Rescue 3000 B.V.;;;;2;;;2
DEF;Restaurant Hartenlust;;;;;1;;1
DEF;Restaurant Samen B.V.;;;;;1;;1
DEF;Restaurant Zilt & Zoet;;;;;1;;1
DEF;Restauratie Atelier Daugherty;;;;1;;;1
DEF;Rijsemus & De Frel;;;;1;;;1
DEF;Rituals Cosmetics Netherlands B.V.;;;;1;;;1
DEF;Rivafoam B.V.;;;;1;;;1
DEF;Rob & Joep Events;;;;;1;;1
DEF;Robitex B.V.;;;;1;;;1
DEF;Romanello Music;;;;;;1;1
DEF;Ropament B.V.;;;;1;;;1
DEF;Royal Coster Diamonds B.V.;;;;;1;;1
DEF;RTL Nederland B.V.;;;;;;1;1
DEF;RVG Sportpresentaties B.V.;;;;;1;;1
DEF;Safaripark Beekse Bergen Vastgoed B.V.;;;;;3;;3
DEF;Schouwburg en Congrescentrum Orpheus N.V.;;;;;2;;2
DEF;Scope Webwinkel;;;;;;1;1
DEF;Sensorium 69 B.V.;;;;;2;;2
DEF;September;;;;1;;;1
DEF;Set in motion B.V.;;;;;1;;1
DEF;Shoppartners B.V.;;;;1;;;1
DEF;Sitan Development;;;;;1;;1
DEF;Skills Masters B.V.;;;;;;1;1
DEF;Sligro B.V.;;;;2;;;2
DEF;Sligro Food Group Nederland B.V.;;;;4;;;4
DEF;Slijterij Klaverdijk;;;;1;;;1
DEF;Snel-Braber Bathmen;;;;1;;1;1
DEF;SnowWorld N.V.;;;;;1;;1
DEF;Social Media Hulp;;;;1;;;1
DEF;Sounds and Scores;;;;;;1;1
DEF;SP Networks B.V.;;;;1;;;1
DEF;Speakers Academy®;;;;;2;;2
DEF;Specialtours B.V.;;;;;1;;1
DEF;Spoor12 B.V.;;;;;2;;2
DEF;Sports Merchandising Europe;;;;1;;;1
DEF;Sprekershuys B.V.;;;;;1;;1
DEF;SRO Amersfoort B.V.;;;;;1;;1
DEF;Stadsarrangement.nl;;;;;1;;1
DEF;Stadsvilla Sonsbeek B.V.;;;;1;;;1
DEF;Stagelight Verhuur B.V.;;;;;4;2;4
DEF;Start People;;;;;;1;1
DEF;Stay Tuned Media;;;;2;;;2
DEF;Stegman Groothandel B.V.;;;;2;;;2
DEF;Stickercompany B.V.;;;;;;1;1
DEF;Storm Plastificeren;;;;1;;;1
DEF;Story Sound;;;;;4;1;4
DEF;Strand Binnen B.V.;;;;;1;;1
DEF;Stratizet;;;;1;;;1
DEF;Studio 38C;;;;;;1;1
DEF;SWOOP;;;;;;1;1
DEF;T + T Systems;;;;1;;;1
DEF;t Ezelsoor;;;;1;;;1
DEF;t Oude Tolhuys B.V.;;;;1;;;1
DEF;Tam Tam Productions;;;;;1;;1
DEF;Tapes Amsterdam B.V.;;;;;;1;1
DEF;Taqmedsolutions;;;;1;;;1
DEF;TBM Technisch Bureau H.A. Muller B.V.;;;;2;;;2
DEF;Tentenverhuur De Weerd Voorst;;;;2;;;2
DEF;Textielcompany;;;;1;;;1
DEF;The Ambassadors Of Entertainment B.V.;;;;;1;1;1
DEF;The Creative Mill B.V.;;;;1;;;1
DEF;The Form Foundation B.V.;;;;;2;;2
DEF;The Future Store;;;;;;2;2
DEF;Thetru B.V.;;;;1;;;1
DEF;Thinc ahead B.V.;;;;1;;;1
DEF;Things To Make And Do B.V.;;;;;;2;2
DEF;Tiger Concept B.V.;;;;1;;;1
DEF;Tintelingen B.V.;;;;3;;;3
DEF;TMG Landelijke Media B.V.;;1;;;;;1
DEF;TNT Express Nederland B.V.;;;;1;;;1
DEF;TODAY DESIGNERS B.V.;;;;;;1;1
DEF;Topgeschenken Nederland B.V.;;;;1;;1;1
DEF;Topgiving B.V.;;;;2;;;2
DEF;Topvoice;;;;;;1;1
DEF;Tricky Business;;;;;1;;1
DEF;Troedoor B.V.;;;;1;;;1
DEF;tshirtdeal;;;;;;1;1
