FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,eu_2015,eu_2016,eu_2017,eu_2018,eu_2019,eu_actueel,blauwalg,krw_code,krw_systee,type_water,gdb_geomattr_data,shape
zwemlocaties_rws_2021.11,46,NLBW93_CBVRBIJLA,BIJLND,WATERSPORTCENTRUM DE BIJLAND,202689,430955,51.8651,6.0796,Oost-Nederland,GELDERLAND,Watersportcentrum De Bijland,Aanvaardbaar,Goed,Goed,Goed,Goed,Goed,nee,NL93_8,"Bovenrijn, Waal",BW,,POINT (202688.61499999836 430955.1339999996)
zwemlocaties_rws_2021.12,47,NLBW93_CIJSGIESS,RHEDLGSKP,RHEDERLAAG GIESE KOP,201100,445100,51.9924,6.0584,Oost-Nederland,GELDERLAND,Rhederlaag Giese Kop,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Wijziging,ja,NL93_IJSSEL,IJssel,BW,,POINT (201100 445100)
zwemlocaties_rws_2021.13,48,NLBW93_CIJSSCHER,SCHERPHF,RECREATIEPARK DE SCHERPENHOF,203610,479150,52.2982,6.0998,Oost-Nederland,GELDERLAND,Recreatiepark De Scherpenhof,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_IJSSEL,IJssel,BW,,POINT (203610 479150)
zwemlocaties_rws_2021.14,49,NLBW93_CIJSSTRAN,DOESBFTWD,CAMPING IJSSELSTRAND,208005,449455,52.0309,6.1596,Oost-Nederland,GELDERLAND,IJSSELSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_IJSSEL,IJssel,BW,,POINT (208005 449455)
zwemlocaties_rws_2021.15,50,NLBW93_CNDRMAURI,EILDMAURK,STRAND EILAND VAN MAURIK,157354,442980,51.9752,5.4215,Oost-Nederland,GELDERLAND,EILAND VAN MAURIK,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,BW,,POINT (157354 442980)
zwemlocaties_rws_2021.16,51,NLBW93_CNDRZWANE,ZWANWTR,ZWANENBAD,193615,438878,51.937,5.9487,Oost-Nederland,GELDERLAND,ZWANENBAD,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,BW,,POINT (193615 438878)
zwemlocaties_rws_2021.17,52,NLBW93_CWALBEMME,BEMMSWD,BEMMELSE WAARD,190280,432695,51.8817,5.8996,Oost-Nederland,GELDERLAND,Bemmelse Waard,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_8,"Bovenrijn, Waal",BW,,POINT (190280 432695)
zwemlocaties_rws_2021.18,53,NLBW93_CWALBISOS,BISBOT,DE BISONBAAI,192654,431134,51.86748256,5.93390692,Oost-Nederland,GELDERLAND,DE BISONBAAI,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL93_8,"Bovenrijn, Waal",BW,,POINT (192654.08449999988 431133.8913999982)
zwemlocaties_rws_2021.19,54,NLBW91_DENWDNBSD,DENWDNBSD,DE NESWAARDEN,136230,421925,51.7857,5.1152,Zuid-Nederland,GELDERLAND,De Neswaarden,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (136230 421925)
zwemlocaties_rws_2021.20,55,NLBW91_DERSCPBSD,DERSCPBSD,DE RIETSCHOOF,136972,420929,51.7767,5.126,Zuid-Nederland,GELDERLAND,De Rietschoof,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (136972 420929)
zwemlocaties_rws_2021.21,56,NLBW91_WELLBSD,WELLBSD,STRANDBAD WELL,141102,417666,51.7475,5.186,Zuid-Nederland,GELDERLAND,Strandbad Well,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (141102 417666)
zwemlocaties_rws_2021.22,57,NLBW93_RHEDLNOVR,RHEDLNOVR,RHEDERLAAG NOORDOEVER,200290,446195,52.0023,6.0468,Oost-Nederland,GELDERLAND,RHEDERLAAG NOORDOEVER,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_IJSSEL,IJssel,BW,,POINT (200290 446195)
zwemlocaties_rws_2021.23,58,NLBW93_RHEDLBSSD,RHEDLBSSD,RHEDERLAAG BAHRSCHE STRAND,199966,444530,51.9873,6.0418,Oost-Nederland,GELDERLAND,Rhederlaag Bahrsche Strand,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL93_IJSSEL,IJssel,BW,,POINT (199966 444530)
zwemlocaties_rws_2021.24,59,NLBW91_GOUDGNELD ,GOUDGNELD,DE GOUDEN HAM CAMPING HET GROENE EILAND,166126,427343,51.8346,5.5486,Zuid-Nederland,GELDERLAND,De Gouden Ham Campingpark Het Groene Eiland,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BM,Bedijkte Maas,BW,,POINT (166126 427343)
zwemlocaties_rws_2021.25,61,NLBW81_DELFZBSD,DELFZBSD,"ZEESTRAND EEMSHOTEL, DELFZIJL",257864,595370,53.3348,6.9314,Noord-Nederland,GRONINGEN,"Zeestrand Eemshotel, Delfzijl",Aanvaardbaar,Goed,Goed,Gesloten,Aanvaardbaar,Slecht,nee,NL81_2,Eems-Dollard,KO,,POINT (257864 595370)
zwemlocaties_rws_2021.26,62,NLBW81_TERMTZBSD,TERMTZBSD,ZEESTRAND TERMUNTEN,264616,591963,53.3029,7.0315,Noord-Nederland,GRONINGEN,Zeestrand Termunten,Slecht,Wijziging,Goed,Aanvaardbaar,Slecht,Slecht,nee,NL81_2,Eems-Dollard,KO,,POINT (264616 591963)
zwemlocaties_rws_2021.27,63,NLBW91_CBRAND50,DAGSDKSZZ,"DE KIS ZUID, PLAS EILAND",187932,349851,51.1372,5.8577,Zuid-Nederland,LIMBURG,"De Kis Zuid, Plas Eiland",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,BW,,POINT (187932 349851)
zwemlocaties_rws_2021.28,64,NLBW91_CBRAND80,DAGSDKSNZ,"DE KIS NOORD, PLAS BRANDT",188053,350023,51.1387,5.8595,Zuid-Nederland,LIMBURG,BRANDT DAGSTRAND DE KIS NOORDZ. D2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,BW,,POINT (188053 350023)
zwemlocaties_rws_2021.29,65,NLBW91_CDILKE35,DIKLPS,DILKENSPLAS,185144,346909,51.1109,5.8176,Zuid-Nederland,LIMBURG,Dagstrand Dilkensplas 2 D2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,BW,,POINT (185144 346909)
zwemlocaties_rws_2021.30,66,NLBW91_CDOUVE30,CAMPBTNSN,RECREATIESTRAND VELMANS/NIESSEN/VAN ASS,196171,357838,51.2084,5.9764,Zuid-Nederland,LIMBURG,Recreatiestrand Camping Barten/Niessen,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (196171 357838)
zwemlocaties_rws_2021.31,67,NLBW91_CGRHEG10,DAGSDGTHGE,DAGSTRAND DE GROTE HEGGE,186746,351694,51.1538,5.8409,Zuid-Nederland,LIMBURG,Grote Hegge Dagstrand D2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91GM,Grensmaas,BW,,POINT (186746 351694)
zwemlocaties_rws_2021.32,68,NLBW91_CHATEN50,MARNODHKE,RECREATIESTRAND RESORT MARINA OOLDERHUUSKE,194688,355807,51.1903,5.9549,Zuid-Nederland,LIMBURG,RECREATIESTRAND RESORT MARINA OOLDERHUUSKE,Slecht,Slecht,Wijziging,Goed,Uitstekend,Goed,ja,NL91ZM,Zandmaas,BW,,POINT (194688 355807)
zwemlocaties_rws_2021.33,69,NLBW91_CHORNE50,DAGSDWD,DAGSTRAND AREA X,195200,357449,51.205,5.9624,Zuid-Nederland,LIMBURG,Dagstrand Area X,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (195200 357449)
zwemlocaties_rws_2021.34,70,NLBW91_CKOEWE20,WATSCTKWDE,RECREATIESTRAND COMFORTPARC WESSEM,188919,351687,51.1536,5.872,Zuid-Nederland,LIMBURG,Recreatiestrand Comfortparc Wessem,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91GM,Grensmaas,BW,,POINT (188919 351687)
zwemlocaties_rws_2021.35,71,NLBW91_CLEUKE20,LEUKMR,RECREATIESTRAND VAKANTIEPARK LEUKERMEER,201817,397809,51.5673,6.0625,Zuid-Nederland,LIMBURG,Recreatiestrand Vakantiepark Leukermeer,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91ZM,Zandmaas,BW,,POINT (201817 397809)
zwemlocaties_rws_2021.36,72,NLBW91_CMOOKE85,MOOKPS,RECREATIEGEBIED MOOKERPLAS,192485,416085,51.7322,5.9298,Zuid-Nederland,LIMBURG,Recreatiegebied Mookerplas,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (192485 416085)
zwemlocaties_rws_2021.37,73,NLBW91_CNINAC10,WATRCATHTBR,RECREATIESTRAND CAMPING HATENBOER,196051,356412,51.1956,5.9745,Zuid-Nederland,LIMBURG,Nieuwe Nack Dagstrand,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,BW,,POINT (196051 356412)
zwemlocaties_rws_2021.38,74,NLBW91_CPIETE20,WKCEDN,PLAS WRC EIJSDEN (HOGE WEERD) MAASTRICHT,177000,314301,50.8182,5.6994,Zuid-Nederland,LIMBURG,Naturisten Vereniging Pietersplas D2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177000 314301)
zwemlocaties_rws_2021.39,75,NLBW91_CWRCEI20,DAGSOMLD,"PLAS WRC EIJSDEN, OOST MAARLAND ZUID",177372,312662,50.8034,5.7045,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Zuid",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177372 312662)
zwemlocaties_rws_2021.40,76,NLBW91_CWRCEI25,NATRTDSOMLD,PLAS WRC EIJSDEN OOST MAARLAND NOORD,177424,313155,50.8078,5.7053,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Noord",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,BW,,POINT (177424 313155)
zwemlocaties_rws_2021.41,77,NLBW91_CLTHHAM1,LITHSHDSD,"LITHSE HAM, DAGSTRAND",156609,424642,51.8104,5.4105,Zuid-Nederland,NOORD-BRABANT,"Lithse Ham, Dagstrand",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (156609 424642)
zwemlocaties_rws_2021.42,78,NLBW91_CLTHHAM2,LITHSHGMTSD,"LITHSE HAM, GEMEENTESTRAND",157096,425146,51.8149,5.4176,Zuid-Nederland,NOORD-BRABANT,"Lithse Ham, Gemeentestrand",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (157096 425146)
zwemlocaties_rws_2021.43,79,NLBW91_CLTHHEM1,HEMRSWDSD,"HEMELRIJKSE WAARD, DAGSTRAND",161532,423439,51.7996,5.4819,Zuid-Nederland,NOORD-BRABANT,Hemelrijkse waard dagstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (161532 423439)
zwemlocaties_rws_2021.44,80,NLBW91_CUIJKPL2,KRAAIJEBSPS2,KRAAIJENBERGSE PLAS 2,185772,418165,51.7513,5.8328,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 2,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (185772 418165)
zwemlocaties_rws_2021.45,81,NLBW91_CUIJKPL3,KRAAIJEBSPS3,KRAAIJENBERGSE PLAS 3,185101,418014,51.75,5.8231,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 3,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (185101 418014)
zwemlocaties_rws_2021.46,82,NLBW91_UIJHEE1,HEESWSKPN,HEESWIJKSE KAMPEN,186917,417774,51.7478,5.8494,Zuid-Nederland,NOORD-BRABANT,Heeswijkse Kampen,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (186917 417774)
zwemlocaties_rws_2021.47,83,NLBW94_AAKVBSD,AAKVBSD,"AAKVLAAI, BADSTRAND",118898,415115,51.7236,4.8647,West-Nederland zuid,NOORD-BRABANT,Aakvlaai badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (118898 415115)
zwemlocaties_rws_2021.48,84,NLBW91_DEHGWCPBSD,DEHGWCPBSD,"DE HOOGE WAARD, CAMPING BADSTRAND",133980,421298,51.7799,5.0826,Zuid-Nederland,NOORD-BRABANT,"De Hoge Waard, camping badstrand",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,BW,,POINT (133980 421298)
zwemlocaties_rws_2021.49,85,NLBW94_DEMTPCPBSD,DEMTPCPBSD,DE MOSTERDPOT,128333,425697,51.8193,5.0004,West-Nederland zuid,NOORD-BRABANT,DE MOSTERDPOT,Goed,Goed,Goed,Goed,Goed,Uitstekend,nee,NL94_3,"Beneden Merwede, Boven Merwede, Sliedrechtse Biesbosch, Waal, Afgedamde Maas-Noord",BW,,POINT (128333 425697)
zwemlocaties_rws_2021.50,87,NLBW94_NOORDGVDPBSD,NOORDGVDPBSD,"NOORDERGAT VAN DE PLOMP, BADSTRAND",113854,414716,51.7197,4.7918,West-Nederland zuid,NOORD-BRABANT,"Noordergat van de plomp, badstrand",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (113854 414716)
zwemlocaties_rws_2021.51,88,NLBW94_RIETPBSD,RIETPBSD,"RIETPLAAT, BADSTRAND",112914,417988,51.749,4.7778,West-Nederland zuid,NOORD-BRABANT,Rietplaat badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (112914 417988)
zwemlocaties_rws_2021.52,89,NLBW91_WIJKSWDBSD,WIJKSWDBSD,"WIJKSCHE WAARD, BADSTRAND",137244,420598,51.7738,5.1299,Zuid-Nederland,NOORD-BRABANT,"Wijksche Waard, badstrand",Aanvaardbaar,Goed,Goed,Uitstekend,Goed,Goed,nee,NL94_5,Beneden Maas,BW,,POINT (137244 420598)
zwemlocaties_rws_2021.53,90,NLBW92_BROEKHVN,BROEKHVN,RECREATIEPARK BROEKERHAVEN,146194,522158,52.6868,5.257,Midden-Nederland,NOORD-HOLLAND,Recreatiepark Broekerhaven,Uitstekend,Goed,Uitstekend,Uitstekend,Goed,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (146193.8489000015 522158.03500000015)
zwemlocaties_rws_2021.54,1,NLBW92_ABBSD,ABBSD,ABBERTSTRAND,186643,502553,52.5097,5.8533,Midden-Nederland,FLEVOLAND,Abbertstrand,Goed,Goed,Goed,Goed,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (186643 502553)
zwemlocaties_rws_2021.55,2,NLBW92_ALMRBSD,ALMRBSD,SURFSTRAND ALMERE,142600,483024,52.335,5.2053,Midden-Nederland,FLEVOLAND,Surfstrand Almere Haven,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (142600 483024)
zwemlocaties_rws_2021.56,3,NLBW92_ALMRJHVN,ALMRJHVN,ZWEMSTRAND ALMERE,143104,482783,52.3328,5.2127,Midden-Nederland,FLEVOLAND,Zwemstrand Almere Haven,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (143103.57809999958 482782.63259999827)
zwemlocaties_rws_2021.57,4,NLBW92_ELLSD,ELLSD,ELLERSTRAND,182212,494082,52.4338,5.7873,Midden-Nederland,FLEVOLAND,Ellerstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (182212.23970000073 494081.6063000001)
zwemlocaties_rws_2021.58,5,NLBW92_ERKMDSOT,ERKMDSOT,ERKEMEDERSTRAND,161962,475441,52.2669467,5.48919301,Midden-Nederland,FLEVOLAND,ERKEMEDERSTRAND,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (161962 475441)
zwemlocaties_rws_2021.59,6,NLBW92_HARDSD,HARDSD,HARDERSTRAND,171218,488083,52.3804,5.6254,Midden-Nederland,FLEVOLAND,Harderstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (171218.3295999989 488082.9384999983)
zwemlocaties_rws_2021.60,7,NLBW92_HOUTRHBSD,HOUTRHBSD,HOUTRIBHOEK,159646,506871,52.5494,5.4557,Midden-Nederland,FLEVOLAND,"HOUTRIBHOEK, LELYSTAD",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (159646.27219999954 506870.8990000002)
zwemlocaties_rws_2021.61,8,NLBW92_HARDWKZSD,HARDWKZSD,HARDERWIJKERZAND,147675,479354,52.3021,5.2798,Midden-Nederland,NOORD-HOLLAND,HARDERWIJKERZAND,Nieuw,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (147675 479354)
zwemlocaties_rws_2021.62,9,NLBW92_LAAKSSD,LAAKSSD,LAAKSE STRAND,158630,474410,52.2577,5.4404,Midden-Nederland,FLEVOLAND,LAAKSE STRAND,Uitstekend,Goed,Goed,Aanvaardbaar,Aanvaardbaar,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (158630.12460000068 474409.7474000007)
zwemlocaties_rws_2021.63,10,NLBW92_MUIDZD,MUIDZD,ALMEERDERSTRAND,138056,483086,52.3354,5.1386,Midden-Nederland,FLEVOLAND,ALMEERDERSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_MARKERMEER,Markermeer,BW,,POINT (138056 483086)
zwemlocaties_rws_2021.64,11,NLBW92_RIVRBZWT,RIVRBZWT,RIVIERA BEACH ZUID,183127,495097,52.4429,5.8009,Midden-Nederland,FLEVOLAND,Riviera Beach Zuid,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183126.7575000003 495096.5117000006)
zwemlocaties_rws_2021.65,12,NLBW92_RIVRCPZSOT,RIVRCPZSOT,RIVIERA BEACH NOORD,183449,495669,52.4481,5.8057,Midden-Nederland,FLEVOLAND,RIVIERA BEACH NOORDOOST,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Aanvaardbaar,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183449.28770000115 495669.1015000008)
zwemlocaties_rws_2021.66,13,NLBW92_SCHOKKHVRCAT,SCHOKKHVRCAT,STRAND SCHOKKERHAVEN,179153,513894,52.612,5.7438,Midden-Nederland,FLEVOLAND,Strand Schokkerhaven,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_KETELMEER_VOSSEMEER,Ketelmeer + Vossemeer,BW,,POINT (179153.1053000018 513893.6746000014)
zwemlocaties_rws_2021.67,14,NLBW92_SPIJKSD,SPIJKSD,SPIJKSTRAND,183814,496540,52.4559,5.8111,Midden-Nederland,FLEVOLAND,SPIJKSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (183813.92350000143 496540.25360000134)
zwemlocaties_rws_2021.68,15,NLBW92_URKWTHVN,URKWTHVN,STRAND STAVERSEKADE,169015,519173,52.6598,5.5943,Midden-Nederland,FLEVOLAND,Strand Staversekade,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (169014.92119999975 519172.64719999954)
zwemlocaties_rws_2021.69,16,NLBW92_WOLDSD,WOLDSD,WOLDSTRAND,165998,482170,52.3274,5.5485,Midden-Nederland,FLEVOLAND,WOLDSTRAND,Uitstekend,Goed,Goed,Aanvaardbaar,Goed,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (165998 482170)
zwemlocaties_rws_2021.70,17,NLBW92_ZILVSD,ZILVSD,ZILVERSTRAND,138799,482374,52.3291,5.1495,Midden-Nederland,FLEVOLAND,Zilverstrand,Gesloten,Gesloten,gesloten,gesloten,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (138799 482374)
zwemlocaties_rws_2021.71,18,NLBW81_BURBSD,BURBSD,"BADSTRAND BUREN, AMELAND",183034,608653,53.4633,5.8093,Noord-Nederland,FRYSLÂN,Buren Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (183034 608653)
zwemlocaties_rws_2021.72,19,NLBW81_HARLGSBSD,HARLGSBSD,"HARLINGERSTRAND, HARLINGEN",156836,575569,53.1668,5.4147,Noord-Nederland,FRYSLÂN,"Harlingerstrand, Harlingen",Goed,Uitstekend,Goed,Goed,Goed,Aanvaardbaar,nee,NL81_10,Waddenzee vastelandskust,KO,,POINT (156835.82200000063 575568.6369999982)
zwemlocaties_rws_2021.73,20,NLBW81_HOLLBSD,HOLLBSD,"BADSTRAND HOLLUM, AMELAND",170000,607104,53.45,5.613,Noord-Nederland,FRYSLÂN,Ameland West,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL81_1,Waddenzee,KO,,POINT (170000 607104)
