FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,eu_2015,eu_2016,eu_2017,eu_2018,eu_2019,eu_actueel,blauwalg,krw_code,krw_systee,type_water,gdb_geomattr_data,shape
zwemlocaties_rws_2021.145,220,NLBW89_VEERBTSD,VEERBTSD,VEERE BASTIONSTRAND,35565,397200,51.5511,3.6651,Zee en Delta,ZEELAND,VEERE BASTIONSTRAND,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (35565 397200)
zwemlocaties_rws_2021.146,221,NLBW89_KORTGNWBWBSD,KORTGNWBWBSD,KORTGENE (WESTBERMWEG) BADSTRAND,44066,396925,51.5503,3.7877,Zee en Delta,ZEELAND,KORTGENE WESTBERMWEG BADSTRAND,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (44066 396925)
zwemlocaties_rws_2021.147,222,NLBW95_TWEEDMVTBSD,TWEEDMVTBSD,TWEEDE MAASVLAKTE,58100,438510,51.9266,3.9784,Zee en Delta,ZUID-HOLLAND,MAASVLAKTE II,geen,geen,nieuw,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (58100 438510)
zwemlocaties_rws_2021.148,223,NLBW94_BIESBMRNA,BIESBMRNA,"BIESBOSCH MARINA, BADZONE STRAND",115977,413153,51.7058,4.8226,West-Nederland zuid,NOORD-BRABANT,BIESBOSCH MARINA,geen,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (115977 413153)
zwemlocaties_rws_2021.149,224,NLBW92_KOOPMPDR2,KOOPMPDR2,ANDIJK ZWEMSTRAND,140703,528057,52.7397,5.1755,Midden-Nederland,NOORD-HOLLAND,ANDIJK ZWEMSTRAND,geen,geen,nieuw,Slecht,Aanvaardbaar,Aanvaardbaar,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (140703 528057)
zwemlocaties_rws_2021.150,225,NLBW92_EEMHOFSTR,EEMHOFSTR,BEACHSTRAND EEMHOF,155197,474653,52.2599,5.3901,Midden-Nederland,FLEVOLAND,BEACHSTRAND EEMHOF,geen,geen,nieuw,Goed,Aanvaardbaar,Goed,nee,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (155197 474653)
zwemlocaties_rws_2021.151,226,NLBW92_RCNZWMSTR,RCNZWMSTR,RCN STRAND,165890,480218,52.3098,5.5469,Midden-Nederland,FLEVOLAND,RCN STRAND,geen,geen,nieuw,Aanvaardbaar,Goed,Goed,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (165890 480218)
zwemlocaties_rws_2021.152,227,NLBW93_SPIEGWLLT,SPIEGWLLT,SPIEGELWAAL,187568,429715,51.85504928,5.8599309,Oost-Nederland,GELDERLAND,DE SPIEGELWAAL LENT,geen,geen,geen,nieuw,Uitstekend,Uitstekend,ja,NL93_8,"Bovenrijn, Waal",BW,,POINT (187568 429715)
zwemlocaties_rws_2021.153,228,NLBW89_BROUWHVBSD,BROUWHVBSD,BROUWERSHAVEN BADSTRAND,53320,416885,51.73143871,3.91528156,Zee en Delta,ZEELAND,BROUWERSHAVEN,geen,geen,geen,nieuw,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (53320 416885)
zwemlocaties_rws_2021.154,229,NLBW92_BREMBSD,BREMBSD,BREMERBAAI,178207,492114,52.41634906,5.72831865,Midden-Nederland,FLEVOLAND,BREMERBAAISTRAND BIDDINGHUIZEN,geen,geen,geen,nieuw,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (178207 492114)
zwemlocaties_rws_2021.155,233,NLBW92_YBGBSD2019,YBGBSD2019,STRAND IJBURG,129601,485393,52.35585,5.01438,Midden-Nederland,NOORD-HOLLAND,STRAND IJBURG,geen,geen,geen,geen,Nieuw,Uitstekend,ja,NL92_MARKERMEER,Markermeer,BW,,POINT (129600.89799999818 485392.6889999993)
zwemlocaties_rws_2021.156,231,NLBW91_KRAAIJBSPLBS,KRAAIJBSPLBS,KRAAIJENBERGSE PLAS BEERS,185312,415622,51.72851,5.82595,Zuid-Nederland,NOORD-BRABANT,KRAAIJENBERGSE PLASSEN BEERS,geen,geen,geen,geen,Nieuw,Uitstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (185310 415618.0001000017)
zwemlocaties_rws_2021.157,232,NLBW91_KRAAIJBSPLDD,KRAAIJBSPLDD,KRAAIJENBERGSE PLAS OP DEN DRUL,186309,416914,51.7401,5.8405,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse Plas Op den Drul,geen,geen,geen,geen,Nieuw,UItstekend,nee,NL91BM,Bedijkte Maas,BW,,POINT (186309 416914)
zwemlocaties_rws_2021.158,230,NLBW92_NULDBSDZ,NULDBSDZ,STRAND NULDE ZUID,164799,475412,52.26664,5.53075,Midden-Nederland,GELDERLAND,STRAND NULDE ZUID,geen,geen,geen,geen,Nieuw,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (164798.7087999992 475411.88500000164)
zwemlocaties_rws_2021.159,146,NLBW89_CADZBSD,CADZBSD,CADZAND BADSTRAND,16480,378950,51.3827,3.3972,Zee en Delta,ZEELAND,CADZAND BADSTRAND,Goed,Goed,Goed,Goed,Uitstekend,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (16480 378950)
zwemlocaties_rws_2021.160,147,NLBW89_COLPBSD,COLPBSD,COLIJNSPLAAT BADSTRAND,47910,402760,51.6035,3.8413,Zee en Delta,ZEELAND,COLIJNSPLAAT BADSTRAND,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (47910 402760)
zwemlocaties_rws_2021.161,148,NLBW89_DENOSBSD,DENOSBSD,DEN OSSE BADSTRAND,51950,417950,51.7408,3.8951,Zee en Delta,ZEELAND,DEN OSSE BADSTRAND,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (51950 417950)
zwemlocaties_rws_2021.162,149,NLBW89_DOMBBSD,DOMBBSD,DOMBURG BADSTRAND,23920,399320,51.5675,3.4965,Zee en Delta,ZEELAND,Domburg Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (23920 399320)
zwemlocaties_rws_2021.163,150,NLBW89_ELLMBSD,ELLMBSD,SCHARENDIJKE BADSTRAND,46630,418060,51.7407,3.8181,Zee en Delta,ZEELAND,ELLEMEET BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (46630 418060)
zwemlocaties_rws_2021.164,151,NLBW89_GREVLGDBSD,GREVLGDBSD,GREVELINGENDAM BADSTRAND,67210,410850,51.6796,4.1178,Zee en Delta,ZEELAND,Grevelingendam Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (67210 410850)
zwemlocaties_rws_2021.165,152,NLBW89_GREVLGDPOBSD,GREVLGDPOBSD,GREVELINGENDAM PLAAT VAN OUDE TONGE BADSTRAND,68710,410390,51.6757,4.1396,Zee en Delta,ZEELAND,Grevelingendam Plaat van Oude Tonge Badstrand,Goed,Uitstekend,Goed,Goed,Aanvaardbaar,Goed,nee,nl89_oostsde,Oosterschelde,KO,,POINT (68710 410390)
zwemlocaties_rws_2021.166,153,NLBW89_KAMPLBJBSD,KAMPLBJBSD,KAMPERLAND DE BANJAARD BADSTRAND,35540,402070,51.5948,3.6631,Zee en Delta,ZEELAND,KAMPERLAND DE BANJAARD Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (35540 402070)
zwemlocaties_rws_2021.167,154,NLBW89_KAMPLRPBSD,KAMPLRPBSD,KAMPERLAND DE ROOMPOT BADSTRAND,40175,401873,51.594,3.73,Zee en Delta,ZEELAND,KAMPERLAND DE ROOMPOT,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (40175 401873)
zwemlocaties_rws_2021.168,156,NLBW89_KATSVBSD,KATSVBSD,KATSE VEER BADSTRAND,49640,395700,51.5404,3.8684,Zee en Delta,ZEELAND,KATSE VEER BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (49640 395700)
zwemlocaties_rws_2021.169,157,NLBW89_KRABBDKRHBSD,KRABBDKRHBSD,KRABBENDIJKE ROELSHOEK BADSTRAND,67270,383800,51.4365,4.1255,Zee en Delta,ZEELAND,KRABBENDIJKE ROELSHOEK,Goed,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,nl89_oostsde,Oosterschelde,KO,,POINT (67270 383800)
zwemlocaties_rws_2021.170,158,NLBW89_KRAMMSLBKBSD,KRAMMSLBKBSD,KRAMMERSLUIS LAAGBEKKEN BADSTRAND,71045,407377,51.6489,4.1741,Zee en Delta,ZEELAND,Krammersluis Laagbekken Badstrand,Uitstekend,Uitstekend,gesloten,gesloten,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (71045 407377)
zwemlocaties_rws_2021.171,159,NLBW89_NEELTJBSD,NEELTJBSD,NEELTJE JANS BADSTRAND,38060,406840,51.6382,3.6978,Zee en Delta,ZEELAND,NEELTJE JANS BADSTRAND,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (38060 406840)
zwemlocaties_rws_2021.172,160,NLBW89_NIEUWHSDVBSD,NIEUWHSDVBSD,NIEUW HAAMSTEDE VUURTORENPAD BADSTRAND,37270,415330,51.7143,3.6836,Zee en Delta,ZEELAND,NIEUW HAAMSTEDE VUURTORENPAD Badstrand,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (37270 415330)
zwemlocaties_rws_2021.173,161,NLBW89_NIEUWVBOBSD,NIEUWVBOBSD,NIEUWVLIET-BAD OOST BADSTRAND,20500,380050,51.3936,3.4545,Zee en Delta,ZEELAND,NIEUWVLIET-BAD OOST BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (20500 380050)
zwemlocaties_rws_2021.174,162,NLBW89_OESTDWZDBSD,OESTDWZDBSD,OESTERDAM WESTZIJDE BADSTRAND,73834,388459,51.4793,4.2188,Zee en Delta,ZEELAND,OESTERDAM WESTZIJDE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (73834 388459)
zwemlocaties_rws_2021.175,163,NLBW89_OOSTKPLDWBSD,OOSTKPLDWBSD,OOSTKAPELLE DUINWEG BADSTRAND,27060,401050,51.5838,3.5411,Zee en Delta,ZEELAND,OOSTKAPELLE DUINWEG BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (27060 401050)
zwemlocaties_rws_2021.176,165,NLBW89_OUWKHOWKBSD,OUWKHOWKBSD,OUWERKERK HOEK VAN OUWERKERK BADSTRAND,56250,404000,51.6162,3.9613,Zee en Delta,ZEELAND,OUWERKERK HOEK VAN OUWERKERK BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (56250 404000)
zwemlocaties_rws_2021.177,166,NLBW89_PERKPDBSD,PERKPDBSD,PERKPOLDER BADSTRAND,59515,380075,51.4017,4.015,Zee en Delta,ZEELAND,PERKPOLDER BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,KO,,POINT (59515 380075)
zwemlocaties_rws_2021.178,167,NLBW89_PIETBSD,PIETBSD,DE PIET BADSTRAND,39702,394530,51.5279,3.7256,Zee en Delta,ZEELAND,DE PIET BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (39702 394530)
zwemlocaties_rws_2021.179,168,NLBW89_RENSJRNSWBSD,RENSJRNSWBSD,RENESSE J. VAN RENESSEWEG BADSTRAND,42840,418310,51.7422,3.7632,Zee en Delta,ZEELAND,RENESSE J. VAN RENESSEWEG BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (42840 418310)
zwemlocaties_rws_2021.180,169,NLBW89_RENSLEWBSD,RENSLEWBSD,RENESSE WILHELMINAHOEVE BADSTRAND,41984,418043,51.7397,3.7509,Zee en Delta,ZEELAND,RENESSE LUIEWEG BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (41984 418043)
zwemlocaties_rws_2021.181,170,NLBW89_RITTFRMKBSD,RITTFRMKBSD,RITTHEM FORT RAMMEKENS BADSTRAND,34710,386190,51.4519,3.6565,Zee en Delta,ZEELAND,Ritthem Fort Rammekens Badstrand,Aanvaardbaar,Goed,Uitstekend,Uitstekend,Uitstekend,Goed,nee,nl89_westsde,Westerschelde,KO,,POINT (34710 386190)
zwemlocaties_rws_2021.182,171,NLBW89_SCHOTSMCPBSD,SCHOTSMCPBSD,SCHOTSMAN CAMPENSWEG BADSTRAND,34580,399850,51.5747,3.65,Zee en Delta,ZEELAND,SCHOTSMAN CAMPENSWEG BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (34580 399850)
zwemlocaties_rws_2021.183,172,NLBW89_SINTMTDMEBSD,SINTMTDMEBSD,SINT MAARTENSDIJK MUIEPOLDER BADSTRAND,63605,394600,51.5329,4.07,Zee en Delta,ZEELAND,SINT MAARTENSDIJK MUIEPOLDER,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (63605 394600)
zwemlocaties_rws_2021.184,173,NLBW89_SINTPLLBSD,SINTPLLBSD,SINT PHILIPSLAND BADSTRAND,70098,403596,51.6148,4.1613,Zee en Delta,ZEELAND,SINT PHILIPSLAND BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (70097.58999999985 403596.1649999991)
zwemlocaties_rws_2021.185,174,NLBW89_VEERSGDMZBSD,VEERSGDMZBSD,VEERSEGAT DAM MEERZIJDE BADSTRAND,33080,400840,51.5832,3.628,Zee en Delta,ZEELAND,VEERSEGAT DAM MEERZIJDE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (33080 400840)
zwemlocaties_rws_2021.186,175,NLBW89_VLISSGNLBSD,VLISSGNLBSD,VLISSINGEN NOLLE BADSTRAND,27290,386180,51.4502,3.5498,Zee en Delta,ZEELAND,VLISSINGEN NOLLE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (27290 386180)
zwemlocaties_rws_2021.187,176,NLBW89_VROUWPDBZBSD,VROUWPDBZBSD,VROUWENPOLDER BREEZAND BADSTRAND,32550,401610,51.59,3.6201,Zee en Delta,ZEELAND,VROUWENPOLDER BREEZAND BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (32550 401610)
zwemlocaties_rws_2021.188,177,NLBW89_WEMDGBSD,WEMDGBSD,WEMELDINGE BADSTRAND,58700,393380,51.5212,3.9996,Zee en Delta,ZEELAND,WEMELDINGE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (58700 393380)
zwemlocaties_rws_2021.189,178,NLBW89_WESTKPLERBSD,WESTKPLERBSD,WESTKAPELLE ERIKA BADSTRAND,19730,394590,51.524,3.4379,Zee en Delta,ZEELAND,Westkapelle Erika Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (19730 394590)
zwemlocaties_rws_2021.190,179,NLBW89_WESTRPBSD,WESTRPBSD,WEST REPART BADSTRAND,47397,417900,51.7395,3.8293,Zee en Delta,ZEELAND,WEST REPART BADSTRAND,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (47397 417900)
zwemlocaties_rws_2021.191,180,NLBW89_WESTSWRTDBSD,WESTSWRTDBSD,WESTERSCHOUWEN ROTONDE BADSTRAND,38440,410330,51.6696,3.7022,Zee en Delta,ZEELAND,WESTERSCHOUWEN ROTONDE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (38440 410330)
zwemlocaties_rws_2021.192,91,NLBW92_DENOVZDHVN,DENOVZDHVN,"STRAND ZUIDERHAVEN, DEN OEVER",131647,549453,52.9316,5.0399,Midden-Nederland,NOORD-HOLLAND,"Strand Zuiderhaven, Den Oever",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (131646.77560000122 549452.9847000018)
zwemlocaties_rws_2021.193,93,NLBW92_ENKHZRCATPKZ,ENKHZRCATPKZ,ENKHUIZERZAND,148585,524993,52.7123,5.2923,Midden-Nederland,NOORD-HOLLAND,Enkhuizerzand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (148585 524993)
zwemlocaties_rws_2021.194,94,NLBW92_GOUWZBD,GOUWZBD,WATERLANDSTRAND HEMMELAND MONNICKENDAM,131987,496426,52.4551,5.0486,Midden-Nederland,NOORD-HOLLAND,RECREATIEGEBIED HEMMELAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (131986.87200000137 496426.1548999995)
zwemlocaties_rws_2021.195,95,NLBW92_HOORNSPHK,HOORNSPHK,SCHELLINKHOUTERDIJK,134066,517125,52.6412,5.0779,Midden-Nederland,NOORD-HOLLAND,"Schellinkhouterdijk, Hoorn",Uitstekend,Uitstekend,Goed,Goed,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (134066 517125)
zwemlocaties_rws_2021.196,96,NLBW92_HUIZMT,HUIZMT,STRAND GOOIERHOOFD-ZOMERKADE,146230,479839,52.3064,5.2586,Midden-Nederland,NOORD-HOLLAND,Strand Gooierhoofd-zomerkade,Goed,Uitstekend,Goed,Goed,Goed,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (146230.0080000013 479839.03610000014)
zwemlocaties_rws_2021.197,97,NLBW92_HUIZSSBG,HUIZSSBG,STRAND VOORLAND STICHTSEBRUG,148861,478861,52.2977,5.2972,Midden-Nederland,NOORD-HOLLAND,Stichtse Brug,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (148861 478861)
zwemlocaties_rws_2021.198,98,NLBW92_MEDBK,MEDBK,VOOROEVER; VLIETSINGEL POEL,136901,530845,52.7646,5.1191,Midden-Nederland,NOORD-HOLLAND,VOOROEVER; VLIETSINGEL POEL,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (136901 530844.509300001)
zwemlocaties_rws_2021.199,99,NLBW92_MUIDBG,MUIDBG,MUIDERBERG,136644,482481,52.33,5.1179,Midden-Nederland,NOORD-HOLLAND,Muiderberg,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (136643.9615000002 482481.3077000007)
zwemlocaties_rws_2021.200,100,NLBW92_NAARDBS,NAARDBBSD,NAARDERBOS,138463,481124,52.3178,5.1447,Midden-Nederland,NOORD-HOLLAND,Naarderbos,Goed,Goed,Goed,Goed,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (138463 481124)
zwemlocaties_rws_2021.201,101,NLBW92_NESBS,NESBS,VOOROEVER HET NESBOS,137277,529798,52.7552,5.1247,Midden-Nederland,NOORD-HOLLAND,VOOROEVER HET NESBOS,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (137276.9833999984 529798.1169000007)
zwemlocaties_rws_2021.202,103,NLBW92_SCHARDM,SCHARDM,STRAND SCHARDAM,130233,511856,52.5937,5.0217,Midden-Nederland,NOORD-HOLLAND,STRAND SCHARDAM,Aanvaardbaar,Goed,Goed,Uitstekend,Uitstekend,Goed,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (130233 511856)
zwemlocaties_rws_2021.203,104,NLBW92_SCHELLHT,SCHELLHT,RECREATIEGEBIED UITERDIJK SCHELLINKHOUT,136944,516169,52.6327,5.1205,Midden-Nederland,NOORD-HOLLAND,Recreatiegebied Uiterdijk Schellinkhout,Uitstekend,Uitstekend,Goed,Goed,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (136943.84809999913 516168.8383000009)
zwemlocaties_rws_2021.204,105,NLBW92_SLOBBLD,SLOBBLD,"SLOBBELAND, VOLENDAM",133599,500513,52.4919,5.0721,Midden-Nederland,NOORD-HOLLAND,SLOBBELAND VOLENDAM,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (133599.40879999846 500512.8883000016)
zwemlocaties_rws_2021.205,106,NLBW92_UITDDPG,UITDDPG,STRAND UITDAM,133656,492978,52.4242,5.0734,Midden-Nederland,NOORD-HOLLAND,Strand Uitdam,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (133655.6435999982 492977.84430000186)
zwemlocaties_rws_2021.206,107,NLBW92_WARDR,WARDR,WARDER,130979,508786,52.5662,5.0329,Midden-Nederland,NOORD-HOLLAND,WARDER,Aanvaardbaar,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (130979.43250000104 508786.4620999992)
zwemlocaties_rws_2021.207,108,NLBW92_STRNDLNDH,STRNDLNDH,STRANDEILAND HARDERWIJK,170363,484777,52.3507,5.6127,Midden-Nederland,GELDERLAND,STRANDEILAND HARDERWIJK,Nieuw,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,BW,,POINT (170363 484777)
zwemlocaties_rws_2021.208,109,NLBW95_BERGAZBSD,BERGAZBSD,BERGEN AAN ZEE,103500,519550,52.661,4.626,Zee en Delta,NOORD-HOLLAND,Bergen aan Zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (103500 519550)
zwemlocaties_rws_2021.209,110,NLBW95_BLEEKBSD,BLEEKBSD,BLEEKERSVALLEI,110620,564950,53.0696,4.7251,Zee en Delta,NOORD-HOLLAND,Bleekersvallei,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (110620 564950)
zwemlocaties_rws_2021.210,111,NLBW95_BLOEMDAZBSD,BLOEMDAZBSD,BLOEMENDAAL AAN ZEE,97650,491300,52.4065,4.5444,Zee en Delta,NOORD-HOLLAND,Bloemendaal aan zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (97650 491300)
zwemlocaties_rws_2021.211,112,NLBW95_CALLOBSD,CALLOBSD,CALLANTSOOG,107940,539150,52.8375,4.6888,Zee en Delta,NOORD-HOLLAND,Callantsoog,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (107940 539150)
zwemlocaties_rws_2021.212,113,NLBW95_CAMPDBSD,CAMPDBSD,CAMPERDUIN,104232,525463,52.7142,4.6359,Zee en Delta,NOORD-HOLLAND,Camperduin,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (104232 525463)
zwemlocaties_rws_2021.213,114,NLBW95_CASTCAZBSD,CASTCAZBSD,CASTRICUM AAN ZEE,101950,508120,52.5581,4.6049,Zee en Delta,NOORD-HOLLAND,Castricum aan Zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (101950 508120)
zwemlocaties_rws_2021.214,115,NLBW95_EGMAZBSD,EGMAZBSD,EGMOND AAN ZEE,102850,514830,52.6185,4.6171,Zee en Delta,NOORD-HOLLAND,Egmond aan zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (102850 514830)
zwemlocaties_rws_2021.215,116,NLBW95_GROOTKTBSD,GROOTKTBSD,GROOTE KEETEN,108800,542150,52.8645,4.7012,Zee en Delta,NOORD-HOLLAND,Groote Keeten,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (108800 542150)
zwemlocaties_rws_2021.216,117,NLBW95_HUISDNBSD,HUISDNBSD,HUISDUINEN,109730,550160,52.9366,4.7139,Zee en Delta,NOORD-HOLLAND,Huisduinen,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (109730 550160)
zwemlocaties_rws_2021.217,118,NLBW95_IJMDZHVKSD,IJMDZHVKNSD,IJMUIDEN KLEINE STRAND,99035,497359,52.4611,4.5637,Zee en Delta,NOORD-HOLLAND,IJmuiden Kleine Strand,Uitstekend,Uitstekend,Goed,Goed,Goed,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (99035 497359)
