FID,soort_water,codebpn,disk_beh_obj_code,districtnaam,objectnaam,objecttype,beheersregime,contract,opmerking,info1,info2,info3,info4,info5,stichtingsjaar,muteerder,mutatie,geobron,hoofdwatersysteem,watersysteemnaam,watersysteemdeel,subcat,zijde,km,element,beheerder,eigenaar,onderhouder,gisobjid,nen_systeemdeel,nen_beheerobject,nen_element,nen_bouwdeel,nen_datum_vervallen,se_anno_cad_data,gdb_geomattr_data,shape
water_punten.203,71,MM3.-.L.29.95.--,"MM3.QX.L.29,95",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,L,29.95,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (187312 346825)
water_punten.204,71,MM3.-.R.15.3742.--,"MM3.QX.R.15,3742",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,15.3742,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176398 321123)
water_punten.205,71,MM3.-.R.16.377.--,"MM3.QX.R.16,377",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,16.377,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176172 320537)
water_punten.206,71,MM3.-.R.25.3627.--,"MM3.QX.R.25,3627",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,25.3627,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179422.31799999997 326615.368999999)
water_punten.207,71,MM3.-.R.30.972.--,"MM3.QX.R.30,972",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,30.972,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179952 330233)
water_punten.208,71,"BK02.-.-.98,3.--",Niet van toepassing,ZN M,Meetstation Sluis 5 beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK02,-,-,"98,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (168880 398600)
water_punten.209,71,BK01.-.-.111.--,Niet van toepassing,ZN M,Meetstation Sluis Schijndel Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK01,-,-,111,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (159057 406614)
water_punten.210,71,"BK07.-.-.0,8.--",Niet van toepassing,ZN M,Meetstation Poeldonk beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"0,8",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (152681 410480)
water_punten.211,71,"BK01.-.-.111,3.--",Niet van toepassing,ZN M,Meetstation Sluis Schijndel beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK01,-,-,"111,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (158826 406668)
water_punten.212,71,"BK03.-.-.5,2.--",Niet van toepassing,ZN W,Meetstation Sluis I Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK03,-,-,"5,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (117106 406161)
water_punten.213,71,"BK05.-.-.5,2.--",Niet van toepassing,ZN W,Meetstation Marksluis Beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK05,-,-,"5,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (116495 406710)
water_punten.214,71,"BK07.-.-.7,1.--",Niet van toepassing,ZN M,Meetstation Empel pomp 2/hevelleiding 2/pompput,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"7,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (151291 416758)
water_punten.215,71,"BK02.-.-.93,1.--",Niet van toepassing,ZN M,MeetstationSluis 6 Beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK02,-,-,"93,1",--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (171940 394510)
water_punten.216,71,"BK03.-.-.5,1.--",Niet van toepassing,ZN W,Meetstation Sluis I Spuikanaal,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK03,-,-,"5,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (117082 406277)
water_punten.217,71,"WR08.-.R.54,5.--",Niet van toepassing,ZN ZO,Meetstation Sluis 16 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"54,5",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174508.17570000142 361782.54459999874)
water_punten.218,71,"WR08.-.R.54,7.--",Niet van toepassing,ZN ZO,Meetstation Sluis 16 Beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"54,7",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174703.2298000008 361883.2945000008)
water_punten.219,71,"WR08.-.R.61,1.--",Niet van toepassing,ZN ZO,Meetstation Sluis 15 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"61,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180302 364878)
water_punten.220,71,"WR12.-.R.0,1.--",Niet van toepassing,ZN ZO,Meetstation Sluis 15 voedingskanaal,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR12,-,R,"0,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180400 364875)
water_punten.221,71,"WR08.-.R.61,2.--",Niet van toepassing,ZN ZO,Meetstation Sluis 15 beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"61,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180440 364931)
water_punten.222,71,"WR08.-.R.61,1.--",Niet van toepassing,ZN ZO,Meetstation Sluis 15 bypass,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"61,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180310 364860)
water_punten.223,71,"WR10.-.R.15,8.--",Niet van toepassing,ZN ZO,Meetstation Noordervaart,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR10,-,R,"15,8",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181170 364899)
water_punten.224,71,WR11.-.R.1.--,Niet van toepassing,ZN ZO,"Meetstation Sluis Hulsen, Noordervaart",Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR11,-,R,1,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181125 365492)
water_punten.225,71,"WR08.-.R.54,6.--",Niet van toepassing,ZN ZO,Meetstation Sluis 16 schuif 1,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"54,6",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174600 361830)
water_punten.226,71,"WR08.-.R.54,6.--",Niet van toepassing,ZN ZO,Meetstation Sluis 16 schuif 2,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"54,6",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174610 361840)
water_punten.227,71,"WR08.-.R.54,6.--",Niet van toepassing,ZN ZO,Meetstation Sluis 16 schuif 3,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"54,6",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174620 361850)
water_punten.228,71,"WR09.-.R.67,3.--",Niet van toepassing,ZN ZO,Meetstation Sluis 13,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Middenlimburgse kanalen,WR09,-,R,"67,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180100 370900)
water_punten.229,71,"BK02.-.R.67,7.--",Niet van toepassing,ZN M,Meetstation Sluis 13 beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"67,7",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180036.97199999914 371357.68499999866)
water_punten.230,71,"BK02.-.R.67,6.--",Niet van toepassing,ZN M,Meetstation Sluis 13 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"67,6",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180052.98699999973 371212.7710000016)
water_punten.231,71,"BK02.-.R.69,8.--",Niet van toepassing,ZN M,Meetstation Sluis 12 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"69,8",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179807.58700000122 373419.26199999824)
water_punten.232,71,BK02.-.R.70.--,Niet van toepassing,ZN M,Meetstation Sluis 12 Beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,70,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179792.91200000048 373562.28500000015)
water_punten.233,71,"BK03.-.-.50,1.--",Niet van toepassing,ZN M,Meetstation Blaarthem,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK03,-,-,"50,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (159087 381530)
water_punten.234,71,"BK07.-.-.0,9.--",Niet van toepassing,ZN M,Meestation Poeldonk boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"0,9",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (152700 410540)
water_punten.235,71,"WR08.-.R.49,4.--",Niet van toepassing,ZN ZO,Meetstation Lozen,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Middenlimburgse kanalen,WR08,-,R,"49,4",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (170048.9530000016 359322.1950000003)
water_punten.236,71,"BK02.-.R.83,7.--",Niet van toepassing,ZN M,Meetstation Sluis Helmond Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"83,7",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176290.34299999848 386292.88800000027)
water_punten.237,71,"BK02.-.-.93,1.--",Niet van toepassing,ZN M,Meetstation Sluis 6 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK02,-,-,"93,1",--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (171940 394510)
water_punten.238,71,"BK07.-.-.0,8.--",Niet van toepassing,ZN M,Meeststation Poeldonk POEL,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"0,8",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (152707 410528)
water_punten.239,71,WR02.-.R.70.3.ov,"WR02.QX.R.70,3",ZN ZO,MSW-meetstation Linne beneden,Watermeetstation,Wel in beheer,Niet van toepassing,Waterstandmeting,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Plassenmaas,WR02,-,R,70.3,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (193848 352457)
water_punten.240,71,WR06.-.R.114.537.--," WR06.QX.R.114,537",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Noordelijke Maas,WR06,-,R,114.537,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (208714.97399999946 382064.8280000016)
water_punten.241,71,WR05.-.R.100.732.--,"WR05.QX.R.100,732",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Plassenmaas,WR05,-,R,100.732,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (205617.8669999987 370200.04399999976)
water_punten.242,71,NM2.-.R.174.685.--,"NM2.QX.R.174,685",ZN M,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Benedenmaas Maas,NM2,-,R,174.685,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179615 419258)
water_punten.243,71,MM3.-.R.33.5104.--,"MM3.QX.R.33,5104",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,33.5104,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (179698 330870)
water_punten.244,71,MM3.-.R.44.922.--,"MM3.QX.R.44,922",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,44.922,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (182495 339991)
water_punten.245,71,MM3.-.R.5.835.--,"MM3.QX.R.5,835",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,5.835,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177328 323396)
water_punten.246,71,MM4.-.R.62.155.--,"MM4.QX.R.62,155",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,62.155,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (187475 349646)
water_punten.247,71,MM4.-.R.63.0.--,MM4.QX.R.63,ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,63.0,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (188276 349960)
water_punten.248,71,MM5.-.L.14.313.--,"MM5.QX.L.14,313",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,L,14.313,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181164 332562)
water_punten.249,71,MM4.-.L.61.5.ov,"MM4.QX.R.61,5.ov",ZN ZO,MSW-meetstation Stevensweert,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,L,61.5,ov,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (186799.3999999985 349135.6000000015)
water_punten.250,71,MM3.-.L.52.8033.--,"MM3.QX.L.52,8033",Waterdistrict Maastricht-Maas,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,L,52.8033,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (184038.3999999985 345122.3999999985)
water_punten.251,71,MM3.-.R.51.238.--,"MM3.QX.R.51,238",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,51.238,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (184571 344317)
water_punten.252,71,MM3.-.R.54.455.--,"MM3.QX.R.54,455",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,54.455,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (185873 344563)
water_punten.253,71,MM4.-.R.56.23.--,"MM4.QX.R.56,23",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,56.23,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (186214 346670)
water_punten.254,71,MM4.-.R.59.87.--,"MM4.QX.R.59,87",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,59.87,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (185914 348124)
water_punten.255,71,MM4.-.R.61.41.--,"MM4.QX.R.61,41",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,61.41,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (186673 348641)
water_punten.256,71,MM1.-.R.2.51.ov,"MM1.QX.R.2,5.ov",ZN ZO,MSW-meetsysteem Eijsden grens 1,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,2.51,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175868 307630)
water_punten.257,71,NM2.-.R.165.8.--,"NM2.QX.R.165,8",ZN M,MSW-Meetstation Mook,Watermeetstation,Wel in beheer,Niet van toepassing,Waterstandmeting,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Benedenmaas Maas,NM2,-,R,165.8,--,Niet bekend,Niet bekend,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (188008 418997)
water_punten.258,71,"MM2.QX.L.14,824.--",Niet van toepassing,ZN ZO,Rivierverruiming Bosscherveld,-,Wel in beheer,31145472,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2020,,2022-01-12T10:55:20,DTB,Maas,Bovenmaas,MM2,QX,L,"14,824",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Meetpunt (2087) ,9999-01-01T00:00:00,,,POINT (176847.22300000116 319425.4360000007)
water_punten.259,71,WR05.-.R.101.006.--,"WR05.QX.R.101,006",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Plassenmaas,WR05,-,R,101.006,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (205754.12000000104 370449.4620000012)
