Ministerie;Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
BZK;Anne-Beth Broeders;;;1;;;;;;1
BZK;Anoigo Services Limited;;;;;;;;1;1
BZK;anoniem_BZK_28;;1;;;;;;;1
BZK;anoniem_BZK_381;;1;;;;;;;1
BZK;anoniem_BZK_382;;5;1;;2;;;;5
BZK;anoniem_BZK_425;;9;;;9;;;;10
BZK;anoniem_BZK_44;;;;;2;;;;2
BZK;anoniem_BZK_46;;;3;;;;;;3
BZK;anoniem_BZK_62;;;;;;;;1;1
BZK;anoniem_BZK_63;;;;;;;;1;1
BZK;anoniem_BZK_64;;;;;;;;1;1
BZK;anoniem_BZK_65;;;;;;;;2;2
BZK;anoniem_BZK_67;;;;;;;;1;1
BZK;Ap-Art;;;;;;;;3;3
BZK;Appical B.V.;;;;;2;;;;2
BZK;Apple;;1;;;;;;;1
BZK;Apro Consulting Services B.V.;;;1;;;;;;1
BZK;ArboVitale B.V.;;;;1;;;;;1
BZK;Archidat B.V.;;;;;1;;;;1
BZK;ArchiXL B.V.;;;;;;;;2;2
BZK;Ask Atticus B.V.;;;;1;;;;;1
BZK;Asp4all Hosting B.V.;;;;;;;1;;1
BZK;Atelier Bultsma;;;;;;;;2;2
BZK;Atlassian B.V.;;;;;1;;;;1
BZK;Atos Nederland B.V.;;;;;;;;1;1
BZK;Avex B.V.;;5;;;;;;;5
BZK;AWVN;;;;1;;;;;1
BZK;Axians;;;;;1;;;;1
BZK;AXVECO B.V.;;;;;;;;1;1
BZK;B.i.T. Netherlands B.V.;;;;;;;;1;1
BZK;B.V. Nart;;;;;;;;1;1
BZK;Babel B.V.;;;1;;;;;;1
BZK;Bakker Prins;;;;;1;;;;1
BZK;Banketbakkerij Boheemen;;;;;;;;1;1
BZK;Bar Restaurant Pavlov B.V.;;;;1;;;;1;1
BZK;Bar-Bistro La Vina;;;;;;;;1;1
BZK;Bart Maat Fotografie;;;;1;;;;;1
BZK;BCM Music Systems B.V.;;;;1;;;;;1
BZK;BCN B.V.;;;1;;;;;;1
BZK;Belstore.Com B.V.;;;1;;;;;;1
BZK;Benschop Proces & Managementadvies B.V.;;;;;;;;2;2
BZK;Beter Horen;;1;;;;;;;1
BZK;bHosted.nl B.V.;;;;;;;;1;1
BZK;Bibliotheek Kronenburg;;;;;;;;1;1
BZK;Bibliotheek Utrecht;;;;;;;;1;1
BZK;Big Data Value Center;;;;;;;;1;1
BZK;BIK Frietwerk;;;;1;;;;;1
BZK;Bink Software B.V.;;;;1;;;;;1
BZK;Binnenlands Bestuur B.V.;;;;2;;;;;2
BZK;Bleyenberg;;;;;;;;1;1
BZK;BlueBerry Media B.V.;;;;;;;;2;2
BZK;BNP Paribas Leasing Solutions N.V.;;;1;;;;;;1
BZK;Boom B.V.;;;;;;;;1;1
BZK;Bowling Scheveningen B.V.;;1;;;;;;;1
BZK;BrightContact Technology B.V.;;;;;;;;4;4
BZK;BrinkMobility;;;;;;;;1;1
BZK;Bruynzeel Storage Systems B.V.;;;;1;;;;;1
BZK;BT NEDERLAND N.V.;;;;;;3;6;;6
BZK;Buena Vista Beach Club;;;;;;;;1;1
BZK;buildingSMART Benelux Chapter Benelux Chapter;;;1;;;;;;1
BZK;Bumicom Telecommunicatie B.V.;;;;1;1;;;1;2
BZK;Bureau Boom;;;2;;;;;;2
BZK;Bureau G.I.T AV faciliteiten;;;;;;;;1;1
BZK;Burrata Goudenregenplein B.V.;;;;1;;;;;1
BZK;Business Openers B.V.;;;;;;;;1;1
BZK;Buyitdirect.com B.V.;;1;2;1;1;;2;;3
BZK;Buyitdirect.com N.V.;;7;2;;2;1;4;6;7
BZK;Cadac Group AEC B.V.;;;2;3;;;;;3
BZK;Cadac Group B.V.;;;;2;;;;;2
BZK;Cadvisual Benelux B.V.;;;1;;;;;;1
BZK;Cafe Luden;;;;;;;;1;1
BZK;CameraNU.nl;;1;;;;;;;1
BZK;Canon Nederland N.V.;;1;1;;;1;;1;2
BZK;Capgemini Educational Services B.V.;;;;;;;1;;1
BZK;Capgemini Nederland B.V.;;;;;9;5;;8;9
BZK;CasaGrande B.V.;;;;;;;;1;1
BZK;Center for internet Security. inc;;;;;;;;1;1
BZK;Centralpoint Amstelveen B.V.;;1;;;;;;;1
BZK;Centralpoint Holding B.V.;;;7;;;;;3;7
BZK;Centralpoint Nijmegen B.V.;;9;8;3;8;3;7;6;10
BZK;Centric;;;;;3;5;;;5
BZK;CERRIX B.V.;;;;;;;;1;1
BZK;CGI Nederland B.V.;;;;;6;;;5;6
BZK;Chinees Wok Restaurant Royal Palace;;;;;;;;1;1
BZK;CIOa.i. B.V.;;;;1;;;;;1
BZK;Claranet Benelux B.V.;;;;;;;;1;1
BZK;CLOOS B.V.;;1;;;;;;;1
BZK;CM Telecom B.V.;;;;;1;;1;8;8
BZK;Co & Co Solutions B.V.;;;;;4;;;;4
BZK;COCD VZW;;;;;;;;2;2
BZK;COMPAREX Nederland B.V.;;;3;8;9;4;3;5;10
BZK;Complions-GRC B.V.;;;;;2;;;2;2
BZK;Compumatica Secure Networks B.V.;;;;;4;;;;4
BZK;Computacenter;;1;;;2;;;;2
BZK;Computest Services B.V.;;;;;;;;4;4
BZK;Coney Solutions B.V.;;;;;1;;;;1
BZK;Connected Information Systems B.V.;;;;;;2;;1;2
BZK;ConnectTools B.V.;;;;1;;1;;;2
BZK;Conrad Electronic Benelux B.V.;;1;;;;;;;1
BZK;Coolblue B.V.;;1;;;1;;;;1
BZK;Coöperatieve vereniging OpenGeoGroep UA;;;4;1;;;;;4
BZK;Cormet Enjoy the Good Life BV, zie cred 6052;;;;;;;;1;1
BZK;COT Inst. voor Veil.h.- & Crisismanagem. B.V.;;;;;;;;2;2
BZK;Covalent Infra Technology Solutions B.V.;;;4;3;;;;;4
BZK;CPS- GmbH;;;;;;;;1;1
BZK;Creator Meeting Support B.V.;;;;;;;;1;1
BZK;CTA Systems B.V.;;;;;;;3;;3
BZK;Cyber Defense Group B.V.;;;;1;;;;;1
BZK;Databas B.V.;;;;;2;;;;2
BZK;d-centralize geo B.V.;;;;;1;;;;1
BZK;De Argumentenfabriek Groep B.V.;;;;;2;;;;2
BZK;De Beeldunie;;;;;;;;1;1
BZK;De Horeca Academie Zakelijk B.V.;;;;;;;;2;2
BZK;De Klantcontact Monitor B.V.;;;;;;;;2;2
BZK;De Schenker Relatiegeschenken;;;;;;;;1;1
BZK;De Waterreus;;;;;;;;1;1
BZK;Delta 10 B.V;;;;;;;;1;1
BZK;Deltapi Systems;;;;;1;;;;1
BZK;Detron Communication Solutions;;2;2;5;5;;2;5;7
BZK;DGMR Software B.V.;;;;1;;;;;1
BZK;Digicelgroup - Antilliano por N.V.;;;;;;;1;;1
BZK;Digicelgroup - New Millenium Telecom;;;;;;;1;;1
BZK;Digicelgroup Curacao Telecom;;;;;;;2;;2
BZK;Digidentity B.V.;;;;;2;;;2;2
BZK;Digital River GmbH (Mycommerce.com);;;;;1;;;;1
BZK;Diner Thuis;;;;1;;;;;1
BZK;Diractivity-Software B.V.;;;;1;;;;;1
BZK;Domstad Evenementen B.V.;;;;1;;;;;1
BZK;Dotweb Systems B.V.;;;;4;2;;;;4
BZK;DPA Compliance;;;;;;;;1;1
BZK;DPI Animation House B.V.;;1;1;;;;;2;2
BZK;Drukwerkdeal Productie B.V.;;;;;;;;1;1
BZK;Effect Business Events B.V.;;2;;;;;;;2
BZK;EG Management & Production;;;;;;;;1;1
BZK;Elsevier Business Information;;;;1;;;;;1
BZK;Employee Performance Group B.V.;;;;;1;;;;1
BZK;EMS Distribution B.V.;;;;;1;;;;1
BZK;EnablE-U B.V.;;;;2;;;;;2
BZK;Entopic B.V.;;;2;;;;;;2
BZK;EPAM Consulting;;;;3;;;;;3
BZK;EPI-USE B.V.;;;;;2;;;;2
BZK;Ernst & Young Certifypoint B.V.;;;;;;;;4;4
BZK;Esri Nederland;;;1;4;;;;;4
BZK;European Leadership Platform B.V.;;;;1;;;;;1
BZK;Eurotempest B.V.;;3;;;;;;;3
BZK;Evention Inc.;;;;;1;;;;1
BZK;Exact Software Nederland B.V.;;;;;3;;;;3
BZK;EXIN;;;;;;;;1;1
BZK;Explore-IT B.V.;;;;;1;;;;1
BZK;Face Two B.V.;;;;;;;;2;2
BZK;FastSpring B.V.;;1;;;;;;;1
BZK;Firm Ground;;;;;;;;2;2
BZK;Flowlogics;;;;;;;;2;2
BZK;Fotografie : Paul Voorham;;;1;;;;;;1
BZK;Free It;;;;2;;;;;2
BZK;FRUIT OP JE WERK;;;;;1;;;;1
BZK;Fugro NL Land B.V.;;;;2;;;;;2
BZK;Fujitsu Technology Solutions B.V.;;;1;;;;;5;5
BZK;Futureproof Document Solutions;;;;;2;;;1;2
BZK;Gartner Nederland B.V.;;;;;2;;;;2
BZK;Gebr. Barendsen B.V.;;;;;;;1;1;1
BZK;Gebruikersvereniging Zaaksysteem.NL;;;;;1;;;;1
BZK;Geertje Algera Media;;;;;;;;1;1
BZK;Gemnet B.V.;;;;;;;1;;1
BZK;Getting the picture B.V.;;;1;;;;;;1
BZK;GitHub B.V.;;;;;1;;;;1
BZK;GITP B.V.;;;;1;;;;;1
BZK;Gladwell Academy B.V.;;;;1;;;;;1
BZK;Globrands Consultancy Group B.V.;;;;;;;;2;2
BZK;Google Gsuite.;;;;;1;;;;1
BZK;Grafisch Buro van Erkelens B.V.;;1;;;;;;;1
BZK;Groove;;;;;1;;;;1
BZK;GW Cross Media B.V.;;;;;;;;1;1
BZK;Happy Labs;;;;;;;;1;1
BZK;HC Producties;;;1;;;;;;1
BZK;Het Bakkertje;;;;;;;;1;1
BZK;Het Pleidooi;;;;;;;;1;1
BZK;Heuvelman Sound & Vision B.V.;;4;6;;;;;;6
BZK;Hilti Nederland B.V.;;;;1;;;;;1
BZK;Hogeschool Schoevers;;;;;;;;1;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;;;;1;;;;1
BZK;Hollandse Hoogte B.V.;;;;;;;1;1;1
BZK;Hollandse Telecommunicatie Maatschappij;;;;;;;1;;1
BZK;House of Lords B.V.;;;;;;;;1;1
BZK;Human Quality Management;;;;;;;;1;1
BZK;Human Resource Implementation Services BV HuRis;;;;;;;;1;1
BZK;i2a2 Interim proffessional en advies;;;;;;;;1;1
BZK;IBM Nederland B.V.;;;;;7;;;;7
BZK;ICS-Vertex Interactive Benelux;;1;;;;;;;1
BZK;ICTRecht B.V.;;;;;;;;2;2
BZK;Ideeaanzee B.V.;;;;;;;;1;1
BZK;IDEMIA The Netherlands B.V.;;2;;;;;;;2
BZK;Ideoma Intelligent Systems B.V.;;;;1;;;;;1
BZK;IGNL;;;2;;;;;;2
BZK;In2Content B.V.;;;;;;;;1;1
BZK;Incentro Nederland B.V.;;;;1;;;;;1
BZK;Indonesisch Restaurant Poentjak;;;;;;;1;;1
BZK;Informed Consulting B.V.;;;;;2;;;;2
BZK;Informed Products B.V.;;;;;1;;;;1
BZK;Inkesta B.V.;;;;1;;;;;1
BZK;InnoValor B.V.;;;;;;;;2;2
BZK;Innovero Software Solutions B.V.;;1;;;1;;;;1
BZK;Inprocess Consultants B.V.;;;;;;;;1;1
BZK;InsideStory;;;;1;;;;;1
BZK;InsightsWorld B.V.;;;;;1;;;;1
BZK;Integrated Environmental Solutions Ltd;;;;1;;;;;1
BZK;Intelec Systems B.V.;;;1;;;;;;1
BZK;Intens Training;;;;1;;;;;1
BZK;Intermax outsourcing;;;;;1;;;;1
BZK;InVisionare;;1;;;;;;;1
BZK;Involon B.V.;;;;1;;;;;1
BZK;Inzicht Bureau voor Coaching;;;;1;;;;;1
BZK;ISEA Stichting Foundation;;;;1;;;;;1
BZK;ISS Integrated Facility Services B.V.;;;;;;;;1;1
BZK;IT Management Group;;;2;;;;;;2
BZK;Ivo Broekhuizen Communicatie;;;;;;;;1;1
BZK;iWelcome B.V.;;;;;2;;;2;3
BZK;J.P.J. Verkruijsse B.V.;;;;2;;;;;2
BZK;Je Consultancy B.V.;;;;;;;;1;1
BZK;JetBrains Expo B.V.;;;;1;;;;;1
BZK;Jongbloed B.V.;;;;1;;;;;1
BZK;Kaliber Interactive B.V.;;;;;2;;;2;3
BZK;Kantar Netherlands B.V.;;;;;;;;1;1
BZK;Kavel 10 B.V.;;;2;;;;;;2
BZK;Kick Smeets Fotografie;;;;;;;;1;1
BZK;Kinly Benelux;;6;;;;;;;6
BZK;Klantenservice Federatie;;;;;;;;1;1
BZK;Klevant Groen, juridisch advies;;;;;2;;;;2
BZK;Klint Holding;;;;1;;;;;1
BZK;KlusIT Computerverhuur;;;;;;1;1;;1
BZK;KnowledgePlaza Professional Services B.V.;;;;;6;;;;6
BZK;Koch Illustraties & Animaties;;;;;1;;;;1
BZK;Konica Minolta Bus. Solutions Nederland B.V.;;;2;;;;;;2
BZK;Koning & Hartman B.V.;;;;;;;6;;6
BZK;Koninklijke Kampert en Helm Rotaform B.V.;;;;;;;;5;5
BZK;Koninklijke PostNL B.V.;;;;1;;;;;1
BZK;Korte Poten 1-3 B.V.;;;1;;;;;;1
BZK;KPMG Advisory N.V.;;;;;4;;;7;7
BZK;KPN B.V.;;;2;1;5;7;5;9;9
BZK;KPN Corporate Market;;;;;4;2;1;2;4
BZK;KPN Internedservices B.V;;;;;4;2;;1;4
BZK;KPN Lokale Overheid (voorh Gemnet);;;;;;6;;;6
BZK;KPN XL;;;;;;;1;;1
BZK;Kransen IT;;;;;2;;;2;3
BZK;Kubus architectural solutions;;;;4;;;;;4
BZK;Launch! Human Capital Management B.V.;;;;;6;;;;6
BZK;LeaseWeb Netherlands B.V.;;;;;;;;1;1
BZK;Leene Communicatie;;2;;;;;;;2
BZK;Leeuwendaal Advies B.V.;;;;;;;;1;1
BZK;Lichtendonk VOF;;;;;;;;1;1
BZK;LimoenGroen B.V.;;;;;;;;3;3
BZK;Linguist Link Europe;;;;;;;;1;1
BZK;Ljs Automatisering B.V.;;;;1;;;;;1
BZK;Logeion;;;;1;;;;;1
BZK;Lost Lemon B.V.;;;;;;;;4;4
BZK;Louwenaar Communicatie Management B.V.;;;3;;;;;;3
BZK;LT Insights B.V.;;1;;;;;;;1
BZK;Mainpress B.V.;;;;1;;;;;1
BZK;Management Roukens B.V.;;;;1;;;;1;1
BZK;Manutan B.V.;;1;;;;;;;1
BZK;MARKETRESPONCE;;;;;;;;1;1
BZK;Marosel B.V.;;;2;;;;;;2
BZK;MathAlex;;;;;;;;1;1
BZK;Maxd'Oro B.V.;;;;;1;;;;1
BZK;MaxServ B.V.;;;;;;4;;;4
BZK;Maykin Media;;;;;;;;3;3
BZK;Meander Medisch Centrum;;;;;;;;1;1
BZK;Meetingselect B.V;;;;;;;;6;6
BZK;Meetingselect B.V.;;;;1;1;;;4;4
BZK;Messagebird;;;;;;;1;;1
BZK;Metis IT B.V.;;;2;;;;;;2
BZK;MetrixLab Nederland B.V.;;;;;;;;2;2
BZK;Meurs HRM;;;;;1;;;;1
BZK;Millers Beach;;;;;;;;1;1
BZK;Milú;;;;;;;;1;1
BZK;Mind and Brain B.V.;;;;;;;;1;1
BZK;Mintlab B.V.;;;;2;2;;;;3
BZK;Mixe Communication Solutions B.V.;;;;2;1;;;;2
BZK;MK-Trading;;;;;;;;1;1
BZK;MultiVlaai Retail B.V.;;;;1;;;;;1
BZK;Munckhof Taxi B.V.;;;;;;;;1;1
BZK;myBrand;;;2;;;;;;2
BZK;Nauta Security Storage B.V.;;1;;;;;;;1
BZK;NCC Group Escrow Europe B.V.;;;1;;;;;;1
BZK;NDC den Hommel B.V.;;;;;;;;1;1
BZK;Necker van Naem B.V.;;;;;;;1;;1
BZK;Nedcomp Hosting B.V.;;;;;2;;;;2
BZK;Nederland ICT;;;;;;;;2;2
BZK;Nederlandse School voor Openbaar Bestuur B.V.;;;;2;;;;1;2
BZK;Negometrix B.V.;;;;;2;;;;2
BZK;Nemesys Telecommunicatie;;;;;4;;;;4
BZK;NetAxis Nederland B.V.;;;;;1;;;;1
BZK;Nétive VMS B.V.;;;;;6;;;;6
BZK;Network Innovations;;1;;;;;1;;2
BZK;Network Innovations Services;;;;;;5;;;5
BZK;Network Operations;;;;;1;;;;1
BZK;NFGD Zoetermeer B.V.;;6;;;;;;;6
BZK;NiVo network architects;;;;;;3;;;3
BZK;Noise B.V.;;4;;;;;;;4
BZK;NOU&OFF;;;;;;;;2;2
BZK;NSD International NL B.V.;;1;;;;;;;1
BZK;Nyenrode Services B.V.;;;;2;;;;;2
BZK;O. s.P.L. Nederland B.V.;;3;;;;;;;3
BZK;OASIS;;;;;2;;;;2
BZK;Omnext B.V.;;;;;;;;2;2
BZK;Onderzoeksbureau GBNED;;;;;;;;1;1
BZK;Onemeeting.com B.V.;;;;;;;;1;1
BZK;Onlineafspraken.nl B.V.;;;;;1;;;;1
BZK;Ontwikkelzin;;;;;;;;1;1
BZK;Oogvereniging Nederland;;;;;;;;1;1
BZK;Open Preservation Foundation;;;;;;;;1;1
BZK;Open Text Coöperatief UA;;;;;5;;;2;5
BZK;Optelec Nederland B.V.;;;;;;;;1;1
BZK;Optima Forma B.V.;;;3;;;;;;3
BZK;Oracle Benelux Usergroups;;;;1;;;;;1
BZK;Oracle Nederland;;;2;5;6;;;;7
BZK;Orde van organisatiekundigen en -adviseurs;;;;;;;;1;1
BZK;Ordina Beheer & Outsourcing;;;1;1;;;;;2
BZK;Ordina N.V.;;;;;;;;7;7
BZK;Oribi id-solutions;;;;;1;;;;1
BZK;Osage BV;;;;;;;;3;3
BZK;Otys International B.V.;;;;;2;;;;2
BZK;Paralax B.V.;;;;;2;;;;2
BZK;Pardon Consult;;;;;;;;2;2
BZK;PBLQ B.V.;;4;;;;;;1;4
BZK;PDFTron Systems Inc.;;;;1;;;;;1
BZK;Pedroshop.be;;1;;;;;;;1
BZK;peterlievense.nl;;2;;;;;;;2
BZK;Peutz Data B.V.;;;;2;;;;;2
BZK;Pianohandel Mos en Spetter;;;1;;;;;;1
BZK;Pim Mulier B.V.;;;;2;;;;;2
BZK;PinkRoccade Local Government;;;;2;;;;;2
BZK;Planon B.V.;;;;3;5;;;;5
BZK;Plein 9 A B.V.;;1;;;;;;1;1
BZK;Postcode.NL B.V.;;;;1;;;;;1
BZK;Powerling;;;;;;;;1;1
BZK;PQR B.V.;;3;5;;1;2;;;6
BZK;Pricewaterhousecoopers N.V.;;;;;;2;;4;4
BZK;Prisma Groep B.V.;;;1;;;;;;1
BZK;Prodemos;;;;;;;;1;1
BZK;Protinus IT B.V.;;8;7;7;8;2;1;6;9
BZK;Proud Professionals B.V.;;;1;;;;;;1
BZK;Publiek Denken;;;;;;;;1;1
BZK;Publiquest, de Communicatie Coöperatie UA;;;;;2;;;;2
BZK;Qidos B.V.;;;;;;;;3;3
BZK;QMS;;;;;;;;1;1
BZK;Quality Bookings B.V.;;;;;;;1;;1
BZK;Quint Wellington Redwood Nederland B.V.;;;1;;;;;;1
BZK;Quint Wellington Redwood Nederland BV;;;;;;;;4;4
BZK;Quootz B.V.;;;;;;;;2;2
BZK;QuoVadis Trustlink B.V.;;;1;2;3;1;;3;4
BZK;ReadSpeaker B.V.;;;;;1;;;;1
BZK;RedNose IT B.V.;;;;4;5;;;;6
BZK;Redplume;;;;;;;;1;1
BZK;RenA IT Consultancy;;;;;;;;1;1
BZK;Rene Verleg Fotografie;;;;1;;;;;1
BZK;Restaurant De Basiliek B.V.;;;;;;;;1;1
BZK;Restaurant Het Spinnewiel;;;;;;;;1;1
BZK;Retriever Media Informatie B.V.;;;;;1;;;;1
BZK;Ricoh Nederland B.V.;;;2;;;;;;2
BZK;Rigo;;;;;;;4;;4
BZK;RIPE NCC;;;;;;;;1;1
BZK;ROBKOOPS.COM;;;;2;;;;;2
BZK;Roel Dijkstra Persfotografie;;;;;;;;1;1
BZK;Rooshorst B.V.;;;;2;;;;;2
BZK;Rugby Clinic MAU;;;;;;;;1;1
BZK;Ruigrok NetPanel;;;;;;;;3;3
BZK;Ruud G. Vonck Werkmaatschappij B.V.;;;2;;;;;;2
BZK;Sabel Communicatie B.V.;;;;;;1;;2;2
BZK;SAIT B.V.;;;;;;;1;;1
BZK;Salsaparilla 4all B.V.;;;;1;;;;;1
BZK;Sanoma Media Netherlands B.V.;;;;5;;;;;5
BZK;SAP Nederland B.V.;;;;;7;;;;7
BZK;Scan Sys B.V.;;;;;1;;;;1
BZK;Schinkelshoek & Verhoog (S&V) s.c.&p.a. B.V.;;;;;;;;2;2
BZK;Scholten Awater B.V.;;1;2;1;;;;;2
BZK;Schut-Copex B.V.;;4;;;;;;;4
BZK;Sdu Uitgevers B.V.;;;;1;;;2;;2
