Gemeente,CBS Gemeentecode,Bouwjaar,Status Pand,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Bergseweg,18,,,3633AK,Vreeland,130973.01,472245.61,5.035455,52.237748,0329100000005433,0329200000003704,"POLYGON ((130962.878 472241.496,130967.632 472238.462,130975.035 472233.738,130977.61 472237.773,130982.012 472244.67,130978.122 472247.153,130978.784 472248.189,130970.516 472253.465,130962.878 472241.496))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Zandpad,2,,,3621NC,Breukelen,129082.04,466412.94,5.008219,52.18524,0311100000005136,0311200000006935,"POLYGON ((129073.713 466409.307,129088.505 466408.778,129088.55 466409.336,129090.601 466409.172,129090.709 466411.288,129090.847 466413.983,129088.934 466414.136,129089.035 466415.397,129080.461 466415.706,129080.511 466417.025,129078.715 466417.094,129078.664 466415.765,129076.472 466415.849,129073.713 466409.307))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Maarssen,WK190401,Centrum ten noorden van de Vecht,BK19040118,Herengracht,3,,,3601AL,Maarssen,131169.54,461440.96,5.039091,52.140647,0333100000007480,0333200000000663,"POLYGON ((131167.13 461450.04,131167.27 461449.27,131168.06 461439.04,131174.697 461439.976,131173.35 461453.49,131173.28 461454.072,131172.809 461457.968,131167.192 461457.172,131167.368 461453.623,131167.455 461453.628,131167.476 461452.108,131167.21 461452.1,131167.13 461450.04))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Loenersloot,WK190410,Poldergebied Loenersloot,BK19041001,Rijksstraatweg,203,,,3634AL,Loenersloot,128410.93,471294.18,4.998022,52.229079,0329100000003380,0329200000002289,"POLYGON ((128407.857 471287.893,128409.281 471287.686,128409.458 471288.57,128411.909 471288.132,128413.927 471300,128410.034 471300.69,128409.917 471300,128407.857 471287.893))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,7,,,3633AS,Vreeland,130892.49,471326.25,5.034341,52.229481,0329100000005076,0329200000003475,"POLYGON ((130887.046 471328.012,130887.626 471323.772,130891.168 471324.181,130897.884 471324.956,130897.29 471329.219,130887.046 471328.012))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,17,,,3633AS,Vreeland,130889.53,471347.75,5.034297,52.229675,0329100000005091,0329200000003485,"POLYGON ((130884.163 471349.078,130884.717 471345.031,130894.961 471346.433,130894.408 471350.48,130887.15 471349.487,130884.163 471349.078))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Laan van Gunterstein,1,,,3621VA,Breukelen,128994.87,465048.44,5.007049,52.172972,0311100000007213,0311200000005158,"POLYGON ((128983.924 465051.341,128985.486 465041.634,129000 465044.146,129000 465044.362,129005.85 465045.282,129005.833 465045.405,129004.712 465052.524,129004.604 465052.507,129004.174 465055.244,129000 465054.589,129000 465054.313,128999.304 465054.195,128999.777 465051.455,128989.696 465049.715,128989.261 465052.237,128983.924 465051.341))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,5,,,3633AS,Vreeland,130894.96,471321.37,5.034378,52.229438,0329100000004965,0329200000003432,"POLYGON ((130891.168 471324.181,130892.021 471317.795,130898.753 471318.716,130897.884 471324.956,130891.168 471324.181))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,15,,,3633AS,Vreeland,130890.14,471343.33,5.034306,52.229635,0329100000005088,0329200000003483,"POLYGON ((130884.717 471345.031,130885.371 471340.253,130895.615 471341.654,130894.961 471346.433,130884.717 471345.031))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Maarssen,WK190401,Otterspoorbroek,BK19040103,Maarssenbroeksedijk Oost,38,,,3603EB,Maarssen,129995.99,462580.56,5.021865,52.150837,0333100000012984,0333200000005140,"POLYGON ((130000 462587.03,129990.247 462589.59,129987.766 462578.179,129993.742 462576.611,129990.488 462564.217,130000 462561.695,130002.478 462561.071,130007.512 462580.244,130009.159 462579.813,130010.341 462584.315,130000 462587.03))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Zandpad,82,,,3621NG,Breukelen,129550.62,463686.56,5.015275,52.160758,0311100000004050,0311200000007407,"POLYGON ((129540.986 463673.536,129559.472 463683.118,129559.66 463682.754,129567.242 463686.684,129560.556 463699.584,129541.31 463689.252,129540.584 463690.651,129533.908 463687.191,129540.986 463673.536))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Zandpad,80,,,3621NG,Breukelen,129522.1,463658.43,5.01486,52.160504,0311100000004049,0311200000007405,"POLYGON ((129511.865 463661.706,129518.606 463650.126,129527.198 463654.94,129528.809 463652.065,129530.907 463653.24,129529.246 463656.205,129531.093 463657.24,129527.08 463664.402,129525.579 463663.561,129525.315 463664.032,129525.158 463664.25,129524.956 463664.428,129524.72 463664.556,129524.462 463664.629,129524.193 463664.643,129523.929 463664.596,129523.681 463664.492,129522.466 463663.811,129520.831 463666.73,129511.865 463661.706))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,13,,,3633AS,Vreeland,130890.78,471338.73,5.034316,52.229593,0329100000005085,0329200000003481,"POLYGON ((130885.371 471340.253,130885.974 471335.84,130896.219 471337.242,130895.615 471341.654,130885.371 471340.253))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Zandpad,81,,,3621NG,Breukelen,129558.08,463645.83,5.015387,52.160392,0311100000004051,0311200000007406,"POLYGON ((129548.132 463643.732,129552.959 463637.027,129567.944 463647.812,129566.424 463649.924,129567.143 463650.442,129566.676 463651.091,129566.348 463650.855,129564.349 463653.633,129564.483 463653.729,129564.025 463654.365,129563.364 463653.889,129562.827 463654.635,129548.132 463643.732))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,11,,,3633AS,Vreeland,130891.38,471334.32,5.034325,52.229554,0329100000005082,0329200000003479,"POLYGON ((130885.974 471335.84,130886.578 471331.427,130896.797 471332.757,130896.219 471337.242,130885.974 471335.84))"
Stichtse Vecht,G1904,1600,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Lindengracht,19,,,3633AS,Vreeland,130890.47,471352.04,5.03431,52.229713,0329100000005093,0329200000003486,"POLYGON ((130886.587 471353.607,130886.621 471353.353,130887.15 471349.487,130894.408 471350.48,130893.844 471354.6,130893.756 471354.588,130886.587 471353.607))"
Stichtse Vecht,G1904,1603,Pand in gebruik,Maarssen,WK190401,Centrum ten noorden van de Vecht,BK19040118,Langegracht,25,,,3601AH,Maarssen,131367.52,461527.27,5.041977,52.141431,0333100000013330,0333200000014945,"POLYGON ((131365.215 461529.826,131366.268 461523.259,131369.62 461524.18,131367.9 461538.154,131367.69 461538.13,131366.658 461538.014,131366.87 461535.59,131367.095 461535.614,131367.34 461533.58,131367.698 461530.602,131365.215 461529.826))"
Stichtse Vecht,G1904,1610,Pand in gebruik,Oud Zuilen,WK190411,Oud-Zuilen,BK19041101,Tournooiveld,1,,,3611AS,Oud Zuilen,133490.91,459931.06,5.073096,52.127171,0333100000015736,0333200000009634,"POLYGON ((133473.087 459926.822,133473.753 459925.592,133475.234 459925.191,133475.867 459925.554,133482.37 459914.472,133480.839 459913.509,133481.766 459911.844,133483.994 459907.844,133489.751 459911.051,133492.047 459912.33,133487.887 459919.8,133493.289 459922.85,133493.461 459922.545,133497.553 459924.857,133497.381 459925.161,133502.823 459928.235,133506.858 459921.268,133510.374 459923.304,133513.889 459925.34,133509.996 459932.063,133508.871 459931.408,133502.299 459942.59,133500.115 459941.312,133498.806 459943.543,133496.035 459941.968,133495.114 459943.56,133489.691 459940.439,133490.037 459939.844,133487.312 459938.26,133489.198 459935.003,133476.554 459927.681,133476.154 459928.452,133474.726 459928.977,133473.444 459928.26,133473.087 459926.822))"
Stichtse Vecht,G1904,1612,Pand in gebruik,Loenen aan de Vecht,WK190403,Loenen Dorpskern,BK19040310,Grutterstraat,14,,,3632EJ,Loenen aan de Vecht,130074.1,469077.81,5.022529,52.209237,0329100000000641,0329200000000499,"POLYGON ((130068.537 469076.782,130073.083 469075.794,130078.885 469074.42,130079.779 469079.579,130074.247 469080.871,130074.001 469079.681,130071.861 469080.171,130071.923 469080.588,130069.427 469081.199,130068.537 469076.782))"
Stichtse Vecht,G1904,1625,Pand in gebruik,Nieuwersluis,WK190409,Polder Mijnden,BK19040901,Zandpad,29,,,3631NL,Nieuwersluis,129086.42,466491.29,5.008277,52.185944,0329100000004998,0329200000003444,"POLYGON ((129092.619 466497.694,129086.716 466497.779,129086.745 466499.785,129085.009 466499.81,129084.98 466497.786,129080.406 466497.852,129080.191 466482.948,129092.439 466482.77,129092.619 466497.694))"
Stichtse Vecht,G1904,1625,Pand in gebruik,Nieuwersluis,WK190409,Polder Angstelkade,BK19040902,Angstelkade,7,,,3631NA,Nieuwersluis,127860.9,469182.5,4.990141,52.210073,0329100000003485,0329200000002344,"POLYGON ((127852.669 469184.125,127862.022 469177.315,127863.867 469175.95,127864.446 469176.738,127868.049 469181.686,127860.514 469187.172,127860.231 469190.298,127859.081 469191.167,127858.082 469188.892,127858.078 469188.895,127856.812 469189.816,127852.669 469184.125))"
Stichtse Vecht,G1904,1625,Pand in gebruik,Nieuwersluis,WK190409,Polder Angstelkade,BK19040902,Angstelkade,8,,,3631NA,Nieuwersluis,127861.43,469195.46,4.990148,52.21019,0329100000003486,0329200000002345,"POLYGON ((127852.375 469196.024,127859.081 469191.167,127860.231 469190.298,127869.504 469183.582,127875.223 469191.479,127861.535 469201.392,127864.028 469204.834,127860.569 469207.339,127852.375 469196.024))"
Stichtse Vecht,G1904,1628,Pand in gebruik,Maarssen,WK190401,Centrum ten noorden van de Vecht,BK19040118,Zandweg,44,,,3601AE,Maarssen,131522.93,461495.86,5.04425,52.141155,0333100000018335,0333200000013732,"POLYGON ((131506.662 461500,131511.907 461482.912,131518.065 461484.761,131517.47 461486.743,131528.064 461489.955,131526.621 461494.763,131532.473 461496.52,131533.482 461498.441,131533.014 461500,131532.712 461501.008,131530.802 461502.126,131524.951 461500.33,131523.721 461504.335,131513.11 461501.075,131512.241 461503.905,131506.047 461502.002,131506.662 461500))"
Stichtse Vecht,G1904,1628,Pand in gebruik,Loenen aan de Vecht,WK190403,Loenen Dorpskern,BK19040310,Dorpsstraat,47,,,3632AR,Loenen aan de Vecht,130082.67,469039.99,5.022657,52.208897,0329100000000367,0329200000000291,"POLYGON ((130083.68 469044.088,130078.902 469041.408,130078.757 469041.31,130081.617 469035.907,130086.499 469038.868,130083.68 469044.088))"
Stichtse Vecht,G1904,1641,Pand in gebruik,Maarssen,WK190401,Schilderskwartier,BK19040112,Nassaustraat,4,,,3601BG,Maarssen,131235.86,461599.64,5.040049,52.142076,0333100000010344,0333200000003762,"POLYGON ((131231.58 461596.697,131236.609 461594.978,131237.02 461594.838,131243.21 461611.487,131245.163 461617.197,131239.626 461619.09,131237.979 461614.272,131231.58 461596.697))"
Stichtse Vecht,G1904,1641,Pand in gebruik,Maarssen,WK190401,Schilderskwartier,BK19040112,Nassaustraat,4,,,3601BG,Maarssen,131235.86,461599.64,5.040049,52.142076,0333100000010344,0333200000003762,"POLYGON ((131231.58 461596.697,131236.609 461594.978,131237.02 461594.838,131243.21 461611.487,131245.163 461617.197,131239.626 461619.09,131237.979 461614.272,131231.58 461596.697))"
Stichtse Vecht,G1904,1643,Pand in gebruik,Nieuwersluis,WK190409,Nieuwersluis,BK19040905,Rijksstraatweg,29,,,3631AA,Nieuwersluis,128994.8,467614.51,5.006851,52.196035,0329100000003633,0329200000002449,"POLYGON ((128986.063 467629.299,128982.735 467626.034,128988.073 467620.624,128990.005 467622.43,128992.905 467619.287,128988.761 467618.077,128988.519 467618.003,128995.426 467608.092,128997.868 467609.769,129000 467611.233,129000.692 467611.708,129000 467612.731,128997.365 467616.121,128996.705 467616.97,128994.498 467619.809,128986.063 467629.299))"
Stichtse Vecht,G1904,1644,Pand in gebruik,Nieuwer Ter Aa,WK190404,Polder Oukoop,BK19040401,Oukoop,12,a,,,Nieuwer Ter Aa,127708.54,468681.43,4.987952,52.205562,0311100000008492,0311200000000141,"POLYGON ((127703.711 468680.502,127710.858 468677.186,127713.603 468683.101,127707.896 468685.246,127706.393 468685.811,127706.206 468685.881,127703.711 468680.502))"
Stichtse Vecht,G1904,1645,Pand in gebruik,Breukelen,WK190402,Breukelen Zuid,BK19040213,Dannegracht,12,,,3621AA,Breukelen,128815.74,464909.68,5.004441,52.171716,0311100000006353,0311200000001143,"POLYGON ((128811.513 464914.586,128813.727 464905.52,128813.965 464905.578,128814.094 464905.03,128814.372 464903.848,128815.732 464904.117,128815.912 464903.418,128817.62 464903.843,128816.985 464906.395,128819.353 464906.984,128817.43 464915.949,128811.513 464914.586))"
