ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"01-03-241-1100","Rhus typina","","4","15","1990","BEPLANTING","","Gemeente Dordrecht","Vrijuitgroeiende boom","Bomenlijst","104700.594","424818.852","4.65815882569548","51.8106741787313"
"01-03-241-0470","Crataegus laevigata","Tweestijlige meidoorn","8","30","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104688.135","424813.063","4.65797899213501","51.8106210188238"
"01-03-241-1320","Crataegus x lavalleei","","4","5","2008","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","104753.636","424804.677","4.65893008334169","51.8105515442689"
"01-05-376-0260","Carpinus betulus 'Fastigiata'","","7","20","1990","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105742.728","425118.388","4.67322883632248","51.8134596586737"
"01-05-376-0160","Crataegus monogyna","Eenstijlige meidoorn","6","20","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105737.379","425123.507","4.67315053267928","51.813505200267"
"01-05-221-0060","Acer pseudoplatanus","Gewone esdoorn","15","20","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105796.257","425370.995","4.67396919904815","51.815735035487"
"01-05-221-0080","Acer pseudoplatanus","Gewone esdoorn","15","25","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105796.74","425369.34","4.6739764357803","51.8157202008828"
"01-05-221-0090","Acer pseudoplatanus","Gewone esdoorn","11","15","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105798.671","425367.616","4.67400468579464","51.8157048741437"
"01-05-221-0100","Acer pseudoplatanus","Gewone esdoorn","11","15","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105800.257","425366.237","4.67402788589132","51.8156926163972"
"01-05-221-0110","Acer pseudoplatanus","Gewone esdoorn","10","10","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105795.085","425367.409","4.67395270664562","51.8157026981591"
"01-05-221-0120","Acer pseudoplatanus","Gewone esdoorn","12","10","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105796.74","425365.341","4.67397700507433","51.8156842476779"
"01-05-221-0250","Acer pseudoplatanus","Gewone esdoorn","10","15","1975","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105798.533","425363.341","4.674003293997","51.8156664292408"
"01-05-221-0070","Acer platanoides 'Globosum'","Bolesdoorn","5","25","1980","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105820.574","425390.555","4.67431908624034","51.8159129983834"
"01-05-221-0210","Acer platanoides 'Globosum'","Bolesdoorn","4","20","1980","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105826.952","425391.832","4.67441140698534","51.8159250394546"
"01-05-221-0230","Fraxinus angustifolia","Smalbladige es","18","40","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105830.887","425396.408","4.67446782418925","51.8159665161068"
"01-05-221-0240","Acer pseudoplatanus","Gewone esdoorn","20","10","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105833.094","425401.028","4.67449917251158","51.8160082427907"
"01-05-251-0510","Betula pendula","Ruwe berk","10","15","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","106280.395","425313.503","4.68099890503713","51.8152607391432"
"01-05-251-0710","Betula pendula","Ruwe berk","10","10","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4/8 beide zijde verschil.","Bomenlijst","106280.022","425312.103","4.68099369022662","51.8152481279272"
"01-03-241-0760","Crataegus laevigata","Tweestijlige meidoorn","5","15","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","104756.743","424834.23","4.6589708436371","51.8108174690494"
"01-03-241-0640","Crataegus laevigata","Tweestijlige meidoorn","8","30","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104734.448","424872.561","4.65864195643954","51.8111600117197"
"00-01-371-0010","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105628.416","425455.348","4.67152289638054","51.8164784369462"
"01-05-261-0900","Platanus x hispanica","plataan","22","60","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106383.596","425294.618","4.68249829733744","51.8150999955877"
"00-01-206-0050","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","7","20","2010","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Boomstructuur","105453.255","425891.097","4.6689199804806","51.8203797853872"
"00-01-201-0350","Aesculus hippocastanum","witte paardenkastanje","4","8","2010","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Boomstructuur","104911.77","425550.876","4.6611151692525","51.8172732256643"
"01-05-076-0300","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","","5","2008","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105976.982","425589.765","4.67655927218116","51.8177174409593"
"01-05-241-0520","Aesculus hippocastanum","witte paardenkastanje","5","15","2010","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Geen status","105761.391","425715.674","4.6734144216987","51.818830224411"
"00-01-196-0070","Aesculus hippocastanum","witte paardenkastanje","5","10","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Boomstructuur","104459.945","425090.617","4.65462929956633","51.8130952778129"
"00-01-286-0050","Tilia tomentosa","Zilverlinde","5","15","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","104395.672","424996.731","4.65371092801393","51.8122455255559"
"00-01-286-0060","Tilia tomentosa","Zilverlinde","5","15","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","104405.434","424984.072","4.65385435020037","51.8121326214696"
"00-01-286-0070","Tilia tomentosa","Zilverlinde","5","15","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","104415.186","424971.44","4.65399762269711","51.8120199589966"
"01-03-411-0120","Platanus x hispanica","plataan","12","25","1985","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","104533.336","424812.684","4.65573421233451","51.810603629403"
"01-03-371-0060","Pyrus calleryana 'Chanticleer'","","9","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104921.187","424781.74","4.66136316135526","51.8103604313675"
"01-05-441-0050","Sorbus decora","","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106077.484","425353.868","4.67805033963116","51.8156058182754"
"01-05-441-0060","Sorbus decora","","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106072.797","425344.02","4.67798375230996","51.8155168819639"
"01-05-441-0070","Sorbus decora","","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106074.442","425336.964","4.67800861659734","51.8154536019492"
"01-05-441-0080","Sorbus decora","","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106071.076","425328.911","4.67796094030959","51.8153809177648"
"00-01-496-0020","Ulmus 'New Horizon'","","5","10","2010","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Geen status","104689.743","425170.875","4.65795024604401","51.8138374771049"
"00-01-496-0050","Ulmus 'New Horizon'","","5","10","2013","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Geen status","104698.09","425200.066","4.65806705243673","51.8141006229202"
"01-05-236-0060","Aesculus x carnea 'Briotii'","Rode paardenkastanje","4","50","1970","VERHARDING","","Gemeente Dordrecht","Vormboom","Bomenlijst","105979.698","425221.498","4.67665089225776","51.8144073759288"
"01-05-476-0320","Fraxinus angustifolia 'Raywood'","smalbladige es","6","5","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106464.447","425408.866","4.68365485737107","51.8161339971363"
"01-05-476-0310","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106453.199","425418.616","4.68349034818829","51.8162206573701"
"01-05-476-0290","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106430.395","425438.163","4.68315686242159","51.8163943777895"
"01-05-581-0700","Acer platanoides","Noorse esdoorn","5","5","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106649.129","425428.208","4.68633067557816","51.816323897041"
"01-05-581-0710","Acer platanoides","Noorse esdoorn","5","5","2000","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106675.877","425402.85","4.68672216076178","51.8160982751913"
"01-05-476-0280","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106419.281","425447.988","4.68299428690833","51.8164817213736"
"01-05-476-0270","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106407.871","425457.823","4.68282742741951","51.816569131685"
"01-05-476-0260","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106396.304","425467.733","4.68265826738394","51.8166572087296"
"01-05-476-0250","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106385.04","425477.637","4.68249350817277","51.8167452523781"
"01-05-476-0240","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106373.768","425487.409","4.68232864905363","51.8168321125994"
"01-05-476-0230","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106362.551","425497.194","4.68216457320771","51.8169190895819"
"01-05-476-0220","Fraxinus excelsior","gewone es","6","20","1960","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","106338.215","425527.287","4.68180738666219","51.8171874679708"
"01-05-526-0080","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","6","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105889.951","425597.74","4.6752958511755","51.8177814678192"
"01-05-526-0090","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","12","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105892.729","425612.819","4.67533400809756","51.8179172599425"
"01-05-526-0100","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105895.544","425628.1","4.67537265876776","51.8180548664761"
"01-05-526-0110","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105898.317","425643.159","4.67541074661154","51.8181904693648"
"01-05-526-0120","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105901.066","425658.206","4.67544848089368","51.8183259712051"
"01-05-286-0010","Carpinus betulus","Haagbeuk","8","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105939.95","425641.56","4.67601481549225","51.8181797599106"
"01-05-286-0020","Carpinus betulus","Haagbeuk","7","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105950.53","425646.569","4.67616755802946","51.8182257156642"
"01-05-286-0030","Carpinus betulus","Haagbeuk","7","15","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105954.008","425653.871","4.67621696720528","51.8182916581715"
"01-05-526-0130","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105935.035","425736.014","4.67593011979778","51.8190283610947"
"01-05-526-0140","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","15","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105943.063","425748.172","4.67604483524677","51.8191383538284"
"01-05-526-0150","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105951.693","425759.159","4.67616844910456","51.8192378734416"
"01-05-526-0160","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105960.363","425770.088","4.67629265191601","51.8193368750878"
"01-05-526-0170","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105969.003","425781.099","4.67641640850507","51.8194366110514"
"01-05-581-0230","Alnus incana 'Laciniata'","","5","10","2005","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106551.309","425382.618","4.68491833060657","51.815905605848"
"01-05-476-0480","Acer saccharinum","zilveresdoorn","8","25","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106503.564","425351.779","4.68423019200392","51.8156242447213"
"01-05-476-0330","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106475.834","425398.965","4.68382140012009","51.8160459868401"
"01-05-476-0340","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106487.091","425389.243","4.68398602595801","51.8159595766694"
"01-05-476-0350","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106498.303","425379.429","4.68415001841923","51.8158723330808"
"01-05-476-0360","Fraxinus angustifolia 'Raywood'","smalbladige es","6","15","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106509.631","425369.616","4.68431567773267","51.8157851061784"
"01-05-476-0370","Fraxinus angustifolia 'Raywood'","smalbladige es","6","10","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106520.994","425359.809","4.6844818539032","51.8156979459684"
"01-05-476-0380","Fraxinus angustifolia 'Raywood'","smalbladige es","6","10","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106532.356","425350.049","4.68464801321007","51.8156112024566"
"01-05-581-0220","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106558.648","425375.625","4.68502575089216","51.8158433840825"
"01-05-581-0240","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106544.236","425389.721","4.68481475251174","51.8159688393993"
"01-05-581-0250","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106536.874","425396.95","4.68470696497141","51.8160331803454"
"01-05-581-0260","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106529.119","425404.559","4.684593423986","51.8161009028109"
"01-05-581-0270","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106521.537","425412.082","4.68448240382039","51.8161678671588"
"01-05-581-0280","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106514.043","425419.805","4.68437263157992","51.8162366368251"
"01-05-581-0290","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106506.521","425427.258","4.68426249078261","51.8163029769573"
"01-05-581-0300","Alnus incana 'Laciniata'","","5","15","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106499.206","425434.458","4.68415538738988","51.8163670608004"
"01-05-581-0310","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106491.36","425442.232","4.68404050175705","51.816436257976"
"01-05-581-0320","Alnus incana 'Laciniata'","","5","5","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106484.052","425449.577","4.68393347890633","51.8165016456097"
"01-05-581-0060","Alnus incana 'Laciniata'","","5","10","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106568.694","425365.598","4.68517285700274","51.8157541210762"
"01-05-581-0070","Alnus incana 'Laciniata'","","5","15","2005","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106576.356","425357.817","4.68528507103212","51.815684847836"
"01-05-581-0080","Alnus incana 'Laciniata'","","5","10","2005","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Geen status","106584.246","425349.945","4.68540060470941","51.8156147723382"
"01-05-581-0010","Fraxinus ornus","Pluimes","5","10","2007","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106548.289","425336.248","4.68488102951864","51.8154885293952"
"01-05-581-0040","Populus x canadensis 'Robusta'","Canada populier","25","105","1950","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106554.461","425337.386","4.68497038411758","51.8154992948432"
"01-05-581-0050","Populus x canadensis 'Robusta'","Canada populier","25","100","1950","BEPLANTING","","Gemeente Dordrecht","","Geen status","106564.31","425339.582","4.68511291901032","51.8155198897693"
"01-05-581-0090","Populus nigra 'Italica'","Italiaanse populier","22","120","1950","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106590.469","425342.387","4.68549191303593","51.8155473711319"
"01-05-581-0500","Acer campestre","Spaanse aak","10","30","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","106571.645","425333.974","4.68522008071391","51.8154701209338"
"01-05-287-0050","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","15","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105977.671","425792.162","4.67654056439291","51.819536816766"
"01-05-287-0060","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105996.67","425806.292","4.67681413266956","51.8196654990186"
"01-05-287-0070","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","15","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","106011.37","425794.782","4.67702898137647","51.8195633287033"
"01-05-287-0080","Aesculus x carnea 'Briotii'","Rode paardenkastanje","5","10","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","106026.995","425782.445","4.67725736296397","51.8194538054318"
"01-03-446-0070","Tilia x europaea","Hollandse linde","5","15","1998","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","104649.877","424878.216","4.65741470209942","51.8112032166989"
"00-01-371-0110","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105741.263","425410.969","4.67316590135184","51.8160894981596"
