FID,puntnummer,entiteit_vaargeul,entiteit_ankergebied,entiteit_separatiezone,entiteit_begrenzing,entiteit_lodvak,opmerking,groep,geul,x_etrs89,y_etrs89,vaargeul,kilometer,hoek_label,eindcijfer,kmvijf,kmtien,se_anno_cad_data,gdb_geomattr_data,shape
kilometrering_labels.24, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,28,90,8,0,0,,,POINT (544662.2761000004 5762273.0107)
kilometrering_labels.25, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,29,90,9,0,0,,,POINT (543672.0528999995 5762133.5626)
kilometrering_labels.26, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,30,90,0,5,10,,,POINT (542681.8288000003 5761994.114600001)
kilometrering_labels.27, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,31,90,1,0,0,,,POINT (541691.6061000004 5761854.6665)
kilometrering_labels.28, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,32,90,2,0,0,,,POINT (540701.3815000001 5761715.2184999995)
kilometrering_labels.29, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,33,90,3,0,0,,,POINT (539711.9682 5761575.884099999)
kilometrering_labels.30, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,34,90,4,0,0,,,POINT (538720.9457 5761436.3237)
kilometrering_labels.31, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,35,90,5,5,0,,,POINT (537730.7224000003 5761296.875600001)
kilometrering_labels.32, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,36,90,6,0,0,,,POINT (536740.4983999999 5761157.4276)
kilometrering_labels.33, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,37,90,7,0,0,,,POINT (535750.2751000002 5761017.979499999)
kilometrering_labels.34, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,38,90,8,0,0,,,POINT (534760.0519000003 5760878.5315000005)
kilometrering_labels.35, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,39,90,9,0,0,,,POINT (533769.8278000001 5760739.083000001)
kilometrering_labels.36, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,40,90,0,5,10,,,POINT (532780.3631999996 5760599.741599999)
kilometrering_labels.37, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,41,90,1,0,0,,,POINT (531789.3805 5760460.186899999)
kilometrering_labels.38, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,42,90,2,0,0,,,POINT (530799.1578000002 5760320.7388)
kilometrering_labels.39, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,43,90,3,0,0,,,POINT (529808.9349999996 5760181.2908)
kilometrering_labels.40, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,44,90,4,0,0,,,POINT (528818.7117999997 5760041.842700001)
kilometrering_labels.41, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,45,90,5,5,0,,,POINT (527828.4877000004 5759902.3947)
kilometrering_labels.42, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,46,90,6,0,0,,,POINT (526838.2644999996 5759762.946599999)
kilometrering_labels.43, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,47,90,7,0,0,,,POINT (525848.0509000001 5759623.4999)
kilometrering_labels.44, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,48,90,8,0,0,,,POINT (524857.8273 5759484.0514)
kilometrering_labels.45, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,49,90,9,0,0,,,POINT (523867.6041000001 5759344.603399999)
kilometrering_labels.46, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,50,90,0,5,10,,,POINT (522877.3799999999 5759205.155300001)
kilometrering_labels.47, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,51,90,1,0,0,,,POINT (521887.1568 5759065.7073)
kilometrering_labels.48, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,52,90,2,0,0,,,POINT (520896.9326999998 5758926.259199999)
kilometrering_labels.49, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,53,90,3,0,0,,,POINT (519906.71079999954 5758786.8112)
kilometrering_labels.50, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,54,90,4,0,0,,,POINT (518916.48670000024 5758647.3631)
kilometrering_labels.51, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,55,90,5,5,0,,,POINT (517926.26350000035 5758507.915100001)
kilometrering_labels.52, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,56,90,6,0,0,,,POINT (516936.04030000046 5758368.467)
kilometrering_labels.53, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,57,90,7,0,0,,,POINT (515946.10419999994 5758232.9509)
kilometrering_labels.54, ,kmpunt as geul, , , , , , , ,0,0,Maasgeul,0,270,0,5,10,,,POINT (571734.2685000002 5760501.045399999)
kilometrering_labels.55, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,22.8,90,3,0,0,,,POINT (581640.1327 5817743.819399999)
kilometrering_labels.56, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,23,90,3,0,0,,,POINT (581451.4354999997 5817738.8783)
kilometrering_labels.57, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,24,90,4,0,0,,,POINT (580451.7825999996 5817712.7019)
kilometrering_labels.58, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,25,90,5,5,0,,,POINT (579452.1156000001 5817686.524700001)
kilometrering_labels.59, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,26,90,6,0,0,,,POINT (578452.4649 5817660.348300001)
kilometrering_labels.60, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,27,90,7,0,0,,,POINT (577452.7714999998 5817634.170600001)
kilometrering_labels.61, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,28,90,8,0,0,,,POINT (576453.1497999998 5817607.995100001)
kilometrering_labels.62, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,29,90,9,0,0,,,POINT (575453.5029999996 5817581.818299999)
kilometrering_labels.63, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,29.4,90,9,0,0,,,POINT (575009.3051000005 5817570.187100001)
kilometrering_labels.64, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,30,90,0,5,10,,,POINT (574453.6275000004 5817555.636299999)
kilometrering_labels.65, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,31,90,1,0,0,,,POINT (573454.0078999996 5817529.4608)
kilometrering_labels.66, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,32,90,2,0,0,,,POINT (572454.3589000003 5817503.284399999)
kilometrering_labels.67, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,33,90,3,0,0,,,POINT (571454.6984999999 5817477.1076)
kilometrering_labels.68, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,34,90,4,0,0,,,POINT (570455.2322000004 5817450.9361000005)
kilometrering_labels.69, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,35,90,5,5,0,,,POINT (569455.3175999997 5817424.7532)
kilometrering_labels.70, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,35.9,90,6,0,0,,,POINT (568567.1699000001 5817401.495999999)
kilometrering_labels.71, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,36,90,6,0,0,,,POINT (568455.7309999997 5817398.5781)
kilometrering_labels.72, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,37,90,7,0,0,,,POINT (567456.0828999998 5817372.401799999)
kilometrering_labels.73, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,38,90,8,0,0,,,POINT (566456.4145999998 5817346.225)
kilometrering_labels.74, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,39,90,9,0,0,,,POINT (565456.7577 5817320.0482)
kilometrering_labels.75, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,40,90,0,5,10,,,POINT (564457.1034000004 5817293.8718)
kilometrering_labels.76, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,41,90,1,0,0,,,POINT (563457.4452 5817267.695)
kilometrering_labels.77, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,42,90,2,0,0,,,POINT (562457.7695000004 5817241.518200001)
kilometrering_labels.78, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,42.3,90,2,0,0,,,POINT (562125.0334000001 5817232.804400001)
kilometrering_labels.79, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,43,0,3,0,0,,,POINT (561461.2977999998 5817227.452400001)
kilometrering_labels.80, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,44,0,4,0,0,,,POINT (560461.3306 5817219.388800001)
kilometrering_labels.81, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,45,0,5,1,0,,,POINT (559461.3629000001 5817211.325200001)
kilometrering_labels.82, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,46,0,6,0,0,,,POINT (558461.3956000004 5817203.261600001)
kilometrering_labels.83, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,47,0,7,0,0,,,POINT (557461.4280000003 5817195.197899999)
kilometrering_labels.84, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,48,0,8,0,0,,,POINT (556461.4603000004 5817187.134299999)
kilometrering_labels.85, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,49,0,9,0,0,,,POINT (555517.7992000002 5816938.9879)
kilometrering_labels.86, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,50,0,0,1,0,,,POINT (554618.5149999997 5816501.6227)
kilometrering_labels.87, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,51,0,1,0,0,,,POINT (553719.2308999998 5816064.257999999)
kilometrering_labels.88, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,52,0,2,0,0,,,POINT (552819.9467000002 5815626.893300001)
kilometrering_labels.89, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,53,0,3,0,0,,,POINT (551920.6624999996 5815189.5286)
kilometrering_labels.90, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,54,0,4,0,0,,,POINT (551021.3783 5814752.163899999)
kilometrering_labels.91, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,55,0,5,1,0,,,POINT (550122.0942000002 5814314.7992)
kilometrering_labels.92, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,56,0,6,0,0,,,POINT (549222.8099999996 5813877.4344999995)
kilometrering_labels.93, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,57,0,7,0,0,,,POINT (548323.5258 5813440.069399999)
kilometrering_labels.94, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,58,0,8,0,0,,,POINT (514946.2866000002 5758240.876700001)
kilometrering_labels.95, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,59,0,9,0,0,,,POINT (513946.3558 5758252.614600001)
kilometrering_labels.96, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,60,0,0,1,0,,,POINT (512946.42459999956 5758264.352)
kilometrering_labels.97, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,61,0,1,0,0,,,POINT (511946.4933000002 5758276.0899)
kilometrering_labels.98, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,62,0,2,0,0,,,POINT (510946.5625 5758287.8278)
kilometrering_labels.99, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,63,0,3,0,0,,,POINT (509946.63129999954 5758299.5656)
kilometrering_labels.100, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,64,0,4,0,0,,,POINT (508946.7000000002 5758311.3035)
kilometrering_labels.101, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,65,0,5,1,0,,,POINT (507946.7692 5758323.0414)
kilometrering_labels.102, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,66,0,6,0,0,,,POINT (506946.83800000045 5758334.7787999995)
kilometrering_labels.103, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,67,0,7,0,0,,,POINT (505946.90670000017 5758346.5167)
kilometrering_labels.104, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,68,0,8,0,0,,,POINT (504946.97589999996 5758358.2546)
kilometrering_labels.105, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,69,0,9,0,0,,,POINT (503947.04470000044 5758369.9925)
kilometrering_labels.106, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,70,0,0,1,0,,,POINT (502947.11340000015 5758381.729900001)
kilometrering_labels.107, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,71,0,1,0,0,,,POINT (501947.1821999997 5758393.467800001)
kilometrering_labels.108, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,72,0,2,0,0,,,POINT (500947.2514000004 5758405.205700001)
kilometrering_labels.109, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,73,0,3,0,0,,,POINT (500004.1149000004 5758188.5679)
kilometrering_labels.110, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,74,0,4,0,0,,,POINT (499126.1624999996 5757709.8201)
kilometrering_labels.111, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,75,0,5,1,0,,,POINT (498248.2100999998 5757231.071900001)
kilometrering_labels.112, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,76,0,6,0,0,,,POINT (497370.25769999996 5756752.324100001)
kilometrering_labels.113, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,77,0,7,0,0,,,POINT (496492.3053000001 5756273.576400001)
kilometrering_labels.114, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,78,0,8,0,0,,,POINT (495614.35250000004 5755794.828199999)
kilometrering_labels.115, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,79,0,9,0,0,,,POINT (494736.4001000002 5755316.080399999)
kilometrering_labels.116, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,80,0,0,1,0,,,POINT (493858.44770000037 5754837.332699999)
kilometrering_labels.117, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,81,0,1,0,0,,,POINT (492980.4952999996 5754358.584899999)
kilometrering_labels.118, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,82,0,2,0,0,,,POINT (492102.54289999977 5753879.8367)
kilometrering_labels.119, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,83,0,3,0,0,,,POINT (491224.59049999993 5753401.089)
kilometrering_labels.120, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,84,0,4,0,0,,,POINT (490346.6381000001 5752922.3412)
kilometrering_labels.121, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,85,0,5,1,0,,,POINT (489468.68570000026 5752443.593)
kilometrering_labels.122, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,86,0,6,0,0,,,POINT (488590.73330000043 5751964.8452)
kilometrering_labels.123, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,87,0,7,0,0,,,POINT (487712.78089999966 5751486.0975)
kilometrering_labels.124, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,88,0,8,0,0,,,POINT (486834.8280999996 5751007.3497)
kilometrering_labels.125, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,89,0,9,0,0,,,POINT (485956.87569999974 5750528.601500001)
kilometrering_labels.126, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,90,0,0,1,0,,,POINT (485109.4424999999 5750007.851299999)
kilometrering_labels.127, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,91,0,1,0,0,,,POINT (484382.86649999954 5749320.764699999)
kilometrering_labels.128, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,92,0,2,0,0,,,POINT (483656.29059999995 5748633.6785)
kilometrering_labels.129, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,93,0,3,0,0,,,POINT (482929.7150999997 5747946.5918000005)
kilometrering_labels.130, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,94,0,4,0,0,,,POINT (482203.13910000026 5747259.5056)
kilometrering_labels.131, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,95,0,5,1,0,,,POINT (481476.5636 5746572.419399999)
kilometrering_labels.132, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,96,0,6,0,0,,,POINT (480749.9877000004 5745885.332699999)
kilometrering_labels.133, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,97,0,7,0,0,,,POINT (480023.41220000014 5745198.2465)
kilometrering_labels.134, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,98,0,8,0,0,,,POINT (479296.8361999998 5744511.1603)
kilometrering_labels.135, ,kmpunt as geul, , , , , , , ,0,0,Eurogeul,99,0,9,0,0,,,POINT (478570.26070000045 5743824.0737)
kilometrering_labels.136, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,57.4,0,4,0,0,,,POINT (547937.2158000004 5813252.188200001)
kilometrering_labels.137, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,0,90,0,5,10,,,POINT (604150.5569000002 5814031.6599)
kilometrering_labels.138, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,1,90,1,0,0,,,POINT (603163.8938999996 5814194.3686)
kilometrering_labels.139, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,2,90,2,0,0,,,POINT (602177.2210999997 5814357.0787)
kilometrering_labels.140, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,3,90,3,0,0,,,POINT (601190.5580000002 5814519.7874)
kilometrering_labels.141, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,4,90,4,0,0,,,POINT (600203.8953999998 5814682.496099999)
kilometrering_labels.142, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,5,90,5,5,0,,,POINT (599217.0027000001 5814845.243899999)
kilometrering_labels.143, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,6,90,6,0,0,,,POINT (598230.5586999999 5815007.9179)
kilometrering_labels.144, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,7,90,7,0,0,,,POINT (597243.8864000002 5815170.6292)
kilometrering_labels.145, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,8,90,8,0,0,,,POINT (596257.2237 5815333.339199999)
kilometrering_labels.146, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,9,90,9,0,0,,,POINT (595270.5610999996 5815496.0493)
kilometrering_labels.147, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,10,90,0,5,10,,,POINT (594283.8887999998 5815658.7611)
kilometrering_labels.148, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,11,90,1,0,0,,,POINT (593297.2265999997 5815821.471100001)
kilometrering_labels.149, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,12,90,2,0,0,,,POINT (592310.5639000004 5815984.181500001)
kilometrering_labels.150, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,13,90,3,0,0,,,POINT (591323.8934000004 5816146.8881)
kilometrering_labels.151, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,14,90,4,0,0,,,POINT (590337.2276999997 5816309.5976)
kilometrering_labels.152, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,15,90,5,5,0,,,POINT (589350.5554 5816472.308499999)
kilometrering_labels.153, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,16,90,6,0,0,,,POINT (588363.8909999998 5816635.018100001)
kilometrering_labels.154, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,17,90,7,0,0,,,POINT (587377.2282999996 5816797.727299999)
kilometrering_labels.155, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,18,90,8,0,0,,,POINT (586390.5559999999 5816960.438200001)
kilometrering_labels.156, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,19,90,9,0,0,,,POINT (585403.8934000004 5817123.1478)
kilometrering_labels.157, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,20,90,0,5,10,,,POINT (584417.2205999997 5817285.8587)
kilometrering_labels.158, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,21,90,1,0,0,,,POINT (583430.5580000002 5817448.5678)
kilometrering_labels.159, ,kmpunt as geul, , , , , , , ,0,0,IJgeul,22,90,2,0,0,,,POINT (582443.8953 5817611.276900001)
kilometrering_labels.160, ,kmpunt as geul, , , , , , , ,0,0,Maasgeul,1,270,1,0,0,,,POINT (570800.8268999998 5760862.566199999)
kilometrering_labels.161, ,kmpunt as geul, , , , , , , ,0,0,Maasgeul,2,270,2,0,0,,,POINT (569868.4360999996 5761223.9879)
kilometrering_labels.162, ,kmpunt as geul, , , , , , , ,0,0,Maasgeul,3,270,3,0,0,,,POINT (568936.0454000002 5761585.409499999)
kilometrering_labels.163, ,kmpunt as geul, , , , , , , ,0,0,Maasgeul,4,270,4,0,0,,,POINT (568003.6551999999 5761946.830700001)
