NUMMER,INHOUD,SOORT,FRACTIE,X_RD,Y_RD,longitude,latitude
"10097","5000 liter","Ondergrondse container","Restafval","106898.646","425703.37","4.68957650274371","51.8178714249568"
"446","UNKNOWN","Ondergrondse container","Glas","108198.951680099","424793.696735572","4.70855695932373","51.8098059854681"
"10380","3800 liter","Ondergrondse container","Restafval","105451.049962237","425014.599871462","4.66868188470483","51.8115542323494"
"242","UNKNOWN","Half verdiepte container","Glas","107718.885857937","423394.473946514","4.70178733190902","51.7971895043677"
"10342","5000 liter","Ondergrondse container","Restafval","106119.588","422453.819","4.67873742051614","51.7885973275613"
"10403","5000 liter","Ondergrondse container","Restafval","105098","425702","4.66346344037075","51.817700983319"
"INP047","1400 liter","Inpandige container","Restafval","105905.345","421861.859","4.67571634641331","51.7832580935868"
"INP042","1400 liter","Inpandige container","Restafval","106029.957","421609.557","4.67755776884646","51.7810013812701"
"","UNKNOWN","Half verdiepte container","Glas","108618.182432516","425338.803447605","4.71456258443618","51.8147403306533"
"INP024","750 liter","Inpandige container","Restafval","108619.366","424238.634","4.71472723786219","51.8048522452879"
"INP045","1400 liter","Inpandige container","Restafval","106328.835","421600.898","4.68188983125945","51.7809496774435"
"INP039","1400 liter","Inpandige container","Restafval","109104.144","424195.857","4.72176127552744","51.8045078392075"
"10042","5000 liter","Ondergrondse container","Restafval","105957.981","424650.047","4.6760841394866","51.8083224753515"
"INP026","1300 liter","Inpandige container","Restafval","105203.695684897","422614.443000812","4.66544052615874","51.7899600711067"
"","UNKNOWN","Achter lossen","Glas","104592.398","423619.042","4.65643462983039","51.7989343608961"
"10036","5000 liter","Ondergrondse container","Restafval","105836.125","424100.952","4.67439535084358","51.8033765904203"
"INP040","1400 liter","Inpandige container","Restafval","109844.351","423847.666","4.7325382435254","51.8014386990558"
"10126","5000 liter","Ondergrondse container","Restafval","104822.929871392","423473.360972019","4.65979754877301","51.7976457756888"
"267","UNKNOWN","Bovengrondse container","Glas","105060.994","422335.733","4.66341251306803","51.7874423338659"
"10127","5000 liter","Ondergrondse container","Restafval","104215.411032977","424029.0893037","4.65090965006927","51.8025856123583"
"AANP514","1400 liter","Inpandige container","Restafval","105748.196","423391.639","4.67322152833129","51.7969936620322"
"229","UNKNOWN","Bovengrondse container","Glas","107197.172","423293.068","4.69423878762925","51.7962336581678"
"295","UNKNOWN","Ondergrondse container","Glas","105552.729","425076.833","4.67014734908098","51.8121225894882"
"INP032","1400 liter","Inpandige container","Restafval","106213.373","423907.306","4.67989181310646","51.801669230883"
"10289","5000 liter","Ondergrondse container","Restafval","106687.641","424840.187","4.68663702908927","51.8100950568383"
"INP044","1600 liter","Inpandige container","Restafval","106229.891","421600.743","4.68045612198409","51.7809396543295"
"INP034SLEU","1400 liter","Inpandige container","Restafval","108255.278","424265.279","4.70944506059641","51.8050613568946"
"INP007","1400 liter","Inpandige container","Restafval","108851.091","424035.302","4.71811392504651","51.8030439262433"
"10238","5000 liter","Ondergrondse container","Restafval","104370.332","422816.492","4.6533329153789","51.7917011135064"
"10099","5000 liter","Ondergrondse container","Restafval","107000.011","425692.105","4.69104808422103","51.8177789059191"
"INP071","1700 liter","Inpandige container","Restafval","108602.406","424050.375","4.714506590197","51.8031587866762"
"","1400 liter","Inpandige container","Restafval","105393.021363377","422639.258749861","4.66818090460127","51.7901999607828"
"222","UNKNOWN","Half verdiepte container","Glas","105418.965","424121.984","4.66834455800195","51.8035287261532"
"","UNKNOWN","Half verdiepte container","Textiel","106031.439532757","425198.739129016","4.67707155570779","51.8132604682253"
"10177","5000 liter","Ondergrondse container","Restafval","105157.298","423093.126","4.66469917431984","51.7942582460222"
"291","UNKNOWN","Half verdiepte container","Glas","106032.807816714","425201.003858365","4.67709107618516","51.8132809432479"
"10063","5000 liter","Ondergrondse container","Restafval","106353.027","424787.505","4.68179263411115","51.8095924949185"
"10211","5000 liter","Ondergrondse container","Restafval","105699.167","424727.298","4.67232055993043","51.8089939916924"
"10390","3800 liter","Ondergrondse container","Restafval","105254.293690443","425755.885640068","4.66572227630491","51.8181992517179"
"INP037","1600 liter","Inpandige container","Restafval","106118.415","422207.691","4.67875515669866","51.7863850653597"
"","UNKNOWN","Half verdiepte container","Glas","107934.113302413","423048.259403488","4.7049542499654","51.7940959564061"
"10107","5000 liter","Ondergrondse container","Restafval","105267.436680109","424179.696667536","4.66613947512681","51.8040339571056"
"10181","5000 liter","Ondergrondse container","Restafval","105007.558680504","422936.237383629","4.66255142104262","51.7928347745039"
"10333","5000 liter","Ondergrondse container","Restafval","107367.645","422945.998","4.69675758904223","51.7931288098908"
"INP080","1700 liter","Inpandige container","Restafval","104395.762033897","422764.770856489","4.65370904926938","51.7912385594324"
"10264","5000 liter","Ondergrondse container","Restafval","107606.116","425673.299","4.69984052564323","51.8176616897196"
"INP037","1600 liter","Inpandige container","Restafval","106120.224615761","422127.209731304","4.67879273888094","51.7856618706985"
"INP006","1400 liter","Inpandige container","Restafval","108751.308","424037.143","4.71666707319975","51.8030522150779"
"227","UNKNOWN","Bovengrondse container","Glas","105280.135362518","423258.400931854","4.6664559142133","51.795754657955"
"263","UNKNOWN","Bovengrondse container","Glas","105365.252852258","420715.837729875","4.66805400159119","51.7729101107052"
"10032","5000 liter","Ondergrondse container","Restafval","105909.551","424286.258","4.67543355929841","51.8050485491508"
"10090","5000 liter","Ondergrondse container","Restafval","105877.394","425407.801","4.67480809652961","51.8151259378239"
"10123","5000 liter","Ondergrondse container","Restafval","104707.976146425","423298.151713341","4.65815667463908","51.7960606870728"
"INP019","1400 liter","Inpandige container","Restafval","105262.707513914","424865.920707093","4.66597227108264","51.8102011808974"
"INP094","1700 liter","Inpandige container","Restafval","104389.93020897","422665.887995585","4.65363897675677","51.790349291717"
"INP080","1700 liter","Inpandige container","Restafval","104377.617898316","422765.202859717","4.6534460129248","51.7912407976611"
"INP050","1400 liter","Inpandige container","Restafval","105989.88","422550.325","4.67684393462519","51.7894533398412"
"10128","5000 liter","Ondergrondse container","Restafval","104280.73","424176.744","4.65183495301113","51.8039186390876"
"","UNKNOWN","Achter lossen","Glas","104566.294","423732.829","4.6560396461068","51.7999546974065"
"10031","5000 liter","Ondergrondse container","Restafval","105908.107","424289.026","4.67541223141629","51.805073300438"
"275","UNKNOWN","Bovengrondse container","Glas","106375.535","421149.472","4.68262987695918","51.7768963923787"
"214","UNKNOWN","Bovengrondse container","Glas","104586.975255996","423461.013791347","4.65637903562037","51.7975135461313"
"INP077","1400 liter","Inpandige container","Restafval","104669.158235831","423995.376057556","4.65749262581732","51.802323699258"
"10338","5000 liter","Ondergrondse container","Restafval","105894.369","422085.564","4.67552558142602","51.7852677535004"
"INP054","1400 liter","Inpandige container","Restafval","106617.323","422364.498","4.68596347041548","51.7878378667509"
"INP021B","1000 liter","Inpandige container","Restafval","107413.807","423524.05","4.69734722218276","51.7983281974162"
"","UNKNOWN","Half verdiepte container","Textiel","108620.783793171","425338.247999368","4.71460038196136","51.8147355545617"
"INP008","1400 liter","Inpandige container","Restafval","108666.658","424059.114","4.71543691688365","51.8032426683578"
"10304","5000 liter","Ondergrondse container","Restafval","104837.170324125","422838.878153864","4.66009590013772","51.7919444478354"
"10161","5000 liter","Ondergrondse container","Restafval","104812.529905096","422465.225383619","4.65979291728203","51.7885839141717"
"","UNKNOWN","Achter lossen","Glas","104907.297","423964.393","4.66094944253413","51.8020666495474"
"AANP627","1400 liter","Inpandige container","Restafval","105804.974","421896.928","4.67425688476755","51.783564456823"
"","UNKNOWN","Bovengrondse container","Textiel","106339.474096268","421671.821957332","4.68203403419845","51.7815880584851"
"10026","5000 liter","Ondergrondse container","Restafval","104899.656372614","424254.497287568","4.66079667813857","51.804673362231"
"","UNKNOWN","Bovengrondse container","Textiel","105915.491","422193.988","4.67581631105976","51.7862441076343"
"","1400 liter","Inpandige container","Restafval","105402.061850943","422683.618033406","4.66830557765253","51.7905994571497"
"10203","5000 liter","Ondergrondse container","Restafval","105312.139126342","424811.490162084","4.66669683189238","51.8097163730838"
"10198","5000 liter","Ondergrondse container","Restafval","105001.942948234","424677.006808412","4.66221856834053","51.8084799625785"
"INP037","1600 liter","Inpandige container","Restafval","106121.205","422287.923","4.67878426745457","51.7871064221353"
"10341","5000 liter","Ondergrondse container","Restafval","106060.847","422637.723","4.67786011256858","51.7902450825258"
"10102","5000 liter","Ondergrondse container","Restafval","107030.06","425861.589","4.69146035016505","51.81930478317"
"INP066","1400 liter","Inpandige container","Restafval","108899.51","423944.659","4.71882795447228","51.8022332378223"
"INP024","750 liter","Inpandige container","Restafval","108618.879","424240.574","4.71471991727423","51.8048696413085"
"10372","5000 liter","Ondergrondse container","Restafval","105302.590216569","425452.675588152","4.66646625736248","51.8154783666969"
"","UNKNOWN","Bovengrondse container","Textiel","108743.333","424087.083","4.71654478058084","51.8035004091969"
"10334","5000 liter","Ondergrondse container","Restafval","107938.771","422642.658","4.70507688561","51.7904508532739"
"10017","5000 liter","Ondergrondse container","Restafval","104988.925614304","424105.687812929","4.66211240021497","51.8033438977629"
"10085","5000 liter","Ondergrondse container","Restafval","106146.998","425357.703","4.6787247834596","51.8146993338276"
"255","UNKNOWN","Bovengrondse container","Glas","103098.521","422025.388","4.6350182587442","51.7844740922271"
"10104","5000 liter","Ondergrondse container","Restafval","106071.064","425580.444","4.67759214014485","51.8166946350023"
"AANP464","1400 liter","Inpandige container","Restafval","104517.844361391","422696.117045809","4.65548846613071","51.7906325624777"
"10394","5000 liter","Ondergrondse container","Restafval","104554.753451011","425138.039490861","4.65566748980054","51.8125833850979"
"","UNKNOWN","Half verdiepte container","Glas","106704.49409792","423921.111844514","4.68700966951269","51.8018360193271"
"INP054","1400 liter","Inpandige container","Restafval","106614.879","422364.776","4.68592801177513","51.7878401536373"
"INP085SLEU","1700 liter","Inpandige container","Restafval","107395.877","423417.09","4.69710201827722","51.7973653274572"
"258","1400 liter","Inpandige container","Restafval","105617.593061361","424328.989081658","4.67119464037531","51.8054068556418"
"10138","5000 liter","Ondergrondse container","Restafval","105065.823509998","423908.583945595","4.66325566423587","51.8015792512749"
"481","UNKNOWN","Bovengrondse container","Glas","105328.004959708","423064.202858934","4.66717764756002","51.7940135021044"
"258","1400 liter","Inpandige container","Restafval","105614.791835072","424330.307305793","4.67115383960491","51.8054184557642"
"10056","5000 liter","Ondergrondse container","Restafval","106370.302","424556.533","4.68207557781904","51.8075180644648"
"10208","5000 liter","Ondergrondse container","Restafval","105671.075","424806.445","4.6719019601116","51.8097028676252"
"INP033","1400 liter","Inpandige container","Restafval","106293.898","423855.597","4.68106645973024","51.8012115105222"
"INP074","1400 liter","Inpandige container","Restafval","105312.573366379","423311.983948969","4.66691841446395","51.7962391397644"
"444","UNKNOWN","Ondergrondse container","Glas","108609.856","424797.472","4.71451443638279","51.8098742216079"
"INP035","1400 liter","Inpandige container","Restafval","106608.018","422231.142","4.6858472490304","51.7866384764021"
"","UNKNOWN","Achter lossen","Glas","105977.326","421090.913","4.67686850275845","51.7763352713578"
"10083","2600 liter","Bovengrondse container","Restafval","106239","425174","4.68008481769701","51.813056291616"
"","UNKNOWN","Achter lossen","Glas","104947.056","423854.07","4.66154178598211","51.8010786547778"
"10152","5000 liter","Ondergrondse container","Restafval","105216.399846839","422487.415766596","4.66564291002374","51.7888195059996"
"274","UNKNOWN","Ondergrondse container","Glas","106268.991","420883.127","4.68112360890879","51.7744932378212"
"10275","5000 liter","Ondergrondse container","Restafval","108577.654","425489.009","4.71395470990909","51.8160869881309"
"10301","5000 liter","Ondergrondse container","Restafval","104849.936256019","422628.307900148","4.6603114218434","51.7900530292972"
"429","UNKNOWN","Ondergrondse container","Glas","109773.387","423910.203","4.73150130403233","51.8019950313247"
"10064","5000 liter","Ondergrondse container","Restafval","106214.618","424768.634","4.67978842927907","51.809410804711"
"10096","5000 liter","Ondergrondse container","Restafval","106143.038","425543.027","4.67864117956791","51.8163646444336"
"10344","5000 liter","Ondergrondse container","Restafval","106280.092","422441.09","4.68106536122025","51.7884969465671"
"287","UNKNOWN","Bovengrondse container","Glas","104653.388","424616.527","4.65717362978314","51.8079050508018"
"10336","5000 liter","Ondergrondse container","Restafval","108225.009","423023.646","4.70917399817746","51.7938991778646"
"INP102","1400 liter","Inpandige container","Restafval","105955.786","421929.063","4.67643777574324","51.7838665438531"
"INP111","1400 liter","Inpandige container","Restafval","106234.37713742","423596.346192864","4.68024012025212","51.798876211939"
"AANP538","1300 liter","Inpandige container","Restafval","106706.932798096","423270.923912085","4.68713573293378","51.7959924432709"
"246","UNKNOWN","Ondergrondse container","Glas","108745.2","424089.51","4.71657152333994","51.8035223774908"
"10237","5000 liter","Ondergrondse container","Restafval","104202.121","423055.119","4.65085990694235","51.7938305666725"
"10224","5000 liter","Ondergrondse container","Restafval","106653.406","424992.935","4.6861192846545","51.8114649652006"
"10075","5000 liter","Ondergrondse container","Restafval","105840","425588.387","4.67424016623671","51.8167457165737"
"10364","5000 liter","Ondergrondse container","Restafval","106161.752","421041.117","4.67954763964013","51.7759038651121"
"216","UNKNOWN","Bovengrondse container","Glas","105036.878762988","423441.588417939","4.66290346202603","51.7973793971913"
"10194","5000 liter","Ondergrondse container","Restafval","104703.880884053","424739.318033218","4.65788787243143","51.8090132227045"
"296","UNKNOWN","Ondergrondse container","Glas","105504.368554874","425281.487030042","4.66941682304558","51.813957692099"
"","UNKNOWN","Achter lossen","Glas","104437.451","423634.835","4.65418620502183","51.7990622936312"
"INP626","1700 liter","Inpandige container","Restafval","106622.704279616","422808.653904576","4.68597941425795","51.7918303399093"
"","UNKNOWN","Half verdiepte container","Glas","106004.784967483","421977.962688294","4.677140916266","51.7843103469088"
"10050","5000 liter","Ondergrondse container","Restafval","105994.734","424503.036","4.6766378472307","51.8070043954632"
"10078","5000 liter","Ondergrondse container","Restafval","105704.531272899","425586.920707277","4.6722758328255","51.8167205867615"
"INP003","1000 liter","Inpandige container","Restafval","104733.044963942","424951.617405765","4.65827988416823","51.8109239513038"
"INP060","1400 liter","Inpandige container","Restafval","104382.023877185","422144.937359942","4.65360052442792","51.7856663744771"
"10105","5000 liter","Ondergrondse container","Restafval","105240.145","423757.435","4.6658045187789","51.8002363190381"
"10300","5000 liter","Ondergrondse container","Restafval","104846.879842375","422628.843569369","4.6602670470499","51.7900575693033"
"INP040","1400 liter","Inpandige container","Restafval","109845.463","423846.81","4.73255447590724","51.8014310953494"
"INP079","1300 liter","Inpandige container","Restafval","104529.437720755","422850.989431187","4.65563392071006","51.7920255725719"
"INP014","1400 liter","Inpandige container","Restafval","109301.761","424382.897","4.72460162782774","51.8062051475555"
"10204","5000 liter","Ondergrondse container","Restafval","105440.071","424742.036","4.66856173491222","51.809103507484"
"299","UNKNOWN","Bovengrondse container","Glas","102594.803","415622.184","4.62868598650187","51.7268763930799"
"INP018","1400 liter","Inpandige container","Restafval","109079.188","424345.047","4.72137966584973","51.8058466898571"
"442","UNKNOWN","Ondergrondse container","Glas","108375.594","424078.791","4.71121454541842","51.8033952886566"
"INP103","1700 liter","Inpandige container","Restafval","106582.334300737","421998.283949876","4.68550758482797","51.7845433561615"
"INP062","1300 liter","Inpandige container","Restafval","109456.499","423429.523","4.72697055837253","51.7976489642501"
"","UNKNOWN","Achter lossen","Glas","104734.043","422684.378","4.65862361950132","51.7905465568041"
"10339","5000 liter","Ondergrondse container","Restafval","106054.467","422638.5","4.67776753544843","51.7902515069226"
"10268","5000 liter","Ondergrondse container","Restafval","107901.334","425406.699","4.70415813908054","51.8152905251161"
"236","UNKNOWN","Bovengrondse container","Glas","106654.227","424595.517","4.68618672521739","51.807893110854"
"10363","5000 liter","Ondergrondse container","Restafval","106075.301","421044.814","4.67829455486784","51.7759295290637"
"10223","5000 liter","Ondergrondse container","Restafval","106589.245","425042.928","4.68518194439674","51.8119087318118"
"448","UNKNOWN","Bovengrondse container","Glas","109422.073","424209.457","4.72636882216407","51.8046561238097"
"10125","5000 liter","Ondergrondse container","Restafval","104922.964","423391.199","4.6612594929663","51.7969163013306"
"INP027","1600 liter","Inpandige container","Restafval","106017.204232781","425486.639985554","4.67682436163133","51.8158468172293"
"","UNKNOWN","Achter lossen","Glas","105980.941","421252.704","4.67689799420674","51.7777897417494"
"10411","1600 liter","Ondergrondse container","Restafval","104854.151211529","425485.669139118","4.65995849063694","51.8157347879441"
"450","UNKNOWN","Ondergrondse container","Glas","105078.456","423104.045","4.66355481978703","51.7943493405708"
"431","UNKNOWN","Ondergrondse container","Glas","106263.33995981","425217.923228531","4.68043157420513","51.8134531917256"
"10054","5000 liter","Ondergrondse container","Restafval","106294.385980108","424401.370808546","4.68099672229971","51.8061168744849"
"AANP398","1400 liter","Bovengrondse container","Restafval","108982.285","424144.728","4.72000136300695","51.8040382651099"
"10159","5000 liter","Ondergrondse container","Restafval","104925.026270812","422443.961678032","4.66142637129251","51.7884028983734"
"10044","5000 liter","Ondergrondse container","Restafval","106081.352","424666.49","4.67787058538123","51.8084810885157"
"AANP619","1400 liter","Inpandige container","Restafval","107078.665945658","423247.622721834","4.69252730085978","51.7958150441085"
"","UNKNOWN","Achter lossen","Glas","104929.406","423979.918","4.6612677120949","51.8022081685801"
"10323","5000 liter","Ondergrondse container","Restafval","109447.024","423452.105","4.72683023909158","51.7978511561333"
"INP019","1400 liter","Inpandige container","Restafval","105262.048888919","424868.116123742","4.66596240558604","51.8102208541632"
"10118","5000 liter","Ondergrondse container","Restafval","105605.822762454","423685.532161234","4.67111582718252","51.7996225431125"
"10165","5000 liter","Ondergrondse container","Restafval","105006.635834665","422684.81566399","4.66257434357051","51.7905749608058"
"10226","5000 liter","Ondergrondse container","Restafval","106758.591","424883.89","4.68765968962105","51.8104939891677"
"10389","3800 liter","Ondergrondse container","Restafval","105303.347262891","425720.070144137","4.66643881130531","51.8178817206429"
"10248","5000 liter","Ondergrondse container","Restafval","104529.48","422572.151","4.65567517242346","51.7895194319154"
"10046","5000 liter","Ondergrondse container","Restafval","106139.684","424524.074","4.67873646252857","51.8072061885513"
"576-1","UNKNOWN","Ondergrondse container","Glas","105152.458450478","423860.477053517","4.66451853216814","51.8011546184542"
"10205","5000 liter","Ondergrondse container","Restafval","105443.173914889","424741.768806506","4.66860676342302","51.8091013815192"
"10257","5000 liter","Ondergrondse container","Restafval","105137.037909865","425283.751648145","4.66408987238272","51.8139453453889"
"10095","5000 liter","Ondergrondse container","Restafval","106165.948","425651.312","4.67895812329384","51.817339894972"
"INP064","1400 liter","Inpandige container","Restafval","106112.21","422548.046","4.67861719173266","51.7894435789475"
"10188","5000 liter","Ondergrondse container","Restafval","104865.777169687","423024.504916444","4.66048364592075","51.7936153944764"
"10023","5000 liter","Ondergrondse container","Restafval","105009.768","424219.485","4.66239812389594","51.8043685508448"
"INP055","1600 liter","Inpandige container","Restafval","108992.382","424053.878","4.72015982544037","51.8032225477376"
"INP061","1400 liter","Inpandige container","Restafval","105152.716902438","423681.102106208","4.66454811140699","51.7995424543338"
"10162","5000 liter","Ondergrondse container","Restafval","104924.087702272","422530.660919814","4.6614002331456","51.7891820507782"
"10277","5000 liter","Ondergrondse container","Restafval","108791","425384.601","4.71706254172501","51.8151662899938"
"INP041","1400 liter","Inpandige container","Restafval","106307.486","421641.711","4.68157474135871","51.7813146380827"
"10045","5000 liter","Ondergrondse container","Restafval","106127.445","424573.09","4.67855208874311","51.8076456640617"
"10187","5000 liter","Ondergrondse container","Restafval","104945.524362962","423133.212298941","4.66162381409529","51.7945995899331"
"AANP518","1600 liter","Inpandige container","Restafval","104595.578121369","424221.13513135","4.65639304399297","51.8043461354877"
"10088","5000 liter","Ondergrondse container","Restafval","105930.421","425338.417","4.67558690067093","51.8145069930696"
"10404","5000 liter","Ondergrondse container","Restafval","105256.457554101","425635.78697334","4.66577093241901","51.8171200231081"
"INP043","1400 liter","Inpandige container","Restafval","106128.712","421609.427","4.67898878079375","51.7810088617481"
"10241","5000 liter","Ondergrondse container","Restafval","104333.61578039","422376.99083998","4.65286506077044","51.7877476356738"
"226","UNKNOWN","Bovengrondse container","Glas","105621.216","422957.513","4.67144281042988","51.7930805989258"
"10269","5000 liter","Ondergrondse container","Restafval","107810.113","425481.527","4.70282509510759","51.8159553613704"
"INP080","1700 liter","Inpandige container","Restafval","104371.245850701","422765.202859717","4.65335365924161","51.7912402199783"
"10402","5000 liter","Ondergrondse container","Restafval","105153","425575","4.66427936131683","51.8165644503057"
"522","1000 liter","Inpandige container","Restafval","106321.57756374","424086.381165096","4.68143526615481","51.8032881737581"
"10167","5000 liter","Ondergrondse container","Restafval","105333.990910892","423063.61219981","4.6672644956059","51.7940087258348"
"10067","5000 liter","Ondergrondse container","Restafval","105806.609","425472.791","4.67377237839839","51.8157038197199"
"10400","5000 liter","Ondergrondse container","Restafval","105398.880359187","425308.972116367","4.66788320711887","51.8141953564111"
"10039","5000 liter","Ondergrondse container","Restafval","105996.514","424149.21","4.67671376107648","51.8038244274066"
"10140","5000 liter","Ondergrondse container","Restafval","105278.220981068","423574.322478086","4.66638278995182","51.7985939309961"
"10183","5000 liter","Ondergrondse container","Restafval","105015.95","423092.206","4.66265053020377","51.7942373419924"
"10378","3800 liter","Ondergrondse container","Restafval","104949.766275771","425129.941306364","4.6613965234692","51.8125461663595"
"10315","5000 liter","Ondergrondse container","Restafval","108816.47","423952.863","4.71762300730464","51.8023001108088"
"INP037","1600 liter","Inpandige container","Restafval","106116.417","422207.777","4.67872618940599","51.7863856634398"
"10207","5000 liter","Ondergrondse container","Restafval","105619.14","424874.683","4.67113918611417","51.810311584926"
"","UNKNOWN","Bovengrondse container","Textiel","106523","424866","4.68424616594733","51.8103127835431"
"INP035","1400 liter","Inpandige container","Restafval","106556.2","422148.42","4.68510786319695","51.7858904909553"
"10124","5000 liter","Ondergrondse container","Restafval","104808.239857993","423341.577028126","4.65960371434035","51.7964600073635"
"284","UNKNOWN","Ondergrondse container","Glas","104788.432715267","425278.053290627","4.65903561723637","51.8138628725008"
"10114","5000 liter","Ondergrondse container","Restafval","105440.210518418","423614.483914171","4.6687252349449","51.7989692976447"
"10117","5000 liter","Ondergrondse container","Restafval","105528.12581853","423651.983290271","4.66999430372549","51.7993141324279"
"10174","5000 liter","Ondergrondse container","Restafval","105261.421","423084.668","4.6662096071705","51.7941915118582"
"","UNKNOWN","Bovengrondse container","Textiel","108065.661","422459.645","4.7069407612827","51.7888166327942"
"INP078","1400 liter","Inpandige container","Restafval","105043.544499693","423641.023246325","4.66297130434041","51.7991724751089"
"10290","5000 liter","Ondergrondse container","Restafval","106751.577","424824.395","4.6875662851605","51.8099586518097"
"10314","5000 liter","Ondergrondse container","Restafval","109061.22","424227.878","4.72113471266251","51.8047921095731"
"","UNKNOWN","Achter lossen","Glas","109564.82","423743.95","4.72849948870487","51.8004838297209"
"INP096","1300 liter","Inpandige container","Restafval","105690.760884831","424397.570704108","4.67224566690808","51.8060297226476"
"","UNKNOWN","Achter lossen","Glas","104915.595","423981.923","4.66106720236141","51.8022249501913"
"","UNKNOWN","Bovengrondse container","Textiel","109391.636416019","423414.00284312","4.72603236768213","51.7975041758854"
"INP050","1400 liter","Inpandige container","Restafval","105987.893","422550.551","4.67681510494934","51.7894551967079"
"10228","5000 liter","Ondergrondse container","Restafval","106623.338","425169.381","4.68565861824909","51.8130482257268"
"208","UNKNOWN","Bovengrondse container","Glas","108721.763","425247.626","4.71607683419659","51.8139294389429"
"10142","5000 liter","Ondergrondse container","Restafval","105442.098633417","422734.993081964","4.66887849450857","51.7910647614772"
"10144","5000 liter","Ondergrondse container","Restafval","105349.896351357","422723.361028445","4.66754382431781","51.7909520244609"
"10246","5000 liter","Ondergrondse container","Restafval","104374.079","422516.574","4.65343106813338","51.7890058507307"
"10370","5000 liter","Ondergrondse container","Restafval","105918.687","420693.776","4.67607513196743","51.7727607145622"
"10178","5000 liter","Ondergrondse container","Restafval","105227.055721182","422986.157316054","4.66572565906943","51.793303053849"
"10137","5000 liter","Ondergrondse container","Restafval","105139.086","423796.31","4.66433391843227","51.8005767032941"
"INP025","1400 liter","Inpandige container","Restafval","105435.503","422795.07","4.66877430151463","51.7916041367506"
"INP030","1600 liter","Inpandige container","Restafval","105728.93","424608.893","4.67276896508028","51.8079324182203"
"10014","5000 liter","Ondergrondse container","Restafval","109905.212","422793.967","4.73355779917866","51.7919730614799"
"AANP525","1400 liter","Inpandige container","Restafval","107246.346","423127.467","4.69497441961228","51.7947494676618"
"10371","5000 liter","Ondergrondse container","Restafval","105492.734691144","425630.780201759","4.66919812269014","51.8170960363183"
"10213","5000 liter","Ondergrondse container","Restafval","105736.353060356","424977.554319692","4.67282409641322","51.8112465310821"
"INP020","1300 liter","Inpandige container","Restafval","107490.383","423829.369","4.69841535817541","51.8010788832313"
"","UNKNOWN","Achter lossen","Glas","104452.674","423648.978","4.65440481359026","51.7991907864416"
"10351","5000 liter","Ondergrondse container","Restafval","106161.393","421694.666","4.67945032423627","51.7817778353648"
"10391","3800 liter","Ondergrondse container","Restafval","105444.210778448","425857.067325544","4.66846200553029","51.8191255509433"
"","UNKNOWN","Achter lossen","Glas","105953.504","421188.786","4.67650949778935","51.7772128482445"
