NUMMER,INHOUD,SOORT,FRACTIE,X_RD,Y_RD,longitude,latitude
"INP107","1700 liter","Inpandige container","Restafval","105508.807042961","424194.926875101","4.66963661644243","51.8041922953715"
"INP077","1400 liter","Inpandige container","Restafval","104667.219903086","423994.389888265","4.65746466896119","51.80231466101"
"212","UNKNOWN","Bovengrondse container","Glas","104283.533","424001.847","4.65190122044557","51.8023469575771"
"217","UNKNOWN","Bovengrondse container","Glas","104720.481860188","424086.572221991","4.65822342249249","51.8031479764905"
"INP011","1400 liter","Inpandige container","Restafval","109575.863","424306.986","4.72858567727327","51.8055452403067"
"10218","5000 liter","Ondergrondse container","Restafval","105549.480821247","424974.842191063","4.67011482905997","51.8112056284133"
"10294","5000 liter","Ondergrondse container","Restafval","107036.699","424503.467","4.69174495222648","51.8070987776529"
"449","UNKNOWN","Ondergrondse container","Glas","105107.495172052","422725.745725158","4.66403023910316","51.7909518529316"
"10134","5000 liter","Ondergrondse container","Restafval","105151.46683324","424035.592256474","4.66447893516916","51.8027284310471"
"10001","5000 liter","Ondergrondse container","Restafval","104470.167","425016.916","4.65445864289266","51.8114871018419"
"INP052","1400 liter","Inpandige container","Restafval","106251.88013758","422591.90210554","4.68063526574096","51.7898499602259"
"10146","5000 liter","Ondergrondse container","Restafval","105321.850800231","422532.729092612","4.66716469207237","51.7892361645298"
"10149","5000 liter","Ondergrondse container","Restafval","105285.199231764","422306.738350586","4.66666594173597","51.78720173838"
"254","UNKNOWN","Bovengrondse container","Glas","104334.201178507","422109.643048434","4.65291265119182","51.7853448199217"
"438","UNKNOWN","Ondergrondse container","Glas","104891.265593114","424732.02082112","4.6606058756755","51.8089644916111"
"248","UNKNOWN","Bovengrondse container","Glas","109110.75","423490.675","4.72195054469609","51.7981702818367"
"10405","5000 liter","Ondergrondse container","Restafval","105437.838733251","425693.39368888","4.66839305259559","51.8176539202518"
"10305","5000 liter","Ondergrondse container","Restafval","105145.755","422874.432","4.66456335159465","51.7922916346876"
"10115","5000 liter","Ondergrondse container","Restafval","105443.048907782","423615.709480376","4.66876620502982","51.7989805647618"
"10247","5000 liter","Ondergrondse container","Restafval","104460.244","422601.231","4.6546674902313","51.789774535558"
"10175","5000 liter","Ondergrondse container","Restafval","105235.255","423088.938","4.66582972916897","51.7942275584032"
"INP104","1000 liter","Inpandige container","Restafval","104568.553956849","422677.978912739","4.65622606082289","51.7904741223841"
"INP121","1700 liter","Inpandige container","Restafval","108653.506180615","425363.843882908","4.71507146848222","51.8149683255821"
"10384","3800 liter","Ondergrondse container","Restafval","105570.183","425231.608","4.67037832053061","51.8135152227168"
"INP044","1600 liter","Inpandige container","Restafval","106229.974","421602.741","4.68045704343973","51.780957619303"
"10024","5000 liter","Ondergrondse container","Restafval","105011.048812382","424216.881840998","4.6624170689021","51.8043452688785"
"","UNKNOWN","Half verdiepte container","Glas","109847.307611931","423809.394090668","4.73258609837968","51.801094953761"
"10190","5000 liter","Ondergrondse container","Restafval","104527.407","424963.145","4.65529647269603","51.8110089995504"
"10260","5000 liter","Ondergrondse container","Restafval","105505.929641943","425279.471986736","4.66943974856731","51.8139397197499"
"10077","5000 liter","Ondergrondse container","Restafval","105737.407516669","425497.120988957","4.67276538892835","51.8159163880449"
"","UNKNOWN","Achter lossen","Glas","105988.936","421257.145","4.67701320808812","51.7778303582703"
"10093","5000 liter","Ondergrondse container","Restafval","106092.313","425630.109","4.67789326558795","51.8171428773589"
"10253","5000 liter","Ondergrondse container","Restafval","104319.228209654","422744.795762311","4.65260272496101","51.7910520865646"
"INP095","1700 liter","Inpandige container","Restafval","106526.772071997","424719.780978681","4.68432134692002","51.8089989198609"
"10267","5000 liter","Ondergrondse container","Restafval","107953.428","425417.616","4.70491209146431","51.8153930398251"
"478","UNKNOWN","Bovengrondse container","Glas","103712.913","420631.494","4.64412794279823","51.7720028132389"
"10286","5000 liter","Ondergrondse container","Restafval","106405.576737209","424957.19962074","4.6825307448206","51.8111222580811"
"266","UNKNOWN","Bovengrondse container","Glas","104827.435958705","422544.803492795","4.65999741822361","51.7893004865027"
"445","UNKNOWN","Ondergrondse container","Glas","108684.47","424491.809","4.71563723518575","51.8071331571285"
"292","UNKNOWN","Bovengrondse container","Glas","105992.92","425696.411","4.6764424772932","51.8177300665148"
"10324","5000 liter","Ondergrondse container","Restafval","109443.91","423452.542","4.72678504143764","51.7978548297711"
"INP010","1400 liter","Inpandige container","Restafval","109683.362","424272.612","4.73014873723555","51.8052450276921"
"","UNKNOWN","Achter lossen","Glas","107203.231","423066.322","4.69435791734346","51.7941962160179"
"10005","5000 liter","Ondergrondse container","Restafval","105984.314","425705.559","4.67631637525087","51.8178115310578"
"","UNKNOWN","Half verdiepte container","Textiel","105882.995493981","420916.517744826","4.67552647965571","51.7747595476507"
"INP060","1400 liter","Inpandige container","Restafval","104381.956417222","422146.826238922","4.65359927078842","51.7856833452362"
"INP052","1400 liter","Inpandige container","Restafval","106251.515027712","422589.269138205","4.68063034476","51.789826263659"
"INP009","1400 liter","Inpandige container","Restafval","109250.451","424284.146","4.72387076297703","51.8053133812488"
"454","UNKNOWN","Bovengrondse container","Glas","104634.233","422366.813","4.65722322112172","51.7876833511507"
"10072","5000 liter","Ondergrondse container","Restafval","105633.337","425619.35","4.67123875829222","51.8170057607765"
"10350","5000 liter","Ondergrondse container","Restafval","106262.68","421694.857","4.68091800627265","51.7817883988245"
"","UNKNOWN","Half verdiepte container","Glas","104721.126","423986.153","4.65824734962036","51.8022454873059"
"","UNKNOWN","Achter lossen","Glas","109749.88","423753.931","4.73118094838432","51.8005885682671"
"INP034SLEU","1400 liter","Inpandige container","Restafval","108254.513","424266.336","4.70943382672942","51.8050707930113"
"AANP619","1400 liter","Inpandige container","Restafval","107077.77829273","423245.255647359","4.69251476185939","51.7957936930024"
"10141","5000 liter","Ondergrondse container","Restafval","105442.642243089","422738.17080905","4.66888591858208","51.7910933705672"
"INP109","1000 liter","Inpandige container","Restafval","106209.602318437","423583.668297539","4.67988276925782","51.7987601005985"
"","UNKNOWN","Achter lossen","Glas","104744.957","424601.712","4.65850343456994","51.807780148972"
"420","UNKNOWN","Bovengrondse container","Glas","106624.815","425165.826","4.68568053289213","51.8130164020385"
"10387","3800 liter","Ondergrondse container","Restafval","105085.656","425521.71","4.66331044771222","51.8160794712638"
"INP081","1700 liter","Inpandige container","Restafval","105645.108688172","425059.282956029","4.67148938853107","51.8119730304845"
"INP003","1000 liter","Inpandige container","Restafval","104732.72540493","424950.273908892","4.65827544581133","51.8109118474614"
"INP007","1400 liter","Inpandige container","Restafval","108852.717","424034.138","4.7181376532241","51.8030335987614"
"10368","5000 liter","Ondergrondse container","Restafval","106270.744","420884.956","4.68114874967053","51.774509829515"
"10070","5000 liter","Ondergrondse container","Restafval","105688.792","425708.929","4.6720301879838","51.8178157822168"
"INP121","1700 liter","Inpandige container","Restafval","108650.293052358","425364.261172292","4.71502481786899","51.8149718092602"
"10201","5000 liter","Ondergrondse container","Restafval","105256.171675265","424793.484826443","4.66588791863769","51.8095495593515"
"INP625","1600 liter","Inpandige container","Restafval","106078.687","422342.505","4.67816037442612","51.787593273692"
"10202","5000 liter","Ondergrondse container","Restafval","105391.763755158","424655.691016689","4.66787369205411","51.8083231642642"
"10408","5000 liter","Ondergrondse container","Restafval","105744.079445766","425183.627043592","4.67290678639237","51.8130993548398"
"","UNKNOWN","Bovengrondse container","Glas","106130.834","424591.91","4.67859856737126","51.8078151115731"
"10119","5000 liter","Ondergrondse container","Restafval","105608.723918177","423686.728520514","4.67115771250958","51.7996335524424"
"10019","5000 liter","Ondergrondse container","Restafval","105094.65074039","424253.93105595","4.66362377023442","51.8046857403122"
"10382","3800 liter","Ondergrondse container","Restafval","105241.41888083","425548.316983236","4.66556542784847","51.8163325203674"
"INP102","1400 liter","Inpandige container","Restafval","105955.825","421931.426","4.67643800636271","51.7838877855481"
"INP048","1400 liter","Inpandige container","Restafval","104220.785","422733.009","4.65117766681741","51.7909372064572"
"10108","5000 liter","Ondergrondse container","Restafval","105415.587831781","424205.888284188","4.66828357547592","51.8042825417883"
"278","UNKNOWN","Half verdiepte container","Glas","106044.366187463","421683.36647401","4.6777561335633","51.7816660325381"
"INP533","1400 liter","Inpandige container","Restafval","105981.433759978","422236.139475697","4.67676598959321","51.7866287498981"
"10012","5000 liter","Ondergrondse container","Restafval","104717.8049963","424235.640967866","4.65816295573028","51.8044875342489"
"711","UNKNOWN","Ondergrondse container","Glas","108497.601","423440.62","4.71306909476957","51.797669660664"
"INP059","1600 liter","Inpandige container","Restafval","108644.817","425242.025","4.71496178974615","51.8138727117131"
"10320","5000 liter","Ondergrondse container","Restafval","109234.442","423588.615","4.72373063145227","51.799060709426"
"10295","5000 liter","Ondergrondse container","Restafval","106984.053","424609.126","4.69096698792077","51.8080438974795"
"","UNKNOWN","Achter lossen","Glas","104860.442","423946.351","4.66027279643392","51.8019002853266"
"INP108","1400 liter","Inpandige container","Restafval","106366.954444289","423585.215467236","4.68216353690338","51.7987877352645"
"INP099","1600 liter","Inpandige container","Restafval","106067.456","421999.202","4.67804610718386","51.7845067365891"
"282","UNKNOWN","Bovengrondse container","Glas","108066.439","422457.434","4.70695233639758","51.7887968259666"
"INP055","1600 liter","Inpandige container","Restafval","108992.758","424055.859","4.72016501318314","51.8032403837332"
"10009","5000 liter","Ondergrondse container","Restafval","105034.712704012","424383.523182857","4.66273608193243","51.8058451262476"
"INP049","1400 liter","Inpandige container","Restafval","106047.473","422610.276","4.67767015883404","51.789997221151"
"","UNKNOWN","Achter lossen","Glas","104506.725","423488.224","4.65521179226588","51.7977508539433"
"INP047","1400 liter","Inpandige container","Restafval","105905.305","421860.258","4.67571599365732","51.7832437005368"
"","UNKNOWN","Half verdiepte container","Textiel","105417.463","424124.804","4.66832237864887","51.8035539383643"
"","UNKNOWN","Achter lossen","Glas","104812.483","424014.487","4.65956765400113","51.8025083682407"
"10025","5000 liter","Ondergrondse container","Restafval","104903.667372614","424256.470287568","4.66085454359976","51.8046914551359"
"10252","5000 liter","Ondergrondse container","Restafval","104341.424","422915.53","4.65289944220406","51.7925886250472"
"10018","5000 liter","Ondergrondse container","Restafval","105062.099727294","424136.73403524","4.66316876051651","51.8036294858495"
"213","UNKNOWN","Bovengrondse container","Glas","104492.517","423875.5","4.6549493283683","51.8012303246715"
"10103","5000 liter","Ondergrondse container","Restafval","106941.325","425840.626","4.69017636797799","51.8191087355938"
"10002","3800 liter","Ondergrondse container","Restafval","105821.05","425765.998","4.67394009909221","51.8183403793763"
"437","UNKNOWN","Ondergrondse container","Glas","104593.245994171","421850.226700711","4.65670439300529","51.7830366743837"
"10065","5000 liter","Ondergrondse container","Restafval","106242.226","424554.196","4.68021895027063","51.8074858866093"
"10270","5000 liter","Ondergrondse container","Restafval","108373.607","425319.953","4.71101847200077","51.8145505241346"
"INP045","1400 liter","Inpandige container","Restafval","106327.523","421600.961","4.68187081109369","51.780950129359"
"10131","5000 liter","Ondergrondse container","Restafval","105133.501614969","423644.364014825","4.66427485416056","51.7992105434873"
"10309","5000 liter","Ondergrondse container","Restafval","104838.12","422545.2","4.66015220416291","51.7893050100128"
"277","UNKNOWN","Bovengrondse container","Glas","106339.07983101","421670.054746794","4.68202856928948","51.7815721407099"
"10035","5000 liter","Ondergrondse container","Restafval","105931.458","424152.462","4.67577013971893","51.8038479410376"
"261","UNKNOWN","Bovengrondse container","Glas","105475.281182903","421807.303082471","4.66949207187115","51.7827297874459"
"INP005","1700 liter","Inpandige container","Restafval","108691.43","424117.115","4.71578828980596","51.8037660300097"
"10212","5000 liter","Ondergrondse container","Restafval","105755.558","424813.895","4.67312586520566","51.8097772873177"
"","UNKNOWN","Bovengrondse container","Textiel","105145.188826383","422699.932526277","4.66458026832722","51.7907232151263"
"INP019","1400 liter","Inpandige container","Restafval","105265.451784724","424868.116123742","4.66601174655175","51.8102211574116"
"INP094","1700 liter","Inpandige container","Restafval","104386.831775106","422665.831660423","4.65359407852486","51.790348504572"
"","UNKNOWN","Bovengrondse container","Glas","104223.9","422386.945","4.65127355240001","51.7878271371411"
"10310","5000 liter","Ondergrondse container","Restafval","105013.427238631","422880.528206413","4.66264452265107","51.7923345963274"
"10249","5000 liter","Ondergrondse container","Restafval","104511.715","422716.512","4.65539665752729","51.7908153141401"
"10021","5000 liter","Ondergrondse container","Restafval","104816.608627567","424168.972280687","4.65960506269077","51.8038972211524"
"10308","5000 liter","Ondergrondse container","Restafval","105163.09779386","422718.856818852","4.66483710719048","51.7908949017643"
"279","UNKNOWN","Bovengrondse container","Glas","106137.082","422310.828","4.67901113042045","51.7873136779946"
"10325","5000 liter","Ondergrondse container","Restafval","109317.311","423388.167","4.72495837383052","51.7972658894802"
"","UNKNOWN","Half verdiepte container","Glas","108913.103","423738.233","4.71905250226451","51.8003790262038"
"INP023","1300 liter","Inpandige container","Restafval","104315.066877878","422889.83936573","4.65252118267687","51.7923553311208"
"10100","5000 liter","Ondergrondse container","Restafval","107044.607","425687.42","4.69169547381133","51.8177406323913"
"INP029","1400 liter","Inpandige container","Restafval","105836.481","425840.099","4.67415334953377","51.8190077442898"
"10073","5000 liter","Ondergrondse container","Restafval","105634.899","425621.956","4.67126103826619","51.8170293211679"
"10352","5000 liter","Ondergrondse container","Restafval","106063.016","421704.148","4.6780234442701","51.781854447932"
"10348","5000 liter","Ondergrondse container","Restafval","106478.027","421624.927","4.68404830841842","51.7811786261931"
"INP001","1400 liter","Inpandige container","Restafval","104641.12401177","425065.327190814","4.65693048605683","51.8119376633625"
"10049","5000 liter","Ondergrondse container","Restafval","105900.335","424480.468","4.67527238791887","51.8067932625306"
"10092","5000 liter","Ondergrondse container","Restafval","106231.277","425598.338","4.67991299636685","51.8168694881047"
"INP013","1400 liter","Inpandige container","Restafval","109416.412","424355.642","4.7262674921732","51.8059695570509"
"10186","5000 liter","Ondergrondse container","Restafval","104946.070468814","423136.30914776","4.66163128200919","51.7946274727685"
"10291","5000 liter","Ondergrondse container","Restafval","106616.677","424640.751","4.68563596225722","51.808296412665"
"10395","5000 liter","Ondergrondse container","Restafval","104807.788717075","425181.807124238","4.65933026185891","51.812999574032"
"INP026","1300 liter","Inpandige container","Restafval","105205.669365215","422614.112290957","4.66546917862276","51.7899572747368"
"10052","5000 liter","Ondergrondse container","Restafval","106150.859","424616.851","4.67888538773009","51.808041029733"
"","UNKNOWN","Half verdiepte container","Textiel","107716.475615807","423394.63128266","4.70175237251555","51.7971907143722"
"INP031","1400 liter","Inpandige container","Restafval","104825.846126557","424711.374217969","4.65966033478706","51.8087730471645"
"INP048","1400 liter","Inpandige container","Restafval","104220.695","422731.011","4.65117665538593","51.7909192406607"
"249","UNKNOWN","Ondergrondse container","Glas","109387.16","423433.702","4.72596488308856","51.7976808643143"
"","UNKNOWN","Achter lossen","Glas","104465.519","423596.112","4.65459873416493","51.798716800702"
"INP078","1400 liter","Inpandige container","Restafval","105040.987016446","423640.742974189","4.66293427115976","51.7991697272259"
"449","UNKNOWN","Ondergrondse container","Glas","105062.01780292","422801.260135385","4.66336022306423","51.791626497329"
"AANP002","1000 liter","Inpandige container","Restafval","104550.858344602","424964.961666165","4.65563625051995","51.8110274477107"
"10109","5000 liter","Ondergrondse container","Restafval","105397.141","424105.767","4.66803048780863","51.803381032045"
"519","UNKNOWN","Bovengrondse container","Glas","108167.313","423102.241","4.70832708934894","51.7946007442349"
"INP085SLEU","1700 liter","Inpandige container","Restafval","107398.810676939","423416.474364602","4.69714462846627","51.7973600443363"
"10013","5000 liter","Ondergrondse container","Restafval","109898.539","422776.525","4.7334633524376","51.7918157552666"
"INP021A","1000 liter","Inpandige container","Restafval","107357.09","423554.658","4.69652084263446","51.7985984607645"
"","UNKNOWN","Bovengrondse container","Textiel","108966.837","425491.374","4.71959821725429","51.8161404848718"
"10285","5000 liter","Ondergrondse container","Restafval","107767.309","425590.595","4.7021894715694","51.8169320265445"
"INP037","1600 liter","Inpandige container","Restafval","106124.621","422127.045","4.67885647381203","51.7856607748642"
"10164","5000 liter","Ondergrondse container","Restafval","105007.14","422688.095","4.66258117721385","51.7906044799994"
"10245","5000 liter","Ondergrondse container","Restafval","104612.692996288","422364.993792879","4.65691131876508","51.7876650574828"
"INP016","1400 liter","Inpandige container","Restafval","109189.192","424365.988","4.72297177917579","51.8060439440904"
"10274","5000 liter","Ondergrondse container","Restafval","108498.04","425408.203","4.71281103587482","51.8153540859948"
"258","UNKNOWN","Ondergrondse container","Glas","105913.052","422194.181","4.67578093767907","51.7862456279278"
"","UNKNOWN","Achter lossen","Glas","104964.49","423758.522","4.66180833473489","51.8002214511939"
"","UNKNOWN","Bovengrondse container","Glas","107346.79","425794.49","4.69606303579985","51.8187288483951"
"INP079","1300 liter","Inpandige container","Restafval","104526.729326987","422849.224871612","4.65559492293511","51.792009468263"
"INP626","1700 liter","Inpandige container","Restafval","106619.90522013","422811.728927673","4.68593841552176","51.791857735252"
"INP064","1400 liter","Inpandige container","Restafval","106111.924","422545.353","4.67861342687287","51.7894193496584"
"10196","5000 liter","Ondergrondse container","Restafval","104830.574048109","424978.981528613","4.65969007850791","51.8111786699032"
"","UNKNOWN","Bovengrondse container","Textiel","105780.914722771","425778.3712174","4.67335628295843","51.8184480485521"
"INP026","1300 liter","Inpandige container","Restafval","105201.723682789","422614.774002584","4.66541189797184","51.7899628702429"
"10076","5000 liter","Ondergrondse container","Restafval","105839.286","425591.431","4.67422937923486","51.8167730125455"
"10366","5000 liter","Ondergrondse container","Restafval","106356.958","421046.472","4.68237517154955","51.7759690256872"
"AANP002","1000 liter","Inpandige container","Restafval","104552.992473772","424963.538913385","4.65566740272264","51.8110148532309"
"290","UNKNOWN","Ondergrondse container","Glas","104658.332217827","425241.572315793","4.65715435916755","51.8135232684328"
"10040","5000 liter","Ondergrondse container","Restafval","105886.741","424601.94","4.67505805148726","51.8078838344538"
"27","1400 liter","Bovengrondse container","Restafval","105535.976","425233.818","4.66988197668663","51.8135320548536"
"10369","5000 liter","Ondergrondse container","Restafval","106514.758","422072.105","4.68451797078761","51.7852009868415"
"10029","5000 liter","Ondergrondse container","Restafval","105756.968","424340.104","4.67321374007376","51.8055190673403"
"INP029","1400 liter","Inpandige container","Restafval","105838.701","425838.578","4.67418576142498","51.8189942694454"
"244","UNKNOWN","Ondergrondse container","Glas","107858.267","423047.585","4.70385497918355","51.7940834967152"
"10244","5000 liter","Ondergrondse container","Restafval","104473.877","422371.063","4.65489865362244","51.7877070646978"
"10121","5000 liter","Ondergrondse container","Restafval","104725.841220315","423548.056602562","4.65837933893166","51.7983083909472"
"10168","5000 liter","Ondergrondse container","Restafval","105330.791701701","423064.153115122","4.6672180471042","51.7940133029123"
"10303","5000 liter","Ondergrondse container","Restafval","104831.306173711","422766.591162041","4.66002137907316","51.7912942194346"
"INP074","1400 liter","Inpandige container","Restafval","105314.987894594","423312.905102774","4.66695328134884","51.7962476337905"
"231","UNKNOWN","Ondergrondse container","Glas","108256.889","422859.149","4.70965829094597","51.7924233676265"
"10321","5000 liter","Ondergrondse container","Restafval","109362.813","423522.883","4.72560019649448","51.7984804248309"
"10147","5000 liter","Ondergrondse container","Restafval","105299.711","422394.714","4.66686362653363","51.7879937395447"
"10227","5000 liter","Ondergrondse container","Restafval","106756.311","424881.594","4.68762695016398","51.8104731560264"
"10242","5000 liter","Ondergrondse container","Restafval","104321.017039541","422024.49299879","4.65273404866196","51.7845783119061"
"220","UNKNOWN","Bovengrondse container","Glas","105857.033","424387.795","4.67465773036836","51.805956523945"
"265","UNKNOWN","Bovengrondse container","Glas","105929.85","421360.388","4.67614247226753","51.7787531036535"
"10191","2600 liter","Bovengrondse container","Restafval","104620.944939332","424774.809058818","4.65668019229392","51.8093247284337"
"INP533","1400 liter","Inpandige container","Restafval","105987.277042092","422235.856736239","4.67685071128389","51.7866267215089"
"10180","5000 liter","Ondergrondse container","Restafval","105062.877","422976.854","4.66334735272397","51.7932047788543"
"10219","5000 liter","Ondergrondse container","Restafval","105547.133875849","424976.978141056","4.67008049294737","51.8112246179547"
"268","UNKNOWN","Bovengrondse container","Glas","105345.456145478","422718.235835813","4.66748020504761","51.7909055653493"
"","UNKNOWN","Achter lossen","Glas","107126.999","423079.087","4.69325119877519","51.7943044153941"
"","UNKNOWN","Achter lossen","Glas","104335.385","423807.43","4.65268138534908","51.8006042876818"
"10169","5000 liter","Ondergrondse container","Restafval","105353.543785229","423284.73467111","4.66751619680558","51.7959978728069"
"10037","5000 liter","Ondergrondse container","Restafval","105815.445","424205.938","4.67408062107283","51.8043183637087"
"10357","5000 liter","Ondergrondse container","Restafval","105856.962","421070.386","4.67512747960513","51.7761402028781"
"10299","5000 liter","Ondergrondse container","Restafval","104939.821","422613.549","4.66161627321426","51.7899284438652"
"10189","5000 liter","Ondergrondse container","Restafval","104866.353169687","423027.679916444","4.66049153495017","51.7936439824775"
"INP066","1400 liter","Inpandige container","Restafval","108900.772","423944.399","4.71884628464799","51.8022310051862"
"AANP056","1300 liter","Inpandige container","Restafval","102575.55","415590.62","4.62841210349083","51.7265908977127"
"10330","5000 liter","Ondergrondse container","Restafval","107139.756","423180.158","4.69342213573016","51.795213920693"
"10193","2600 liter","Bovengrondse container","Restafval","104699.03704282","425024.7845317","4.65777613362149","51.8115784975303"
"","UNKNOWN","Achter lossen","Glas","104368.031","423730.429","4.65316590425704","51.7999151808331"
"INP080","1700 liter","Inpandige container","Restafval","104386.365963686","422764.770856489","4.65357286672083","51.791237707875"
"10210","5000 liter","Ondergrondse container","Restafval","105705.086221963","424656.176826075","4.67241651787433","51.8083552909457"
"INP086","1400 liter","Inpandige container","Restafval","105802.207384688","425052.633778979","4.67376830960415","51.8119271400014"
"10041","5000 liter","Ondergrondse container","Restafval","105913.629","424627.367","4.67544429248939","51.8081147329209"
"283","UNKNOWN","Ondergrondse container","Glas","105254.842","425636.88","4.66574734656231","51.8171297029801"
"10381","5000 liter","Ondergrondse container","Restafval","105315.094710621","425193.584005156","4.66668480778211","51.8131508183121"
"10047","5000 liter","Ondergrondse container","Restafval","106117.79","424439.818","4.6784309296678","51.8064469937271"
"10272","5000 liter","Ondergrondse container","Restafval","108360.258","425517.472","4.71079826011596","51.8163246820817"
"INP056","1600 liter","Inpandige container","Restafval","108973.256","423958.986","4.7198951644144","51.8023680923915"
"INP066","1400 liter","Inpandige container","Restafval","108902.019","423944.154","4.7188643953651","51.8022289061268"
"INP035","1400 liter","Inpandige container","Restafval","106582.944","422057.208","4.68550818446434","51.7850730098447"
"10055","5000 liter","Ondergrondse container","Restafval","106354.614","424388.25","4.68187177795551","51.8060041990197"
"10206","5000 liter","Ondergrondse container","Restafval","105470.443269024","424864.571152311","4.66898457035793","51.8102075254142"
"10182","5000 liter","Ondergrondse container","Restafval","105090.773","423112.713","4.66373210017283","51.7944283479917"
"INP091","1400 liter","Inpandige container","Restafval","105116.138590594","424004.196574678","4.66397129683344","51.8024430970431"
"675","UNKNOWN","Bovengrondse container","Glas","106908.836","424858.598","4.68984173499418","51.8102796352839"
"INP092","1400 liter","Inpandige container","Restafval","106527.969806988","424717.970449044","4.68433896696117","51.8089827511519"
"217","UNKNOWN","Bovengrondse container","Glas","104721.431860188","424084.675220564","4.65823747062525","51.8031310122006"
"INP111","1400 liter","Inpandige container","Restafval","106229.938366269","423596.075810865","4.68017581353084","51.7988733940611"
"INP049","1400 liter","Inpandige container","Restafval","106049.461","422610.054","4.67769900275009","51.7899954001139"
"10020","5000 liter","Ondergrondse container","Restafval","104743.230087619","424146.901689721","4.65854445170842","51.803692253725"
"INP074","1400 liter","Inpandige container","Restafval","105312.793772324","423313.283944029","4.66692142271647","51.7962508434924"
"INP041","1400 liter","Inpandige container","Restafval","106207.052","421645.722","4.6801188431178","51.7813419243286"
"INP088","1000 liter","Inpandige container","Restafval","105439.014794282","425407.924055422","4.66845101694172","51.8150882821629"
"INP062","1300 liter","Inpandige container","Restafval","109456.692","423430.859","4.72697318030083","51.7976609878337"
"10184","5000 liter","Ondergrondse container","Restafval","105044.630112404","423176.772084328","4.66305403405893","51.794999972485"
"272","UNKNOWN","Bovengrondse container","Glas","105739.119","422432.219","4.67322644370392","51.7883697596793"
"10279","5000 liter","Ondergrondse container","Restafval","108940.605","425349.958","4.71923664029391","51.8148672911023"
"10284","5000 liter","Ondergrondse container","Restafval","108550.752","425282.944","4.71359225885359","51.8142326648795"
"10298","2600 liter","Half verdiepte container","Restafval","106379.197903288","424132.422687413","4.68226414917256","51.803707008775"
"INP101","1400 liter","Inpandige container","Restafval","105702.186","421898.158","4.67276719350008","51.7835664491326"
"10280","5000 liter","Ondergrondse container","Restafval","108823.522722046","425087.041629382","4.7175738910998","51.8124945561418"
"10292","5000 liter","Ondergrondse container","Restafval","106945.273","424385.942","4.69043571049686","51.806034618048"
"10066","5000 liter","Ondergrondse container","Restafval","106238.564","424556.51","4.68016552935349","51.8075063645281"
"10251","5000 liter","Ondergrondse container","Restafval","104442.663","422989.287","4.65435603095472","51.7932607133844"
"","UNKNOWN","Half verdiepte container","Glas","105885.300795945","420915.879422535","4.67555997008491","51.7747540131718"
"INP036","1400 liter","Inpandige container","Restafval","106162.193","422096.146","4.67940531763041","51.7853863461068"
"INP002","1400 liter","Inpandige container","Restafval","104830.913092319","424765.247644502","4.65972598973255","51.8092577056266"
"235","UNKNOWN","Bovengrondse container","Glas","106819","424352.03","4.68860967451021","51.8057189372401"
"10232","5000 liter","Ondergrondse container","Restafval","104380.149","423097.99","4.65343404758541","51.7942320500061"
"10256","5000 liter","Ondergrondse container","Restafval","105705.266","424397.001","4.67245604856297","51.8060258834312"
"INP008","1400 liter","Inpandige container","Restafval","108667.173","424062.032","4.71544399247961","51.8032689377407"
"INP094","1700 liter","Inpandige container","Restafval","104386.381093817","422660.874166242","4.65358827123111","51.7903039067652"
"10111","5000 liter","Ondergrondse container","Restafval","105565.809565154","423914.362155304","4.67050310166012","51.8016756831926"
"INP066","1400 liter","Inpandige container","Restafval","108898.239","423944.92","4.7188094936862","51.8022354787002"
"10113","5000 liter","Ondergrondse container","Restafval","105381.699041104","423589.739320267","4.66788059444024","51.7987417007521"
"INP025","1400 liter","Inpandige container","Restafval","105438.977","422793.086","4.66882493665848","51.7915866132511"
"10062","5000 liter","Ondergrondse container","Restafval","106354.028","424684.663","4.68182160833278","51.8086682563788"
"218","UNKNOWN","Ondergrondse container","Glas","105041.845005167","424127.748607793","4.66287641335547","51.8035469142887"
"233","UNKNOWN","Ondergrondse container","Glas","106499.743","424865.607","4.68390899978608","51.8103072307784"
"INP074","1400 liter","Inpandige container","Restafval","105312.369029066","423310.618138008","4.66691564857712","51.7962268459253"
"INP111","1400 liter","Inpandige container","Restafval","106227.86543761","423595.918088032","4.68014578640001","51.7988717953908"
"10282","5000 liter","Ondergrondse container","Restafval","108728.131","425185.288","4.71617751583172","51.8133696810447"
"INP102","1400 liter","Inpandige container","Restafval","105953.827","421931.512","4.67640904064576","51.7838883830589"
"INP080","1700 liter","Inpandige container","Restafval","104383.773944317","422764.770856489","4.65353529912227","51.7912374729348"
"10259","5000 liter","Ondergrondse container","Restafval","105246.85428513","425279.598727297","4.66568290558251","51.8139178212476"
"10367","5000 liter","Ondergrondse container","Restafval","106271.567","420887.945","4.6811602532714","51.7745367660071"
"440","UNKNOWN","Ondergrondse container","Glas","106329.293","424096.298","4.6815457261047","51.8033779773262"
"10235","5000 liter","Ondergrondse container","Restafval","104099.167","422954.385","4.64938246035963","51.7929158151148"
"10239","5000 liter","Ondergrondse container","Restafval","104315.649","422666.123","4.65256236427812","51.790344666931"
"10409","1600 liter","Ondergrondse container","Restafval","104743.236816752","425382.384458348","4.6583650787925","51.8147965098119"
