FID,vwk_id,vwk_begdtm,pos_tov_as,gtlwaarde,ltrwaarde,afstand,mst_code,gdb_geomattr_data,shape
kilometermarkeringen.22,1999,2018-03-01T00:00:00,L,11, ,7522,O,,POINT (121349.52419999987 534399.2036999986)
kilometermarkeringen.23,123,2003-05-01T00:00:00,R,8, ,6245,O,,POINT (188603.4061000012 590451.2248000018)
kilometermarkeringen.24,21,2003-05-01T00:00:00,R,1, ,358,O,,POINT (190417.5837999992 572362.5562999994)
kilometermarkeringen.25,2700,2003-05-01T00:00:00,L,6, ,5416,O,,POINT (186232.96909999847 356403.29459999874)
kilometermarkeringen.26,2617,2018-11-01T00:00:00,R,953, ,179,B,,POINT (128252.93670000136 425875.2102999985)
kilometermarkeringen.27,1791,2003-05-01T00:00:00,R,28, ,926,O,,POINT (91534.7707999982 403399.83900000155)
kilometermarkeringen.28,2544,2003-05-01T00:00:00,R,997, ,1684,B,,POINT (87679.81859999895 428748.67379999906)
kilometermarkeringen.29,1637,2003-05-01T00:00:00,R,9, ,3315,O,,POINT (117801.76790000126 472074.8680999987)
kilometermarkeringen.30,1636,2003-05-01T00:00:00,L,18, ,464,O,,POINT (121363.46590000018 478699.2906000018)
kilometermarkeringen.31,1866,2003-05-01T00:00:00,L,7, ,428,O,,POINT (203572.52639999986 509012.44849999994)
kilometermarkeringen.32,2378,2003-05-01T00:00:00,L,74, ,10981,O,,POINT (114752.29289999977 546525.2058999985)
kilometermarkeringen.33,599,2003-05-01T00:00:00,L,37, ,1107,O,,POINT (190830.90089999884 575885.003800001)
kilometermarkeringen.34,631,2003-05-01T00:00:00,R,6, ,1475,O,,POINT (185885.40349999815 559865.8856000006)
kilometermarkeringen.35,3780,2003-05-01T00:00:00,R,19, ,5698,O,,POINT (183106.13589999825 336796.73519999906)
kilometermarkeringen.36,2767,2003-07-01T00:00:00,R,208, ,6387,B,,POINT (154440.42929999903 423479.76839999855)
kilometermarkeringen.37,2723,2003-05-01T00:00:00,R,245, ,8781,B,,POINT (123421.00319999829 414876.1988000013)
kilometermarkeringen.38,2700,2003-05-01T00:00:00,L,15, ,14457,O,,POINT (181600.30590000004 364166.65300000086)
kilometermarkeringen.39,3644,2003-05-01T00:00:00,L,965, ,1715,B,,POINT (116477.89499999955 425764.1158999987)
kilometermarkeringen.40,1791,2003-05-01T00:00:00,R,29, ,1951,O,,POINT (90529.59809999913 403226.62950000167)
kilometermarkeringen.41,2544,2003-05-01T00:00:00,L,996, ,705,B,,POINT (88586.18310000002 428397.1462999992)
kilometermarkeringen.42,2544,2003-05-01T00:00:00,R,998, ,2645,B,,POINT (86724.27389999852 428670.5362999998)
kilometermarkeringen.43,2023,2019-10-01T00:00:00,R,8, ,1900,O,,POINT (127511.15370000154 537703.9417000003)
kilometermarkeringen.44,623,2003-05-01T00:00:00,R,4, ,288,O,,POINT (184457.66200000048 561190.7917000018)
kilometermarkeringen.45,631,2003-05-01T00:00:00,R,7, ,2492,O,,POINT (186505.41209999844 559065.1295000017)
kilometermarkeringen.46,2741,2003-03-01T00:00:00,R,163, ,5458,B,,POINT (189304.4825000018 416668.4681000002)
kilometermarkeringen.47,2741,2003-03-01T00:00:00,R,159, ,1397,B,,POINT (191993.0080000013 414433.30790000036)
kilometermarkeringen.48,2741,2003-03-01T00:00:00,R,162, ,4446,B,,POINT (189418.82039999962 415663.7514999993)
kilometermarkeringen.49,2741,2003-03-01T00:00:00,R,164, ,6442,B,,POINT (189051.37189999968 417616.97199999914)
kilometermarkeringen.50,2741,2003-03-01T00:00:00,R,160, ,2415,B,,POINT (190982.65799999982 414530.2707000002)
kilometermarkeringen.51,2741,2003-03-01T00:00:00,R,161, ,3419,B,,POINT (190058.23730000108 414900.67870000005)
kilometermarkeringen.52,1999,2018-03-01T00:00:00,L,5, ,1501,O,,POINT (115742.7060999982 535115.4946999997)
kilometermarkeringen.53,2003,2003-05-01T00:00:00,L,15, ,2148,O,,POINT (125089.48519999906 534572.4948999994)
kilometermarkeringen.54,2065,2003-05-01T00:00:00,R,10, ,146,O,,POINT (130053.06179999933 479512.34490000084)
kilometermarkeringen.55,2544,2003-05-01T00:00:00,L,999, ,3631,B,,POINT (85743.94570000097 428664.7252999991)
kilometermarkeringen.56,2612,2018-11-01T00:00:00,R,955, ,392,B,,POINT (126169.89220000058 426220.80790000036)
kilometermarkeringen.57,2643,2003-05-01T00:00:00,L,911, ,3129,B,,POINT (162466.0311000012 433394.6684000008)
kilometermarkeringen.58,3780,2003-05-01T00:00:00,R,21, ,7700,O,,POINT (183808.40619999915 338667.5571000017)
kilometermarkeringen.59,2723,2003-05-01T00:00:00,R,240, ,3777,B,,POINT (128258.40370000154 414033.1719999984)
kilometermarkeringen.60,2700,2003-05-01T00:00:00,L,13, ,12468,O,,POINT (182622.17599999905 362460.2916000001)
kilometermarkeringen.61,1502,2003-05-01T00:00:00,L,232, ,919,B,,POINT (139008.7846999988 418711.40089999884)
kilometermarkeringen.62,2617,2018-11-01T00:00:00,R,954, ,1251,B,,POINT (127187.71799999848 425964.8660000004)
kilometermarkeringen.63,2643,2003-05-01T00:00:00,R,910, ,2185,B,,POINT (163404.37220000103 433484.0920000002)
kilometermarkeringen.64,1636,2003-05-01T00:00:00,L,16, ,2458,O,,POINT (120419.09059999883 477107.4274000004)
kilometermarkeringen.65,624,2003-05-01T00:00:00,R,3, ,357,O,,POINT (183651.34659999982 561752.116799999)
kilometermarkeringen.66,631,2003-05-01T00:00:00,R,5, ,482,O,,POINT (185151.87750000134 560532.2558000013)
kilometermarkeringen.67,1941,2019-02-01T00:00:00,L,10, ,2835,O,,POINT (172304.2648999989 519275.36989999935)
kilometermarkeringen.68,2767,2003-07-01T00:00:00,R,209, ,7401,B,,POINT (153903.79340000078 422620.9109000005)
kilometermarkeringen.69,2748,2003-05-01T00:00:00,R,248, ,299,B,,POINT (120482.79670000076 414690.58150000125)
kilometermarkeringen.70,947,2003-05-01T00:00:00,R,83, ,1849,O,,POINT (175036.1083999984 385167.55779999867)
kilometermarkeringen.71,2700,2003-05-01T00:00:00,L,4, ,3435,O,,POINT (187253.00950000063 354705.1107000001)
kilometermarkeringen.72,2544,2003-05-01T00:00:00,R,1001, ,5648,B,,POINT (83882.51339999959 429385.22199999914)
kilometermarkeringen.73,685,2003-05-01T00:00:00,R,1011, ,158,B,,POINT (83478.17799999937 434792.58410000056)
kilometermarkeringen.74,1637,2003-05-01T00:00:00,R,12, ,294,O,,POINT (119507.75290000066 473824.3621999994)
kilometermarkeringen.75,2003,2003-05-01T00:00:00,L,14, ,1130,O,,POINT (124150.30070000142 534179.7481999993)
kilometermarkeringen.76,2003,2003-05-01T00:00:00,L,17, ,4187,O,,POINT (126970.28489999846 535359.9463)
kilometermarkeringen.77,2000,2003-05-01T00:00:00,L,12, ,628,O,,POINT (122194.38540000096 534023.6737000011)
kilometermarkeringen.78,123,2003-05-01T00:00:00,R,10, ,8235,O,,POINT (186929.01110000163 589423.7663000003)
kilometermarkeringen.79,2722,2003-05-01T00:00:00,R,234, ,3572,B,,POINT (133879.9261999987 414877.9210000001)
kilometermarkeringen.80,2700,2003-05-01T00:00:00,L,5, ,4456,O,,POINT (186725.62200000137 355579.34540000185)
kilometermarkeringen.81,3644,2003-05-01T00:00:00,L,964, ,666,B,,POINT (117526.4274000004 425737.5540000014)
kilometermarkeringen.82,2641,2003-05-01T00:00:00,L,982, ,892,B,,POINT (103708.06960000098 431112.88709999993)
kilometermarkeringen.83,1662,2003-05-01T00:00:00,L,21, ,1632,O,,POINT (127824.84389999881 428745.7573999986)
kilometermarkeringen.84,2003,2003-05-01T00:00:00,L,13, ,125,O,,POINT (123202.92660000175 533865.3460000008)
kilometermarkeringen.85,599,2003-05-01T00:00:00,R,36, ,110,O,,POINT (189835.78940000013 575945.1966000013)
kilometermarkeringen.86,1502,2003-05-01T00:00:00,R,230, ,2895,B,,POINT (140745.6072999984 418858.3044000007)
kilometermarkeringen.87,1638,2003-05-01T00:00:00,L,4, ,3221,O,,POINT (113294.9178000018 471219.7804999985)
kilometermarkeringen.88,2065,2003-05-01T00:00:00,R,11, ,1147,O,,POINT (130063.69849999994 478511.9178000018)
kilometermarkeringen.89,1997,2018-03-01T00:00:00,L,3, ,3092,O,,POINT (113903.21880000085 534888.1634000018)
kilometermarkeringen.90,2023,2019-10-01T00:00:00,R,9, ,864,O,,POINT (127898.37220000103 536743.0265000015)
kilometermarkeringen.91,2379,2003-05-01T00:00:00,L,77, ,1828,O,,POINT (114648.27659999952 549366.8388999999)
kilometermarkeringen.92,1999,2018-03-01T00:00:00,L,6, ,2478,O,,POINT (116676.05600000173 535164.0716000013)
kilometermarkeringen.93,2379,2003-05-01T00:00:00,L,78, ,2821,O,,POINT (114564.80530000106 550348.0122000016)
kilometermarkeringen.94,123,2003-05-01T00:00:00,R,12, ,10248,O,,POINT (185447.01639999822 588247.3359000012)
kilometermarkeringen.95,123,2003-05-01T00:00:00,R,11, ,9236,O,,POINT (186043.4662999995 588961.1055000015)
kilometermarkeringen.96,2723,2003-05-01T00:00:00,L,242, ,5781,P,,POINT (126376.93629999831 414720.5095999986)
kilometermarkeringen.97,2723,2003-05-01T00:00:00,R,238, ,1766,B,,POINT (130229.38850000128 413650.82360000163)
kilometermarkeringen.98,2700,2003-05-01T00:00:00,L,16, ,15449,O,,POINT (181093.1125999987 365019.15509999916)
kilometermarkeringen.99,2700,2003-05-01T00:00:00,L,8, ,7442,O,,POINT (185191.45789999887 358141.0236000009)
kilometermarkeringen.100,2614,2003-05-01T00:00:00,L,978, ,781,B,,POINT (105755.65890000015 427723.7567999996)
kilometermarkeringen.101,2544,2003-05-01T00:00:00,R,1002, ,6664,B,,POINT (83162.75090000033 430096.7740999982)
kilometermarkeringen.102,1638,2003-05-01T00:00:00,L,2, ,5222,O,,POINT (111782.72150000185 470123.3764999993)
kilometermarkeringen.103,1636,2003-05-01T00:00:00,L,17, ,1464,O,,POINT (120876.78480000049 477973.5148999989)
kilometermarkeringen.104,2040,2003-05-01T00:00:00,R,7, ,465,O,,POINT (129723.84470000118 482478.1603000015)
kilometermarkeringen.105,907,2003-05-01T00:00:00,R,160, ,2084,P,,POINT (116205.96829999983 516414.9765000008)
kilometermarkeringen.106,1662,2003-05-01T00:00:00,L,20, ,2673,O,,POINT (128210.11100000143 429650.433699999)
kilometermarkeringen.107,1941,2019-02-01T00:00:00,L,12, ,842,O,,POINT (170402.44319999963 518936.8605000004)
kilometermarkeringen.108,2595,2003-05-01T00:00:00,R,9, ,6345,O,,POINT (180555.52679999918 327944.65239999816)
kilometermarkeringen.109,1995,2003-05-01T00:00:00,R,13, ,1042,O,,POINT (116836.57889999822 525580.0844999999)
kilometermarkeringen.110,1999,2018-03-01T00:00:00,L,7, ,3481,O,,POINT (117606.00490000099 534813.8445000015)
kilometermarkeringen.111,2003,2003-05-01T00:00:00,L,16, ,3137,O,,POINT (126000.97419999912 534956.3011999987)
kilometermarkeringen.112,2065,2003-05-01T00:00:00,R,12, ,2169,O,,POINT (130069.00899999961 477489.9321999997)
kilometermarkeringen.113,2544,2003-05-01T00:00:00,L,1000, ,4640,B,,POINT (84771.62220000103 428911.51139999926)
kilometermarkeringen.114,2614,2003-05-01T00:00:00,L,979, ,1867,B,,POINT (105389.92949999869 428698.38599999994)
kilometermarkeringen.115,2722,2003-05-01T00:00:00,R,236, ,5567,B,,POINT (132206.57429999858 413819.0340999998)
kilometermarkeringen.116,2723,2003-05-01T00:00:00,R,241, ,4770,B,,POINT (127323.45870000124 414366.8205000013)
kilometermarkeringen.117,2723,2003-05-01T00:00:00,R,247, ,10801,B,,POINT (121433.38850000128 414564.23420000076)
kilometermarkeringen.118,3780,2003-05-01T00:00:00,R,20, ,6708,O,,POINT (183503.65659999847 337724.41120000184)
kilometermarkeringen.119,2767,2003-07-01T00:00:00,R,206, ,4378,B,,POINT (155618.81799999997 425098.0826999992)
kilometermarkeringen.120,2723,2003-05-01T00:00:00,R,243, ,6746,B,,POINT (125443.39339999855 414958.51850000024)
kilometermarkeringen.121,2722,2003-05-01T00:00:00,R,232, ,1574,B,,POINT (135524.8920999989 415996.8654000014)
kilometermarkeringen.122,2700,2003-05-01T00:00:00,L,14, ,13446,O,,POINT (182119.4428000003 363299.179299999)
kilometermarkeringen.123,2700,2003-05-01T00:00:00,L,7, ,6438,O,,POINT (185704.62799999863 357278.1035999991)
kilometermarkeringen.124,1502,2003-05-01T00:00:00,R,231, ,1932,B,,POINT (139901.98559999838 419175.8093000017)
kilometermarkeringen.125,1638,2003-05-01T00:00:00,L,6, ,1230,O,,POINT (115173.28730000183 471230.91519999877)
kilometermarkeringen.126,907,2003-05-01T00:00:00,R,150, ,3014,P,,POINT (117122.87579999864 516328.72199999914)
kilometermarkeringen.127,1866,2003-05-01T00:00:00,L,8, ,1398,O,,POINT (203556.66750000045 509980.1743000001)
kilometermarkeringen.128,1997,2018-03-01T00:00:00,L,1, ,1038,O,,POINT (112218.9037999995 536055.5199999996)
kilometermarkeringen.129,2003,2003-05-01T00:00:00,L,18, ,5136,O,,POINT (127847.14059999958 535722.8854999989)
kilometermarkeringen.130,2748,2003-05-01T00:00:00,R,250, ,2301,B,,POINT (118516.90520000085 414453.6145000011)
kilometermarkeringen.131,947,2003-05-01T00:00:00,L,82, ,871,O,,POINT (175618.1409999989 384381.6169000007)
kilometermarkeringen.132,2040,2003-05-01T00:00:00,R,9, ,2470,O,,POINT (129936.01889999956 480487.01480000094)
kilometermarkeringen.133,907,2003-05-01T00:00:00,R,120, ,5956,P,,POINT (119952.67480000108 516484.34959999844)
kilometermarkeringen.134,1999,2018-03-01T00:00:00,L,10, ,6521,O,,POINT (120410.2666000016 534629.4318000004)
kilometermarkeringen.135,2748,2003-05-01T00:00:00,R,249, ,1281,B,,POINT (119504.86080000177 414696.4688999988)
kilometermarkeringen.136,2723,2003-05-01T00:00:00,L,239, ,2771,P,,POINT (129235.3748999983 413796.5786000006)
kilometermarkeringen.137,2722,2003-05-01T00:00:00,R,235, ,4567,B,,POINT (133098.9103000015 414262.5700000003)
kilometermarkeringen.138,2723,2003-05-01T00:00:00,R,246, ,9775,B,,POINT (122454.38019999862 414647.7987000011)
kilometermarkeringen.139,2700,2003-05-01T00:00:00,L,3, ,2413,O,,POINT (188027.3647999987 354097.6876000017)
kilometermarkeringen.140,2700,2003-05-01T00:00:00,L,9, ,8453,O,,POINT (184673.07710000128 359008.92920000106)
kilometermarkeringen.141,1790,2003-05-01T00:00:00,R,27, ,3020,O,,POINT (92386.73460000008 403855.944600001)
kilometermarkeringen.142,2619,2003-05-01T00:00:00,R,977, ,675,B,,POINT (105520.92870000005 426851.9045000002)
kilometermarkeringen.143,1638,2003-05-01T00:00:00,L,1, ,6223,O,,POINT (110944.57710000128 469725.1099999994)
kilometermarkeringen.144,1637,2003-05-01T00:00:00,L,10, ,2308,O,,POINT (118439.27549999952 472501.8957000002)
kilometermarkeringen.145,123,2003-05-01T00:00:00,R,7, ,5268,O,,POINT (189404.13039999828 590986.1915000007)
kilometermarkeringen.146,1941,2019-02-01T00:00:00,L,11, ,1841,O,,POINT (171401.4129000008 518929.0795000009)
kilometermarkeringen.147,2722,2003-05-01T00:00:00,R,233, ,2553,B,,POINT (134672.5544999987 415517.23000000045)
kilometermarkeringen.148,2723,2003-05-01T00:00:00,R,237, ,765,B,,POINT (131229.3850999996 413635.6134000011)
kilometermarkeringen.149,2700,2003-05-01T00:00:00,L,12, ,11465,O,,POINT (183130.18670000136 361595.58520000055)
kilometermarkeringen.150,2700,2003-05-01T00:00:00,L,10, ,9442,O,,POINT (184170.7811000012 359860.8645000011)
kilometermarkeringen.151,2643,2003-05-01T00:00:00,R,912, ,4194,B,,POINT (161404.38529999927 433470.09739999846)
kilometermarkeringen.152,2643,2003-05-01T00:00:00,L,913, ,5153,B,,POINT (160448.64310000092 433415.5832000002)
kilometermarkeringen.153,713,2003-05-01T00:00:00,L,1008, ,283,B,,POINT (86443.98070000112 434692.5401000008)
kilometermarkeringen.154,1638,2003-05-01T00:00:00,L,3, ,3880,O,,POINT (112925.52279999852 470706.02980000153)
kilometermarkeringen.155,1636,2003-05-01T00:00:00,L,14, ,4468,O,,POINT (120539.14609999955 475267.63599999994)
kilometermarkeringen.156,1997,2018-03-01T00:00:00,L,2, ,2002,O,,POINT (113021.60550000146 535529.1442999989)
kilometermarkeringen.157,2388,2003-05-01T00:00:00,L,79, ,321,O,,POINT (114436.02919999883 551362.1094000004)
kilometermarkeringen.158,1999,2018-03-01T00:00:00,L,9, ,5525,O,,POINT (119519.42309999838 534184.0595999993)
kilometermarkeringen.159,735,2022-03-01T00:00:00,L,9, ,5298,O,,POINT (206360.57719999924 560568.9147999994)
kilometermarkeringen.160,1967,2003-07-01T00:00:00,R,10, ,3382,O,,POINT (236571.6224000007 564256.3546000011)
kilometermarkeringen.161,634,2003-07-01T00:00:00,R,19, ,4139,O,,POINT (191380.6041000001 548452.5287999995)
kilometermarkeringen.162,1721,2003-07-01T00:00:00,R,14, ,4459,P,,POINT (35703.79050000012 396059.9976999983)
kilometermarkeringen.163,326,2003-07-01T00:00:00,R,31, ,1129,O,,POINT (185266.37539999932 534571.4495999999)
kilometermarkeringen.164,632,2003-07-01T00:00:00,R,10, ,2919,O,,POINT (187704.92830000073 556357.7358000018)
kilometermarkeringen.165,2410,2003-07-01T00:00:00,L,4, ,3982,O,,POINT (128832.2426000014 494230.9710999988)
kilometermarkeringen.166,2410,2003-07-01T00:00:00,L,5, ,4987,O,,POINT (129618.94990000129 494835.32649999857)
kilometermarkeringen.167,2386,2003-07-01T00:00:00,L,17, ,954,O,,POINT (123922.68079999834 502678.52739999816)
kilometermarkeringen.168,2849,2003-07-01T00:00:00,R,10, ,10004,O,,POINT (241333.11690000072 527500.6378000006)
kilometermarkeringen.169,2878,2003-07-01T00:00:00,R,2, ,1817,O,,POINT (241103.13049999997 474857.87029999867)
kilometermarkeringen.170,2845,2003-07-01T00:00:00,R,26, ,13360,O,,POINT (218404.28090000153 539073.8310999982)
kilometermarkeringen.171,2845,2003-07-01T00:00:00,R,36, ,23364,O,,POINT (212765.77659999952 531114.0254999995)
kilometermarkeringen.172,2849,2003-07-01T00:00:00,L,16, ,16002,O,,POINT (246935.12999999896 529049.7769000009)
kilometermarkeringen.173,2869,2003-07-01T00:00:00,R,39, ,4763,O,,POINT (245648.503800001 474638.59699999914)
kilometermarkeringen.174,2869,2003-07-01T00:00:00,R,42, ,7753,O,,POINT (248635.97949999943 474535.5628999993)
kilometermarkeringen.175,867,2003-07-01T00:00:00,R,5, ,5049,O,,POINT (183974.34970000014 520128.7809000015)
kilometermarkeringen.176,1928,2003-07-01T00:00:00,L,11, ,192,O,,POINT (179290.0373999998 535392.5183999985)
kilometermarkeringen.177,1014,2018-09-01T00:00:00,L,23, ,1939,O,,POINT (266777.1788999997 546961.1807000004)
kilometermarkeringen.178,204,2003-07-01T00:00:00,L,3, ,796,O,,POINT (186289.59409999847 565204.6268999986)
kilometermarkeringen.179,20,2003-07-01T00:00:00,L,42, ,1089,O,,POINT (255880.7151999995 575233.0243000016)
kilometermarkeringen.180,736,2003-07-01T00:00:00,R,30, ,10368,O,,POINT (222031.89389999956 551596.4419)
kilometermarkeringen.181,156,2003-07-01T00:00:00,R,3, ,2981,O,,POINT (194131.37539999932 549210.2269000001)
kilometermarkeringen.182,735,2022-03-01T00:00:00,L,7, ,3307,O,,POINT (204492.94319999963 559930.4880000018)
kilometermarkeringen.183,640,2003-07-01T00:00:00,L,7, ,156,P,,POINT (186744.628800001 542349.3245999999)
kilometermarkeringen.184,2410,2003-07-01T00:00:00,L,9, ,8012,O,,POINT (130883.28029999882 497442.97399999946)
kilometermarkeringen.185,2389,2003-07-01T00:00:00,L,38, ,5933,O,,POINT (113101.7452000007 514711.2366000004)
kilometermarkeringen.186,1872,2003-07-01T00:00:00,L,6, ,3396,O,,POINT (203209.96090000123 508077.95109999925)
kilometermarkeringen.187,1872,2003-07-01T00:00:00,L,3, ,395,O,,POINT (201621.88320000097 505670.5582000017)
kilometermarkeringen.188,2878,2003-07-01T00:00:00,R,10, ,9824,O,,POINT (239599.51110000163 482711.1019000001)
kilometermarkeringen.189,2849,2003-07-01T00:00:00,R,12, ,12004,O,,POINT (243195.0683999993 527709.3412999995)
kilometermarkeringen.190,979,2003-07-01T00:00:00,L,3, ,2409,P,,POINT (192456.56439999864 520233.7091999985)
kilometermarkeringen.191,2845,2003-07-01T00:00:00,R,18, ,5382,O,,POINT (222283.43930000067 545822.9107999988)
kilometermarkeringen.192,2878,2003-07-01T00:00:00,R,8, ,7792,O,,POINT (240065.31060000136 480733.5879999995)
kilometermarkeringen.193,2869,2003-07-01T00:00:00,R,36, ,1746,O,,POINT (242859.22199999914 473779.50759999827)
kilometermarkeringen.194,614,2003-07-01T00:00:00,L,11, ,10963,O,,POINT (215401.6323999986 442784.30779999867)
kilometermarkeringen.195,1935,2003-07-01T00:00:00,L,1, ,1014,O,,POINT (181705.15740000084 524583.0914999992)
kilometermarkeringen.196,863,2003-07-01T00:00:00,L,2, ,2018,O,,POINT (177261.18149999902 535293.7353999987)
kilometermarkeringen.197,1928,2003-07-01T00:00:00,L,9, ,2217,O,,POINT (179836.12310000136 533442.5773000009)
kilometermarkeringen.198,1018,2003-07-01T00:00:00,L,5, ,5002,O,,POINT (256438.49720000103 560428.8737000003)
kilometermarkeringen.199,736,2003-07-01T00:00:00,R,21, ,1359,O,,POINT (214869.55710000172 556551.4752999991)
kilometermarkeringen.200,1968,2003-07-01T00:00:00,R,25, ,1060,O,,POINT (233785.56439999864 578604.1722000018)
kilometermarkeringen.201,1721,2003-07-01T00:00:00,R,11, ,1449,O,,POINT (34744.933299999684 393345.4857000001)
kilometermarkeringen.202,1721,2003-07-01T00:00:00,R,10, ,450,O,,POINT (34080.73669999838 392599.2659999989)
kilometermarkeringen.203,640,2003-07-01T00:00:00,L,6, ,1154,P,,POINT (187678.51680000126 541997.3973999992)
kilometermarkeringen.204,2410,2003-07-01T00:00:00,R,2, ,1673,O,,POINT (126777.02270000055 493464.84870000184)
kilometermarkeringen.205,2389,2003-07-01T00:00:00,L,35, ,2864,O,,POINT (112266.16580000147 511773.4056000002)
kilometermarkeringen.206,1872,2003-07-01T00:00:00,L,5, ,2385,O,,POINT (202606.5636 507296.0667999983)
kilometermarkeringen.207,2845,2003-07-01T00:00:00,L,37, ,24348,O,,POINT (211990.3225999996 530522.3348999992)
kilometermarkeringen.208,2845,2003-07-01T00:00:00,R,25, ,12341,O,,POINT (219025.2906000018 539872.5045999996)
kilometermarkeringen.209,2878,2003-07-01T00:00:00,R,5, ,4813,O,,POINT (240669.3321999982 477818.09600000083)
kilometermarkeringen.210,2845,2003-07-01T00:00:00,R,19, ,6370,O,,POINT (221783.47040000185 544971.0007999986)
kilometermarkeringen.211,2849,2003-07-01T00:00:00,L,22, ,21971,O,,POINT (252116.83480000123 526898.8057000004)
kilometermarkeringen.212,2871,2003-07-01T00:00:00,R,46, ,1418,O,,POINT (252592.4525000006 473897.83740000054)
kilometermarkeringen.213,614,2003-07-01T00:00:00,L,7, ,6969,O,,POINT (212500.4754000008 445260.22140000015)
kilometermarkeringen.214,1018,2003-07-01T00:00:00,L,2, ,2095,O,,POINT (254396.9620999992 562498.3231999986)
kilometermarkeringen.215,867,2003-07-01T00:00:00,R,4, ,4008,O,,POINT (184854.4646999985 520684.7239000015)
kilometermarkeringen.216,863,2003-07-01T00:00:00,L,5, ,5025,O,,POINT (175185.73409999907 533586.4296000004)
kilometermarkeringen.217,433,2003-07-01T00:00:00,L,10, ,5300,P,,POINT (182025.3654000014 549394.4299999997)
kilometermarkeringen.218,1017,2003-07-01T00:00:00,L,28, ,192,O,,POINT (268806.18129999936 543615.7093999982)
kilometermarkeringen.219,156,2003-07-01T00:00:00,R,17, ,17025,O,,POINT (205399.2397999987 553082.2892000005)
kilometermarkeringen.220,156,2003-07-01T00:00:00,R,10, ,9993,O,,POINT (200126.6585999988 548739.3071000017)
kilometermarkeringen.221,735,2022-03-01T00:00:00,L,10, ,6328,O,,POINT (207351.48189999908 560845.6431999989)
kilometermarkeringen.222,1967,2003-07-01T00:00:00,L,9, ,2397,O,,POINT (236863.1026000008 563317.0298999995)
kilometermarkeringen.223,1967,2003-07-01T00:00:00,R,11, ,4394,O,,POINT (236093.60029999912 565147.4956)
kilometermarkeringen.224,634,2003-07-01T00:00:00,R,20, ,5143,O,,POINT (191848.94319999963 547567.9888999984)
kilometermarkeringen.225,2574,2003-07-01T00:00:00,R,1037, ,647,B,,POINT (74607.01880000159 385187.09380000085)
kilometermarkeringen.226,640,2003-07-01T00:00:00,L,4, ,3143,P,,POINT (189536.56010000035 541287.6301000006)
kilometermarkeringen.227,1994,2020-04-01T00:00:00,R,4, ,1651,O,,POINT (115051.17190000042 518439.04140000045)
kilometermarkeringen.228,2845,2003-07-01T00:00:00,R,33, ,20366,O,,POINT (214993.0496999994 533071.8988999985)
kilometermarkeringen.229,2855,2003-07-01T00:00:00,L,29, ,3102,O,,POINT (259022.06960000098 525811.4492000006)
kilometermarkeringen.230,2878,2003-07-01T00:00:00,R,9, ,8819,O,,POINT (239835.20470000058 481734.4693999998)
