FID,diepte_org,diepte_cm,typering,opmerking,se_anno_cad_data,gdb_geomattr_data,shape
dieptepunten_1905.39,25,-250,dieptepunt, ,,,POINT (135061.94289999828 487563.7578999996)
dieptepunten_1905.40,26,-260,dieptepunt, ,,,POINT (134110.68019999936 487931.0595000014)
dieptepunten_1905.41,25,-250,dieptepunt, ,,,POINT (135919.65150000155 487389.53759999946)
dieptepunten_1905.42,28,-280,dieptepunt, ,,,POINT (137909.0813000016 487078.56060000136)
dieptepunten_1905.43,17,-170,dieptepunt, ,,,POINT (135247.38929999992 495457.5203999989)
dieptepunten_1905.44,15,-150,dieptepunt, ,,,POINT (134421.72069999948 494883.1107000001)
dieptepunten_1905.45,15,-150,dieptepunt, ,,,POINT (133918.07039999962 495269.26110000163)
dieptepunten_1905.46,11,-110,dieptepunt, ,,,POINT (132994.18079999834 495052.4957000017)
dieptepunten_1905.47,12,-120,dieptepunt, ,,,POINT (132386.65129999816 495640.81489999965)
dieptepunten_1905.48,13,-130,dieptepunt, ,,,POINT (132557.7846999988 496317.90210000053)
dieptepunten_1905.49,15,-150,dieptepunt, ,,,POINT (133363.91750000045 496434.0390999988)
dieptepunten_1905.50,14,-140,dieptepunt, ,,,POINT (134534.8322999999 496246.99219999835)
dieptepunten_1905.51,24,-240,dieptepunt, ,,,POINT (136473.22690000013 494932.51099999994)
dieptepunten_1905.52,21,-210,dieptepunt, ,,,POINT (136654.67049999908 495709.93180000037)
dieptepunten_1905.53,22,-220,dieptepunt, ,,,POINT (137721.76089999825 495716.3363999985)
dieptepunten_1905.54,19,-190,dieptepunt, ,,,POINT (137407.96180000156 496421.6257000007)
dieptepunten_1905.55,14,-140,dieptepunt, ,,,POINT (136757.39200000092 497530.52859999985)
dieptepunten_1905.56,18,-180,dieptepunt, ,,,POINT (134596.24159999937 497272.02749999985)
dieptepunten_1905.57,14,-140,dieptepunt, ,,,POINT (132880.83419999853 497296.44469999894)
dieptepunten_1905.58,9,-90,dieptepunt, ,,,POINT (131133.61580000073 497523.124499999)
dieptepunten_1905.59,14,-140,dieptepunt, ,,,POINT (131721.6785000004 497465.76669999957)
dieptepunten_1905.60,13,-130,dieptepunt, ,,,POINT (132400.04679999873 497618.72520000115)
dieptepunten_1905.61,17,-170,dieptepunt, ,,,POINT (133555.12799999863 497687.5958000012)
dieptepunten_1905.62,22,-220,dieptepunt, ,,,POINT (134254.29670000076 497648.4770000018)
dieptepunten_1905.63,12,-120,dieptepunt, ,,,POINT (136292.7760999985 497888.77910000086)
dieptepunten_1905.64,16,-160,dieptepunt, ,,,POINT (136870.38019999862 497951.0203999989)
dieptepunten_1905.65,25,-250,dieptepunt, ,,,POINT (137860.58150000125 498432.77800000086)
dieptepunten_1905.66,21,-210,dieptepunt, ,,,POINT (137149.4765000008 498288.6218999997)
dieptepunten_1905.67,17,-170,dieptepunt, ,,,POINT (136400.91820000112 498419.0636)
dieptepunten_1905.68,19,-190,dieptepunt, ,,,POINT (135424.2864000015 498413.1587000005)
dieptepunten_1905.69,19,-190,dieptepunt, ,,,POINT (134248.48959999904 498499.6565000005)
dieptepunten_1905.70,13,-130,dieptepunt, ,,,POINT (133592.44000000134 499160.7468000017)
dieptepunten_1905.71,18,-180,dieptepunt, ,,,POINT (134490.85200000182 499111.7580999993)
dieptepunten_1905.72,20,-200,dieptepunt, ,,,POINT (135894.4974000007 499152.61470000073)
dieptepunten_1905.73,23,-230,dieptepunt, ,,,POINT (136830.54509999976 498893.3420000002)
dieptepunten_1905.74,27,-270,dieptepunt, ,,,POINT (137517.6235000007 499878.7879000008)
dieptepunten_1905.75,27,-270,dieptepunt, ,,,POINT (136614.43090000004 499991.4288999997)
dieptepunten_1905.76,13,-130,dieptepunt, ,,,POINT (133109.0320999995 499912.29729999974)
dieptepunten_1905.77,18,-180,dieptepunt, ,,,POINT (133932.3434999995 500329.60130000114)
dieptepunten_1905.78,21,-210,dieptepunt, ,,,POINT (134791.5623999983 500271.66849999875)
dieptepunten_1905.79,25,-250,dieptepunt, ,,,POINT (135762.32979999855 500341.4408)
dieptepunten_1905.80,27,-270,dieptepunt, ,,,POINT (136390.6013999991 500695.65630000085)
dieptepunten_1905.81,28,-280,dieptepunt, ,,,POINT (137344.29050000012 500729.1568999998)
dieptepunten_1905.82,14,-140,dieptepunt, ,,,POINT (134341.76839999855 501177.7584999986)
dieptepunten_1905.83,33,-330,dieptepunt, ,,,POINT (139420.0469999984 496626.8071000017)
dieptepunten_1905.84,35,-350,dieptepunt, ,,,POINT (140342.10830000043 496514.71550000086)
dieptepunten_1905.85,35,-350,dieptepunt, ,,,POINT (140723.3077000007 497684.0753000006)
dieptepunten_1905.86,36,-360,dieptepunt, ,,,POINT (140803.0373999998 498387.8040000014)
dieptepunten_1905.87,34,-340,dieptepunt, ,,,POINT (140019.02859999985 498051.72100000083)
dieptepunten_1905.88,31,-310,dieptepunt, ,,,POINT (139287.09549999982 498364.60170000046)
dieptepunten_1905.89,29,-290,dieptepunt, ,,,POINT (138492.63679999858 498220.557599999)
dieptepunten_1905.90,36,-360,dieptepunt, ,,,POINT (140900.43149999902 499466.2485000007)
dieptepunten_1905.91,33,-330,dieptepunt, ,,,POINT (139701.21539999917 499369.0406999998)
dieptepunten_1905.92,30,-300,dieptepunt, ,,,POINT (138521.23919999972 499884.60929999873)
dieptepunten_1905.93,33,-330,dieptepunt, ,,,POINT (139715.53860000148 500365.22679999843)
dieptepunten_1905.94,32,-320,dieptepunt, ,,,POINT (138563.6675999984 500707.14499999955)
dieptepunten_1905.95,33,-330,dieptepunt, ,,,POINT (139596.5282999985 501215.4525000006)
dieptepunten_1905.96,35,-350,dieptepunt, ,,,POINT (140406.80160000175 501751.6138000004)
dieptepunten_1905.97,24,-240,dieptepunt, ,,,POINT (135264.36730000004 501667.5832999982)
dieptepunten_1905.98,25,-250,dieptepunt, ,,,POINT (136030.63819999993 501993.59109999985)
dieptepunten_1905.99,28,-280,dieptepunt, ,,,POINT (136896.59259999916 502374.02859999985)
dieptepunten_1905.100,31,-310,dieptepunt, ,,,POINT (138479.98279999942 502058.57009999827)
dieptepunten_1905.101,32,-320,dieptepunt, ,,,POINT (138420.92770000175 502642.74870000035)
dieptepunten_1905.102,34,-340,dieptepunt, ,,,POINT (139367.70679999888 502530.1671000011)
dieptepunten_1905.103,37,-370,dieptepunt, ,,,POINT (141001.6053000018 502871.9444999993)
dieptepunten_1905.104,32,-320,dieptepunt, ,,,POINT (138334.71810000017 503400.2010000013)
dieptepunten_1905.105,30,-300,dieptepunt, ,,,POINT (136716.81450000033 503150.36499999836)
dieptepunten_1905.106,30,-300,dieptepunt, ,,,POINT (136053.2798999995 503417.36939999834)
dieptepunten_1905.107,26,-260,dieptepunt, ,,,POINT (135391.65349999815 502835.7164000012)
dieptepunten_1905.108,20,-200,dieptepunt, ,,,POINT (134603.34450000152 502491.78500000015)
dieptepunten_1905.109,22,-220,dieptepunt, ,,,POINT (133819.03330000117 504083.1367999986)
dieptepunten_1905.110,27,-270,dieptepunt, ,,,POINT (135087.5839000009 504205.73270000145)
dieptepunten_1905.111,31,-310,dieptepunt, ,,,POINT (135819.7762000002 504540.4085999988)
dieptepunten_1905.112,32,-320,dieptepunt, ,,,POINT (136797.14169999957 503889.0832000002)
dieptepunten_1905.113,32,-320,dieptepunt, ,,,POINT (136860.5764000006 504582.03009999916)
dieptepunten_1905.114,33,-330,dieptepunt, ,,,POINT (137541.27329999954 504552.12680000067)
dieptepunten_1905.115,31,-310,dieptepunt, ,,,POINT (138299.2078000009 504449.0278999992)
dieptepunten_1905.116,35,-350,dieptepunt, ,,,POINT (139626.62310000136 504134.4899000004)
dieptepunten_1905.117,35,-350,dieptepunt, ,,,POINT (140778.01999999955 504331.7190000005)
dieptepunten_1905.118,36,-360,dieptepunt, ,,,POINT (140859.3691000007 503592.8005999997)
dieptepunten_1905.119,36,-360,dieptepunt, ,,,POINT (140552.99289999902 505134.79250000045)
dieptepunten_1905.120,33,-330,dieptepunt, ,,,POINT (138235.5401000008 505351.8973999992)
dieptepunten_1905.121,33,-330,dieptepunt, ,,,POINT (135999.57519999892 505214.5912999995)
dieptepunten_1905.122,26,-260,dieptepunt, ,,,POINT (134095.55570000038 505176.8216000013)
dieptepunten_1905.123,35,-350,dieptepunt, ,,,POINT (140416.47740000114 505919.30139999837)
dieptepunten_1905.124,34,-340,dieptepunt, ,,,POINT (139227.4316000007 505941.132100001)
dieptepunten_1905.125,32,-320,dieptepunt, ,,,POINT (137767.3863000013 506028.2131000012)
dieptepunten_1905.126,33,-330,dieptepunt, ,,,POINT (136760.83579999954 506095.86620000005)
dieptepunten_1905.127,32,-320,dieptepunt, ,,,POINT (135726.98999999836 506255.06700000167)
dieptepunten_1905.128,29,-290,dieptepunt, ,,,POINT (134686.91319999844 506241.2650000006)
dieptepunten_1905.129,20,-200,dieptepunt, ,,,POINT (133218.9728000015 505873.90239999816)
dieptepunten_1905.130,22,-220,dieptepunt, ,,,POINT (132740.53339999914 506459.79580000043)
dieptepunten_1905.131,25,-250,dieptepunt, ,,,POINT (133483.4567000009 506793.6843000017)
dieptepunten_1905.132,31,-310,dieptepunt, ,,,POINT (135264.7199999988 506849.507100001)
dieptepunten_1905.133,32,-320,dieptepunt, ,,,POINT (136598.39609999955 507090.0196999982)
dieptepunten_1905.134,33,-330,dieptepunt, ,,,POINT (137626.17159999907 506849.1160000004)
dieptepunten_1905.135,34,-340,dieptepunt, ,,,POINT (138313.88940000162 507539.37029999867)
dieptepunten_1905.136,33,-330,dieptepunt, ,,,POINT (137373.6127000004 507415.14020000026)
dieptepunten_1905.137,31,-310,dieptepunt, ,,,POINT (135544.1997999996 507613.8365999982)
dieptepunten_1905.138,28,-280,dieptepunt, ,,,POINT (134084.564100001 507629.4772000015)
dieptepunten_1905.139,20,-200,dieptepunt, ,,,POINT (132320.7917000018 507674.42819999903)
dieptepunten_1905.140,20,-200,dieptepunt, ,,,POINT (131937.47729999945 508405.5186999999)
dieptepunten_1905.141,29,-290,dieptepunt, ,,,POINT (133480.15729999915 508470.68189999834)
dieptepunten_1905.142,31,-310,dieptepunt, ,,,POINT (134701.82930000126 508483.2111000009)
dieptepunten_1905.143,33,-330,dieptepunt, ,,,POINT (137381.38080000132 508116.84739999846)
dieptepunten_1905.144,33,-330,dieptepunt, ,,,POINT (138223.89669999853 508924.87249999866)
dieptepunten_1905.145,33,-330,dieptepunt, ,,,POINT (137168.85570000112 509065.31920000166)
dieptepunten_1905.146,32,-320,dieptepunt, ,,,POINT (136285.9686000012 509433.1840999983)
dieptepunten_1905.147,32,-320,dieptepunt, ,,,POINT (135257.82600000128 509328.12370000035)
dieptepunten_1905.148,28,-280,dieptepunt, ,,,POINT (134480.27309999987 509714.21009999886)
dieptepunten_1905.149,27,-270,dieptepunt, ,,,POINT (133284.60869999975 509227.87000000104)
dieptepunten_1905.150,22,-220,dieptepunt, ,,,POINT (131700.6398999989 509655.04030000046)
dieptepunten_1905.151,27,-270,dieptepunt, ,,,POINT (132658.30370000005 510014.47509999946)
dieptepunten_1905.152,19,-190,dieptepunt, ,,,POINT (131368.621199999 510640.6873999983)
dieptepunten_1905.153,27,-270,dieptepunt, ,,,POINT (132398.20659999922 511090.6955000013)
dieptepunten_1905.154,30,-300,dieptepunt, ,,,POINT (133638.9587999992 510647.3203999996)
dieptepunten_1905.155,31,-310,dieptepunt, ,,,POINT (134568.5218999982 511052.9129999988)
dieptepunten_1905.156,32,-320,dieptepunt, ,,,POINT (135664.21059999987 510146.3407000005)
dieptepunten_1905.157,33,-330,dieptepunt, ,,,POINT (137110.43450000137 509803.54289999977)
dieptepunten_1905.158,33,-330,dieptepunt, ,,,POINT (138270.3398000002 509717.42650000006)
dieptepunten_1905.159,34,-340,dieptepunt, ,,,POINT (138024.81579999998 510793.2802999988)
dieptepunten_1905.160,33,-330,dieptepunt, ,,,POINT (137052.97069999948 510842.29769999906)
dieptepunten_1905.161,35,-350,dieptepunt, ,,,POINT (137717.94959999993 511614.15249999985)
dieptepunten_1905.162,33,-330,dieptepunt, ,,,POINT (136259.56419999897 511391.882100001)
dieptepunten_1905.163,27,-270,dieptepunt, ,,,POINT (132435.0833999999 511892.0240999982)
dieptepunten_1905.164,24,-240,dieptepunt, ,,,POINT (131718.18149999902 512077.93129999936)
dieptepunten_1905.165,22,-220,dieptepunt, ,,,POINT (130874.7034999989 512328.44530000165)
dieptepunten_1905.166,24,-240,dieptepunt, ,,,POINT (131147.87139999866 512855.1314999983)
dieptepunten_1905.167,30,-300,dieptepunt, ,,,POINT (133729.7793999985 512532.2448000014)
dieptepunten_1905.168,33,-330,dieptepunt, ,,,POINT (135876.64550000057 512422.6009999998)
dieptepunten_1905.169,34,-340,dieptepunt, ,,,POINT (137051.0491000004 511989.9851000011)
dieptepunten_1905.170,35,-350,dieptepunt, ,,,POINT (136932.0249999985 512764.54839999974)
dieptepunten_1905.171,38,-380,dieptepunt, ,,,POINT (137856.88230000064 513890.4103000015)
dieptepunten_1905.172,35,-350,dieptepunt, ,,,POINT (137045.3398000002 513720.2767999992)
dieptepunten_1905.173,30,-300,dieptepunt, ,,,POINT (133942.10680000111 513159.5896999985)
dieptepunten_1905.174,20,-200,dieptepunt, ,,,POINT (130464.3134999983 514097.39350000024)
dieptepunten_1905.175,25,-250,dieptepunt, ,,,POINT (131294.06219999865 514529.756000001)
dieptepunten_1905.176,28,-280,dieptepunt, ,,,POINT (132042.66099999845 514161.53269999847)
dieptepunten_1905.177,29,-290,dieptepunt, ,,,POINT (133128.55820000172 513919.26199999824)
dieptepunten_1905.178,30,-300,dieptepunt, ,,,POINT (134624.3365000002 514048.809799999)
dieptepunten_1905.179,33,-330,dieptepunt, ,,,POINT (135569.0020999983 514399.8242000006)
dieptepunten_1905.180,35,-350,dieptepunt, ,,,POINT (137096.8925999999 514348.34160000086)
dieptepunten_1905.181,19,-190,dieptepunt, ,,,POINT (130298.24069999903 515063.44739999995)
dieptepunten_1905.182,28,-280,dieptepunt, ,,,POINT (132008.05849999934 515035.73330000043)
dieptepunten_1905.183,29,-290,dieptepunt, ,,,POINT (134016.18140000105 515125.87959999964)
dieptepunten_1905.184,29,-290,dieptepunt, ,,,POINT (135759.72780000046 515327.63430000097)
dieptepunten_1905.185,29,-290,dieptepunt, ,,,POINT (136923.13870000094 515259.3861999996)
dieptepunten_1905.186,28,-280,dieptepunt, ,,,POINT (134741.05209999904 515759.80530000106)
dieptepunten_1905.187,29,-290,dieptepunt, ,,,POINT (132627.89139999822 515505.89119999856)
dieptepunten_1905.188,25,-250,dieptepunt, ,,,POINT (131410.5795999989 515830.94509999827)
dieptepunten_1905.189,22,-220,dieptepunt, ,,,POINT (130811.72140000015 516289.4241999984)
dieptepunten_1905.190,14,-140,dieptepunt, ,,,POINT (136748.28610000014 515788.0144000016)
dieptepunten_1905.191,5,-50,dieptepunt, ,,,POINT (136677.91939999908 516216.09099999815)
dieptepunten_1905.192,5,-50,dieptepunt, ,,,POINT (137150.5025999993 515686.4043999985)
dieptepunten_1905.193,38,-380,dieptepunt, ,,,POINT (138453.0925000012 514034.1317999996)
dieptepunten_1905.194,37,-370,dieptepunt, ,,,POINT (138489.78090000153 513287.3332000002)
dieptepunten_1905.195,37,-370,dieptepunt, ,,,POINT (138476.67320000008 512495.0740999989)
dieptepunten_1905.196,34,-340,dieptepunt, ,,,POINT (138854.5128000006 511309.7982000001)
dieptepunten_1905.197,37,-370,dieptepunt, ,,,POINT (141057.2126000002 511221.74340000004)
dieptepunten_1905.198,36,-360,dieptepunt, ,,,POINT (142624.13940000162 510690.04470000044)
dieptepunten_1905.199,37,-370,dieptepunt, ,,,POINT (143767.58949999884 511280.5650999993)
dieptepunten_1905.200,37,-370,dieptepunt, ,,,POINT (142327.438000001 511647.2093000002)
dieptepunten_1905.201,36,-360,dieptepunt, ,,,POINT (141842.74350000173 512267.5951000005)
dieptepunten_1905.202,36,-360,dieptepunt, ,,,POINT (140728.0022 512270.0936000012)
dieptepunten_1905.203,33,-330,dieptepunt, ,,,POINT (139695.92489999905 512272.8082999997)
dieptepunten_1905.204,36,-360,dieptepunt, ,,,POINT (139242.48800000176 514259.35390000045)
dieptepunten_1905.205,36,-360,dieptepunt, ,,,POINT (139447.64330000058 514732.22129999846)
dieptepunten_1905.206,23,-230,dieptepunt, ,,,POINT (140723.95540000126 516039.8944000006)
dieptepunten_1905.207,33,-330,dieptepunt, ,,,POINT (140716.96350000054 515220.5802000016)
dieptepunten_1905.208,35,-350,dieptepunt, ,,,POINT (140593.73070000112 514192.0100999996)
dieptepunten_1905.209,36,-360,dieptepunt, ,,,POINT (140553.81210000068 513509.1449000016)
dieptepunten_1905.210,37,-370,dieptepunt, ,,,POINT (141458.24120000005 513334.0353000015)
dieptepunten_1905.211,35,-350,dieptepunt, ,,,POINT (141371.938000001 514518.0460000001)
dieptepunten_1905.212,33,-330,dieptepunt, ,,,POINT (141406.31830000132 515319.2082999982)
dieptepunten_1905.213,30,-300,dieptepunt, ,,,POINT (141335.62999999896 515929.315200001)
dieptepunten_1905.214,33,-330,dieptepunt, ,,,POINT (142741.32550000027 515999.68189999834)
dieptepunten_1905.215,33,-330,dieptepunt, ,,,POINT (142090.26269999892 515554.6068999991)
dieptepunten_1905.216,35,-350,dieptepunt, ,,,POINT (142347.8134999983 514397.7972000018)
dieptepunten_1905.217,37,-370,dieptepunt, ,,,POINT (142202.94469999894 513332.5560999997)
dieptepunten_1905.218,36,-360,dieptepunt, ,,,POINT (143542.27320000157 512228.32979999855)
dieptepunten_1905.219,37,-370,dieptepunt, ,,,POINT (143024.9177000001 513376.74379999936)
dieptepunten_1905.220,36,-360,dieptepunt, ,,,POINT (143841.5207999982 513503.2533)
dieptepunten_1905.221,36,-360,dieptepunt, ,,,POINT (143384.97549999878 514751.44689999893)
dieptepunten_1905.222,36,-360,dieptepunt, ,,,POINT (142916.8099000007 515225.5403999984)
dieptepunten_1905.223,32,-320,dieptepunt, ,,,POINT (143751.08370000124 516981.75730000064)
dieptepunten_1905.224,29,-290,dieptepunt, ,,,POINT (144468.08179999888 517600.3407999985)
dieptepunten_1905.225,33,-330,dieptepunt, ,,,POINT (144803.58669999987 516607.934799999)
dieptepunten_1905.226,35,-350,dieptepunt, ,,,POINT (144251.1724999994 515187.74819999933)
dieptepunten_1905.227,36,-360,dieptepunt, ,,,POINT (144248.71950000152 512236.6810000017)
dieptepunten_1905.228,37,-370,dieptepunt, ,,,POINT (144899.0736999996 510696.36950000003)
dieptepunten_1905.229,36,-360,dieptepunt, ,,,POINT (145065.68310000002 512281.67709999904)
dieptepunten_1905.230,36,-360,dieptepunt, ,,,POINT (145860.79919999838 512709.68560000136)
dieptepunten_1905.231,37,-370,dieptepunt, ,,,POINT (146169.7512000017 511443.19619999826)
dieptepunten_1905.232,33,-330,dieptepunt, ,,,POINT (145590.8332999982 514021.5007000007)
dieptepunten_1905.233,35,-350,dieptepunt, ,,,POINT (145276.64299999923 514613.57499999925)
dieptepunten_1905.234,32,-320,dieptepunt, ,,,POINT (145807.19579999894 517236.2104999982)
dieptepunten_1905.235,33,-330,dieptepunt, ,,,POINT (145845.4023000002 516225.54300000146)
dieptepunten_1905.236,30,-300,dieptepunt, ,,,POINT (146700.2696999982 517446.2283000015)
dieptepunten_1905.237,32,-320,dieptepunt, ,,,POINT (146474.11520000175 516735.8104000017)
dieptepunten_1905.238,34,-340,dieptepunt, ,,,POINT (146253.12629999965 514741.20169999823)
dieptepunten_1905.239,31,-310,dieptepunt, ,,,POINT (148034.47769999877 517338.84860000014)
dieptepunten_1905.240,28,-280,dieptepunt, ,,,POINT (148933.58460000157 516803.2479999997)
dieptepunten_1905.241,30,-300,dieptepunt, ,,,POINT (149524.04549999908 516212.03339999914)
dieptepunten_1905.242,31,-310,dieptepunt, ,,,POINT (148818.38149999827 515636.81010000035)
dieptepunten_1905.243,32,-320,dieptepunt, ,,,POINT (147786.79470000044 515607.8949000016)
dieptepunten_1905.244,30,-300,dieptepunt, ,,,POINT (147163.38709999993 516071.65680000186)
dieptepunten_1905.245,33,-330,dieptepunt, ,,,POINT (147814.61679999903 514760.69150000066)
dieptepunten_1905.246,32,-320,dieptepunt, ,,,POINT (149536.02679999918 514972.4844000004)
dieptepunten_1905.247,37,-370,dieptepunt, ,,,POINT (147748.73409999907 513658.15989999846)
dieptepunten_1905.248,36,-360,dieptepunt, ,,,POINT (146904.21779999882 513648.3894999996)
dieptepunten_1905.249,36,-360,dieptepunt, ,,,POINT (147141.66490000114 512919.6378000006)
dieptepunten_1905.250,37,-370,dieptepunt, ,,,POINT (148196.69729999825 512154.8925999999)
dieptepunten_1905.251,38,-380,dieptepunt, ,,,POINT (147230.27369999886 511753.3150999993)
dieptepunten_1905.252,37,-370,dieptepunt, ,,,POINT (149345.06720000133 512602.10770000145)
dieptepunten_1905.253,38,-380,dieptepunt, ,,,POINT (149379.14799999818 511799.7760999985)
dieptepunten_1905.254,38,-380,dieptepunt, ,,,POINT (149479.6961000003 511015.5645999983)
dieptepunten_1905.255,37,-370,dieptepunt, ,,,POINT (147860.59540000185 510796.68620000035)
dieptepunten_1905.256,37,-370,dieptepunt, ,,,POINT (148623.12209999934 510942.6988000013)
dieptepunten_1905.257,37,-370,dieptepunt,Slecht leesbaar,,,POINT (148400.43129999936 513084.682599999)
dieptepunten_1905.258,31,-310,dieptepunt, ,,,POINT (145702.97459999844 518383.19849999994)
dieptepunten_1905.259,27,-270,dieptepunt, ,,,POINT (146331.17460000142 518319.87590000033)
dieptepunten_1905.260,21,-210,dieptepunt, ,,,POINT (147714.54839999974 518203.31500000134)
dieptepunten_1905.261,23,-230,dieptepunt, ,,,POINT (148353.97239999846 518222.80790000036)
dieptepunten_1905.262,22,-220,dieptepunt, ,,,POINT (148723.28819999844 518305.6336000003)
dieptepunten_1905.263,26,-260,dieptepunt, ,,,POINT (149148.03730000183 517878.63529999927)
dieptepunten_1905.264,18,-180,dieptepunt, ,,,POINT (149269.00649999827 518388.9637000002)
dieptepunten_1905.265,28,-280,dieptepunt, ,,,POINT (150217.78299999982 517580.31650000066)
dieptepunten_1905.266,23,-230,dieptepunt, ,,,POINT (151215.82349999994 517371.86129999906)
dieptepunten_1905.267,30,-300,dieptepunt, ,,,POINT (151126.81689999998 518119.5789999999)
dieptepunten_1905.268,26,-260,dieptepunt, ,,,POINT (149908.64350000024 518162.8471000008)
dieptepunten_1905.269,27,-270,dieptepunt, ,,,POINT (151616.59970000014 518758.12950000167)
dieptepunten_1905.270,28,-280,dieptepunt, ,,,POINT (150795.48739999905 518857.51740000024)
dieptepunten_1905.271,33,-330,dieptepunt, ,,,POINT (150393.3462000005 518637.8238000013)
dieptepunten_1905.272,9,-90,dieptepunt, ,,,POINT (149831.0186999999 518772.97030000016)
dieptepunten_1905.273,14,-140,dieptepunt, ,,,POINT (149445.1785000004 518744.5876000002)
dieptepunten_1905.274,15,-150,dieptepunt, ,,,POINT (148728.5848999992 518833.75290000066)
dieptepunten_1905.275,19,-190,dieptepunt, ,,,POINT (147973.49749999866 518913.9147000015)
dieptepunten_1905.276,20,-200,dieptepunt, ,,,POINT (147389.34439999983 519367.90249999985)
dieptepunten_1905.277,28,-280,dieptepunt, ,,,POINT (146739.18279999867 519357.876600001)
dieptepunten_1905.278,33,-330,dieptepunt, ,,,POINT (145951.4226000011 519584.64090000093)
dieptepunten_1905.279,31,-310,dieptepunt, ,,,POINT (145780.8002000004 519930.2890000008)
dieptepunten_1905.280,13,-130,dieptepunt, ,,,POINT (145461.7708999999 520776.17749999836)
dieptepunten_1905.281,12,-120,dieptepunt, ,,,POINT (145478.5379000008 521230.9600000009)
dieptepunten_1905.282,33,-330,dieptepunt, ,,,POINT (146210.61039999872 520385.4789999984)
dieptepunten_1905.283,33,-330,dieptepunt, ,,,POINT (146816.4338000007 520040.40989999846)
dieptepunten_1905.284,32,-320,dieptepunt, ,,,POINT (146937.69750000164 520504.5368999988)
