FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,shape_le_1,se_anno_cad_data,gdb_geomattr_data,shape
trend_2016_100.28,200304,2,304,280,685.23,405.23,-20.52,>2026,- - - - - -,3,4503.99994435,4503.99994435,,,"POLYGON ((204372.82310000062 612359.3414999992, 205691.82330000028 610787.4182999991, 205538.61450000107 610658.8608000018, 204219.6143000014 612230.7839000002, 204372.82310000062 612359.3414999992))"
trend_2016_100.29,200320,2,320,290,660.67,370.67,-23.89,>2026,- - - - - -,3,5177.99992368,5177.99992368,,,"POLYGON ((204522.82349999994 612486.3418000005, 206058.44289999828 610656.261500001, 205905.23409999907 610527.7038999982, 204369.61450000107 612357.7840999998, 204522.82349999994 612486.3418000005))"
trend_2016_100.30,300201,3,201,160,143.19,-16.81,-7.87,-,- - - - - -,4,1973.99990564,1973.99990564,,,"POLYGON ((169121.45589999855 607350.9750999995, 169893.99650000036 607200.8084999993, 169855.83480000123 607004.4831000008, 169083.29410000145 607154.6497999988, 169121.45589999855 607350.9750999995))"
trend_2016_100.31,300202,3,202,170,150.73,-19.27,-7.98,-,- - - - - -,4,1996.0002559,1996.0002559,,,"POLYGON ((169194.27309999987 607529.3434999995, 169934.16589999944 607230.4074999988, 169859.24450000003 607044.9708000012, 169119.35179999843 607343.9068000019, 169194.27309999987 607529.3434999995))"
trend_2016_100.32,300203,3,203,190,155.44,-34.56,-9.52,-,- - - - - -,4,2303.99996164,2303.99996164,,,"POLYGON ((169278.3322999999 607662.7795000002, 170094.35550000146 607172.4631000012, 169991.34789999947 607001.0298000015, 169175.3247999996 607491.3458999991, 169278.3322999999 607662.7795000002))"
trend_2016_100.33,300204,3,204,210,169.78,-40.22,-9.41,-,- - - - - -,4,2282.00033609,2282.00033609,,,"POLYGON ((169382.23189999908 607781.4173000008, 170103.07979999855 607176.5540999994, 169974.52230000123 607023.3451000005, 169253.67430000007 607628.2082999982, 169382.23189999908 607781.4173000008))"
trend_2016_100.34,300220,3,220,360,277.35,-82.65,-5.45,-,- - - - - -,4,1489.99995334,1489.99995334,,,"POLYGON ((169526.9028000012 607947.5337999985, 169938.21930000186 607589.9814999998, 169807.0075000003 607439.0395000018, 169395.69090000167 607796.5918000005, 169526.9028000012 607947.5337999985))"
trend_2016_100.35,300240,3,240,440,321.89,-118.11,-5.13,-,- - - - - -,4,1425.99995967,1425.99995967,,,"POLYGON ((169656.90309999883 608100.5337999985, 170044.06909999996 607763.9752999991, 169912.8572999984 607613.0335000008, 169525.691300001 607949.5918000005, 169656.90309999883 608100.5337999985))"
trend_2016_100.36,300260,3,260,450,320.84,-129.16,-15.22,-,- - - - - -,4,3444.00012011,3444.00012011,,,"POLYGON ((169787.90289999917 608252.5337999985, 170936.57090000063 607254.0117999986, 170805.35909999907 607103.0698999986, 169656.69110000134 608101.5918000005, 169787.90289999917 608252.5337999985))"
trend_2016_100.37,300280,3,280,450,282.64,-167.36,-27,-,- - - - - -,4,5800.0003118,5800.0003118,,,"POLYGON ((169919.90309999883 608406.5335000008, 171957.6191000007 606635.1739000008, 171826.40729999915 606484.2320999987, 169788.691300001 608255.5914999992, 169919.90309999883 608406.5335000008))"
trend_2016_100.38,300300,3,300,455,239.68,-215.32,-37.9,-,- - - - - -,4,7980.00013715,7980.00013715,,,"POLYGON ((170049.77230000123 608555.4395000003, 172866.29129999876 606019.4345000014, 172732.46510000154 605870.8055000007, 169915.94629999995 608406.8104999997, 170049.77230000123 608555.4395000003))"
trend_2016_100.39,300301,3,301,460,241.17,-218.83,-37.31,-,- - - - - -,4,7862.00001087,7862.00001087,,,"POLYGON ((170131.18980000168 608622.0381000005, 172627.71590000018 605849.3647999987, 172479.08689999953 605715.5384999998, 169982.56080000103 608488.2118999995, 170131.18980000168 608622.0381000005))"
trend_2016_100.40,300302,3,302,465,247.95,-217.05,-33.43,-,- - - - - -,4,7086.00003849,7086.00003849,,,"POLYGON ((170249.71649999917 608696.9818999991, 172119.0982999988 605925.509300001, 171953.29089999944 605813.6708000004, 170083.90890000015 608585.1433000006, 170249.71649999917 608696.9818999991))"
trend_2016_100.41,300303,3,303,475,261.12,-213.88,-31.05,-,- - - - - -,4,6610.00028355,6610.00028355,,,"POLYGON ((170394.00580000132 608760.5744999982, 171706.23550000042 605946.4888999984, 171524.9739000015 605861.9651000015, 170212.7441000007 608676.0509000011, 170394.00580000132 608760.5744999982))"
trend_2016_100.42,300304,3,304,480,270.63,-209.37,-30.54,-,- - - - - -,4,6507.99971859,6507.99971859,,,"POLYGON ((170494.98910000175 608790.0568999983, 171489.27430000156 605902.4433000013, 171300.17080000043 605837.3295000009, 170305.88549999893 608724.9433000013, 170494.98910000175 608790.0568999983))"
trend_2016_100.43,300320,3,320,560,321.91,-238.09,-47.33,-,- - - - - -,4,9865.99986754,9865.99986754,,,"POLYGON ((170663.9897999987 608847.0568999983, 172204.9037999995 604371.9175000004, 172015.8000999987 604306.8038999997, 170474.88589999825 608781.9433000013, 170663.9897999987 608847.0568999983))"
trend_2016_100.44,300340,3,340,620,378.11,-241.89,-51.43,-,- - - - - -,4,10686.0000799,10686.0000799,,,"POLYGON ((170836.9893000014 608906.0568000004, 172511.3863000013 604043.2547999993, 172322.2824999988 603978.1409000009, 170647.88580000028 608840.9431000017, 170836.9893000014 608906.0568000004))"
trend_2016_100.45,300360,3,360,660,441.55,-218.45,-49.63,-,- - - - - -,4,10326.0000103,10326.0000103,,,"POLYGON ((171043.09010000154 608972.9644999988, 172576.7415000014 604252.8709000014, 172386.53029999882 604191.067499999, 170852.87889999896 608911.1611000001, 171043.09010000154 608972.9644999988))"
trend_2016_100.46,300380,3,380,670,514.13,-155.87,-42.66,-,- - - - - -,4,8932.00009901,8932.00009901,,,"POLYGON ((171233.98950000107 609040.0568000004, 172622.8632999994 605006.4745000005, 172433.75950000063 604941.3608999997, 171044.88580000028 608974.9431000017, 171233.98950000107 609040.0568000004))"
trend_2016_100.47,300400,3,400,670,599.24,-70.76,-37.62,-,- - - - - -,4,7924.00008793,7924.00008793,,,"POLYGON ((171444.9893000014 609111.0568999983, 172669.77679999918 605554.0159000009, 172480.67289999872 605488.9023000002, 171255.88580000028 609045.9433000013, 171444.9893000014 609111.0568999983))"
trend_2016_100.48,300401,3,401,670,661.32,-8.68,-28.67,-,- - - - - -,4,6133.99971345,6133.99971345,,,"POLYGON ((171583.35049999878 609133.7060999982, 172130.39990000054 606319.381099999, 171934.07449999824 606281.2193000019, 171387.0251000002 609095.5443000011, 171583.35049999878 609133.7060999982))"
trend_2016_100.49,300402,3,402,675,724.86,49.86,-28.8,2017,- - - - - -,3,6160.00006717,6160.00006717,,,"POLYGON ((171706.00649999827 609137.5383000001, 171906.90529999882 606264.5538999997, 171707.39229999855 606250.6028000005, 171506.49379999936 609123.5870999992, 171706.00649999827 609137.5383000001))"
trend_2016_100.50,300420,3,420,725,887.7,162.7,-21.79,2023,- - - - - -,3,4757.99984792,4757.99984792,,,"POLYGON ((171904.00679999962 609149.5381000005, 172056.00609999895 606975.8460999988, 171856.49329999834 606961.8949000016, 171704.49390000105 609135.5868999995, 171904.00679999962 609149.5381000005))"
trend_2016_100.51,300440,3,440,770,1057.92,287.92,-10.39,>2026,- - - - - -,3,2477.99995662,2477.99995662,,,"POLYGON ((172104.00679999962 609161.5383000001, 172176.48380000144 608125.0692999996, 171976.97089999914 608111.1180999987, 171904.49390000105 609147.5870999992, 172104.00679999962 609161.5383000001))"
trend_2016_100.52,300460,3,460,810,1197.61,387.61,0.26,-,- - - - - -,1,452.00005598,452.00005598,,,"POLYGON ((172103.49390000105 609158.5868999995, 172101.6801000014 609184.5234999992, 172301.19289999828 609198.4748999998, 172303.00679999962 609172.5381000005, 172103.49390000105 609158.5868999995))"
trend_2016_100.53,300480,3,480,850,1322.4,472.4,13.49,-,- - - - - -,1,3098.00019609,3098.00019609,,,"POLYGON ((172304.49390000105 609170.5872999988, 172210.39229999855 610516.3011000007, 172409.90529999882 610530.2525000013, 172504.00679999962 609184.5384999998, 172304.49390000105 609170.5872999988))"
trend_2016_100.54,300500,3,500,830,1406.15,576.15,23.96,-,- - - - - -,1,5192.00017138,5192.00017138,,,"POLYGON ((172539.15480000153 609187.8850999996, 172455.53550000116 611582.4255000018, 172655.41380000114 611589.4054999985, 172739.03290000185 609194.8649000004, 172539.15480000153 609187.8850999996))"
trend_2016_100.55,300520,3,520,790,1465.74,675.74,33.4,-,- - - - - -,1,7080,7080,,,"POLYGON ((172785.00030000135 609193.0001000017, 172785.00030000135 612533.0001000017, 172985.00030000135 612533.0001000017, 172985.00030000135 609193.0001000017, 172785.00030000135 609193.0001000017))"
trend_2016_100.56,300540,3,540,780,1468.84,688.84,37.85,-,- - - - - -,1,7970,7970,,,"POLYGON ((172981.9998999983 609193.0001000017, 172981.9998999983 612978.0001000017, 173181.9998999983 612978.0001000017, 173181.9998999983 609193.0001000017, 172981.9998999983 609193.0001000017))"
trend_2016_100.57,300560,3,560,680,1414.78,734.78,38.24,-,- - - - - -,1,8048,8048,,,"POLYGON ((173177.00030000135 609193.0001000017, 173177.00030000135 613017.0001000017, 173377.00030000135 613017.0001000017, 173377.00030000135 609193.0001000017, 173177.00030000135 609193.0001000017))"
trend_2016_100.58,300580,3,580,650,1304.14,654.14,33.97,-,- - - - - -,1,7194,7194,,,"POLYGON ((173378.00030000135 609193.0001000017, 173378.00030000135 612590.0001000017, 173578.00030000135 612590.0001000017, 173578.00030000135 609193.0001000017, 173378.00030000135 609193.0001000017))"
trend_2016_100.59,300600,3,600,575,1161.16,586.16,21.28,-,- - - - - -,1,4656.0002115,4656.0002115,,,"POLYGON ((173558.56210000068 609191.129900001, 173521.42330000177 611318.8059, 173721.39290000126 611322.2963000014, 173758.53180000186 609194.6204999983, 173558.56210000068 609191.129900001))"
trend_2016_100.60,300620,3,620,540,970.8,430.8,4.03,-,- - - - - -,1,1206.0003489,1206.0003489,,,"POLYGON ((173743.15450000018 609194.8850999996, 173729.09010000154 609597.6398000009, 173928.96829999983 609604.6198000014, 173943.03280000016 609201.8651, 173743.15450000018 609194.8850999996))"
trend_2016_100.61,300640,3,640,475,1119.97,644.97,29.72,-,- - - - - -,1,6344.00002178,6344.00002178,,,"POLYGON ((173943.15450000018 609200.8852999993, 173839.43329999968 612171.0749000013, 174039.3115000017 612178.0548, 174143.03280000016 609207.8652999997, 173943.15450000018 609200.8852999993))"
trend_2016_100.62,300660,3,660,425,987.19,562.19,17.76,-,- - - - - -,1,3952.00009582,3952.00009582,,,"POLYGON ((174143.15450000018 609206.8849, 174081.17309999838 610981.8031000011, 174281.05110000074 610988.7829000019, 174343.03280000016 609213.8647999987, 174143.15450000018 609206.8849))"
trend_2016_100.63,300680,3,680,400,832.32,432.32,3.83,-,- - - - - -,1,1166.00014719,1166.00014719,,,"POLYGON ((174343.15450000018 609212.8849, 174329.78810000047 609595.6517999992, 174529.66629999876 609602.6314999983, 174543.03280000016 609219.8649000004, 174343.15450000018 609212.8849))"
trend_2016_100.64,300700,3,700,350,721.47,371.47,-4.94,>2026,- - - - - -,3,1387.99996135,1387.99996135,,,"POLYGON ((174743.03280000016 609225.8651, 174760.27309999987 608732.1660999991, 174560.3949000016 608725.1860999987, 174543.15450000018 609218.8850999996, 174743.03280000016 609225.8651))"
trend_2016_100.65,300720,3,720,325,596.34,271.34,-16.25,>2026,- - - - - -,3,3649.9999385,3649.9999385,,,"POLYGON ((174913.00649999827 609241.5383000001, 175026.36089999974 607620.4968999997, 174826.84809999913 607606.5454999991, 174713.49379999936 609227.5870999992, 174913.00649999827 609241.5383000001))"
trend_2016_100.66,300740,3,740,275,500.96,225.96,-24.59,2025,- - - - - -,3,5318.00004613,5318.00004613,,,"POLYGON ((175113.00649999827 609255.5381000005, 175284.53779999912 606802.5280999988, 175085.02490000054 606788.5767999999, 174913.49379999936 609241.5868000016, 175113.00649999827 609255.5381000005))"
trend_2016_100.67,300760,3,760,225,429.8,204.8,-31.13,2022,- - - - - -,3,6625.999824,6625.999824,,,"POLYGON ((175312.00679999962 609268.5381000005, 175529.15850000083 606163.1213000007, 175329.6457999982 606149.1700999998, 175112.49390000105 609254.5868999995, 175312.00679999962 609268.5381000005))"
trend_2016_100.68,300780,3,780,200,407.76,207.76,-29.52,2023,- - - - - -,3,6303.99981783,6303.99981783,,,"POLYGON ((175512.00679999962 609282.5383000001, 175717.9277999997 606337.7292999998, 175518.41490000114 606323.7780999988, 175312.49390000105 609268.5870999992, 175512.00679999962 609282.5383000001))"
trend_2016_100.69,300800,3,800,150,395.91,245.91,-26.6,2025,- - - - - -,3,5720.00031055,5720.00031055,,,"POLYGON ((175728.51929999888 609294.8588999994, 175867.7329000011 606638.5042999983, 175668.00690000132 606628.0370999984, 175528.7932999991 609284.3918000013, 175728.51929999888 609294.8588999994))"
trend_2016_100.70,300820,3,820,130,423.07,293.07,-20.39,>2026,- - - - - -,3,4478.00001602,4478.00001602,,,"POLYGON ((175960.53189999983 609295.620099999, 175996.11730000004 607256.9307999983, 175796.14790000021 607253.4400999993, 175760.56230000034 609292.1297999993, 175960.53189999983 609295.620099999))"
trend_2016_100.71,300840,3,840,100,403.36,303.36,-17.45,>2026,- - - - - -,3,3889.99969513,3889.99969513,,,"POLYGON ((176160.53189999983 609298.6204999983, 176190.98629999906 607553.8863000013, 175991.01689999923 607550.3958999999, 175960.56230000034 609295.129900001, 176160.53189999983 609298.6204999983))"
trend_2016_100.72,300860,3,860,80,399.8,319.8,-12.25,>2026,- - - - - -,3,2850.00023125,2850.00023125,,,"POLYGON ((176361.53189999983 609301.6202999987, 176382.91110000014 608076.8068999983, 176182.94150000066 608073.316300001, 176161.56230000034 609298.129900001, 176361.53189999983 609301.6202999987))"
trend_2016_100.73,300880,3,880,60,383.46,323.46,-9.41,>2026,- - - - - -,3,2282.00021217,2282.00021217,,,"POLYGON ((176561.53189999983 609303.620099999, 176577.95479999855 608362.7635000013, 176377.9851000011 608359.2729000002, 176361.56230000034 609300.1297999993, 176561.53189999983 609303.620099999))"
trend_2016_100.74,300900,3,900,50,388.53,338.53,-2.8,>2026,- - - - - -,3,959.99978975,959.99978975,,,"POLYGON ((176760.53189999983 609306.6204999983, 176765.41849999875 609026.6631000005, 176565.44909999892 609023.1728000008, 176560.56230000034 609303.129900001, 176760.53189999983 609306.6204999983))"
trend_2016_100.75,300920,3,920,20,365.93,345.93,-1.14,>2026,- - - - - -,3,628.00025003,628.00025003,,,"POLYGON ((176960.53189999983 609309.6202999987, 176962.52149999887 609195.6378000006, 176762.55189999938 609192.1471000016, 176760.56230000034 609306.129900001, 176960.53189999983 609309.6202999987))"
trend_2016_100.76,300940,3,940,20,349.56,329.56,2.98,-,- - - - - -,1,996.00007953,996.00007953,,,"POLYGON ((176960.56230000034 609309.1301000006, 176955.36149999872 609607.0848000012, 177155.3310999982 609610.575100001, 177160.53189999983 609312.6204999983, 176960.56230000034 609309.1301000006))"
trend_2016_100.77,300960,3,960,30,345.01,315.01,8.73,-,- - - - - -,1,2145.99988437,2145.99988437,,,"POLYGON ((177161.56230000034 609312.129900001, 177146.32649999857 610184.9968999997, 177346.2958999984 610188.4875000007, 177361.53189999983 609315.6204999983, 177161.56230000034 609312.129900001))"
trend_2016_100.78,300980,3,980,40,313.48,273.48,10.24,-,- - - - - -,1,2448.00022187,2448.00022187,,,"POLYGON ((177360.56230000034 609315.1297999993, 177342.69110000134 610338.9737999998, 177542.6607999988 610342.4642999992, 177560.53189999983 609318.620099999, 177360.56230000034 609315.1297999993))"
trend_2016_100.79,301000,3,1000,50,295.41,245.41,12.74,-,- - - - - -,1,2948.00027079,2948.00027079,,,"POLYGON ((177561.56230000034 609318.129900001, 177539.32789999992 610591.935899999, 177739.2974999994 610595.4265000001, 177761.53189999983 609321.6204999983, 177561.56230000034 609318.129900001))"
trend_2016_100.80,301020,3,1020,48,277.86,229.86,15.26,-,- - - - - -,1,3451.99994201,3451.99994201,,,"POLYGON ((177784.56230000034 609321.129900001, 177757.92990000173 610846.8973000012, 177957.89950000122 610850.3878999986, 177984.53189999983 609324.6202999987, 177784.56230000034 609321.129900001))"
trend_2016_100.81,301040,3,1040,30,263.91,233.91,17.79,-,- - - - - -,1,3958.00003572,3958.00003572,,,"POLYGON ((177984.56230000034 609324.1297999993, 177953.51449999958 611102.8588000014, 178153.48409999907 611106.3491000012, 178184.53189999983 609327.620099999, 177984.56230000034 609324.1297999993))"
trend_2016_100.82,301060,3,1060,22,239.45,217.45,18.02,-,- - - - - -,1,4004.00009305,4004.00009305,,,"POLYGON ((178181.56210000068 609327.129900001, 178150.11290000007 611128.8555000015, 178350.0822999999 611132.3460999988, 178381.53180000186 609330.6204999983, 178181.56210000068 609327.129900001))"
trend_2016_100.83,301080,3,1080,38,245.84,207.84,21.55,-,- - - - - -,1,4710.00001232,4710.00001232,,,"POLYGON ((178381.56210000068 609329.129900001, 178343.95210000128 611483.8015000001, 178543.92179999873 611487.2921000011, 178581.53180000186 609332.6202999987, 178381.56210000068 609329.129900001))"
trend_2016_100.84,301100,3,1100,32,218.48,186.48,18.77,-,- - - - - -,1,4154.00016989,4154.00016989,,,"POLYGON ((178546.7932999991 609327.3914999999, 178448.55849999934 611201.8192999996, 178648.28449999914 611212.2862999998, 178746.51909999922 609337.8588000014, 178546.7932999991 609327.3914999999))"
trend_2016_100.85,301120,3,1120,2,189.23,187.23,18.72,-,- - - - - -,1,4143.99970037,4143.99970037,,,"POLYGON ((178724.49350000173 609341.5870999992, 178593.90949999914 611209.0269000009, 178793.42229999974 611222.9781000018, 178924.0062999986 609355.5383000001, 178724.49350000173 609341.5870999992))"
trend_2016_100.86,301140,3,1140,-7,163.27,170.27,13.99,-,- - - - - -,1,3197.99995063,3197.99995063,,,"POLYGON ((178891.22450000048 609354.4719000012, 178769.2938000001 610748.1482999995, 178968.53280000016 610765.5793000013, 179090.46350000054 609371.9030999988, 178891.22450000048 609354.4719000012))"
trend_2016_100.87,301160,3,1160,-16,138.75,154.75,13.56,-,- - - - - -,1,3112.00013212,3112.00013212,,,"POLYGON ((179090.22450000048 609371.4723000005, 178972.04129999876 610722.3123000003, 179171.28029999882 610739.7435000017, 179289.46350000054 609388.9034999982, 179090.22450000048 609371.4723000005))"
trend_2016_100.88,200340,2,340,303,639.7,336.7,-23.66,>2026,- - - - - -,3,5131.99990954,5131.99990954,,,"POLYGON ((204675.82330000028 612615.3414999992, 206196.65890000015 610802.8803000003, 206043.4499000013 610674.322900001, 204522.61450000107 612486.7839000002, 204675.82330000028 612615.3414999992))"
trend_2016_100.89,200360,2,360,345,642.18,297.18,-24.16,>2026,- - - - - -,3,5232.00022727,5232.00022727,,,"POLYGON ((204830.82310000062 612745.3414999992, 206383.79789999872 610894.5780999996, 206230.58909999952 610766.0205000006, 204677.61410000175 612616.7839000002, 204830.82310000062 612745.3414999992))"
trend_2016_100.90,200380,2,380,355,627.22,272.22,-27.47,2025,- - - - - -,3,5894.00028245,5894.00028245,,,"POLYGON ((204982.82310000062 612874.3412999995, 206748.56080000103 610770.0172999986, 206595.35179999843 610641.4598000012, 204829.61410000175 612745.7839000002, 204982.82310000062 612874.3412999995))"
