OBJECTID,PUNTNUMMER,CONTROLEDATUM,PUNTTYPE,KWALITEIT,ZEKERING,GPS_GESCHIKTHEID,VEILIGHEID,STABILITEIT,STATIEFOPSTELBAAR,OPMERKING,X,Y,Z,MEETDATUM,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,POSITIONELE_NAUWKEURIGHEID_MM
21,0641012,2017/02/03 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Inbusbout in betonnen plaat boven op een veetunnel 0.77 meter van kabelkoker,193837.518,582634.744,1.241,2017/02/03 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,38.655459,"38,655459",6.601002,"6,601002",10
22,0641013,2016/01/24 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Inbusbout in betonnen plaat van pompinstallatie. Was nr. 5005,195942.837,583697.987,1.578,2016/01/24 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,41.014598,"41,014598",-9.235406,"-9,235406",10
23,0641015,2017/02/03 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,191144.015,581497.73,0.486,2017/02/03 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,35.741191,"35,741191",-175.912885,"-175,912885",10
24,0641016,2017/02/03 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,198922.074,584922.966,0.58,2017/02/03 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,44.258811,"44,258811",15.167599,"15,167599",10
25,0671008,2016/01/24 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Inbusbout in zuidwestelijk landhoofd van viaduct. Was nr. 5007.,201831.264,585365.856,4.241,2016/01/24 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,47.195576,"47,195576",12.403392,"12,403392",10
26,0671010,2016/01/24 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Inbusbout in noordoostelijk landhoofd van brug over een sloot. Was nr. 5009.,207800.038,585820.76,2.649,2016/01/24 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.196644,"53,196644",-5.603185,"-5,603185",10
27,0671011,2017/01/24 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,204383.472,586056.223,1.71,2017/01/24 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,49.819419,"49,819419",-288.723899,"-288,723899",10
28,0681011,2017/01/23 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Inbusbout naar trap in de weg. Was nr. 5011,216774.657,585860.018,1.042,2017/01/23 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,62.160179,"62,160179",5.724244,"5,724244",10
29,0681012,2017/01/23 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Inbusbout in betondek van veetunnel. 1.19 Meter van kabelkoker. Was nr. 5012,219302.328,585875.156,1.087,2017/01/23 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,64.683069,"64,683069",6.587087,"6,587087",10
30,0721003,2017/01/13 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Punt geboort in metalen vaste rand van waterleidingput.,231988.548,588135.121,1.038,2017/01/13 00:00:00+00,006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,9.065724,"9,065724",-5.202544,"-5,202544",10
31,0721004,2017/01/13 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,"Punt geboort in metalen vaste rand van zgn overstort rioolput: 2 cm N-zijde en 2,5 cm W-zijde van deksel 60x60 cm. (Stationsstraat)",231797.486,590170.06,0.273,2017/01/13 00:00:00+00,600,b,600,600_b,Sauwerd,Gn-Dz,Groningen - Delfzijl ,11.112488,"11,112488",-103.319747,"-103,319747",10
32,0721005,2017/01/10 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,"Meetspijker geplaatst in betonnen muur tpv gemaal ""Tilburg"".",231286.726,592183.21,0.236,2017/01/10 00:00:00+00,007,,7,007__,Sauwerd - Winsum,Swd-Rd,Sauwerd - Roodeschool ,2.340215,"2,340215",-79.974608,"-79,974608",10
33,0721007,2017/01/10 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,Meetspijker geplaatst in betonnen dak (vast constructie) van een pompgebouw ca 1 meter boven maaiveld.,230398.158,598231.379,1.666,2017/01/10 00:00:00+00,200,,200,200__,Winsum - Roodeschool,Swd-Rd,Sauwerd - Roodeschool ,8.561285,"8,561285",20.558123,"20,558123",10
34,0721008,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op ZO betonnen kaderand bij spoorbrug over Boterdiep naast ovw Boterdiep Westzijde in Bedum.,235896.453,592015.688,-0.656,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,15.667828,"15,667828",9.427878,"9,427878",10
35,0721009,2008/07/01 00:00:00+00,XYZ,Eerste orde,boorgat,Geschikt bewaakt,Onbekend,Zettingsvrij,Ja,Op betonnen rand van put bij ovw Halteweg in Westerwijtverd.,238795.387,593068.578,0.984,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,18.751821,"18,751821",6.871506,"6,871506",10
36,0721010,2017/01/10 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,230869.482,594634.722,2.422,2017/01/10 00:00:00+00,007,,7,007__,Sauwerd - Winsum,Swd-Rd,Sauwerd - Roodeschool ,4.861864,"4,861864",418.931131,"418,931131",10
37,0731008,2017/01/20 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,NS-nr oud: B75.4-1 In btn rand (0.31m breed) van NW-vleugel van spoorbrug 0.15m uit N-kant 0.16m uit Z-kant 0.93m uit O-kant,228627.015,581273.378,1.15,2017/01/20 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,75.401878,"75,401878",-6.109878,"-6,109878",10
38,0731009,2017/01/23 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Inbusbout in noordwestelijk landhoofd in viaduct over de Westeregast.,222435.061,585420.639,4.742,2017/01/23 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,67.897663,"67,897663",-4.984344,"-4,984344",10
39,0731010,2017/01/20 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Inbusbout in stenen muur van brug tegenover huisno. 24 aan de Weersterweg.,226196.833,583094.903,0.22,2017/01/20 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,72.321959,"72,321959",-102.699732,"-102,699732",10
40,0741010,2017/01/20 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,NS-nr oud: B73.2-1 Koperen bout in noordoostelijke keermuur op noordwestpunt van veetunnel.,236525.565,579139.289,2.511,2017/01/20 00:00:00+00,010,,10,010__,Haren - Groningen Losplaats,Mp-Gn,Meppel - Groningen ,73.23468,"73,234680",8.293782,"8,293782",10
41,0741021,2016/12/14 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In NW hoek van fietstunnel onder Waterhuizenweg nabij OVW. Was puntnummer 7000.,239217.021,578189.684,2.133,2016/12/14 00:00:00+00,548,,548,548__,Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,86.808221,"86,808221",34.945937,"34,945937",10
42,0741022,2017/01/20 00:00:00+00,XYZ,Eerste orde,meetspijker,Onbekend,Spoorweg,Zettingsvrij,Ja,"Meetspijker geplaatst in de spoorbrug over de watergang ""Hoornse Diep"".",233287.519,581069.021,2.587,2017/01/20 00:00:00+00,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.078771,"80,078771",5.423688,"5,423688",10
43,0741023,2017/01/20 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,"Meetspijker geplaatst in landhoofd, tpv watergang ""Hoen Diep"".",232188.783,581323.567,1.346,2017/01/20 00:00:00+00,006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,1.573043,"1,573043",-4.036698,"-4,036698",10
44,0741026,2017/01/20 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Inbusbout in muur bij overweg. 0.4 meter uit oostrand en 0.07 meter uit noordrand.,231434.191,580931.313,-0.768,2017/01/20 00:00:00+00,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,78.229401,"78,229401",27.590827,"27,590827",10
45,0741027,2016/12/13 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Spoorweg,Zettingsgevoelig,Ja,Koperen meetspijker in trekblok van mast 70/31. Was nr. 6005,237390.475,576965.479,2.698,2016/12/13 00:00:00+00,549,b,549,549_b,Haren,Mp-Gn,Meppel - Groningen ,70.896016,"70,896016",-7.804359,"-7,804359",10
46,0741028,2017/01/13 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,,233048.145,584721.463,10.185,2017/01/13 00:00:00+00,006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,5.492589,"5,492589",-9.727994,"-9,727994",10
47,0751001,2008/07/01 00:00:00+00,XYZ,Eerste orde,boorgat,Geschikt bewaakt,Onbekend,Zettingsvrij,Ja,Boorgat in vaste stalen rand van Provincie Groningen langs Stationstraat in Stedum nabij station.,241660.952,594079.198,0.709,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,21.789622,"21,789622",35.697918,"35,697918",10
48,0751002,2008/07/01 00:00:00+00,XYZ,Eerste orde,kruiskopbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,p NW gemetselde keermuur van spoorbrug over Westeremdermaar bij Loppersum. Zwemvest nodig.,244433.458,595115.31,1.72,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,24.750032,"24,750032",-6.03331,"-6,033310",10
49,0751003,2008/07/01 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt onbewaakt,Spoorweg,Zettingsgevoelig,Ja,In rand van asfalt NO van ovw in Hogeweg in Eenum.,248101.501,594847.609,1.498,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,28.440318,"28,440318",-6.586207,"-6,586207",10
50,0751004,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op NO gemetselde keermuur van spoorbrug over Oosterwijtwerdermaar. Zwemvest nodig.,249905.041,594649.044,1.71,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,30.254162,"30,254162",-6.12166,"-6,121660",10
51,0761001,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Rijksweg,Zettingsvrij,Ja,In NW landhoofd van viaduct in N33 over spoor en N360 in Appingedam.,254093.941,594456.992,8.256,2008/07/01 00:00:00+00,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,34.489379,"34,489379",-19.459629,"-19,459629",10
52,0761002,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Onbekend,Zettingsvrij,Ja,Punt op loopbrug over spoor en Oosterveldweg/Baaisterhoofd/Stationsweg in Delfzijl.,257791.86,595230.536,9.257,2008/07/01 00:00:00+00,803,a,803,803_a,Delfzijl Stamlijn Havenschap,Dz-Dzh,Delfzijl - Delfzijl Haven ,10.048158,"10,048158",-8.523967,"-8,523967",10
53,0771008,2016/12/13 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,In ZW hoek van brug in Energieweg. bij Foxholstermeer. Was puntnummer 7001.,242946.042,576476.387,2.406,2016/12/13 00:00:00+00,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,90.906037,"90,906037",-26.439168,"-26,439168",10
54,0771010,2016/12/13 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,In betonnen balk van spoorbrug naast OVW in Borgercompagniestraat. Was puntnummer 7003.,249265.143,575614.793,2.859,2016/12/13 00:00:00+00,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,97.368162,"97,368162",-5.760539,"-5,760539",10
55,0771011,2016/12/13 00:00:00+00,XYZ,Eerste orde,kruiskopbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,246468.428,575583.677,2.11,2016/12/13 00:00:00+00,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,94.578742,"94,578742",130.093792,"130,093792",10
56,0781003,2016/12/16 00:00:00+00,XYZ,Eerste orde,kruiskopbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,NS-nr oud: B103.8-1 In de spoorbrug over het Wildervankkanaal W-lhfd :noordzijde 2.36m uit W-kant 3.71m uit N-kant 7.21m uit spoorstaaf,255730.989,575964.599,6.166,2016/12/16 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,103.856622,"103,856622",-7.98559,"-7,985590",10
57,0781008,2016/12/16 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,"In stuw in watergang ten zuiden van OVP van ""de Akkers"". Was puntnummer 7004.",251973.502,575423.167,-0.694,2016/12/16 00:00:00+00,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,100.080254,"100,080254",83.811845,"83,811845",10
58,0781010,2016/12/08 00:00:00+00,XYZ,Eerste orde,kruiskopbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,In betonbrug over het Meedendiep  (was puntnummer 5001),259042.792,576699.53,0.958,2016/12/08 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,107.245615,"107,245615",5.683137,"5,683137",10
59,0811001,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,In betonplaat van pompput bij splitsing Oosterhorn/inrit FMC Chemicals in Delfzijl.,260046.174,592808.311,1.453,2008/07/01 00:00:00+00,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,104.413123,"104,413123",130.357374,"130,357374",10
60,0811002,2008/07/01 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Geen,Zettingsvrij,Ja,Op grondkering bij sluis tussen Oosterhornhaven en Verbindingskanaal langs Oosterhorn in Delfzijl.,262481.247,591311.753,0.745,2008/07/01 00:00:00+00,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,106.9,"106,900000",505.787884,"505,787884",10
61,0831006,2016/12/08 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,,262763.418,575462.398,-0.087,2016/12/08 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,111.512437,"111,512437",-37.57027,"-37,570270",10
62,0831007,2016/12/08 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In dak van betonnen trafohuisje langs De Akkers in Beerta bij huisnr 2.,269622.656,576231.335,1.823,2016/12/08 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,119.763274,"119,763274",-650.934314,"-650,934314",10
63,0841006,2016/12/08 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In bovenkant betonnen WACO duiker a/d W-zijde onder de Ulsda in Beerta nabij afrit Oudeschans van de Rijksweg A7.,271723.9,576571.712,-1.842,2016/12/08 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,121.767325,"121,767325",58.31443,"58,314430",10
64,0841007,2017/07/25 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonnen dek  van NW landhoofd van draaibrug over Westerwoldse Aa in Verlengde Hoofdstraat in Nieuweschans.,276360.206,578965.617,2.64,2017/07/25 00:00:00+00,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,126.986117,"126,986117",181.153663,"181,153663",10
