OBJECTID,PUNTNUMMER,CONTROLEDATUM,PUNTTYPE,KWALITEIT,ZEKERING,GPS_GESCHIKTHEID,VEILIGHEID,STABILITEIT,STATIEFOPSTELBAAR,OPMERKING,X,Y,Z,MEETDATUM,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,POSITIONELE_NAUWKEURIGHEID_MM
713,5011006,2015/07/14 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,100144.618,397175.56,12.55,2015/07/14 00:00:00+00,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,10.605918,"10,605918",659.715439,"659,715439",10
714,5011007,2022/06/01 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Onbekend,Zettingsvrij,Ja,,104540.345,399369.139,3.253,2022/06/01 00:00:00+00,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,15.426508,"15,426508",-9.772094,"-9,772094",10
715,5051005,2018/03/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen duiker a/d Uitvang in Rijen.  Gemeld door BAM (Guido Verhagen) op 24 augustus 2016 dat het punt is verdwenen,124444.86,399201.173,7.72,2018/03/13 00:00:00+00,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,12.391333,"12,391333",-23.695635,"-23,695635",10
716,5051006,2018/03/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op beton naast voetgangersbrug over onderdoorgang a/d Reeshofweg in Tilburg bij het Woerdenplein.,127678.55,398350.242,10.088,2018/03/13 00:00:00+00,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,15.727003,"15,727003",32.882216,"32,882216",10
717,5061009,2009/09/28 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op Burg. Bechtweg die over het spoor loopt. Boven op viaduct in Tilburg. 2018-02-15: punt verdwenen in verband met verbreding van de weg,136807.97,398788.315,19.554,2009/09/28 00:00:00+00,124,a,124,124_a,Tilburg - Vught Aansl.,Tb-Vga,Tilburg - Vught Aansluiting ,3.772008,"3,772008",30.138267,"30,138267",10
718,5061011,2018/03/13 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,131692,397457.304,13.325,2018/03/13 00:00:00+00,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.826395,"19,826395",-54.64384,"-54,643840",10
719,5061012,2018/03/13 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,135687.36,397187.544,14.291,2018/03/13 00:00:00+00,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,23.971748,"23,971748",-117.681118,"-117,681118",10
720,5061013,2018/03/14 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,137178.83,397662.923,19.91,2018/03/14 00:00:00+00,125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,25.533348,"25,533348",-17.09371,"-17,093710",10
721,5111006,2018/03/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op vierkante duiker onder spoor Tilburg - Boxtel. Te bereiken via overweg in van Salmstraat in Boxtel.,149791.32,399945.972,7.648,2018/03/15 00:00:00+00,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,38.510173,"38,510173",7.480977,"7,480977",10
722,5111007,2018/03/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"Op fietsbrug a/d Meidoornlaan en Berkenlaan in Oisterwijk over ""de Voorste Stroom"".",140626.34,398449.604,9.828,2018/03/14 00:00:00+00,125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,29.036786,"29,036786",430.110195,"430,110195",10
723,5111009,2018/03/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"Op beton brug over water ""de Kleine Aa"" a/d Kapelweg in Boxtel.",147770.78,399982.882,7.789,2018/03/14 00:00:00+00,125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,36.464449,"36,464449",-24.269496,"-24,269496",10
724,5111010,2018/03/15 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,142136.61,398956.51,9.372,2018/03/15 00:00:00+00,125,,125,125__,Tilburg - Boxtel,Bd-Ehv,Breda - Eindhoven ,30.641082,"30,641082",476.063798,"476,063798",10
725,5121008,2015/03/25 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op betonplaat boven op spoorviaduct a/d Keulsebaan in Boxtel.,150994.985,398410.422,8.885,2009/09/30 00:00:00+00,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,40.488928,"40,488928",33.514006,"33,514006",10
726,5121009,2015/03/24 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Boven op fietstunnel op bet muur naast kabelgoot a/d Velderseweg in Boxtel.,152151.464,396467.466,11.187,2009/09/30 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,42.748206,"42,748206",-12.900518,"-12,900518",10
727,5121010,2015/03/25 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Boven op muur van duiker onder spoor. Te bereiken via Liempsedijk in Oirschot.,152921.959,395111.368,11.421,2009/09/30 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,44.307163,"44,307163",-13.538855,"-13,538855",10
728,5121011,2015/06/19 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,RVS bout boven op viaduct A2. Te bereiken via fietspad Laarakkerweg in Boxtel.,152868.961,399064.222,16.11,2009/10/01 00:00:00+00,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,3.341664,"3,341664",-11.343742,"-11,343742",10
729,5121012,2015/06/19 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Geen,Zettingsvrij,Ja,"RVS inbus bout boven op stuw in sloot naast onverharde weg, de Scheidingsweg in Schijndel.",156956.452,399955.896,8.68,2009/10/01 00:00:00+00,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,7.414429,"7,414429",957.260331,"957,260331",10
730,5121013,2015/03/23 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op spoorviaduct bij splitsing Parallelweg en Veldweg in Best.,154673.453,391977.03,15.026,2009/10/13 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,47.89569,"47,895690",11.176834,"11,176834",10
731,5121014,2015/03/19 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op spoorbrug over Wilhelminakanaal. Te bereiken via Kanaaldijk in Best.,156029.451,389648.43,22.988,2009/10/13 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,50.586416,"50,586416",-17.497591,"-17,497591",10
732,5141004,2015/03/16 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Op spoorviaduct over de Anthonie Fokkerweg, te bereiken via Achtsteweg Zuid in Eindhoven.",158120.917,386663.034,19.111,2009/10/13 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,54.242886,"54,242886",13.758669,"13,758669",10
733,5141005,2022/05/18 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Aan het einde van trap naar perron 4 van station Eindhoven - Berkenlaan a/d Berkenlaan.,159846.728,384573.576,24.879,2022/05/18 00:00:00+00,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,56.953445,"56,953445",14.444249,"14,444249",10
734,5171006,2009/10/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op tunnel over fiets- en voetpad a/d kruising Fellenoord / Kruisstraattunnel in Eindhoven.,161146.807,383870.168,18.244,2009/10/13 00:00:00+00,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,58.64875,"58,648750",-171.896511,"-171,896511",10
735,5171007,2009/10/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Op betonnen muur van spoorviaduct over de Insulindelaan, bereikbaar via Fuutlaan in Eindhoven.",162972.281,383993.406,17.794,2009/10/13 00:00:00+00,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,50.009717,"50,009717",-18.697471,"-18,697471",10
736,5171008,2009/10/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Op stenen rollaag van brug over kanaal, te bereiken via Doolstraat in Eindhoven.",165244.073,382569.021,24.692,2009/10/13 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,4.368805,"4,368805",-6.647342,"-6,647342",10
737,5171009,2009/10/13 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Op spoorviaduct t.h.v. splitsing 't Zand, Hoog Geldrop, Rederijkerstraat in Geldrop.",166597.243,380917.344,23.227,2009/10/13 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,6.505186,"6,505186",6.718381,"6,718381",10
738,5171010,2009/10/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"Op betonnen muur van brug over de ""Kleine Dommel"" a/d Strabrecht in Heeze.",168941.983,377678.573,20.213,2009/10/14 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,10.455143,"10,455143",-1279.226661,"-1279,226661",10
739,5171011,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op brug a/d Collse Hoefdijk over de A270 in Nuenen.,166956.009,385752.271,23.666,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,45.751071,"45,751071",947.436446,"947,436446",10
740,5181001,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op muur van betonnen stuw in de Oude Aa a/d Helmondsingel bij huis nr. 160 in Helmond.,179184.265,386784.513,21.002,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,33.214146,"33,214146",489.621549,"489,621549",10
741,5181002,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen landhoofd van brug a/d Deurnseweg over Rivierensingel.,176164.021,387128.387,22.352,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,36.220403,"36,220403",57.757284,"57,757284",10
742,5181003,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op betonnen landhoofd van spoorbrug over de Zuid Willemsvaart bij Kanaaldijk NW in Helmond.,173529.365,387211.065,18.697,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,38.936053,"38,936053",5.062507,"5,062507",10
743,5181004,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op beton van fietsbrug over de Brandevoortsedreef. Bereikbaar via fietspad Spoormakerserf in Helmond.,170649.307,386043.216,18.227,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,42.041091,"42,041091",-11.028987,"-11,028987",10
744,5221002,2017/03/30 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,WBI,Zettingsvrij,Ja,NS-nr oud: B51.0-1 Op muur van N-lhfd van het spoorbrugje 0.05m van N-kant 0.26m van O-kant klinkergedeelte 4.83m uit rail,197683.411,398079.868,16.833,2017/03/30 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,51.019408,"51,019408",5.687902,"5,687902",10
745,5221008,2017/03/14 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,Rijksweg,Zettingsvrij,Ja,oud nummer 9011. Op betonnen rand van viaduct Boschhuizen in A73 over Maasheseweg.,197126.867,395517.932,27.666,2017/03/14 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,53.444457,"53,444457",971.932313,"971,932313",10
746,5221010,2017/03/14 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,,199134.753,393170.818,19.802,2017/03/14 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,56.465869,"56,465869",-419.222676,"-419,222676",10
747,5231001,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,In spoorbrug via overweg a/d Ijsselsteinseweg in Griendtsveen bereikbaar.,188944.504,384247.038,33.011,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,23.102867,"23,102867",5.41273,"5,412730",10
748,5231002,2009/11/10 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,"Op betonplaat naast voetpad, naast school gelegen aan de Margrietstraat in Deurne.",185024.313,385195.101,28.961,2009/11/10 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,27.123525,"27,123525",343.472639,"343,472639",10
749,5231003,2009/10/27 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op betonplaat bij splitsing As en Vuurijzer in Deurne.,181696.85,385153.996,24.499,2009/10/27 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,30.370427,"30,370427",-440.332012,"-440,332012",10
750,5241001,2009/10/26 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op betonnen stuw a/d Spoorweg in America.,198656.656,382763.267,26.523,2009/10/26 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,13.29283,"13,292830",26.19842,"26,198420",10
751,5241002,2009/10/26 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen muur van duiker a/d Griendtsveenseweg gelegen naast spoor in America.,195961.105,383135.025,28.897,2009/10/26 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,16.010527,"16,010527",-18.771005,"-18,771005",10
752,5241003,2009/10/26 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op betonnen stuw in sloot a/d Middenpeelweg in America.,194123.741,382677.975,30.203,2009/10/26 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,17.757833,"17,757833",-752.451633,"-752,451633",10
753,5251005,2017/03/14 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,Rijksweg,Zettingsvrij,Ja,oud nummer 9012. In betonnen rand van viaduct in A73 over Castenrayseweg.,200336.85,389217.621,28.793,2017/03/14 00:00:00+00,,,,,,,,,,,,10
754,5251006,2017/03/14 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,203150.329,389258.439,20.307,2017/03/14 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,62.017938,"62,017938",270.086304,"270,086304",10
755,5271002,2016/05/03 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,WBI,Zettingsvrij,Ja,NS-nr oud: B65.7-1 In btn rand (0.22m breed) van duiker onder spoor 0.17m uit W-kant 0.05m uit O-kant 0.06m uit Z-kant.,205205.875,386298.431,21.891,2016/05/03 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,65.740439,"65,740439",17.49264,"17,492640",10
756,5271010,2017/03/15 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,NS-nr oud: B74.5-1 Op viaduct N-zijde onder vangrail boven rechter spoor 0.08m uit Z-kant 0.53m uit N-kant 21.11m uit W-kant viaduct.,207572.332,377948.564,27.419,2017/03/15 00:00:00+00,516,b,516,516_b,Blerick,Ah-Vl,Arnhem - Venlo ,74.504047,"74,504047",2.098566,"2,098566",10
757,5271013,2017/03/15 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Onbekend,Zettingsvrij,Ja,voorlopig nummer 9000 benaderde cordinaten Hoogte uit GPS   21.162. In betonrand van viaduct in Eindhovenseweg over Kazernestraat in Blerick.,208424.29,376196.804,21.177,2017/03/15 00:00:00+00,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.393421,"1,393421",-30.814854,"-30,814854",10
758,5271016,2017/03/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Rijksweg,Zettingsvrij,Ja,Op vidauct van A73 over spoor en Newtonweg in Blerick.,206405.992,377723.321,31.634,2017/03/15 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,3.936348,"3,936348",36.49353,"36,493530",10
759,5271017,2009/10/26 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op beton duiker aan einde v/d Tasmanweg in Blerick in sloot naast spoor.,204047.831,379444.158,24.135,2009/10/26 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,6.85435,"6,854350",-25.21458,"-25,214580",10
760,5271018,2009/10/26 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op betonbalk op damwand. Te bereiken via overweg a/d Industrieweg in Sevenum.,200894.943,381888.474,25.524,2009/10/26 00:00:00+00,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,10.839716,"10,839716",7.974559,"7,974559",10
761,5271019,2017/03/30 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,,206894.904,382359.364,18.811,2017/03/30 00:00:00+00,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,70.050971,"70,050971",-8.383736,"-8,383736",10
762,5451009,2010/11/24 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen balk van keerwand langs Savoyaardsweg bij splitsing met inrit en nabij blauw krooshekreiniger in Hoek.,42290.779,372995.449,2.414,2010/11/24 00:00:00+00,818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,108.050095,"108,050095",-33.292242,"-33,292242",10
763,5451010,2010/11/24 00:00:00+00,XYZ,Eerste orde,bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In ZO hoek landhoofd van viaduct over Westerscheldetunnelweg (N62) in Hoekseweg (N682) in Hoek.,44171.346,370781.203,7.451,2010/11/24 00:00:00+00,818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,104.272137,"104,272137",-304.11876,"-304,118760",10
764,5451011,2016/12/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op kade langs Beneluxweg in Terneuzen.,46064.708,372385.599,3.35,2010/11/24 00:00:00+00,129,,129,129__,Terneuzen Aansl. - Terneuzen,Fsz-Tnz,Zelzate (B) - Terneuzen ,30.760884,"30,760884",-64.139818,"-64,139818",10
765,5451012,2010/11/24 00:00:00+00,XYZ,Eerste orde,bout,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op ZO landhoofd in betonnen balk met leuning van spoorviaduct over Hoofdweg in Terneuzen.,47424.368,368587.658,8.293,2010/11/24 00:00:00+00,557,a,557,557_a,Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,26.568469,"26,568469",9.414141,"9,414141",10
766,5451013,2017/01/05 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen rand van put tussen fietspad en kanaal Gent-Terneuzen aan het eind van de Korte Blikstraat in Sluiskil.,46775.289,367867.052,4.222,2010/11/25 00:00:00+00,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,25.750839,"25,750839",432.559514,"432,559514",10
767,5451014,2017/01/05 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op damwand tussen Kanaalweg en kanaal Gent-Terneuzen in Sluiskil t.o. huisnr. 104.,46884.109,366317.245,2.833,2010/11/25 00:00:00+00,130,d,130,130_d,Axel Aansl. - Terneuzen Aansl.,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,301.157,"301,157000",524.493575,"524,493575",10
768,5451015,2017/01/05 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen duiker onder spoor bij Tweekwartweg in Sas van Gent.,44035.338,362676.223,0.809,2010/11/25 00:00:00+00,859,,859,859__,Sas van Gent Cerestar,Vlkw-Wkd,Valckeweg - Westkade ,100.089275,"100,089275",-7.183585,"-7,183585",10
769,5451016,2010/11/26 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Rijksweg,Zettingsvrij,Ja,In NW landhoofd van viaduct in Tractaatweg (N62) over Industrieweg (N686)/Sasweg bij hmp 7.7.,49553.846,365505.587,7.758,2010/11/26 00:00:00+00,852,a,852,852_a,Axel Axelse Vlakte,Axa-Axi,Axel Aansl. - Axel Industrie ,159.25491,"159,254910",43.932447,"43,932447",10
770,5471008,2017/01/05 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonblok tussen Westkade en kanaal Gent-Terneuzen bij hmp 2.9 in Sas van Gent.,44410.113,361652.105,4.31,2010/11/25 00:00:00+00,859,,859,859__,Sas van Gent Cerestar,Vlkw-Wkd,Valckeweg - Westkade ,101.5,"101,500000",-245.13573,"-245,135730",10
771,5751002,2009/10/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op betonnen muur van brug over water a/d Sterkselseweg naast houten fietsbrug in Heeze.,169692.925,374359.844,23.79,2009/10/14 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,13.839795,"13,839795",-599.425771,"-599,425771",10
772,5761005,2009/10/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op betonnen plaat van waterput nabij overweg Pastoor Thysenlaan in Sterksel.,170434.867,371494.135,26.338,2009/10/14 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,16.736215,"16,736215",-7.784446,"-7,784446",10
773,5761006,2009/10/14 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op viaduct over A2 a/d Oranja Nassaulaan in Cranendonck.,171912.79,367550.219,36.341,2009/10/14 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,20.929725,"20,929725",395.151412,"395,151412",10
774,5761007,2017/03/18 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op viaduct over A2 a/d Maarheezer huttendijk in Weert.,173562.73,365844.922,37.73,2017/03/18 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,23.186842,"23,186842",-338.293419,"-338,293419",10
775,5761008,2009/10/14 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Op spoorviaduct a/d Geuzendijk en Witvennenweg in Weert.,174612.385,362914.331,36.026,2009/10/14 00:00:00+00,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,26.277479,"26,277479",6.355256,"6,355256",10
776,5781003,2017/03/16 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betondeksel rioolput langs Blatenkempweg in Weert.,178001.598,362101.797,31.754,2017/03/16 00:00:00+00,059,,59,059__,Weert - Roermond,Bdl-Rm,Budel - Roermond ,65.2555,"65,255500",31.715028,"31,715028",10
777,5781008,2017/03/17 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,175527.489,362365.145,34.784,2017/03/17 00:00:00+00,518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,62.771466,"62,771466",-18.221774,"-18,221774",10
778,5781009,2017/03/17 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Punt op geocode 058 ligt ca. 2400 meter van het spoor !!!.,170732.009,359783.928,40.02,2017/03/17 00:00:00+00,862,,862,862__,Budel Zinkfabriek,Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,103.66839,"103,668390",1.362769,"1,362769",10
779,5781010,2017/03/17 00:00:00+00,XYZ,Eerste orde,hoek rioolput,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,,167363.91,362014.095,35.146,2017/03/17 00:00:00+00,058,,58,058__,Budel Grens - Weert,Bdl-Rm,Budel - Roermond ,54.61192,"54,611920",23.451571,"23,451571",10
