Ministerie;Leverancier;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZK;De Ruiter Horeca.nl;;1;;1;;;;1;1;;1
BZK;De Schenker B.V.;;;;;;1;;;;;1
BZK;De Tijd' Bedrijfskleding;;;;;;;;;3;;3
BZK;Defibrion;;;4;;;;;;;;4
BZK;Delftechniek;;;;;;;;;2;;2
BZK;Denk Producties B.V.;;;;;;;;;1;;1
BZK;Dieckhoff & Ratschow Praxisdienst GmbH & Co. KG;;;;;;;;;1;;1
BZK;Digital Revolution B.V.;;;;;;;;;1;;1
BZK;Discountoffice.nl B.V.;;;;;;;;;1;;1
BZK;Djinny Logistiek B.V.;;;;;1;;;;;;1
BZK;Dokkumer Vlaggen Centrale B.V.;;;1;;;;;;;;1
BZK;Douwe Egberts Horeca;;6;;;;;;;;;6
BZK;Douwe's Dump;;;1;;;;;;;;1
BZK;DPI Animation House B.V.;;;;;;2;;;;;2
BZK;Drameco B.V.;;;;;;1;;1;1;;2
BZK;DRT Events;;;;;;;;1;;;1
BZK;Drukkerij Excelsior B.V.;;;;;;1;;;;;1
BZK;DVT Beveiliging B.V.;;;1;;;;;;;;1
BZK;Econed Veiligheid en Milieu;;;2;;;;;;;;2
BZK;Elis Nederland B.V.;;;;3;;;;;;;3
BZK;Ergo2Go B.V.;;;;;;;;;1;;1
BZK;Espressissimo B.V.;;1;;;;;;;1;;1
BZK;Esvo Campingsport B.V.;;;;;;;;;1;;1
BZK;Eucalypta;;;;;;;;;1;;1
BZK;Expl. Maatsch. Heerlijkheid Mariënwaerdt VOF;;1;;;;;;;;;1
BZK;F.A. Hietbrink;;;;;;;;1;;;1
BZK;F.W. Advies B.V.;;;;;;1;;;;;1
BZK;Faassen;;;;;;;;1;;;1
BZK;Facilion B.V.;;;;;;1;;;;;1
BZK;Facility Trade Group;;;;1;;;;;;;1
BZK;Fietsenwinkel.nl 2020 B.V.;;;;;;;;;1;;1
BZK;Flash Rental Services B.V.;;;3;;;;;;;;3
BZK;Flatland Galerie;;;;;;;;1;;;1
BZK;Floris Hovers Ontwerpen;;;;;;;;1;;;1
BZK;Francis Boeske Projects;;;;;;;;2;;;2
BZK;Frank van der Salm;;;;;;;;2;;;2
BZK;FRUIT OP JE WERK;;1;;;;;;;;;1
BZK;G4S Secure Monitoring B.V.;;;1;;;;;;;;1
BZK;G4S Security Services B.V.;;;3;;;;;;;;3
BZK;G4S Services;;;1;;;;;;;;1
BZK;Galerie Franzis Engels;;;;;;;;2;;;2
BZK;Galerie Roger Katwijk;;;;;;;;1;;;1
BZK;Galladio Corporate Fashion B.V.;;;;;;;;;1;;1
BZK;GGN HOLDING NV;;;;;;;;;;1;1
BZK;Gispen Kantoorinrichting;;;;;;;;8;;;8
BZK;Gispen Nederland B.V.;;;;;;;;1;;;1
BZK;Goedman Kunstenaarsbenodigdheden;;;;;;;;1;;;1
BZK;Goedman Lijstenmakers B.V.;;;;;;;;1;;;1
BZK;Grandcafé De Wens B.V.;;1;;;;;;;;;1
BZK;Granny's Corner;;1;;;;;;;;;1
BZK;Greengiving B.V.;;;;;;;;1;;;1
BZK;Greens in the Park B.V.;;1;;;;;;;;;1
BZK;Grottendieck Bezuidenhout B.V.;;;;;;;;;1;;1
BZK;Gsm Waalwijk;;;;;;;;;1;;1
BZK;Hagar Peeters;;;;;;;;1;;;1
BZK;HBL Online B.V.;;;;;;;;;1;;1
BZK;Health2Work B.V.;;1;;;;;;1;;;1
BZK;Heering Office;;;;;1;;;;;;1
BZK;Helder Graveertechniek en Naamplaat-Ind. B.V.;;;;;;;;;1;;1
BZK;Helicon Conservation Support B.V.;;;;;;1;;1;;;1
BZK;Héman Verhuurservice B.V.;;;;;;;;;1;;1
BZK;Hennekes Special Seating B.V.;;;;;;;;1;;;1
BZK;Heraldisch Schilder en Restaurator;;;;;;;;1;;;1
BZK;Het Kookplein;;1;;;;;;;;;1
BZK;HetMoet;;;;;;;;1;;;1
BZK;High Security International B.V.;;;;;;;;;1;;1
BZK;HMM Wasservice;;;;1;;;;;;;1
BZK;Hoekman Houtindustrie Rijssen B.V.;;;;;;2;;;;;2
BZK;Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;;;;1
BZK;Holland Evenementen Groep B.V.;;;;;;;;;1;;1
BZK;Horeca HIP B.V.;;1;;;;;;;;;1
BZK;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;;;;;;;;1
BZK;Hotel-Café-Restaurant De Gouden Leeuw;;1;;;;;;;;;1
BZK;Hotel-Café-Restaurant Haarhuis;;1;;;;;;;;;1
BZK;Hotelexpl.mij. Danny Kayelaan Zoetermeer B.V.;;1;;;;;;;;;1
BZK;HOZA LOGISTIC SOLUTIONS;;;;;;2;;;;;2
BZK;Hrd Groep Business;;1;;;;;;;;;1
BZK;Ian de Ruiter;;;;;;;;1;;;1
BZK;ICO Communicatie;;;;;;1;;;;;1
BZK;Igo-Post B.V.;;;;;;1;;;;;1
BZK;IKEA B.V.;;;;;;;;;1;;1
BZK;ING Bank N.V.;;;;;;;;;1;;1
BZK;ING Corparate Card;;1;;1;;;;;;;1
BZK;Initial;;;;4;;;;;;;4
BZK;Inkesta B.V.;;;;;;;;;1;;1
BZK;Innovero Software Solutions B.V.;;;;;;1;;;;;1
BZK;Inproc Koffiebranderij en Theehandel;;;;;;;;;1;;1
BZK;Interoffice Kantoorinrichting B.V.;;1;;;;;;1;1;;2
BZK;Interval B.V.;;;1;;;;;;;;1
BZK;Intimus International Netherlands B.V.;;;;;;;;;1;;1
BZK;Iolan B.V.;;;1;;;;;;;;1
BZK;Iwan Baan Photography B.V.;;;;;;;;1;;;1
BZK;Jeroen Evertz;;;;;;;;1;;;1
BZK;Jong Europe B.V.;;;;;1;;;;1;;1
BZK;JP Offset;;;;;;1;;;;;1
BZK;JR's Cuisine;;1;;;;;;;;;1
BZK;Kaap Doorn B.V.;;1;;;;;;;;;1
BZK;Kamera Express;;;;;;;;;1;;1
BZK;Kardex Systemen B.V.;;;;;;;;1;;;1
BZK;Kasteel de Vanenburg B.V.;;1;;;;;;;;;1
BZK;KATO Group B.V.;;;;;;;;;1;;1
BZK;Keiretsu Europe B.V.;;;;;;;;;1;;1
BZK;Kekka Consultants;;;;;;;;;1;;1
BZK;Kentie Nederland B.V.;;;;;;;;1;;;1
BZK;KIM Plus Delta B.V.;;;;;;;;;1;;1
BZK;Klaas Kuiken Productontwerp;;;;;;;;1;;;1
BZK;Koen Taselaar;;;;;;;;2;;;2
BZK;Koenen Intern Transport B.V.;;;;;;;;1;;;1
BZK;koerierservicemaarssen.nl;;;;;1;;;;;;1
BZK;Koltec Sport Equipment B.V.;;;;;;;;;1;;1
BZK;Koning & Hartman B.V.;;;1;;;;;;;;1
BZK;Koninklijk Instituut van Ingenieurs;;1;;;;;;;;;1
BZK;Koninklijke PostNL B.V.;;;;;1;;;;;;1
BZK;Koninklijke Rijnja;;;;;1;;;;;;1
BZK;Koninklijke van der Most B.V.;;;;;;1;;;3;;4
BZK;Korstmos;;;;;;;;;1;;1
BZK;Kramer Conservation;;;;;;;;1;;;1
BZK;Kroon B.V.;;;;;;;;1;1;;1
BZK;Kruizinga B.V.;;;;;;;;;1;;1
BZK;Kuijsten BeroepsKleding;;;;;;;;;1;;1
BZK;Kuipers Agrishop;;;;;;;;;1;;1
BZK;Kunststofhandel Noord B.V.;;;;;;;;1;;;1
BZK;Kunstwacht B.V.;;;;;;;;3;;;3
BZK;La Lanterna;;1;;;;;;;;;1
BZK;Landelijk Instituut Vertrouwenspersonen;;;;;;;;;1;;1
BZK;Landkaartenbedrijf Commee B.V.;;;;;;1;;;;;1
BZK;Landstede;;1;;;;;;;;;1
BZK;Landuwasco B.V.;;;;;;;;;1;;1
BZK;Lasaulec Emmen;;;;;;;;;2;;2
BZK;LDC Repro;;;;;;1;;;1;;1
BZK;Le Strasbourg;;1;;;;;;;;;1
BZK;Leaseplan Nederland N.V.;;;;;;;;;;1;1
BZK;Leelee Holding B.V.;;1;;;;;;;;;1
BZK;Letterop;;;;;;;;;1;;1
BZK;LYNE;;;;;;;;;1;;1
BZK;Lyreco Nederland B.V.;;;;;;;;;2;;2
BZK;Maas International B.V.;;2;;;;;;;;;2
BZK;Maasdam Groep B.V.;;;;;;;;6;;;6
BZK;Magna Entertainment;;;;;;;;1;;;1
BZK;Mainpress B.V.;;;;;;1;;;1;;1
BZK;Manutan B.V.;;;;1;;;;;2;;2
BZK;Marinka Transcriberen.nl & Interim Support;;;;;;;;;1;;1
BZK;Mazon Screen B.V.;;;;;;;;;1;;1
BZK;Meet & Connect Tilburg B.V.;;;;;;;;;1;;1
BZK;Meetingselect B.V.;;6;;;;;;;;1;6
BZK;Melitta Professional Coff. Sol. Benelux B.V.;;1;;;;;;;;;1
BZK;Mertens Frames B.V.;;;;;;;;1;;;1
BZK;Mettler-Toledo B.V.;;;;;1;;;;;;1
BZK;Meulenhoff Boekerij B.V.;;;;;;;;1;;;1
BZK;Mike Bink Fotografie;;;;;;;;1;;;1
BZK;Moduli Print B.V.;;;;;;2;;;1;;2
BZK;Moesman's Antieke-,Oude-en Nieuwe-Stijl;;;;;;;;1;;;1
BZK;Multi-Post Mail Systems B.V.;;;;;2;;;;;;2
BZK;Munckhof Regie;;;;;2;;;;;;2
BZK;Mwee beeld licht geluid;;1;;;;;;;1;;1
BZK;Nauta Security Storage B.V.;;;2;;;;;;;;2
BZK;Nederlandse Stichting voor Verlichtingskunde;;;;;;1;;;;;1
BZK;Neopost;;;;;2;;;;;;2
BZK;New Babylon Meeting Center B.V.;;2;;;;;;;;;2
BZK;NH Den Haag;;2;;;;;;;;;2
BZK;NJoy Fitness Den Haag B.V.;;1;;;;;;;;;1
BZK;NMS National Multiple Services B.V.;;;;;;;;;1;;1
BZK;NSD International NL B.V.;;;;;;;;;1;;1
BZK;Nsecure B.V.;;;;;;;;2;;;2
BZK;Oana Clitan Graphic Design;;;;;;;;1;;;1
BZK;Oasis B.V.;;;;;;;;;;1;1
BZK;Oasis Data & Document Management Netherlands;;;;;;5;;;;;5
BZK;OBT B.V.;;;;;;;;;1;;1
BZK;Office Deals B.V.;;1;;;;;;;;;1
BZK;Office Depot B.V.;;;;;;;;;5;;5
BZK;Office Depot International;;1;;;;;;;1;;1
BZK;Office Team Hoekschewaard;;;;;;;;;1;;1
BZK;OIB Leerhotel B.V.;;1;;;;;;;;;1
BZK;Onlinestamps.nl;;;;;;;;;1;;1
BZK;OTROS B.V.;;;;;;;;;4;;4
BZK;P & Projects B.V.;;;;;;;;;1;;1
BZK;P.J.P. A.V. Studio's;;;;;;;;;1;;1
BZK;Paagman Den Haag B.V.;;;;;;;;;1;;1
BZK;Paco Verpakkingen B.V.;;;;;;;;;1;;1
BZK;Papieranha;;;;;;;1;;;;1
BZK;Papyrus B.V.;;;;;;;;;1;;1
BZK;Papyrus Groep Nederland B.V.;;;;;;1;;;4;;4
BZK;Paul van Elk;;;;;;1;;;;;1
BZK;PE Fotostudio B.V.;;;;;;1;;;;;1
BZK;Penta Scope B.V.;;;;;;;;;1;;1
BZK;Pinkcube B.V.;;;;;;;;;1;;1
BZK;PIXXXL;;;;;;;;1;;;1
BZK;Pizze e Pazze B.V.;;2;;;;;;;;;2
BZK;Polvo B.V.;;;2;;;;;;;;2
BZK;PostNL Pakketten Benelux B.V.;;;;;1;;;;;;1
BZK;Printabout B.V.;;;;;;;;;1;;1
BZK;Prodentfabriek;;2;;;;;;;;;2
BZK;Progenta Project Services Benelux B.V.;;;;;;;;;1;;1
BZK;Promio;;;;;;;;;1;;1
BZK;promo2000;;;;;;1;;;;;1
BZK;Promofit;;;;;1;;;;;;1
BZK;PromTeg B.V.;;;2;;;;;;;;2
BZK;Protinus IT B.V.;;1;3;;;;;;4;;4
BZK;Quadient Netherlands B.V.;;;;;1;;;;;;1
BZK;Questionmarkgroup B.V.;;2;;;;;;;;;2
BZK;R.E.C. Real Estate Consulting;;;;;;;;1;;;1
BZK;Raccoon Serious Games B.V.;;;;;;;;;1;;1
BZK;Rack Inspecs;;;;;;1;;;;;1
BZK;Ravage B.V.;;;;;;;;;1;;1
BZK;Real Capital Analytics, Inc;;;;;;;;;1;;1
BZK;reclamemans;;;;;;;;;1;;1
BZK;Reclamestudio Guthschmidt B.V.;;;;;;;;1;;;1
BZK;Reisswolf Archiefopslag B.V.;;;;;;6;;;;;6
BZK;Reisswolf Nederland B.V.;;;;;;2;3;1;;;4
BZK;Remto Automaterialen;;;;;;;;;1;;1
BZK;Renewi Nederland B.V.;;;;;;;2;;;;2
BZK;Rentokil pest control;;;;1;;;;;;;1
BZK;REPdtp;;;;;;1;;;;;1
BZK;Restaurant Hartenlust;;1;;;;;;;;;1
BZK;Restaurant Samen B.V.;;1;;;;;;;;;1
BZK;Restauratieatelier Marjan de Visser;;;;;;;;1;;;1
BZK;Rijksmuseum Volkenkunde;;1;;;;;;;;;1
BZK;RM Holding B.V.;;;;;;;;2;;;2
BZK;RNA - Restauratie Nijhoff Asser;;;;;;;;1;;;1
BZK;Rob Vrijen;;;;;;;;1;;;1
BZK;Robert Boon Holding;;;;;;1;;;;;1
BZK;Röntgen Technische Dienst B.V.;;;2;;;;;;;;2
BZK;Roosje Klap;;;;;;;;2;;;2
BZK;Rop van Mierlo;;;;;;;;1;;;1
BZK;Royaal Security Services B.V.;;;8;;;;;;;;8
BZK;Ruys Handelsvereniging B.V.;;;;;1;;;;;;1
BZK;Safeguard Nederland B.V.;;;;;;;;;2;;2
BZK;Sailing Direct B.V.;;;;;;;;;1;;1
BZK;Santas Service B.V.;;1;;;;;;;;;1
BZK;Saver N.V.;;;;1;;;;;;;1
BZK;Scholten Awater B.V.;;;;;;;;;1;;1
BZK;Scrumartikelen;;;;;;;;;1;;1
BZK;SDB Vitrinebouw B.V.;;;;;;;;1;;;1
BZK;Secretariaat Geuzenstaete B.V.;;1;;;;;;;;;1
BZK;Sectra Communications B.V.;;;3;;;;;;;;3
BZK;Secura B.V.;;;2;;;;;;;;2
BZK;Securitas Alert Services Nederland B.V.;;;1;;;;;;;;1
BZK;Securitas Beveiliging B.V.;;;9;;;;;;;;9
BZK;Security Monitoring Centre;;;1;;;;;;;;1
BZK;Selecta Netherlands B.V.;;6;;;;;;;;;6
BZK;SENSO Retail B.V.;;;;;;;;;1;;1
BZK;Sensz B.V.;;1;;;;;;;;;1
BZK;Serena Kloet;;;;;;;;1;;;1
BZK;serVies;;;;;;;;1;;;1
BZK;SG Verpakkingen B.V.;;;;;;;;1;;;1
BZK;Shoku;;1;;;;;;;;;1
BZK;Singel Uitgevers B.V.;;;;;;;;1;;;1
BZK;SITA National Sales;;;;;;;4;;;;4
BZK;Sjoerd Knibbeler Fotografie;;;;;;;;2;;;2
BZK;Skils B.V.;;;;;;;;;1;;1
BZK;Sleutelcentrale;;;;;;;;1;;;1
BZK;Sligro B.V.;;;;;;;;;1;;1
BZK;Slot Zeist Horeca B.V.;;1;;;;;;;;;1
BZK;SmartFolie;;;;;;;;;1;;1
BZK;Soesbeek B.V.;;;;;;;;;1;;1
BZK;Soli Clean B.V.;;;;;;;;;3;;3
BZK;SoloProtect B.V.;;;2;;;;;;;;2
BZK;SPG Netherlands B.V.;;;;;2;;;;;;2
BZK;Stadsvilla Sonsbeek B.V.;;1;;;;;;;;;1
BZK;Star Project;;;;;1;;;;;;1
BZK;Stg. Service Centrum Auteurs & Nabur. rechten;;;;;4;;;;;;4
BZK;Stichting Beheer Synagoge;;1;;;;;;;;;1
BZK;Stichting CROW;;;;;;1;;;;;1
BZK;Stichting FEMU;;;;;;;;1;;;1
BZK;Stichting Ipse de Bruggen;;1;;;;;;;;;1
BZK;Stichting Kunstuitleen Utrecht;;;;;;;;1;;;1
BZK;Stichting Openbare Bibliotheek Almere;;1;;;;;;;;;1
BZK;Stichting Plint;;;;;;;;1;;;1
BZK;Stichting Reprorecht;;;;;;1;;;;;1
BZK;Stichting SKART;;;;;;;;1;;;1
BZK;Stichting Vastgoed Managers-Expert (Vgme);;;;;;1;;;;;1
BZK;Stichting Videma;;;;;3;;;;;;3
BZK;Stichting Von Gimborn Arboretum;;1;;;;;;;;;1
BZK;Stichting We Like Art;;;;;;;;1;;;1
BZK;Stills B.V.;;;;;;1;;;;;1
BZK;Stomerij Panda;;;;;;;;;1;;1
BZK;Strandpaviljoen De Kwartel B.V.;;1;;;;;;;;;1
BZK;Studio Danielle Kwaaitaal;;;;;;;;1;;;1
BZK;Studio Maarten Kolk & Guus Kusters;;;;;;;;1;;;1
BZK;Studio OPPA;;;;;;;;1;;;1
BZK;Studio Simone Smelt;;;;;;;;3;;;3
BZK;Suit Supply;;;;;;;;;1;;1
BZK;Sushi Boy;;1;;;;;;;;;1
BZK;Suzie Q Horeca B.V.;;1;;;;;;;;;1
BZK;Swissport Cargo Services East Africa;;;;;1;;;;;;1
BZK;t Wapen van Haarzuylen;;1;;;;;;;;;1
BZK;Taartenwinkel.nl B.V.;;;;;;;;;1;;1
BZK;Tapwacht Service B.V.;;1;;;;;;;;;1
BZK;Techno Security Systems B.V.;;;1;;;;;;;;1
BZK;TechnoPager;;;;;;;;;1;;1
BZK;Telekom Deutschland GmbH;;;;;;;;1;;;1
BZK;Tempelman Bedrijfskleding & Relatiegeschenken;;;;;;;;;2;;2
BZK;Testo;;;;;;;;;1;;1
BZK;T-Gifts;;;;;;;;;1;;1
BZK;The Hague Tech B.V.;;1;;1;;;;;;;1
BZK;The Rat Pack B.V.;;;;;;;;;1;;1
BZK;The Wiper Company B.V.;;;;;;;;;1;;1
BZK;Thomas Eyck;;;;;;;;1;;;1
BZK;Tilkema Horeca B.V.;;1;;;;;;;;;1
BZK;Tint, Buro voor Grafische Vormgeving;;;;;;1;;;;;1
BZK;TODAY DESIGNERS B.V.;;;;;;1;;;2;;2
BZK;Tokyo Electron Europe Limited;;;;;;;;;1;;1
BZK;Toolmax;;;;;;;;1;;;1
BZK;Topbloemen Nederland B.V.;;;;;;;;;1;;1
BZK;Topgeschenken Nederland B.V.;;;;;;;;3;;;3
BZK;Topgiving B.V.;;;;;;1;;;;;1
BZK;Torch Gallery;;;;;;;;1;;;1
BZK;Trigion Alarmcentrale B.V.;;;4;;;;;;;;4
BZK;Trigion Beveiliging B.V.;;;9;;;;;;;;9
BZK;Trigion Services B.V.;;;;;;;;;;;
BZK;Trust Krediet Beheer (TKB);;1;;;;;;;;1;2
BZK;U2pi B.V.;;;;;;1;;;1;;1
BZK;Uitgeverij De Bezige Bij B.V.;;;;;;;;1;;;1
BZK;Uitgeverij De Harmonie B.V.;;;;;;;;1;;;1
BZK;Uitgeverij in de Knipscheer;;;;;;;;1;;;1
BZK;Uitgeverij Kontrast;;;;;;;;1;;;1
BZK;Uitgeverij Van Oorschot B.V.;;;;;;;;1;;;1
BZK;UniCarriers Netherlands B.V.;;;;;;;;1;1;;1
BZK;Unidos Schoonmaakbedrijf B.V.;;;;1;;;;;;;1
BZK;Upstream Gallery;;;;;;;;2;;;2
BZK;Van de Burgt;;;;;;;;1;;;1
BZK;Van der Meer Pensioen B.V.;;;;;;;;;;1;1
BZK;Van der Valk Hotel Arnhem Duiven B.V.;;1;;;;;;;;;1
BZK;Van der Valk Hotel Den Haag B.V.;;1;;;;;;;;;1
BZK;Van der Veen Kantoor- & Spec.meubil. B.V.;;;;;;;;1;;;1
BZK;Van UffeIen;;;;;;;;;1;;1
BZK;Van Zwanenburg Handelmaatschappij B.V.;;2;;;;;;;;;2
BZK;VANWAARDE Documentenwacht B.V.;;;;;;1;;;;;1
BZK;VD Most Bouw;;;;;;;;;1;;1
BZK;Veiligheidsinstituut Medi-Select B.V.;;;4;;;;;;;;4
BZK;Veldpape Interieur Beplanting B.V.;;;;;;;;1;;;1
BZK;Veluwe Fashion B.V.;;;;;;;;;1;;1
BZK;Veolia Gebouwenbeheer B.V.;;;;;;;;3;;;3
BZK;Verenigde Bedrijven Jansen-Wijsmuller & Beuns;;;;;;4;;;;;4
BZK;Vereniging Facility Management Nederland;;;;;;;;;1;;1
BZK;Vermaat Bedrijfshoreca B.V.;;1;;;;;;;;;1
BZK;Vitens N.V.;;1;;;;;;;;;1
BZK;VKF Renzel B.V.;;;;;;;;;1;;1
BZK;Vodafone;;;1;;;;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;1;;;;;1
BZK;WE CANTEEN B.V.;;1;;;;;;;;;1
BZK;Webo Promotion B.V.;;;;;;;;;1;;1
BZK;Webshop Beheer B.V.;;;;;;;;;1;;1
BZK;Werkman Den Haag B.V.;;;;;;;;;1;;1
BZK;Wiltec B.V.;;;;;;;;;6;;6
BZK;WMF Nederland B.V.;;1;;;;;;;;;1
BZK;WorkWire B.V.;;;;;;;;2;;;2
BZK;Worldmeetings.com B.V.;;2;;;;;;;;;2
BZK;Xerox (Nederland) B.V.;;;;;1;6;;;3;;6
BZK;Zandhof B.V.;;1;;;;;;;;;1
BZK;ZIC ZERP;;;;;;;;2;;;2
BZK;Ziggo Services B.V.;;;;;;;;1;;;1
BZK;Zintuig B.V.;;;;;;;;;1;;1
BZK;Zuid B.V.;;1;;;;;;;;;1
BZK;ZZGREENBEAN;;1;;;;;;;;;1
BZK;ZZIIN;;;;;;;;;1;;1
BZK;ZZIIN Den Haag;;2;;;;;;;;;2
DEF;100%leuk maakt je blij;1;;;;;;;;;;1
DEF;123 3D B.V.;1;;;;;;;;;;1
DEF;123 Bloemen;1;;;;;;;;;;1
DEF;123magazijninrichting.nl B.V.;1;;;;;;;;;;1
DEF;24 uur in bedrijf;1;;;;;;;;;;1
DEF;2DOBOARD B.V.;1;;;;;;;;;;1
DEF;321Media B.V.;;1;;;;;;;;;1
DEF;3M Nederland B.V.;1;;;;;;;;;;1
DEF;4 Bikers and Bikes;1;;;;;;;;;;1
DEF;4Divers Veenendaal;2;;;;;;;;;;2
DEF;5hart-IT Opleidingen B.V.;1;;;;;;;;;;1
DEF;7AM Den Haag B.V.;;1;;;;;;;;;1
DEF;999 Games B.V.;;1;;;;;;;;;1
DEF;A.S.T. Automatiseringservice Tiel;1;;;;;;;;;;1
DEF;Aannemersbedrijf Vekemans B.V.;1;;;;;;;;;;1
DEF;Aannemingsbedrijf Tatenhove B.V.;;;;;;;1;;;;1
DEF;ABC Media;2;;;;;;;;;;2
DEF;Aberkrom Serv. & Onderh. Grafische Afwerking;;;;;;;;;1;;1
DEF;Abiom Communication Systems (A.C.S.) B.V.;4;;;;;;;;;;4
DEF;ABN AMRO Bank N.V.;1;;;;;;;;;;1
DEF;Aboma;1;;;;;;;;;;1
DEF;About Flowers;1;;;;;;;;;;1
DEF;Acal Technology Netherlands;1;;;;;;;;;;1
DEF;Accell Nederland;1;;;;;;;;;;1
DEF;Accor Hospitality Nederland N.V.;1;1;;;;;;;;;1
DEF;ACTA Dental Education B.V.;1;;;;;;;;;;1
DEF;Acteursbureau Kapok B.V.;1;;;;;;;;;;1
DEF;Adama Business Kleding;1;;;;;;;;;;1
DEF;Additive Manufacturing Research Europe B.V.;1;;;;;;;;;;1
DEF;Administratiekantoor Kroese;1;1;;;;;;;;;1
DEF;Advion B.V.;1;;;;;;;;;;1
DEF;Ae Sensors B.V.;1;;;;;;;;;;1
DEF;AEC Air Support B.V.;2;;;;;;;;;;2
DEF;AED-Partner;1;;;;;;;;;;1
DEF;Aero-Marche B.V. thodn van Eeghem Catering;4;;;;;;;;;;4
DEF;AEVES B.V.;;;;;;;6;;;;6
DEF;Afzuigtechniek Nederland B.V.;1;;;;;;;;;;1
DEF;Agrima II B.V.;;1;;;;;;;;;1
DEF;AIM Nederland B.V.;1;;;;;;;;;;1
DEF;Air Liquide B.V.;1;;;;;;;;;;1
DEF;Air Products Nederland B.V.;1;;;;;;;;;;1
DEF;Air-Comms;1;;;;;;;;;;1
DEF;Airlusion Holding B.V.;1;;;;;;;;;;1
DEF;Albyco Nederland B.V.;1;;;;;;;1;2;;2
DEF;Alco cleaners & coatings B.V.;;;;1;;;;;;;1
DEF;Alert Materials Handling B.V.;1;;;;;;;;;;1
DEF;Alert Teleservices B.V.;1;;;;;;;;;;1
DEF;ALFA bureau voor certificering B.V.;1;;;;;;;;;;1
DEF;Alfabet B.V.;1;;;;;;;;;;1
DEF;Alfabet Beheer;2;;;;;;;;;;2
DEF;All In Verhuur B.V.;;;;;;;;1;;;1
DEF;All Pumps Holland B.V.;1;;;;;;;;;;1
DEF;Allekabels B.V.;1;;;;;;;1;1;;1
DEF;Allekante B.V.;;1;;;;;;;;;1
DEF;Alles voor je truck B.V.;1;;;;;;;;;;1
DEF;Allgifts.nl B.V.;;;;;;;;1;;;1
DEF;Allied Forces;;2;;;;;;;;;2
DEF;Alp Lift B.V.;;;;;;;;1;;;1
DEF;Alpha Techniek B.V.;1;;;;;;;;;;1
DEF;Altec Industriële Identificatie;1;;;;;;;;1;;1
DEF;Alternate Computerversand Nederland;2;;;;;;;;;;2
DEF;Altrex B.V.;1;;;;;;;;;;1
DEF;Amadore Hotel Restaurant Arion;;1;;;;;;;;;1
DEF;Amazing B.V.;1;;;;;;;;;;1
DEF;Ambius B.V.;1;;;;;;;;;;1
DEF;Amigo-Produkties;1;1;;;;;;;;;1
DEF;Amilco Benelux B.V.;;;;;;;1;;;;1
DEF;Amstel Graphics B.V.;;;;;;;;1;1;;1
DEF;Amstel Medical International B.V.;1;;;;;;;;;;1
DEF;Amsterdamse Bloemenmarkt;1;1;;;;;;;;;1
DEF;Andersson Elffers Felix;2;;;;;;;;;;2
DEF;André Motors B.V.;1;;;;;;;;;;1
DEF;AniCura Dierenziekenhuis Breda B.V.;;;1;;;;;;;;1
DEF;AniCura Dierenziekenhuis Drechtstreek B.V.;;;1;;;;;;;;1
DEF;Animo B.V.;1;;;;;;;;;;1
DEF;Anna Vastgoed Beheer B.V.;;1;;;;;;;;;1
DEF;Anoniem_DEF_1;1;;;;;;;;;;1
DEF;Anoniem_DEF_102;;1;;;;;;;;;1
DEF;Anoniem_DEF_103;1;;;;;;;;;;1
DEF;Anoniem_DEF_104;1;;;;;;;;;;1
DEF;Anoniem_DEF_108;1;;;;;;;;;;1
DEF;Anoniem_DEF_109;1;;;;;;;;;;1
DEF;Anoniem_DEF_11;1;;;;;;;;;;1
DEF;Anoniem_DEF_110;;;;;;;;;1;;1
DEF;Anoniem_DEF_112;4;;1;;;;;;;;4
DEF;Anoniem_DEF_117;1;;;;;;;;;;1
DEF;Anoniem_DEF_118;1;;;;;;;;;;1
DEF;Anoniem_DEF_119;;1;;;;;;;;;1
DEF;Anoniem_DEF_123;1;;;;;;;;;;1
DEF;Anoniem_DEF_127;1;;;;;;;;;;1
DEF;Anoniem_DEF_128;1;;;;;;;;;;1
DEF;Anoniem_DEF_13;;1;;;;;;;;;1
DEF;Anoniem_DEF_136;1;;;;;;;;;;1
DEF;Anoniem_DEF_137;1;;;;;;;;;;1
DEF;Anoniem_DEF_138;1;;;;;;;;;;1
DEF;Anoniem_DEF_139;;;;;;;;1;1;;1
DEF;Anoniem_DEF_141;1;;;;;;;;;;1
DEF;Anoniem_DEF_143;1;;;;;;;;;;1
DEF;Anoniem_DEF_147;1;;;;;;;;;;1
DEF;Anoniem_DEF_149;1;;;;;;;;;;1
DEF;Anoniem_DEF_150;1;;;;;;;;;;1
DEF;Anoniem_DEF_151;;1;;;;;;;;;1
DEF;Anoniem_DEF_152;1;;;;;;;;;;1
DEF;Anoniem_DEF_153;3;;;;;;;;;;3
